original_link_id,bus_priority_link_id,original_modes,bus_priority_modes,original_capacity,bus_priority_capacity,original_permlanes,bus_priority_permlanes
l_272_5_f,busprio_l_272_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2730_0_f,busprio_l_2730_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2730_1_f,busprio_l_2730_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2730_2_f,busprio_l_2730_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2731_0_f,busprio_l_2731_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2732_0_f,busprio_l_2732_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2733_0_f,busprio_l_2733_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2733_1_f,busprio_l_2733_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2733_2_f,busprio_l_2733_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2733_3_f,busprio_l_2733_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2735_0_f,busprio_l_2735_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2737_0_f,busprio_l_2737_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2737_0_r,busprio_l_2737_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2738_0_f,busprio_l_2738_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2738_10_f,busprio_l_2738_10_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2738_11_f,busprio_l_2738_11_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2738_1_f,busprio_l_2738_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2738_6_f,busprio_l_2738_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2738_7_f,busprio_l_2738_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2738_8_f,busprio_l_2738_8_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2738_9_f,busprio_l_2738_9_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2739_0_f,busprio_l_2739_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2739_1_f,busprio_l_2739_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2739_2_f,busprio_l_2739_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2739_3_f,busprio_l_2739_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2739_4_f,busprio_l_2739_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_273_0_f,busprio_l_273_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2740_0_f,busprio_l_2740_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2740_1_f,busprio_l_2740_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2741_0_f,busprio_l_2741_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2741_1_f,busprio_l_2741_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2741_4_f,busprio_l_2741_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2742_0_f,busprio_l_2742_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2742_1_f,busprio_l_2742_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2742_2_f,busprio_l_2742_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2742_3_f,busprio_l_2742_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2742_4_f,busprio_l_2742_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2743_0_f,busprio_l_2743_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2743_1_f,busprio_l_2743_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2743_2_f,busprio_l_2743_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2743_3_f,busprio_l_2743_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2744_0_f,busprio_l_2744_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2744_0_r,busprio_l_2744_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2744_1_f,busprio_l_2744_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2744_1_r,busprio_l_2744_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2744_2_f,busprio_l_2744_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2744_2_r,busprio_l_2744_2_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2744_3_f,busprio_l_2744_3_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2744_3_r,busprio_l_2744_3_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2744_4_f,busprio_l_2744_4_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2744_4_r,busprio_l_2744_4_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2744_5_f,busprio_l_2744_5_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2744_5_r,busprio_l_2744_5_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2744_6_f,busprio_l_2744_6_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2744_7_f,busprio_l_2744_7_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2744_8_f,busprio_l_2744_8_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2745_0_f,busprio_l_2745_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2745_1_f,busprio_l_2745_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2745_2_f,busprio_l_2745_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2745_3_f,busprio_l_2745_3_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2745_4_f,busprio_l_2745_4_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2745_5_f,busprio_l_2745_5_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2745_6_f,busprio_l_2745_6_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2745_7_f,busprio_l_2745_7_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2745_8_f,busprio_l_2745_8_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2745_9_f,busprio_l_2745_9_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2746_0_f,busprio_l_2746_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2747_0_f,busprio_l_2747_0_f,"car,pt",pt,3600.0,3600.0,2.0,2.0
l_2748_0_f,busprio_l_2748_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2749_0_f,busprio_l_2749_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2749_1_f,busprio_l_2749_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2749_2_f,busprio_l_2749_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2749_3_f,busprio_l_2749_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2749_4_f,busprio_l_2749_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2749_5_f,busprio_l_2749_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_274_0_f,busprio_l_274_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2750_0_f,busprio_l_2750_0_f,"car,pt",pt,7200.0,7200.0,4.0,4.0
l_2750_1_f,busprio_l_2750_1_f,"car,pt",pt,7200.0,7200.0,4.0,4.0
l_2750_2_f,busprio_l_2750_2_f,"car,pt",pt,7200.0,7200.0,4.0,4.0
l_2750_3_f,busprio_l_2750_3_f,"car,pt",pt,7200.0,7200.0,4.0,4.0
l_2751_0_f,busprio_l_2751_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2752_0_f,busprio_l_2752_0_f,"car,pt",pt,7200.0,7200.0,4.0,4.0
l_2753_0_f,busprio_l_2753_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2753_1_f,busprio_l_2753_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2753_2_f,busprio_l_2753_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2754_0_f,busprio_l_2754_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2755_0_f,busprio_l_2755_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2758_0_f,busprio_l_2758_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2758_1_f,busprio_l_2758_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2758_3_f,busprio_l_2758_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2758_4_f,busprio_l_2758_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2758_5_f,busprio_l_2758_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2758_6_f,busprio_l_2758_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2758_7_f,busprio_l_2758_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2759_1_f,busprio_l_2759_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2759_2_f,busprio_l_2759_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2759_3_f,busprio_l_2759_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2759_4_f,busprio_l_2759_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2759_5_f,busprio_l_2759_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2759_6_f,busprio_l_2759_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2759_7_f,busprio_l_2759_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2759_8_f,busprio_l_2759_8_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_275_0_f,busprio_l_275_0_f,"car,pt",pt,1800.0,3600.0,1.0,1.0
l_2760_0_f,busprio_l_2760_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2760_1_f,busprio_l_2760_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2760_2_f,busprio_l_2760_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2760_3_f,busprio_l_2760_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2760_4_f,busprio_l_2760_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2760_5_f,busprio_l_2760_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2760_6_f,busprio_l_2760_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2760_7_f,busprio_l_2760_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2761_0_f,busprio_l_2761_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2761_0_r,busprio_l_2761_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2761_1_f,busprio_l_2761_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2761_2_r,busprio_l_2761_2_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2763_0_f,busprio_l_2763_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2763_0_r,busprio_l_2763_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2763_1_f,busprio_l_2763_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2763_1_r,busprio_l_2763_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2764_10_f,busprio_l_2764_10_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2764_3_f,busprio_l_2764_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2764_4_f,busprio_l_2764_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2764_5_f,busprio_l_2764_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2764_6_f,busprio_l_2764_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2764_7_f,busprio_l_2764_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2764_8_f,busprio_l_2764_8_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2764_9_f,busprio_l_2764_9_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2765_0_f,busprio_l_2765_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2765_1_f,busprio_l_2765_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2765_2_f,busprio_l_2765_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2765_3_f,busprio_l_2765_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2765_4_f,busprio_l_2765_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2765_5_f,busprio_l_2765_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2765_6_f,busprio_l_2765_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2765_7_f,busprio_l_2765_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2767_0_f,busprio_l_2767_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2767_1_f,busprio_l_2767_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2767_2_f,busprio_l_2767_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2767_3_f,busprio_l_2767_3_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2768_0_f,busprio_l_2768_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2769_0_f,busprio_l_2769_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_276_0_f,busprio_l_276_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_276_1_f,busprio_l_276_1_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_2770_0_f,busprio_l_2770_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2770_1_f,busprio_l_2770_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2770_2_f,busprio_l_2770_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2772_0_f,busprio_l_2772_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2773_0_f,busprio_l_2773_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2773_1_f,busprio_l_2773_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2773_2_f,busprio_l_2773_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2773_3_f,busprio_l_2773_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2773_4_f,busprio_l_2773_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2773_5_f,busprio_l_2773_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2773_6_f,busprio_l_2773_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2773_7_f,busprio_l_2773_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2774_0_f,busprio_l_2774_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2775_0_f,busprio_l_2775_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2776_0_f,busprio_l_2776_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2776_1_f,busprio_l_2776_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2776_2_f,busprio_l_2776_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2777_1_f,busprio_l_2777_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2778_1_f,busprio_l_2778_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2779_0_f,busprio_l_2779_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2779_1_f,busprio_l_2779_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2779_2_f,busprio_l_2779_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2779_3_f,busprio_l_2779_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2779_4_f,busprio_l_2779_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2779_5_f,busprio_l_2779_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2779_6_f,busprio_l_2779_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2779_7_f,busprio_l_2779_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2779_8_f,busprio_l_2779_8_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2780_0_f,busprio_l_2780_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2780_1_f,busprio_l_2780_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2780_2_f,busprio_l_2780_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2781_0_f,busprio_l_2781_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2781_1_f,busprio_l_2781_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2782_0_f,busprio_l_2782_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2782_1_f,busprio_l_2782_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2782_2_f,busprio_l_2782_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2783_0_f,busprio_l_2783_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2783_1_f,busprio_l_2783_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2783_2_f,busprio_l_2783_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2783_3_f,busprio_l_2783_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2783_4_f,busprio_l_2783_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2784_0_f,busprio_l_2784_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2784_1_f,busprio_l_2784_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2784_2_f,busprio_l_2784_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2784_3_f,busprio_l_2784_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2784_4_f,busprio_l_2784_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2784_5_f,busprio_l_2784_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2784_6_f,busprio_l_2784_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2784_7_f,busprio_l_2784_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2785_0_f,busprio_l_2785_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2785_1_f,busprio_l_2785_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2786_0_f,busprio_l_2786_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2786_1_f,busprio_l_2786_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2787_0_f,busprio_l_2787_0_f,"car,pt",pt,3600.0,3600.0,2.0,2.0
l_2788_0_f,busprio_l_2788_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2788_1_f,busprio_l_2788_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2788_2_f,busprio_l_2788_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2788_3_f,busprio_l_2788_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2788_4_f,busprio_l_2788_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2788_5_f,busprio_l_2788_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2788_6_f,busprio_l_2788_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2788_7_f,busprio_l_2788_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2788_8_f,busprio_l_2788_8_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2789_0_f,busprio_l_2789_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_10_f,busprio_l_2789_10_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_11_f,busprio_l_2789_11_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_12_f,busprio_l_2789_12_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_13_f,busprio_l_2789_13_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_14_f,busprio_l_2789_14_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_15_f,busprio_l_2789_15_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_16_f,busprio_l_2789_16_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_17_f,busprio_l_2789_17_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_18_f,busprio_l_2789_18_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_1_f,busprio_l_2789_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_2_f,busprio_l_2789_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_3_f,busprio_l_2789_3_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_4_f,busprio_l_2789_4_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_5_f,busprio_l_2789_5_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_6_f,busprio_l_2789_6_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_7_f,busprio_l_2789_7_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_8_f,busprio_l_2789_8_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2789_9_f,busprio_l_2789_9_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_278_0_f,busprio_l_278_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_278_1_f,busprio_l_278_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_278_2_f,busprio_l_278_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2790_0_f,busprio_l_2790_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2790_1_f,busprio_l_2790_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2790_2_f,busprio_l_2790_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2791_0_f,busprio_l_2791_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2791_1_f,busprio_l_2791_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2792_0_f,busprio_l_2792_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2792_10_f,busprio_l_2792_10_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2792_11_f,busprio_l_2792_11_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2792_12_f,busprio_l_2792_12_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2792_13_f,busprio_l_2792_13_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2792_1_f,busprio_l_2792_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2792_2_f,busprio_l_2792_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2792_3_f,busprio_l_2792_3_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2792_4_f,busprio_l_2792_4_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2792_5_f,busprio_l_2792_5_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2792_6_f,busprio_l_2792_6_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2792_7_f,busprio_l_2792_7_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2792_8_f,busprio_l_2792_8_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2792_9_f,busprio_l_2792_9_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2793_0_f,busprio_l_2793_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2793_0_r,busprio_l_2793_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2793_1_f,busprio_l_2793_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2793_1_r,busprio_l_2793_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2793_2_f,busprio_l_2793_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2793_2_r,busprio_l_2793_2_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2796_0_f,busprio_l_2796_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_2797_0_f,busprio_l_2797_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_2797_1_f,busprio_l_2797_1_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_2798_0_f,busprio_l_2798_0_f,"car,pt",pt,1800.0,3600.0,1.0,1.0
l_279_0_f,busprio_l_279_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_279_1_f,busprio_l_279_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_27_0_f,busprio_l_27_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2804_0_f,busprio_l_2804_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2805_0_f,busprio_l_2805_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2806_0_f,busprio_l_2806_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2807_0_f,busprio_l_2807_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2808_0_f,busprio_l_2808_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2809_0_f,busprio_l_2809_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_280_0_f,busprio_l_280_0_f,"car,pt",pt,6600.0,6600.0,3.0,3.0
l_280_1_f,busprio_l_280_1_f,"car,pt",pt,6600.0,6600.0,3.0,3.0
l_2810_0_f,busprio_l_2810_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2810_1_f,busprio_l_2810_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2810_2_f,busprio_l_2810_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2810_3_f,busprio_l_2810_3_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2811_0_f,busprio_l_2811_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2812_0_f,busprio_l_2812_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2812_1_f,busprio_l_2812_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2812_2_f,busprio_l_2812_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2812_3_f,busprio_l_2812_3_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2812_4_f,busprio_l_2812_4_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2812_5_f,busprio_l_2812_5_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2812_6_f,busprio_l_2812_6_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2813_0_f,busprio_l_2813_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2814_0_f,busprio_l_2814_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2814_0_r,busprio_l_2814_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2814_1_f,busprio_l_2814_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2814_1_r,busprio_l_2814_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
