original_link_id,bus_priority_link_id,original_modes,bus_priority_modes,original_capacity,bus_priority_capacity,original_permlanes,bus_priority_permlanes
l_978_3_f,busprio_l_978_3_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_979_0_f,busprio_l_979_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_979_1_f,busprio_l_979_1_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_97_0_f,busprio_l_97_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_97_0_r,busprio_l_97_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_980_0_f,busprio_l_980_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_981_1_r,busprio_l_981_1_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_981_2_r,busprio_l_981_2_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_9835_0_r,busprio_l_9835_0_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_9835_1_r,busprio_l_9835_1_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_983_0_f,busprio_l_983_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_983_0_r,busprio_l_983_0_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_98_0_f,busprio_l_98_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_98_0_r,busprio_l_98_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_98_1_f,busprio_l_98_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_98_1_r,busprio_l_98_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_98_2_f,busprio_l_98_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_98_2_r,busprio_l_98_2_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_98_3_f,busprio_l_98_3_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_98_3_r,busprio_l_98_3_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_9906_0_f,busprio_l_9906_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_9906_0_r,busprio_l_9906_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_9906_1_f,busprio_l_9906_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_990_0_f,busprio_l_990_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_9915_4_f,busprio_l_9915_4_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_991_0_f,busprio_l_991_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_9920_0_f,busprio_l_9920_0_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_9921_0_f,busprio_l_9921_0_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_992_0_f,busprio_l_992_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_9933_0_r,busprio_l_9933_0_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_9934_0_f,busprio_l_9934_0_f,"car,pt",pt,2400.0,3600.0,2.0,2.0
l_9934_0_r,busprio_l_9934_0_r,"car,pt",pt,2400.0,3600.0,2.0,2.0
l_9934_1_f,busprio_l_9934_1_f,"car,pt",pt,2400.0,3600.0,2.0,2.0
l_9934_1_r,busprio_l_9934_1_r,"car,pt",pt,2400.0,3600.0,2.0,2.0
l_9934_2_f,busprio_l_9934_2_f,"car,pt",pt,2400.0,3600.0,2.0,2.0
l_9934_2_r,busprio_l_9934_2_r,"car,pt",pt,2400.0,3600.0,2.0,2.0
l_9935_0_f,busprio_l_9935_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_9935_0_r,busprio_l_9935_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_9935_1_f,busprio_l_9935_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_9935_1_r,busprio_l_9935_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_9936_0_f,busprio_l_9936_0_f,"car,pt",pt,3600.0,3600.0,2.0,2.0
l_9937_0_f,busprio_l_9937_0_f,"car,pt",pt,1800.0,3600.0,1.0,1.0
l_9937_1_f,busprio_l_9937_1_f,"car,pt",pt,1800.0,3600.0,1.0,1.0
l_9938_0_f,busprio_l_9938_0_f,"car,pt",pt,1800.0,3600.0,1.0,1.0
l_993_0_f,busprio_l_993_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_9940_0_f,busprio_l_9940_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_9941_0_f,busprio_l_9941_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_9943_0_f,busprio_l_9943_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_9943_1_f,busprio_l_9943_1_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_9944_0_f,busprio_l_9944_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_9945_0_f,busprio_l_9945_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_9946_0_f,busprio_l_9946_0_f,"car,pt",pt,7200.0,7200.0,4.0,4.0
l_9946_1_f,busprio_l_9946_1_f,"car,pt",pt,7200.0,7200.0,4.0,4.0
l_9947_0_f,busprio_l_9947_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_9948_0_f,busprio_l_9948_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_9949_0_f,busprio_l_9949_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_9950_0_f,busprio_l_9950_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_9951_0_f,busprio_l_9951_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_9952_0_f,busprio_l_9952_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_9953_0_f,busprio_l_9953_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_9954_0_f,busprio_l_9954_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_9955_0_f,busprio_l_9955_0_f,"car,pt",pt,1800.0,3600.0,1.0,1.0
l_9956_0_f,busprio_l_9956_0_f,"car,pt",pt,1800.0,3600.0,1.0,1.0
l_9958_0_f,busprio_l_9958_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_9959_0_f,busprio_l_9959_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_995_0_f,busprio_l_995_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_9960_0_f,busprio_l_9960_0_f,"car,pt",pt,1800.0,3600.0,1.0,1.0
l_9961_0_f,busprio_l_9961_0_f,"car,pt",pt,1800.0,3600.0,1.0,1.0
l_9962_0_f,busprio_l_9962_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_9963_0_f,busprio_l_9963_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_9963_0_r,busprio_l_9963_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_9964_0_f,busprio_l_9964_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_9965_0_f,busprio_l_9965_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_9967_0_f,busprio_l_9967_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_9969_0_f,busprio_l_9969_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_9970_0_f,busprio_l_9970_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_9972_0_f,busprio_l_9972_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_997_0_f,busprio_l_997_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_998_0_f,busprio_l_998_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_9993_0_r,busprio_l_9993_0_r,"car,pt",pt,400.0,3600.0,1.0,1.0
l_9994_0_f,busprio_l_9994_0_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_9995_0_f,busprio_l_9995_0_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_9997_0_f,busprio_l_9997_0_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_9997_0_r,busprio_l_9997_0_r,"car,pt",pt,400.0,3600.0,1.0,1.0
l_999_0_f,busprio_l_999_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_999_0_r,busprio_l_999_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_9_0_f,busprio_l_9_0_f,"car,pt",pt,3600.0,3600.0,2.0,2.0
l_9_1_f,busprio_l_9_1_f,"car,pt",pt,3600.0,3600.0,2.0,2.0
l_9_2_f,busprio_l_9_2_f,"car,pt",pt,3600.0,3600.0,2.0,2.0
syn_bus_connector_000003,busprio_syn_bus_connector_000003,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000004,busprio_syn_bus_connector_000004,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000006,busprio_syn_bus_connector_000006,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000017,busprio_syn_bus_connector_000017,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000018,busprio_syn_bus_connector_000018,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000021,busprio_syn_bus_connector_000021,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000022,busprio_syn_bus_connector_000022,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000027,busprio_syn_bus_connector_000027,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000033,busprio_syn_bus_connector_000033,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000034,busprio_syn_bus_connector_000034,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000036,busprio_syn_bus_connector_000036,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000041,busprio_syn_bus_connector_000041,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000042,busprio_syn_bus_connector_000042,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000047,busprio_syn_bus_connector_000047,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000048,busprio_syn_bus_connector_000048,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000051,busprio_syn_bus_connector_000051,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000053,busprio_syn_bus_connector_000053,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000057,busprio_syn_bus_connector_000057,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000058,busprio_syn_bus_connector_000058,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000062,busprio_syn_bus_connector_000062,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000064,busprio_syn_bus_connector_000064,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000065,busprio_syn_bus_connector_000065,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000082,busprio_syn_bus_connector_000082,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000086,busprio_syn_bus_connector_000086,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000090,busprio_syn_bus_connector_000090,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000095,busprio_syn_bus_connector_000095,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000096,busprio_syn_bus_connector_000096,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000099,busprio_syn_bus_connector_000099,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000102,busprio_syn_bus_connector_000102,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000103,busprio_syn_bus_connector_000103,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000105,busprio_syn_bus_connector_000105,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000106,busprio_syn_bus_connector_000106,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000109,busprio_syn_bus_connector_000109,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000110,busprio_syn_bus_connector_000110,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000116,busprio_syn_bus_connector_000116,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000117,busprio_syn_bus_connector_000117,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000118,busprio_syn_bus_connector_000118,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000121,busprio_syn_bus_connector_000121,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000124,busprio_syn_bus_connector_000124,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000137,busprio_syn_bus_connector_000137,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000147,busprio_syn_bus_connector_000147,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000149,busprio_syn_bus_connector_000149,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000154,busprio_syn_bus_connector_000154,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000159,busprio_syn_bus_connector_000159,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000162,busprio_syn_bus_connector_000162,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000163,busprio_syn_bus_connector_000163,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000167,busprio_syn_bus_connector_000167,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000168,busprio_syn_bus_connector_000168,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000173,busprio_syn_bus_connector_000173,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000176,busprio_syn_bus_connector_000176,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000183,busprio_syn_bus_connector_000183,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000184,busprio_syn_bus_connector_000184,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000185,busprio_syn_bus_connector_000185,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000186,busprio_syn_bus_connector_000186,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000192,busprio_syn_bus_connector_000192,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000195,busprio_syn_bus_connector_000195,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000196,busprio_syn_bus_connector_000196,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000203,busprio_syn_bus_connector_000203,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000204,busprio_syn_bus_connector_000204,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000208,busprio_syn_bus_connector_000208,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000209,busprio_syn_bus_connector_000209,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000210,busprio_syn_bus_connector_000210,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000211,busprio_syn_bus_connector_000211,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000212,busprio_syn_bus_connector_000212,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000213,busprio_syn_bus_connector_000213,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000214,busprio_syn_bus_connector_000214,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000215,busprio_syn_bus_connector_000215,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000216,busprio_syn_bus_connector_000216,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000217,busprio_syn_bus_connector_000217,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000218,busprio_syn_bus_connector_000218,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000219,busprio_syn_bus_connector_000219,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000222,busprio_syn_bus_connector_000222,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000223,busprio_syn_bus_connector_000223,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000226,busprio_syn_bus_connector_000226,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000227,busprio_syn_bus_connector_000227,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000228,busprio_syn_bus_connector_000228,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000235,busprio_syn_bus_connector_000235,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000238,busprio_syn_bus_connector_000238,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000242,busprio_syn_bus_connector_000242,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000244,busprio_syn_bus_connector_000244,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000251,busprio_syn_bus_connector_000251,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000253,busprio_syn_bus_connector_000253,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000254,busprio_syn_bus_connector_000254,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000255,busprio_syn_bus_connector_000255,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000256,busprio_syn_bus_connector_000256,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000257,busprio_syn_bus_connector_000257,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000258,busprio_syn_bus_connector_000258,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000266,busprio_syn_bus_connector_000266,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000277,busprio_syn_bus_connector_000277,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000278,busprio_syn_bus_connector_000278,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000281,busprio_syn_bus_connector_000281,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000282,busprio_syn_bus_connector_000282,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000285,busprio_syn_bus_connector_000285,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000288,busprio_syn_bus_connector_000288,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000291,busprio_syn_bus_connector_000291,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000292,busprio_syn_bus_connector_000292,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000294,busprio_syn_bus_connector_000294,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000295,busprio_syn_bus_connector_000295,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000298,busprio_syn_bus_connector_000298,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000301,busprio_syn_bus_connector_000301,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000304,busprio_syn_bus_connector_000304,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000305,busprio_syn_bus_connector_000305,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000307,busprio_syn_bus_connector_000307,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000308,busprio_syn_bus_connector_000308,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000309,busprio_syn_bus_connector_000309,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000310,busprio_syn_bus_connector_000310,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000312,busprio_syn_bus_connector_000312,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000316,busprio_syn_bus_connector_000316,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000319,busprio_syn_bus_connector_000319,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000320,busprio_syn_bus_connector_000320,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000322,busprio_syn_bus_connector_000322,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000325,busprio_syn_bus_connector_000325,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000327,busprio_syn_bus_connector_000327,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000328,busprio_syn_bus_connector_000328,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000329,busprio_syn_bus_connector_000329,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000331,busprio_syn_bus_connector_000331,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000332,busprio_syn_bus_connector_000332,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000333,busprio_syn_bus_connector_000333,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000335,busprio_syn_bus_connector_000335,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000336,busprio_syn_bus_connector_000336,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000338,busprio_syn_bus_connector_000338,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000347,busprio_syn_bus_connector_000347,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000350,busprio_syn_bus_connector_000350,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000351,busprio_syn_bus_connector_000351,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000352,busprio_syn_bus_connector_000352,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000361,busprio_syn_bus_connector_000361,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000367,busprio_syn_bus_connector_000367,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000459,busprio_syn_bus_connector_000459,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000483,busprio_syn_bus_connector_000483,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000486,busprio_syn_bus_connector_000486,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000487,busprio_syn_bus_connector_000487,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000488,busprio_syn_bus_connector_000488,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000492,busprio_syn_bus_connector_000492,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000493,busprio_syn_bus_connector_000493,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000494,busprio_syn_bus_connector_000494,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000498,busprio_syn_bus_connector_000498,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000502,busprio_syn_bus_connector_000502,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000517,busprio_syn_bus_connector_000517,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000518,busprio_syn_bus_connector_000518,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000519,busprio_syn_bus_connector_000519,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000520,busprio_syn_bus_connector_000520,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000523,busprio_syn_bus_connector_000523,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000526,busprio_syn_bus_connector_000526,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000541,busprio_syn_bus_connector_000541,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000542,busprio_syn_bus_connector_000542,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000543,busprio_syn_bus_connector_000543,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000544,busprio_syn_bus_connector_000544,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000559,busprio_syn_bus_connector_000559,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000562,busprio_syn_bus_connector_000562,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000585,busprio_syn_bus_connector_000585,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000588,busprio_syn_bus_connector_000588,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000598,busprio_syn_bus_connector_000598,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000599,busprio_syn_bus_connector_000599,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000603,busprio_syn_bus_connector_000603,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000605,busprio_syn_bus_connector_000605,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000607,busprio_syn_bus_connector_000607,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000608,busprio_syn_bus_connector_000608,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000609,busprio_syn_bus_connector_000609,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000613,busprio_syn_bus_connector_000613,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000614,busprio_syn_bus_connector_000614,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000627,busprio_syn_bus_connector_000627,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000628,busprio_syn_bus_connector_000628,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000631,busprio_syn_bus_connector_000631,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000633,busprio_syn_bus_connector_000633,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000634,busprio_syn_bus_connector_000634,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000635,busprio_syn_bus_connector_000635,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000637,busprio_syn_bus_connector_000637,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000647,busprio_syn_bus_connector_000647,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000648,busprio_syn_bus_connector_000648,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000650,busprio_syn_bus_connector_000650,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000651,busprio_syn_bus_connector_000651,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000654,busprio_syn_bus_connector_000654,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000655,busprio_syn_bus_connector_000655,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000658,busprio_syn_bus_connector_000658,"car,pt",pt,1800.0,3600.0,1.0,1.0
syn_bus_connector_000659,busprio_syn_bus_connector_000659,"car,pt",pt,1800.0,3600.0,1.0,1.0
