merged_stop_id,source_ids,source_id_count,name,normalized_name,source_types,line_ids,merge_member_count,merge_method,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,x_epsg32650,y_epsg32650,inside_boundary,inside_boundary_2km_buffer,raw_record_count,mode,coord_source
amap_stop_00001,BV09020981,1,闽江之心(台江步行街)(公交站),闽江之心(台江步行街),lineid_busstop;poi,350100010003;350100010004;350100010005;350100010008;350100010009;350100010010;350100010023;350100010024;350100010027;350100010028;350100010031;350100010032;350100010051;350100010052;350100010057;350100010058;350100010066;350100010087;350100010088;350100010089;350100010090;350100010153;350100010154;350100010179;350100010180;350100010241;350100010248;350100010270;350100010271;350100010274;350100010275;350100010325;350100010326;350100010327;350100010329;350100010330;350100010349;350100010350;350100010362;350100010363;350100010365;350100010366;350100010405;350100010406;350100010423;350100010424;350100010598;350100010599;900000083059;900000083060;900000144206;900000144207;900000144208;900000144209;900000167351;900000167352;900000185187;900000220899;900000220911,1,same_id,119.317408,26.053112,119.31257303548448,26.05616360795842,731365.6049855037,2883955.315464894,True,True,60,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00002,BV09022105,1,江福路(交警大队)(公交站),江福路(交警大队),lineid_busstop;poi,900000160847;900000242916,1,same_id,119.137042,26.144122,119.1321011510998,26.147154111205573,713139.4669634311,2893728.519155164,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00003,BV09022444,1,洲尾(公交站),洲尾,lineid_busstop;poi,350100010193;350100010198,1,same_id,119.357685,25.98107,119.35278190166986,25.983999229450056,735533.8831246383,2876031.3751179203,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00004,BV09022446,1,城门龙江(公交站),城门龙江,lineid_busstop;poi,350100010193;350100010198,1,same_id,119.37668,25.979988,119.37175372769204,25.982891509787883,737436.0251488927,2875942.975879489,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00005,BV09022447,1,天福洲(公交站),天福洲,lineid_busstop;poi,350100010193;350100010198,1,same_id,119.366918,25.980412,119.36200214675108,25.98332733677262,736458.5788383873,2875973.58213448,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00006,BV09022449,1,方岐洲路西(公交站),方岐洲路西,lineid_busstop;poi,350100010009;350100010010;350100010172;350100010193;350100010198,1,same_id,119.346647,25.987339,119.34176163023083,25.99029105966762,734417.7844019805,2876708.6958152074,True,True,6,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00007,BV09022450,1,螺洲古镇地铁站(公交站),螺洲古镇地铁站,lineid_busstop;poi,350100010009;350100010010;350100010171;350100010172;350100010193;900000242372,1,same_id,119.350279,25.986562,119.3453874105399,25.98950718037161,734782.4210860241,2876628.352807184,True,True,7,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00008,BV09023163,1,闽运汽车北站2站台(公交站),闽运汽车北站2站台,lineid_busstop;poi,350100010279,1,same_id,119.317855,26.109444,119.31301493691112,26.11253210458434,731298.9069805638,2890201.770108546,True,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00009,BV09023763,1,万科紫台(公交站),万科紫台,lineid_busstop;poi,900000183715;900000183716,1,same_id,119.464927,26.01243,119.46010365054688,26.015426481335737,746216.142528686,2879711.625204527,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00010,BV09025187,1,潭桥公交总站(公交站),潭桥公交总站,lineid_busstop;poi,350100010216;350100010221;350100010264;350100010265;350100010320;350100010321;350100010335;350100010336;900000083059;900000083060;900000094157;900000094158;900000146903;900000146904,1,same_id,119.355607,26.098923,119.3506981675142,26.10193493575908,735089.6930676524,2889095.1354426,True,True,15,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00011,BV09025199,1,横屿路板桥路口(公交站),横屿路板桥路口,lineid_busstop;poi,350100010320;350100010321;900000083059;900000083060,1,same_id,119.34967,26.093583,119.34477132971516,26.0966013697556,734507.4003263329,2888493.467652354,True,True,5,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00012,BV09025200,1,省儿童医院西门(公交站),省儿童医院西门,lineid_busstop;poi,350100010157;350100010158;350100010320;350100010321;900000083059;900000083060,1,same_id,119.356875,26.096018,119.35196441237672,26.09902599722921,735222.1964111542,2888775.105427636,True,True,7,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00013,BV09025201,1,洋头尾路东(公交站),洋头尾路东,lineid_busstop;poi,900000083059;900000083060,1,same_id,119.343587,26.091,119.33869924893636,26.094027467475406,733905.0287597245,2888197.3458005544,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00014,BV09025203,1,福州第十一中学(横屿校区)(公交站),福州第十一中学(横屿校区),lineid_busstop;poi,350100010320;350100010321;900000083059;900000083060,1,same_id,119.354755,26.094282,119.34984787089913,26.09729227220223,735013.9136277663,2888579.179648073,True,True,5,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00015,BV09387450,1,横屿路(公交站),横屿路,lineid_busstop;poi,900000083060,1,same_id,119.347267,26.093349,119.34237250583811,26.09637141691268,734267.8628785985,2888463.667738744,True,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00016,BV09026471,1,横屿路(公交站),横屿路,lineid_busstop;poi,350100010320;350100010321;900000146903;900000146904;900000219138;900000219146,1,same_id,119.333505,26.093337,119.32863595534998,26.09638481119565,732893.5333874789,2888440.495950797,True,True,7,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00017,BV09026590,1,阳岐严复故里(公交站),阳岐严复故里,lineid_busstop;poi,350100010357,1,same_id,119.281062,25.996828,119.27628888089257,25.999898157628376,727843.0393804446,2877657.293471396,True,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00018,BV09026925,1,横屿路潭桥路口(公交站),横屿路潭桥路口,lineid_busstop;poi,350100010320;350100010321;900000083059;900000219138;900000219144;900000219146;900000219148,1,same_id,119.347267,26.093349,119.34237250583811,26.09637141691268,734267.8628785985,2888463.667738744,True,True,8,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00019,BV09029245,1,九〇〇医院(原总院)(公交站),九〇〇医院(原总院),lineid_busstop;poi,350100010023;350100010024;350100010200;350100010207;350100010256;350100010295;350100010296;350100010299;350100010737;900000169184;900000169185,1,same_id,119.282044,26.088521,119.27726291214636,26.09165184817549,727763.0520543547,2887825.16564394,True,True,12,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00020,BV09045881,1,清华附中福州学校(公交站),清华附中福州学校,lineid_busstop;poi,350100010224;350100010233,1,same_id,119.377767,26.014924,119.37283712941736,26.01785023963914,737474.1589057667,2879818.462387501,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00021,BV09048611,1,樟岚公交总站(公交站),樟岚公交总站,lineid_busstop;poi,900000208818;900000215327,1,same_id,119.378968,26.01304,119.37403728792492,26.015963800506658,737598.114808757,2879611.6241414747,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00022,BV09049764,1,闽江之心(公交站),闽江之心,lineid_busstop;poi,900000025642,1,same_id,119.317222,26.053163,119.31238738514436,26.056214989286463,731346.9240393916,2883960.678958854,True,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00023,BV09052934,1,福州市妇幼保健院(公交站),福州市妇幼保健院,lineid_busstop;poi,900000186795;900000228016;900000228019,1,same_id,119.289795,26.020013,119.28500919582731,26.023088064377465,728671.2150051959,2880241.942684859,True,True,4,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00024,BV11567840,1,亭下(公交站),亭下,lineid_busstop;poi,350100010250;350100010255;900000224763,1,same_id,119.332269,26.104858,119.32740145828986,26.10791571582917,732747.1790281532,2889715.93045304,True,True,5,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00025,BV09054029,1,亭下(公交站),亭下,lineid_busstop;poi,350100010059;350100010060;350100010342;350100010393;350100010394;350100010731;350100010732;900000042908;900000046206;900000152292,1,same_id,119.146451,26.147666,119.14152569367224,26.150714780819385,714075.37726702,2894138.514270529,True,True,11,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00026,BV09055732,1,秀山地铁站B口(公交站),秀山地铁站B口,lineid_busstop;poi,350100010516;900000071235,1,same_id,119.321367,26.134198,119.31651833264488,26.13729543732854,731600.4854840889,2892951.8173824064,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00027,BV09057177,1,北门(公交站),北门,lineid_busstop;poi,350100010021;350100010022;350100010081;350100010082;350100010099;350100010100;350100010131;350100010132;350100010167;350100010168;350100010266;350100010267;350100010407;350100010408;350100010619;350100010620;900000049875;900000049876;900000186785;900000192611,1,same_id,119.293015,26.10079,119.2882185368494,26.10391459725797,728835.2669769389,2889203.0913685984,True,True,21,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00028,BV10572898,1,北门,北门,lineid_busstop,900000034476;900000035847;900000186777;900000186795;900000228019,1,same_id,118.934136,25.870534,118.9295840227029,25.87370243675884,693337.0757888264,2863118.3519343776,False,False,5,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00029,BV09058362,1,秀山地铁站D口(公交站),秀山地铁站D口,lineid_busstop;poi,350100010517;900000071234,1,same_id,119.320302,26.132961,119.31545547611634,26.136059662092705,731496.6266589717,2892812.997764782,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00030,BV09059673,1,盘屿地铁站A口(公交站),盘屿地铁站A口,lineid_busstop;poi,350100010087;350100010088;350100010429;350100010430;900000055347;900000055360,1,same_id,119.294389,25.999003,119.28959811574842,26.00205719134369,729171.4604193631,2877919.800186413,True,True,7,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00031,BV09060730,1,市政务服务中心(公交站),市政务服务中心,lineid_busstop;poi,350100010005;350100010008;350100010015;350100010016;350100010145;350100010146;350100010250;350100010255;350100010293;350100010294;350100010325,1,same_id,119.307055,26.070462,119.30223783751605,26.073543973884444,730297.2380228433,2885862.752047872,True,True,12,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00032,BV09060917,1,水头白塔里(公交站),水头白塔里,lineid_busstop;poi,350100010207;900000079599;900000133373,1,same_id,119.320891,26.102755,119.31604562552124,26.10583303020196,731615.2859015157,2889464.897944956,True,True,4,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00033,BV09062488,1,温泉小学(公交站),温泉小学,lineid_busstop;poi,350100010044;350100010111;350100010197;900000205225;900000205226,1,same_id,119.310799,26.099644,119.30597288520276,26.102738657851592,730613.7038191768,2889104.145268028,True,True,6,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00034,BV09062503,1,迎飞花园西门(公交站),迎飞花园西门,lineid_busstop;poi,350100010180;350100010599,1,same_id,119.325805,26.014457,119.32095679000528,26.017466544499843,732280.9376806365,2879682.572512924,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00035,BV09062504,1,福州环保职专跨洋校区(公交站),福州环保职专跨洋校区,lineid_busstop;poi,350100010598;350100010599,1,same_id,119.324516,26.016834,119.31967010694244,26.01984762087356,732147.4350462665,2879944.106737094,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00036,BV09063064,1,福道7号口(公交站),福道7号口,lineid_busstop;poi,350100010032;350100010033;350100010147;350100010286;350100010311;350100010338;350100010366;900000048928;900000149278;900000149864;900000254110,1,same_id,119.254185,26.080965,119.2494223915773,26.08410966265156,724992.0964126405,2886941.090587197,True,True,12,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00037,BV09067687,1,福建船政交通职业学院(公交站),福建船政交通职业学院,lineid_busstop;poi,350100010041;350100010042;350100010073;350100010074;350100010135;350100010136;350100010179;350100010180;350100010254;350100010256;350100010272;350100010273;350100010362;350100010363;350100010508;350100010510;900000062588;900000062593;900000166947;900000166948;900000167357;900000167358,1,same_id,119.313407,26.027723,119.30858147994604,26.03076484307884,731015.9402556501,2881134.0526529583,True,True,23,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00038,BV09069208,1,三江口生态公园(公交站),三江口生态公园,lineid_busstop;poi,350100010280,1,same_id,119.393169,26.008031,119.38823173594898,26.010941830102663,739029.4086844841,2879081.0921483804,False,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00039,BV09070880,1,八中三江口校区(公交站),八中三江口校区,lineid_busstop;poi,900000042667;900000042668;900000157702;900000157703,1,same_id,119.419078,25.974799,119.41415563318566,25.977691673557885,741693.0617388792,2875444.5547223603,False,True,5,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00040,BV09070916,1,乐西(东)西侧(公交站),乐西(东)西侧,lineid_busstop;poi,900000140959,1,same_id,119.326898,26.074896,119.32204311147328,26.07794421012701,732270.3746611588,2886385.473388155,True,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00041,BV09073123,1,马尾区老年大学(公交站),马尾区老年大学,lineid_busstop;poi,900000079724;900000079725;900000079728;900000079729,1,same_id,119.455861,25.985905,119.45101243213183,25.988861769174903,745361.1536189464,2876750.960336969,True,True,5,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00042,BV09073271,1,东江滨儿童公园(公交站),东江滨儿童公园,lineid_busstop;poi,350100010242;350100010398;350100010404;900000167351,1,same_id,119.406384,26.015248,119.40144825968464,26.01816232307021,740337.9647586804,2879905.4230674924,True,True,5,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00043,BV09073272,1,快安路南(公交站),快安路南,lineid_busstop;poi,350100010237;350100010242;900000125029;900000125030,1,same_id,119.41888,26.015,119.4139543515988,26.01791993699712,741590.534035627,2879901.659171668,True,True,5,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00044,BV09073273,1,葆桢路南(公交站),葆桢路南,lineid_busstop;poi,350100010057;350100010058;350100010069;350100010070;350100010511;350100010512,1,same_id,119.405134,26.017908,119.40019748847546,26.02082393970781,740207.3188079768,2880198.038272227,True,True,7,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00045,BV09073274,1,宗棠路口(公交站),宗棠路口,lineid_busstop;poi,350100010058;350100010070;350100010237;350100010242;350100010397;350100010398;350100010403;350100010404;350100010513,1,same_id,119.39876,26.015911,119.39382196222634,26.0188256711913,739573.0982091812,2879964.900939444,True,True,10,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00046,BV09073400,1,朏头路南(公交站),朏头路南,lineid_busstop;poi,350100010234;350100010251;350100010624;350100010625;900000079728;900000079729,1,same_id,119.433755,26.004526,119.4288525086222,26.007454798189453,743103.6773332629,2878769.731347788,True,True,7,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00047,BV09074411,1,员工公寓西门(公交站),员工公寓西门,lineid_busstop;poi,900000227838;900000227841,1,same_id,119.1429,26.142298,119.13796886423223,26.14533770991879,713729.5219820682,2893536.913388388,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00048,BV09074412,1,江福路(公交站),江福路,lineid_busstop;poi,350100010732;900000160846;900000189726;900000189727;900000242915,1,same_id,119.137218,26.144548,119.13227739209523,26.147580630551165,713156.3148775494,2893776.0637347526,True,True,6,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00049,BV09078848,1,马榕地铁站(公交站),马榕地铁站,lineid_busstop;poi,350100010109;350100010110;350100010211;350100010212;350100010405;350100010406;900000066437;900000066438;900000118768;900000118769;900000240972;900000240994,1,same_id,119.258105,26.055743,119.2533435764544,26.05886986393964,725432.7880962717,2884151.360488324,True,True,13,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00050,BV09078849,1,鼓楼工业园(公交站),鼓楼工业园,lineid_busstop;poi,900000029241;900000029242;900000066437;900000066438,1,same_id,119.265869,26.029129,119.26110635818506,26.03223431000348,726260.8187507566,2881213.653055927,True,True,5,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00051,BV09079791,1,新后坂停车场(公交站),新后坂停车场,lineid_busstop;poi,350100010031;900000191300,1,same_id,119.341111,26.019157,119.33623322246451,26.02214077692832,733801.0543419174,2880227.762216262,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00052,BV09082209,1,怡馨苑(公交站),怡馨苑,lineid_busstop;poi,350100010163;350100010164;350100010231;350100010236,1,same_id,119.312355,26.116285,119.3075247650684,26.119387688440963,730736.2388391576,2890951.622773497,True,True,5,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00053,BV09089780,1,屏西·武警总院(公交站),屏西武警总院,lineid_busstop;poi,900000192611,1,same_id,119.288915,26.10476,119.2841240550622,26.10789293374774,728417.9241356852,2889636.6943771644,True,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00054,BV09089781,1,马尾区图书馆(公交站),马尾区图书馆,lineid_busstop;poi,900000192611,1,same_id,119.459853,25.984164,119.45501619238456,25.987128798226127,745765.7138056168,2876566.462533345,True,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00055,BV09089997,1,泉头新店外环路南(公交站),泉头新店外环路南,lineid_busstop;poi,900000192901,1,same_id,119.344824,26.131689,119.339930927249,26.134740654734102,733947.1193050318,2892710.679311854,True,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00056,BV09091861,1,埔顶(汇达广场)站(公交站),埔顶(汇达广场)站,lineid_busstop;poi,900000096030,1,same_id,119.322044,26.041441,119.31720102984376,26.0444760094424,731851.7900199261,2882668.5482441853,True,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00057,BV09091862,1,三环淮安路口(西侧)(公交站),三环淮安路口(西侧),lineid_busstop;poi,900000125547;900000166343,1,same_id,119.227622,26.090404,119.22284702029552,26.09354615038988,722315.2946031234,2887940.9689096333,False,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00058,BV09091863,1,赤星路南(公交站),赤星路南,lineid_busstop;poi,350100010093;350100010094,1,same_id,119.29027,26.12856,119.28547539758642,26.131706481751,728506.7452135137,2892277.605648918,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00059,BV09091864,1,茶亭(附一医院)(公交站),茶亭(附一医院),lineid_busstop;poi,350100010304,1,same_id,119.304188,26.069905,119.29937589954146,26.072991524963392,730011.9381469622,2885796.4834340224,True,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00060,BV09091866,1,交通南路(原县劳动局)(公交站),交通南路(原县劳动局),lineid_busstop;poi,350100010393;350100010394;350100010731;900000042908;900000046206,1,same_id,119.133909,26.148746,119.1289630887334,26.151776704271114,712817.2849127204,2894235.526049544,True,True,6,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00061,BV09091872,1,三环淮安路口(东侧)(公交站),三环淮安路口(东侧),lineid_busstop;poi,900000125547;900000166343,1,same_id,119.228134,26.091163,119.22335944999026,26.094306062391944,722365.1227135946,2888026.039926204,False,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00062,BV09091878,1,员工公寓(南)(公交站),员工公寓(南),lineid_busstop;poi,350100010731;350100010732,1,same_id,119.14357,26.140391,119.13864016296128,26.143430554941386,713800.126846889,2893326.7176109217,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00063,BV09091880,1,铁岭工业区一期路口(公交站),铁岭工业区一期路口,lineid_busstop;poi,350100010342;900000152292,1,same_id,119.175386,26.141844,119.17051924968546,26.144941656400007,716985.219458265,2893546.98616436,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00064,BV09092464,1,凤里巷口(公交站),凤里巷口,lineid_busstop;poi,350100010071;350100010097;350100010098;350100010102;350100010109;350100010110;350100010114;350100010286,1,same_id,119.274709,26.08157,119.2699359541398,26.08470381493248,727043.4200745141,2887042.532204874,True,True,9,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00065,BV09092465,1,凤凰池新村北门(公交站),凤凰池新村北门,lineid_busstop;poi,350100010071;350100010097;350100010098;350100010102;350100010109;350100010110;350100010114;350100010286,1,same_id,119.276141,26.082351,119.2713665738964,26.08548399243985,727185.0521419158,2887131.47048527,True,True,9,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00066,BV09092466,1,八一六花园(公交站),八一六花园,lineid_busstop;poi,350100010071;350100010072;350100010097;350100010110;350100010113;350100010114;900000146212,1,same_id,119.276869,26.082265,119.27209388048657,26.08539722805781,727257.9895641728,2887123.126453425,True,True,8,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00067,BV09092648,1,昌宇五金顺邦纺织(公交站),昌宇五金顺邦纺织,lineid_busstop;poi,350100010342,1,same_id,119.184293,26.141765,119.17944475828077,26.144879203794737,717877.8766138298,2893555.0035951096,True,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00068,BV09093281,1,省妇产医院(下张)(公交站),省妇产医院(下张),lineid_busstop;poi,350100010232;900000029831;900000029832;900000030782;900000030783;900000077426;900000077427;900000082435;900000082436;900000122166;900000172639,1,same_id,119.312425,26.137097,119.30759306533632,26.140212911133258,730702.1199448861,2893259.200403019,True,True,12,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00069,BV09094539,1,闽侯经开区管委会(公交站),闽侯经开区管委会,lineid_busstop;poi,900000193359;900000193360,1,same_id,119.161038,26.155077,119.1561403447472,26.15815601709685,715523.0565759529,2894987.128001886,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00070,BV09094649,1,洪湾地铁站(公交站),洪湾地铁站,lineid_busstop;poi,350100010097;350100010098;900000215287;900000215288,1,same_id,119.249843,26.046299,119.245083021568,26.04942083505408,724624.1371279474,2883090.1719678496,True,True,5,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00071,BV09094701,1,泉头路西(北侧)(公交站),泉头路西(北侧),lineid_busstop;poi,900000192900,1,same_id,119.346607,26.134981,119.34171050289234,26.13803156356667,734118.53426907,2893078.525950184,True,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00072,BV09094702,1,泉头路西(南侧)(公交站),泉头路西(南侧),lineid_busstop;poi,900000192900;900000192901,1,same_id,119.348111,26.135074,119.34321186115668,26.13812196728754,734268.5074027898,2893091.2488417425,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00073,BV09096054,1,方圆机电(公交站),方圆机电,lineid_busstop;poi,350100010731;350100010732,1,same_id,119.161191,26.152362,119.15629386308076,26.155439602346625,715543.4018720761,2894686.4193059723,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00074,BV09096384,1,北园路南台路口(公交站),北园路南台路口,lineid_busstop;poi,350100010503;350100010509;900000096029;900000096030;900000140680;900000140681,1,same_id,119.322426,26.024063,119.31758360229416,26.027085510882944,731924.3116555512,2880742.355862993,True,True,7,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00075,BV09098371,1,齐安高架桥(公交站),齐安高架桥,lineid_busstop;poi,900000062593,1,same_id,119.301956,26.021237,119.29715135592669,26.024294440100487,729884.3856347832,2880396.944276053,True,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00076,BV09101867,1,福源机械(东)(公交站),福源机械(东),lineid_busstop;poi,350100010342,1,same_id,119.172427,26.153395,119.16755316074756,26.156494332869947,716667.262666066,2894822.0125026386,True,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00077,BV09103121,1,燎原路水岸路口(公交站),燎原路水岸路口,lineid_busstop;poi,350100010239;350100010247;350100010371;350100010373;900000163807;900000163808;900000194318;900000194319;900000242114;900000242133,1,same_id,119.283461,26.045336,119.27868148384896,26.04843633784754,727988.7113612895,2883039.417982118,True,True,11,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00078,BV09103244,1,金山地铁站F口(公交站),金山地铁站F口,lineid_busstop;poi,350100010046;350100010099;350100010100;350100010111;350100010112;350100010304;350100010305;350100010345;350100010346;350100010354;350100010355;350100010380;350100010439;350100010440;350100010508;350100010510;900000118768;900000220797;900000220798,1,same_id,119.26249,26.046285,119.25772776645952,26.04940374745044,725889.7007738749,2883110.1281035254,True,True,20,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00079,BV09103511,1,地铁葫芦阵(东侧)(公交站),地铁葫芦阵(东侧),lineid_busstop;poi,350100010032;900000191301,1,same_id,119.342743,26.018181,119.33786230135662,26.021161116911227,733966.0863790552,2880122.1348781725,True,True,3,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00080,BV09103514,1,闽越水镇(中埕村)(公交站),闽越水镇(中埕村),lineid_busstop;poi,350100010396;350100010399;350100010628;350100010629;900000088960;900000088961;900000238836;900000238837,1,same_id,119.114532,26.129648,119.10956618653913,26.13264674306881,710912.1709628515,2892084.4436332006,False,True,9,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00081,BV09105369,1,地铁葫芦阵(公交站),地铁葫芦阵,lineid_busstop;poi,350100010009;350100010010;350100010011;350100010012;350100010035;350100010036;350100010051;350100010052;350100010080;350100010165;350100010224;350100010231;350100010233;350100010238;350100010241;350100010245;350100010248;350100010312;350100010313;350100010325;350100010501;350100010502;350100010508;350100010510;900000025642;900000028085;900000028087;900000042667;900000042668;900000088182;900000088183;900000103910;900000103911;900000114300;900000114301;900000140680;900000140681,1,same_id,119.342743,26.018181,119.33786230135662,26.021161116911227,733966.0863790552,2880122.1348781725,True,True,38,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
amap_stop_00082,BV09106156,1,海军医院(马尾快线停车场)(公交站),海军医院(马尾快线停车场),lineid_busstop;poi,900000194352,1,same_id,119.459171,25.98461,119.45433213112908,25.98757349236785,745696.2826562596,2876614.450752601,True,True,2,bus,AMap GCJ-02 converted to WGS84/EPSG:32650 in source final dataset
