scenario,population_group,activity_purpose,departure_period,origin_tcs_zone,distance_band,tour_leg_count,candidate_tours,candidate_legs,ideal_taxi_legs,allocated_taxi_leg_quota,quota_remainder,selected_tours,selected_taxi_legs
high,resident,dining,03_evening_peak_1600_1959,7,00_0_2km,2,7,14,13.760348583877995,13,0.7603485838779953,6,12
high,resident,dining,03_evening_peak_1600_1959,7,01_2_5km,2,11,22,21.623404917522567,21,0.6234049175225671,10,20
high,resident,dining,03_evening_peak_1600_1959,7,02_5_10km,2,5,10,9.82882041705571,10,0.8288204170557094,5,10
high,resident,dining,03_evening_peak_1600_1959,7,03_10_20km,2,14,28,27.52069716775599,27,0.5206971677559906,14,28
high,resident,dining,03_evening_peak_1600_1959,7,04_20km_plus,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,03_evening_peak_1600_1959,8,00_0_2km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,03_evening_peak_1600_1959,8,01_2_5km,2,14,28,27.52069716775599,27,0.5206971677559906,14,28
high,resident,dining,03_evening_peak_1600_1959,8,02_5_10km,2,13,26,25.55493308434485,25,0.5549330843448494,12,24
high,resident,dining,03_evening_peak_1600_1959,8,03_10_20km,2,14,28,27.52069716775599,27,0.5206971677559906,14,28
high,resident,dining,03_evening_peak_1600_1959,8,04_20km_plus,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,03_evening_peak_1600_1959,9,00_0_2km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,03_evening_peak_1600_1959,9,01_2_5km,2,8,16,15.726112667289136,15,0.7261126672891365,8,16
high,resident,dining,03_evening_peak_1600_1959,9,02_5_10km,2,10,20,19.65764083411142,19,0.6576408341114188,10,20
high,resident,dining,03_evening_peak_1600_1959,9,03_10_20km,2,16,32,31.452225334578273,31,0.45222533457827296,16,32
high,resident,dining,03_evening_peak_1600_1959,9,04_20km_plus,2,10,20,19.65764083411142,19,0.6576408341114188,10,20
high,resident,dining,03_evening_peak_1600_1959,10,00_0_2km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,03_evening_peak_1600_1959,10,02_5_10km,2,12,24,23.58916900093371,23,0.5891690009337083,12,24
high,resident,dining,03_evening_peak_1600_1959,10,03_10_20km,2,16,32,31.452225334578273,31,0.45222533457827296,16,32
high,resident,dining,03_evening_peak_1600_1959,10,04_20km_plus,2,6,12,11.794584500466854,12,0.7945845004668541,6,12
high,resident,dining,03_evening_peak_1600_1959,11,01_2_5km,2,4,8,7.863056333644568,8,0.8630563336445682,4,8
high,resident,dining,03_evening_peak_1600_1959,11,02_5_10km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,03_evening_peak_1600_1959,11,03_10_20km,2,13,26,25.55493308434485,25,0.5549330843448494,12,24
high,resident,dining,03_evening_peak_1600_1959,11,04_20km_plus,2,16,32,31.452225334578273,31,0.45222533457827296,16,32
high,resident,dining,03_evening_peak_1600_1959,12,00_0_2km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,03_evening_peak_1600_1959,12,01_2_5km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,03_evening_peak_1600_1959,12,02_5_10km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,03_evening_peak_1600_1959,12,03_10_20km,2,9,18,17.69187675070028,17,0.6918767507002812,8,16
high,resident,dining,03_evening_peak_1600_1959,12,04_20km_plus,2,8,16,15.726112667289136,15,0.7261126672891365,8,16
high,resident,dining,03_evening_peak_1600_1959,13,00_0_2km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,03_evening_peak_1600_1959,13,01_2_5km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,03_evening_peak_1600_1959,13,02_5_10km,2,4,8,7.863056333644568,8,0.8630563336445682,4,8
high,resident,dining,03_evening_peak_1600_1959,13,03_10_20km,2,6,12,11.794584500466854,12,0.7945845004668541,6,12
high,resident,dining,03_evening_peak_1600_1959,13,04_20km_plus,2,8,16,15.726112667289136,15,0.7261126672891365,8,16
high,resident,dining,03_evening_peak_1600_1959,14,00_0_2km,2,3,6,5.897292250233427,6,0.8972922502334271,3,6
high,resident,dining,03_evening_peak_1600_1959,14,01_2_5km,2,5,10,9.82882041705571,10,0.8288204170557094,5,10
high,resident,dining,03_evening_peak_1600_1959,14,02_5_10km,2,5,10,9.82882041705571,10,0.8288204170557094,5,10
high,resident,dining,03_evening_peak_1600_1959,14,03_10_20km,2,4,8,7.863056333644568,8,0.8630563336445682,4,8
high,resident,dining,03_evening_peak_1600_1959,14,04_20km_plus,2,10,20,19.65764083411142,19,0.6576408341114188,10,20
high,resident,dining,03_evening_peak_1600_1959,15,00_0_2km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,03_evening_peak_1600_1959,15,01_2_5km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,03_evening_peak_1600_1959,15,03_10_20km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,03_evening_peak_1600_1959,15,04_20km_plus,2,3,6,5.897292250233427,6,0.8972922502334271,3,6
high,resident,dining,03_evening_peak_1600_1959,16,00_0_2km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,03_evening_peak_1600_1959,16,01_2_5km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,03_evening_peak_1600_1959,16,03_10_20km,2,3,6,5.897292250233427,6,0.8972922502334271,3,6
high,resident,dining,03_evening_peak_1600_1959,16,04_20km_plus,2,6,12,11.794584500466854,12,0.7945845004668541,6,12
high,resident,dining,03_evening_peak_1600_1959,17,00_0_2km,2,3,6,5.897292250233427,6,0.8972922502334271,3,6
high,resident,dining,03_evening_peak_1600_1959,17,01_2_5km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,03_evening_peak_1600_1959,17,02_5_10km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,03_evening_peak_1600_1959,17,04_20km_plus,2,12,24,23.58916900093371,23,0.5891690009337083,12,24
high,resident,dining,03_evening_peak_1600_1959,18,00_0_2km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,03_evening_peak_1600_1959,18,02_5_10km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,03_evening_peak_1600_1959,18,03_10_20km,2,5,10,9.82882041705571,10,0.8288204170557094,5,10
high,resident,dining,03_evening_peak_1600_1959,18,04_20km_plus,2,8,16,15.726112667289136,15,0.7261126672891365,8,16
high,resident,dining,03_evening_peak_1600_1959,19,00_0_2km,2,3,6,5.897292250233427,6,0.8972922502334271,3,6
high,resident,dining,03_evening_peak_1600_1959,19,01_2_5km,2,4,8,7.863056333644568,8,0.8630563336445682,4,8
high,resident,dining,03_evening_peak_1600_1959,19,02_5_10km,2,6,12,11.794584500466854,12,0.7945845004668541,6,12
high,resident,dining,03_evening_peak_1600_1959,19,03_10_20km,2,24,48,47.17833800186742,47,0.17833800186741655,24,48
high,resident,dining,03_evening_peak_1600_1959,19,04_20km_plus,2,13,26,25.55493308434485,25,0.5549330843448494,12,24
high,resident,dining,03_evening_peak_1600_1959,20,00_0_2km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,03_evening_peak_1600_1959,20,01_2_5km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,03_evening_peak_1600_1959,20,02_5_10km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,03_evening_peak_1600_1959,20,03_10_20km,2,7,14,13.760348583877995,13,0.7603485838779953,6,12
high,resident,dining,03_evening_peak_1600_1959,20,04_20km_plus,2,10,20,19.65764083411142,19,0.6576408341114188,10,20
high,resident,dining,03_evening_peak_1600_1959,21,00_0_2km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,03_evening_peak_1600_1959,21,02_5_10km,2,5,10,9.82882041705571,10,0.8288204170557094,5,10
high,resident,dining,03_evening_peak_1600_1959,21,03_10_20km,2,15,30,29.486461251167132,29,0.4864612511671318,14,28
high,resident,dining,03_evening_peak_1600_1959,21,04_20km_plus,2,8,16,15.726112667289136,15,0.7261126672891365,8,16
high,resident,dining,03_evening_peak_1600_1959,22,00_0_2km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,03_evening_peak_1600_1959,22,02_5_10km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,03_evening_peak_1600_1959,22,04_20km_plus,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,03_evening_peak_1600_1959,23,01_2_5km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,03_evening_peak_1600_1959,23,02_5_10km,2,3,6,5.897292250233427,6,0.8972922502334271,3,6
high,resident,dining,03_evening_peak_1600_1959,23,03_10_20km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,03_evening_peak_1600_1959,23,04_20km_plus,2,7,14,13.760348583877995,13,0.7603485838779953,6,12
high,resident,dining,03_evening_peak_1600_1959,24,02_5_10km,2,4,8,7.863056333644568,8,0.8630563336445682,4,8
high,resident,dining,03_evening_peak_1600_1959,24,04_20km_plus,2,4,8,7.863056333644568,8,0.8630563336445682,4,8
high,resident,dining,03_evening_peak_1600_1959,25,03_10_20km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,03_evening_peak_1600_1959,26,02_5_10km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,1,00_0_2km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,1,01_2_5km,2,3,6,5.897292250233427,6,0.8972922502334271,3,6
high,resident,dining,04_night_2000_2359,1,02_5_10km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,1,03_10_20km,2,4,8,7.863056333644568,8,0.8630563336445682,4,8
high,resident,dining,04_night_2000_2359,2,00_0_2km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,2,03_10_20km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,3,00_0_2km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,3,01_2_5km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,3,03_10_20km,2,3,6,5.897292250233427,6,0.8972922502334271,3,6
high,resident,dining,04_night_2000_2359,3,04_20km_plus,2,3,6,5.897292250233427,6,0.8972922502334271,3,6
high,resident,dining,04_night_2000_2359,4,00_0_2km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,4,02_5_10km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,4,03_10_20km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,5,02_5_10km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,5,04_20km_plus,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,6,02_5_10km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,6,03_10_20km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,7,00_0_2km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,7,02_5_10km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,7,03_10_20km,2,4,8,7.863056333644568,8,0.8630563336445682,4,8
high,resident,dining,04_night_2000_2359,7,04_20km_plus,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,8,00_0_2km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,8,01_2_5km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,8,02_5_10km,2,3,6,5.897292250233427,6,0.8972922502334271,3,6
high,resident,dining,04_night_2000_2359,9,00_0_2km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,9,01_2_5km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,9,02_5_10km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,9,03_10_20km,2,3,6,5.897292250233427,6,0.8972922502334271,3,6
high,resident,dining,04_night_2000_2359,9,04_20km_plus,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,10,02_5_10km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,10,03_10_20km,2,4,8,7.863056333644568,8,0.8630563336445682,4,8
high,resident,dining,04_night_2000_2359,10,04_20km_plus,2,3,6,5.897292250233427,6,0.8972922502334271,3,6
high,resident,dining,04_night_2000_2359,11,02_5_10km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,11,04_20km_plus,2,5,10,9.82882041705571,10,0.8288204170557094,5,10
high,resident,dining,04_night_2000_2359,12,02_5_10km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,12,03_10_20km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,13,04_20km_plus,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,14,01_2_5km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,14,02_5_10km,2,3,6,5.897292250233427,6,0.8972922502334271,3,6
high,resident,dining,04_night_2000_2359,14,03_10_20km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,14,04_20km_plus,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,16,03_10_20km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,17,03_10_20km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,17,04_20km_plus,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,18,00_0_2km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,18,04_20km_plus,2,4,8,7.863056333644568,8,0.8630563336445682,4,8
high,resident,dining,04_night_2000_2359,19,02_5_10km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,19,03_10_20km,2,10,20,19.65764083411142,19,0.6576408341114188,10,20
high,resident,dining,04_night_2000_2359,20,02_5_10km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,20,03_10_20km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,20,04_20km_plus,2,3,6,5.897292250233427,6,0.8972922502334271,3,6
high,resident,dining,04_night_2000_2359,21,02_5_10km,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining,04_night_2000_2359,21,03_10_20km,2,5,10,9.82882041705571,10,0.8288204170557094,5,10
high,resident,dining,04_night_2000_2359,21,04_20km_plus,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,23,04_20km_plus,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,24,03_10_20km,2,2,4,3.931528166822284,4,0.9315281668222841,2,4
high,resident,dining,04_night_2000_2359,24,04_20km_plus,2,1,2,1.965764083411142,2,0.9657640834111421,1,2
high,resident,dining>dining,01_morning_0600_0959,1,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,01_morning_0600_0959,2,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,01_morning_0600_0959,3,01_2_5km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,01_morning_0600_0959,5,02_5_10km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,01_morning_0600_0959,5,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,01_morning_0600_0959,7,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,01_morning_0600_0959,10,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,01_morning_0600_0959,21,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,02_midday_1000_1559,1,02_5_10km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,02_midday_1000_1559,1,03_10_20km,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>dining,02_midday_1000_1559,2,02_5_10km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,02_midday_1000_1559,2,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,02_midday_1000_1559,3,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,02_midday_1000_1559,3,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,02_midday_1000_1559,6,02_5_10km,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>dining,02_midday_1000_1559,7,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,02_midday_1000_1559,8,02_5_10km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,02_midday_1000_1559,8,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,02_midday_1000_1559,9,04_20km_plus,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>dining,02_midday_1000_1559,12,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,02_midday_1000_1559,16,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,02_midday_1000_1559,17,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,02_midday_1000_1559,19,04_20km_plus,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>dining,02_midday_1000_1559,21,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,02_midday_1000_1559,21,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,02_midday_1000_1559,24,02_5_10km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,02_midday_1000_1559,24,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,1,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,1,04_20km_plus,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>dining,03_evening_peak_1600_1959,2,02_5_10km,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>dining,03_evening_peak_1600_1959,3,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,3,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,5,02_5_10km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,7,04_20km_plus,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>dining,03_evening_peak_1600_1959,8,02_5_10km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,8,03_10_20km,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>dining,03_evening_peak_1600_1959,8,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,9,02_5_10km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,9,03_10_20km,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>dining,03_evening_peak_1600_1959,13,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,13,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,14,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,15,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,17,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,19,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,19,04_20km_plus,3,3,9,8.84593837535014,9,0.8459383753501406,3,9
high,resident,dining>dining,03_evening_peak_1600_1959,20,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,20,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,03_evening_peak_1600_1959,21,03_10_20km,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>dining,03_evening_peak_1600_1959,21,04_20km_plus,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>dining,04_night_2000_2359,2,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,04_night_2000_2359,4,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,04_night_2000_2359,7,02_5_10km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,04_night_2000_2359,9,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,04_night_2000_2359,9,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,04_night_2000_2359,10,01_2_5km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,04_night_2000_2359,19,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,04_night_2000_2359,20,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,04_night_2000_2359,21,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,04_night_2000_2359,21,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>dining,04_night_2000_2359,24,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,01_morning_0600_0959,1,02_5_10km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,01_morning_0600_0959,1,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,01_morning_0600_0959,1,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,01_morning_0600_0959,2,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,01_morning_0600_0959,3,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,01_morning_0600_0959,3,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,01_morning_0600_0959,6,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,01_morning_0600_0959,8,02_5_10km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,01_morning_0600_0959,8,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,01_morning_0600_0959,11,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,01_morning_0600_0959,15,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,01_morning_0600_0959,21,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,01_morning_0600_0959,22,04_20km_plus,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,02_midday_1000_1559,1,03_10_20km,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>leisure,02_midday_1000_1559,1,04_20km_plus,3,4,12,11.794584500466854,12,0.7945845004668541,4,12
high,resident,dining>leisure,02_midday_1000_1559,2,04_20km_plus,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>leisure,02_midday_1000_1559,3,03_10_20km,3,7,21,20.640522875816995,20,0.6405228758169947,7,21
high,resident,dining>leisure,02_midday_1000_1559,3,04_20km_plus,3,4,12,11.794584500466854,12,0.7945845004668541,4,12
high,resident,dining>leisure,02_midday_1000_1559,4,03_10_20km,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>leisure,02_midday_1000_1559,4,04_20km_plus,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>leisure,02_midday_1000_1559,5,02_5_10km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,02_midday_1000_1559,5,03_10_20km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,02_midday_1000_1559,5,04_20km_plus,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>leisure,02_midday_1000_1559,6,02_5_10km,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>leisure,02_midday_1000_1559,7,02_5_10km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,02_midday_1000_1559,7,03_10_20km,3,3,9,8.84593837535014,9,0.8459383753501406,3,9
high,resident,dining>leisure,02_midday_1000_1559,7,04_20km_plus,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>leisure,02_midday_1000_1559,8,02_5_10km,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>leisure,02_midday_1000_1559,8,03_10_20km,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>leisure,02_midday_1000_1559,8,04_20km_plus,3,3,9,8.84593837535014,9,0.8459383753501406,3,9
high,resident,dining>leisure,02_midday_1000_1559,9,02_5_10km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
high,resident,dining>leisure,02_midday_1000_1559,9,03_10_20km,3,3,9,8.84593837535014,9,0.8459383753501406,3,9
high,resident,dining>leisure,02_midday_1000_1559,9,04_20km_plus,3,2,6,5.897292250233427,6,0.8972922502334271,2,6
high,resident,dining>leisure,02_midday_1000_1559,10,02_5_10km,3,1,3,2.9486461251167135,3,0.9486461251167135,1,3
