scenario,population_group,activity_purpose,departure_period,origin_tcs_zone,distance_band,tour_leg_count,candidate_tours,candidate_legs,ideal_taxi_legs,allocated_taxi_leg_quota,quota_remainder,selected_tours,selected_taxi_legs
low,resident,dining,01_morning_0600_0959,1,02_5_10km,2,6,12,9.225957049486462,9,0.22595704948646222,4,8
low,resident,dining,01_morning_0600_0959,1,03_10_20km,2,4,8,6.150638032990974,6,0.15063803299097422,2,4
low,resident,dining,01_morning_0600_0959,1,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,2,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,2,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,2,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,2,03_10_20km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,01_morning_0600_0959,3,01_2_5km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,01_morning_0600_0959,3,02_5_10km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,01_morning_0600_0959,3,03_10_20km,2,8,16,12.301276065981948,12,0.30127606598194845,6,12
low,resident,dining,01_morning_0600_0959,4,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,01_morning_0600_0959,4,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,4,03_10_20km,2,6,12,9.225957049486462,9,0.22595704948646222,4,8
low,resident,dining,01_morning_0600_0959,4,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,5,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,6,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,7,01_2_5km,2,3,6,4.612978524743231,5,0.6129785247432311,1,2
low,resident,dining,01_morning_0600_0959,7,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,7,03_10_20km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,01_morning_0600_0959,7,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,8,01_2_5km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,01_morning_0600_0959,8,02_5_10km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,01_morning_0600_0959,8,03_10_20km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,01_morning_0600_0959,9,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,01_morning_0600_0959,9,03_10_20km,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,01_morning_0600_0959,9,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,01_morning_0600_0959,10,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,10,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,10,04_20km_plus,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,01_morning_0600_0959,12,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,12,03_10_20km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,01_morning_0600_0959,12,04_20km_plus,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,01_morning_0600_0959,13,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,13,02_5_10km,2,5,10,7.688297541238717,8,0.6882975412387173,2,4
low,resident,dining,01_morning_0600_0959,13,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,13,04_20km_plus,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,01_morning_0600_0959,14,00_0_2km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,01_morning_0600_0959,14,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,14,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,14,04_20km_plus,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,01_morning_0600_0959,15,04_20km_plus,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,01_morning_0600_0959,16,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,16,04_20km_plus,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,01_morning_0600_0959,17,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,17,04_20km_plus,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,01_morning_0600_0959,18,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,19,01_2_5km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,01_morning_0600_0959,19,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,19,03_10_20km,2,4,8,6.150638032990974,6,0.15063803299097422,1,2
low,resident,dining,01_morning_0600_0959,19,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,20,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,20,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,01_morning_0600_0959,21,03_10_20km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,01_morning_0600_0959,24,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,02_midday_1000_1559,1,00_0_2km,2,2,4,3.075319016495487,3,0.07531901649548711,0,0
low,resident,dining,02_midday_1000_1559,1,01_2_5km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,02_midday_1000_1559,1,02_5_10km,2,10,20,15.376595082477435,15,0.3765950824774347,6,12
low,resident,dining,02_midday_1000_1559,1,03_10_20km,2,11,22,16.91425459072518,17,0.9142545907251787,8,16
low,resident,dining,02_midday_1000_1559,1,04_20km_plus,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,02_midday_1000_1559,2,00_0_2km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,02_midday_1000_1559,2,01_2_5km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,02_midday_1000_1559,2,02_5_10km,2,9,18,13.838935574229692,14,0.8389355742296924,7,14
low,resident,dining,02_midday_1000_1559,2,03_10_20km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,02_midday_1000_1559,2,04_20km_plus,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,02_midday_1000_1559,3,00_0_2km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,02_midday_1000_1559,3,01_2_5km,2,9,18,13.838935574229692,14,0.8389355742296924,7,14
low,resident,dining,02_midday_1000_1559,3,02_5_10km,2,18,36,27.677871148459385,28,0.6778711484593849,14,28
low,resident,dining,02_midday_1000_1559,3,03_10_20km,2,22,44,33.82850918145036,34,0.8285091814503573,17,34
low,resident,dining,02_midday_1000_1559,3,04_20km_plus,2,7,14,10.763616557734204,11,0.7636165577342044,5,10
low,resident,dining,02_midday_1000_1559,4,01_2_5km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,02_midday_1000_1559,4,02_5_10km,2,6,12,9.225957049486462,9,0.22595704948646222,4,8
low,resident,dining,02_midday_1000_1559,4,03_10_20km,2,10,20,15.376595082477435,15,0.3765950824774347,8,16
low,resident,dining,02_midday_1000_1559,4,04_20km_plus,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,02_midday_1000_1559,5,00_0_2km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,02_midday_1000_1559,5,01_2_5km,2,7,14,10.763616557734204,11,0.7636165577342044,4,8
low,resident,dining,02_midday_1000_1559,5,02_5_10km,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,02_midday_1000_1559,5,03_10_20km,2,4,8,6.150638032990974,6,0.15063803299097422,2,4
low,resident,dining,02_midday_1000_1559,5,04_20km_plus,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,02_midday_1000_1559,6,00_0_2km,2,6,12,9.225957049486462,9,0.22595704948646222,4,8
low,resident,dining,02_midday_1000_1559,6,01_2_5km,2,3,6,4.612978524743231,5,0.6129785247432311,1,2
low,resident,dining,02_midday_1000_1559,6,02_5_10km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,02_midday_1000_1559,6,03_10_20km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,02_midday_1000_1559,7,00_0_2km,2,7,14,10.763616557734204,11,0.7636165577342044,6,12
low,resident,dining,02_midday_1000_1559,7,01_2_5km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,02_midday_1000_1559,7,02_5_10km,2,17,34,26.14021164021164,26,0.14021164021163912,13,26
low,resident,dining,02_midday_1000_1559,7,03_10_20km,2,12,24,18.451914098972924,18,0.45191409897292445,9,18
low,resident,dining,02_midday_1000_1559,7,04_20km_plus,2,8,16,12.301276065981948,12,0.30127606598194845,6,12
low,resident,dining,02_midday_1000_1559,8,01_2_5km,2,9,18,13.838935574229692,14,0.8389355742296924,7,14
low,resident,dining,02_midday_1000_1559,8,02_5_10km,2,14,28,21.52723311546841,21,0.5272331154684089,10,20
low,resident,dining,02_midday_1000_1559,8,03_10_20km,2,8,16,12.301276065981948,12,0.30127606598194845,6,12
low,resident,dining,02_midday_1000_1559,8,04_20km_plus,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,02_midday_1000_1559,9,00_0_2km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,02_midday_1000_1559,9,01_2_5km,2,12,24,18.451914098972924,18,0.45191409897292445,8,16
low,resident,dining,02_midday_1000_1559,9,02_5_10km,2,7,14,10.763616557734204,11,0.7636165577342044,6,12
low,resident,dining,02_midday_1000_1559,9,03_10_20km,2,23,46,35.36616868969811,35,0.3661686896981067,18,36
low,resident,dining,02_midday_1000_1559,9,04_20km_plus,2,5,10,7.688297541238717,8,0.6882975412387173,3,6
low,resident,dining,02_midday_1000_1559,10,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,02_midday_1000_1559,10,01_2_5km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,02_midday_1000_1559,10,02_5_10km,2,6,12,9.225957049486462,9,0.22595704948646222,4,8
low,resident,dining,02_midday_1000_1559,10,03_10_20km,2,9,18,13.838935574229692,14,0.8389355742296924,7,14
low,resident,dining,02_midday_1000_1559,10,04_20km_plus,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,02_midday_1000_1559,11,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,02_midday_1000_1559,11,01_2_5km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,02_midday_1000_1559,11,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,11,03_10_20km,2,9,18,13.838935574229692,14,0.8389355742296924,7,14
low,resident,dining,02_midday_1000_1559,11,04_20km_plus,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,02_midday_1000_1559,12,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,12,01_2_5km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,02_midday_1000_1559,12,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,12,03_10_20km,2,14,28,21.52723311546841,21,0.5272331154684089,10,20
low,resident,dining,02_midday_1000_1559,12,04_20km_plus,2,7,14,10.763616557734204,11,0.7636165577342044,6,12
low,resident,dining,02_midday_1000_1559,13,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,13,02_5_10km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,02_midday_1000_1559,13,03_10_20km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,02_midday_1000_1559,13,04_20km_plus,2,9,18,13.838935574229692,14,0.8389355742296924,7,14
low,resident,dining,02_midday_1000_1559,14,00_0_2km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,02_midday_1000_1559,14,01_2_5km,2,8,16,12.301276065981948,12,0.30127606598194845,6,12
low,resident,dining,02_midday_1000_1559,14,02_5_10km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,02_midday_1000_1559,14,03_10_20km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,02_midday_1000_1559,14,04_20km_plus,2,10,20,15.376595082477435,15,0.3765950824774347,8,16
low,resident,dining,02_midday_1000_1559,15,00_0_2km,2,8,16,12.301276065981948,12,0.30127606598194845,6,12
low,resident,dining,02_midday_1000_1559,15,01_2_5km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,02_midday_1000_1559,15,04_20km_plus,2,6,12,9.225957049486462,9,0.22595704948646222,4,8
low,resident,dining,02_midday_1000_1559,16,02_5_10km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,02_midday_1000_1559,16,03_10_20km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,02_midday_1000_1559,16,04_20km_plus,2,6,12,9.225957049486462,9,0.22595704948646222,4,8
low,resident,dining,02_midday_1000_1559,17,00_0_2km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,02_midday_1000_1559,17,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,17,03_10_20km,2,6,12,9.225957049486462,9,0.22595704948646222,4,8
low,resident,dining,02_midday_1000_1559,17,04_20km_plus,2,11,22,16.91425459072518,17,0.9142545907251787,8,16
low,resident,dining,02_midday_1000_1559,18,01_2_5km,2,2,4,3.075319016495487,3,0.07531901649548711,0,0
low,resident,dining,02_midday_1000_1559,18,03_10_20km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,02_midday_1000_1559,18,04_20km_plus,2,11,22,16.91425459072518,17,0.9142545907251787,8,16
low,resident,dining,02_midday_1000_1559,19,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,19,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,19,02_5_10km,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,02_midday_1000_1559,19,03_10_20km,2,22,44,33.82850918145036,34,0.8285091814503573,17,34
low,resident,dining,02_midday_1000_1559,19,04_20km_plus,2,14,28,21.52723311546841,21,0.5272331154684089,10,20
low,resident,dining,02_midday_1000_1559,20,00_0_2km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,02_midday_1000_1559,20,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,20,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,20,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,20,04_20km_plus,2,11,22,16.91425459072518,17,0.9142545907251787,8,16
low,resident,dining,02_midday_1000_1559,21,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,21,01_2_5km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,02_midday_1000_1559,21,03_10_20km,2,15,30,23.06489262371615,23,0.06489262371615112,9,18
low,resident,dining,02_midday_1000_1559,21,04_20km_plus,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,02_midday_1000_1559,22,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,22,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,23,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,23,03_10_20km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,02_midday_1000_1559,23,04_20km_plus,2,11,22,16.91425459072518,17,0.9142545907251787,7,14
low,resident,dining,02_midday_1000_1559,24,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,24,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,24,04_20km_plus,2,7,14,10.763616557734204,11,0.7636165577342044,5,10
low,resident,dining,02_midday_1000_1559,25,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,02_midday_1000_1559,26,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,03_evening_peak_1600_1959,1,00_0_2km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,03_evening_peak_1600_1959,1,01_2_5km,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,03_evening_peak_1600_1959,1,02_5_10km,2,16,32,24.602552131963897,25,0.6025521319638969,11,22
low,resident,dining,03_evening_peak_1600_1959,1,03_10_20km,2,22,44,33.82850918145036,34,0.8285091814503573,16,32
low,resident,dining,03_evening_peak_1600_1959,1,04_20km_plus,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,03_evening_peak_1600_1959,2,00_0_2km,2,6,12,9.225957049486462,9,0.22595704948646222,4,8
low,resident,dining,03_evening_peak_1600_1959,2,01_2_5km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,03_evening_peak_1600_1959,2,02_5_10km,2,8,16,12.301276065981948,12,0.30127606598194845,6,12
low,resident,dining,03_evening_peak_1600_1959,2,03_10_20km,2,13,26,19.989573607220667,20,0.9895736072206667,10,20
low,resident,dining,03_evening_peak_1600_1959,2,04_20km_plus,2,4,8,6.150638032990974,6,0.15063803299097422,2,4
low,resident,dining,03_evening_peak_1600_1959,3,00_0_2km,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,03_evening_peak_1600_1959,3,01_2_5km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,03_evening_peak_1600_1959,3,02_5_10km,2,15,30,23.06489262371615,23,0.06489262371615112,12,24
low,resident,dining,03_evening_peak_1600_1959,3,03_10_20km,2,46,92,70.73233737939621,71,0.7323373793962134,36,72
low,resident,dining,03_evening_peak_1600_1959,3,04_20km_plus,2,6,12,9.225957049486462,9,0.22595704948646222,4,8
low,resident,dining,03_evening_peak_1600_1959,4,00_0_2km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,03_evening_peak_1600_1959,4,01_2_5km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,03_evening_peak_1600_1959,4,02_5_10km,2,5,10,7.688297541238717,8,0.6882975412387173,3,6
low,resident,dining,03_evening_peak_1600_1959,4,03_10_20km,2,8,16,12.301276065981948,12,0.30127606598194845,6,12
low,resident,dining,03_evening_peak_1600_1959,4,04_20km_plus,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,03_evening_peak_1600_1959,5,00_0_2km,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,03_evening_peak_1600_1959,5,01_2_5km,2,6,12,9.225957049486462,9,0.22595704948646222,4,8
low,resident,dining,03_evening_peak_1600_1959,5,02_5_10km,2,13,26,19.989573607220667,20,0.9895736072206667,9,18
low,resident,dining,03_evening_peak_1600_1959,5,03_10_20km,2,7,14,10.763616557734204,11,0.7636165577342044,5,10
low,resident,dining,03_evening_peak_1600_1959,6,01_2_5km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,03_evening_peak_1600_1959,6,02_5_10km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,03_evening_peak_1600_1959,6,03_10_20km,2,5,10,7.688297541238717,8,0.6882975412387173,3,6
low,resident,dining,03_evening_peak_1600_1959,6,04_20km_plus,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,03_evening_peak_1600_1959,7,00_0_2km,2,7,14,10.763616557734204,11,0.7636165577342044,6,12
low,resident,dining,03_evening_peak_1600_1959,7,01_2_5km,2,11,22,16.91425459072518,17,0.9142545907251787,8,16
low,resident,dining,03_evening_peak_1600_1959,7,02_5_10km,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,03_evening_peak_1600_1959,7,03_10_20km,2,14,28,21.52723311546841,21,0.5272331154684089,10,20
low,resident,dining,03_evening_peak_1600_1959,7,04_20km_plus,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,03_evening_peak_1600_1959,8,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,03_evening_peak_1600_1959,8,01_2_5km,2,14,28,21.52723311546841,21,0.5272331154684089,10,20
low,resident,dining,03_evening_peak_1600_1959,8,02_5_10km,2,13,26,19.989573607220667,20,0.9895736072206667,10,20
low,resident,dining,03_evening_peak_1600_1959,8,03_10_20km,2,14,28,21.52723311546841,21,0.5272331154684089,10,20
low,resident,dining,03_evening_peak_1600_1959,8,04_20km_plus,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,03_evening_peak_1600_1959,9,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,03_evening_peak_1600_1959,9,01_2_5km,2,8,16,12.301276065981948,12,0.30127606598194845,6,12
low,resident,dining,03_evening_peak_1600_1959,9,02_5_10km,2,10,20,15.376595082477435,15,0.3765950824774347,8,16
low,resident,dining,03_evening_peak_1600_1959,9,03_10_20km,2,16,32,24.602552131963897,25,0.6025521319638969,12,24
low,resident,dining,03_evening_peak_1600_1959,9,04_20km_plus,2,10,20,15.376595082477435,15,0.3765950824774347,8,16
low,resident,dining,03_evening_peak_1600_1959,10,00_0_2km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,03_evening_peak_1600_1959,10,02_5_10km,2,12,24,18.451914098972924,18,0.45191409897292445,9,18
low,resident,dining,03_evening_peak_1600_1959,10,03_10_20km,2,16,32,24.602552131963897,25,0.6025521319638969,11,22
low,resident,dining,03_evening_peak_1600_1959,10,04_20km_plus,2,6,12,9.225957049486462,9,0.22595704948646222,4,8
low,resident,dining,03_evening_peak_1600_1959,11,01_2_5km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,03_evening_peak_1600_1959,11,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,03_evening_peak_1600_1959,11,03_10_20km,2,13,26,19.989573607220667,20,0.9895736072206667,8,16
low,resident,dining,03_evening_peak_1600_1959,11,04_20km_plus,2,16,32,24.602552131963897,25,0.6025521319638969,12,24
low,resident,dining,03_evening_peak_1600_1959,12,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,03_evening_peak_1600_1959,12,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,03_evening_peak_1600_1959,12,02_5_10km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,03_evening_peak_1600_1959,12,03_10_20km,2,9,18,13.838935574229692,14,0.8389355742296924,6,12
low,resident,dining,03_evening_peak_1600_1959,12,04_20km_plus,2,8,16,12.301276065981948,12,0.30127606598194845,6,12
low,resident,dining,03_evening_peak_1600_1959,13,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,03_evening_peak_1600_1959,13,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,03_evening_peak_1600_1959,13,02_5_10km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,03_evening_peak_1600_1959,13,03_10_20km,2,6,12,9.225957049486462,9,0.22595704948646222,4,8
low,resident,dining,03_evening_peak_1600_1959,13,04_20km_plus,2,8,16,12.301276065981948,12,0.30127606598194845,5,10
low,resident,dining,03_evening_peak_1600_1959,14,00_0_2km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,03_evening_peak_1600_1959,14,01_2_5km,2,5,10,7.688297541238717,8,0.6882975412387173,2,4
low,resident,dining,03_evening_peak_1600_1959,14,02_5_10km,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,03_evening_peak_1600_1959,14,03_10_20km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,03_evening_peak_1600_1959,14,04_20km_plus,2,10,20,15.376595082477435,15,0.3765950824774347,8,16
low,resident,dining,03_evening_peak_1600_1959,15,00_0_2km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,03_evening_peak_1600_1959,15,01_2_5km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,03_evening_peak_1600_1959,15,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,03_evening_peak_1600_1959,15,04_20km_plus,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,03_evening_peak_1600_1959,16,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,03_evening_peak_1600_1959,16,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,03_evening_peak_1600_1959,16,03_10_20km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,03_evening_peak_1600_1959,16,04_20km_plus,2,6,12,9.225957049486462,9,0.22595704948646222,4,8
low,resident,dining,03_evening_peak_1600_1959,17,00_0_2km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,03_evening_peak_1600_1959,17,01_2_5km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,03_evening_peak_1600_1959,17,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,03_evening_peak_1600_1959,17,04_20km_plus,2,12,24,18.451914098972924,18,0.45191409897292445,9,18
low,resident,dining,03_evening_peak_1600_1959,18,00_0_2km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,03_evening_peak_1600_1959,18,02_5_10km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
