"dimension","key","count"
"link","road_94913_0_r","2"
"link","road_164721_0_f","1"
"link","road_8395_0_r","11"
"link","road_61870_0_f","1"
"link","road_116735_0_r","1"
"link","road_57271_0_f","4"
"link","road_60863_0_f","1"
"link","road_103355_0_r","1"
"link","road_104498_0_f","7"
"link","road_107157_0_f","1"
"link","road_96546_0_r","3"
"link","road_57695_0_r","2"
"link","road_281643_0_f","9"
"link","road_98730_0_f","3"
"link","road_273265_0_f","9"
"link","road_103850_0_f","2"
"link","road_59154_0_r","10"
"link","road_9342_0_f","2"
"link","road_57695_0_f","6"
"link","road_93003_0_f","1"
"link","road_272273_0_r","28"
"link","road_61353_0_f","19"
"link","road_59154_0_f","8"
"link","road_101413_0_r","1"
"link","road_104570_0_f","1"
"link","road_284510_0_r","1"
"link","road_93657_0_f","3"
"link","road_102579_0_f","38"
"link","road_63005_0_f","1"
"link","road_269604_0_f","1"
"link","road_104090_0_f","3"
"link","road_272984_0_r","3"
"link","road_104038_0_f","6"
"link","road_58665_0_f","6"
"link","road_5771_0_f","5"
"link","road_64700_0_f","3"
"link","road_94872_0_f","1"
"link","road_58185_0_f","2"
"link","road_59578_0_f","7"
"link","road_107789_0_f","5"
"link","road_107630_0_f","6"
"link","road_93192_0_f","40"
"link","road_93385_0_f","4"
"link","road_96985_0_f","6"
"link","road_59098_0_f","3"
"link","road_125354_0_f","1"
"link","road_110742_0_f","1"
"link","road_62917_0_f","4"
"link","road_165170_0_f","2"
"link","road_59593_0_f","11"
"link","road_58586_0_f","22"
"link","road_105000_0_f","4"
"link","road_103061_0_f","7"
"link","road_96732_0_f","1"
"link","road_103009_0_f","10"
"link","road_93348_0_f","14"
"link","road_268363_0_f","2"
"link","road_61275_0_r","1"
"link","road_59556_0_f","2"
"link","road_57156_0_f","3"
"link","road_103772_0_f","20"
"link","road_102765_0_f","1"
"link","road_107767_0_f","3"
"link","road_165326_0_f","3"
"link","road_95302_0_f","1"
"link","road_93118_0_f","25"
"link","road_103292_0_f","21"
"link","road_58564_0_r","25"
"link","road_103485_0_f","35"
"link","road_260688_0_f","12"
"link","road_102996_0_r","8"
"link","road_95090_0_f","1"
"link","road_104432_0_r","3"
"link","road_101580_0_f","1"
"link","road_107782_0_f","15"
"link","road_270290_0_f","1"
"link","road_60090_0_f","3"
"link","road_3486_0_f","1"
"link","road_93326_0_f","17"
"link","road_58621_0_f","4"
"link","road_60038_0_f","11"
"link","road_59534_0_r","12"
"link","road_8522_0_f","1"
"link","road_59039_0_f","1"
"link","road_96639_0_r","1"
"link","road_93341_0_r","20"
"link","road_103270_0_r","11"
"link","road_111864_0_r","1"
"link","road_281063_0_f","1"
"link","road_57788_0_f","15"
"link","road_101759_0_f","1"
"link","road_260205_0_f","4"
"link","road_101313_0_r","4"
"link","road_102479_0_f","1"
"link","road_272423_0_r","2"
"link","road_93077_0_f","32"
"link","road_164773_0_f","2"
"link","road_116420_0_f","2"
"link","road_59017_0_f","2"
"link","road_148724_0_f","3"
"link","road_103671_0_f","7"
"link","road_101026_0_f","4"
"link","road_58505_0_r","12"
"link","road_263476_0_f","3"
"link","road_59973_0_r","16"
"link","road_8961_0_f","2"
"link","road_106523_0_f","1"
"link","road_261326_0_f","1"
"link","road_100344_0_f","5"
"link","road_92989_0_r","14"
"link","road_274744_0_r","1"
"link","road_97337_0_f","22"
"link","road_92989_0_f","2"
"link","road_268743_0_f","1"
"link","road_94448_0_f","1"
"link","road_284317_0_r","1"
"link","road_9837_0_f","1"
"link","road_62832_0_f","1"
"link","road_276664_0_f","2"
"link","road_110605_0_f","1"
"link","road_94270_0_r","1"
"link","road_56831_0_f","28"
"link","road_107667_0_f","2"
"link","road_102665_0_f","53"
"link","road_103865_0_f","3"
"link","road_109126_0_f","6"
"link","road_4605_0_f","1"
"link","road_3673_0_f","1"
"link","road_1466_0_f","1"
"link","road_272288_0_f","2"
"link","road_103880_0_f","5"
"link","road_94671_0_f","1"
"link","road_102930_0_f","1"
"link","road_62330_0_r","1"
"link","road_104548_0_f","1"
"link","road_58695_0_r","29"
"link","road_1236_0_f","1"
"link","road_92982_0_f","10"
"link","road_57034_0_f","1"
"link","road_9142_0_f","1"
"link","road_107645_0_f","5"
"link","road_102836_0_f","6"
"link","road_285208_0_r","2"
"link","road_261550_0_f","1"
"link","road_111741_0_f","18"
"link","road_164658_0_f","7"
"link","road_116018_0_r","23"
"link","road_61841_0_r","1"
"link","road_59642_0_r","3"
"link","road_104563_0_f","1"
"link","road_9566_0_r","1"
"link","road_62561_0_r","18"
"link","road_164178_0_f","11"
"link","road_57242_0_f","18"
"link","road_115581_0_r","1"
"link","road_103571_0_r","2"
"link","road_102851_0_f","2"
"link","road_104083_0_f","2"
"link","road_272300_0_f","1"
"link","road_103806_0_f","3"
"link","road_127281_0_r","1"
"link","road_93011_0_f","14"
"link","road_271123_0_f","4"
"link","road_63013_0_r","1"
"link","road_60109_0_f","16"
"link","road_100701_0_f","1"
"link","road_265508_0_f","6"
"link","road_103571_0_f","1"
"link","road_102126_0_f","1"
"link","road_104526_0_f","2"
"link","road_61074_0_f","18"
"link","road_93185_0_f","3"
"link","road_103039_0_f","4"
"link","road_93915_0_f","4"
"link","road_61037_0_r","1"
"link","road_1388_0_f","1"
"link","road_102334_0_f","1"
"link","road_108997_0_f","4"
"link","road_59620_0_f","8"
"link","road_101652_0_f","1"
"link","road_260257_0_f","2"
"link","road_94348_0_f","1"
"link","road_58636_0_f","1"
"link","road_112152_0_f","1"
"link","road_102104_0_f","2"
"link","road_103304_0_f","18"
"link","road_58594_0_f","26"
"link","road_284462_0_f","6"
"link","road_103017_0_f","1"
"link","road_102580_0_r","49"
"link","road_62940_0_f","15"
"link","road_270763_0_f","1"
"link","road_59103_0_f","2"
"link","road_93413_0_f","32"
"link","road_58171_0_f","5"
"link","road_trajectory_gap_connector_001273","1"
"link","road_59564_0_f","5"
"link","road_165334_0_f","5"
"link","road_103248_0_r","3"
"link","road_94110_0_f","1"
"link","road_trajectory_gap_connector_002479","7"
"link","road_64860_0_f","4"
"link","road_272683_0_f","1"
"link","road_64615_0_f","1"
"link","road_100623_0_f","1"
"link","road_61669_0_f","1"
"link","road_58614_0_f","2"
"link","road_57607_0_f","1"
"link","road_103686_0_f","4"
"link","road_5183_0_f","2"
"link","road_62230_0_r","1"
"link","road_2336_0_f","2"
"link","road_56902_0_f","3"
"link","road_103263_0_r","20"
"link","road_103936_0_f","11"
"link","road_57395_0_f","18"
"link","road_61491_0_f","1"
"link","road_141107_0_f","2"
"link","road_101306_0_f","4"
"link","road_4003_0_f","4"
"link","road_57796_0_f","2"
"link","road_57358_0_f","8"
"link","road_108012_0_f","9"
"link","road_104403_0_f","6"
"link","road_9659_0_f","1"
"link","road_95504_0_f","4"
"link","road_93565_0_f","1"
"link","road_2752_0_f","1"
"link","road_104191_0_f","1"
"link","road_101782_0_f","1"
"link","road_94285_0_f","1"
"link","road_107697_0_r","1"
"link","road_283627_0_f","1"
"link","road_93312_0_f","4"
"link","road_267343_0_r","1"
"link","road_93580_0_f","1"
"link","road_103434_0_f","1"
"link","road_264684_0_f","5"
"link","road_60712_0_f","5"
"link","road_267343_0_f","15"
"link","road_57294_0_r","1"
"link","road_98738_0_r","1"
"link","road_101938_0_f","6"
"link","road_57737_0_r","1"
"link","road_102658_0_f","43"
"link","road_103858_0_f","2"
"link","road_722_0_f","2"
"link","road_96640_0_f","1"
"link","road_93063_0_f","14"
"link","road_93256_0_f","4"
"link","road_101953_0_f","2"
"link","road_96856_0_f","4"
"link","road_8207_0_f","1"
"link","road_264662_0_f","19"
"link","road_65178_0_r","19"
"link","road_96569_0_f","8"
"link","road_95864_0_f","3"
"link","road_164495_0_f","40"
"link","road_59211_0_r","16"
"link","road_57752_0_f","3"
"link","road_260135_0_f","2"
"link","road_164722_0_f","3"
"link","road_107925_0_f","5"
"link","road_100716_0_f","1"
"link","road_104593_0_f","1"
"link","road_272791_0_r","1"
"link","road_57272_0_f","1"
"link","road_95139_0_f","1"
"link","road_104499_0_f","11"
"link","road_58722_0_f","2"
"link","road_104994_0_f","4"
"link","road_100947_0_f","1"
"link","road_126_0_r","1"
"link","road_60441_0_f","5"
"link","road_105253_0_f","2"
"link","road_61354_0_r","1"
"link","road_95154_0_f","1"
"link","road_102119_0_r","4"
"link","road_64897_0_f","9"
"link","road_57696_0_f","1"
"link","road_1932_0_f","1"
"link","road_260801_0_r","7"
"link","road_101701_0_f","3"
"link","road_94642_0_f","2"
"link","road_103564_0_f","3"
"link","road_102807_0_r","1"
"link","road_93658_0_f","7"
"link","road_263403_0_f","1"
"link","road_9079_0_f","1"
"link","road_266523_0_r","2"
"link","road_164220_0_f","1"
"link","road_61067_0_f","1"
"link","road_100195_0_r","3"
"link","road_56954_0_r","23"
"link","road_9306_0_f","1"
"link","road_279903_0_f","1"
"link","road_93212_0_f","12"
"link","road_107631_0_r","7"
"link","road_60117_0_f","2"
"link","road_104534_0_f","4"
"link","road_56954_0_f","1"
"link","road_59099_0_r","1"
"link","road_95325_0_f","1"
"link","road_94125_0_f","1"
"link","road_100690_0_f","1"
"link","road_96986_0_f","2"
"link","road_93386_0_f","4"
"link","road_92916_0_f","1"
"link","road_2135_0_f","1"
"link","road_101838_0_f","1"
"link","road_58629_0_f","4"
"link","road_115990_0_f","15"
"link","road_103062_0_r","3"
"link","road_65327_0_f","3"
"link","road_104455_0_r","11"
"link","road_57194_0_f","6"
"link","road_105001_0_f","1"
"link","road_62052_0_f","1"
"link","road_263362_0_r","1"
"link","road_265762_0_r","35"
"link","road_95556_0_f","4"
"link","road_283750_0_f","8"
"link","road_8352_0_f","1"
"link","road_277504_0_f","6"
"link","road_265762_0_f","21"
"link","road_111906_0_f","4"
"link","road_103505_0_f","5"
"link","road_105175_0_f","4"
"link","road_57157_0_f","3"
"link","road_95091_0_r","1"
"link","road_104470_0_f","2"
"link","road_104032_0_f","1"
"link","road_103025_0_f","1"
"link","road_93119_0_f","25"
"link","road_102093_0_f","2"
"link","road_103293_0_f","16"
"link","road_60519_0_r","8"
"link","road_103486_0_f","12"
"link","road_140398_0_f","1"
"link","road_96023_0_f","8"
"link","road_102997_0_r","9"
"link","road_93421_0_f","19"
"link","road_60091_0_r","6"
"link","road_104433_0_r","3"
"link","road_96216_0_f","1"
"link","road_104894_0_r","5"
"link","road_103929_0_f","9"
"link","road_93327_0_f","5"
"link","road_108042_0_f","12"
"link","road_60091_0_f","4"
"link","road_58622_0_f","1"
"link","road_296651_0_r","2"
"link","road_164105_0_r","12"
"link","road_102744_0_r","2"
"link","road_103944_0_r","1"
"link","road_56876_0_f","11"
"link","road_274343_0_f","3"
"link","road_93342_0_r","18"
"link","road_56891_0_r","2"
"link","road_103944_0_f","25"
"link","road_103003_0_f","2"
"link","road_95935_0_f","2"
"link","road_60017_0_r","4"
"link","road_101314_0_f","2"
"link","road_93078_0_f","10"
"link","road_164774_0_f","2"
"link","road_130479_0_f","1"
"link","road_272424_0_f","4"
"link","road_93112_0_f","6"
"link","road_93305_0_f","15"
"link","road_110628_0_f","7"
"link","road_103427_0_f","2"
"link","road_105097_0_f","1"
"link","road_2760_0_f","1"
"link","road_57809_0_f","7"
"link","road_93320_0_r","28"
"link","road_57381_0_f","3"
"link","<null>","55"
"link","road_93320_0_f","5"
"link","road_96138_0_f","1"
"link","road_94256_0_r","1"
"link","road_283348_0_f","7"
"link","road_57344_0_f","2"
"link","road_102953_0_f","8"
"link","road_112060_0_f","42"
"link","road_59937_0_f","16"
"link","road_93071_0_r","10"
"link","road_94219_0_r","1"
"link","road_102666_0_f","8"
"link","road_104620_0_r","6"
"link","road_267507_0_f","26"
"link","road_95872_0_r","1"
"link","road_102916_0_f","8"
"link","road_94177_0_f","1"
"link","road_296479_0_f","2"
"link","road_5326_0_r","1"
"link","road_8710_0_f","1"
"link","road_263470_0_f","3"
"link","road_60377_0_r","1"
"link","road_260816_0_f","2"
"link","road_107683_0_f","26"
"link","road_106238_0_f","1"
"link","road_103881_0_f","9"
"link","road_102436_0_f","17"
"link","road_62777_0_r","2"
"link","road_106699_0_f","1"
"link","road_94234_0_f","3"
"link","road_116729_0_f","10"
"link","road_104987_0_f","11"
"link","road_7439_0_f","1"
"link","road_109830_0_f","6"
"link","road_60434_0_f","2"
"link","road_92983_0_f","2"
"link","road_102837_0_f","3"
"link","road_59628_0_f","6"
"link","road_57689_0_f","46"
"link","road_111742_0_f","5"
"link","road_164659_0_f","10"
"link","road_58250_0_r","2"
"link","road_56791_0_f","2"
"link","road_104564_0_f","1"
"link","road_93012_0_r","7"
"link","road_62562_0_r","3"
"link","road_271067_0_f","1"
"link","road_57243_0_f","21"
"link","road_105016_0_f","3"
"link","road_102852_0_f","5"
"link","road_103807_0_f","3"
"link","road_277303_0_f","9"
"link","road_93012_0_f","31"
"link","road_93205_0_f","7"
"link","road_61075_0_r","2"
"link","road_112198_0_f","4"
"link","road_100918_0_f","2"
"link","road_102588_0_f","1"
"link","road_116722_0_r","1"
"link","road_5285_0_f","1"
"link","road_61075_0_f","18"
"link","road_57206_0_f","22"
"link","road_92961_0_f","13"
"link","road_8382_0_f","2"
"link","road_7625_0_r","1"
"link","road_96820_0_f","14"
"link","road_115983_0_f","10"
"link","road_59126_0_f","1"
"link","road_8095_0_f","6"
"link","road_96340_0_f","1"
"link","road_59621_0_f","5"
"link","road_264842_0_f","36"
"link","road_111649_0_f","3"
"link","road_272899_0_f","2"
"link","road_94349_0_f","2"
"link","road_58637_0_f","1"
"link","road_270363_0_f","1"
"link","road_93451_0_f","3"
"link","road_104505_0_f","7"
"link","road_101173_0_f","2"
"link","road_58595_0_f","10"
"link","road_58157_0_f","2"
"link","road_112210_0_f","1"
"link","road_284656_0_f","4"
"link","road_105202_0_f","3"
"link","road_102120_0_r","2"
"link","road_5649_0_f","1"
"link","road_272030_0_r","1"
"link","road_93372_0_r","13"
"link","road_104520_0_f","5"
"link","road_59104_0_f","11"
"link","road_105183_0_f","2"
"link","road_93414_0_f","10"
"link","road_107776_0_f","20"
"link","road_94788_0_r","1"
"link","road_103033_0_f","5"
"link","road_93372_0_f","4"
"link","road_59580_0_r","12"
"link","road_272877_0_f","1"
"link","road_95772_0_f","1"
"link","road_103744_0_r","4"
"link","road_94822_0_f","1"
"link","road_93335_0_r","17"
"link","road_61247_0_r","2"
"link","road_59580_0_f","3"
"link","road_1598_0_f","3"
"link","road_107791_0_f","27"
"link","road_58573_0_f","34"
"link","road_95485_0_f","2"
"link","road_57396_0_f","12"
"link","road_8747_0_r","17"
"link","road_8497_0_f","1"
"link","road_264303_0_r","1"
"link","road_101307_0_r","5"
"link","road_95735_0_f","1"
"link","road_60542_0_f","25"
"link","road_101307_0_f","5"
"link","road_103707_0_f","1"
"link","road_57359_0_f","4"
"link","road_108013_0_f","14"
"link","road_95943_0_f","1"
"link","road_95505_0_f","1"
"link","road_102715_0_r","1"
"link","road_280583_0_f","1"
"link","road_97402_0_f","1"
"link","road_59506_0_f","4"
"link","road_104385_0_f","2"
"link","road_268529_0_f","1"
"link","road_283628_0_f","2"
"link","road_60025_0_f","14"
"link","road_60218_0_f","1"
"link","road_56862_0_f","1"
"link","road_60679_0_f","1"
"link","road_57817_0_f","28"
"link","road_95040_0_f","1"
"link","road_58034_0_r","1"
"link","road_267344_0_f","8"
"link","road_103930_0_f","10"
"link","road_94494_0_f","1"
"link","road_57775_0_f","2"
"link","road_60929_0_f","1"
"link","road_60040_0_f","11"
"link","road_8438_0_f","11"
"link","road_59041_0_f","50"
"link","road_93064_0_r","21"
"link","road_62826_0_f","1"
"link","road_5140_0_f","5"
"link","road_98739_0_f","1"
"link","road_103859_0_f","4"
"link","road_103700_0_f","7"
"link","road_57352_0_f","4"
"link","road_57738_0_f","4"
"link","road_102429_0_r","48"
"link","road_8208_0_f","1"
"link","road_61203_0_f","1"
"link","road_93272_0_r","12"
"link","road_8189_0_r","3"
"link","road_104613_0_f","1"
"link","road_93752_0_f","2"
"link","road_107483_0_f","1"
"link","road_165480_0_f","24"
"link","road_279963_0_f","1"
"link","road_274523_0_f","3"
"link","road_164496_0_f","3"
"link","road_57080_0_r","1"
"link","road_58760_0_f","2"
"link","road_57753_0_f","6"
"link","road_101724_0_f","1"
"link","road_65179_0_f","13"
"link","road_95865_0_f","1"
"link","road_59908_0_f","1"
"link","road_101437_0_f","1"
"link","road_272331_0_f","1"
"link","road_57489_0_f","1"
"link","road_58689_0_f","5"
"link","road_4595_0_f","1"
"link","road_111735_0_f","24"
"link","road_62592_0_f","12"
"link","road_59193_0_f","8"
"link","road_96835_0_f","3"
"link","road_103357_0_f","1"
"link","road_56784_0_f","26"
"link","road_5047_0_f","2"
"link","road_7447_0_f","3"
"link","road_59443_0_f","5"
"link","road_95348_0_f","2"
"link","road_93946_0_f","1"
"link","road_64898_0_f","23"
"link","road_97052_0_f","1"
"link","road_4558_0_f","1"
"link","road_60348_0_f","4"
"link","road_104572_0_f","2"
"link","road_7462_0_f","4"
"link","road_93659_0_f","4"
"link","road_1208_0_f","1"
"link","road_263404_0_f","7"
"link","road_61563_0_r","10"
"link","road_95613_0_r","1"
"link","road_58187_0_r","1"
"link","road_104478_0_f","6"
"link","road_101876_0_f","1"
"link","road_58667_0_f","12"
"link","road_95579_0_f","1"
"link","road_284686_0_r","1"
"link","road_96083_0_f","2"
"link","road_93481_0_f","1"
"link","road_104973_0_f","1"
"link","road_93674_0_f","10"
"link","road_60099_0_r","26"
"link","road_98710_0_f","2"
"link","road_273683_0_f","14"
"link","road_105232_0_f","1"
"link","road_65328_0_r","3"
"link","road_93882_0_r","1"
"link","road_62919_0_r","16"
"link","road_60099_0_f","4"
"link","road_102150_0_f","1"
"link","road_62246_0_r","1"
"link","road_104550_0_f","2"
"link","road_59822_0_r","1"
"link","road_104456_0_r","5"
"link","road_60787_0_f","1"
"link","road_95557_0_f","1"
"link","road_7849_0_f","2"
"link","road_94565_0_r","7"
"link","road_93407_0_r","16"
"link","road_164660_0_f","2"
"link","road_283751_0_f","20"
"link","road_9266_0_r","1"
"link","road_65150_0_f","9"
"link","road_271016_0_r","1"
"link","road_61541_0_f","3"
"link","road_1167_0_f","3"
"link","road_7369_0_f","7"
"link","road_58660_0_r","21"
"link","road_104513_0_f","8"
"link","road_103506_0_f","2"
"link","road_56933_0_f","1"
"link","road_93407_0_f","1"
"link","road_103774_0_f","2"
"link","road_165328_0_f","5"
"link","road_107803_0_f","18"
"link","road_103026_0_f","3"
"link","road_102094_0_f","5"
"link","road_103487_0_f","35"
"link","road_102998_0_r","4"
"link","road_96024_0_f","24"
"link","road_58180_0_f","6"
"link","road_103041_0_f","4"
"link","road_108043_0_f","6"
"link","road_60092_0_f","3"
"link","road_93328_0_f","15"
"link","road_59093_0_f","2"
"link","road_59536_0_r","18"
"link","road_103695_0_f","3"
"link","road_109897_0_f","1"
"link","road_56877_0_f","2"
"link","road_103004_0_r","7"
"link","road_61980_0_f","1"
"link","road_61198_0_f","1"
"link","road_103945_0_f","1"
"link","road_59729_0_f","1"
"link","road_100368_0_f","1"
"link","road_269063_0_f","10"
"link","road_trajectory_gap_connector_006786","1"
"link","road_102265_0_f","2"
"link","road_56892_0_f","1"
"link","road_60743_0_f","1"
"link","road_284412_0_f","4"
"link","road_165321_0_f","1"
"link","road_103715_0_f","2"
"link","road_102708_0_f","39"
"link","road_280803_0_f","1"
"link","road_93574_0_f","1"
"link","road_93306_0_f","12"
"link","road_58601_0_f","2"
"link","road_104680_0_f","1"
"link","road_107725_0_r","16"
"link","road_110629_0_f","7"
"link","road_103428_0_f","3"
"link","road_61713_0_f","1"
"link","road_103730_0_f","45"
"link","road_93094_0_f","1"
"link","road_101791_0_f","1"
"link","road_93321_0_f","29"
"link","road_4629_0_f","1"
"link","road_96191_0_f","2"
"link","road_59034_0_f","1"
"link","road_62819_0_f","1"
"link","road_102897_0_f","5"
"link","road_62391_0_f","1"
"link","road_268745_0_f","1"
"link","road_62339_0_f","1"
"link","road_8253_0_f","1"
"link","road_2244_0_f","2"
"link","road_103867_0_f","1"
"link","road_7477_0_r","15"
"link","road_57803_0_r","3"
"link","road_59953_0_f","25"
"link","road_57746_0_f","1"
"link","road_7477_0_f","1"
"link","road_263471_0_f","6"
"link","road_57803_0_f","11"
"link","road_261287_0_f","5"
"link","road_104814_0_f","1"
"link","road_260817_0_f","3"
"link","road_107684_0_f","36"
"link","road_102437_0_f","11"
"link","road_284334_0_f","1"
"link","road_64501_0_f","2"
"link","road_104988_0_r","6"
"link","road_58500_0_f","5"
"link","road_272785_0_f","4"
"link","road_60378_0_f","5"
"link","road_9431_0_f","5"
"link","road_96098_0_f","2"
"link","road_64698_0_r","4"
"link","road_104988_0_f","3"
"link","road_8692_0_f","4"
"link","road_95393_0_f","1"
"link","road_276644_0_f","2"
"link","road_109831_0_f","6"
"link","road_57281_0_f","9"
"link","road_93991_0_f","1"
"link","road_58236_0_f","3"
"link","road_104565_0_r","5"
"link","road_103845_0_f","10"
"link","road_92984_0_f","5"
"link","road_94250_0_f","1"
"link","road_7935_0_f","3"
"link","road_58251_0_r","13"
"link","road_102660_0_r","1"
"link","road_101940_0_f","2"
"link","road_164214_0_r","2"
"link","road_59149_0_f","29"
"link","road_trajectory_gap_connector_001156","7"
"link","road_93013_0_r","6"
"link","road_270386_0_r","2"
"link","road_103860_0_f","10"
"link","road_102853_0_f","9"
"link","road_100208_0_f","1"
"link","road_164214_0_f","14"
"link","road_97276_0_f","1"
"link","road_93206_0_f","26"
"link","road_116760_0_f","1"
"link","road_100669_0_f","1"
"link","road_101869_0_f","1"
"link","road_93013_0_f","20"
"link","road_296473_0_f","1"
"link","road_110581_0_f","4"
"link","road_100703_0_f","1"
"link","road_104580_0_f","1"
"link","road_107625_0_r","7"
"link","road_62756_0_f","10"
"link","road_63669_0_r","2"
"link","road_104528_0_f","1"
"link","road_102430_0_f","29"
"link","road_60606_0_f","1"
"link","road_58214_0_f","1"
"link","road_57207_0_f","54"
"link","road_93187_0_f","1"
"link","road_96821_0_f","12"
"link","road_115984_0_f","1"
"link","road_62526_0_f","11"
"link","road_58690_0_r","6"
"link","road_58195_0_f","9"
"link","road_295754_0_r","1"
"link","road_104929_0_f","7"
"link","road_9739_0_r","13"
"link","road_272246_0_f","7"
"link","road_107640_0_f","22"
"link","road_102106_0_r","1"
"link","road_58690_0_f","1"
"link","road_101654_0_f","2"
"link","road_56926_0_r","32"
"link","road_96995_0_f","1"
"link","road_58638_0_f","17"
"link","road_270364_0_f","1"
"link","road_58596_0_f","9"
"link","road_271009_0_f","1"
"link","road_120570_0_f","2"
"link","road_278426_0_r","1"
"link","road_93415_0_f","22"
"link","road_104521_0_f","2"
"link","road_100182_0_f","3"
"link","road_93373_0_r","2"
"link","road_60565_0_f","1"
"link","road_58559_0_f","1"
"link","road_57200_0_f","13"
"link","road_109043_0_f","1"
"link","road_103034_0_f","2"
"link","road_93373_0_f","9"
"link","road_59581_0_r","6"
"link","road_100625_0_f","1"
"link","road_58136_0_r","9"
"link","road_57609_0_f","5"
"link","road_7392_0_f","1"
"link","road_94789_0_f","6"
"link","road_276982_0_f","1"
"link","road_60773_0_f","6"
"link","road_104922_0_f","2"
"link","road_164151_0_f","4"
"link","road_107792_0_f","4"
"link","road_2833_0_f","2"
"link","road_62920_0_r","10"
"link","road_94343_0_f","1"
"link","road_93336_0_f","21"
"link","road_141354_0_f","6"
"link","road_58094_0_f","20"
"link","road_141109_0_f","2"
"link","road_101308_0_r","3"
"link","road_4730_0_f","3"
"link","road_9732_0_f","1"
"link","road_5148_0_f","5"
"link","road_7548_0_f","1"
"link","road_108014_0_r","1"
"link","road_58151_0_f","1"
"link","road_96456_0_f","2"
"link","road_295653_0_f","1"
"link","road_62656_0_r","1"
"link","road_58537_0_f","3"
"link","road_96649_0_f","1"
"link","road_95506_0_f","4"
"link","road_260408_0_f","1"
"link","road_102028_0_f","1"
"link","road_148719_0_f","14"
"link","road_93567_0_f","2"
"link","road_101289_0_f","1"
"link","road_261180_0_f","5"
"link","road_58552_0_f","2"
"link","road_58114_0_f","36"
"link","road_59507_0_f","3"
"link","road_260196_0_f","6"
"link","road_101784_0_f","7"
"link","road_58288_0_r","36"
"link","road_94321_0_f","2"
"link","road_59027_0_f","12"
"link","road_103436_0_f","29"
"link","road_93775_0_f","7"
"link","road_265886_0_f","2"
"link","road_60041_0_r","1"
"link","road_267345_0_f","1"
"link","road_94745_0_r","2"
"link","road_284844_0_f","2"
"link","road_103451_0_f","4"
"link","road_57353_0_r","4"
"link","road_9941_0_f","2"
"link","road_93065_0_f","7"
"link","road_165481_0_r","1"
"link","road_95658_0_f","8"
"link","road_59946_0_f","10"
"link","road_96858_0_f","1"
"link","road_163777_0_f","1"
"link","road_111773_0_r","1"
"link","road_110615_0_f","6"
"link","road_93753_0_f","3"
"link","road_58266_0_f","15"
"link","road_102675_0_f","1"
"link","road_103875_0_f","3"
"link","road_9367_0_f","1"
"link","road_58300_0_f","1"
"link","road_93080_0_f","52"
"link","road_57811_0_r","11"
"link","road_95866_0_f","1"
"link","road_110596_0_f","2"
"link","road_164724_0_f","3"
"link","road_107927_0_f","16"
"link","road_58709_0_f","2"
"link","road_4615_0_f","1"
"link","road_111736_0_r","25"
"link","road_57811_0_f","7"
"link","road_102883_0_f","1"
"link","road_92977_0_f","30"
"link","road_111736_0_f","18"
"link","road_61393_0_f","14"
"link","road_260538_0_f","3"
"link","road_96836_0_f","12"
"link","road_104558_0_f","1"
"link","road_96140_0_f","1"
"link","road_268444_0_f","7"
"link","road_269644_0_f","1"
"link","road_58244_0_f","8"
"link","road_57698_0_f","22"
"link","road_60651_0_r","1"
"link","road_94451_0_f","1"
"link","road_57732_0_f","23"
"link","road_60349_0_f","4"
"link","road_261508_0_f","38"
"link","road_271806_0_f","1"
"link","road_263405_0_f","3"
"link","road_105025_0_f","7"
"link","road_102861_0_f","1"
"link","road_100711_0_r","1"
"link","road_101223_0_f","2"
"link","road_102423_0_f","1"
"link","road_101416_0_f","1"
"link","road_107618_0_f","32"
"link","road_100927_0_r","1"
"link","road_143_0_f","2"
"link","road_296020_0_f","1"
"link","road_116716_0_f","2"
"link","road_59172_0_f","1"
"link","road_4287_0_f","7"
"link","road_62091_0_f","1"
"link","road_65329_0_r","2"
"link","road_109496_0_f","1"
"link","road_58683_0_f","9"
"link","road_7921_0_f","1"
"link","road_95788_0_f","1"
"link","road_164646_0_f","1"
"link","road_116006_0_r","18"
"link","road_102344_0_f","1"
"link","road_59135_0_f","5"
"link","road_5041_0_f","1"
"link","road_104457_0_r","2"
"link","road_1432_0_f","2"
"link","road_165173_0_f","5"
"link","road_5695_0_f","3"
"link","road_104514_0_r","12"
"link","road_93408_0_r","3"
"link","road_164661_0_f","8"
"link","road_57159_0_r","6"
"link","road_143610_0_f","3"
"link","road_93408_0_f","21"
"link","road_279403_0_f","1"
"link","road_103775_0_f","2"
"link","road_102768_0_f","2"
"link","road_59559_0_f","7"
"link","road_9517_0_r","1"
"link","road_107804_0_f","12"
"link","road_104034_0_f","1"
"link","road_103027_0_f","3"
"link","road_103488_0_f","18"
"link","road_8317_0_f","5"
"link","road_93423_0_f","8"
"link","road_261195_0_f","1"
"link","road_57617_0_r","2"
"link","road_58567_0_f","1"
"link","road_3028_0_f","2"
"link","road_62470_0_f","17"
"link","road_62032_0_f","5"
"link","road_61025_0_f","2"
"link","road_60093_0_f","5"
"link","road_93329_0_f","7"
"link","road_8332_0_f","3"
"link","road_59537_0_r","16"
"link","road_57617_0_f","3"
"link","road_103696_0_f","4"
"link","road_7593_0_f","2"
"link","road_93631_0_f","4"
"link","road_103753_0_f","1"
"link","road_111651_0_f","2"
"link","road_59998_0_f","6"
"link","road_269064_0_f","23"
