"dimension","key","count"
"link","road_284413_0_r","2"
"link","road_57368_0_r","19"
"link","road_101100_0_f","1"
"link","road_103500_0_f","2"
"link","road_59072_0_r","1"
"link","road_93307_0_r","5"
"link","road_141098_0_f","1"
"link","road_100577_0_f","1"
"link","road_108022_0_f","10"
"link","road_93322_0_r","4"
"link","road_60264_0_f","1"
"link","road_59072_0_f","24"
"link","road_104681_0_f","1"
"link","road_8239_0_r","1"
"link","road_60975_0_r","1"
"link","road_103429_0_f","2"
"link","road_59976_0_r","22"
"link","road_274323_0_f","1"
"link","road_57610_0_r","4"
"link","road_277923_0_f","16"
"link","road_105133_0_f","1"
"link","road_101331_0_f","4"
"link","road_56871_0_r","1"
"link","road_103731_0_f","14"
"link","road_261329_0_f","22"
"link","road_103924_0_f","1"
"link","road_108926_0_f","8"
"link","road_93322_0_f","24"
"link","road_94522_0_f","1"
"link","road_57826_0_f","5"
"link","road_58330_0_f","1"
"link","road_106541_0_f","1"
"link","road_164100_0_f","5"
"link","road_101755_0_f","3"
"link","road_102955_0_f","3"
"link","road_141110_0_f","7"
"link","road_260201_0_f","3"
"link","road_277844_0_f","9"
"link","road_165013_0_f","5"
"link","road_104607_0_f","1"
"link","road_ordered_trajectory_evidence_2b5109166da1_01208","1"
"link","road_95859_0_r","1"
"link","road_102668_0_f","54"
"link","road_103868_0_f","9"
"link","road_62162_0_f","1"
"link","road_104372_0_f","2"
"link","road_93073_0_f","6"
"link","road_57804_0_r","14"
"link","road_94466_0_f","1"
"link","road_110589_0_f","5"
"link","road_148720_0_f","4"
"link","road_62605_0_f","1"
"link","road_105092_0_f","2"
"link","road_104622_0_f","6"
"link","road_261288_0_f","4"
"link","road_103883_0_f","2"
"link","road_64502_0_f","11"
"link","road_104989_0_r","6"
"link","road_96420_0_f","7"
"link","road_296035_0_f","1"
"link","road_109144_0_f","2"
"link","road_57762_0_f","4"
"link","road_57324_0_f","1"
"link","road_102933_0_f","4"
"link","road_104989_0_f","2"
"link","road_58237_0_f","32"
"link","road_103846_0_f","5"
"link","road_97046_0_f","1"
"link","road_102166_0_f","3"
"link","road_97103_0_f","2"
"link","road_95164_0_f","1"
"link","road_60357_0_r","1"
"link","road_103861_0_f","3"
"link","road_59645_0_f","4"
"link","road_164215_0_f","38"
"link","road_65200_0_r","1"
"link","road_261300_0_f","1"
"link","road_97277_0_f","1"
"link","road_9569_0_f","1"
"link","road_93207_0_f","18"
"link","road_275884_0_r","1"
"link","road_107626_0_r","2"
"link","road_104294_0_r","1"
"link","road_104774_0_f","1"
"link","road_65200_0_f","14"
"link","road_104967_0_f","5"
"link","road_165396_0_f","9"
"link","road_97311_0_f","4"
"link","road_57510_0_r","1"
"link","road_59180_0_r","8"
"link","road_93188_0_f","1"
"link","road_59608_0_f","5"
"link","road_100685_0_f","2"
"link","road_58676_0_f","2"
"link","road_116051_0_r","2"
"link","road_8384_0_f","7"
"link","road_93222_0_f","39"
"link","road_59180_0_f","10"
"link","road_58710_0_f","3"
"link","road_96822_0_f","8"
"link","road_58196_0_f","4"
"link","road_104737_0_f","1"
"link","road_164941_0_f","6"
"link","road_61092_0_f","1"
"link","road_60815_0_f","1"
"link","road_59623_0_f","6"
"link","road_100950_0_r","1"
"link","road_93396_0_f","22"
"link","road_114_0_f","2"
"link","road_58639_0_f","8"
"link","road_56927_0_f","1"
"link","road_112212_0_f","9"
"link","road_ordered_trajectory_evidence_2b5109166da1_00836","1"
"link","road_96550_0_f","10"
"link","road_102602_0_f","13"
"link","road_103802_0_f","21"
"link","road_92941_0_f","1"
"link","road_104465_0_f","2"
"link","road_97002_0_f","1"
"link","road_93416_0_f","32"
"link","road_60105_0_f","3"
"link","road_102122_0_f","1"
"link","road_62025_0_r","1"
"link","road_104522_0_f","6"
"link","road_59106_0_f","1"
"link","road_56942_0_f","10"
"link","road_101096_0_r","1"
"link","road_999_0_f","1"
"link","road_59567_0_f","23"
"link","road_57201_0_f","2"
"link","road_93374_0_f","26"
"link","road_93129_0_f","1"
"link","road_59087_0_f","6"
"link","road_58137_0_r","23"
"link","road_272879_0_f","1"
"link","road_101826_0_f","6"
"link","road_103496_0_f","1"
"link","road_2391_0_f","4"
"link","road_97233_0_f","1"
"link","road_8090_0_f","1"
"link","road_164152_0_f","3"
"metric","total_events","12387"
"metric","unique_persons","12387"
"metric","taxi_person_events","33"
"metric","taxi_persons","33"
"metric","stuck_before_expected_taxi","0"
"metric","pt_removal_person_intersection","0"
"metric","missing_network_links","0"
"metric","max_time_seconds","108000.0"
"metric","events_at_max_time","653"
