"person_id","pt_no_transit_route_lines","pt_no_stop_lines"
"hk_person_03234196","1","1"
"hk_person_03234229","1","1"
"hk_person_03234232","1","1"
"hk_person_03234239","1","1"
"hk_person_03234241","1","1"
"hk_person_03234242","1","1"
"hk_person_03234253","1","1"
"hk_person_03234337","1","1"
"hk_person_03234338","1","1"
"hk_person_03234476","1","1"
"hk_person_03234557","1","1"
"hk_person_03234558","1","1"
"hk_person_03234570","1","1"
"hk_person_03234572","1","1"
"hk_person_03234588","1","1"
"hk_person_03234589","1","1"
"hk_person_03234601","1","1"
"hk_person_03234602","1","1"
"hk_person_03234613","1","1"
"hk_person_03234614","1","1"
"hk_person_03234837","1","1"
"hk_person_03234838","1","1"
"hk_person_03234934","1","1"
"hk_person_03235056","1","1"
"hk_person_03235057","1","1"
"hk_person_03235059","1","1"
"hk_person_03235089","1","1"
"hk_person_03235106","1","1"
"hk_person_03235197","1","1"
"hk_person_03235198","1","1"
"hk_person_03235200","1","1"
"hk_person_03235201","1","1"
"hk_person_03235206","1","1"
"hk_person_03235207","1","1"
"hk_person_03235239","1","1"
"hk_person_03235240","1","1"
"hk_person_03235241","1","1"
"hk_person_03235242","1","1"
"hk_person_03235279","1","1"
"hk_person_03235283","1","1"
"hk_person_03235383","1","1"
"hk_person_03235390","1","1"
"hk_person_03235391","1","1"
"hk_person_03235392","1","1"
"hk_person_03235564","1","1"
"hk_person_03235655","1","1"
"hk_person_03235656","1","1"
"hk_person_03235694","1","1"
"hk_person_03235735","1","1"
"hk_person_03235736","1","1"
"hk_person_03235737","1","1"
"hk_person_03235799","1","1"
"hk_person_03235800","1","1"
"hk_person_03235946","1","1"
"hk_person_03235962","1","1"
"hk_person_03236040","1","1"
"hk_person_03236128","1","1"
"hk_person_03236155","1","1"
"hk_person_03236320","1","1"
"hk_person_03236473","1","1"
"hk_person_03236520","1","1"
"hk_person_03236521","1","1"
"hk_person_03236523","1","1"
"hk_person_03236550","1","1"
"hk_person_03236551","1","1"
"hk_person_03236620","1","1"
"hk_person_03236655","1","1"
"hk_person_03236656","1","1"
"hk_person_03236666","1","1"
"hk_person_03236667","1","1"
"hk_person_03236668","1","1"
"hk_person_03236688","1","1"
"hk_person_03236721","1","1"
"hk_person_03236726","1","1"
"hk_person_03236812","1","1"
"hk_person_03236813","1","1"
"hk_person_03236814","1","1"
"hk_person_03236815","1","1"
"hk_person_03236832","1","1"
"hk_person_03236833","1","1"
"hk_person_03236834","1","1"
"hk_person_03236835","1","1"
"hk_person_03236855","1","1"
"hk_person_03236914","1","1"
"hk_person_03236915","1","1"
"hk_person_03236916","1","1"
"hk_person_03236917","1","1"
"hk_person_03237039","1","1"
"hk_person_03237094","1","1"
"hk_person_03237096","1","1"
"hk_person_03237097","1","1"
"hk_person_03237126","1","1"
"hk_person_03237127","1","1"
"hk_person_03237135","1","1"
"hk_person_03237136","1","1"
"hk_person_03237137","1","1"
"hk_person_03237138","1","1"
"hk_person_03237294","1","1"
"hk_person_03237335","1","1"
"hk_person_03237433","1","1"
"hk_person_03237434","1","1"
"hk_person_03237626","1","1"
"hk_person_03237734","1","1"
"hk_person_03237735","1","1"
"hk_person_03237736","1","1"
"hk_person_03237737","1","1"
"hk_person_03237739","1","1"
"hk_person_03237762","1","1"
"hk_person_03237784","1","1"
"hk_person_03237785","1","1"
"hk_person_03237786","1","1"
"hk_person_03237828","1","1"
"hk_person_03237832","1","1"
"hk_person_03237869","1","1"
"hk_person_03237870","1","1"
"hk_person_03237970","1","1"
"hk_person_03237971","1","1"
"hk_person_03238089","1","1"
"hk_person_03238093","1","1"
"hk_person_03238138","1","1"
"hk_person_03238146","1","1"
"hk_person_03238230","1","1"
"hk_person_03238231","1","1"
"hk_person_03238323","1","1"
"hk_person_03238422","1","1"
"hk_person_03238557","1","1"
"hk_person_03238588","1","1"
"hk_person_03238590","1","1"
"hk_person_03238591","1","1"
"hk_person_03238592","1","1"
"hk_person_03238594","1","1"
"hk_person_03238595","1","1"
"hk_person_03238612","1","1"
"hk_person_03238613","1","1"
"hk_person_03238772","1","1"
"hk_person_03238773","1","1"
"hk_person_03238775","1","1"
"hk_person_03238785","1","1"
"hk_person_03238803","1","1"
"hk_person_03238870","1","1"
"hk_person_03238873","1","1"
"hk_person_03238967","1","1"
"hk_person_03238968","1","1"
"hk_person_03238973","1","1"
"hk_person_03239033","1","1"
"hk_person_03239034","1","1"
"hk_person_03239035","1","1"
"hk_person_03239083","1","1"
"hk_person_03239249","1","1"
"hk_person_03239266","1","1"
"hk_person_03239267","1","1"
"hk_person_03239269","1","1"
"hk_person_03239332","1","1"
"hk_person_03239333","1","1"
"hk_person_03239497","1","1"
"hk_person_03239505","1","1"
"hk_person_03239545","1","1"
"hk_person_03239546","1","1"
"hk_person_03239547","1","1"
"hk_person_03239564","1","1"
"hk_person_03239601","1","1"
"hk_person_03239602","1","1"
"hk_person_03239607","1","1"
"hk_person_03239608","1","1"
"hk_person_03239610","1","1"
"hk_person_03239611","1","1"
"hk_person_03239678","1","1"
"hk_person_03239691","1","1"
"hk_person_03239692","1","1"
"hk_person_03239693","1","1"
"hk_person_03239741","1","1"
"hk_person_03239742","1","1"
"hk_person_03239743","1","1"
"hk_person_03239747","1","1"
"hk_person_03239792","1","1"
"hk_person_03239815","1","1"
"hk_person_03239816","1","1"
"hk_person_03239817","1","1"
"hk_person_03239903","1","1"
"hk_person_03239925","1","1"
"hk_person_03239926","1","1"
"hk_person_03239928","1","1"
"hk_person_03239968","1","1"
"hk_person_03239969","1","1"
"hk_person_03239970","1","1"
"hk_person_03239988","1","1"
"hk_person_03239989","1","1"
"hk_person_03239990","1","1"
"hk_person_03240010","1","1"
"hk_person_03240011","1","1"
"hk_person_03240104","1","1"
"hk_person_03240105","1","1"
"hk_person_03240174","1","1"
"hk_person_03240175","1","1"
"hk_person_03240176","1","1"
"hk_person_03240177","1","1"
"hk_person_03240178","1","1"
"hk_person_03240194","1","1"
"hk_person_03240293","1","1"
"hk_person_03240322","1","1"
"hk_person_03240341","1","1"
"hk_person_03240351","1","1"
"hk_person_03240450","1","1"
"hk_person_03240451","1","1"
"hk_person_03240456","1","1"
"hk_person_03240457","1","1"
"hk_person_03240519","1","1"
"hk_person_03240520","1","1"
"hk_person_03240521","1","1"
"hk_person_03240541","1","1"
"hk_person_03240542","1","1"
"hk_person_03240561","1","1"
"hk_person_03240562","1","1"
"hk_person_03240563","1","1"
"hk_person_03240564","1","1"
"hk_person_03240572","1","1"
"hk_person_03240666","1","1"
"hk_person_03240729","1","1"
"hk_person_03240730","1","1"
"hk_person_03240731","1","1"
"hk_person_03240732","1","1"
"hk_person_03240740","1","1"
"hk_person_03240741","1","1"
"hk_person_03240742","1","1"
"hk_person_03240752","1","1"
"hk_person_03240754","1","1"
"hk_person_03240755","1","1"
"hk_person_03240756","1","1"
"hk_person_03240765","1","1"
"hk_person_03240851","1","1"
"hk_person_03240852","1","1"
"hk_person_03240854","1","1"
"hk_person_03240861","1","1"
"hk_person_03240884","1","1"
"hk_person_03240912","1","1"
"hk_person_03241028","1","1"
"hk_person_03241079","1","1"
"hk_person_03241080","1","1"
"hk_person_03241083","1","1"
"hk_person_03241173","1","1"
"hk_person_03241225","1","1"
"hk_person_03241227","1","1"
"hk_person_03241228","1","1"
"hk_person_03241262","1","1"
"hk_person_03241292","1","1"
"hk_person_03241293","1","1"
"hk_person_03241294","1","1"
"hk_person_03241298","1","1"
"hk_person_03241378","1","1"
"hk_person_03241380","1","1"
"hk_person_03241453","1","1"
"hk_person_03241462","1","1"
"hk_person_03241463","1","1"
"hk_person_03241464","1","1"
"hk_person_03241498","1","1"
"hk_person_03241516","1","1"
"hk_person_03241517","1","1"
"hk_person_03241518","1","1"
"hk_person_03241533","1","1"
"hk_person_03241577","1","1"
"hk_person_03241621","1","1"
"hk_person_03241623","1","1"
"hk_person_03241636","1","1"
"hk_person_03241656","1","1"
"hk_person_03241712","1","1"
"hk_person_03241713","1","1"
"hk_person_03241739","1","1"
"hk_person_03241865","1","1"
"hk_person_03241923","1","1"
"hk_person_03241924","1","1"
"hk_person_03241925","1","1"
"hk_person_03241960","1","1"
"hk_person_03242041","1","1"
"hk_person_03242050","1","1"
"hk_person_03242139","1","1"
"hk_person_03242140","1","1"
"hk_person_03242246","1","1"
"hk_person_03242352","1","1"
"hk_person_03242380","1","1"
"hk_person_03242381","1","1"
"hk_person_03242523","1","1"
"hk_person_03242525","1","1"
"hk_person_03242616","1","1"
"hk_person_03242739","1","1"
"hk_person_03242764","1","1"
"hk_person_03242765","1","1"
"hk_person_03242766","1","1"
"hk_person_03242800","1","1"
"hk_person_03242801","1","1"
"hk_person_03242802","1","1"
"hk_person_03242812","1","1"
"hk_person_03242871","1","1"
"hk_person_03242873","1","1"
"hk_person_03242995","1","1"
"hk_person_03242998","1","1"
"hk_person_03243000","1","1"
"hk_person_03243032","1","1"
"hk_person_03243039","1","1"
"hk_person_03243040","1","1"
"hk_person_03243105","1","1"
"hk_person_03243107","1","1"
"hk_person_03243136","1","1"
"hk_person_03243289","1","1"
"hk_person_03243291","1","1"
"hk_person_03243292","1","1"
"hk_person_03243293","1","1"
"hk_person_03243424","1","1"
"hk_person_03243425","1","1"
"hk_person_03243430","1","1"
"hk_person_03243454","1","1"
"hk_person_03243455","1","1"
"hk_person_03243479","1","1"
"hk_person_03243481","1","1"
"hk_person_03243641","1","1"
"hk_person_03243642","1","1"
"hk_person_03243649","1","1"
"hk_person_03243665","1","1"
"hk_person_03243695","1","1"
"hk_person_03243697","1","1"
"hk_person_03243699","1","1"
"hk_person_03243833","1","1"
"hk_person_03243834","1","1"
"hk_person_03243835","1","1"
"hk_person_03243876","1","1"
"hk_person_03243877","1","1"
"hk_person_03243954","1","1"
"hk_person_03243957","1","1"
"hk_person_03243971","1","1"
"hk_person_03243982","1","1"
"hk_person_03243983","1","1"
"hk_person_03244017","1","1"
"hk_person_03244046","1","1"
"hk_person_03244047","1","1"
"hk_person_03244048","1","1"
"hk_person_03244107","1","1"
"hk_person_03244118","1","1"
"hk_person_03244119","1","1"
"hk_person_03244120","1","1"
"hk_person_03244248","1","1"
"hk_person_03244251","1","1"
"hk_person_03244280","1","1"
"hk_person_03244281","1","1"
"hk_person_03244325","1","1"
"hk_person_03244326","1","1"
"hk_person_03244338","1","1"
"hk_person_03244339","1","1"
"hk_person_03244376","1","1"
"hk_person_03244377","1","1"
"hk_person_03244414","1","1"
"hk_person_03244420","1","1"
"hk_person_03244421","1","1"
"hk_person_03244422","1","1"
"hk_person_03244444","1","1"
"hk_person_03244445","1","1"
"hk_person_03244446","1","1"
"hk_person_03244463","1","1"
"hk_person_03244464","1","1"
"hk_person_03244534","1","1"
"hk_person_03244535","1","1"
"hk_person_03244567","1","1"
"hk_person_03244688","1","1"
"hk_person_03244689","1","1"
"hk_person_03244756","1","1"
"hk_person_03244757","1","1"
"hk_person_03244758","1","1"
"hk_person_03244788","1","1"
"hk_person_03244796","1","1"
"hk_person_03244842","1","1"
"hk_person_03244843","1","1"
"hk_person_03244855","1","1"
"hk_person_03244863","1","1"
"hk_person_03244910","1","1"
"hk_person_03244911","1","1"
"hk_person_03244930","1","1"
"hk_person_03244931","1","1"
"hk_person_03244932","1","1"
"hk_person_03244957","1","1"
"hk_person_03245085","1","1"
"hk_person_03245122","1","1"
"hk_person_03245154","1","1"
"hk_person_03245155","1","1"
"hk_person_03245173","1","1"
"hk_person_03245244","1","1"
"hk_person_03245245","1","1"
"hk_person_03245246","1","1"
"hk_person_03245247","1","1"
"hk_person_03245352","1","1"
"hk_person_03245521","1","1"
"hk_person_03245523","1","1"
"hk_person_03245528","1","1"
"hk_person_03245530","1","1"
"hk_person_03245540","1","1"
"hk_person_03245542","1","1"
"hk_person_03245543","1","1"
"hk_person_03245704","1","1"
"hk_person_03245705","1","1"
"hk_person_03245706","1","1"
"hk_person_03245729","1","1"
"hk_person_03245778","1","1"
"hk_person_03245779","1","1"
"hk_person_03245796","1","1"
"hk_person_03246017","1","1"
"hk_person_03246019","1","1"
"hk_person_03246020","1","1"
"hk_person_03246039","1","1"
"hk_person_03246040","1","1"
"hk_person_03246163","1","1"
"hk_person_03246193","1","1"
"hk_person_03246194","1","1"
"hk_person_03246195","1","1"
"hk_person_03246197","1","1"
"hk_person_03246304","1","1"
"hk_person_03246308","1","1"
"hk_person_03246379","1","1"
"hk_person_03246472","1","1"
"hk_person_03246473","1","1"
"hk_person_03246474","1","1"
"hk_person_03246516","1","1"
"hk_person_03246632","1","1"
"hk_person_03246633","1","1"
"hk_person_03246634","1","1"
"hk_person_03246635","1","1"
"hk_person_03246739","1","1"
"hk_person_03246740","1","1"
"hk_person_03246741","1","1"
"hk_person_03246742","1","1"
"hk_person_03246743","1","1"
"hk_person_03246744","1","1"
"hk_person_03246765","1","1"
"hk_person_03246805","1","1"
"hk_person_03246806","1","1"
"hk_person_03246807","1","1"
"hk_person_03246865","1","1"
"hk_person_03246932","1","1"
"hk_person_03247032","1","1"
"hk_person_03247033","1","1"
"hk_person_03247055","1","1"
"hk_person_03247058","1","1"
"hk_person_03247111","1","1"
"hk_person_03247163","1","1"
"hk_person_03247175","1","1"
"hk_person_03247201","1","1"
"hk_person_03247202","1","1"
"hk_person_03247212","1","1"
"hk_person_03247213","1","1"
"hk_person_03247317","1","1"
"hk_person_03247337","1","1"
"hk_person_03247385","1","1"
"hk_person_03247471","1","1"
"hk_person_03247472","1","1"
"hk_person_03247501","1","1"
"hk_person_03247589","1","1"
"hk_person_03247707","1","1"
"hk_person_03247727","1","1"
"hk_person_03247728","1","1"
"hk_person_03247747","1","1"
"hk_person_03247755","1","1"
"hk_person_03247766","1","1"
"hk_person_03247767","1","1"
"hk_person_03247769","1","1"
"hk_person_03247770","1","1"
"hk_person_03247772","1","1"
"hk_person_03247804","1","1"
"hk_person_03247805","1","1"
"hk_person_03247806","1","1"
"hk_person_03247807","1","1"
"hk_person_03247930","1","1"
"hk_person_03248011","1","1"
"hk_person_03248012","1","1"
"hk_person_03248013","1","1"
"hk_person_03248031","1","1"
"hk_person_03248046","1","1"
"hk_person_03248052","1","1"
"hk_person_03248054","1","1"
"hk_person_03248124","1","1"
"hk_person_03248125","1","1"
"hk_person_03248126","1","1"
"hk_person_03248129","1","1"
"hk_person_03248139","1","1"
"hk_person_03248140","1","1"
"hk_person_03248141","1","1"
"hk_person_03248240","1","1"
"hk_person_03248398","1","1"
"hk_person_03248399","1","1"
"hk_person_03248533","1","1"
"hk_person_03248535","1","1"
"hk_person_03248575","1","1"
"hk_person_03248576","1","1"
"hk_person_03248577","1","1"
"hk_person_03248608","1","1"
"hk_person_03248620","1","1"
"hk_person_03248680","1","1"
"hk_person_03248681","1","1"
"hk_person_03248696","1","1"
"hk_person_03248793","1","1"
"hk_person_03248795","1","1"
"hk_person_03248806","1","1"
"hk_person_03248807","1","1"
"hk_person_03248858","1","1"
"hk_person_03248860","1","1"
"hk_person_03248913","1","1"
"hk_person_03248932","1","1"
"hk_person_03248934","1","1"
"hk_person_03248982","1","1"
"hk_person_03248984","1","1"
"hk_person_03249076","1","1"
"hk_person_03249134","1","1"
"hk_person_03249143","1","1"
"hk_person_03249177","1","1"
"hk_person_03249231","1","1"
"hk_person_03249353","1","1"
"hk_person_03249362","1","1"
"hk_person_03249404","1","1"
"hk_person_03249405","1","1"
"hk_person_03249406","1","1"
"hk_person_03249504","1","1"
"hk_person_03249560","1","1"
"hk_person_03249607","1","1"
"hk_person_03249611","1","1"
"hk_person_03249612","1","1"
"hk_person_03249613","1","1"
"hk_person_03249658","1","1"
"hk_person_03249664","1","1"
"hk_person_03249783","1","1"
"hk_person_03249809","1","1"
"hk_person_03249814","1","1"
"hk_person_03249845","1","1"
"hk_person_03249846","1","1"
"hk_person_03249878","1","1"
"hk_person_03249879","1","1"
"hk_person_03249937","1","1"
"hk_person_03250001","1","1"
"hk_person_03250002","1","1"
"hk_person_03250004","1","1"
"hk_person_03250130","1","1"
"hk_person_03250131","1","1"
"hk_person_03250137","1","1"
"hk_person_03250138","1","1"
"hk_person_03250140","1","1"
"hk_person_03250201","1","1"
"hk_person_03250252","1","1"
"hk_person_03250262","1","1"
"hk_person_03250264","1","1"
"hk_person_03250305","1","1"
"hk_person_03250372","1","1"
"hk_person_03250380","1","1"
"hk_person_03250393","1","1"
"hk_person_03250431","1","1"
"hk_person_03250454","1","1"
"hk_person_03250457","1","1"
"hk_person_03250590","1","1"
"hk_person_03250591","1","1"
"hk_person_03250592","1","1"
"hk_person_03250593","1","1"
"hk_person_03250643","1","1"
"hk_person_03250654","1","1"
"hk_person_03250655","1","1"
"hk_person_03250731","1","1"
"hk_person_03250732","1","1"
"hk_person_03250733","1","1"
"hk_person_03250835","1","1"
"hk_person_03250837","1","1"
"hk_person_03250977","1","1"
"hk_person_03250978","1","1"
"hk_person_03251056","1","1"
"hk_person_03251057","1","1"
"hk_person_03251096","1","1"
"hk_person_03251097","1","1"
"hk_person_03251211","1","1"
"hk_person_03251212","1","1"
"hk_person_03251382","1","1"
"hk_person_03251404","1","1"
"hk_person_03251533","1","1"
"hk_person_03251534","1","1"
"hk_person_03251642","1","1"
"hk_person_03251692","1","1"
"hk_person_03251693","1","1"
"hk_person_03251694","1","1"
"hk_person_03251761","1","1"
"hk_person_03251764","1","1"
"hk_person_03251766","1","1"
"hk_person_03251793","1","1"
"hk_person_03251794","1","1"
"hk_person_03251795","1","1"
"hk_person_03251860","1","1"
"hk_person_03251904","1","1"
"hk_person_03251905","1","1"
"hk_person_03251909","1","1"
"hk_person_03251910","1","1"
"hk_person_03252050","1","1"
"hk_person_03252052","1","1"
"hk_person_03252053","1","1"
"hk_person_03252057","1","1"
"hk_person_03252058","1","1"
"hk_person_03252059","1","1"
"hk_person_03252192","1","1"
"hk_person_03252195","1","1"
"hk_person_03252196","1","1"
"hk_person_03252250","1","1"
"hk_person_03252252","1","1"
"hk_person_03252262","1","1"
"hk_person_03252263","1","1"
"hk_person_03252290","1","1"
"hk_person_03252373","1","1"
"hk_person_03252455","1","1"
"hk_person_03252527","1","1"
"hk_person_03252528","1","1"
"hk_person_03252590","1","1"
"hk_person_03252591","1","1"
"hk_person_03252618","1","1"
"hk_person_03252648","1","1"
"hk_person_03252693","1","1"
"hk_person_03252827","1","1"
"hk_person_03252843","1","1"
"hk_person_03252844","1","1"
"hk_person_03252845","1","1"
"hk_person_03252846","1","1"
"hk_person_03252865","1","1"
"hk_person_03252866","1","1"
"hk_person_03252868","1","1"
"hk_person_03252869","1","1"
"hk_person_03252877","1","1"
"hk_person_03252908","1","1"
"hk_person_03252909","1","1"
"hk_person_03253001","1","1"
"hk_person_03253006","1","1"
"hk_person_03253038","1","1"
"hk_person_03253063","1","1"
"hk_person_03253064","1","1"
"hk_person_03253065","1","1"
"hk_person_03253066","1","1"
"hk_person_03253106","1","1"
"hk_person_03253107","1","1"
"hk_person_03253108","1","1"
"hk_person_03253122","1","1"
"hk_person_03253123","1","1"
"hk_person_03253279","1","1"
"hk_person_03253280","1","1"
"hk_person_03253295","1","1"
"hk_person_03253405","1","1"
"hk_person_03253509","1","1"
"hk_person_03253517","1","1"
"hk_person_03253552","1","1"
"hk_person_03253555","1","1"
"hk_person_03253567","1","1"
"hk_person_03253568","1","1"
"hk_person_03253584","1","1"
"hk_person_03253585","1","1"
"hk_person_03253591","1","1"
"hk_person_03253592","1","1"
"hk_person_03253695","1","1"
"hk_person_03253701","1","1"
"hk_person_03253748","1","1"
"hk_person_03253869","1","1"
"hk_person_03253870","1","1"
"hk_person_03253871","1","1"
"hk_person_03253943","1","1"
"hk_person_03253995","1","1"
"hk_person_03253996","1","1"
"hk_person_03254013","1","1"
"hk_person_03254027","1","1"
"hk_person_03254056","1","1"
"hk_person_03254061","1","1"
"hk_person_03254208","1","1"
"hk_person_03254209","1","1"
"hk_person_03254210","1","1"
"hk_person_03254212","1","1"
"hk_person_03254237","1","1"
"hk_person_03254238","1","1"
"hk_person_03254251","1","1"
"hk_person_03254267","1","1"
"hk_person_03254268","1","1"
"hk_person_03254269","1","1"
"hk_person_03254302","1","1"
"hk_person_03254304","1","1"
"hk_person_03254343","1","1"
"hk_person_03254344","1","1"
"hk_person_03254345","1","1"
"hk_person_03254356","1","1"
"hk_person_03254387","1","1"
"hk_person_03254388","1","1"
"hk_person_03254474","1","1"
"hk_person_03254639","1","1"
"hk_person_03254698","1","1"
"hk_person_03254700","1","1"
"hk_person_03254702","1","1"
"hk_person_03254703","1","1"
"hk_person_03254725","1","1"
"hk_person_03254796","1","1"
"hk_person_03254797","1","1"
"hk_person_03254806","1","1"
"hk_person_03255100","1","1"
"hk_person_03255101","1","1"
"hk_person_03255115","1","1"
"hk_person_03255119","1","1"
"hk_person_03255120","1","1"
"hk_person_03255137","1","1"
"hk_person_03255138","1","1"
"hk_person_03255145","1","1"
"hk_person_03255227","1","1"
"hk_person_03255228","1","1"
"hk_person_03255318","1","1"
"hk_person_03255319","1","1"
"hk_person_03255321","1","1"
"hk_person_03255367","1","1"
"hk_person_03255369","1","1"
"hk_person_03255370","1","1"
"hk_person_03255371","1","1"
"hk_person_03255403","1","1"
"hk_person_03255404","1","1"
"hk_person_03255410","1","1"
"hk_person_03255411","1","1"
"hk_person_03255413","1","1"
"hk_person_03255417","1","1"
"hk_person_03255418","1","1"
"hk_person_03255434","1","1"
"hk_person_03255444","1","1"
"hk_person_03255446","1","1"
"hk_person_03255591","1","1"
"hk_person_03255613","1","1"
"hk_person_03255945","1","1"
"hk_person_03255982","1","1"
"hk_person_03255983","1","1"
"hk_person_03255984","1","1"
"hk_person_03256021","1","1"
"hk_person_03256057","1","1"
"hk_person_03256266","1","1"
"hk_person_03256267","1","1"
"hk_person_03256295","1","1"
"hk_person_03256297","1","1"
"hk_person_03256380","1","1"
"hk_person_03256381","1","1"
"hk_person_03256426","1","1"
"hk_person_03256542","1","1"
"hk_person_03256543","1","1"
"hk_person_03256756","1","1"
"hk_person_03256774","1","1"
"hk_person_03256870","1","1"
"hk_person_03256884","1","1"
"hk_person_03256885","1","1"
"hk_person_03256886","1","1"
"hk_person_03256887","1","1"
"hk_person_03256890","1","1"
"hk_person_03256891","1","1"
"hk_person_03256966","1","1"
"hk_person_03256968","1","1"
"hk_person_03257012","1","1"
"hk_person_03257017","1","1"
"hk_person_03257030","1","1"
"hk_person_03257032","1","1"
"hk_person_03257112","1","1"
"hk_person_03257113","1","1"
"hk_person_03257115","1","1"
"hk_person_03257124","1","1"
"hk_person_03257125","1","1"
"hk_person_03257147","1","1"
"hk_person_03257148","1","1"
"hk_person_03257150","1","1"
"hk_person_03257277","1","1"
"hk_person_03257278","1","1"
"hk_person_03257326","1","1"
"hk_person_03257410","1","1"
"hk_person_03257411","1","1"
"hk_person_03257422","1","1"
"hk_person_03257497","1","1"
"hk_person_03257498","1","1"
"hk_person_03257499","1","1"
"hk_person_03257658","1","1"
"hk_person_03257708","1","1"
"hk_person_03257793","1","1"
"hk_person_03257795","1","1"
"hk_person_03257831","1","1"
"hk_person_03257832","1","1"
"hk_person_03258078","1","1"
"hk_person_03258272","1","1"
"hk_person_03258306","1","1"
"hk_person_03258307","1","1"
"hk_person_03258322","1","1"
"hk_person_03258379","1","1"
"hk_person_03258380","1","1"
"hk_person_03258394","1","1"
"hk_person_03258399","1","1"
"hk_person_03258400","1","1"
"hk_person_03258423","1","1"
"hk_person_03258424","1","1"
"hk_person_03258425","1","1"
"hk_person_03258471","1","1"
"hk_person_03258472","1","1"
"hk_person_03258694","1","1"
"hk_person_03258713","1","1"
"hk_person_03258733","1","1"
"hk_person_03258735","1","1"
"hk_person_03258780","1","1"
"hk_person_03258781","1","1"
"hk_person_03258804","1","1"
"hk_person_03258805","1","1"
"hk_person_03258806","1","1"
"hk_person_03258807","1","1"
"hk_person_03258846","1","1"
"hk_person_03258847","1","1"
"hk_person_03258848","1","1"
"hk_person_03258933","1","1"
"hk_person_03258998","1","1"
"hk_person_03258999","1","1"
"hk_person_03259001","1","1"
"hk_person_03259002","1","1"
"hk_person_03259046","1","1"
"hk_person_03259047","1","1"
"hk_person_03259066","1","1"
"hk_person_03259067","1","1"
"hk_person_03259071","1","1"
"hk_person_03259142","1","1"
"hk_person_03259144","1","1"
"hk_person_03259152","1","1"
"hk_person_03259153","1","1"
"hk_person_03259270","1","1"
"hk_person_03259286","1","1"
"hk_person_03259422","1","1"
"hk_person_03259454","1","1"
"hk_person_03259455","1","1"
"hk_person_03259456","1","1"
"hk_person_03259519","1","1"
"hk_person_03259520","1","1"
"hk_person_03259522","1","1"
"hk_person_03259540","1","1"
"hk_person_03259541","1","1"
"hk_person_03259622","1","1"
"hk_person_03259624","1","1"
"hk_person_03259627","1","1"
"hk_person_03259634","1","1"
"hk_person_03259761","1","1"
"hk_person_03259765","1","1"
"hk_person_03259766","1","1"
"hk_person_03259835","1","1"
"hk_person_03259839","1","1"
"hk_person_03259855","1","1"
"hk_person_03259905","1","1"
"hk_person_03259906","1","1"
"hk_person_03259931","1","1"
"hk_person_03260026","1","1"
"hk_person_03260035","1","1"
"hk_person_03260036","1","1"
"hk_person_03260037","1","1"
"hk_person_03260038","1","1"
"hk_person_03260091","1","1"
"hk_person_03260092","1","1"
"hk_person_03260105","1","1"
"hk_person_03260107","1","1"
"hk_person_03260108","1","1"
"hk_person_03260122","1","1"
"hk_person_03260242","1","1"
"hk_person_03260253","1","1"
"hk_person_03260256","1","1"
"hk_person_03260317","1","1"
"hk_person_03260323","1","1"
"hk_person_03260358","1","1"
"hk_person_03260359","1","1"
"hk_person_03260527","1","1"
"hk_person_03260532","1","1"
"hk_person_03260533","1","1"
"hk_person_03260552","1","1"
"hk_person_03260823","1","1"
"hk_person_03260824","1","1"
"hk_person_03260825","1","1"
"hk_person_03260826","1","1"
"hk_person_03260828","1","1"
"hk_person_03260866","1","1"
"hk_person_03260923","1","1"
"hk_person_03261051","1","1"
"hk_person_03261053","1","1"
"hk_person_03261058","1","1"
"hk_person_03261128","1","1"
"hk_person_03261172","1","1"
"hk_person_03261201","1","1"
"hk_person_03261334","1","1"
"hk_person_03261336","1","1"
"hk_person_03261411","1","1"
"hk_person_03261412","1","1"
"hk_person_03261413","1","1"
"hk_person_03261418","1","1"
"hk_person_03261480","1","1"
"hk_person_03261588","1","1"
"hk_person_03261765","1","1"
"hk_person_03261941","1","1"
"hk_person_03261942","1","1"
"hk_person_03261973","1","1"
"hk_person_03261974","1","1"
"hk_person_03261975","1","1"
"hk_person_03261978","1","1"
"hk_person_03262046","1","1"
"hk_person_03262077","1","1"
"hk_person_03262195","1","1"
"hk_person_03262198","1","1"
"hk_person_03262248","1","1"
"hk_person_03262249","1","1"
"hk_person_03262299","1","1"
"hk_person_03262372","1","1"
"hk_person_03262374","1","1"
"hk_person_03262417","1","1"
"hk_person_03262525","1","1"
"hk_person_03262552","1","1"
"hk_person_03262554","1","1"
"hk_person_03262561","1","1"
"hk_person_03262562","1","1"
"hk_person_03262572","1","1"
"hk_person_03262573","1","1"
"hk_person_03262575","1","1"
"hk_person_03262591","1","1"
"hk_person_03262618","1","1"
"hk_person_03262646","1","1"
"hk_person_03262648","1","1"
"hk_person_03262649","1","1"
"hk_person_03262668","1","1"
"hk_person_03262669","1","1"
"hk_person_03262810","1","1"
"hk_person_03262813","1","1"
"hk_person_03262814","1","1"
"hk_person_03262815","1","1"
"hk_person_03262816","1","1"
"hk_person_03262831","1","1"
"hk_person_03262832","1","1"
"hk_person_03262881","1","1"
"hk_person_03262938","1","1"
"hk_person_03262992","1","1"
"hk_person_03262993","1","1"
"hk_person_03263009","1","1"
"hk_person_03263013","1","1"
"hk_person_03263126","1","1"
"hk_person_03263128","1","1"
"hk_person_03263139","1","1"
"hk_person_03263140","1","1"
