"person_id","pt_no_transit_route_lines","pt_no_stop_lines"
"hk_person_01722336","1","1"
"hk_person_01722337","1","1"
"hk_person_01722362","1","1"
"hk_person_01722364","1","1"
"hk_person_01722365","1","1"
"hk_person_01722375","1","1"
"hk_person_01722378","1","1"
"hk_person_01722400","1","1"
"hk_person_01722401","1","1"
"hk_person_01722402","1","1"
"hk_person_01722403","1","1"
"hk_person_01722521","1","1"
"hk_person_01722523","1","1"
"hk_person_01722526","1","1"
"hk_person_01722634","1","1"
"hk_person_01722635","1","1"
"hk_person_01722707","1","1"
"hk_person_01722789","1","1"
"hk_person_01722790","1","1"
"hk_person_01722791","1","1"
"hk_person_01722842","1","1"
"hk_person_01722843","1","1"
"hk_person_01722845","1","1"
"hk_person_01722946","1","1"
"hk_person_01722948","1","1"
"hk_person_01722949","1","1"
"hk_person_01722950","1","1"
"hk_person_01723114","1","1"
"hk_person_01723313","1","1"
"hk_person_01723455","1","1"
"hk_person_01723607","1","1"
"hk_person_01723608","1","1"
"hk_person_01723756","1","1"
"hk_person_01723920","1","1"
"hk_person_01723969","1","1"
"hk_person_01723970","1","1"
"hk_person_01724006","1","1"
"hk_person_01724010","1","1"
"hk_person_01724011","1","1"
"hk_person_01724093","1","1"
"hk_person_01724211","1","1"
"hk_person_01724268","1","1"
"hk_person_01724324","1","1"
"hk_person_01724347","1","1"
"hk_person_01724403","1","1"
"hk_person_01724462","1","1"
"hk_person_01724464","1","1"
"hk_person_01724523","1","1"
"hk_person_01724524","1","1"
"hk_person_01724816","1","1"
"hk_person_01724818","1","1"
"hk_person_01724830","1","1"
"hk_person_01724831","1","1"
"hk_person_01725024","1","1"
"hk_person_01725068","1","1"
"hk_person_01725118","1","1"
"hk_person_01725142","1","1"
"hk_person_01725143","1","1"
"hk_person_01725144","1","1"
"hk_person_01725145","1","1"
"hk_person_01725262","1","1"
"hk_person_01725298","1","1"
"hk_person_01725300","1","1"
"hk_person_01725407","1","1"
"hk_person_01725408","1","1"
"hk_person_01725489","1","1"
"hk_person_01725490","1","1"
"hk_person_01725493","1","1"
"hk_person_01725494","1","1"
"hk_person_01725495","1","1"
"hk_person_01725496","1","1"
"hk_person_01725497","1","1"
"hk_person_01725499","1","1"
"hk_person_01725500","1","1"
"hk_person_01725501","1","1"
"hk_person_01725505","1","1"
"hk_person_01725514","1","1"
"hk_person_01725515","1","1"
"hk_person_01725516","1","1"
"hk_person_01725517","1","1"
"hk_person_01725598","1","1"
"hk_person_01725599","1","1"
"hk_person_01725618","1","1"
"hk_person_01725619","1","1"
"hk_person_01725620","1","1"
"hk_person_01725623","1","1"
"hk_person_01725697","1","1"
"hk_person_01725740","1","1"
"hk_person_01725790","1","1"
"hk_person_01725797","1","1"
"hk_person_01725798","1","1"
"hk_person_01725870","1","1"
"hk_person_01725871","1","1"
"hk_person_01725989","1","1"
"hk_person_01725993","1","1"
"hk_person_01725994","1","1"
"hk_person_01726093","1","1"
"hk_person_01726095","1","1"
"hk_person_01726096","1","1"
"hk_person_01726161","1","1"
"hk_person_01726162","1","1"
"hk_person_01726163","1","1"
"hk_person_01726167","1","1"
"hk_person_01726173","1","1"
"hk_person_01726174","1","1"
"hk_person_01726289","1","1"
"hk_person_01726423","1","1"
"hk_person_01726424","1","1"
"hk_person_01726475","1","1"
"hk_person_01726593","1","1"
"hk_person_01726594","1","1"
"hk_person_01726596","1","1"
"hk_person_01726639","1","1"
"hk_person_01726695","1","1"
"hk_person_01726696","1","1"
"hk_person_01726697","1","1"
"hk_person_01726761","1","1"
"hk_person_01726895","1","1"
"hk_person_01726896","1","1"
"hk_person_01727026","1","1"
"hk_person_01727027","1","1"
"hk_person_01727224","1","1"
"hk_person_01727225","1","1"
"hk_person_01727226","1","1"
"hk_person_01727244","1","1"
"hk_person_01727245","1","1"
"hk_person_01727246","1","1"
"hk_person_01727259","1","1"
"hk_person_01727281","1","1"
"hk_person_01727282","1","1"
"hk_person_01727314","1","1"
"hk_person_01727315","1","1"
"hk_person_01727390","1","1"
"hk_person_01727392","1","1"
"hk_person_01727409","1","1"
"hk_person_01727423","1","1"
"hk_person_01727438","1","1"
"hk_person_01727459","1","1"
"hk_person_01727460","1","1"
"hk_person_01727478","1","1"
"hk_person_01727509","1","1"
"hk_person_01727674","1","1"
"hk_person_01727675","1","1"
"hk_person_01727677","1","1"
"hk_person_01727683","1","1"
"hk_person_01727698","1","1"
"hk_person_01727699","1","1"
"hk_person_01727714","1","1"
"hk_person_01727716","1","1"
"hk_person_01727717","1","1"
"hk_person_01727773","1","1"
"hk_person_01727873","1","1"
"hk_person_01727874","1","1"
"hk_person_01727875","1","1"
"hk_person_01727876","1","1"
"hk_person_01727878","1","1"
"hk_person_01727879","1","1"
"hk_person_01727880","1","1"
"hk_person_01727881","1","1"
"hk_person_01727883","1","1"
"hk_person_01727884","1","1"
"hk_person_01727966","1","1"
"hk_person_01727978","1","1"
"hk_person_01727990","1","1"
"hk_person_01727991","1","1"
"hk_person_01727997","1","1"
"hk_person_01727998","1","1"
"hk_person_01727999","1","1"
"hk_person_01728174","1","1"
"hk_person_01728193","1","1"
"hk_person_01728194","1","1"
"hk_person_01728195","1","1"
"hk_person_01728250","1","1"
"hk_person_01728364","1","1"
"hk_person_01728365","1","1"
"hk_person_01728376","1","1"
"hk_person_01728380","1","1"
"hk_person_01728382","1","1"
"hk_person_01728501","1","1"
"hk_person_01728502","1","1"
"hk_person_01728503","1","1"
"hk_person_01728528","1","1"
"hk_person_01728632","1","1"
"hk_person_01728633","1","1"
"hk_person_01728634","1","1"
"hk_person_01728750","1","1"
"hk_person_01728751","1","1"
"hk_person_01728959","1","1"
"hk_person_01728961","1","1"
"hk_person_01728988","1","1"
"hk_person_01728990","1","1"
"hk_person_01729109","1","1"
"hk_person_01729110","1","1"
"hk_person_01729139","1","1"
"hk_person_01729140","1","1"
"hk_person_01729141","1","1"
"hk_person_01729178","1","1"
"hk_person_01729179","1","1"
"hk_person_01729184","1","1"
"hk_person_01729216","1","1"
"hk_person_01729219","1","1"
"hk_person_01729222","1","1"
"hk_person_01729331","1","1"
"hk_person_01729332","1","1"
"hk_person_01729333","1","1"
"hk_person_01729334","1","1"
"hk_person_01729543","1","1"
"hk_person_01729544","1","1"
"hk_person_01729545","1","1"
"hk_person_01729546","1","1"
"hk_person_01729547","1","1"
"hk_person_01729564","1","1"
"hk_person_01729692","1","1"
"hk_person_01729693","1","1"
"hk_person_01729756","1","1"
"hk_person_01729757","1","1"
"hk_person_01729928","1","1"
"hk_person_01729932","1","1"
"hk_person_01729933","1","1"
"hk_person_01729934","1","1"
"hk_person_01729935","1","1"
"hk_person_01729936","1","1"
"hk_person_01729975","1","1"
"hk_person_01729976","1","1"
"hk_person_01729977","1","1"
"hk_person_01729978","1","1"
"hk_person_01729992","1","1"
"hk_person_01729993","1","1"
"hk_person_01730014","1","1"
"hk_person_01730015","1","1"
"hk_person_01730016","1","1"
"hk_person_01730017","1","1"
"hk_person_01730018","1","1"
"hk_person_01730019","1","1"
"hk_person_01730033","1","1"
"hk_person_01730054","1","1"
"hk_person_01730055","1","1"
"hk_person_01730058","1","1"
"hk_person_01730067","1","1"
"hk_person_01730068","1","1"
"hk_person_01730069","1","1"
"hk_person_01730071","1","1"
"hk_person_01730107","1","1"
"hk_person_01730108","1","1"
"hk_person_01730140","1","1"
"hk_person_01730141","1","1"
"hk_person_01730158","1","1"
"hk_person_01730159","1","1"
"hk_person_01730160","1","1"
"hk_person_01730196","1","1"
"hk_person_01730244","1","1"
"hk_person_01730274","1","1"
"hk_person_01730276","1","1"
"hk_person_01730312","1","1"
"hk_person_01730424","1","1"
"hk_person_01730425","1","1"
"hk_person_01730616","1","1"
"hk_person_01730727","1","1"
"hk_person_01730730","1","1"
"hk_person_01730731","1","1"
"hk_person_01730785","1","1"
"hk_person_01730800","1","1"
"hk_person_01730801","1","1"
"hk_person_01730835","1","1"
"hk_person_01730836","1","1"
"hk_person_01730837","1","1"
"hk_person_01730838","1","1"
"hk_person_01730839","1","1"
"hk_person_01730903","1","1"
"hk_person_01730920","1","1"
"hk_person_01730949","1","1"
"hk_person_01731064","1","1"
"hk_person_01731066","1","1"
"hk_person_01731099","1","1"
"hk_person_01731118","1","1"
"hk_person_01731119","1","1"
"hk_person_01731123","1","1"
"hk_person_01731124","1","1"
"hk_person_01731132","1","1"
"hk_person_01731135","1","1"
"hk_person_01731186","1","1"
"hk_person_01731190","1","1"
"hk_person_01731212","1","1"
"hk_person_01731213","1","1"
"hk_person_01731216","1","1"
"hk_person_01731229","1","1"
"hk_person_01731230","1","1"
"hk_person_01731289","1","1"
"hk_person_01731308","1","1"
"hk_person_01731480","1","1"
"hk_person_01731481","1","1"
"hk_person_01731577","1","1"
"hk_person_01731728","1","1"
"hk_person_01731730","1","1"
"hk_person_01731817","1","1"
"hk_person_01731819","1","1"
"hk_person_01731820","1","1"
"hk_person_01731841","1","1"
"hk_person_01731917","1","1"
"hk_person_01731918","1","1"
"hk_person_01731919","1","1"
"hk_person_01731966","1","1"
"hk_person_01731967","1","1"
"hk_person_01731968","1","1"
"hk_person_01732082","1","1"
"hk_person_01732083","1","1"
"hk_person_01732215","1","1"
"hk_person_01732216","1","1"
"hk_person_01732218","1","1"
"hk_person_01732285","1","1"
"hk_person_01732286","1","1"
"hk_person_01732358","1","1"
"hk_person_01732359","1","1"
"hk_person_01732360","1","1"
"hk_person_01732554","1","1"
"hk_person_01732557","1","1"
"hk_person_01732558","1","1"
"hk_person_01732559","1","1"
"hk_person_01732627","1","1"
"hk_person_01732628","1","1"
"hk_person_01732629","1","1"
"hk_person_01732630","1","1"
"hk_person_01732796","1","1"
"hk_person_01732797","1","1"
"hk_person_01732799","1","1"
"hk_person_01732809","1","1"
"hk_person_01733017","1","1"
"hk_person_01733018","1","1"
"hk_person_01733019","1","1"
"hk_person_01733020","1","1"
"hk_person_01733084","1","1"
"hk_person_01733169","1","1"
"hk_person_01733172","1","1"
"hk_person_01733173","1","1"
"hk_person_01733233","1","1"
"hk_person_01733235","1","1"
"hk_person_01733236","1","1"
"hk_person_01733239","1","1"
"hk_person_01733283","1","1"
"hk_person_01733284","1","1"
"hk_person_01733342","1","1"
"hk_person_01733354","1","1"
"hk_person_01733355","1","1"
"hk_person_01733356","1","1"
"hk_person_01733597","1","1"
"hk_person_01733829","1","1"
"hk_person_01733930","1","1"
"hk_person_01733933","1","1"
"hk_person_01733935","1","1"
"hk_person_01733936","1","1"
"hk_person_01733966","1","1"
"hk_person_01733967","1","1"
"hk_person_01733968","1","1"
"hk_person_01733969","1","1"
"hk_person_01734014","1","1"
"hk_person_01734015","1","1"
"hk_person_01734028","1","1"
"hk_person_01734029","1","1"
"hk_person_01734208","1","1"
"hk_person_01734209","1","1"
"hk_person_01734287","1","1"
"hk_person_01734289","1","1"
"hk_person_01734292","1","1"
"hk_person_01734452","1","1"
"hk_person_01734468","1","1"
"hk_person_01734566","1","1"
"hk_person_01734567","1","1"
"hk_person_01734568","1","1"
"hk_person_01734569","1","1"
"hk_person_01734570","1","1"
"hk_person_01734653","1","1"
"hk_person_01734654","1","1"
"hk_person_01734715","1","1"
"hk_person_01734717","1","1"
"hk_person_01734864","1","1"
"hk_person_01734879","1","1"
"hk_person_01734880","1","1"
"hk_person_01735026","1","1"
"hk_person_01735027","1","1"
"hk_person_01735028","1","1"
"hk_person_01735050","1","1"
"hk_person_01735059","1","1"
"hk_person_01735060","1","1"
"hk_person_01735061","1","1"
"hk_person_01735062","1","1"
"hk_person_01735126","1","1"
"hk_person_01735140","1","1"
"hk_person_01735141","1","1"
"hk_person_01735188","1","1"
"hk_person_01735190","1","1"
"hk_person_01735324","1","1"
"hk_person_01735326","1","1"
"hk_person_01735327","1","1"
"hk_person_01735328","1","1"
"hk_person_01735329","1","1"
"hk_person_01735330","1","1"
"hk_person_01735450","1","1"
"hk_person_01735478","1","1"
"hk_person_01735505","1","1"
"hk_person_01735506","1","1"
"hk_person_01735507","1","1"
"hk_person_01735509","1","1"
"hk_person_01735524","1","1"
"hk_person_01735557","1","1"
"hk_person_01735558","1","1"
"hk_person_01735815","1","1"
"hk_person_01735820","1","1"
"hk_person_01735865","1","1"
"hk_person_01735866","1","1"
"hk_person_01735931","1","1"
"hk_person_01736180","1","1"
"hk_person_01736182","1","1"
"hk_person_01736208","1","1"
"hk_person_01736209","1","1"
"hk_person_01736210","1","1"
"hk_person_01736305","1","1"
"hk_person_01736306","1","1"
"hk_person_01736308","1","1"
"hk_person_01736380","1","1"
"hk_person_01736381","1","1"
"hk_person_01736387","1","1"
"hk_person_01736389","1","1"
"hk_person_01736391","1","1"
"hk_person_01736393","1","1"
"hk_person_01736443","1","1"
"hk_person_01736444","1","1"
"hk_person_01736540","1","1"
"hk_person_01736541","1","1"
"hk_person_01736542","1","1"
"hk_person_01736543","1","1"
"hk_person_01736544","1","1"
"hk_person_01736667","1","1"
"hk_person_01736668","1","1"
"hk_person_01736702","1","1"
"hk_person_01736809","1","1"
"hk_person_01736812","1","1"
"hk_person_01736813","1","1"
"hk_person_01736814","1","1"
"hk_person_01736849","1","1"
"hk_person_01736851","1","1"
"hk_person_01737058","1","1"
"hk_person_01737220","1","1"
"hk_person_01737232","1","1"
"hk_person_01737351","1","1"
"hk_person_01737381","1","1"
"hk_person_01737382","1","1"
"hk_person_01737411","1","1"
"hk_person_01737447","1","1"
"hk_person_01737571","1","1"
"hk_person_01737637","1","1"
"hk_person_01737638","1","1"
"hk_person_01737647","1","1"
"hk_person_01737648","1","1"
"hk_person_01737649","1","1"
"hk_person_01737670","1","1"
"hk_person_01737672","1","1"
"hk_person_01737751","1","1"
"hk_person_01737770","1","1"
"hk_person_01737932","1","1"
"hk_person_01737933","1","1"
"hk_person_01738021","1","1"
"hk_person_01738022","1","1"
"hk_person_01738057","1","1"
"hk_person_01738058","1","1"
"hk_person_01738087","1","1"
"hk_person_01738105","1","1"
"hk_person_01738106","1","1"
"hk_person_01738108","1","1"
"hk_person_01738177","1","1"
"hk_person_01738178","1","1"
"hk_person_01738346","1","1"
"hk_person_01738380","1","1"
"hk_person_01738381","1","1"
"hk_person_01738395","1","1"
"hk_person_01738437","1","1"
"hk_person_01738590","1","1"
"hk_person_01738591","1","1"
"hk_person_01738595","1","1"
"hk_person_01738596","1","1"
"hk_person_01738597","1","1"
"hk_person_01738598","1","1"
"hk_person_01738792","1","1"
"hk_person_01738852","1","1"
"hk_person_01738853","1","1"
"hk_person_01738854","1","1"
"hk_person_01738880","1","1"
"hk_person_01738993","1","1"
"hk_person_01739064","1","1"
"hk_person_01739065","1","1"
"hk_person_01739066","1","1"
"hk_person_01739067","1","1"
"hk_person_01739069","1","1"
"hk_person_01739155","1","1"
"hk_person_01739156","1","1"
"hk_person_01739198","1","1"
"hk_person_01739306","1","1"
"hk_person_01739319","1","1"
"hk_person_01739320","1","1"
"hk_person_01739321","1","1"
"hk_person_01739415","1","1"
"hk_person_01739417","1","1"
"hk_person_01739455","1","1"
"hk_person_01739456","1","1"
"hk_person_01739457","1","1"
"hk_person_01739458","1","1"
"hk_person_01739459","1","1"
"hk_person_01739510","1","1"
"hk_person_01739526","1","1"
"hk_person_01739527","1","1"
"hk_person_01739529","1","1"
"hk_person_01739628","1","1"
"hk_person_01739629","1","1"
"hk_person_01739729","1","1"
"hk_person_01739750","1","1"
"hk_person_01739751","1","1"
"hk_person_01739752","1","1"
"hk_person_01739856","1","1"
"hk_person_01739859","1","1"
"hk_person_01739860","1","1"
"hk_person_01739861","1","1"
"hk_person_01739865","1","1"
"hk_person_01739866","1","1"
"hk_person_01739867","1","1"
"hk_person_01739868","1","1"
"hk_person_01739929","1","1"
"hk_person_01739930","1","1"
"hk_person_01739937","1","1"
"hk_person_01739938","1","1"
"hk_person_01740037","1","1"
"hk_person_01740504","1","1"
"hk_person_01740694","1","1"
"hk_person_01740720","1","1"
"hk_person_01740721","1","1"
"hk_person_01740778","1","1"
"hk_person_01741091","1","1"
"hk_person_01741092","1","1"
"hk_person_01741093","1","1"
"hk_person_01741125","1","1"
"hk_person_01741127","1","1"
"hk_person_01741297","1","1"
"hk_person_01741300","1","1"
"hk_person_01741427","1","1"
"hk_person_01741444","1","1"
"hk_person_01741446","1","1"
"hk_person_01741647","1","1"
"hk_person_01741649","1","1"
"hk_person_01741650","1","1"
"hk_person_01741651","1","1"
"hk_person_01741671","1","1"
"hk_person_01741715","1","1"
"hk_person_01741947","1","1"
"hk_person_01741950","1","1"
"hk_person_01741996","1","1"
"hk_person_01741997","1","1"
"hk_person_01741998","1","1"
"hk_person_01742013","1","1"
"hk_person_01742014","1","1"
"hk_person_01742015","1","1"
"hk_person_01742018","1","1"
"hk_person_01742026","1","1"
"hk_person_01742036","1","1"
"hk_person_01742069","1","1"
"hk_person_01742166","1","1"
"hk_person_01742167","1","1"
"hk_person_01742281","1","1"
"hk_person_01742282","1","1"
"hk_person_01742354","1","1"
"hk_person_01742355","1","1"
"hk_person_01742357","1","1"
"hk_person_01742401","1","1"
"hk_person_01742402","1","1"
"hk_person_01742439","1","1"
"hk_person_01742440","1","1"
"hk_person_01742442","1","1"
"hk_person_01742795","1","1"
"hk_person_01742796","1","1"
"hk_person_01742815","1","1"
"hk_person_01742816","1","1"
"hk_person_01742817","1","1"
"hk_person_01742974","1","1"
"hk_person_01742975","1","1"
"hk_person_01742976","1","1"
"hk_person_01742977","1","1"
"hk_person_01742989","1","1"
"hk_person_01743162","1","1"
"hk_person_01743170","1","1"
"hk_person_01743233","1","1"
"hk_person_01743577","1","1"
"hk_person_01743578","1","1"
"hk_person_01743579","1","1"
"hk_person_01743591","1","1"
"hk_person_01743686","1","1"
"hk_person_01743737","1","1"
"hk_person_01743738","1","1"
"hk_person_01743739","1","1"
"hk_person_01743740","1","1"
"hk_person_01743823","1","1"
"hk_person_01743826","1","1"
"hk_person_01743832","1","1"
"hk_person_01743833","1","1"
"hk_person_01743938","1","1"
"hk_person_01743939","1","1"
"hk_person_01743940","1","1"
"hk_person_01743965","1","1"
"hk_person_01743967","1","1"
"hk_person_01743968","1","1"
"hk_person_01743969","1","1"
"hk_person_01744076","1","1"
"hk_person_01744077","1","1"
"hk_person_01744079","1","1"
"hk_person_01744121","1","1"
"hk_person_01744164","1","1"
"hk_person_01744202","1","1"
"hk_person_01744204","1","1"
"hk_person_01744205","1","1"
"hk_person_01744367","1","1"
"hk_person_01744368","1","1"
"hk_person_01744369","1","1"
"hk_person_01744370","1","1"
"hk_person_01744371","1","1"
"hk_person_01744408","1","1"
"hk_person_01744409","1","1"
"hk_person_01744547","1","1"
"hk_person_01744548","1","1"
"hk_person_01744549","1","1"
"hk_person_01744559","1","1"
"hk_person_01744560","1","1"
"hk_person_01744566","1","1"
"hk_person_01744567","1","1"
"hk_person_01744568","1","1"
"hk_person_01744572","1","1"
"hk_person_01744574","1","1"
"hk_person_01744613","1","1"
"hk_person_01744618","1","1"
"hk_person_01744659","1","1"
"hk_person_01744662","1","1"
"hk_person_01744817","1","1"
"hk_person_01744818","1","1"
"hk_person_01744819","1","1"
"hk_person_01744845","1","1"
"hk_person_01744884","1","1"
"hk_person_01744885","1","1"
"hk_person_01744886","1","1"
"hk_person_01744887","1","1"
"hk_person_01744888","1","1"
"hk_person_01744889","1","1"
"hk_person_01744921","1","1"
"hk_person_01745004","1","1"
"hk_person_01745005","1","1"
"hk_person_01745007","1","1"
"hk_person_01745052","1","1"
"hk_person_01745054","1","1"
"hk_person_01745140","1","1"
"hk_person_01745225","1","1"
"hk_person_01745226","1","1"
"hk_person_01745228","1","1"
"hk_person_01745229","1","1"
"hk_person_01745230","1","1"
"hk_person_01745315","1","1"
"hk_person_01745316","1","1"
"hk_person_01745317","1","1"
"hk_person_01745501","1","1"
"hk_person_01745525","1","1"
"hk_person_01745527","1","1"
"hk_person_01745633","1","1"
"hk_person_01745649","1","1"
"hk_person_01745747","1","1"
"hk_person_01745748","1","1"
"hk_person_01745749","1","1"
"hk_person_01745868","1","1"
"hk_person_01745949","1","1"
"hk_person_01745950","1","1"
"hk_person_01745971","1","1"
"hk_person_01745998","1","1"
"hk_person_01746065","1","1"
"hk_person_01746067","1","1"
"hk_person_01746068","1","1"
"hk_person_01746144","1","1"
"hk_person_01746145","1","1"
"hk_person_01746394","1","1"
"hk_person_01746585","1","1"
"hk_person_01746586","1","1"
"hk_person_01746587","1","1"
"hk_person_01746641","1","1"
"hk_person_01746642","1","1"
"hk_person_01746644","1","1"
"hk_person_01746645","1","1"
"hk_person_01747028","1","1"
"hk_person_01747030","1","1"
"hk_person_01747087","1","1"
"hk_person_01747167","1","1"
"hk_person_01747171","1","1"
"hk_person_01747213","1","1"
"hk_person_01747293","1","1"
"hk_person_01747296","1","1"
"hk_person_01747297","1","1"
"hk_person_01747298","1","1"
"hk_person_01747351","1","1"
"hk_person_01747352","1","1"
"hk_person_01747358","1","1"
"hk_person_01747498","1","1"
"hk_person_01747499","1","1"
"hk_person_01747821","1","1"
"hk_person_01747822","1","1"
"hk_person_01747823","1","1"
"hk_person_01747824","1","1"
"hk_person_01747830","1","1"
"hk_person_01747832","1","1"
"hk_person_01747910","1","1"
"hk_person_01747911","1","1"
"hk_person_01747912","1","1"
"hk_person_01747913","1","1"
"hk_person_01747927","1","1"
"hk_person_01747979","1","1"
"hk_person_01748040","1","1"
"hk_person_01748041","1","1"
"hk_person_01748185","1","1"
"hk_person_01748218","1","1"
"hk_person_01748219","1","1"
"hk_person_01748220","1","1"
"hk_person_01748222","1","1"
"hk_person_01748224","1","1"
"hk_person_01748315","1","1"
"hk_person_01748316","1","1"
"hk_person_01748317","1","1"
"hk_person_01748319","1","1"
"hk_person_01748393","1","1"
"hk_person_01748394","1","1"
"hk_person_01748395","1","1"
"hk_person_01748435","1","1"
"hk_person_01748436","1","1"
"hk_person_01748437","1","1"
"hk_person_01748438","1","1"
"hk_person_01748510","1","1"
"hk_person_01748878","1","1"
"hk_person_01748879","1","1"
"hk_person_01748880","1","1"
"hk_person_01748907","1","1"
"hk_person_01748909","1","1"
"hk_person_01748910","1","1"
"hk_person_01748953","1","1"
"hk_person_01748955","1","1"
"hk_person_01748980","1","1"
"hk_person_01748994","1","1"
"hk_person_01749035","1","1"
"hk_person_01749036","1","1"
"hk_person_01749072","1","1"
"hk_person_01749073","1","1"
"hk_person_01749074","1","1"
"hk_person_01749076","1","1"
"hk_person_01749168","1","1"
"hk_person_01749171","1","1"
"hk_person_01749172","1","1"
"hk_person_01749173","1","1"
"hk_person_01749203","1","1"
"hk_person_01749204","1","1"
"hk_person_01749206","1","1"
"hk_person_01749207","1","1"
"hk_person_01749578","1","1"
"hk_person_01749938","1","1"
"hk_person_01750017","1","1"
"hk_person_01750018","1","1"
"hk_person_01750087","1","1"
"hk_person_01750089","1","1"
"hk_person_01750091","1","1"
"hk_person_01750116","1","1"
"hk_person_01750120","1","1"
"hk_person_01750121","1","1"
"hk_person_01750122","1","1"
"hk_person_01750124","1","1"
"hk_person_01750125","1","1"
"hk_person_01750126","1","1"
"hk_person_01750165","1","1"
"hk_person_01750190","1","1"
"hk_person_01750191","1","1"
"hk_person_01750193","1","1"
"hk_person_01750194","1","1"
"hk_person_01750195","1","1"
"hk_person_01750196","1","1"
"hk_person_01750458","1","1"
"hk_person_01750475","1","1"
"hk_person_01750476","1","1"
"hk_person_01750477","1","1"
"hk_person_01750478","1","1"
"hk_person_01750531","1","1"
"hk_person_01750538","1","1"
"hk_person_01750652","1","1"
"hk_person_01750654","1","1"
"hk_person_01750677","1","1"
"hk_person_01750678","1","1"
"hk_person_01750680","1","1"
"hk_person_01750711","1","1"
"hk_person_01750713","1","1"
"hk_person_01750758","1","1"
"hk_person_01750761","1","1"
"hk_person_01750762","1","1"
"hk_person_01750764","1","1"
"hk_person_01750832","1","1"
"hk_person_01750833","1","1"
"hk_person_01750925","1","1"
"hk_person_01750926","1","1"
"hk_person_01750927","1","1"
"hk_person_01750928","1","1"
"hk_person_01750936","1","1"
"hk_person_01751003","1","1"
"hk_person_01751006","1","1"
"hk_person_01751140","1","1"
"hk_person_01751141","1","1"
"hk_person_01751142","1","1"
"hk_person_01751143","1","1"
"hk_person_01751211","1","1"
"hk_person_01751212","1","1"
"hk_person_01751213","1","1"
"hk_person_01751215","1","1"
"hk_person_01751216","1","1"
"hk_person_01751237","1","1"
"hk_person_01751238","1","1"
"hk_person_01751244","1","1"
"hk_person_01751246","1","1"
"hk_person_01751247","1","1"
"hk_person_01751250","1","1"
"hk_person_01751260","1","1"
"hk_person_01751270","1","1"
"hk_person_01751272","1","1"
"hk_person_01751273","1","1"
"hk_person_01751312","1","1"
"hk_person_01751377","1","1"
"hk_person_01751379","1","1"
"hk_person_01751405","1","1"
"hk_person_01751407","1","1"
"hk_person_01751472","1","1"
"hk_person_01751473","1","1"
"hk_person_01751474","1","1"
"hk_person_01751475","1","1"
"hk_person_01751540","1","1"
"hk_person_01751569","1","1"
"hk_person_01751572","1","1"
"hk_person_01751573","1","1"
"hk_person_01751866","1","1"
"hk_person_01751867","1","1"
"hk_person_01751868","1","1"
"hk_person_01751869","1","1"
"hk_person_01752048","1","1"
"hk_person_01752050","1","1"
"hk_person_01752051","1","1"
"hk_person_01752256","1","1"
"hk_person_01752353","1","1"
"hk_person_01752354","1","1"
"hk_person_01752355","1","1"
"hk_person_01752356","1","1"
"hk_person_01752357","1","1"
"hk_person_01752368","1","1"
"hk_person_01752371","1","1"
"hk_person_01752372","1","1"
"hk_person_01752373","1","1"
"hk_person_01752393","1","1"
"hk_person_01752421","1","1"
"hk_person_01752422","1","1"
"hk_person_01752423","1","1"
"hk_person_01752424","1","1"
"hk_person_01752535","1","1"
"hk_person_01752536","1","1"
"hk_person_01752537","1","1"
"hk_person_01752542","1","1"
"hk_person_01752663","1","1"
"hk_person_01752664","1","1"
"hk_person_01752665","1","1"
"hk_person_01752671","1","1"
"hk_person_01752672","1","1"
"hk_person_01752673","1","1"
"hk_person_01752674","1","1"
"hk_person_01752720","1","1"
"hk_person_01752788","1","1"
"hk_person_01752789","1","1"
"hk_person_01752790","1","1"
"hk_person_01752792","1","1"
"hk_person_01752800","1","1"
"hk_person_01752801","1","1"
"hk_person_01752803","1","1"
"hk_person_01752842","1","1"
"hk_person_01752843","1","1"
"hk_person_01752844","1","1"
"hk_person_01752845","1","1"
"hk_person_01752883","1","1"
"hk_person_01752884","1","1"
"hk_person_01752885","1","1"
"hk_person_01752930","1","1"
"hk_person_01752931","1","1"
"hk_person_01753030","1","1"
"hk_person_01753031","1","1"
"hk_person_01753033","1","1"
"hk_person_01753035","1","1"
"hk_person_01753036","1","1"
"hk_person_01753041","1","1"
"hk_person_01753042","1","1"
"hk_person_01753062","1","1"
"hk_person_01753067","1","1"
"hk_person_01753068","1","1"
"hk_person_01753069","1","1"
"hk_person_01753071","1","1"
"hk_person_01753088","1","1"
"hk_person_01753116","1","1"
"hk_person_01753117","1","1"
"hk_person_01753128","1","1"
"hk_person_01753203","1","1"
"hk_person_01753299","1","1"
"hk_person_01753302","1","1"
"hk_person_01753303","1","1"
"hk_person_01753304","1","1"
"hk_person_01753661","1","1"
"hk_person_01753695","1","1"
"hk_person_01753696","1","1"
"hk_person_01753697","1","1"
"hk_person_01753698","1","1"
"hk_person_01753727","1","1"
"hk_person_01753886","1","1"
"hk_person_01753917","1","1"
"hk_person_01753918","1","1"
"hk_person_01753920","1","1"
"hk_person_01753960","1","1"
"hk_person_01753961","1","1"
"hk_person_01754089","1","1"
"hk_person_01754150","1","1"
"hk_person_01754151","1","1"
"hk_person_01754152","1","1"
"hk_person_01754153","1","1"
"hk_person_01754154","1","1"
"hk_person_01754164","1","1"
"hk_person_01754166","1","1"
"hk_person_01754167","1","1"
"hk_person_01754184","1","1"
