"person_id","taxi_ordinal","hk_taxi_main_trip_index","plan_element_index","departure_time_seconds","preceding_leg_modes","fare_hkd","taxi_type","classification_source","observed_departure","observed_arrival","missing_attribution"
"hk_person_01508781","0","0","1","41041.0","","150.1","unresolved","resident_discretionary_ride_assignment","true","true",""
"hk_person_01508781","1","1","3","47641.0","taxi","178.1","unresolved","resident_discretionary_ride_assignment","true","true",""
"hk_person_01508781","2","2","5","55441.0","taxi|taxi","229.9","unresolved","resident_discretionary_ride_assignment","true","true",""
"hk_person_01508940","0","0","1","26783.0","","108.1","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01508940","1","1","3","55547.0","taxi","112.3","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01510161","0","0","1","48238.0","","140.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01510161","1","1","3","55138.0","taxi","143.1","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01510554","0","0","1","28401.0","","54.2","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01510554","1","1","3","62703.0","taxi","52.1","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01510998","0","2","5","70310.0","pt|pt","60.5","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01510998","1","3","7","79910.0","pt|pt|taxi","29.0","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01510998","2","4","9","86810.0","pt|pt|taxi|taxi","60.5","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01511047","0","2","5","64622.0","pt|pt","96.2","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01511047","1","3","7","71222.0","pt|pt|taxi","98.3","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01511230","0","0","1","37163.0","","116.5","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01511230","1","1","3","44063.0","taxi","106.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01512092","0","0","1","26906.0","","137.5","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01512092","1","1","3","66121.0","taxi","140.3","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01512154","0","0","1","47849.0","","141.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01512154","1","1","3","54749.0","taxi","159.9","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01512933","0","2","5","69100.0","pt|pt","112.3","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01512933","1","3","7","80500.0","pt|pt|taxi","108.1","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01512959","0","0","1","25896.0","","29.0","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01512959","1","1","3","57975.0","taxi","29.0","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01514008","0","0","1","36259.0","","43.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01514008","1","1","3","44059.0","taxi","37.4","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01514183","0","0","1","48528.0","","73.1","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01514183","1","1","3","55128.0","taxi","105.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01514183","2","2","5","62028.0","taxi|taxi","43.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01514979","0","0","1","28472.0","","29.0","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01514979","1","1","3","56038.0","taxi","29.0","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01515201","0","2","5","64264.0","walk|walk","43.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01515201","1","3","7","71164.0","walk|walk|taxi","43.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01515449","0","0","1","48589.0","","29.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01515449","1","1","3","55489.0","taxi","29.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01515449","2","2","5","62389.0","taxi|taxi","29.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01515823","0","0","1","50048.0","","168.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01515823","1","1","3","56648.0","taxi","172.5","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01515983","0","0","1","54233.0","","154.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01515983","1","1","3","62033.0","taxi","150.1","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01516351","0","2","5","66205.0","pt|pt","73.1","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01516351","1","3","7","73105.0","pt|pt|taxi","77.3","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01519191","0","2","5","74022.0","pt|pt","155.7","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01519191","1","3","7","80922.0","pt|pt|taxi","161.3","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01519194","0","0","1","36972.0","","143.1","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01519194","1","1","3","48372.0","taxi","143.1","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01519514","0","0","1","55014.0","","71.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01519514","1","1","3","64614.0","taxi","45.8","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01519514","2","2","5","71214.0","taxi|taxi","98.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01520356","0","2","5","67117.0","pt|pt","66.8","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01520356","1","3","7","74017.0","pt|pt|taxi","52.1","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01520805","0","2","5","66336.0","pt|pt","94.1","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01520805","1","3","7","75936.0","pt|pt|taxi","207.5","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01520805","2","4","9","82836.0","pt|pt|taxi|taxi","155.7","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01521606","0","2","5","60156.0","pt|pt","165.5","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01521606","1","3","7","71556.0","pt|pt|taxi","166.9","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01522338","0","0","1","28691.0","","169.7","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01522338","1","1","3","63347.0","taxi","166.9","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01526197","0","0","1","40371.0","","35.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01526197","1","1","3","46971.0","taxi","54.2","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01526197","2","2","5","56571.0","taxi|taxi","98.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01526361","0","0","1","42124.0","","137.5","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01526361","1","1","3","49024.0","taxi","138.9","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01526743","0","0","1","29298.0","","102.5","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01526743","1","1","3","58395.0","taxi","102.5","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01527398","0","0","1","35307.0","","89.9","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01527398","1","1","3","41907.0","taxi","103.9","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01527823","0","0","1","37370.0","","45.8","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01527823","1","1","3","46970.0","taxi","37.4","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01528682","0","0","1","52673.0","","96.2","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01528682","1","1","3","64073.0","taxi","106.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01528794","0","0","1","41189.0","","92.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01528794","1","1","3","48989.0","taxi","94.1","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01528794","2","2","5","55889.0","taxi|taxi","103.9","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01529354","0","0","1","31887.0","","79.4","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01529354","1","1","3","43287.0","taxi","257.9","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01529354","2","2","5","50187.0","taxi|taxi","249.5","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01529422","0","0","1","47940.0","","56.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01529422","1","1","3","55740.0","taxi","50.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01529548","0","0","1","44198.0","","250.9","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01529548","1","1","3","50798.0","taxi","250.9","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01529570","0","0","1","29069.0","","178.1","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01529570","1","1","3","68895.0","taxi","178.1","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01530082","0","2","5","69059.0","pt|pt","47.9","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01530082","1","3","7","80459.0","pt|pt|taxi","43.7","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01530147","0","2","5","70847.0","pt|pt","33.2","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01530147","1","3","7","77747.0","pt|pt|taxi","35.3","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01530784","0","0","1","36679.0","","176.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01530784","1","1","3","46279.0","taxi","175.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01530887","0","0","1","30143.0","","56.3","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01530887","1","1","3","65937.0","taxi","54.2","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01530932","0","2","5","62689.0","walk|walk","29.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01530932","1","3","7","69289.0","walk|walk|taxi","58.4","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01530932","2","4","9","76189.0","walk|walk|taxi|taxi","64.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01530978","0","2","5","66800.0","pt|pt","96.2","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01530978","1","3","7","73700.0","pt|pt|taxi","92.0","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01531012","0","0","1","34243.0","","33.2","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01531012","1","1","3","41143.0","taxi","126.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01531012","2","2","5","48043.0","taxi|taxi","141.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01531415","0","2","5","65809.0","pt|pt","115.1","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01531415","1","3","7","77209.0","pt|pt|taxi","37.4","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01531415","2","4","9","86809.0","pt|pt|taxi|taxi","103.9","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01531424","0","0","1","43387.0","","60.5","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01531424","1","1","3","54787.0","taxi","85.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01531424","2","2","5","61687.0","taxi|taxi","52.1","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01531531","0","0","1","36139.0","","220.1","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01531531","1","1","3","43039.0","taxi","218.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01532127","0","2","5","68548.0","walk|walk","87.8","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01532127","1","3","7","75148.0","walk|walk|taxi","56.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01532144","0","0","1","40322.0","","87.8","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01532144","1","1","3","51722.0","taxi","92.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01532359","0","2","5","66176.0","pt|pt","41.6","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01532359","1","3","7","73976.0","pt|pt|taxi","39.5","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01532905","0","2","5","70836.0","pt|pt","60.5","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01532905","1","3","7","77436.0","pt|pt|taxi","64.7","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01532905","2","4","9","88836.0","pt|pt|taxi|taxi","89.9","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01533891","0","0","1","29272.0","","179.5","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01533891","1","1","3","61074.0","taxi","176.7","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01534112","0","0","1","33891.0","","29.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01534112","1","1","3","40491.0","taxi","58.4","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01534112","2","2","5","47391.0","taxi|taxi","62.6","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01534113","0","2","5","74655.0","pt|pt","29.0","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01534113","1","3","7","81555.0","pt|pt|taxi","29.0","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01534250","0","2","5","70968.0","pt|pt","75.2","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01534250","1","3","7","77568.0","pt|pt|taxi","41.6","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01534250","2","4","9","87168.0","pt|pt|taxi|taxi","75.2","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01535994","0","0","1","39787.0","","35.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01535994","1","1","3","51187.0","taxi","37.4","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01536814","0","2","5","65561.0","pt|pt","41.6","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01536814","1","3","7","72461.0","pt|pt|taxi","112.3","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01536814","2","4","9","82061.0","pt|pt|taxi|taxi","105.3","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01537216","0","0","1","43873.0","","29.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01537216","1","1","3","55273.0","taxi","31.1","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01537414","0","0","1","35180.0","","85.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01537414","1","1","3","46580.0","taxi","37.4","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01537414","2","2","5","56180.0","taxi|taxi","98.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01537520","0","0","1","54662.0","","138.9","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01537520","1","1","3","61262.0","taxi","148.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01537650","0","2","5","59395.0","walk|walk","52.1","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01537650","1","3","7","70795.0","walk|walk|taxi","58.4","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01539044","0","0","1","58423.0","","134.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01539044","1","1","3","65323.0","taxi","138.9","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01541170","0","0","1","38901.0","","54.2","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01541170","1","1","3","50301.0","taxi","143.1","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01541170","2","2","5","56901.0","taxi|taxi","152.9","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01541737","0","2","5","67153.0","pt|pt","129.1","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01541737","1","3","7","74053.0","pt|pt|taxi","134.7","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01541991","0","0","1","31613.0","","127.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01541991","1","1","3","38213.0","taxi","58.4","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01541991","2","2","5","45113.0","taxi|taxi","102.5","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01543319","0","2","5","71124.0","pt|pt","157.1","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01543319","1","3","7","78024.0","pt|pt|taxi","164.1","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01543813","0","2","5","68883.0","pt|pt","29.0","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01543813","1","3","7","75783.0","pt|pt|taxi","122.1","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01543813","2","4","9","82383.0","pt|pt|taxi|taxi","126.3","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01544289","0","0","1","41726.0","","29.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01544289","1","1","3","48626.0","taxi","29.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01545583","0","2","5","67802.0","pt|pt","112.3","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01545583","1","3","7","74702.0","pt|pt|taxi","39.5","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01545583","2","4","9","86102.0","pt|pt|taxi|taxi","117.9","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01546153","0","0","1","55447.0","","106.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01546153","1","1","3","62347.0","taxi","109.5","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01546642","0","2","5","71654.0","pt|pt","73.1","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01546642","1","3","7","78254.0","pt|pt|taxi","158.5","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01546642","2","4","9","87854.0","pt|pt|taxi|taxi","194.9","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01546764","0","0","1","57906.0","","64.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01546764","1","1","3","64506.0","taxi","89.9","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01546764","2","2","5","71406.0","taxi|taxi","130.5","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01547606","0","0","1","48637.0","","109.5","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01547606","1","1","3","55237.0","taxi","213.1","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01547606","2","2","5","66637.0","taxi|taxi","222.9","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01548473","0","2","5","65363.0","pt|pt","56.3","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01548473","1","3","7","76763.0","pt|pt|taxi","56.3","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01548713","0","2","5","74065.0","pt|pt","116.5","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01548713","1","3","7","80965.0","pt|pt|taxi","127.7","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01548713","2","4","9","91800.0","pt|pt|taxi|taxi","100.4","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01548904","0","0","1","40809.0","","75.2","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01548904","1","1","3","52209.0","taxi","79.4","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01548987","0","0","1","50298.0","","73.1","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01548987","1","1","3","56898.0","taxi","77.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01549093","0","0","1","37739.0","","106.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01549093","1","1","3","45539.0","taxi","29.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01549093","2","2","5","56939.0","taxi|taxi","108.1","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01549452","0","0","1","47226.0","","126.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01549452","1","1","3","53826.0","taxi","129.1","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01549856","0","2","5","62269.0","pt|pt","141.7","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01549856","1","3","7","69169.0","pt|pt|taxi","143.1","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01549869","0","2","5","65797.0","pt|pt","222.9","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01549869","1","3","7","77197.0","pt|pt|taxi","222.9","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01550403","0","0","1","59604.0","","98.3","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01550403","1","1","3","66504.0","taxi","100.4","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01551346","0","0","1","36497.0","","71.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01551346","1","1","3","43397.0","taxi","66.8","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01551410","0","0","1","46319.0","","29.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01551410","1","1","3","52919.0","taxi","29.0","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01551460","0","0","1","26074.0","","29.0","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01551460","1","1","3","54713.0","taxi","29.0","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01551740","0","0","1","28632.0","","144.5","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01551740","1","1","3","65384.0","taxi","134.7","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01552142","0","2","5","70210.0","pt|pt","127.7","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01552142","1","3","7","77110.0","pt|pt|taxi","141.7","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01552602","0","2","5","66020.0","pt|pt","105.3","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01552602","1","3","7","77420.0","pt|pt|taxi","119.3","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01552602","2","4","9","84020.0","pt|pt|taxi|taxi","66.8","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01553926","0","2","5","68174.0","pt|pt","85.7","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01553926","1","3","7","74774.0","pt|pt|taxi","83.6","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01554104","0","2","5","75490.0","pt|pt","68.9","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01554104","1","3","7","82390.0","pt|pt|taxi","64.7","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01554159","0","2","5","75312.0","pt|pt","35.3","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01554159","1","3","7","86712.0","pt|pt|taxi","37.4","urban_taxi","resident_discretionary_ride_assignment","false","false","invalid_pt_before_taxi_agent_removed"
"hk_person_01554249","0","0","1","43953.0","","120.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01554249","1","1","3","50853.0","taxi","124.9","urban_taxi","resident_discretionary_ride_assignment","true","true",""
"hk_person_01554325","0","0","1","27655.0","","35.3","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01554325","1","1","3","70989.0","taxi","35.3","urban_taxi","v1_mode_detail_explicit_taxi","true","true",""
"hk_person_01555907","0","2","5","73009.0","walk|walk","106.7","urban_taxi","resident_discretionary_ride_assignment","true","true",""
