poi_id,name,normalized_name,type,typecode,address,pname,cityname,adname,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,x_epsg32650,y_epsg32650,inside_boundary,inside_boundary_500m_buffer,source_tile_ids,source_pages,duplicate_count,stop_cluster_id,saturation_warning
BV09020981,闽江之心(台江步行街)(公交站),闽江之心(台江步行街),交通设施服务;公交车站;公交车站相关,150700,(停运)7686闽江之心环线;105路;10路;12路;136路;13路(敬老线路);149路;14路;15路;1路;25路(敬老线路);2路;309路;30路;312路;319路;31路;320路;321路;335路;37路;3路;50路;51路(敬老线路);71路;7686路船政文化城旅游专线;83路;K1路;马尾快线2号线;高峰快线1路;高峰快线2路,福建省,福州市,台江区,119.317408,26.053112,119.31257303548449,26.05616360795842,731365.6049855037,2883955.315464894,True,True,L0_007_003,2,1,闽江之心(台江步行街)_00001,False
BV09022105,江福路(交警大队)(公交站),江福路(交警大队),交通设施服务;公交车站;公交车站相关,150700,761路;761路(上放学期间),福建省,福州市,闽侯县,119.137042,26.144122,119.1321011510998,26.147154111205573,713139.4669634311,2893728.5191551642,True,True,L0_001_007,1,1,江福路(交警大队)_00002,False
BV09022444,洲尾(公交站),洲尾,交通设施服务;公交车站;公交车站相关,150700,地铁接驳27号专线,福建省,福州市,仓山区,119.357685,25.98107,119.35278190166986,25.983999229450056,735533.8831246383,2876031.3751179203,True,True,L0_009_000,1,1,洲尾_00003,False
BV09022446,城门龙江(公交站),城门龙江,交通设施服务;公交车站;公交车站相关,150700,地铁接驳27号专线,福建省,福州市,仓山区,119.37668,25.979988,119.37175372769205,25.982891509787883,737436.0251488927,2875942.9758794894,True,True,L0_009_000;L0_010_000,1,2,城门龙江_00004,False
BV09022447,天福洲(公交站),天福洲,交通设施服务;公交车站;公交车站相关,150700,地铁接驳27号专线,福建省,福州市,仓山区,119.366918,25.980412,119.36200214675108,25.98332733677262,736458.5788383873,2875973.58213448,True,True,L0_009_000,1,1,天福洲_00005,False
BV09022449,方岐洲路西(公交站),方岐洲路西,交通设施服务;公交车站;公交车站相关,150700,3路;90路;地铁接驳27号专线,福建省,福州市,仓山区,119.346647,25.987339,119.34176163023083,25.99029105966762,734417.7844019805,2876708.6958152074,True,True,L0_008_001,1,1,方岐洲路西_00006,False
BV09022450,螺洲古镇地铁站(公交站),螺洲古镇地铁站,交通设施服务;公交车站;公交车站相关,150700,3路;90路;地铁接驳27号专线;螺洲吴石故居接驳专线,福建省,福州市,仓山区,119.350279,25.986562,119.3453874105399,25.98950718037161,734782.4210860241,2876628.3528071833,True,True,L0_008_001;L0_009_001,1,2,螺洲古镇地铁站_00007,False
BV09023163,闽运汽车北站2站台(公交站),闽运汽车北站2站台,交通设施服务;公交车站;公交车站相关,150700,(停运)夜班2号线,福建省,福州市,晋安区,119.317855,26.109444,119.31301493691112,26.11253210458434,731298.9069805638,2890201.770108546,True,True,L0_007_005;L0_007_006,3,2,闽运汽车北站2站台_00008,False
BV09023763,万科紫台(公交站),万科紫台,交通设施服务;公交车站;公交车站相关,150700,58路区间,福建省,福州市,马尾区,119.464927,26.01243,119.46010365054687,26.015426481335737,746216.142528686,2879711.625204527,True,True,L0_013_002,1,1,万科紫台_00009,False
BV09025187,潭桥公交总站(公交站),潭桥公交总站,交通设施服务;公交车站;公交车站相关,150700,130路;310路;333路;335路;46路;62路(敬老线路);地铁接驳23号专线,福建省,福州市,晋安区,119.355607,26.098923,119.35069816751421,26.101934935759076,735089.6930676524,2889095.1354426,True,True,L0_009_005,1,1,潭桥公交总站_00010,False
BV09025199,横屿路板桥路口(公交站),横屿路板桥路口,交通设施服务;公交车站;公交车站相关,150700,130路;335路,福建省,福州市,晋安区,119.34967,26.093583,119.34477132971517,26.096601369755597,734507.4003263329,2888493.467652354,True,True,L0_008_005;L0_009_005,2,2,横屿路板桥路口_00011,False
BV09025200,省儿童医院西门(公交站),省儿童医院西门,交通设施服务;公交车站;公交车站相关,150700,130路;335路;61路,福建省,福州市,晋安区,119.356875,26.096018,119.35196441237673,26.09902599722921,735222.1964111542,2888775.105427636,True,True,L0_009_005,1,1,省儿童医院西门_00012,False
BV09025201,洋头尾路东(公交站),洋头尾路东,交通设施服务;公交车站;公交车站相关,150700,335路,福建省,福州市,晋安区,119.343587,26.091,119.33869924893635,26.094027467475406,733905.0287597245,2888197.3458005544,True,True,L0_008_005,1,1,洋头尾路东_00013,False
BV09025203,福州第十一中学(横屿校区)(公交站),福州第十一中学(横屿校区),交通设施服务;公交车站;公交车站相关,150700,130路;335路,福建省,福州市,晋安区,119.354755,26.094282,119.34984787089913,26.09729227220223,735013.9136277663,2888579.179648073,True,True,L0_009_005,1,1,福州第十一中学(横屿校区)_00014,False
BV09026471,横屿路(公交站),横屿路,交通设施服务;公交车站;公交车站相关,150700,130路;地铁接驳23号专线;通学专线6路,福建省,福州市,晋安区,119.333505,26.093337,119.32863595534998,26.096384811195655,732893.5333874789,2888440.495950797,True,True,L0_008_005,1,1,横屿路_00016,False
BV09026590,阳岐严复故里(公交站),阳岐严复故里,交通设施服务;公交车站;公交车站相关,150700,311路,福建省,福州市,仓山区,119.281062,25.996828,119.27628888089255,25.999898157628376,727843.0393804446,2877657.293471396,True,True,L0_006_001,1,1,阳岐严复故里_00017,False
BV09026925,横屿路潭桥路口(公交站),横屿路潭桥路口,交通设施服务;公交车站;公交车站相关,150700,130路;335路;通学专线6路;通学专线7路,福建省,福州市,晋安区,119.347267,26.093349,119.34237250583811,26.09637141691268,734267.8628785985,2888463.6677387436,True,True,L0_008_005,2,1,横屿路潭桥路口_00018,False
BV09029245,九〇〇医院(原总院)(公交站),九〇〇医院(原总院),交通设施服务;公交车站;公交车站相关,150700,10路;132路;172路;23路;87路;98路;通勤快线5路,福建省,福州市,鼓楼区,119.282044,26.088521,119.27726291214637,26.091651848175495,727763.0520543547,2887825.16564394,True,True,L0_006_005,1,1,九〇〇医院(原总院)_00019,False
BV09033812,庙弄(公交站),庙弄,交通设施服务;公交车站;公交车站相关,150700,518路支线,福建省,福州市,闽侯县,119.130464,26.117884,119.12551562860881,26.12089059472395,712528.5158669376,2890807.9259347646,False,False,L0_000_006;L0_001_006,1,2,庙弄_00020,False
BV09033813,榕东卫生所(公交站),榕东卫生所,交通设施服务;公交车站;公交车站相关,150700,518路支线,福建省,福州市,闽侯县,119.132529,26.119362,119.12758335374565,26.122372162260294,712732.6396491108,2890975.4536586604,False,False,L0_000_006;L0_001_006,1,2,榕东卫生所_00021,False
BV09033814,竹岐卫生院(公交站),竹岐卫生院,交通设施服务;公交车站;公交车站相关,150700,518路支线;768路,福建省,福州市,闽侯县,119.123705,26.12301,119.11874800666588,26.12601228552626,711842.3930564113,2891364.326901314,False,False,L0_000_006,1,1,竹岐卫生院_00022,False
BV09045881,清华附中福州学校(公交站),清华附中福州学校,交通设施服务;公交车站;公交车站相关,150700,57路,福建省,福州市,仓山区,119.377767,26.014924,119.37283712941735,26.01785023963914,737474.1589057667,2879818.462387501,True,True,L0_009_002;L0_010_002,2,2,清华附中福州学校_00023,False
BV09048611,樟岚公交总站(公交站),樟岚公交总站,交通设施服务;公交车站;公交车站相关,150700,地铁接驳29号专线;地铁接驳29号专线内环,福建省,福州市,仓山区,119.378968,26.01304,119.37403728792493,26.015963800506658,737598.114808757,2879611.6241414747,True,True,L0_010_002,2,1,樟岚公交总站_00024,False
BV09049764,闽江之心(公交站),闽江之心,交通设施服务;公交车站;公交车站相关,150700,83路,福建省,福州市,台江区,119.317222,26.053163,119.31238738514435,26.056214989286463,731346.9240393916,2883960.6789588546,True,True,L0_007_003,2,1,闽江之心_00025,False
BV09052934,福州市妇幼保健院(公交站),福州市妇幼保健院,交通设施服务;公交车站;公交车站相关,150700,永泰旅游专线(新国线);永泰旅游专线(闽运线),福建省,福州市,仓山区,119.289795,26.020013,119.28500919582733,26.023088064377465,728671.2150051959,2880241.942684859,True,True,L0_006_002,1,1,福州市妇幼保健院_00026,False
BV09053581,春风路(公交站),春风路,交通设施服务;公交车站;公交车站相关,150700,761路;761路(上放学期间);765路,福建省,福州市,闽侯县,119.135525,26.112225,119.13058426362076,26.115234550393197,713045.7313121121,2890189.571032324,False,False,L0_001_005;L0_001_006,1,2,春风路_00027,False
BV09054029,亭下(公交站),亭下,交通设施服务;公交车站;公交车站相关,150700,38路;511路;602路;606路;905路,福建省,福州市,闽侯县,119.146451,26.147666,119.14152569367224,26.150714780819385,714075.37726702,2894138.514270529,True,True,L0_001_007,1,1,亭下_00028,False
BV09055732,秀山地铁站B口(公交站),秀山地铁站B口,交通设施服务;公交车站;公交车站相关,150700,160路;贵安旅游6号线,福建省,福州市,晋安区,119.321367,26.134198,119.31651833264488,26.13729543732854,731600.4854840889,2892951.8173824064,True,True,L0_007_006;L0_007_007,2;3,2,秀山地铁站B口_00030,False
BV09057177,北门(公交站),北门,交通设施服务;公交车站;公交车站相关,150700,102路;111路;159路;19路;328路;54路;65路;78路;9路;马尾快线3号线,福建省,福州市,鼓楼区,119.293015,26.10079,119.28821853684941,26.10391459725797,728835.2669769389,2889203.0913685984,True,True,L0_006_005,2,1,北门_00031,False
BV09058362,秀山地铁站D口(公交站),秀山地铁站D口,交通设施服务;公交车站;公交车站相关,150700,160路;贵安旅游6号线,福建省,福州市,晋安区,119.320302,26.132961,119.31545547611634,26.136059662092705,731496.6266589717,2892812.997764782,True,True,L0_007_006,3,1,秀山地铁站D口_00032,False
BV09059673,盘屿地铁站A口(公交站),盘屿地铁站A口,交通设施服务;公交车站;公交车站相关,150700,156路;188路(敬老线路);25路(敬老线路),福建省,福州市,仓山区,119.294389,25.999003,119.28959811574842,26.00205719134369,729171.4604193631,2877919.800186413,True,True,L0_006_001;L0_007_001,1,2,盘屿地铁站A口_00033,False
BV09059682,芹洲路(公交站),芹洲路,交通设施服务;公交车站;公交车站相关,150700,765路,福建省,福州市,闽侯县,119.274743,25.962703,119.26997879743769,25.965756297196016,727276.9254963041,2873863.47164699,False,False,L0_006_000,1,1,芹洲路_00034,False
BV09059683,南通大道口(公交站),南通大道口,交通设施服务;公交车站;公交车站相关,150700,765路,福建省,福州市,闽侯县,119.270002,25.963793,119.26524156211303,25.966850986868263,726800.3653280856,2873976.533971733,False,False,L0_006_000,1,1,南通大道口_00035,False
BV09059687,陈厝路(砂之船奥莱)(公交站),陈厝路(砂之船奥莱),交通设施服务;公交车站;公交车站相关,150700,765路,福建省,福州市,闽侯县,119.267028,25.967245,119.26226928876845,25.97030741663929,726496.0548964107,2874354.342810081,False,False,L0_006_000,1,1,陈厝路(砂之船奥莱)_00036,False
BV09060730,市政务服务中心(公交站),市政务服务中心,交通设施服务;公交车站;公交车站相关,150700,2路;64路;6路(敬老线路);79路;83路;89路,福建省,福州市,台江区,119.307055,26.070462,119.30223783751603,26.073543973884444,730297.2380228433,2885862.7520478717,True,True,L0_007_004,1,1,市政务服务中心_00037,False
BV09060917,水头白塔里(公交站),水头白塔里,交通设施服务;公交车站;公交车站相关,150700,23路;332路,福建省,福州市,晋安区,119.320891,26.102755,119.31604562552123,26.10583303020196,731615.2859015157,2889464.8979449556,True,True,L0_007_005,2,1,水头白塔里_00038,False
BV09062488,温泉小学(公交站),温泉小学,交通设施服务;公交车站;公交车站相关,150700,121路(敬老线路);22路;53路(敬老线路);东部24号线,福建省,福州市,鼓楼区,119.310799,26.099644,119.30597288520276,26.102738657851592,730613.7038191768,2889104.145268028,True,True,L0_007_005,1,1,温泉小学_00039,False
BV09062503,迎飞花园西门(公交站),迎飞花园西门,交通设施服务;公交车站;公交车站相关,150700,149路;50路,福建省,福州市,仓山区,119.325805,26.014457,119.32095679000528,26.017466544499843,732280.9376806365,2879682.5725129237,True,True,L0_008_002,2,1,迎飞花园西门_00040,False
BV09062504,福州环保职专跨洋校区(公交站),福州环保职专跨洋校区,交通设施服务;公交车站;公交车站相关,150700,149路,福建省,福州市,仓山区,119.324516,26.016834,119.31967010694245,26.019847620873556,732147.4350462665,2879944.106737094,True,True,L0_008_002,2,1,福州环保职专跨洋校区_00041,False
BV09063064,福道7号口(公交站),福道7号口,交通设施服务;公交车站;公交车站相关,150700,113路;14路;16路;303路;307路;320路;538路;86路;东部28号线;东部7号线(洪山梁厝专线);东部8号线(洪山梁厝专线),福建省,福州市,鼓楼区,119.254185,26.080965,119.2494223915773,26.08410966265156,724992.0964126405,2886941.090587197,True,True,L0_005_004,1,1,福道7号口_00042,False
BV09067687,福建船政交通职业学院(公交站),福建船政交通职业学院,交通设施服务;公交车站;公交车站相关,150700,106路(敬老线路);167路;190路(敬老线路);194路;20路;319路;50路;60路;66路;7686烟台山公园专线;87路,福建省,福州市,仓山区,119.313407,26.027723,119.30858147994604,26.030764843078842,731015.9402556501,2881134.0526529583,True,True,L0_007_002,1,1,福建船政交通职业学院_00043,False
BV09069208,三江口生态公园(公交站),三江口生态公园,交通设施服务;公交车站;公交车站相关,150700,67路,福建省,福州市,仓山区,119.393169,26.008031,119.38823173594898,26.010941830102663,739029.4086844841,2879081.0921483804,False,True,L0_010_001,1,1,三江口生态公园_00044,False
BV09070880,八中三江口校区(公交站),八中三江口校区,交通设施服务;公交车站;公交车站相关,150700,35路(敬老线路);地铁接驳24号专线,福建省,福州市,仓山区,119.419078,25.974799,119.41415563318566,25.977691673557885,741693.0617388792,2875444.5547223603,False,True,L0_011_000,1,1,八中三江口校区_00045,False
BV09070916,乐西(东)西侧(公交站),乐西(东)西侧,交通设施服务;公交车站;公交车站相关,150700,地铁接驳18号专线(敬老线路),福建省,福州市,晋安区,119.326898,26.074896,119.32204311147329,26.077944210127015,732270.3746611588,2886385.473388155,True,True,L0_008_004,1,1,乐西(东)西侧_00046,False
BV09073123,马尾区老年大学(公交站),马尾区老年大学,交通设施服务;公交车站;公交车站相关,150700,530路;532路,福建省,福州市,马尾区,119.455861,25.985905,119.45101243213183,25.988861769174903,745361.1536189464,2876750.960336969,True,True,L0_012_001,2,1,马尾区老年大学_00047,False
BV09073271,东江滨儿童公园(公交站),东江滨儿童公园,交通设施服务;公交车站;公交车站相关,150700,139快线;140路;59路;7686路船政文化城旅游专线,福建省,福州市,马尾区,119.406384,26.015248,119.40144825968464,26.018162323070214,740337.9647586804,2879905.4230674924,True,True,L0_011_002,2,1,东江滨儿童公园_00048,False
BV09073272,快安路南(公交站),快安路南,交通设施服务;公交车站;公交车站相关,150700,59路;M3路,福建省,福州市,马尾区,119.41888,26.015,119.41395435159879,26.017919936997117,741590.534035627,2879901.659171668,True,True,L0_011_002,1,1,快安路南_00049,False
BV09073273,葆桢路南(公交站),葆桢路南,交通设施服务;公交车站;公交车站相关,150700,170路;37路;56路,福建省,福州市,马尾区,119.405134,26.017908,119.40019748847546,26.02082393970781,740207.3188079768,2880198.038272227,True,True,L0_010_002;L0_011_002,2,2,葆桢路南_00050,False
BV09073274,宗棠路口(公交站),宗棠路口,交通设施服务;公交车站;公交车站相关,150700,137路;139快线;139路快线;140路;37路;56路;59路,福建省,福州市,马尾区,119.39876,26.015911,119.39382196222634,26.0188256711913,739573.0982091812,2879964.900939444,True,True,L0_010_002,1,1,宗棠路口_00051,False
BV09073400,朏头路南(公交站),朏头路南,交通设施服务;公交车站;公交车站相关,150700,179路;532路;58路,福建省,福州市,马尾区,119.433755,26.004526,119.42885250862219,26.007454798189453,743103.6773332629,2878769.7313477877,True,True,L0_012_001,1,1,朏头路南_00052,False
BV09074411,员工公寓西门(公交站),员工公寓西门,交通设施服务;公交车站;公交车站相关,150700,767路支线,福建省,福州市,闽侯县,119.1429,26.142298,119.13796886423223,26.14533770991879,713729.5219820682,2893536.9133883878,True,True,L0_001_007,1,1,员工公寓西门_00053,False
BV09074412,江福路(公交站),江福路,交通设施服务;公交车站;公交车站相关,150700,606路;761路;761路(上放学期间);767路,福建省,福州市,闽侯县,119.137218,26.144548,119.13227739209525,26.147580630551165,713156.3148775494,2893776.0637347526,True,True,L0_001_007,1,1,江福路_00054,False
BV09078848,马榕地铁站(公交站),马榕地铁站,交通设施服务;公交车站;公交车站相关,150700,118路;15路;329路;45路;地铁接驳13号专线;地铁接驳2号专线,福建省,福州市,仓山区,119.258105,26.055743,119.2533435764544,26.058869863939634,725432.7880962717,2884151.360488324,True,True,L0_005_003,2,1,马榕地铁站_00055,False
BV09078849,鼓楼工业园(公交站),鼓楼工业园,交通设施服务;公交车站;公交车站相关,150700,175路;329路,福建省,福州市,仓山区,119.265869,26.029129,119.26110635818506,26.03223431000348,726260.8187507566,2881213.653055927,True,True,L0_005_002;L0_006_002,2;3,2,鼓楼工业园_00056,False
BV09079791,新后坂停车场(公交站),新后坂停车场,交通设施服务;公交车站;公交车站相关,150700,14路;210路,福建省,福州市,仓山区,119.341111,26.019157,119.33623322246451,26.02214077692832,733801.0543419174,2880227.762216262,True,True,L0_008_002,1,1,新后坂停车场_00057,False
BV09082209,怡馨苑(公交站),怡馨苑,交通设施服务;公交车站;公交车站相关,150700,28路(敬老线路);68路,福建省,福州市,晋安区,119.312355,26.116285,119.30752476506841,26.119387688440963,730736.2388391576,2890951.622773497,True,True,L0_007_006,1,1,怡馨苑_00058,False
BV09088562,春风村口(公交站),春风村口,交通设施服务;公交车站;公交车站相关,150700,761路;761路(上放学期间),福建省,福州市,闽侯县,119.137572,26.114797,119.13263421167767,26.11781110069278,713246.0928125053,2890478.3935900815,False,False,L0_001_006,1,1,春风村口_00059,False
BV09089780,屏西·武警总院(公交站),屏西武警总院,交通设施服务;公交车站;公交车站相关,150700,马尾快线3号线,福建省,福州市,鼓楼区,119.288915,26.10476,119.28412405506221,26.10789293374774,728417.9241356852,2889636.6943771644,True,True,L0_006_005,1,1,屏西武警总院_00060,False
BV09089781,马尾区图书馆(公交站),马尾区图书馆,交通设施服务;公交车站;公交车站相关,150700,马尾快线3号线,福建省,福州市,马尾区,119.459853,25.984164,119.45501619238455,25.987128798226127,745765.7138056168,2876566.4625333454,True,True,L0_012_001;L0_013_000;L0_013_001,1;2,3,马尾区图书馆_00061,False
BV09089997,泉头新店外环路南(公交站),泉头新店外环路南,交通设施服务;公交车站;公交车站相关,150700,211路,福建省,福州市,晋安区,119.344824,26.131689,119.339930927249,26.134740654734106,733947.1193050318,2892710.679311854,True,True,L0_008_006,1,1,泉头新店外环路南_00062,False
BV09091861,埔顶(汇达广场)站(公交站),埔顶(汇达广场)站,交通设施服务;公交车站;公交车站相关,150700,202路,福建省,福州市,仓山区,119.322044,26.041441,119.31720102984376,26.0444760094424,731851.7900199261,2882668.5482441853,True,True,L0_007_003;L0_008_003,3;4,2,埔顶(汇达广场)站_00063,False
BV09091862,三环淮安路口(西侧)(公交站),三环淮安路口(西侧),交通设施服务;公交车站;公交车站相关,150700,193路;地铁接驳5号专线,福建省,福州市,仓山区,119.227622,26.090404,119.22284702029553,26.09354615038988,722315.2946031234,2887940.9689096333,False,True,L0_004_005,1,1,三环淮安路口(西侧)_00064,False
BV09091863,赤星路南(公交站),赤星路南,交通设施服务;公交车站;公交车站相关,150700,108路,福建省,福州市,晋安区,119.29027,26.12856,119.28547539758642,26.131706481751,728506.7452135137,2892277.605648918,True,True,L0_006_006,1,1,赤星路南_00065,False
BV09091864,茶亭(附一医院)(公交站),茶亭(附一医院),交通设施服务;公交车站;公交车站相关,150700,133路,福建省,福州市,台江区,119.304188,26.069905,119.29937589954146,26.072991524963392,730011.9381469622,2885796.4834340224,True,True,L0_007_004,1,1,茶亭(附一医院)_00066,False
BV09091866,交通南路(原县劳动局)(公交站),交通南路(原县劳动局),交通设施服务;公交车站;公交车站相关,150700,511路;606路;905路,福建省,福州市,闽侯县,119.133909,26.148746,119.12896308873339,26.151776704271114,712817.2849127204,2894235.5260495436,True,True,L0_001_007,2,1,交通南路(原县劳动局)_00067,False
BV09091872,三环淮安路口(东侧)(公交站),三环淮安路口(东侧),交通设施服务;公交车站;公交车站相关,150700,193路;地铁接驳5号专线,福建省,福州市,仓山区,119.228134,26.091163,119.22335944999026,26.094306062391944,722365.1227135946,2888026.039926204,False,True,L0_004_005,1,1,三环淮安路口(东侧)_00068,False
BV09091878,员工公寓(南)(公交站),员工公寓(南),交通设施服务;公交车站;公交车站相关,150700,606路,福建省,福州市,闽侯县,119.14357,26.140391,119.13864016296128,26.143430554941386,713800.126846889,2893326.7176109217,True,True,L0_001_007,1,1,员工公寓(南)_00069,False
BV09091880,铁岭工业区一期路口(公交站),铁岭工业区一期路口,交通设施服务;公交车站;公交车站相关,150700,602路,福建省,福州市,闽侯县,119.175386,26.141844,119.17051924968546,26.144941656400007,716985.219458265,2893546.98616436,True,True,L0_002_007,1,1,铁岭工业区一期路口_00070,False
BV09092464,凤里巷口(公交站),凤里巷口,交通设施服务;公交车站;公交车站相关,150700,100路(敬老线路);112路;113路;118路;75路(敬老线路);91路,福建省,福州市,鼓楼区,119.274709,26.08157,119.26993595413981,26.08470381493248,727043.4200745141,2887042.532204874,True,True,L0_006_004,2,1,凤里巷口_00071,False
BV09092465,凤凰池新村北门(公交站),凤凰池新村北门,交通设施服务;公交车站;公交车站相关,150700,100路(敬老线路);112路;113路;118路;75路(敬老线路);91路,福建省,福州市,鼓楼区,119.276141,26.082351,119.2713665738964,26.08548399243985,727185.0521419158,2887131.47048527,True,True,L0_006_004,2,1,凤凰池新村北门_00072,False
BV09092466,八一六花园(公交站),八一六花园,交通设施服务;公交车站;公交车站相关,150700,100路(敬老线路);118路;75路(敬老线路);91路;东部28号线,福建省,福州市,鼓楼区,119.276869,26.082265,119.27209388048657,26.08539722805781,727257.9895641728,2887123.126453425,True,True,L0_006_004,2,1,八一六花园_00073,False
BV09092648,昌宇五金顺邦纺织(公交站),昌宇五金顺邦纺织,交通设施服务;公交车站;公交车站相关,150700,602路,福建省,福州市,闽侯县,119.184293,26.141765,119.17944475828077,26.144879203794737,717877.8766138298,2893555.0035951096,True,True,L0_002_007,2,1,昌宇五金顺邦纺织_00074,False
BV09093281,省妇产医院(下张)(公交站),省妇产医院(下张),交通设施服务;公交车站;公交车站相关,150700,128路;182路(敬老线路);331路;382路;贵安旅游2号专线;贵安旅游2号专线(汽车南站);贵安旅游7号专线(火车站南广场);通勤快线12路,福建省,福州市,晋安区,119.312425,26.137097,119.30759306533632,26.140212911133258,730702.1199448861,2893259.200403019,True,True,L0_007_007,1,1,省妇产医院(下张)_00075,False
BV09094539,闽侯经开区管委会(公交站),闽侯经开区管委会,交通设施服务;公交车站;公交车站相关,150700,766路,福建省,福州市,闽侯县,119.161038,26.155077,119.15614034474719,26.15815601709685,715523.0565759529,2894987.128001886,True,True,L0_002_007,2,1,闽侯经开区管委会_00076,False
BV09094649,洪湾地铁站(公交站),洪湾地铁站,交通设施服务;公交车站;公交车站相关,150700,100路(敬老线路);通勤快线23,福建省,福州市,仓山区,119.249843,26.046299,119.24508302156799,26.049420835054082,724624.1371279474,2883090.1719678496,True,True,L0_005_003,1,1,洪湾地铁站_00077,False
BV09094701,泉头路西(北侧)(公交站),泉头路西(北侧),交通设施服务;公交车站;公交车站相关,150700,211路,福建省,福州市,晋安区,119.346607,26.134981,119.34171050289234,26.13803156356667,734118.53426907,2893078.525950184,True,True,L0_008_006;L0_008_007,2,2,泉头路西(北侧)_00078,False
BV09094702,泉头路西(南侧)(公交站),泉头路西(南侧),交通设施服务;公交车站;公交车站相关,150700,211路,福建省,福州市,晋安区,119.348111,26.135074,119.34321186115669,26.13812196728754,734268.5074027898,2893091.2488417425,True,True,L0_008_006;L0_008_007,2,2,泉头路西(南侧)_00079,False
BV09096054,方圆机电(公交站),方圆机电,交通设施服务;公交车站;公交车站相关,150700,606路,福建省,福州市,闽侯县,119.161191,26.152362,119.15629386308075,26.155439602346622,715543.4018720761,2894686.4193059723,True,True,L0_002_007,1,1,方圆机电_00080,False
BV09096384,北园路南台路口(公交站),北园路南台路口,交通设施服务;公交车站;公交车站相关,150700,162路;202路;353路,福建省,福州市,仓山区,119.322426,26.024063,119.31758360229416,26.027085510882944,731924.3116555512,2880742.355862993,True,True,L0_007_002;L0_008_002,1;2,2,北园路南台路口_00081,False
BV09098371,齐安高架桥(公交站),齐安高架桥,交通设施服务;公交车站;公交车站相关,150700,190路(敬老线路),福建省,福州市,仓山区,119.301956,26.021237,119.29715135592669,26.024294440100487,729884.3856347832,2880396.944276053,True,True,L0_007_002,1,1,齐安高架桥_00082,False
BV09101867,福源机械(东)(公交站),福源机械(东),交通设施服务;公交车站;公交车站相关,150700,602路,福建省,福州市,闽侯县,119.172427,26.153395,119.16755316074756,26.156494332869947,716667.262666066,2894822.0125026386,True,True,L0_002_007,1,1,福源机械(东)_00083,False
BV09103121,燎原路水岸路口(公交站),燎原路水岸路口,交通设施服务;公交车站;公交车站相关,150700,192路;209路;42路;东部10号线;地铁江南水都接驳专线,福建省,福州市,仓山区,119.283461,26.045336,119.27868148384897,26.04843633784754,727988.7113612895,2883039.417982118,True,True,L0_006_003,1,1,燎原路水岸路口_00084,False
BV09103244,金山地铁站F口(公交站),金山地铁站F口,交通设施服务;公交车站;公交车站相关,150700,(停运)317路;111路;121路(敬老线路);133路;163路;167路;313路;K3路;地铁接驳2号专线;滨海三号线,福建省,福州市,仓山区,119.26249,26.046285,119.25772776645952,26.04940374745044,725889.7007738749,2883110.1281035254,True,True,L0_005_003,2,1,金山地铁站F口_00085,False
BV09103511,地铁葫芦阵(东侧)(公交站),地铁葫芦阵(东侧),交通设施服务;公交车站;公交车站相关,150700,14路;210路,福建省,福州市,仓山区,119.342743,26.018181,119.33786230135662,26.021161116911227,733966.0863790552,2880122.1348781725,True,True,L0_008_002,2,1,地铁葫芦阵(东侧)_00086,False
BV09103514,闽越水镇(中埕村)(公交站),闽越水镇(中埕村),交通设施服务;公交车站;公交车站相关,150700,32路;518路;518路支线;772路,福建省,福州市,闽侯县,119.114532,26.129648,119.10956618653913,26.132646743068815,710912.1709628515,2892084.4436332006,False,False,L0_000_006,1,1,闽越水镇(中埕村)_00087,False
BV09105369,地铁葫芦阵(公交站),地铁葫芦阵,交通设施服务;公交车站;公交车站相关,150700,(停运)681路;101路;124路;161路;167路;199路(敬老线路);205路;28路(敬老线路);305路;30路;31路;353路;35路(敬老线路);3路;4路;57路;711路;77路;83路;K2路,福建省,福州市,仓山区,119.342743,26.018181,119.33786230135662,26.021161116911227,733966.0863790552,2880122.1348781725,True,True,L0_008_002,1,1,地铁葫芦阵_00088,False
BV09106156,海军医院(马尾快线停车场)(公交站),海军医院(马尾快线停车场),交通设施服务;公交车站;公交车站相关,150700,马尾快线4号线,福建省,福州市,马尾区,119.459171,25.98461,119.45433213112908,25.987573492367854,745696.2826562596,2876614.4507526015,True,True,L0_012_000;L0_012_001;L0_013_001,1;2,3,海军医院(马尾快线停车场)_00089,False
BV09107759,金牛山公园(江滨西大道)(公交站),金牛山公园(江滨西大道),交通设施服务;公交车站;公交车站相关,150700,东部7号线(洪山梁厝专线),福建省,福州市,鼓楼区,119.261467,26.075195,119.2567030300916,26.078333598495686,725731.64166933,2886313.7159192306,True,True,L0_005_004,1,1,金牛山公园(江滨西大道)_00090,False
BV09107761,孟超肝胆医院金山院区西门(公交站),孟超肝胆医院金山院区西门,交通设施服务;公交车站;公交车站相关,150700,100路(敬老线路);172路,福建省,福州市,仓山区,119.241533,26.059113,119.23676999607652,26.062242182697414,723767.7717554809,2884496.437972937,True,True,L0_005_003,4,1,孟超肝胆医院金山院区西门_00091,False
BV09108376,杨廷(公交站),杨廷,交通设施服务;公交车站;公交车站相关,150700,527路,福建省,福州市,晋安区,119.340868,26.140068,119.33598150611337,26.14313220608035,733535.4098076463,2893633.380760656,True,True,L0_008_007,1,1,杨廷_00092,False
