line_id,route_id,stop_count,route_link_count,route_length_m,service_length_m,old_terminal_offset_s,new_terminal_offset_s,old_commercial_speed_kmh,new_commercial_speed_kmh,offsets_strictly_increasing,index_warning_count
bus_line_350100010109,bus_route_350100010109,39,418,47811.668,47811.668,7585.0,7585.23,22.692,22.692,true,0
bus_line_350100010110,bus_route_350100010110,41,382,41531.457,41531.457,6714.0,6713.872,22.269,22.269,true,0
bus_line_350100010111,bus_route_350100010111,39,244,31321.986,31321.986,5065.0,5065.154,22.262,22.262,true,0
bus_line_350100010112,bus_route_350100010112,32,215,28749.947,28749.947,4422.0,4421.538,23.406,23.408,true,0
bus_line_350100010115,bus_route_350100010115,11,83,13743.062,13743.062,2130.0,2129.863,23.228,23.229,true,0
bus_line_350100010116,bus_route_350100010116,10,92,17789.356,17789.356,2751.0,2750.986,23.279,23.28,true,0
bus_line_350100010117,bus_route_350100010117,29,285,34172.409,34172.409,5306.0,5306.228,23.185,23.184,true,0
bus_line_350100010118,bus_route_350100010118,27,306,37561.301,37561.301,5504.0,5504.261,24.568,24.567,true,0
bus_line_350100010125,bus_route_350100010125,36,620,89112.58,89112.58,12937.0,12937.399,24.798,24.797,true,0
bus_line_350100010126,bus_route_350100010126,35,626,85476.28,85476.28,12615.0,12615.142,24.393,24.392,true,0
bus_line_350100010127,bus_route_350100010127,18,90,12563.206,12563.206,1987.0,1986.898,22.762,22.763,true,0
bus_line_350100010128,bus_route_350100010128,16,93,14058.367,14058.367,2152.0,2151.823,23.518,23.52,true,0
bus_line_350100010131,bus_route_350100010131,23,287,26863.563,26863.563,4323.0,4322.755,22.371,22.372,true,0
bus_line_350100010132,bus_route_350100010132,23,227,24897.62,24897.62,4046.0,4046.333,22.153,22.151,true,0
bus_line_350100010135,bus_route_350100010135,39,249,36503.799,36503.799,6174.0,6173.868,21.285,21.285,true,0
bus_line_350100010136,bus_route_350100010136,37,297,46615.62,46615.62,7454.0,7454.238,22.514,22.513,true,0
