mode,operator,official_route_id,official_route_sequence,route_name,adult_octopus_fare_hkd,source_record_last_update,source_id
bus,KMB,1001,1,1,6.7,2026-05-22,td_bus_route_fares_20260720
bus,KMB,1001,2,1,6.7,2026-05-22,td_bus_route_fares_20260720
bus,KMB,1002,1,10,5.6,2026-04-30,td_bus_route_fares_20260720
bus,KMB+CTB,1006,1,102P,12.9,2025-01-05,td_bus_route_fares_20260720
bus,KMB+CTB,1006,2,102P,12.9,2025-01-05,td_bus_route_fares_20260720
bus,KMB+CTB,1008,1,103,12.9,2025-01-05,td_bus_route_fares_20260720
bus,KMB+CTB,1008,2,103,12.9,2025-01-05,td_bus_route_fares_20260720
bus,KMB+CTB,1010,1,106,12.9,2026-07-06,td_bus_route_fares_20260720
bus,KMB+CTB,1010,2,106,12.9,2026-07-06,td_bus_route_fares_20260720
bus,KMB,1014,1,108,12.4,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1014,2,108,12.4,2025-01-05,td_bus_route_fares_20260720
bus,KMB+CTB,1015,1,109,12.2,2025-01-05,td_bus_route_fares_20260720
bus,KMB+CTB,1015,2,109,12.2,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1016,1,11,5.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1016,2,11,5.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB+CTB,1017,1,110,12.2,2025-07-18,td_bus_route_fares_20260720
bus,KMB+CTB,1019,1,112,12.2,2026-05-07,td_bus_route_fares_20260720
bus,KMB+CTB,1019,2,112,12.2,2026-05-07,td_bus_route_fares_20260720
bus,KMB+CTB,1021,1,115,12.2,2026-01-14,td_bus_route_fares_20260720
bus,KMB+CTB,1021,2,115,12.2,2026-01-14,td_bus_route_fares_20260720
bus,KMB+CTB,1022,1,115P,12.2,2026-01-14,td_bus_route_fares_20260720
bus,KMB+CTB,1023,1,116,12.9,2026-06-18,td_bus_route_fares_20260720
bus,KMB+CTB,1023,2,116,12.9,2026-06-18,td_bus_route_fares_20260720
bus,KMB+CTB,1024,1,117,12.2,2025-01-05,td_bus_route_fares_20260720
bus,KMB+CTB,1024,2,117,12.2,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1027,1,11B,5.8,2026-03-20,td_bus_route_fares_20260720
bus,KMB,1027,2,11B,5.8,2026-03-20,td_bus_route_fares_20260720
bus,KMB,1028,1,11C,6.7,2026-05-15,td_bus_route_fares_20260720
bus,KMB,1028,2,11C,6.7,2026-05-15,td_bus_route_fares_20260720
bus,KMB,1029,1,11D,5.8,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1029,2,11D,5.8,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1030,1,11K,5.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1030,2,11K,5.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1031,1,11X,8.6,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1031,2,11X,8.6,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1032,1,12,5.6,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1032,2,12,5.6,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1033,1,12A,5.8,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1033,2,12A,5.8,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1034,1,13D,7.8,2026-05-15,td_bus_route_fares_20260720
bus,KMB,1034,2,13D,7.8,2026-05-15,td_bus_route_fares_20260720
bus,KMB,1035,1,13M,5.1,2026-06-29,td_bus_route_fares_20260720
bus,KMB,1036,1,13P,7.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1037,1,13X,8.6,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1037,2,13X,8.6,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1038,1,14,7.8,2026-05-04,td_bus_route_fares_20260720
bus,KMB,1038,2,14,7.8,2026-05-04,td_bus_route_fares_20260720
bus,KMB,1039,1,14B,5.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1039,2,14B,5.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1040,1,14X,8.6,2025-06-02,td_bus_route_fares_20260720
bus,KMB,1041,1,15,7.8,2026-04-30,td_bus_route_fares_20260720
bus,KMB,1041,2,15,7.8,2026-04-30,td_bus_route_fares_20260720
bus,KMB,1042,1,15A,6.7,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1042,2,15A,6.7,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1044,1,16,7.8,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1044,2,16,7.8,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1045,1,16M,5.2,2026-06-29,td_bus_route_fares_20260720
bus,KMB,1046,1,17,6.7,2026-05-15,td_bus_route_fares_20260720
bus,KMB,1046,2,17,6.7,2026-05-15,td_bus_route_fares_20260720
bus,KMB+CTB,1047,1,170,20.8,2025-05-14,td_bus_route_fares_20260720
bus,KMB+CTB,1047,2,170,20.8,2025-05-14,td_bus_route_fares_20260720
bus,KMB,1050,1,18,5.6,2025-01-05,td_bus_route_fares_20260720
bus,KMB+CTB,1051,1,182,20.8,2026-01-14,td_bus_route_fares_20260720
bus,KMB+CTB,1051,2,182,20.8,2026-01-14,td_bus_route_fares_20260720
bus,KMB,1053,1,1A,8.2,2026-04-22,td_bus_route_fares_20260720
bus,KMB,1053,2,1A,8.2,2026-04-22,td_bus_route_fares_20260720
bus,KMB,1054,1,2,5.6,2026-04-17,td_bus_route_fares_20260720
bus,KMB,1054,2,2,5.6,2026-04-17,td_bus_route_fares_20260720
bus,KMB,1056,1,203E,6.7,2026-05-04,td_bus_route_fares_20260720
bus,KMB,1056,2,203E,6.7,2026-05-04,td_bus_route_fares_20260720
bus,KMB,1057,1,208,9.3,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1057,2,208,9.3,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1058,1,21,5.6,2025-01-17,td_bus_route_fares_20260720
bus,KMB,1058,2,21,5.6,2025-01-17,td_bus_route_fares_20260720
bus,KMB,1059,1,211,4.6,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1061,1,215X,8.6,2026-02-23,td_bus_route_fares_20260720
bus,KMB,1061,2,215X,8.6,2026-02-23,td_bus_route_fares_20260720
bus,KMB,1062,1,216M,4.0,2026-05-04,td_bus_route_fares_20260720
bus,KMB,1064,1,219X,8.6,2026-04-10,td_bus_route_fares_20260720
bus,KMB,1066,1,224X,8.6,2025-06-02,td_bus_route_fares_20260720
bus,KMB,1067,1,23,5.6,2025-12-24,td_bus_route_fares_20260720
bus,KMB,1068,1,230X,11.0,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1069,1,234A,7.1,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1069,2,234A,7.1,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1070,1,234B,5.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1070,2,234B,5.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1071,1,234P,10.2,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1073,1,234X,10.2,2026-06-29,td_bus_route_fares_20260720
bus,KMB,1073,2,234X,10.2,2026-06-29,td_bus_route_fares_20260720
bus,KMB,1074,1,235,5.1,2026-06-26,td_bus_route_fares_20260720
bus,KMB,1075,1,235M,4.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1075,2,235M,4.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1077,1,238M,4.3,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1077,2,238M,4.3,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1078,1,238P,9.3,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1079,1,238X,9.3,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1079,2,238X,9.3,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1081,1,24,5.8,2025-12-15,td_bus_route_fares_20260720
bus,KMB,1083,1,243M,5.8,2026-06-22,td_bus_route_fares_20260720
bus,KMB,1083,2,243M,5.8,2026-06-22,td_bus_route_fares_20260720
bus,KMB,1084,1,243P,5.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1085,1,248M,4.8,2025-04-25,td_bus_route_fares_20260720
bus,KMB,1087,1,249M,4.8,2025-07-07,td_bus_route_fares_20260720
bus,KMB,1088,1,249X,10.4,2026-06-15,td_bus_route_fares_20260720
bus,KMB,1088,2,249X,10.4,2026-06-15,td_bus_route_fares_20260720
bus,KMB,1089,1,252B,14.7,2026-01-19,td_bus_route_fares_20260720
bus,KMB,1090,1,258P,18.8,2026-01-19,td_bus_route_fares_20260720
bus,KMB,1091,1,258D,18.8,2026-04-30,td_bus_route_fares_20260720
bus,KMB,1091,2,258D,18.8,2026-04-30,td_bus_route_fares_20260720
bus,KMB,1092,1,259B,16.3,2026-01-19,td_bus_route_fares_20260720
bus,KMB,1093,1,259C,15.5,2026-01-19,td_bus_route_fares_20260720
bus,KMB,1094,1,259D,18.8,2026-05-15,td_bus_route_fares_20260720
bus,KMB,1094,2,259D,18.8,2026-05-15,td_bus_route_fares_20260720
bus,KMB,1095,1,259E,10.2,2025-11-07,td_bus_route_fares_20260720
bus,KMB,1096,1,26,7.8,2026-06-30,td_bus_route_fares_20260720
bus,KMB,1096,2,26,7.8,2026-06-30,td_bus_route_fares_20260720
bus,KMB,1098,1,260B,15.5,2026-01-19,td_bus_route_fares_20260720
bus,KMB,1099,1,260C,11.0,2026-01-19,td_bus_route_fares_20260720
bus,KMB,1099,2,260C,11.0,2026-01-19,td_bus_route_fares_20260720
bus,KMB,1101,1,260X,17.2,2025-09-05,td_bus_route_fares_20260720
bus,KMB,1101,2,260X,17.2,2025-09-05,td_bus_route_fares_20260720
bus,KMB,1102,1,261,15.4,2026-01-19,td_bus_route_fares_20260720
bus,KMB,1102,2,261,15.4,2026-01-19,td_bus_route_fares_20260720
bus,KMB,1103,1,261B,15.5,2026-01-19,td_bus_route_fares_20260720
bus,KMB,1104,1,261P,15.4,2025-03-21,td_bus_route_fares_20260720
bus,KMB,1105,1,263,16.9,2025-09-05,td_bus_route_fares_20260720
bus,KMB,1105,2,263,16.9,2025-09-05,td_bus_route_fares_20260720
bus,KMB,1108,1,265B,17.2,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1108,2,265B,17.2,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1109,1,265M,12.5,2026-01-19,td_bus_route_fares_20260720
bus,KMB,1109,2,265M,12.5,2026-01-19,td_bus_route_fares_20260720
bus,KMB,1111,1,265S,17.2,2026-01-19,td_bus_route_fares_20260720
bus,KMB,1113,1,268B,20.8,2025-09-23,td_bus_route_fares_20260720
bus,KMB,1113,2,268B,20.8,2025-09-23,td_bus_route_fares_20260720
bus,KMB,1114,1,268C,20.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1114,2,268C,20.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1115,1,269B,20.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1115,2,269B,20.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1116,1,269C,20.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1116,2,269C,20.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1117,1,269D,18.5,2025-09-26,td_bus_route_fares_20260720
bus,KMB,1117,2,269D,18.5,2025-09-26,td_bus_route_fares_20260720
bus,KMB,1118,1,269M,12.5,2025-11-10,td_bus_route_fares_20260720
bus,KMB,1118,2,269M,12.5,2025-11-10,td_bus_route_fares_20260720
bus,KMB,1119,1,26M,5.6,2026-02-27,td_bus_route_fares_20260720
bus,KMB,1120,1,27,5.6,2026-07-03,td_bus_route_fares_20260720
bus,KMB,1121,1,270,4.3,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1122,1,270A,16.9,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1122,2,270A,16.9,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1123,1,271,12.5,2025-01-06,td_bus_route_fares_20260720
bus,KMB,1123,2,271,12.5,2025-01-06,td_bus_route_fares_20260720
bus,KMB,1124,1,272K,4.6,2025-01-17,td_bus_route_fares_20260720
bus,KMB,1125,1,272P,12.5,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1125,2,272P,12.5,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1126,1,272S,8.6,2025-12-22,td_bus_route_fares_20260720
bus,KMB,1126,2,272S,8.6,2025-12-22,td_bus_route_fares_20260720
bus,KMB,1127,1,273,4.3,2026-07-10,td_bus_route_fares_20260720
bus,KMB,1128,1,273A,5.1,2026-01-06,td_bus_route_fares_20260720
bus,KMB,1129,1,273B,4.3,2026-05-07,td_bus_route_fares_20260720
bus,KMB,1130,1,273C,14.7,2025-12-15,td_bus_route_fares_20260720
bus,KMB,1131,1,273P,11.5,2025-08-22,td_bus_route_fares_20260720
bus,KMB,1132,1,273S,4.3,2025-07-04,td_bus_route_fares_20260720
bus,KMB,1133,1,274P,9.1,2025-12-19,td_bus_route_fares_20260720
bus,KMB,1133,2,274P,9.1,2025-12-19,td_bus_route_fares_20260720
bus,KMB,1135,1,275R,12.7,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1135,2,275R,12.7,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1137,1,276,10.5,2026-03-13,td_bus_route_fares_20260720
bus,KMB,1137,2,276,10.5,2026-03-13,td_bus_route_fares_20260720
bus,KMB,1138,1,276A,10.5,2026-02-27,td_bus_route_fares_20260720
bus,KMB,1138,2,276A,10.5,2026-02-27,td_bus_route_fares_20260720
bus,KMB,1139,1,276B,10.5,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1139,2,276B,10.5,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1140,1,276P,10.5,2026-03-13,td_bus_route_fares_20260720
bus,KMB,1140,2,276P,10.5,2026-03-13,td_bus_route_fares_20260720
bus,KMB,1141,1,273D,5.1,2026-06-10,td_bus_route_fares_20260720
bus,KMB,1142,1,277X,16.9,2026-04-13,td_bus_route_fares_20260720
bus,KMB,1142,2,277X,16.9,2026-04-13,td_bus_route_fares_20260720
bus,KMB,1143,1,278K,4.3,2025-09-16,td_bus_route_fares_20260720
bus,KMB,1144,1,278P,14.7,2025-09-26,td_bus_route_fares_20260720
bus,KMB,1145,1,278X,14.7,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1145,2,278X,14.7,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1146,1,279X,17.1,2026-04-13,td_bus_route_fares_20260720
bus,KMB,1146,2,279X,17.1,2026-04-13,td_bus_route_fares_20260720
bus,KMB,1147,1,28,6.7,2026-05-04,td_bus_route_fares_20260720
bus,KMB,1147,2,28,6.7,2026-05-04,td_bus_route_fares_20260720
bus,KMB,1149,1,281A,9.0,2026-01-06,td_bus_route_fares_20260720
bus,KMB,1149,2,281A,9.0,2026-01-06,td_bus_route_fares_20260720
bus,KMB,1150,1,282,4.6,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1151,1,283,5.1,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1152,1,284,4.6,2026-05-04,td_bus_route_fares_20260720
bus,KMB,1154,1,289K,5.3,2026-05-04,td_bus_route_fares_20260720
bus,KMB,1156,1,292P,9.0,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1157,1,296A,5.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1158,1,296C,9.6,2025-12-15,td_bus_route_fares_20260720
bus,KMB,1158,2,296C,9.6,2025-12-15,td_bus_route_fares_20260720
bus,KMB,1160,1,296M,5.8,2025-05-23,td_bus_route_fares_20260720
bus,KMB,1160,2,296M,5.8,2025-05-23,td_bus_route_fares_20260720
bus,KMB,1161,1,297,11.3,2025-12-15,td_bus_route_fares_20260720
bus,KMB,1161,2,297,11.3,2025-12-15,td_bus_route_fares_20260720
bus,KMB,1162,1,298E,5.8,2025-12-18,td_bus_route_fares_20260720
bus,KMB,1163,1,299X,11.7,2026-06-18,td_bus_route_fares_20260720
bus,KMB,1163,2,299X,11.7,2026-06-18,td_bus_route_fares_20260720
bus,KMB,1164,1,29M,5.1,2026-06-22,td_bus_route_fares_20260720
bus,KMB,1165,1,2A,6.7,2026-05-22,td_bus_route_fares_20260720
bus,KMB,1165,2,2A,6.7,2026-05-22,td_bus_route_fares_20260720
bus,KMB,1166,1,2B,5.6,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1166,2,2B,5.6,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1168,1,2D,5.6,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1168,2,2D,5.6,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1169,1,2E,5.8,2026-03-27,td_bus_route_fares_20260720
bus,KMB,1169,2,2E,5.8,2026-03-27,td_bus_route_fares_20260720
bus,KMB,1170,1,2F,6.7,2026-04-17,td_bus_route_fares_20260720
bus,KMB,1170,2,2F,6.7,2026-04-17,td_bus_route_fares_20260720
bus,KMB,1171,1,30,7.4,2025-06-27,td_bus_route_fares_20260720
bus,KMB,1171,2,30,7.4,2025-06-27,td_bus_route_fares_20260720
bus,KMB+CTB,1174,1,985,20.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1176,1,30X,10.2,2025-05-19,td_bus_route_fares_20260720
bus,KMB,1176,2,30X,10.2,2025-05-19,td_bus_route_fares_20260720
bus,KMB,1177,1,31,5.1,2026-06-22,td_bus_route_fares_20260720
bus,KMB,1178,1,31B,6.7,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1178,2,31B,6.7,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1179,1,31M,4.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1179,2,31M,4.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1180,1,32,7.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1180,2,32,7.8,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1182,1,32M,5.4,2025-09-05,td_bus_route_fares_20260720
bus,KMB,1184,1,33A,7.4,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1184,2,33A,7.4,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1185,1,34,5.7,2026-06-22,td_bus_route_fares_20260720
bus,KMB,1185,2,34,5.7,2026-06-22,td_bus_route_fares_20260720
bus,KMB,1186,1,34M,4.6,2025-11-06,td_bus_route_fares_20260720
bus,KMB,1187,1,35A,8.8,2026-06-12,td_bus_route_fares_20260720
bus,KMB,1187,2,35A,8.8,2026-06-12,td_bus_route_fares_20260720
bus,KMB,1189,1,36,5.1,2025-07-04,td_bus_route_fares_20260720
bus,KMB,1191,1,36B,7.8,2026-02-06,td_bus_route_fares_20260720
bus,KMB,1191,2,36B,7.8,2026-02-06,td_bus_route_fares_20260720
bus,KMB,1192,1,36M,4.8,2026-05-15,td_bus_route_fares_20260720
bus,KMB,1192,2,36M,4.8,2026-05-15,td_bus_route_fares_20260720
bus,KMB,1193,1,37,6.7,2026-06-26,td_bus_route_fares_20260720
bus,KMB,1193,2,37,6.7,2026-06-26,td_bus_route_fares_20260720
bus,KMB,1194,1,373,27.9,2025-01-28,td_bus_route_fares_20260720
bus,KMB,1194,2,373,27.9,2025-01-28,td_bus_route_fares_20260720
bus,KMB,1195,1,978,27.9,2025-03-28,td_bus_route_fares_20260720
bus,KMB,1195,2,978,27.9,2025-03-28,td_bus_route_fares_20260720
bus,KMB,1196,1,37M,4.6,2026-06-12,td_bus_route_fares_20260720
bus,KMB,1197,1,38,10.0,2026-05-11,td_bus_route_fares_20260720
bus,KMB,1197,2,38,10.0,2026-05-11,td_bus_route_fares_20260720
bus,KMB,1198,1,38A,5.4,2025-07-04,td_bus_route_fares_20260720
bus,KMB,1198,2,38A,5.4,2025-07-04,td_bus_route_fares_20260720
bus,KMB,1200,1,39A,5.1,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1201,1,39M,4.3,2026-03-27,td_bus_route_fares_20260720
bus,KMB,1202,1,3B,5.8,2025-04-25,td_bus_route_fares_20260720
bus,KMB,1202,2,3B,5.8,2025-04-25,td_bus_route_fares_20260720
bus,KMB,1203,1,3C,6.7,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1203,2,3C,6.7,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1204,1,3D,5.8,2026-06-05,td_bus_route_fares_20260720
bus,KMB,1204,2,3D,5.8,2026-06-05,td_bus_route_fares_20260720
bus,KMB,1205,1,3M,5.1,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1205,2,3M,5.1,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1207,1,40,10.1,2025-12-19,td_bus_route_fares_20260720
bus,KMB,1207,2,40,10.1,2025-12-19,td_bus_route_fares_20260720
bus,KMB,1208,1,40X,10.4,2026-01-05,td_bus_route_fares_20260720
bus,KMB,1208,2,40X,10.4,2026-01-05,td_bus_route_fares_20260720
bus,KMB,1210,1,41A,10.2,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1210,2,41A,10.2,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1211,1,41M,5.4,2026-06-15,td_bus_route_fares_20260720
bus,KMB,1211,2,41M,5.4,2026-06-15,td_bus_route_fares_20260720
bus,KMB,1213,1,42,9.3,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1213,2,42,9.3,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1214,1,42A,7.8,2026-02-06,td_bus_route_fares_20260720
bus,KMB,1214,2,42A,7.8,2026-02-06,td_bus_route_fares_20260720
bus,KMB,1215,1,42C,11.0,2025-10-10,td_bus_route_fares_20260720
bus,KMB,1215,2,42C,11.0,2025-10-10,td_bus_route_fares_20260720
bus,KMB,1216,1,42M,5.4,2025-03-14,td_bus_route_fares_20260720
bus,KMB,1216,2,42M,5.4,2025-03-14,td_bus_route_fares_20260720
bus,KMB,1217,1,43,5.4,2026-06-15,td_bus_route_fares_20260720
bus,KMB,1217,2,43,5.4,2026-06-15,td_bus_route_fares_20260720
bus,KMB,1218,1,43A,5.4,2025-07-04,td_bus_route_fares_20260720
bus,KMB,1218,2,43A,5.4,2025-07-04,td_bus_route_fares_20260720
bus,KMB,1219,1,43B,5.4,2025-03-21,td_bus_route_fares_20260720
bus,KMB,1219,2,43B,5.4,2025-03-21,td_bus_route_fares_20260720
bus,KMB,1220,1,43C,7.8,2026-01-05,td_bus_route_fares_20260720
bus,KMB,1221,1,43M,5.1,2025-06-27,td_bus_route_fares_20260720
bus,KMB,1222,1,43P,10.4,2025-10-20,td_bus_route_fares_20260720
bus,KMB,1222,2,43P,10.4,2025-10-20,td_bus_route_fares_20260720
bus,KMB,1223,1,43X,10.4,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1223,2,43X,10.4,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1224,1,44,7.4,2026-06-22,td_bus_route_fares_20260720
bus,KMB,1224,2,44,7.4,2026-06-22,td_bus_route_fares_20260720
bus,KMB,1225,1,44M,5.4,2025-02-28,td_bus_route_fares_20260720
bus,KMB,1225,2,44M,5.4,2025-02-28,td_bus_route_fares_20260720
bus,KMB,1228,1,45,7.9,2026-05-22,td_bus_route_fares_20260720
bus,KMB,1228,2,45,7.9,2026-05-22,td_bus_route_fares_20260720
bus,KMB,1229,1,46,6.7,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1229,2,46,6.7,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1232,1,46X,9.3,2025-12-29,td_bus_route_fares_20260720
bus,KMB,1232,2,46X,9.3,2025-12-29,td_bus_route_fares_20260720
bus,KMB,1233,1,47X,9.3,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1233,2,47X,9.3,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1234,1,48X,9.3,2026-02-27,td_bus_route_fares_20260720
bus,KMB,1234,2,48X,9.3,2026-02-27,td_bus_route_fares_20260720
bus,KMB,1235,1,49P,10.4,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1236,1,49X,10.4,2026-01-06,td_bus_route_fares_20260720
bus,KMB,1236,2,49X,10.4,2026-01-06,td_bus_route_fares_20260720
bus,KMB,1237,1,5,6.7,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1237,2,5,6.7,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1238,1,51,10.2,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1239,1,52X,14.6,2026-02-27,td_bus_route_fares_20260720
bus,KMB,1239,2,52X,14.6,2026-02-27,td_bus_route_fares_20260720
bus,KMB,1240,1,53,12.2,2025-07-25,td_bus_route_fares_20260720
bus,KMB,1240,2,53,12.2,2025-07-25,td_bus_route_fares_20260720
bus,KMB,1242,1,57M,10.8,2026-05-04,td_bus_route_fares_20260720
bus,KMB,1242,2,57M,10.8,2026-05-04,td_bus_route_fares_20260720
bus,KMB,1243,1,58M,10.8,2025-11-21,td_bus_route_fares_20260720
bus,KMB,1243,2,58M,10.8,2025-11-21,td_bus_route_fares_20260720
bus,KMB,1244,1,58P,10.8,2025-09-26,td_bus_route_fares_20260720
bus,KMB,1245,1,58X,14.6,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1245,2,58X,14.6,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1246,1,59A,10.8,2026-01-19,td_bus_route_fares_20260720
bus,KMB,1246,2,59A,10.8,2026-01-19,td_bus_route_fares_20260720
bus,KMB,1247,1,59M,9.6,2026-05-22,td_bus_route_fares_20260720
bus,KMB,1247,2,59M,9.6,2026-05-22,td_bus_route_fares_20260720
bus,KMB,1249,1,59X,14.6,2026-03-30,td_bus_route_fares_20260720
bus,KMB,1249,2,59X,14.6,2026-03-30,td_bus_route_fares_20260720
bus,KMB,1250,1,5A,5.1,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1250,2,5A,5.1,2025-01-05,td_bus_route_fares_20260720
bus,KMB,1251,1,5C,6.7,2025-07-25,td_bus_route_fares_20260720
bus,KMB,1251,2,5C,6.7,2025-07-25,td_bus_route_fares_20260720
bus,KMB,1252,1,5D,6.7,2025-12-18,td_bus_route_fares_20260720
bus,KMB,1253,1,6,5.8,2026-07-03,td_bus_route_fares_20260720
bus,KMB,1253,2,6,5.8,2026-07-03,td_bus_route_fares_20260720
bus,KMB,1256,1,603,13.9,2025-01-17,td_bus_route_fares_20260720
bus,KMB,1256,2,603,13.9,2025-01-17,td_bus_route_fares_20260720
bus,KMB,1257,1,603P,13.9,2025-06-20,td_bus_route_fares_20260720
bus,KMB,1258,1,603S,13.9,2025-01-17,td_bus_route_fares_20260720
bus,KMB+CTB,1259,1,606,12.9,2025-05-08,td_bus_route_fares_20260720
bus,KMB+CTB,1259,2,606,12.9,2025-05-08,td_bus_route_fares_20260720
bus,KMB,1261,1,60M,9.6,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1261,2,60M,9.6,2026-05-08,td_bus_route_fares_20260720
bus,KMB,1262,1,60X,14.6,2026-02-27,td_bus_route_fares_20260720
bus,KMB,1262,2,60X,14.6,2026-02-27,td_bus_route_fares_20260720
bus,KMB+CTB,1263,1,619,12.9,2026-05-15,td_bus_route_fares_20260720
bus,KMB+CTB,1263,2,619,12.9,2026-05-15,td_bus_route_fares_20260720
bus,KMB+CTB,1264,1,619P,12.9,2026-01-14,td_bus_route_fares_20260720
bus,KMB,1265,1,61M,10.4,2026-05-29,td_bus_route_fares_20260720
bus,KMB,1265,2,61M,10.4,2026-05-29,td_bus_route_fares_20260720
bus,KMB,1266,1,61X,15.8,2026-03-20,td_bus_route_fares_20260720
bus,KMB,1266,2,61X,15.8,2026-03-20,td_bus_route_fares_20260720
