line_id,line_name,direction,profile,estimated_rows_added,min_headway_minutes,max_headway_minutes,service_start,service_end,source,notes
900000076581,地铁6号线(潘墩--万寿),潘墩->万寿,line6_low_frequency_profile_from_line5_and_mobile_observation,6,7.0,8.0,06:00:00,23:00:00,estimated_from_existing_active_metro_profiles_20260709,Estimated from existing active Fuzhou metro lines; not operator-published timetable.
900000076583,地铁6号线(万寿--潘墩),万寿->潘墩,line6_low_frequency_profile_from_line5_and_mobile_observation,6,7.0,8.0,06:00:00,23:00:00,estimated_from_existing_active_metro_profiles_20260709,Estimated from existing active Fuzhou metro lines; not operator-published timetable.
900000139163,滨海快线(福州火车站--文岭),福州火车站->文岭,binhai_express_low_frequency_envelope_from_lines_1_2_4_5,8,7.0,10.0,06:00:00,23:00:00,estimated_from_existing_active_metro_profiles_20260709,Estimated from existing active Fuzhou metro lines; not operator-published timetable.
900000139164,滨海快线(文岭--福州火车站),文岭->福州火车站,binhai_express_low_frequency_envelope_from_lines_1_2_4_5,8,7.0,10.0,06:00:00,23:00:00,estimated_from_existing_active_metro_profiles_20260709,Estimated from existing active Fuzhou metro lines; not operator-published timetable.
