candidate_id,household_id,passenger_person_id,passenger_trip_index,passenger_original_mode,driver_person_id,driver_trip_index,driver_original_mode,driver_vehicle_id,driver_requires_car_switch,screen_type,departure_delta_s,origin_gap_m,destination_gap_m,detour_added_distance_m,detour_ratio,passenger_departure_time_s,driver_departure_time_s,passenger_pickup_link,passenger_dropoff_link,driver_origin_link,driver_destination_link
joint:hk_hh_0000251:hk_person_00000553:1:1,hk_hh_0000251,hk_person_00000553,1,pt,hk_person_00000552,2,car,hk_vehicle_0000059,false,detour,1151.0,4534.538291980131,0.0,527.8119149062932,1.1087103183975766,56902.0,55751.0,road_5551_0_f,road_271788_0_r,road_102199_0_f,road_271788_0_r
joint:hk_hh_0000251:hk_person_00000559:1:1,hk_hh_0000251,hk_person_00000559,1,walk,hk_person_00000552,2,car,hk_vehicle_0000059,false,detour,1707.0,5709.7879817314415,0.0,2419.249126834795,1.4982785258039542,57458.0,55751.0,road_2147_0_f,road_271788_0_r,road_102199_0_f,road_271788_0_r
joint:hk_hh_0001316:hk_person_00003040:0:1,hk_hh_0001316,hk_person_00003040,0,pt,hk_person_00003039,0,car,hk_vehicle_0000343,false,detour,467.0,0.0,5800.2682459546095,16.535986774125377,1.0025724195631969,28692.0,29159.0,road_271804_0_f,road_1926_0_f,road_271804_0_f,road_7383_0_f
joint:hk_hh_0001690:hk_person_00003960:2:1,hk_hh_0001690,hk_person_00003960,2,pt,hk_person_00003961,1,pt,hk_vehicle_0000452,true,detour,1182.0,6516.349119242263,481.3963268834254,962.79265376685,1.147750317877199,65169.0,63987.0,road_811_0_f,road_379_0_f,road_106528_0_f,road_811_0_f
joint:hk_hh_0001690:hk_person_00003963:0:1,hk_hh_0001690,hk_person_00003963,0,pt,hk_person_00003961,0,pt,hk_vehicle_0000452,true,detour,1110.0,0.0,2680.70673066581,145.96272775192028,1.0223994640374476,26714.0,27824.0,road_811_0_f,road_116121_0_r,road_811_0_f,road_106528_0_f
joint:hk_hh_0001715:hk_person_00004032:0:1,hk_hh_0001715,hk_person_00004032,0,pt,hk_person_00004030,0,car,hk_vehicle_0000460,false,detour,237.0,0.0,4997.885340006261,1502.745241237315,1.193449646671712,55388.0,55151.0,road_4162_0_f,road_729_0_f,road_4162_0_f,road_165317_0_r
joint:hk_hh_0001715:hk_person_00004038:1:1,hk_hh_0001715,hk_person_00004038,1,walk,hk_person_00004030,0,car,hk_vehicle_0000460,false,detour,1997.0,1532.3652849451971,7768.146735297503,3064.7305698903947,1.3945253191426774,57148.0,55151.0,road_2147_0_f,road_4162_0_f,road_4162_0_f,road_165317_0_r
joint:hk_hh_0001715:hk_person_00004038:2:1,hk_hh_0001715,hk_person_00004038,2,pt,hk_person_00004030,0,car,hk_vehicle_0000460,false,detour,2273.0,0.0,7180.242006258905,289.049439219938,1.0372095750852044,57424.0,55151.0,road_4162_0_f,road_1956_0_f,road_4162_0_f,road_165317_0_r
joint:hk_hh_0001715:hk_person_00004038:3:1,hk_hh_0001715,hk_person_00004038,3,pt,hk_person_00004030,1,car,hk_vehicle_0000460,false,detour,2273.0,7180.242006258905,565.8771310399454,289.2152308408422,1.0372309175786656,68824.0,66551.0,road_1956_0_f,road_465_0_f,road_165317_0_r,road_4162_0_f
joint:hk_hh_0001777:hk_person_00004166:1:1,hk_hh_0001777,hk_person_00004166,1,pt,hk_person_00004167,2,car,hk_vehicle_0000470,false,detour,2625.0,5089.506135838471,0.0,369.460416131019,1.0692313294169626,60978.0,58353.0,road_1926_0_f,road_1808_0_r,road_107344_0_f,road_1808_0_r
joint:hk_hh_0001847:hk_person_00004326:0:1,hk_hh_0001847,hk_person_00004326,0,pt,hk_person_00004323,0,taxi,hk_vehicle_0000492,true,detour,2367.0,0.0,3576.574519428449,10.223034109379114,1.0014180160859172,30131.0,27764.0,road_273266_0_r,road_1112_0_f,road_273266_0_r,road_125354_0_f
joint:hk_hh_0001847:hk_person_00004326:1:1,hk_hh_0001847,hk_person_00004326,1,pt,hk_person_00004323,2,car,hk_vehicle_0000492,false,detour,1759.0,3643.0407147464234,18825.290892754103,7286.081429492846,1.3870368575445107,68934.0,67175.0,road_1112_0_f,road_273266_0_r,road_273266_0_r,road_272733_0_f
joint:hk_hh_0003957:hk_person_00009087:0:1,hk_hh_0003957,hk_person_00009087,0,pt,hk_person_00009089,0,car,hk_vehicle_0001005,false,detour,515.0,0.0,3990.641209371021,475.40075556794363,1.057514856770026,25948.0,25433.0,road_2160_0_r,road_104773_0_f,road_2160_0_r,road_101085_0_f
joint:hk_hh_0003957:hk_person_00009087:3:1,hk_hh_0003957,hk_person_00009087,3,pt,hk_person_00009089,1,car,hk_vehicle_0001005,false,direct,1430.0,142.55565877234457,0.0,17.753288680258265,1.0021478254792047,63158.0,64588.0,road_273452_0_f,road_2160_0_r,road_101085_0_f,road_2160_0_r
