bus_stop_facility,metro_stop_facility,distance_m,transfer_time_s
bus_stop_350100010099_004_BV10209055,metro_stop_350100020612_001_BV10687409,233.181,254.317
bus_stop_350100010100_040_BV10209055,metro_stop_350100020612_001_BV10687409,169.506,201.255
bus_stop_350100010407_039_BV10209055,metro_stop_350100020612_001_BV10687409,169.506,201.255
bus_stop_350100010408_004_BV10209055,metro_stop_350100020612_001_BV10687409,233.181,254.317
bus_stop_900000204072_001_BV10209055,metro_stop_350100020612_001_BV10687409,163.1,195.916
bus_stop_900000204073_002_BV10209055,metro_stop_350100020612_001_BV10687409,233.181,254.317
bus_stop_350100010164_032_BV10979110,metro_stop_350100020612_001_BV10687409,104.381,146.984
bus_stop_350100010246_035_BV10979110,metro_stop_350100020612_001_BV10687409,104.381,146.984
bus_stop_350100010295_027_BV10979110,metro_stop_350100020612_001_BV10687409,104.381,146.984
bus_stop_350100010734_018_BV10979110,metro_stop_350100020612_001_BV10687409,104.381,146.984
bus_stop_900000029832_022_BV10979110,metro_stop_350100020612_001_BV10687409,104.381,146.984
bus_stop_900000046046_029_BV10979110,metro_stop_350100020612_001_BV10687409,104.381,146.984
bus_stop_900000071234_016_BV10979110,metro_stop_350100020612_001_BV10687409,104.381,146.984
bus_stop_900000077426_022_BV10979110,metro_stop_350100020612_001_BV10687409,104.381,146.984
bus_stop_900000082435_016_BV10979110,metro_stop_350100020612_001_BV10687409,104.381,146.984
bus_stop_900000097080_009_BV10979110,metro_stop_350100020612_001_BV10687409,104.381,146.984
bus_stop_900000121692_011_BV10979110,metro_stop_350100020612_001_BV10687409,104.381,146.984
bus_stop_900000140953_004_BV10979110,metro_stop_350100020612_001_BV10687409,94.575,138.812
bus_stop_900000140954_009_BV10979110,metro_stop_350100020612_001_BV10687409,104.381,146.984
bus_stop_900000192900_012_BV10979110,metro_stop_350100020612_001_BV10687409,104.381,146.984
bus_stop_900000216266_001_BV10979110,metro_stop_350100020612_001_BV10687409,104.381,146.984
bus_stop_900000224214_010_BV10979110,metro_stop_350100020612_001_BV10687409,104.381,146.984
bus_stop_350100010163_003_BV10979110,metro_stop_350100020612_001_BV10687409,130.365,168.637
bus_stop_350100010240_007_BV10979110,metro_stop_350100020612_001_BV10687409,130.365,168.637
bus_stop_350100010296_007_BV10979110,metro_stop_350100020612_001_BV10687409,130.365,168.637
bus_stop_900000029831_010_BV10979110,metro_stop_350100020612_001_BV10687409,130.365,168.637
bus_stop_900000046047_007_BV10979110,metro_stop_350100020612_001_BV10687409,130.365,168.637
bus_stop_900000071235_015_BV10979110,metro_stop_350100020612_001_BV10687409,130.365,168.637
bus_stop_900000077427_015_BV10979110,metro_stop_350100020612_001_BV10687409,130.365,168.637
bus_stop_900000082436_012_BV10979110,metro_stop_350100020612_001_BV10687409,130.365,168.637
bus_stop_900000097079_015_BV10979110,metro_stop_350100020612_001_BV10687409,130.365,168.637
bus_stop_900000122166_033_BV10979110,metro_stop_350100020612_001_BV10687409,130.365,168.637
bus_stop_900000192901_001_BV10979110,metro_stop_350100020612_001_BV10687409,130.365,168.637
bus_stop_900000216263_012_BV10979110,metro_stop_350100020612_001_BV10687409,130.365,168.637
bus_stop_900000224217_002_BV10979110,metro_stop_350100020612_001_BV10687409,130.365,168.637
bus_stop_350100010067_022_BV10617470,metro_stop_350100020612_002_BV10687406,295.241,306.034
bus_stop_350100010100_035_BV10617470,metro_stop_350100020612_002_BV10687406,295.241,306.034
bus_stop_350100010164_027_BV10617470,metro_stop_350100020612_002_BV10687406,295.241,306.034
bus_stop_350100010232_036_BV10617470,metro_stop_350100020612_002_BV10687406,295.241,306.034
bus_stop_350100010246_030_BV10617470,metro_stop_350100020612_002_BV10687406,295.241,306.034
bus_stop_350100010295_022_BV10617470,metro_stop_350100020612_002_BV10687406,295.241,306.034
bus_stop_350100010323_028_BV10617470,metro_stop_350100020612_002_BV10687406,295.241,306.034
bus_stop_350100010407_034_BV10617470,metro_stop_350100020612_002_BV10687406,295.241,306.034
bus_stop_350100010517_011_BV10617470,metro_stop_350100020612_002_BV10687406,295.241,306.034
bus_stop_350100010734_013_BV10617470,metro_stop_350100020612_002_BV10687406,295.241,306.034
bus_stop_900000030782_005_BV10617470,metro_stop_350100020612_002_BV10687406,295.241,306.034
bus_stop_900000046046_024_BV10617470,metro_stop_350100020612_002_BV10687406,295.241,306.034
bus_stop_900000071234_010_BV10617470,metro_stop_350100020612_002_BV10687406,295.241,306.034
bus_stop_350100010068_006_BV10898306,metro_stop_350100020612_002_BV10687406,110.224,151.853
bus_stop_350100010099_008_BV10898306,metro_stop_350100020612_002_BV10687406,110.224,151.853
bus_stop_350100010163_007_BV10898306,metro_stop_350100020612_002_BV10687406,110.224,151.853
bus_stop_350100010235_008_BV10898306,metro_stop_350100020612_002_BV10687406,110.224,151.853
bus_stop_350100010240_011_BV10898306,metro_stop_350100020612_002_BV10687406,110.224,151.853
bus_stop_350100010296_011_BV10898306,metro_stop_350100020612_002_BV10687406,110.224,151.853
bus_stop_350100010322_007_BV10898306,metro_stop_350100020612_002_BV10687406,110.224,151.853
bus_stop_350100010408_008_BV10898306,metro_stop_350100020612_002_BV10687406,110.224,151.853
bus_stop_350100010516_014_BV10898306,metro_stop_350100020612_002_BV10687406,110.224,151.853
bus_stop_350100010517_012_BV09058362,metro_stop_350100020612_002_BV10687406,116.119,156.766
bus_stop_900000030783_012_BV10898306,metro_stop_350100020612_002_BV10687406,110.224,151.853
bus_stop_900000046047_011_BV10898306,metro_stop_350100020612_002_BV10687406,110.224,151.853
bus_stop_900000071234_011_BV09058362,metro_stop_350100020612_002_BV10687406,116.119,156.766
bus_stop_900000224217_003_BV10898306,metro_stop_350100020612_002_BV10687406,110.224,151.853
bus_stop_350100010067_023_BV10898306,metro_stop_350100020612_002_BV10687406,102.857,145.714
bus_stop_350100010100_036_BV10898306,metro_stop_350100020612_002_BV10687406,111.85,153.209
bus_stop_350100010164_028_BV10898306,metro_stop_350100020612_002_BV10687406,111.85,153.209
bus_stop_350100010232_037_BV10898306,metro_stop_350100020612_002_BV10687406,111.85,153.209
bus_stop_350100010246_031_BV10898306,metro_stop_350100020612_002_BV10687406,111.85,153.209
bus_stop_350100010295_023_BV10898306,metro_stop_350100020612_002_BV10687406,111.85,153.209
bus_stop_350100010323_029_BV10898306,metro_stop_350100020612_002_BV10687406,102.857,145.714
bus_stop_350100010407_035_BV10898306,metro_stop_350100020612_002_BV10687406,111.85,153.209
bus_stop_350100010516_013_BV09055732,metro_stop_350100020612_002_BV10687406,57.251,107.709
bus_stop_350100010517_013_BV10898306,metro_stop_350100020612_002_BV10687406,102.857,145.714
bus_stop_350100010734_014_BV10898306,metro_stop_350100020612_002_BV10687406,111.85,153.209
bus_stop_900000030782_006_BV10898306,metro_stop_350100020612_002_BV10687406,102.857,145.714
bus_stop_900000046046_025_BV10898306,metro_stop_350100020612_002_BV10687406,102.857,145.714
bus_stop_900000071234_012_BV10898306,metro_stop_350100020612_002_BV10687406,111.85,153.209
bus_stop_900000071235_019_BV09055732,metro_stop_350100020612_002_BV10687406,57.251,107.709
bus_stop_900000224214_009_BV10898306,metro_stop_350100020612_002_BV10687406,111.85,153.209
bus_stop_350100010266_005_BV10883338,metro_stop_350100020612_003_BV10687407,64.222,113.518
bus_stop_350100010267_023_BV10883338,metro_stop_350100020612_003_BV10687407,128.977,167.48
bus_stop_350100010523_013_BV10883338,metro_stop_350100020612_003_BV10687407,128.977,167.48
bus_stop_350100010734_029_BV10883338,metro_stop_350100020612_003_BV10687407,128.977,167.48
bus_stop_900000030782_004_BV10883338,metro_stop_350100020612_003_BV10687407,64.222,113.518
bus_stop_900000030783_013_BV10883338,metro_stop_350100020612_003_BV10687407,128.977,167.48
bus_stop_900000071234_009_BV10883338,metro_stop_350100020612_003_BV10687407,64.222,113.518
bus_stop_900000071235_022_BV10883338,metro_stop_350100020612_003_BV10687407,128.977,167.48
bus_stop_900000079599_011_BV10883338,metro_stop_350100020612_003_BV10687407,128.977,167.48
bus_stop_900000133373_026_BV10883338,metro_stop_350100020612_003_BV10687407,64.222,113.518
bus_stop_350100010265_016_BV11615673,metro_stop_350100020612_003_BV10687407,179.919,209.932
bus_stop_900000208431_009_BV11615673,metro_stop_350100020612_003_BV10687407,179.919,209.932
bus_stop_350100010065_002_BV10553038,metro_stop_350100020612_004_BV10687408,266.178,281.815
bus_stop_350100010331_002_BV10553038,metro_stop_350100020612_004_BV10687408,266.178,281.815
bus_stop_350100010005_002_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_350100010036_002_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_350100010038_040_BV10553038,metro_stop_350100020612_004_BV10687408,118.111,158.425
bus_stop_350100010042_002_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_350100010046_035_BV10553038,metro_stop_350100020612_004_BV10687408,133.479,171.233
bus_stop_350100010097_002_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_350100010139_002_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_350100010163_020_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_350100010220_002_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_350100010236_011_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_350100010380_002_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_350100010516_002_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_350100010622_002_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_350100010739_002_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_900000030077_002_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_900000077426_002_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_900000148759_002_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_900000252750_002_BV10208446,metro_stop_350100020612_004_BV10687408,277.285,291.071
bus_stop_350100010008_032_BV10553038,metro_stop_350100020612_004_BV10687408,152.738,187.281
bus_stop_350100010023_036_BV10553038,metro_stop_350100020612_004_BV10687408,152.738,187.281
bus_stop_350100010037_001_BV10553038,metro_stop_350100020612_004_BV10687408,122.89,162.408
bus_stop_350100010041_027_BV10553038,metro_stop_350100020612_004_BV10687408,98.113,141.761
bus_stop_350100010042_001_BV10553038,metro_stop_350100020612_004_BV10687408,47.883,99.903
bus_stop_350100010073_026_BV09361754,metro_stop_350100020612_004_BV10687408,152.974,187.478
bus_stop_350100010097_001_BV10553038,metro_stop_350100020612_004_BV10687408,47.883,99.903
bus_stop_350100010098_040_BV10553038,metro_stop_350100020612_004_BV10687408,62.364,111.97
bus_stop_350100010139_001_BV10553038,metro_stop_350100020612_004_BV10687408,47.883,99.903
bus_stop_350100010140_026_BV10553038,metro_stop_350100020612_004_BV10687408,98.598,142.165
bus_stop_350100010164_016_BV10553038,metro_stop_350100020612_004_BV10687408,152.738,187.281
bus_stop_350100010231_018_BV10553038,metro_stop_350100020612_004_BV10687408,152.738,187.281
bus_stop_350100010270_027_BV10553038,metro_stop_350100020612_004_BV10687408,152.974,187.478
bus_stop_350100010332_031_BV09361754,metro_stop_350100020612_004_BV10687408,152.974,187.478
bus_stop_350100010380_001_BV10553038,metro_stop_350100020612_004_BV10687408,88.619,133.849
bus_stop_350100010516_001_BV10553038,metro_stop_350100020612_004_BV10687408,84.908,130.757
bus_stop_350100010517_027_BV10553038,metro_stop_350100020612_004_BV10687408,98.598,142.165
bus_stop_350100010623_033_BV10553038,metro_stop_350100020612_004_BV10687408,152.738,187.281
bus_stop_350100010738_036_BV10553038,metro_stop_350100020612_004_BV10687408,90.227,135.189
bus_stop_350100010739_001_BV10553038,metro_stop_350100020612_004_BV10687408,92.833,137.361
bus_stop_900000030076_022_BV10553038,metro_stop_350100020612_004_BV10687408,98.598,142.165
bus_stop_900000030077_001_BV10553038,metro_stop_350100020612_004_BV10687408,88.619,133.849
bus_stop_900000077426_001_BV10553038,metro_stop_350100020612_004_BV10687408,74.434,122.028
bus_stop_900000077427_034_BV10553038,metro_stop_350100020612_004_BV10687408,74.434,122.028
bus_stop_900000148759_001_BV10553038,metro_stop_350100020612_004_BV10687408,58.258,108.548
bus_stop_900000148762_029_BV10553038,metro_stop_350100020612_004_BV10687408,90.227,135.189
bus_stop_900000252750_001_BV10553038,metro_stop_350100020612_004_BV10687408,47.883,99.903
bus_stop_900000252751_008_BV10553038,metro_stop_350100020612_004_BV10687408,98.598,142.165
bus_stop_900000254762_019_BV09535563,metro_stop_350100020612_004_BV10687408,207.92,233.266
bus_stop_350100010200_015_BV10208713,metro_stop_350100020612_005_BV10687401,289.026,300.855
bus_stop_350100010271_004_BV10208713,metro_stop_350100020612_005_BV10687401,289.026,300.855
bus_stop_900000200435_012_BV10208713,metro_stop_350100020612_005_BV10687401,289.026,300.855
bus_stop_350100010041_024_BV10871304,metro_stop_350100020612_005_BV10687401,16.543,90.0
bus_stop_350100010093_014_BV10871304,metro_stop_350100020612_005_BV10687401,16.543,90.0
bus_stop_350100010111_036_BV10871304,metro_stop_350100020612_005_BV10687401,16.543,90.0
bus_stop_350100010140_023_BV10871304,metro_stop_350100020612_005_BV10687401,16.543,90.0
bus_stop_350100010207_015_BV10871304,metro_stop_350100020612_005_BV10687401,16.543,90.0
bus_stop_350100010270_024_BV10871304,metro_stop_350100020612_005_BV10687401,16.543,90.0
bus_stop_900000077427_031_BV10871304,metro_stop_350100020612_005_BV10687401,16.543,90.0
bus_stop_350100010042_004_BV10871304,metro_stop_350100020612_005_BV10687401,105.788,148.156
bus_stop_350100010094_022_BV10871304,metro_stop_350100020612_005_BV10687401,105.504,147.92
bus_stop_350100010112_001_BV10871304,metro_stop_350100020612_005_BV10687401,105.805,148.171
bus_stop_350100010139_004_BV10871304,metro_stop_350100020612_005_BV10687401,105.598,147.998
bus_stop_350100010200_014_BV10871304,metro_stop_350100020612_005_BV10687401,103.434,146.195
bus_stop_350100010202_005_BV10871304,metro_stop_350100020612_005_BV10687401,105.598,147.998
bus_stop_350100010271_003_BV10871304,metro_stop_350100020612_005_BV10687401,104.546,147.122
bus_stop_900000077426_004_BV10871304,metro_stop_350100020612_005_BV10687401,105.917,148.264
bus_stop_900000112868_005_BV10871304,metro_stop_350100020612_005_BV10687401,106.107,148.423
bus_stop_350100010014_008_BV10208501,metro_stop_350100020612_006_BV10687402,210.969,235.807
bus_stop_350100010022_011_BV10208501,metro_stop_350100020612_006_BV10687402,210.969,235.807
bus_stop_350100010065_008_BV10208501,metro_stop_350100020612_006_BV10687402,193.785,221.488
bus_stop_350100010068_013_BV10208501,metro_stop_350100020612_006_BV10687402,210.969,235.807
bus_stop_350100010092_013_BV10208501,metro_stop_350100020612_006_BV10687402,210.969,235.807
bus_stop_350100010108_015_BV10208501,metro_stop_350100020612_006_BV10687402,210.969,235.807
bus_stop_350100010112_003_BV10208501,metro_stop_350100020612_006_BV10687402,193.785,221.488
bus_stop_350100010117_009_BV10208501,metro_stop_350100020612_006_BV10687402,210.969,235.807
bus_stop_350100010139_006_BV10208501,metro_stop_350100020612_006_BV10687402,210.969,235.807
bus_stop_350100010235_015_BV10208501,metro_stop_350100020612_006_BV10687402,210.969,235.807
bus_stop_350100010240_018_BV10208501,metro_stop_350100020612_006_BV10687402,210.969,235.807
bus_stop_350100010264_016_BV10208501,metro_stop_350100020612_006_BV10687402,210.969,235.807
bus_stop_350100010271_006_BV10208501,metro_stop_350100020612_006_BV10687402,210.969,235.807
bus_stop_350100010288_012_BV10208501,metro_stop_350100020612_006_BV10687402,193.785,221.488
bus_stop_350100010490_015_BV10208501,metro_stop_350100020612_006_BV10687402,210.969,235.807
bus_stop_900000049875_010_BV10208501,metro_stop_350100020612_006_BV10687402,210.969,235.807
bus_stop_900000106362_012_BV10208501,metro_stop_350100020612_006_BV10687402,193.785,221.488
bus_stop_350100010013_033_BV10208503,metro_stop_350100020612_006_BV10687402,169.781,201.485
bus_stop_350100010038_035_BV10208503,metro_stop_350100020612_006_BV10687402,169.781,201.485
bus_stop_350100010066_018_BV10208503,metro_stop_350100020612_006_BV10687402,169.781,201.485
bus_stop_350100010067_017_BV10208503,metro_stop_350100020612_006_BV10687402,158.559,192.133
bus_stop_350100010091_022_BV10208503,metro_stop_350100020612_006_BV10687402,169.781,201.485
bus_stop_350100010094_024_BV10208503,metro_stop_350100020612_006_BV10687402,158.559,192.133
bus_stop_350100010107_025_BV10208503,metro_stop_350100020612_006_BV10687402,169.781,201.485
bus_stop_350100010205_022_BV10208503,metro_stop_350100020612_006_BV10687402,158.559,192.133
bus_stop_350100010232_031_BV10208503,metro_stop_350100020612_006_BV10687402,158.559,192.133
bus_stop_350100010246_025_BV10208503,metro_stop_350100020612_006_BV10687402,158.559,192.133
bus_stop_350100010265_012_BV10208503,metro_stop_350100020612_006_BV10687402,169.781,201.485
bus_stop_350100010289_016_BV10208503,metro_stop_350100020612_006_BV10687402,169.781,201.485
bus_stop_900000077426_006_BV10208503,metro_stop_350100020612_006_BV10687402,158.559,192.133
bus_stop_900000098953_003_BV10208503,metro_stop_350100020612_006_BV10687402,169.781,201.485
bus_stop_900000106363_008_BV10208503,metro_stop_350100020612_006_BV10687402,169.781,201.485
bus_stop_350100010014_007_BV10208503,metro_stop_350100020612_006_BV10687402,238.459,258.716
bus_stop_350100010037_006_BV10208503,metro_stop_350100020612_006_BV10687402,238.459,258.716
bus_stop_350100010065_007_BV10208503,metro_stop_350100020612_006_BV10687402,238.459,258.716
bus_stop_350100010068_012_BV10208503,metro_stop_350100020612_006_BV10687402,238.459,258.716
bus_stop_350100010092_012_BV10208503,metro_stop_350100020612_006_BV10687402,238.459,258.716
bus_stop_350100010108_014_BV10208503,metro_stop_350100020612_006_BV10687402,238.459,258.716
bus_stop_350100010220_006_BV10208503,metro_stop_350100020612_006_BV10687402,238.459,258.716
bus_stop_350100010235_014_BV10208503,metro_stop_350100020612_006_BV10687402,238.459,258.716
bus_stop_350100010240_017_BV10208503,metro_stop_350100020612_006_BV10687402,238.459,258.716
bus_stop_350100010264_015_BV10208503,metro_stop_350100020612_006_BV10687402,238.459,258.716
bus_stop_350100010288_011_BV10208503,metro_stop_350100020612_006_BV10687402,238.459,258.716
bus_stop_900000098954_003_BV10208503,metro_stop_350100020612_006_BV10687402,238.459,258.716
bus_stop_900000106362_011_BV10208503,metro_stop_350100020612_006_BV10687402,238.459,258.716
bus_stop_350100010041_022_BV10871303,metro_stop_350100020612_006_BV10687402,205.272,231.06
bus_stop_350100010042_006_BV10871303,metro_stop_350100020612_006_BV10687402,226.577,248.814
bus_stop_350100010093_013_BV10871303,metro_stop_350100020612_006_BV10687402,205.272,231.06
bus_stop_350100010094_023_BV10871303,metro_stop_350100020612_006_BV10687402,242.624,262.186
bus_stop_350100010112_002_BV10871303,metro_stop_350100020612_006_BV10687402,242.624,262.186
bus_stop_350100010139_005_BV10871303,metro_stop_350100020612_006_BV10687402,226.577,248.814
bus_stop_350100010140_022_BV10871303,metro_stop_350100020612_006_BV10687402,205.272,231.06
bus_stop_350100010197_020_BV10871303,metro_stop_350100020612_006_BV10687402,205.272,231.06
bus_stop_350100010200_016_BV10871303,metro_stop_350100020612_006_BV10687402,226.577,248.814
bus_stop_350100010202_006_BV10871303,metro_stop_350100020612_006_BV10687402,226.577,248.814
bus_stop_350100010207_013_BV10871303,metro_stop_350100020612_006_BV10687402,205.272,231.06
bus_stop_350100010270_022_BV10871303,metro_stop_350100020612_006_BV10687402,205.272,231.06
bus_stop_350100010271_005_BV10871303,metro_stop_350100020612_006_BV10687402,242.624,262.186
bus_stop_900000077426_005_BV10871303,metro_stop_350100020612_006_BV10687402,242.624,262.186
bus_stop_900000077427_030_BV10871303,metro_stop_350100020612_006_BV10687402,205.272,231.06
bus_stop_900000112868_007_BV10871303,metro_stop_350100020612_006_BV10687402,226.577,248.814
bus_stop_350100010020_010_BV10208567,metro_stop_350100020612_007_BV10687400,284.72,297.267
bus_stop_900000098954_005_BV10208567,metro_stop_350100020612_007_BV10687400,284.72,297.267
bus_stop_350100010019_020_BV10208565,metro_stop_350100020612_007_BV10687400,195.296,222.747
bus_stop_350100010020_009_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_350100010037_008_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_350100010038_033_BV10208565,metro_stop_350100020612_007_BV10687400,195.296,222.747
bus_stop_350100010041_020_BV10208565,metro_stop_350100020612_007_BV10687400,195.296,222.747
bus_stop_350100010042_008_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_350100010079_012_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_350100010080_019_BV10208565,metro_stop_350100020612_007_BV10687400,195.296,222.747
bus_stop_350100010081_014_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_350100010082_023_BV10208565,metro_stop_350100020612_007_BV10687400,195.296,222.747
bus_stop_350100010095_008_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_350100010096_028_BV10208565,metro_stop_350100020612_007_BV10687400,195.296,222.747
bus_stop_350100010167_022_BV10208565,metro_stop_350100020612_007_BV10687400,195.296,222.747
bus_stop_350100010168_015_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_350100010173_010_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_350100010174_026_BV10208565,metro_stop_350100020612_007_BV10687400,195.296,222.747
bus_stop_350100010243_008_BV10208565,metro_stop_350100020612_007_BV10687400,195.296,222.747
bus_stop_350100010244_016_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_350100010335_018_BV10208565,metro_stop_350100020612_007_BV10687400,195.296,222.747
bus_stop_350100010336_015_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_350100010407_023_BV10208565,metro_stop_350100020612_007_BV10687400,195.296,222.747
bus_stop_350100010408_020_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_350100010619_011_BV10208565,metro_stop_350100020612_007_BV10687400,195.296,222.747
bus_stop_350100010620_011_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_900000081248_019_BV10208565,metro_stop_350100020612_007_BV10687400,195.296,222.747
bus_stop_900000081249_008_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_900000112868_009_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_900000161215_005_BV10208565,metro_stop_350100020612_007_BV10687400,197.157,224.298
bus_stop_900000161216_003_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_900000172638_004_BV10208565,metro_stop_350100020612_007_BV10687400,195.296,222.747
bus_stop_900000172639_005_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_900000220692_009_BV10208565,metro_stop_350100020612_007_BV10687400,206.159,231.8
bus_stop_900000220694_001_BV10208565,metro_stop_350100020612_007_BV10687400,195.296,222.747
bus_stop_350100010019_019_BV10208567,metro_stop_350100020612_007_BV10687400,268.582,283.819
bus_stop_350100010038_032_BV10208567,metro_stop_350100020612_007_BV10687400,268.582,283.819
bus_stop_350100010041_019_BV10208567,metro_stop_350100020612_007_BV10687400,268.582,283.819
bus_stop_350100010080_018_BV10208567,metro_stop_350100020612_007_BV10687400,268.582,283.819
bus_stop_350100010082_022_BV10208567,metro_stop_350100020612_007_BV10687400,268.582,283.819
bus_stop_350100010096_027_BV10208567,metro_stop_350100020612_007_BV10687400,268.582,283.819
bus_stop_350100010167_021_BV10208567,metro_stop_350100020612_007_BV10687400,268.582,283.819
bus_stop_350100010174_025_BV10208567,metro_stop_350100020612_007_BV10687400,286.958,299.131
bus_stop_350100010243_007_BV10208567,metro_stop_350100020612_007_BV10687400,268.582,283.819
bus_stop_350100010335_017_BV10208567,metro_stop_350100020612_007_BV10687400,268.582,283.819
bus_stop_350100010407_022_BV10208567,metro_stop_350100020612_007_BV10687400,268.582,283.819
bus_stop_900000081248_018_BV10208567,metro_stop_350100020612_007_BV10687400,268.582,283.819
bus_stop_900000098953_001_BV10208567,metro_stop_350100020612_007_BV10687400,268.582,283.819
bus_stop_900000161215_004_BV10208567,metro_stop_350100020612_007_BV10687400,295.084,305.904
bus_stop_350100010619_010_BV11316326,metro_stop_350100020612_007_BV10687400,145.345,181.121
bus_stop_350100010620_012_BV11316326,metro_stop_350100020612_007_BV10687400,147.707,183.089
bus_stop_350100010038_030_BV10208513,metro_stop_350100020612_008_BV10687403,193.097,220.914
bus_stop_350100010048_014_BV10208513,metro_stop_350100020612_008_BV10687403,193.097,220.914
bus_stop_350100010109_028_BV10208513,metro_stop_350100020612_008_BV10687403,193.097,220.914
bus_stop_350100010136_021_BV10208513,metro_stop_350100020612_008_BV10687403,193.097,220.914
bus_stop_350100010157_016_BV10208513,metro_stop_350100020612_008_BV10687403,193.097,220.914
bus_stop_350100010316_008_BV09180757,metro_stop_350100020612_008_BV10687403,193.097,220.914
bus_stop_350100010743_026_BV10208513,metro_stop_350100020612_008_BV10687403,193.097,220.914
bus_stop_900000206825_003_BV09180757,metro_stop_350100020612_008_BV10687403,193.196,220.997
bus_stop_350100010003_003_BV10808814,metro_stop_350100020612_008_BV10687403,194.261,221.884
bus_stop_350100010020_012_BV10808814,metro_stop_350100020612_008_BV10687403,210.959,235.799
bus_stop_350100010042_011_BV10808814,metro_stop_350100020612_008_BV10687403,210.959,235.799
bus_stop_350100010079_015_BV10808814,metro_stop_350100020612_008_BV10687403,210.959,235.799
bus_stop_350100010080_016_BV10808814,metro_stop_350100020612_008_BV10687403,290.552,302.127
bus_stop_350100010108_020_BV10808814,metro_stop_350100020612_008_BV10687403,210.959,235.799
bus_stop_350100010112_008_BV10808814,metro_stop_350100020612_008_BV10687403,194.261,221.884
bus_stop_350100010136_022_BV10808814,metro_stop_350100020612_008_BV10687403,210.959,235.799
bus_stop_900000112868_012_BV10808814,metro_stop_350100020612_008_BV10687403,194.261,221.884
bus_stop_900000157130_021_BV10808814,metro_stop_350100020612_008_BV10687403,210.959,235.799
bus_stop_900000161216_005_BV10808814,metro_stop_350100020612_008_BV10687403,210.959,235.799
bus_stop_900000172639_007_BV10808814,metro_stop_350100020612_008_BV10687403,210.959,235.799
bus_stop_900000206825_004_BV10808814,metro_stop_350100020612_008_BV10687403,210.979,235.816
bus_stop_350100010013_027_BV10208391,metro_stop_350100020612_008_BV10687403,242.159,261.799
bus_stop_350100010014_013_BV10208391,metro_stop_350100020612_008_BV10687403,171.216,202.68
bus_stop_350100010047_014_BV10208391,metro_stop_350100020612_008_BV10687403,171.216,202.68
bus_stop_350100010081_017_BV10208391,metro_stop_350100020612_008_BV10687403,242.159,261.799
bus_stop_350100010082_020_BV10208391,metro_stop_350100020612_008_BV10687403,171.216,202.68
bus_stop_350100010107_019_BV10208391,metro_stop_350100020612_008_BV10687403,242.159,261.799
bus_stop_350100010109_029_BV10208391,metro_stop_350100020612_008_BV10687403,242.159,261.799
bus_stop_350100010110_013_BV10208391,metro_stop_350100020612_008_BV10687403,171.216,202.68
bus_stop_350100010173_013_BV10208391,metro_stop_350100020612_008_BV10687403,242.159,261.799
bus_stop_350100010174_023_BV10208391,metro_stop_350100020612_008_BV10687403,171.216,202.68
bus_stop_350100010316_009_BV10208391,metro_stop_350100020612_008_BV10687403,242.159,261.799
bus_stop_350100010317_020_BV10208391,metro_stop_350100020612_008_BV10687403,171.216,202.68
