bus_stop_facility,metro_stop_facility,distance_m,transfer_time_s
bus_stop_900000055347_005_BV10819620,metro_stop_900000090237_019_BV10972426,265.045,280.871
bus_stop_900000055360_030_BV10819620,metro_stop_900000090237_019_BV10972426,287.347,299.456
bus_stop_350100010337_005_BV09183970,metro_stop_900000090237_019_BV10972426,137.817,174.847
bus_stop_350100010338_035_BV09183978,metro_stop_900000090237_019_BV10972426,125.057,164.215
bus_stop_900000205225_005_BV09183970,metro_stop_900000090237_019_BV10972426,120.769,160.641
bus_stop_900000205226_002_BV09183970,metro_stop_900000090237_019_BV10972426,137.817,174.847
bus_stop_350100010008_001_BV10209433,metro_stop_900000090237_019_BV10972426,218.68,242.233
bus_stop_350100010008_002_BV09183984,metro_stop_900000090237_019_BV10972426,163.85,196.541
bus_stop_350100010326_023_BV10209433,metro_stop_900000090237_019_BV10972426,257.214,274.345
bus_stop_350100010327_001_BV10209433,metro_stop_900000090237_019_BV10972426,223.134,245.945
bus_stop_350100010337_006_BV09183984,metro_stop_900000090237_019_BV10972426,163.85,196.541
bus_stop_350100010779_029_BV10209433,metro_stop_900000090237_019_BV10972426,257.214,274.345
bus_stop_350100010780_001_BV10209433,metro_stop_900000090237_019_BV10972426,218.68,242.233
bus_stop_900000140681_006_BV09444675,metro_stop_900000090237_020_BV10877575,230.155,251.796
bus_stop_900000140681_005_BV09444677,metro_stop_900000090237_020_BV10877575,18.062,90.0
bus_stop_350100010052_016_BV10208767,metro_stop_900000090237_021_BV10208691,298.163,308.469
bus_stop_350100010171_001_BV10208767,metro_stop_900000090237_021_BV10208691,298.163,308.469
bus_stop_350100010172_016_BV10208767,metro_stop_900000090237_021_BV10208691,298.163,308.469
bus_stop_350100010245_028_BV10208767,metro_stop_900000090237_021_BV10208691,298.163,308.469
bus_stop_350100010374_012_BV10208767,metro_stop_900000090237_021_BV10208691,298.163,308.469
bus_stop_350100010501_018_BV10208767,metro_stop_900000090237_021_BV10208691,298.163,308.469
bus_stop_350100010510_033_BV10208767,metro_stop_900000090237_021_BV10208691,298.163,308.469
bus_stop_900000028087_013_BV10208767,metro_stop_900000090237_021_BV10208691,298.163,308.469
bus_stop_900000042668_006_BV10208767,metro_stop_900000090237_021_BV10208691,298.163,308.469
bus_stop_900000088182_006_BV10208767,metro_stop_900000090237_021_BV10208691,298.163,308.469
bus_stop_350100010398_007_BV10208690,metro_stop_900000090237_021_BV10208691,170.35,201.958
bus_stop_900000042667_016_BV10208690,metro_stop_900000090237_021_BV10208691,170.35,201.958
bus_stop_900000114300_035_BV10208690,metro_stop_900000090237_021_BV10208691,170.35,201.958
bus_stop_350100010035_006_BV10208690,metro_stop_900000090237_021_BV10208691,158.311,191.926
bus_stop_350100010036_023_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_350100010051_014_BV10208690,metro_stop_900000090237_021_BV10208691,158.311,191.926
bus_stop_350100010052_017_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_350100010171_002_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_350100010172_015_BV10208690,metro_stop_900000090237_021_BV10208691,158.311,191.926
bus_stop_350100010238_009_BV10208690,metro_stop_900000090237_021_BV10208691,158.311,191.926
bus_stop_350100010241_023_BV10208690,metro_stop_900000090237_021_BV10208691,158.311,191.926
bus_stop_350100010245_029_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_350100010248_016_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_350100010312_009_BV10208690,metro_stop_900000090237_021_BV10208691,158.311,191.926
bus_stop_350100010313_036_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_350100010325_026_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_350100010372_007_BV10208690,metro_stop_900000090237_021_BV10208691,141.592,177.993
bus_stop_350100010374_013_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_350100010397_016_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_350100010501_019_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_350100010502_009_BV10208690,metro_stop_900000090237_021_BV10208691,158.311,191.926
bus_stop_350100010508_009_BV10208690,metro_stop_900000090237_021_BV10208691,158.311,191.926
bus_stop_350100010510_034_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_350100010690_009_BV10208690,metro_stop_900000090237_021_BV10208691,158.311,191.926
bus_stop_350100010691_035_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_900000025642_009_BV10208690,metro_stop_900000090237_021_BV10208691,158.311,191.926
bus_stop_900000028085_031_BV10208690,metro_stop_900000090237_021_BV10208691,158.311,191.926
bus_stop_900000028087_014_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_900000042668_007_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_900000088182_007_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_900000088183_013_BV10208690,metro_stop_900000090237_021_BV10208691,158.311,191.926
bus_stop_900000114301_011_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_900000144208_004_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_900000144209_007_BV10208690,metro_stop_900000090237_021_BV10208691,158.311,191.926
bus_stop_900000173534_007_BV10208690,metro_stop_900000090237_021_BV10208691,158.311,191.926
bus_stop_900000173535_001_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_900000214653_001_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_900000214655_002_BV10208690,metro_stop_900000090237_021_BV10208691,111.924,153.27
bus_stop_350100010171_015_BV09374454,metro_stop_900000090237_022_BV10972427,265.884,281.57
bus_stop_350100010172_002_BV09374454,metro_stop_900000090237_022_BV10972427,288.915,300.762
bus_stop_350100010198_002_BV09374454,metro_stop_900000090237_022_BV10972427,288.915,300.762
bus_stop_900000242372_004_BV09374454,metro_stop_900000090237_022_BV10972427,265.884,281.57
bus_stop_900000242373_002_BV09374454,metro_stop_900000090237_022_BV10972427,288.915,300.762
bus_stop_350100010171_014_BV09374455,metro_stop_900000090237_022_BV10972427,86.716,132.263
bus_stop_350100010193_013_BV09374455,metro_stop_900000090237_022_BV10972427,86.716,132.263
bus_stop_900000242372_003_BV09374455,metro_stop_900000090237_022_BV10972427,86.716,132.263
bus_stop_350100010171_016_BV09374453,metro_stop_900000090237_022_BV10972427,270.361,285.301
bus_stop_350100010172_001_BV09374453,metro_stop_900000090237_022_BV10972427,278.986,292.488
bus_stop_350100010193_014_BV09374454,metro_stop_900000090237_022_BV10972427,225.417,247.847
bus_stop_350100010193_015_BV09374453,metro_stop_900000090237_022_BV10972427,270.361,285.301
bus_stop_350100010198_001_BV09374453,metro_stop_900000090237_022_BV10972427,278.986,292.488
bus_stop_900000242372_005_BV09374453,metro_stop_900000090237_022_BV10972427,270.361,285.301
bus_stop_900000242373_001_BV09374453,metro_stop_900000090237_022_BV10972427,278.986,292.488
bus_stop_900000042976_018_BV11678943,metro_stop_900000088653_001_BV10961087,53.493,104.577
bus_stop_900000048928_013_BV11678943,metro_stop_900000088653_001_BV10961087,70.088,118.407
bus_stop_900000146906_010_BV11678943,metro_stop_900000088653_001_BV10961087,67.484,116.236
bus_stop_900000193360_007_BV11678943,metro_stop_900000088653_001_BV10961087,68.599,117.166
bus_stop_900000227853_001_BV11678943,metro_stop_900000088653_001_BV10961087,54.305,105.254
bus_stop_350100010054_036_BV11678943,metro_stop_900000088653_001_BV10961087,192.499,220.416
bus_stop_350100010059_027_BV11678943,metro_stop_900000088653_001_BV10961087,192.499,220.416
bus_stop_900000042976_017_BV10391487,metro_stop_900000088653_001_BV10961087,229.766,251.472
bus_stop_900000043495_020_BV11678943,metro_stop_900000088653_001_BV10961087,189.53,217.942
bus_stop_900000048928_012_BV10391487,metro_stop_900000088653_001_BV10961087,227.448,249.54
bus_stop_900000048929_011_BV11678943,metro_stop_900000088653_001_BV10961087,190.26,218.55
bus_stop_900000144210_011_BV11678943,metro_stop_900000088653_001_BV10961087,189.306,217.755
bus_stop_900000146905_008_BV11678943,metro_stop_900000088653_001_BV10961087,189.89,218.242
bus_stop_900000193359_023_BV11678943,metro_stop_900000088653_001_BV10961087,189.306,217.755
bus_stop_900000193360_006_BV10391487,metro_stop_900000088653_001_BV10961087,227.448,249.54
bus_stop_900000227849_013_BV11678943,metro_stop_900000088653_001_BV10961087,189.306,217.755
bus_stop_900000196463_005_BV10209189,metro_stop_900000088653_002_BV10961088,195.928,223.273
bus_stop_350100010097_024_BV09483975,metro_stop_900000088653_003_BV11352892,125.644,164.704
bus_stop_350100010438_010_BV10454090,metro_stop_900000088653_003_BV11352892,274.448,288.706
bus_stop_350100010013_016_BV11678925,metro_stop_900000088653_003_BV11352892,48.474,100.395
bus_stop_350100010014_024_BV10208509,metro_stop_900000088653_003_BV11352892,216.969,240.807
bus_stop_350100010014_025_BV11678925,metro_stop_900000088653_003_BV11352892,82.641,128.868
bus_stop_350100010097_023_BV10208509,metro_stop_900000088653_003_BV11352892,216.969,240.807
bus_stop_350100010098_018_BV11678925,metro_stop_900000088653_003_BV11352892,48.474,100.395
bus_stop_350100010099_032_BV10208509,metro_stop_900000088653_003_BV11352892,216.969,240.807
bus_stop_350100010099_033_BV11678925,metro_stop_900000088653_003_BV11352892,82.641,128.868
bus_stop_350100010100_012_BV11678925,metro_stop_900000088653_003_BV11352892,39.686,93.072
bus_stop_350100010109_015_BV11678925,metro_stop_900000088653_003_BV11352892,48.474,100.395
bus_stop_350100010110_027_BV10208509,metro_stop_900000088653_003_BV11352892,216.969,240.807
bus_stop_350100010110_028_BV11678925,metro_stop_900000088653_003_BV11352892,82.641,128.868
bus_stop_350100010197_005_BV11678925,metro_stop_900000088653_003_BV11352892,39.686,93.072
bus_stop_350100010202_021_BV10208509,metro_stop_900000088653_003_BV11352892,216.969,240.807
bus_stop_350100010202_022_BV11678925,metro_stop_900000088653_003_BV11352892,51.645,103.037
bus_stop_350100010211_035_BV11678925,metro_stop_900000088653_003_BV11352892,48.474,100.395
bus_stop_350100010212_003_BV10208509,metro_stop_900000088653_003_BV11352892,216.969,240.807
bus_stop_350100010212_004_BV11678925,metro_stop_900000088653_003_BV11352892,82.641,128.868
bus_stop_350100010405_033_BV11678925,metro_stop_900000088653_003_BV11352892,39.686,93.072
bus_stop_350100010406_002_BV11678925,metro_stop_900000088653_003_BV11352892,82.641,128.868
bus_stop_350100010437_018_BV10208509,metro_stop_900000088653_003_BV11352892,216.969,240.807
bus_stop_350100010437_019_BV11678925,metro_stop_900000088653_003_BV11352892,82.641,128.868
bus_stop_350100010438_011_BV11678925,metro_stop_900000088653_003_BV11352892,48.474,100.395
bus_stop_350100010737_022_BV11678925,metro_stop_900000088653_003_BV11352892,48.474,100.395
bus_stop_350100010767_011_BV10208509,metro_stop_900000088653_003_BV11352892,216.969,240.807
bus_stop_900000183431_003_BV11678925,metro_stop_900000088653_003_BV11352892,48.474,100.395
bus_stop_900000183432_009_BV11678925,metro_stop_900000088653_003_BV11352892,82.641,128.868
bus_stop_900000196463_007_BV10208509,metro_stop_900000088653_003_BV11352892,216.969,240.807
bus_stop_900000196463_008_BV11678925,metro_stop_900000088653_003_BV11352892,82.641,128.868
bus_stop_350100010013_017_BV10208509,metro_stop_900000088653_003_BV11352892,231.705,253.087
bus_stop_350100010098_019_BV10208509,metro_stop_900000088653_003_BV11352892,231.705,253.087
bus_stop_350100010100_013_BV10208509,metro_stop_900000088653_003_BV11352892,231.705,253.087
bus_stop_350100010109_016_BV10208509,metro_stop_900000088653_003_BV11352892,231.705,253.087
bus_stop_350100010197_006_BV10208509,metro_stop_900000088653_003_BV11352892,231.705,253.087
bus_stop_350100010211_036_BV10208509,metro_stop_900000088653_003_BV11352892,231.705,253.087
bus_stop_350100010737_023_BV10208509,metro_stop_900000088653_003_BV11352892,231.705,253.087
bus_stop_350100010197_001_BV11681439,metro_stop_900000088653_004_BV10961084,284.527,297.106
bus_stop_350100010197_002_BV09253345,metro_stop_900000088653_004_BV10961084,14.188,90.0
bus_stop_350100010109_013_BV10209084,metro_stop_900000088653_004_BV10961084,264.451,280.376
bus_stop_350100010110_030_BV10209084,metro_stop_900000088653_004_BV10961084,266.727,282.272
bus_stop_350100010197_003_BV10209084,metro_stop_900000088653_004_BV10961084,264.451,280.376
bus_stop_350100010202_024_BV10656839,metro_stop_900000088653_004_BV10961084,162.726,195.605
bus_stop_350100010211_033_BV10209084,metro_stop_900000088653_004_BV10961084,264.451,280.376
bus_stop_350100010212_006_BV10209084,metro_stop_900000088653_004_BV10961084,266.727,282.272
bus_stop_350100010405_031_BV10209084,metro_stop_900000088653_004_BV10961084,264.451,280.376
bus_stop_350100010406_004_BV10209084,metro_stop_900000088653_004_BV10961084,266.727,282.272
bus_stop_900000240972_010_BV09473900,metro_stop_900000088653_005_BV10961093,201.879,228.232
bus_stop_900000240994_002_BV09473900,metro_stop_900000088653_005_BV10961093,294.291,305.242
bus_stop_350100010109_010_BV09078848,metro_stop_900000088653_005_BV10961093,36.14,90.116
bus_stop_350100010110_033_BV09078848,metro_stop_900000088653_005_BV10961093,43.057,95.881
bus_stop_350100010211_028_BV09078848,metro_stop_900000088653_005_BV10961093,36.14,90.116
bus_stop_350100010212_011_BV09078848,metro_stop_900000088653_005_BV10961093,43.057,95.881
bus_stop_350100010405_028_BV09078848,metro_stop_900000088653_005_BV10961093,36.14,90.116
bus_stop_350100010406_007_BV09078848,metro_stop_900000088653_005_BV10961093,43.057,95.881
bus_stop_900000118768_007_BV09078848,metro_stop_900000088653_005_BV10961093,43.057,95.881
bus_stop_900000118769_007_BV09078848,metro_stop_900000088653_005_BV10961093,36.14,90.116
bus_stop_900000240972_011_BV09078848,metro_stop_900000088653_005_BV10961093,43.057,95.881
bus_stop_900000240994_001_BV09078848,metro_stop_900000088653_005_BV10961093,36.14,90.116
bus_stop_350100010028_009_BV09241381,metro_stop_900000088653_006_BV10210917,117.815,158.179
bus_stop_350100010046_010_BV09103244,metro_stop_900000088653_006_BV10210917,130.504,168.754
bus_stop_350100010046_011_BV09241381,metro_stop_900000088653_006_BV10210917,95.504,139.587
bus_stop_350100010072_012_BV09241381,metro_stop_900000088653_006_BV10210917,117.815,158.179
bus_stop_350100010099_043_BV09103244,metro_stop_900000088653_006_BV10210917,91.091,135.909
bus_stop_350100010100_002_BV09103244,metro_stop_900000088653_006_BV10210917,130.504,168.754
bus_stop_350100010100_003_BV09241381,metro_stop_900000088653_006_BV10210917,117.815,158.179
bus_stop_350100010111_002_BV09103244,metro_stop_900000088653_006_BV10210917,130.504,168.754
bus_stop_350100010111_003_BV09241381,metro_stop_900000088653_006_BV10210917,95.504,139.587
bus_stop_350100010112_031_BV09103244,metro_stop_900000088653_006_BV10210917,91.091,135.909
bus_stop_350100010145_008_BV09241381,metro_stop_900000088653_006_BV10210917,95.504,139.587
bus_stop_350100010149_009_BV09241381,metro_stop_900000088653_006_BV10210917,117.815,158.179
bus_stop_350100010228_010_BV09241381,metro_stop_900000088653_006_BV10210917,95.504,139.587
bus_stop_350100010232_012_BV09241381,metro_stop_900000088653_006_BV10210917,95.504,139.587
bus_stop_350100010239_009_BV09241381,metro_stop_900000088653_006_BV10210917,117.815,158.179
bus_stop_350100010258_015_BV09241381,metro_stop_900000088653_006_BV10210917,95.504,139.587
bus_stop_350100010279_009_BV11678942,metro_stop_900000088653_006_BV10210917,94.55,138.792
bus_stop_350100010279_010_BV11668045,metro_stop_900000088653_006_BV10210917,117.815,158.179
bus_stop_350100010304_002_BV09103244,metro_stop_900000088653_006_BV10210917,130.504,168.754
bus_stop_350100010304_003_BV09241381,metro_stop_900000088653_006_BV10210917,95.504,139.587
bus_stop_350100010305_030_BV09103244,metro_stop_900000088653_006_BV10210917,91.091,135.909
bus_stop_350100010332_009_BV09241381,metro_stop_900000088653_006_BV10210917,95.504,139.587
bus_stop_350100010345_024_BV09103244,metro_stop_900000088653_006_BV10210917,91.091,135.909
bus_stop_350100010346_002_BV09103244,metro_stop_900000088653_006_BV10210917,130.504,168.754
bus_stop_350100010346_003_BV09241381,metro_stop_900000088653_006_BV10210917,95.504,139.587
bus_stop_350100010354_010_BV09103244,metro_stop_900000088653_006_BV10210917,130.504,168.754
bus_stop_350100010354_011_BV09241381,metro_stop_900000088653_006_BV10210917,95.504,139.587
bus_stop_350100010380_024_BV09103244,metro_stop_900000088653_006_BV10210917,91.091,135.909
bus_stop_350100010439_010_BV09103244,metro_stop_900000088653_006_BV10210917,91.091,135.909
bus_stop_350100010440_027_BV09103244,metro_stop_900000088653_006_BV10210917,130.504,168.754
bus_stop_350100010508_038_BV09103244,metro_stop_900000088653_006_BV10210917,91.091,135.909
bus_stop_350100010510_002_BV09103244,metro_stop_900000088653_006_BV10210917,130.504,168.754
bus_stop_350100010510_003_BV09241381,metro_stop_900000088653_006_BV10210917,95.504,139.587
bus_stop_900000118768_010_BV09103244,metro_stop_900000088653_006_BV10210917,91.091,135.909
bus_stop_900000118769_004_BV11678942,metro_stop_900000088653_006_BV10210917,124.343,163.619
bus_stop_900000169184_007_BV09241381,metro_stop_900000088653_006_BV10210917,95.504,139.587
bus_stop_900000183432_011_BV09241381,metro_stop_900000088653_006_BV10210917,95.504,139.587
bus_stop_900000220797_004_BV09103244,metro_stop_900000088653_006_BV10210917,91.091,135.909
bus_stop_900000220798_006_BV09103244,metro_stop_900000088653_006_BV10210917,130.504,168.754
bus_stop_350100010071_030_BV11678941,metro_stop_900000088653_006_BV10210917,267.252,282.71
bus_stop_350100010072_011_BV11678941,metro_stop_900000088653_006_BV10210917,259.919,276.599
bus_stop_350100010228_009_BV11678941,metro_stop_900000088653_006_BV10210917,259.919,276.599
bus_stop_350100010230_025_BV11678941,metro_stop_900000088653_006_BV10210917,267.252,282.71
bus_stop_350100010439_009_BV11678941,metro_stop_900000088653_006_BV10210917,259.919,276.599
bus_stop_350100010440_028_BV11678941,metro_stop_900000088653_006_BV10210917,267.252,282.71
bus_stop_900000118768_009_BV11678941,metro_stop_900000088653_006_BV10210917,259.919,276.599
bus_stop_900000118769_005_BV11678941,metro_stop_900000088653_006_BV10210917,267.252,282.71
bus_stop_350100010027_027_BV09241381,metro_stop_900000088653_006_BV10210917,166.417,198.681
bus_stop_350100010071_029_BV09241381,metro_stop_900000088653_006_BV10210917,143.631,179.692
bus_stop_350100010099_042_BV09241381,metro_stop_900000088653_006_BV10210917,143.631,179.692
bus_stop_350100010112_030_BV09241381,metro_stop_900000088653_006_BV10210917,166.417,198.681
bus_stop_350100010146_025_BV09241381,metro_stop_900000088653_006_BV10210917,166.417,198.681
bus_stop_350100010150_020_BV09241381,metro_stop_900000088653_006_BV10210917,166.417,198.681
bus_stop_350100010230_024_BV09241381,metro_stop_900000088653_006_BV10210917,166.417,198.681
bus_stop_350100010235_034_BV09241381,metro_stop_900000088653_006_BV10210917,143.631,179.692
bus_stop_350100010247_021_BV09241381,metro_stop_900000088653_006_BV10210917,143.631,179.692
bus_stop_350100010259_014_BV09241381,metro_stop_900000088653_006_BV10210917,166.417,198.681
bus_stop_350100010278_023_BV11668045,metro_stop_900000088653_006_BV10210917,143.631,179.692
bus_stop_350100010305_029_BV09241381,metro_stop_900000088653_006_BV10210917,143.631,179.692
bus_stop_350100010331_023_BV09241381,metro_stop_900000088653_006_BV10210917,166.417,198.681
bus_stop_350100010345_023_BV09241381,metro_stop_900000088653_006_BV10210917,166.417,198.681
bus_stop_350100010355_032_BV11668045,metro_stop_900000088653_006_BV10210917,166.417,198.681
bus_stop_350100010380_023_BV09241381,metro_stop_900000088653_006_BV10210917,166.417,198.681
bus_stop_350100010508_037_BV09241381,metro_stop_900000088653_006_BV10210917,166.417,198.681
bus_stop_900000169185_008_BV09241381,metro_stop_900000088653_006_BV10210917,166.417,198.681
bus_stop_900000183431_001_BV09241381,metro_stop_900000088653_006_BV10210917,157.021,190.851
bus_stop_900000081249_024_BV09192986,metro_stop_900000088653_007_BV10961083,114.481,155.401
bus_stop_900000175769_004_BV09192986,metro_stop_900000088653_007_BV10961083,114.481,155.401
bus_stop_350100010013_003_BV11678923,metro_stop_900000088653_007_BV10961083,144.244,180.203
bus_stop_350100010014_039_BV11678923,metro_stop_900000088653_007_BV10961083,123.655,163.046
bus_stop_350100010109_003_BV10593960,metro_stop_900000088653_007_BV10961083,114.08,155.067
bus_stop_350100010110_040_BV10593960,metro_stop_900000088653_007_BV10961083,137.294,174.412
bus_stop_350100010278_026_BV11678923,metro_stop_900000088653_007_BV10961083,122.296,161.913
bus_stop_350100010279_007_BV11678923,metro_stop_900000088653_007_BV10961083,123.655,163.046
bus_stop_350100010304_007_BV10593960,metro_stop_900000088653_007_BV10961083,137.294,174.412
bus_stop_350100010304_008_BV11678923,metro_stop_900000088653_007_BV10961083,122.296,161.913
bus_stop_350100010305_024_BV11678923,metro_stop_900000088653_007_BV10961083,123.655,163.046
bus_stop_350100010305_025_BV10593960,metro_stop_900000088653_007_BV10961083,114.08,155.067
bus_stop_350100010354_008_BV11678923,metro_stop_900000088653_007_BV10961083,123.655,163.046
bus_stop_350100010355_035_BV11678923,metro_stop_900000088653_007_BV10961083,144.244,180.203
bus_stop_350100010403_021_BV11678923,metro_stop_900000088653_007_BV10961083,123.655,163.046
bus_stop_350100010404_002_BV11678923,metro_stop_900000088653_007_BV10961083,144.244,180.203
bus_stop_350100010439_012_BV11678923,metro_stop_900000088653_007_BV10961083,122.296,161.913
bus_stop_350100010440_025_BV11678923,metro_stop_900000088653_007_BV10961083,123.655,163.046
bus_stop_900000034476_003_BV11678923,metro_stop_900000088653_007_BV10961083,144.244,180.203
bus_stop_900000035847_081_BV11678923,metro_stop_900000088653_007_BV10961083,123.655,163.046
bus_stop_900000062588_031_BV10593960,metro_stop_900000088653_007_BV10961083,136.111,173.426
bus_stop_900000081248_005_BV10593960,metro_stop_900000088653_007_BV10961083,114.08,155.067
bus_stop_900000081249_023_BV10593960,metro_stop_900000088653_007_BV10961083,137.294,174.412
bus_stop_900000118769_002_BV11678923,metro_stop_900000088653_007_BV10961083,123.655,163.046
bus_stop_900000175769_003_BV10593960,metro_stop_900000088653_007_BV10961083,137.294,174.412
bus_stop_350100010077_012_BV11483198,metro_stop_900000088653_008_BV10961091,225.876,248.23
bus_stop_350100010078_023_BV11483198,metro_stop_900000088653_008_BV10961091,209.404,234.503
bus_stop_350100010127_023_BV11483198,metro_stop_900000088653_008_BV10961091,225.876,248.23
bus_stop_350100010128_013_BV11483198,metro_stop_900000088653_008_BV10961091,209.404,234.503
bus_stop_350100010278_028_BV11483198,metro_stop_900000088653_008_BV10961091,225.97,248.308
bus_stop_350100010293_012_BV11483198,metro_stop_900000088653_008_BV10961091,225.876,248.23
bus_stop_350100010294_011_BV11483198,metro_stop_900000088653_008_BV10961091,209.404,234.503
bus_stop_350100010354_006_BV11483198,metro_stop_900000088653_008_BV10961091,225.876,248.23
bus_stop_350100010355_038_BV11483198,metro_stop_900000088653_008_BV10961091,209.404,234.503
bus_stop_350100010423_024_BV11483198,metro_stop_900000088653_008_BV10961091,225.97,248.308
bus_stop_350100010424_011_BV11483198,metro_stop_900000088653_008_BV10961091,225.876,248.23
bus_stop_350100010433_014_BV11483198,metro_stop_900000088653_008_BV10961091,225.876,248.23
bus_stop_350100010434_017_BV11483198,metro_stop_900000088653_008_BV10961091,209.404,234.503
bus_stop_350100010491_020_BV11483198,metro_stop_900000088653_008_BV10961091,239.553,259.627
bus_stop_350100010493_012_BV11483198,metro_stop_900000088653_008_BV10961091,225.97,248.308
bus_stop_350100010617_020_BV11483198,metro_stop_900000088653_008_BV10961091,209.404,234.503
bus_stop_350100010618_014_BV11483198,metro_stop_900000088653_008_BV10961091,225.876,248.23
bus_stop_350100010692_015_BV11483198,metro_stop_900000088653_008_BV10961091,225.876,248.23
bus_stop_350100010693_007_BV11483198,metro_stop_900000088653_008_BV10961091,209.404,234.503
bus_stop_350100010742_032_BV11483198,metro_stop_900000088653_008_BV10961091,225.97,248.308
bus_stop_350100010743_014_BV11483198,metro_stop_900000088653_008_BV10961091,225.876,248.23
bus_stop_900000034476_005_BV11483198,metro_stop_900000088653_008_BV10961091,225.97,248.308
bus_stop_900000045849_013_BV11483198,metro_stop_900000088653_008_BV10961091,225.876,248.23
bus_stop_900000045850_006_BV11483198,metro_stop_900000088653_008_BV10961091,209.404,234.503
bus_stop_900000094001_015_BV11483198,metro_stop_900000088653_008_BV10961091,225.876,248.23
bus_stop_900000094002_016_BV11483198,metro_stop_900000088653_008_BV10961091,225.97,248.308
bus_stop_900000099354_019_BV11483198,metro_stop_900000088653_008_BV10961091,209.404,234.503
bus_stop_900000099355_013_BV11483198,metro_stop_900000088653_008_BV10961091,239.553,259.627
bus_stop_900000215287_010_BV11483198,metro_stop_900000088653_008_BV10961091,225.876,248.23
bus_stop_900000215288_011_BV11483198,metro_stop_900000088653_008_BV10961091,209.404,234.503
bus_stop_350100010305_022_BV10534566,metro_stop_900000088653_008_BV10961091,99.235,142.696
bus_stop_350100010355_037_BV10534566,metro_stop_900000088653_008_BV10961091,114.284,155.236
bus_stop_900000037276_013_BV10534566,metro_stop_900000088653_008_BV10961091,114.284,155.236
bus_stop_900000037277_008_BV10534566,metro_stop_900000088653_008_BV10961091,99.235,142.696
bus_stop_350100010015_007_BV10209078,metro_stop_900000088653_008_BV10961091,169.167,200.973
bus_stop_350100010016_019_BV10209078,metro_stop_900000088653_008_BV10961091,180.929,210.774
bus_stop_350100010108_032_BV10209078,metro_stop_900000088653_008_BV10961091,180.929,210.774
bus_stop_350100010299_013_BV10209078,metro_stop_900000088653_008_BV10961091,169.167,200.973
bus_stop_350100010347_017_BV10209078,metro_stop_900000088653_008_BV10961091,169.167,200.973
bus_stop_350100010348_016_BV10209078,metro_stop_900000088653_008_BV10961091,160.092,193.41
bus_stop_350100010351_017_BV10209078,metro_stop_900000088653_008_BV10961091,160.092,193.41
bus_stop_900000037276_014_BV10209078,metro_stop_900000088653_008_BV10961091,180.929,210.774
bus_stop_900000037277_007_BV10209078,metro_stop_900000088653_008_BV10961091,169.167,200.973
bus_stop_900000055347_023_BV10209078,metro_stop_900000088653_008_BV10961091,180.929,210.774
bus_stop_900000055360_012_BV10209078,metro_stop_900000088653_008_BV10961091,169.167,200.973
bus_stop_900000099354_018_BV10209078,metro_stop_900000088653_008_BV10961091,169.167,200.973
bus_stop_900000099355_014_BV10209078,metro_stop_900000088653_008_BV10961091,180.929,210.774
bus_stop_900000128846_011_BV10209078,metro_stop_900000088653_008_BV10961091,169.167,200.973
bus_stop_900000146909_001_BV10209078,metro_stop_900000088653_008_BV10961091,169.167,200.973
bus_stop_900000146910_010_BV10209078,metro_stop_900000088653_008_BV10961091,160.092,193.41
bus_stop_900000254119_007_BV10209078,metro_stop_900000088653_008_BV10961091,180.929,210.774
bus_stop_900000254120_003_BV10209078,metro_stop_900000088653_008_BV10961091,169.167,200.973
bus_stop_350100010014_037_BV10208963,metro_stop_900000088653_008_BV10961091,249.098,267.582
bus_stop_350100010078_022_BV10208963,metro_stop_900000088653_008_BV10961091,249.098,267.582
bus_stop_350100010305_021_BV10208963,metro_stop_900000088653_008_BV10961091,249.098,267.582
bus_stop_350100010403_020_BV10208963,metro_stop_900000088653_008_BV10961091,249.098,267.582
bus_stop_350100010423_023_BV10208963,metro_stop_900000088653_008_BV10961091,280.797,293.998
bus_stop_350100010440_023_BV10208963,metro_stop_900000088653_008_BV10961091,249.098,267.582
