link_id,original_link_id,road_class,length_m,old_freespeed_kmh,speed_cap_kmh,new_freespeed_kmh,capacity,permlanes,speed_was_capped
busprio_l_11310_1_r,l_11310_1_r,tertiary,394.782,50.004,22.0,22.0,3600,1,true
busprio_l_11310_2_f,l_11310_2_f,tertiary,52.268,50.004,22.0,22.0,3600,1,true
busprio_l_11310_2_r,l_11310_2_r,tertiary,52.268,50.004,22.0,22.0,3600,1,true
busprio_l_11311_0_f,l_11311_0_f,primary_link,83.166,50.004,28.0,28.0,3600,1,true
busprio_l_11311_1_f,l_11311_1_f,primary_link,110.778,50.004,28.0,28.0,3600,1,true
busprio_l_11312_0_f,l_11312_0_f,primary_link,51.725,50.004,28.0,28.0,3600,1,true
busprio_l_11312_1_f,l_11312_1_f,primary_link,90.036,50.004,28.0,28.0,3600,1,true
busprio_l_11313_0_f,l_11313_0_f,service,35.167,20.016,15.0,15.0,3600,1,true
busprio_l_11314_0_f,l_11314_0_f,service,25.797,20.016,15.0,15.0,3600,1,true
busprio_l_11316_0_f,l_11316_0_f,service,231.06,20.016,15.0,15.0,3600,1,true
busprio_l_11316_0_r,l_11316_0_r,service,231.06,20.016,15.0,15.0,3600,1,true
busprio_l_11316_1_f,l_11316_1_f,service,22.121,20.016,15.0,15.0,3600,1,true
busprio_l_11316_1_r,l_11316_1_r,service,22.121,20.016,15.0,15.0,3600,1,true
busprio_l_1131_0_f,l_1131_0_f,primary,32.828,79.992,28.0,28.0,5400,3,true
busprio_l_1131_1_f,l_1131_1_f,primary,53.485,79.992,28.0,28.0,5400,3,true
busprio_l_1131_2_f,l_1131_2_f,primary,188.376,79.992,28.0,28.0,5400,3,true
busprio_l_1131_3_f,l_1131_3_f,primary,386.602,79.992,28.0,28.0,5400,3,true
busprio_l_11328_0_f,l_11328_0_f,residential,333.048,29.988,20.0,20.0,3600,1,true
busprio_l_11328_0_r,l_11328_0_r,residential,333.048,29.988,20.0,20.0,3600,1,true
busprio_l_1132_0_f,l_1132_0_f,primary,398.751,79.992,28.0,28.0,5400,3,true
busprio_l_1132_1_f,l_1132_1_f,primary,174.636,79.992,28.0,28.0,5400,3,true
busprio_l_1132_2_f,l_1132_2_f,primary,52.676,79.992,28.0,28.0,5400,3,true
busprio_l_1132_3_f,l_1132_3_f,primary,32.943,79.992,28.0,28.0,5400,3,true
busprio_l_11335_2_f,l_11335_2_f,unclassified,92.769,39.996,20.0,20.0,3600,1,true
busprio_l_11335_2_r,l_11335_2_r,unclassified,92.769,39.996,20.0,20.0,3600,1,true
busprio_l_1133_0_f,l_1133_0_f,primary,968.013,79.992,28.0,28.0,7200,4,true
busprio_l_11344_0_r,l_11344_0_r,unclassified,207.022,39.996,20.0,20.0,3600,1,true
busprio_l_11345_0_r,l_11345_0_r,unclassified,50.499,39.996,20.0,20.0,3600,1,true
busprio_l_11347_1_f,l_11347_1_f,tertiary,177.985,50.004,22.0,22.0,3600,1,true
busprio_l_11347_2_f,l_11347_2_f,tertiary,24.183,50.004,22.0,22.0,3600,1,true
busprio_l_11348_0_f,l_11348_0_f,tertiary,26.904,50.004,22.0,22.0,3600,1,true
busprio_l_1134_0_f,l_1134_0_f,primary,18.757,79.992,28.0,28.0,5400,3,true
busprio_l_1134_1_f,l_1134_1_f,primary,53.012,79.992,28.0,28.0,5400,3,true
busprio_l_1134_2_f,l_1134_2_f,primary,21.716,79.992,28.0,28.0,5400,3,true
busprio_l_11355_0_f,l_11355_0_f,secondary,14.097,60.012,25.0,25.0,4500,3,true
busprio_l_11356_0_f,l_11356_0_f,primary,44.058,79.992,28.0,28.0,7200,4,true
busprio_l_11357_0_f,l_11357_0_f,secondary,18.886,60.012,25.0,25.0,3600,2,true
busprio_l_11358_0_f,l_11358_0_f,trunk,89.3,100.008,30.0,30.0,6000,3,true
busprio_l_11359_0_f,l_11359_0_f,secondary,145.024,60.012,25.0,25.0,3600,2,true
busprio_l_1135_0_f,l_1135_0_f,motorway_link,840.706,79.992,30.0,30.0,3600,1,true
busprio_l_11360_0_f,l_11360_0_f,secondary,78.309,60.012,25.0,25.0,3600,2,true
busprio_l_11360_1_f,l_11360_1_f,secondary,118.342,60.012,25.0,25.0,3600,2,true
busprio_l_11361_1_f,l_11361_1_f,motorway_link,213.736,79.992,30.0,30.0,3600,1,true
busprio_l_11366_0_f,l_11366_0_f,motorway,44.704,119.988,30.0,30.0,6600,3,true
busprio_l_11367_0_f,l_11367_0_f,motorway,63.867,119.988,30.0,30.0,6600,3,true
busprio_l_11368_0_f,l_11368_0_f,motorway,76.147,119.988,30.0,30.0,6600,3,true
busprio_l_1136_0_f,l_1136_0_f,motorway_link,464.076,79.992,30.0,30.0,3600,1,true
busprio_l_11373_0_r,l_11373_0_r,service,337.399,20.016,15.0,15.0,3600,1,true
busprio_l_11374_2_r,l_11374_2_r,service,164.674,20.016,15.0,15.0,3600,1,true
busprio_l_11375_0_f,l_11375_0_f,secondary,178.35,60.012,25.0,25.0,3600,2,true
busprio_l_11376_0_f,l_11376_0_f,secondary,184.647,60.012,25.0,25.0,3600,2,true
busprio_l_11377_0_f,l_11377_0_f,service,28.244,20.016,15.0,15.0,3600,1,true
busprio_l_11377_0_r,l_11377_0_r,service,28.244,20.016,15.0,15.0,3600,1,true
busprio_l_11381_0_f,l_11381_0_f,unclassified,289.639,39.996,20.0,20.0,3600,1,true
busprio_l_11381_0_r,l_11381_0_r,unclassified,289.639,39.996,20.0,20.0,3600,1,true
busprio_l_11381_1_f,l_11381_1_f,unclassified,172.707,39.996,20.0,20.0,3600,1,true
busprio_l_11381_1_r,l_11381_1_r,unclassified,172.707,39.996,20.0,20.0,3600,1,true
busprio_l_11382_0_f,l_11382_0_f,unclassified,8.394,39.996,20.0,20.0,3600,1,true
busprio_l_11382_0_r,l_11382_0_r,unclassified,8.394,39.996,20.0,20.0,3600,1,true
busprio_l_11387_0_f,l_11387_0_f,secondary_link,60.752,39.996,25.0,25.0,3600,1,true
busprio_l_11388_0_f,l_11388_0_f,secondary_link,98.966,39.996,25.0,25.0,3600,1,true
busprio_l_1140_0_f,l_1140_0_f,tertiary,521.819,50.004,22.0,22.0,3600,1,true
busprio_l_1140_0_r,l_1140_0_r,tertiary,521.819,50.004,22.0,22.0,3600,1,true
busprio_l_1140_1_f,l_1140_1_f,tertiary,17.082,50.004,22.0,22.0,3600,1,true
busprio_l_1140_1_r,l_1140_1_r,tertiary,17.082,50.004,22.0,22.0,3600,1,true
busprio_l_1140_2_f,l_1140_2_f,tertiary,292.688,50.004,22.0,22.0,3600,1,true
busprio_l_1140_2_r,l_1140_2_r,tertiary,292.688,50.004,22.0,22.0,3600,1,true
busprio_l_1141_0_f,l_1141_0_f,tertiary,75.444,50.004,22.0,22.0,3600,1,true
busprio_l_1141_0_r,l_1141_0_r,tertiary,75.444,50.004,22.0,22.0,3600,1,true
busprio_l_1141_1_f,l_1141_1_f,tertiary,85.923,50.004,22.0,22.0,3600,1,true
busprio_l_1141_1_r,l_1141_1_r,tertiary,85.923,50.004,22.0,22.0,3600,1,true
busprio_l_1141_2_f,l_1141_2_f,tertiary,395.707,50.004,22.0,22.0,3600,1,true
busprio_l_1141_2_r,l_1141_2_r,tertiary,395.707,50.004,22.0,22.0,3600,1,true
busprio_l_1143_0_f,l_1143_0_f,secondary,111.604,60.012,25.0,25.0,3600,2,true
busprio_l_1143_1_f,l_1143_1_f,secondary,50.479,60.012,25.0,25.0,3600,2,true
busprio_l_1143_2_f,l_1143_2_f,secondary,85.447,60.012,25.0,25.0,3600,2,true
busprio_l_1143_3_f,l_1143_3_f,secondary,13.512,60.012,25.0,25.0,3600,2,true
busprio_l_1143_4_f,l_1143_4_f,secondary,50.189,60.012,25.0,25.0,3600,2,true
busprio_l_1143_5_f,l_1143_5_f,secondary,36.199,60.012,25.0,25.0,3600,2,true
busprio_l_1143_6_f,l_1143_6_f,secondary,178.774,60.012,25.0,25.0,3600,2,true
busprio_l_1143_7_f,l_1143_7_f,secondary,14.52,60.012,25.0,25.0,3600,2,true
busprio_l_1144_0_f,l_1144_0_f,secondary,141.243,60.012,25.0,25.0,3600,2,true
busprio_l_1145_0_f,l_1145_0_f,secondary,149.027,60.012,25.0,25.0,3600,2,true
busprio_l_1145_1_f,l_1145_1_f,secondary,114.894,60.012,25.0,25.0,3600,2,true
busprio_l_1147_0_f,l_1147_0_f,primary_link,187.411,50.004,28.0,28.0,3600,1,true
busprio_l_1148_0_f,l_1148_0_f,secondary,84.017,60.012,25.0,25.0,3600,2,true
busprio_l_114_0_f,l_114_0_f,trunk,474.953,100.008,30.0,30.0,6000,3,true
busprio_l_1152_0_f,l_1152_0_f,tertiary,476.489,50.004,22.0,22.0,3600,1,true
busprio_l_1152_0_r,l_1152_0_r,tertiary,476.489,50.004,22.0,22.0,3600,1,true
busprio_l_1154_1_f,l_1154_1_f,tertiary,432.518,50.004,22.0,22.0,3600,1,true
busprio_l_1154_1_r,l_1154_1_r,tertiary,432.518,50.004,22.0,22.0,3600,1,true
busprio_l_1154_2_f,l_1154_2_f,tertiary,8.147,50.004,22.0,22.0,3600,1,true
busprio_l_1154_2_r,l_1154_2_r,tertiary,8.147,50.004,22.0,22.0,3600,1,true
busprio_l_1154_3_f,l_1154_3_f,tertiary,253.107,50.004,22.0,22.0,3600,1,true
busprio_l_1154_3_r,l_1154_3_r,tertiary,253.107,50.004,22.0,22.0,3600,1,true
busprio_l_1155_0_f,l_1155_0_f,primary,22.313,79.992,28.0,28.0,3600,2,true
busprio_l_1155_1_f,l_1155_1_f,primary,309.93,79.992,28.0,28.0,3600,2,true
busprio_l_1155_2_f,l_1155_2_f,primary,10.774,79.992,28.0,28.0,3600,2,true
busprio_l_1155_3_f,l_1155_3_f,primary,146.748,79.992,28.0,28.0,3600,2,true
busprio_l_1155_4_f,l_1155_4_f,primary,244.515,79.992,28.0,28.0,3600,2,true
busprio_l_1155_5_f,l_1155_5_f,primary,16.669,79.992,28.0,28.0,3600,2,true
busprio_l_1155_9_f,l_1155_9_f,primary,71.075,79.992,28.0,28.0,3600,2,true
busprio_l_1158_0_f,l_1158_0_f,secondary,14.576,60.012,25.0,25.0,3600,2,true
busprio_l_1158_1_f,l_1158_1_f,secondary,5.86,60.012,25.0,25.0,3600,2,true
busprio_l_1158_2_f,l_1158_2_f,secondary,12.359,60.012,25.0,25.0,3600,2,true
busprio_l_1158_3_f,l_1158_3_f,secondary,1223.357,60.012,25.0,25.0,3600,2,true
busprio_l_1158_4_f,l_1158_4_f,secondary,45.741,60.012,25.0,25.0,3600,2,true
busprio_l_1159_0_r,l_1159_0_r,secondary,144.37,60.012,25.0,25.0,3600,2,true
busprio_l_1159_1_r,l_1159_1_r,secondary,8.849,60.012,25.0,25.0,3600,2,true
busprio_l_1159_2_r,l_1159_2_r,secondary,360.459,60.012,25.0,25.0,3600,2,true
busprio_l_1159_3_r,l_1159_3_r,secondary,1057.996,60.012,25.0,25.0,3600,2,true
busprio_l_1159_4_r,l_1159_4_r,secondary,348.037,60.012,25.0,25.0,3600,2,true
busprio_l_1159_5_r,l_1159_5_r,secondary,177.756,60.012,25.0,25.0,3600,2,true
busprio_l_1159_6_r,l_1159_6_r,secondary,200.12,60.012,25.0,25.0,3600,2,true
busprio_l_1159_7_r,l_1159_7_r,secondary,187.819,60.012,25.0,25.0,3600,2,true
busprio_l_1159_8_r,l_1159_8_r,secondary,1073.931,60.012,25.0,25.0,3600,2,true
busprio_l_1159_9_r,l_1159_9_r,secondary,1459.2,60.012,25.0,25.0,3600,2,true
busprio_l_115_1_f,l_115_1_f,tertiary,227.384,50.004,22.0,22.0,3600,1,true
busprio_l_115_1_r,l_115_1_r,tertiary,227.384,50.004,22.0,22.0,3600,1,true
busprio_l_115_2_f,l_115_2_f,tertiary,5.57,50.004,22.0,22.0,3600,1,true
busprio_l_115_2_r,l_115_2_r,tertiary,5.57,50.004,22.0,22.0,3600,1,true
busprio_l_115_3_r,l_115_3_r,tertiary,128.498,50.004,22.0,22.0,3600,1,true
busprio_l_115_4_f,l_115_4_f,tertiary,215.162,50.004,22.0,22.0,3600,1,true
busprio_l_115_4_r,l_115_4_r,tertiary,215.162,50.004,22.0,22.0,3600,1,true
busprio_l_1160_0_f,l_1160_0_f,secondary,64.511,60.012,25.0,25.0,3600,2,true
busprio_l_1160_1_f,l_1160_1_f,secondary,67.209,60.012,25.0,25.0,3600,2,true
busprio_l_1161_0_f,l_1161_0_f,secondary,267.358,60.012,25.0,25.0,3600,2,true
busprio_l_1162_0_f,l_1162_0_f,secondary,33.709,60.012,25.0,25.0,3600,2,true
busprio_l_1162_1_f,l_1162_1_f,secondary,8.685,60.012,25.0,25.0,3600,2,true
busprio_l_1162_2_f,l_1162_2_f,secondary,5.796,60.012,25.0,25.0,3600,2,true
busprio_l_1162_3_f,l_1162_3_f,secondary,70.243,60.012,25.0,25.0,3600,2,true
busprio_l_1162_4_f,l_1162_4_f,secondary,194.988,60.012,25.0,25.0,3600,2,true
busprio_l_1163_0_f,l_1163_0_f,secondary,219.582,60.012,25.0,25.0,3600,2,true
busprio_l_1163_1_f,l_1163_1_f,secondary,72.49,60.012,25.0,25.0,3600,2,true
busprio_l_1163_2_f,l_1163_2_f,secondary,7.889,60.012,25.0,25.0,3600,2,true
busprio_l_1164_0_f,l_1164_0_f,secondary,8.456,60.012,25.0,25.0,3600,2,true
busprio_l_1164_1_f,l_1164_1_f,secondary,69.227,60.012,25.0,25.0,3600,2,true
busprio_l_1164_2_f,l_1164_2_f,secondary,65.494,60.012,25.0,25.0,3600,2,true
busprio_l_1165_0_f,l_1165_0_f,secondary,307.839,60.012,25.0,25.0,3600,2,true
busprio_l_1166_0_f,l_1166_0_f,secondary,174.25,60.012,25.0,25.0,3600,2,true
busprio_l_1166_1_f,l_1166_1_f,secondary,6.894,60.012,25.0,25.0,3600,2,true
busprio_l_1166_3_f,l_1166_3_f,secondary,10.23,60.012,25.0,25.0,3600,2,true
busprio_l_1167_0_f,l_1167_0_f,secondary,6.884,60.012,25.0,25.0,3600,2,true
busprio_l_1167_1_f,l_1167_1_f,secondary,174.095,60.012,25.0,25.0,3600,2,true
busprio_l_1168_1_f,l_1168_1_f,tertiary,189.933,50.004,22.0,22.0,3600,1,true
busprio_l_1168_1_r,l_1168_1_r,tertiary,189.933,50.004,22.0,22.0,3600,1,true
busprio_l_1169_0_f,l_1169_0_f,secondary,45.443,60.012,25.0,25.0,3600,2,true
busprio_l_1169_10_f,l_1169_10_f,secondary,230.981,60.012,25.0,25.0,3600,2,true
busprio_l_1169_11_f,l_1169_11_f,secondary,13.911,60.012,25.0,25.0,3600,2,true
busprio_l_1169_1_f,l_1169_1_f,secondary,5.84,60.012,25.0,25.0,3600,2,true
busprio_l_1169_2_f,l_1169_2_f,secondary,292.426,60.012,25.0,25.0,3600,2,true
busprio_l_1169_3_f,l_1169_3_f,secondary,261.102,60.012,25.0,25.0,3600,2,true
busprio_l_1169_4_f,l_1169_4_f,secondary,6.867,60.012,25.0,25.0,3600,2,true
busprio_l_1169_5_f,l_1169_5_f,secondary,225.848,60.012,25.0,25.0,3600,2,true
busprio_l_1169_6_f,l_1169_6_f,secondary,218.564,60.012,25.0,25.0,3600,2,true
busprio_l_1169_7_f,l_1169_7_f,secondary,178.471,60.012,25.0,25.0,3600,2,true
busprio_l_1169_8_f,l_1169_8_f,secondary,259.902,60.012,25.0,25.0,3600,2,true
busprio_l_1169_9_f,l_1169_9_f,secondary,12.909,60.012,25.0,25.0,3600,2,true
busprio_l_116_0_f,l_116_0_f,tertiary,100.581,50.004,22.0,22.0,3600,1,true
busprio_l_116_0_r,l_116_0_r,tertiary,100.581,50.004,22.0,22.0,3600,1,true
busprio_l_116_1_f,l_116_1_f,tertiary,165.435,50.004,22.0,22.0,3600,1,true
busprio_l_116_1_r,l_116_1_r,tertiary,165.435,50.004,22.0,22.0,3600,1,true
busprio_l_116_2_f,l_116_2_f,tertiary,154.835,50.004,22.0,22.0,3600,1,true
busprio_l_116_2_r,l_116_2_r,tertiary,154.835,50.004,22.0,22.0,3600,1,true
busprio_l_1170_0_f,l_1170_0_f,trunk_link,132.321,60.012,30.0,30.0,3600,1,true
busprio_l_1171_0_f,l_1171_0_f,tertiary,163.589,50.004,22.0,22.0,3600,1,true
busprio_l_1171_0_r,l_1171_0_r,tertiary,163.589,50.004,22.0,22.0,3600,1,true
busprio_l_1171_1_f,l_1171_1_f,tertiary,433.276,50.004,22.0,22.0,3600,1,true
busprio_l_1171_1_r,l_1171_1_r,tertiary,433.276,50.004,22.0,22.0,3600,1,true
busprio_l_1171_2_f,l_1171_2_f,tertiary,7.973,50.004,22.0,22.0,3600,1,true
busprio_l_1171_2_r,l_1171_2_r,tertiary,7.973,50.004,22.0,22.0,3600,1,true
busprio_l_1171_3_f,l_1171_3_f,tertiary,588.774,50.004,22.0,22.0,3600,1,true
busprio_l_1171_3_r,l_1171_3_r,tertiary,588.774,50.004,22.0,22.0,3600,1,true
busprio_l_1171_4_f,l_1171_4_f,tertiary,7.079,50.004,22.0,22.0,3600,1,true
busprio_l_1172_0_f,l_1172_0_f,secondary,9.097,60.012,25.0,25.0,6000,4,true
busprio_l_1172_1_f,l_1172_1_f,secondary,372.935,60.012,25.0,25.0,6000,4,true
busprio_l_1172_2_f,l_1172_2_f,secondary,6.917,60.012,25.0,25.0,6000,4,true
busprio_l_1172_3_f,l_1172_3_f,secondary,395.163,60.012,25.0,25.0,6000,4,true
busprio_l_1172_4_f,l_1172_4_f,secondary,117.964,60.012,25.0,25.0,6000,4,true
busprio_l_1175_0_f,l_1175_0_f,trunk,381.057,100.008,30.0,30.0,10000,5,true
busprio_l_1176_0_f,l_1176_0_f,trunk,9.287,100.008,30.0,30.0,8000,4,true
busprio_l_1176_1_f,l_1176_1_f,trunk,61.424,100.008,30.0,30.0,8000,4,true
busprio_l_1176_2_f,l_1176_2_f,trunk,65.624,100.008,30.0,30.0,8000,4,true
busprio_l_1176_3_f,l_1176_3_f,trunk,73.049,100.008,30.0,30.0,8000,4,true
busprio_l_1176_4_f,l_1176_4_f,trunk,1010.402,100.008,30.0,30.0,8000,4,true
busprio_l_1176_5_f,l_1176_5_f,trunk,10.275,100.008,30.0,30.0,8000,4,true
busprio_l_1176_6_f,l_1176_6_f,trunk,12.964,100.008,30.0,30.0,8000,4,true
busprio_l_1177_0_f,l_1177_0_f,secondary,104.571,60.012,25.0,25.0,3600,2,true
busprio_l_1177_1_f,l_1177_1_f,secondary,42.448,60.012,25.0,25.0,3600,2,true
busprio_l_1177_2_f,l_1177_2_f,secondary,75.448,60.012,25.0,25.0,3600,2,true
busprio_l_1177_3_f,l_1177_3_f,secondary,19.245,60.012,25.0,25.0,3600,2,true
busprio_l_1177_4_f,l_1177_4_f,secondary,61.358,60.012,25.0,25.0,3600,2,true
busprio_l_1177_5_f,l_1177_5_f,secondary,94.993,60.012,25.0,25.0,3600,2,true
busprio_l_1177_6_f,l_1177_6_f,secondary,62.19,60.012,25.0,25.0,3600,2,true
busprio_l_1178_0_f,l_1178_0_f,tertiary,48.601,50.004,22.0,22.0,3600,2,true
busprio_l_1178_0_r,l_1178_0_r,tertiary,48.601,50.004,22.0,22.0,3600,2,true
busprio_l_1178_1_f,l_1178_1_f,tertiary,136.957,50.004,22.0,22.0,3600,2,true
busprio_l_1178_1_r,l_1178_1_r,tertiary,136.957,50.004,22.0,22.0,3600,2,true
busprio_l_1179_0_f,l_1179_0_f,secondary,66.043,60.012,25.0,25.0,3600,2,true
busprio_l_117_1_f,l_117_1_f,tertiary,7.898,50.004,22.0,22.0,3600,1,true
busprio_l_117_1_r,l_117_1_r,tertiary,7.898,50.004,22.0,22.0,3600,1,true
busprio_l_117_2_f,l_117_2_f,tertiary,396.161,50.004,22.0,22.0,3600,1,true
busprio_l_117_2_r,l_117_2_r,tertiary,396.161,50.004,22.0,22.0,3600,1,true
busprio_l_117_3_f,l_117_3_f,tertiary,63.987,50.004,22.0,22.0,3600,1,true
busprio_l_117_4_f,l_117_4_f,tertiary,111.702,50.004,22.0,22.0,3600,1,true
busprio_l_1180_0_f,l_1180_0_f,trunk,393.598,100.008,30.0,30.0,8000,4,true
busprio_l_1180_1_f,l_1180_1_f,trunk,642.603,100.008,30.0,30.0,8000,4,true
busprio_l_1180_2_f,l_1180_2_f,trunk,138.037,100.008,30.0,30.0,8000,4,true
busprio_l_1181_0_f,l_1181_0_f,trunk,469.306,100.008,30.0,30.0,6000,3,true
busprio_l_1182_1_f,l_1182_1_f,primary,644.235,79.992,28.0,28.0,5400,3,true
busprio_l_1184_0_f,l_1184_0_f,secondary,157.682,60.012,25.0,25.0,4500,3,true
busprio_l_1184_1_f,l_1184_1_f,secondary,107.171,60.012,25.0,25.0,4500,3,true
busprio_l_1185_0_f,l_1185_0_f,secondary,944.584,60.012,25.0,25.0,3600,2,true
busprio_l_1186_0_f,l_1186_0_f,trunk,23.255,100.008,30.0,30.0,6000,3,true
busprio_l_1186_1_f,l_1186_1_f,trunk,606.818,100.008,30.0,30.0,6000,3,true
busprio_l_1186_2_f,l_1186_2_f,trunk,123.941,100.008,30.0,30.0,6000,3,true
busprio_l_1186_3_f,l_1186_3_f,trunk,104.223,100.008,30.0,30.0,6000,3,true
busprio_l_1187_0_f,l_1187_0_f,trunk,739.23,100.008,30.0,30.0,6000,3,true
busprio_l_1187_1_f,l_1187_1_f,trunk,446.197,100.008,30.0,30.0,6000,3,true
busprio_l_1188_0_f,l_1188_0_f,primary_link,107.867,50.004,28.0,28.0,3600,1,true
busprio_l_1189_0_f,l_1189_0_f,secondary,92.902,60.012,25.0,25.0,3600,2,true
busprio_l_1189_1_f,l_1189_1_f,secondary,492.984,60.012,25.0,25.0,3600,2,true
busprio_l_118_0_f,l_118_0_f,tertiary,627.723,50.004,22.0,22.0,3600,1,true
busprio_l_118_0_r,l_118_0_r,tertiary,627.723,50.004,22.0,22.0,3600,1,true
busprio_l_118_1_f,l_118_1_f,tertiary,340.045,50.004,22.0,22.0,3600,1,true
busprio_l_118_1_r,l_118_1_r,tertiary,340.045,50.004,22.0,22.0,3600,1,true
busprio_l_1190_0_f,l_1190_0_f,trunk_link,656.532,60.012,30.0,30.0,4500,3,true
busprio_l_1191_0_f,l_1191_0_f,primary,14.63,79.992,28.0,28.0,5400,3,true
busprio_l_1191_1_f,l_1191_1_f,primary,85.351,79.992,28.0,28.0,5400,3,true
busprio_l_1191_2_f,l_1191_2_f,primary,543.358,79.992,28.0,28.0,5400,3,true
busprio_l_1191_3_f,l_1191_3_f,primary,10.396,79.992,28.0,28.0,5400,3,true
busprio_l_1191_4_f,l_1191_4_f,primary,267.104,79.992,28.0,28.0,5400,3,true
busprio_l_1191_5_f,l_1191_5_f,primary,93.916,79.992,28.0,28.0,5400,3,true
busprio_l_1191_6_f,l_1191_6_f,primary,163.584,79.992,28.0,28.0,5400,3,true
busprio_l_1191_7_f,l_1191_7_f,primary,56.407,79.992,28.0,28.0,5400,3,true
busprio_l_1192_0_f,l_1192_0_f,secondary,65.08,60.012,25.0,25.0,3600,2,true
busprio_l_1193_0_f,l_1193_0_f,secondary_link,66.228,39.996,25.0,25.0,3600,1,true
busprio_l_1193_1_f,l_1193_1_f,secondary_link,14.805,39.996,25.0,25.0,3600,1,true
busprio_l_1194_0_f,l_1194_0_f,primary,42.763,79.992,28.0,28.0,7200,4,true
busprio_l_1194_1_f,l_1194_1_f,primary,98.659,79.992,28.0,28.0,7200,4,true
busprio_l_1194_2_f,l_1194_2_f,primary,183.13,79.992,28.0,28.0,7200,4,true
busprio_l_1194_3_f,l_1194_3_f,primary,904.039,79.992,28.0,28.0,7200,4,true
busprio_l_1194_4_f,l_1194_4_f,primary,200.078,79.992,28.0,28.0,7200,4,true
busprio_l_1194_5_f,l_1194_5_f,primary,156.149,79.992,28.0,28.0,7200,4,true
busprio_l_1194_6_f,l_1194_6_f,primary,143.656,79.992,28.0,28.0,7200,4,true
busprio_l_1195_0_f,l_1195_0_f,trunk,371.0,100.008,30.0,30.0,6000,3,true
busprio_l_1195_1_f,l_1195_1_f,trunk,83.368,100.008,30.0,30.0,6000,3,true
busprio_l_1196_0_f,l_1196_0_f,primary,11.992,79.992,28.0,28.0,7200,4,true
busprio_l_1196_10_f,l_1196_10_f,primary,98.145,79.992,28.0,28.0,7200,4,true
busprio_l_1196_11_f,l_1196_11_f,primary,129.112,79.992,28.0,28.0,7200,4,true
busprio_l_1196_1_f,l_1196_1_f,primary,52.247,79.992,28.0,28.0,7200,4,true
busprio_l_1196_2_f,l_1196_2_f,primary,9.689,79.992,28.0,28.0,7200,4,true
busprio_l_1196_3_f,l_1196_3_f,primary,455.531,79.992,28.0,28.0,7200,4,true
busprio_l_1196_4_f,l_1196_4_f,primary,339.995,79.992,28.0,28.0,7200,4,true
busprio_l_1196_5_f,l_1196_5_f,primary,97.201,79.992,28.0,28.0,7200,4,true
busprio_l_1196_6_f,l_1196_6_f,primary,89.086,79.992,28.0,28.0,7200,4,true
busprio_l_1196_7_f,l_1196_7_f,primary,7.369,79.992,28.0,28.0,7200,4,true
busprio_l_1196_8_f,l_1196_8_f,primary,178.945,79.992,28.0,28.0,7200,4,true
busprio_l_1196_9_f,l_1196_9_f,primary,230.831,79.992,28.0,28.0,7200,4,true
busprio_l_1197_2_f,l_1197_2_f,tertiary,471.648,50.004,22.0,22.0,3600,1,true
busprio_l_1197_2_r,l_1197_2_r,tertiary,471.648,50.004,22.0,22.0,3600,1,true
busprio_l_1197_3_f,l_1197_3_f,tertiary,190.61,50.004,22.0,22.0,3600,1,true
busprio_l_1197_3_r,l_1197_3_r,tertiary,190.61,50.004,22.0,22.0,3600,1,true
busprio_l_1198_0_f,l_1198_0_f,secondary_link,95.853,39.996,25.0,25.0,3600,1,true
busprio_l_1198_1_f,l_1198_1_f,secondary_link,81.006,39.996,25.0,25.0,3600,1,true
busprio_l_1199_0_f,l_1199_0_f,primary,12.658,79.992,28.0,28.0,5400,3,true
busprio_l_1199_1_f,l_1199_1_f,primary,456.283,79.992,28.0,28.0,5400,3,true
busprio_l_1199_2_f,l_1199_2_f,primary,9.002,79.992,28.0,28.0,5400,3,true
busprio_l_1199_3_f,l_1199_3_f,primary,435.561,79.992,28.0,28.0,5400,3,true
busprio_l_1199_4_f,l_1199_4_f,primary,475.345,79.992,28.0,28.0,5400,3,true
busprio_l_1199_5_f,l_1199_5_f,primary,16.945,79.992,28.0,28.0,5400,3,true
busprio_l_11_0_f,l_11_0_f,secondary,272.18,60.012,25.0,25.0,3600,2,true
busprio_l_11_10_f,l_11_10_f,secondary,30.463,60.012,25.0,25.0,3600,2,true
busprio_l_11_11_f,l_11_11_f,secondary,335.11,60.012,25.0,25.0,3600,2,true
busprio_l_11_12_f,l_11_12_f,secondary,66.45,60.012,25.0,25.0,3600,2,true
busprio_l_11_13_f,l_11_13_f,secondary,9.067,60.012,25.0,25.0,3600,2,true
busprio_l_11_15_f,l_11_15_f,secondary,400.945,60.012,25.0,25.0,3600,2,true
busprio_l_11_18_f,l_11_18_f,secondary,11.202,60.012,25.0,25.0,3600,2,true
busprio_l_11_19_f,l_11_19_f,secondary,843.004,60.012,25.0,25.0,3600,2,true
busprio_l_11_1_f,l_11_1_f,secondary,628.21,60.012,25.0,25.0,3600,2,true
busprio_l_11_20_f,l_11_20_f,secondary,279.751,60.012,25.0,25.0,3600,2,true
busprio_l_11_21_f,l_11_21_f,secondary,926.024,60.012,25.0,25.0,3600,2,true
busprio_l_11_2_f,l_11_2_f,secondary,419.707,60.012,25.0,25.0,3600,2,true
busprio_l_11_3_f,l_11_3_f,secondary,515.301,60.012,25.0,25.0,3600,2,true
busprio_l_11_4_f,l_11_4_f,secondary,215.825,60.012,25.0,25.0,3600,2,true
