link_id,original_link_id,road_class,length_m,old_freespeed_kmh,speed_cap_kmh,new_freespeed_kmh,capacity,permlanes,speed_was_capped
busprio_l_5409_3_r,l_5409_3_r,tertiary,11.483,50.004,22.0,22.0,3600,1,true
busprio_l_540_0_f,l_540_0_f,secondary,195.539,60.012,25.0,25.0,3600,2,true
busprio_l_540_1_f,l_540_1_f,secondary,188.077,60.012,25.0,25.0,3600,2,true
busprio_l_540_2_f,l_540_2_f,secondary,76.577,60.012,25.0,25.0,3600,2,true
busprio_l_540_3_f,l_540_3_f,secondary,276.624,60.012,25.0,25.0,3600,2,true
busprio_l_540_4_f,l_540_4_f,secondary,13.993,60.012,25.0,25.0,3600,2,true
busprio_l_540_5_f,l_540_5_f,secondary,177.865,60.012,25.0,25.0,3600,2,true
busprio_l_540_6_f,l_540_6_f,secondary,283.241,60.012,25.0,25.0,3600,2,true
busprio_l_5410_0_f,l_5410_0_f,secondary,159.446,60.012,25.0,25.0,3600,2,true
busprio_l_5411_0_f,l_5411_0_f,tertiary,14.466,50.004,22.0,22.0,3600,1,true
busprio_l_5411_0_r,l_5411_0_r,tertiary,14.466,50.004,22.0,22.0,3600,1,true
busprio_l_5411_1_f,l_5411_1_f,tertiary,44.775,50.004,22.0,22.0,3600,1,true
busprio_l_5411_1_r,l_5411_1_r,tertiary,44.775,50.004,22.0,22.0,3600,1,true
busprio_l_5411_2_r,l_5411_2_r,tertiary,100.953,50.004,22.0,22.0,3600,1,true
busprio_l_5411_4_f,l_5411_4_f,tertiary,5.94,50.004,22.0,22.0,3600,1,true
busprio_l_5411_4_r,l_5411_4_r,tertiary,5.94,50.004,22.0,22.0,3600,1,true
busprio_l_5412_0_f,l_5412_0_f,tertiary,11.832,50.004,22.0,22.0,3600,1,true
busprio_l_5412_0_r,l_5412_0_r,tertiary,11.832,50.004,22.0,22.0,3600,1,true
busprio_l_5413_0_f,l_5413_0_f,primary,23.398,79.992,28.0,28.0,5400,3,true
busprio_l_5413_1_f,l_5413_1_f,primary,135.092,79.992,28.0,28.0,5400,3,true
busprio_l_5413_2_f,l_5413_2_f,primary,76.617,79.992,28.0,28.0,5400,3,true
busprio_l_541_0_f,l_541_0_f,secondary,282.558,60.012,25.0,25.0,3600,2,true
busprio_l_541_1_f,l_541_1_f,secondary,179.68,60.012,25.0,25.0,3600,2,true
busprio_l_541_2_f,l_541_2_f,secondary,14.228,60.012,25.0,25.0,3600,2,true
busprio_l_541_3_f,l_541_3_f,secondary,104.035,60.012,25.0,25.0,3600,2,true
busprio_l_541_4_f,l_541_4_f,secondary,174.369,60.012,25.0,25.0,3600,2,true
busprio_l_5421_0_f,l_5421_0_f,primary,95.648,79.992,28.0,28.0,5400,3,true
busprio_l_5421_1_f,l_5421_1_f,primary,52.476,79.992,28.0,28.0,5400,3,true
busprio_l_5421_2_f,l_5421_2_f,primary,1489.765,79.992,28.0,28.0,5400,3,true
busprio_l_5421_3_f,l_5421_3_f,primary,276.678,79.992,28.0,28.0,5400,3,true
busprio_l_5422_0_f,l_5422_0_f,primary,65.618,79.992,28.0,28.0,5400,3,true
busprio_l_5422_1_f,l_5422_1_f,primary,69.739,79.992,28.0,28.0,5400,3,true
busprio_l_5422_2_f,l_5422_2_f,primary,14.231,79.992,28.0,28.0,5400,3,true
busprio_l_5423_0_f,l_5423_0_f,primary,373.421,79.992,28.0,28.0,5400,3,true
busprio_l_5436_0_f,l_5436_0_f,primary,44.078,79.992,28.0,28.0,5400,3,true
busprio_l_5437_0_f,l_5437_0_f,primary,79.769,79.992,28.0,28.0,5400,3,true
busprio_l_5437_1_f,l_5437_1_f,primary,328.652,79.992,28.0,28.0,5400,3,true
busprio_l_5437_2_f,l_5437_2_f,primary,13.487,79.992,28.0,28.0,5400,3,true
busprio_l_5437_3_f,l_5437_3_f,primary,343.078,79.992,28.0,28.0,5400,3,true
busprio_l_5437_4_f,l_5437_4_f,primary,8.421,79.992,28.0,28.0,5400,3,true
busprio_l_5437_5_f,l_5437_5_f,primary,641.042,79.992,28.0,28.0,5400,3,true
busprio_l_5438_0_f,l_5438_0_f,primary,44.839,79.992,28.0,28.0,5400,3,true
busprio_l_5439_2_f,l_5439_2_f,tertiary,255.272,50.004,22.0,22.0,3600,1,true
busprio_l_5439_2_r,l_5439_2_r,tertiary,255.272,50.004,22.0,22.0,3600,1,true
busprio_l_5439_3_f,l_5439_3_f,tertiary,241.304,50.004,22.0,22.0,3600,1,true
busprio_l_5439_3_r,l_5439_3_r,tertiary,241.304,50.004,22.0,22.0,3600,1,true
busprio_l_5441_0_f,l_5441_0_f,primary,37.776,79.992,28.0,28.0,5400,3,true
busprio_l_5442_0_f,l_5442_0_f,primary,329.329,79.992,28.0,28.0,5400,3,true
busprio_l_5442_1_f,l_5442_1_f,primary,10.92,79.992,28.0,28.0,5400,3,true
busprio_l_5442_2_f,l_5442_2_f,primary,250.007,79.992,28.0,28.0,5400,3,true
busprio_l_5442_3_f,l_5442_3_f,primary,56.347,79.992,28.0,28.0,5400,3,true
busprio_l_5442_4_f,l_5442_4_f,primary,291.298,79.992,28.0,28.0,5400,3,true
busprio_l_5442_5_f,l_5442_5_f,primary,183.541,79.992,28.0,28.0,5400,3,true
busprio_l_5442_6_f,l_5442_6_f,primary,180.762,79.992,28.0,28.0,5400,3,true
busprio_l_5442_7_f,l_5442_7_f,primary,70.189,79.992,28.0,28.0,5400,3,true
busprio_l_5443_0_f,l_5443_0_f,primary,37.466,79.992,28.0,28.0,5400,3,true
busprio_l_5444_0_f,l_5444_0_f,primary,119.795,79.992,28.0,28.0,5400,3,true
busprio_l_5444_1_f,l_5444_1_f,primary,32.725,79.992,28.0,28.0,5400,3,true
busprio_l_5445_0_f,l_5445_0_f,secondary,322.799,60.012,25.0,25.0,3600,2,true
busprio_l_5445_1_f,l_5445_1_f,secondary,11.78,60.012,25.0,25.0,3600,2,true
busprio_l_5445_2_f,l_5445_2_f,secondary,729.361,60.012,25.0,25.0,3600,2,true
busprio_l_5445_3_f,l_5445_3_f,secondary,265.277,60.012,25.0,25.0,3600,2,true
busprio_l_5446_0_f,l_5446_0_f,secondary,32.068,60.012,25.0,25.0,3600,2,true
busprio_l_5447_0_f,l_5447_0_f,secondary,107.649,60.012,25.0,25.0,3600,2,true
busprio_l_5447_1_f,l_5447_1_f,secondary,53.944,60.012,25.0,25.0,3600,2,true
busprio_l_5447_2_f,l_5447_2_f,secondary,478.672,60.012,25.0,25.0,3600,2,true
busprio_l_5447_3_f,l_5447_3_f,secondary,244.837,60.012,25.0,25.0,3600,2,true
busprio_l_5447_4_f,l_5447_4_f,secondary,12.218,60.012,25.0,25.0,3600,2,true
busprio_l_5447_5_f,l_5447_5_f,secondary,972.66,60.012,25.0,25.0,3600,2,true
busprio_l_5447_6_f,l_5447_6_f,secondary,8.302,60.012,25.0,25.0,3600,2,true
busprio_l_5447_7_f,l_5447_7_f,secondary,1340.414,60.012,25.0,25.0,3600,2,true
busprio_l_5448_0_f,l_5448_0_f,secondary,48.068,60.012,25.0,25.0,3600,2,true
busprio_l_5449_0_f,l_5449_0_f,secondary,33.461,60.012,25.0,25.0,3600,2,true
busprio_l_5450_0_f,l_5450_0_f,secondary,32.297,60.012,25.0,25.0,3600,2,true
busprio_l_5451_0_f,l_5451_0_f,secondary,39.471,60.012,25.0,25.0,3600,2,true
busprio_l_5451_1_f,l_5451_1_f,secondary,172.212,60.012,25.0,25.0,3600,2,true
busprio_l_5451_2_f,l_5451_2_f,secondary,37.3,60.012,25.0,25.0,3600,2,true
busprio_l_5452_0_f,l_5452_0_f,secondary,22.435,60.012,25.0,25.0,3600,2,true
busprio_l_5453_0_f,l_5453_0_f,secondary,112.353,60.012,25.0,25.0,3600,2,true
busprio_l_5453_1_f,l_5453_1_f,secondary,181.211,60.012,25.0,25.0,3600,2,true
busprio_l_5455_0_f,l_5455_0_f,tertiary,38.05,50.004,22.0,22.0,3600,1,true
busprio_l_5455_0_r,l_5455_0_r,tertiary,38.05,50.004,22.0,22.0,3600,1,true
busprio_l_5455_1_f,l_5455_1_f,tertiary,195.633,50.004,22.0,22.0,3600,1,true
busprio_l_5455_1_r,l_5455_1_r,tertiary,195.633,50.004,22.0,22.0,3600,1,true
busprio_l_5455_2_f,l_5455_2_f,tertiary,138.58,50.004,22.0,22.0,3600,1,true
busprio_l_5455_2_r,l_5455_2_r,tertiary,138.58,50.004,22.0,22.0,3600,1,true
busprio_l_5456_0_f,l_5456_0_f,tertiary,16.49,50.004,22.0,22.0,3600,1,true
busprio_l_5456_0_r,l_5456_0_r,tertiary,16.49,50.004,22.0,22.0,3600,1,true
busprio_l_5457_2_f,l_5457_2_f,tertiary,238.827,50.004,22.0,22.0,3600,1,true
busprio_l_5457_2_r,l_5457_2_r,tertiary,238.827,50.004,22.0,22.0,3600,1,true
busprio_l_5459_0_f,l_5459_0_f,primary,25.188,79.992,28.0,28.0,5400,3,true
busprio_l_545_0_f,l_545_0_f,residential,352.67,29.988,20.0,20.0,3600,1,true
busprio_l_5460_0_f,l_5460_0_f,primary,21.943,79.992,28.0,28.0,5400,3,true
busprio_l_5461_0_f,l_5461_0_f,primary,168.091,79.992,28.0,28.0,3600,2,true
busprio_l_5461_1_f,l_5461_1_f,primary,6.391,79.992,28.0,28.0,3600,2,true
busprio_l_5461_2_f,l_5461_2_f,primary,319.943,79.992,28.0,28.0,3600,2,true
busprio_l_5462_0_f,l_5462_0_f,primary,21.688,79.992,28.0,28.0,5400,3,true
busprio_l_5463_0_r,l_5463_0_r,tertiary,107.004,50.004,22.0,22.0,3600,1,true
busprio_l_5464_0_r,l_5464_0_r,tertiary,13.442,50.004,22.0,22.0,3600,1,true
busprio_l_5465_0_f,l_5465_0_f,secondary,32.42,60.012,25.0,25.0,4500,3,true
busprio_l_5466_0_f,l_5466_0_f,secondary,440.607,60.012,25.0,25.0,4500,3,true
busprio_l_5466_1_f,l_5466_1_f,secondary,13.397,60.012,25.0,25.0,4500,3,true
busprio_l_5467_0_f,l_5467_0_f,secondary,28.063,60.012,25.0,25.0,4500,3,true
busprio_l_5469_0_f,l_5469_0_f,secondary,15.555,60.012,25.0,25.0,3600,2,true
busprio_l_5469_1_f,l_5469_1_f,secondary,233.806,60.012,25.0,25.0,3600,2,true
busprio_l_5469_2_f,l_5469_2_f,secondary,343.991,60.012,25.0,25.0,3600,2,true
busprio_l_5469_3_f,l_5469_3_f,secondary,13.472,60.012,25.0,25.0,3600,2,true
busprio_l_5469_4_f,l_5469_4_f,secondary,215.495,60.012,25.0,25.0,3600,2,true
busprio_l_5469_5_f,l_5469_5_f,secondary,112.301,60.012,25.0,25.0,3600,2,true
busprio_l_5469_6_f,l_5469_6_f,secondary,63.473,60.012,25.0,25.0,3600,2,true
busprio_l_5469_7_f,l_5469_7_f,secondary,33.378,60.012,25.0,25.0,3600,2,true
busprio_l_5470_0_f,l_5470_0_f,secondary,33.345,60.012,25.0,25.0,3600,2,true
busprio_l_5470_1_f,l_5470_1_f,secondary,63.681,60.012,25.0,25.0,3600,2,true
busprio_l_5470_2_f,l_5470_2_f,secondary,111.473,60.012,25.0,25.0,3600,2,true
busprio_l_5470_3_f,l_5470_3_f,secondary,215.929,60.012,25.0,25.0,3600,2,true
busprio_l_5470_4_f,l_5470_4_f,secondary,13.486,60.012,25.0,25.0,3600,2,true
busprio_l_5470_5_f,l_5470_5_f,secondary,335.898,60.012,25.0,25.0,3600,2,true
busprio_l_5470_6_f,l_5470_6_f,secondary,97.498,60.012,25.0,25.0,3600,2,true
busprio_l_5470_7_f,l_5470_7_f,secondary,139.116,60.012,25.0,25.0,3600,2,true
busprio_l_5470_8_f,l_5470_8_f,secondary,15.925,60.012,25.0,25.0,3600,2,true
busprio_l_5472_0_f,l_5472_0_f,service,414.974,20.016,15.0,15.0,3600,1,true
busprio_l_5473_0_f,l_5473_0_f,tertiary,197.977,50.004,22.0,22.0,3600,1,true
busprio_l_5473_0_r,l_5473_0_r,tertiary,197.977,50.004,22.0,22.0,3600,1,true
busprio_l_5473_1_r,l_5473_1_r,tertiary,11.796,50.004,22.0,22.0,3600,1,true
busprio_l_5474_0_f,l_5474_0_f,tertiary,95.201,50.004,22.0,22.0,3600,1,true
busprio_l_5474_1_f,l_5474_1_f,tertiary,84.244,50.004,22.0,22.0,3600,1,true
busprio_l_5474_2_f,l_5474_2_f,tertiary,164.725,50.004,22.0,22.0,3600,1,true
busprio_l_5474_2_r,l_5474_2_r,tertiary,164.725,50.004,22.0,22.0,3600,1,true
busprio_l_5474_3_f,l_5474_3_f,tertiary,144.759,50.004,22.0,22.0,3600,1,true
busprio_l_5474_4_f,l_5474_4_f,tertiary,71.743,50.004,22.0,22.0,3600,1,true
busprio_l_5474_6_r,l_5474_6_r,tertiary,282.695,50.004,22.0,22.0,3600,1,true
busprio_l_5478_0_f,l_5478_0_f,tertiary,162.068,50.004,22.0,22.0,3600,1,true
busprio_l_5478_1_f,l_5478_1_f,tertiary,11.875,50.004,22.0,22.0,3600,1,true
busprio_l_5478_2_f,l_5478_2_f,tertiary,200.172,50.004,22.0,22.0,3600,1,true
busprio_l_5479_0_f,l_5479_0_f,secondary,31.619,60.012,25.0,25.0,3600,2,true
busprio_l_5479_1_f,l_5479_1_f,secondary,11.428,60.012,25.0,25.0,3600,2,true
busprio_l_5479_2_f,l_5479_2_f,secondary,238.254,60.012,25.0,25.0,3600,2,true
busprio_l_547_0_f,l_547_0_f,secondary,31.583,60.012,25.0,25.0,3600,2,true
busprio_l_547_1_f,l_547_1_f,secondary,66.46,60.012,25.0,25.0,3600,2,true
busprio_l_547_2_f,l_547_2_f,secondary,73.397,60.012,25.0,25.0,3600,2,true
busprio_l_547_3_f,l_547_3_f,secondary,146.832,60.012,25.0,25.0,3600,2,true
busprio_l_547_4_f,l_547_4_f,secondary,7.75,60.012,25.0,25.0,3600,2,true
busprio_l_547_5_f,l_547_5_f,secondary,376.363,60.012,25.0,25.0,3600,2,true
busprio_l_547_6_f,l_547_6_f,secondary,11.695,60.012,25.0,25.0,3600,2,true
busprio_l_547_7_f,l_547_7_f,secondary,335.997,60.012,25.0,25.0,3600,2,true
busprio_l_5480_0_f,l_5480_0_f,secondary,41.231,60.012,25.0,25.0,3600,2,true
busprio_l_5481_0_f,l_5481_0_f,secondary,465.319,60.012,25.0,25.0,3600,2,true
busprio_l_5481_1_f,l_5481_1_f,secondary,184.929,60.012,25.0,25.0,3600,2,true
busprio_l_5481_2_f,l_5481_2_f,secondary,12.341,60.012,25.0,25.0,3600,2,true
busprio_l_5482_0_f,l_5482_0_f,secondary,38.041,60.012,25.0,25.0,3600,2,true
busprio_l_548_4_f,l_548_4_f,residential,10.762,29.988,20.0,20.0,3600,1,true
busprio_l_549_0_f,l_549_0_f,primary,13.47,79.992,28.0,28.0,5400,3,true
busprio_l_549_1_f,l_549_1_f,primary,479.915,79.992,28.0,28.0,5400,3,true
busprio_l_549_2_f,l_549_2_f,primary,55.173,79.992,28.0,28.0,5400,3,true
busprio_l_549_3_f,l_549_3_f,primary,9.991,79.992,28.0,28.0,5400,3,true
busprio_l_549_4_f,l_549_4_f,primary,225.548,79.992,28.0,28.0,5400,3,true
busprio_l_549_5_f,l_549_5_f,primary,156.979,79.992,28.0,28.0,5400,3,true
busprio_l_549_6_f,l_549_6_f,primary,273.425,79.992,28.0,28.0,5400,3,true
busprio_l_54_0_f,l_54_0_f,trunk,107.23,100.008,30.0,30.0,4000,2,true
busprio_l_550_0_f,l_550_0_f,primary,59.594,79.992,28.0,28.0,5400,3,true
busprio_l_550_1_f,l_550_1_f,primary,147.925,79.992,28.0,28.0,5400,3,true
busprio_l_550_2_f,l_550_2_f,primary,6.945,79.992,28.0,28.0,5400,3,true
busprio_l_550_3_f,l_550_3_f,primary,148.747,79.992,28.0,28.0,5400,3,true
busprio_l_550_4_f,l_550_4_f,primary,283.502,79.992,28.0,28.0,5400,3,true
busprio_l_550_5_f,l_550_5_f,primary,51.685,79.992,28.0,28.0,5400,3,true
busprio_l_551_0_f,l_551_0_f,trunk,26.649,100.008,30.0,30.0,6000,3,true
busprio_l_551_1_f,l_551_1_f,trunk,197.016,100.008,30.0,30.0,6000,3,true
busprio_l_551_2_f,l_551_2_f,trunk,273.22,100.008,30.0,30.0,6000,3,true
busprio_l_551_3_f,l_551_3_f,trunk,86.867,100.008,30.0,30.0,6000,3,true
busprio_l_551_4_f,l_551_4_f,trunk,234.515,100.008,30.0,30.0,6000,3,true
busprio_l_552_0_f,l_552_0_f,secondary,164.124,60.012,25.0,25.0,3600,2,true
busprio_l_552_1_f,l_552_1_f,secondary,28.582,60.012,25.0,25.0,3600,2,true
busprio_l_5535_0_f,l_5535_0_f,service,34.809,20.016,15.0,15.0,3600,1,true
busprio_l_5535_0_r,l_5535_0_r,service,34.809,20.016,15.0,15.0,3600,1,true
busprio_l_5535_2_f,l_5535_2_f,service,37.49,20.016,15.0,15.0,3600,1,true
busprio_l_5536_0_r,l_5536_0_r,service,190.526,20.016,15.0,15.0,3600,1,true
busprio_l_553_0_f,l_553_0_f,secondary,45.395,60.012,25.0,25.0,3600,2,true
busprio_l_5542_0_f,l_5542_0_f,primary,24.957,79.992,28.0,28.0,5400,3,true
busprio_l_5542_1_f,l_5542_1_f,primary,9.505,79.992,28.0,28.0,5400,3,true
busprio_l_5542_2_f,l_5542_2_f,primary,167.893,79.992,28.0,28.0,5400,3,true
busprio_l_5542_3_f,l_5542_3_f,primary,222.801,79.992,28.0,28.0,5400,3,true
busprio_l_5542_4_f,l_5542_4_f,primary,39.271,79.992,28.0,28.0,5400,3,true
busprio_l_5543_0_f,l_5543_0_f,primary,35.537,79.992,28.0,28.0,5400,3,true
busprio_l_5544_0_f,l_5544_0_f,primary,225.499,79.992,28.0,28.0,5400,3,true
busprio_l_5544_1_f,l_5544_1_f,primary,501.779,79.992,28.0,28.0,5400,3,true
busprio_l_5544_2_f,l_5544_2_f,primary,35.385,79.992,28.0,28.0,5400,3,true
busprio_l_5544_3_f,l_5544_3_f,primary,9.53,79.992,28.0,28.0,5400,3,true
busprio_l_5545_0_f,l_5545_0_f,primary,25.932,79.992,28.0,28.0,5400,3,true
busprio_l_5546_0_f,l_5546_0_f,tertiary,21.126,50.004,22.0,22.0,3600,1,true
busprio_l_5546_0_r,l_5546_0_r,tertiary,21.126,50.004,22.0,22.0,3600,1,true
busprio_l_5546_1_f,l_5546_1_f,tertiary,9.008,50.004,22.0,22.0,3600,1,true
busprio_l_5546_1_r,l_5546_1_r,tertiary,9.008,50.004,22.0,22.0,3600,1,true
busprio_l_5547_0_f,l_5547_0_f,tertiary,18.377,50.004,22.0,22.0,3600,1,true
busprio_l_5547_0_r,l_5547_0_r,tertiary,18.377,50.004,22.0,22.0,3600,1,true
busprio_l_5548_0_f,l_5548_0_f,residential,44.095,29.988,20.0,20.0,3600,1,true
busprio_l_5549_0_f,l_5549_0_f,residential,10.397,29.988,20.0,20.0,3600,1,true
busprio_l_554_0_f,l_554_0_f,secondary,50.594,60.012,25.0,25.0,3600,2,true
busprio_l_5550_0_f,l_5550_0_f,secondary,40.035,60.012,25.0,25.0,3600,2,true
busprio_l_5550_1_f,l_5550_1_f,secondary,176.631,60.012,25.0,25.0,3600,2,true
busprio_l_5550_2_f,l_5550_2_f,secondary,117.792,60.012,25.0,25.0,3600,2,true
busprio_l_5550_3_f,l_5550_3_f,secondary,169.587,60.012,25.0,25.0,3600,2,true
busprio_l_5550_4_f,l_5550_4_f,secondary,58.528,60.012,25.0,25.0,3600,2,true
busprio_l_5550_5_f,l_5550_5_f,secondary,222.725,60.012,25.0,25.0,3600,2,true
busprio_l_5551_0_f,l_5551_0_f,secondary,11.179,60.012,25.0,25.0,3600,2,true
busprio_l_5552_0_f,l_5552_0_f,secondary,99.214,60.012,25.0,25.0,3600,2,true
busprio_l_5552_1_f,l_5552_1_f,secondary,124.436,60.012,25.0,25.0,3600,2,true
busprio_l_5553_0_f,l_5553_0_f,secondary,149.289,60.012,25.0,25.0,3600,2,true
busprio_l_5553_1_f,l_5553_1_f,secondary,14.614,60.012,25.0,25.0,3600,2,true
busprio_l_5554_0_f,l_5554_0_f,secondary,12.658,60.012,25.0,25.0,3600,2,true
busprio_l_5557_0_f,l_5557_0_f,secondary,12.431,60.012,25.0,25.0,3600,2,true
busprio_l_5558_0_f,l_5558_0_f,secondary,25.688,60.012,25.0,25.0,3600,2,true
busprio_l_5559_0_f,l_5559_0_f,secondary,9.723,60.012,25.0,25.0,3600,2,true
busprio_l_5559_1_f,l_5559_1_f,secondary,101.523,60.012,25.0,25.0,3600,2,true
busprio_l_5559_2_f,l_5559_2_f,secondary,135.04,60.012,25.0,25.0,3600,2,true
busprio_l_555_0_f,l_555_0_f,trunk,711.97,100.008,30.0,30.0,6000,3,true
busprio_l_5560_0_f,l_5560_0_f,secondary,37.006,60.012,25.0,25.0,3600,2,true
busprio_l_5563_0_f,l_5563_0_f,secondary,59.816,60.012,25.0,25.0,3600,2,true
busprio_l_5563_1_f,l_5563_1_f,secondary,155.116,60.012,25.0,25.0,3600,2,true
busprio_l_5564_0_f,l_5564_0_f,secondary,28.217,60.012,25.0,25.0,3600,2,true
busprio_l_5565_0_f,l_5565_0_f,trunk_link,58.738,60.012,30.0,30.0,3600,1,true
busprio_l_5566_0_f,l_5566_0_f,trunk_link,27.202,60.012,30.0,30.0,3600,1,true
busprio_l_5567_0_f,l_5567_0_f,trunk_link,14.512,60.012,30.0,30.0,3600,1,true
busprio_l_5568_0_f,l_5568_0_f,trunk_link,27.822,60.012,30.0,30.0,3600,1,true
busprio_l_5569_0_f,l_5569_0_f,secondary,130.88,60.012,25.0,25.0,3600,2,true
busprio_l_5569_10_f,l_5569_10_f,secondary,7.375,60.012,25.0,25.0,3600,2,true
busprio_l_5569_11_f,l_5569_11_f,secondary,382.78,60.012,25.0,25.0,3600,2,true
busprio_l_5569_1_f,l_5569_1_f,secondary,49.162,60.012,25.0,25.0,3600,2,true
busprio_l_5569_2_f,l_5569_2_f,secondary,208.302,60.012,25.0,25.0,3600,2,true
busprio_l_5569_3_f,l_5569_3_f,secondary,572.504,60.012,25.0,25.0,3600,2,true
busprio_l_5569_4_f,l_5569_4_f,secondary,188.365,60.012,25.0,25.0,3600,2,true
busprio_l_5569_5_f,l_5569_5_f,secondary,510.022,60.012,25.0,25.0,3600,2,true
busprio_l_5569_6_f,l_5569_6_f,secondary,11.515,60.012,25.0,25.0,3600,2,true
busprio_l_5569_7_f,l_5569_7_f,secondary,69.069,60.012,25.0,25.0,3600,2,true
busprio_l_5569_8_f,l_5569_8_f,secondary,46.407,60.012,25.0,25.0,3600,2,true
busprio_l_5569_9_f,l_5569_9_f,secondary,395.063,60.012,25.0,25.0,3600,2,true
busprio_l_556_0_f,l_556_0_f,primary,11.763,79.992,28.0,28.0,5400,3,true
busprio_l_556_1_f,l_556_1_f,primary,64.072,79.992,28.0,28.0,5400,3,true
busprio_l_556_2_f,l_556_2_f,primary,209.034,79.992,28.0,28.0,5400,3,true
busprio_l_5570_0_f,l_5570_0_f,secondary,26.542,60.012,25.0,25.0,3600,2,true
busprio_l_5575_0_f,l_5575_0_f,tertiary,88.195,50.004,22.0,22.0,3600,1,true
busprio_l_5576_0_f,l_5576_0_f,tertiary,19.161,50.004,22.0,22.0,3600,1,true
busprio_l_557_0_f,l_557_0_f,secondary,373.571,60.012,25.0,25.0,3600,2,true
busprio_l_557_1_f,l_557_1_f,secondary,25.286,60.012,25.0,25.0,3600,2,true
busprio_l_557_2_f,l_557_2_f,secondary,354.221,60.012,25.0,25.0,3600,2,true
busprio_l_557_3_f,l_557_3_f,secondary,158.012,60.012,25.0,25.0,3600,2,true
busprio_l_5581_1_f,l_5581_1_f,residential,135.48,29.988,20.0,20.0,3600,1,true
busprio_l_5581_1_r,l_5581_1_r,residential,135.48,29.988,20.0,20.0,3600,1,true
busprio_l_558_0_f,l_558_0_f,primary_link,290.515,50.004,28.0,28.0,3600,1,true
busprio_l_559_0_f,l_559_0_f,primary,254.192,79.992,28.0,28.0,5400,3,true
busprio_l_559_1_f,l_559_1_f,primary,84.517,79.992,28.0,28.0,5400,3,true
busprio_l_559_2_f,l_559_2_f,primary,8.331,79.992,28.0,28.0,5400,3,true
busprio_l_559_3_f,l_559_3_f,primary,729.038,79.992,28.0,28.0,5400,3,true
busprio_l_559_4_f,l_559_4_f,primary,174.27,79.992,28.0,28.0,5400,3,true
busprio_l_559_5_f,l_559_5_f,primary,359.202,79.992,28.0,28.0,5400,3,true
busprio_l_559_6_f,l_559_6_f,primary,21.423,79.992,28.0,28.0,5400,3,true
busprio_l_55_0_f,l_55_0_f,tertiary,195.678,50.004,22.0,22.0,3600,1,true
busprio_l_55_0_r,l_55_0_r,tertiary,195.678,50.004,22.0,22.0,3600,1,true
busprio_l_55_1_f,l_55_1_f,tertiary,487.401,50.004,22.0,22.0,3600,1,true
busprio_l_55_1_r,l_55_1_r,tertiary,487.401,50.004,22.0,22.0,3600,1,true
busprio_l_55_2_f,l_55_2_f,tertiary,456.455,50.004,22.0,22.0,3600,1,true
busprio_l_55_2_r,l_55_2_r,tertiary,456.455,50.004,22.0,22.0,3600,1,true
busprio_l_55_3_f,l_55_3_f,tertiary,7.133,50.004,22.0,22.0,3600,1,true
busprio_l_55_3_r,l_55_3_r,tertiary,7.133,50.004,22.0,22.0,3600,1,true
busprio_l_560_0_f,l_560_0_f,primary_link,53.024,50.004,28.0,28.0,3600,1,true
busprio_l_5617_0_f,l_5617_0_f,motorway,888.588,119.988,30.0,30.0,6600,3,true
busprio_l_5617_1_f,l_5617_1_f,motorway,221.612,119.988,30.0,30.0,6600,3,true
busprio_l_561_0_f,l_561_0_f,primary_link,155.119,50.004,28.0,28.0,3600,1,true
busprio_l_5623_0_f,l_5623_0_f,motorway,344.291,119.988,30.0,30.0,6600,3,true
busprio_l_5624_0_f,l_5624_0_f,motorway,238.3,119.988,30.0,30.0,6600,3,true
busprio_l_5625_0_f,l_5625_0_f,motorway,180.851,119.988,30.0,30.0,6600,3,true
busprio_l_5625_1_f,l_5625_1_f,motorway,129.152,119.988,30.0,30.0,6600,3,true
busprio_l_5626_0_f,l_5626_0_f,motorway,92.033,119.988,30.0,30.0,6600,3,true
busprio_l_5628_0_f,l_5628_0_f,motorway,500.351,119.988,30.0,30.0,6600,3,true
busprio_l_5629_0_f,l_5629_0_f,motorway,91.549,119.988,30.0,30.0,6600,3,true
busprio_l_562_0_f,l_562_0_f,secondary,14.726,60.012,25.0,25.0,3600,2,true
busprio_l_562_1_f,l_562_1_f,secondary,103.783,60.012,25.0,25.0,3600,2,true
busprio_l_562_2_f,l_562_2_f,secondary,97.766,60.012,25.0,25.0,3600,2,true
busprio_l_562_3_f,l_562_3_f,secondary,85.208,60.012,25.0,25.0,3600,2,true
busprio_l_5635_0_f,l_5635_0_f,motorway,52.902,119.988,30.0,30.0,6600,3,true
busprio_l_5636_0_f,l_5636_0_f,motorway,492.368,119.988,30.0,30.0,6600,3,true
busprio_l_5636_1_f,l_5636_1_f,motorway,339.053,119.988,30.0,30.0,6600,3,true
busprio_l_5637_0_f,l_5637_0_f,motorway,53.123,119.988,30.0,30.0,6600,3,true
busprio_l_5638_0_f,l_5638_0_f,motorway,371.818,119.988,30.0,30.0,6600,3,true
busprio_l_563_0_f,l_563_0_f,primary,55.101,79.992,28.0,28.0,5400,3,true
busprio_l_563_1_f,l_563_1_f,primary,62.785,79.992,28.0,28.0,5400,3,true
busprio_l_563_2_f,l_563_2_f,primary,89.321,79.992,28.0,28.0,5400,3,true
busprio_l_563_3_f,l_563_3_f,primary,156.392,79.992,28.0,28.0,5400,3,true
busprio_l_563_4_f,l_563_4_f,primary,250.919,79.992,28.0,28.0,5400,3,true
