matsim_stop_facility_id,official_stop_id,official_stop_name,in_gtfs,in_gmb_json,matsim_route_occurrence_count,candidate_count,candidate_cardinality,mapping_status,mapping_quality,matching_method,evidence,unresolved_reason
pt_gmb_20001680_6639a194c4__2296327a5a_006,20001680,"Wo Yi Hop Road No. 157, outside Victory Industrial Building",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001680_6639a194c4__5660d1b999_001,20001680,"Wo Yi Hop Road No. 157, outside Victory Industrial Building",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001680_6639a194c4__855bae6eae_002,20001680,"Wo Yi Hop Road No. 157, outside Victory Industrial Building",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001680_6639a194c4__ae8c379eaa_005,20001680,"Wo Yi Hop Road No. 157, outside Victory Industrial Building",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001680_6639a194c4__b9f68b25c0_014,20001680,"Wo Yi Hop Road No. 157, outside Victory Industrial Building",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001680_6639a194c4__dfa9b89870_016,20001680,"Wo Yi Hop Road No. 157, outside Victory Industrial Building",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001680_6639a194c4__e17f467bae_004,20001680,"Wo Yi Hop Road No. 157, outside Victory Industrial Building",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001680_6639a194c4__fd74c85eb7_014,20001680,"Wo Yi Hop Road No. 157, outside Victory Industrial Building",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001687_db9192698c__27edb5808c_015,20001687,Castle Peak Road-Kwai Chung opposite to Tai Wo Hau MTR Station,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001687_db9192698c__305a9a9c10_007,20001687,Castle Peak Road-Kwai Chung opposite to Tai Wo Hau MTR Station,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001687_db9192698c__855bae6eae_006,20001687,Castle Peak Road-Kwai Chung opposite to Tai Wo Hau MTR Station,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001687_e76b196fe3__fbb040c3d8_018,20001687,Castle Peak Road-Kwai Chung opposite to Tai Wo Hau MTR Station,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001690_4d6ffc2df0__2296327a5a_009,20001690,"Kwai Fuk Road, opposite Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001690_4d6ffc2df0__3c392ecdd8_003,20001690,"Kwai Fuk Road, opposite Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001690_4d6ffc2df0__508c3272c9_003,20001690,"Kwai Fuk Road, opposite Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001690_4d6ffc2df0__50bd718e39_002,20001690,"Kwai Fuk Road, opposite Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001690_4d6ffc2df0__5319259513_001,20001690,"Kwai Fuk Road, opposite Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001690_4d6ffc2df0__7b1368b449_002,20001690,"Kwai Fuk Road, opposite Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001690_4d6ffc2df0__a7f1df9bd0_002,20001690,"Kwai Fuk Road, opposite Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001690_4d6ffc2df0__b0f847fcef_002,20001690,"Kwai Fuk Road, opposite Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001690_4d6ffc2df0__cccafb8d91_012,20001690,"Kwai Fuk Road, opposite Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001690_4d6ffc2df0__d02663624d_001,20001690,"Kwai Fuk Road, opposite Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001690_4d6ffc2df0__d2646d71f2_017,20001690,"Kwai Fuk Road, opposite Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001690_4d6ffc2df0__f4e16a61c5_001,20001690,"Kwai Fuk Road, opposite Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001696_50f62f6629__00c7472c05_005,20001696,"Kwai Fuk Road, outside Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001696_50f62f6629__04aaf66180_008,20001696,"Kwai Fuk Road, outside Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001696_50f62f6629__0995a39ef2_004,20001696,"Kwai Fuk Road, outside Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001696_50f62f6629__2bf3775aea_004,20001696,"Kwai Fuk Road, outside Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001696_50f62f6629__51dff23d8d_008,20001696,"Kwai Fuk Road, outside Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001696_50f62f6629__80f926dd12_003,20001696,"Kwai Fuk Road, outside Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001696_50f62f6629__88461d2e8d_007,20001696,"Kwai Fuk Road, outside Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001696_50f62f6629__cccafb8d91_002,20001696,"Kwai Fuk Road, outside Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001696_50f62f6629__d02663624d_004,20001696,"Kwai Fuk Road, outside Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001696_50f62f6629__d2646d71f2_002,20001696,"Kwai Fuk Road, outside Chun Shing Factory Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001698_3988239a7c__79cd0e8b57_002,20001698,"Luen Yan Street, outside Block 3, Bo Shek Mansion",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001698_3988239a7c__ecd7869ae1_006,20001698,"Luen Yan Street, outside Block 3, Bo Shek Mansion",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001716_a04ceffa5c__0aba254ee3_008,20001716,Hing Fong Road outside House No. 188,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001716_a04ceffa5c__250c28f3ca_005,20001716,Hing Fong Road outside House No. 188,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001716_a04ceffa5c__27edb5808c_012,20001716,Hing Fong Road outside House No. 188,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001716_a04ceffa5c__63f2bba027_001,20001716,Hing Fong Road outside House No. 188,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001716_a04ceffa5c__88461d2e8d_002,20001716,Hing Fong Road outside House No. 188,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001716_a04ceffa5c__b9f68b25c0_005,20001716,Hing Fong Road outside House No. 188,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001716_a04ceffa5c__e72cfd39ef_005,20001716,Hing Fong Road outside House No. 188,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001716_a04ceffa5c__fd74c85eb7_005,20001716,Hing Fong Road outside House No. 188,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001716_e42df45502__fbb040c3d8_015,20001716,Hing Fong Road outside House No. 188,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001726_cca6999b52__5ff0febb22_003,20001726,"Tsing Yip Street, outside Yee Wai House",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001726_cca6999b52__8de67f7c93_005,20001726,"Tsing Yip Street, outside Yee Wai House",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001730_b0623d7757__0e4ab16439_002,20001730,Cheung On Bus Terminus,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001730_b0623d7757__690546a046_004,20001730,Cheung On Bus Terminus,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001730_b0623d7757__8249da9dff_001,20001730,Cheung On Bus Terminus,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001730_b0623d7757__993a689814_004,20001730,Cheung On Bus Terminus,True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001731_dc2fedb3e8__5ff0febb22_004,20001731,"Tsing Luk Street, near Tsing Yi Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001732_1c0eaba142__113ff125cc_003,20001732,"Tsing Luk Street, outside Tsing Yi Town Family Medicine Clinic",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001732_1c0eaba142__556839d68d_004,20001732,"Tsing Luk Street, outside Tsing Yi Town Family Medicine Clinic",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001732_1c0eaba142__5ff0febb22_005,20001732,"Tsing Luk Street, outside Tsing Yi Town Family Medicine Clinic",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001732_1c0eaba142__9a861063ff_004,20001732,"Tsing Luk Street, outside Tsing Yi Town Family Medicine Clinic",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001734_4d27e6cdf3__0e4ab16439_003,20001734,"Fung Shue Wo Road, outside Greenfield Garden",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001734_4d27e6cdf3__690546a046_003,20001734,"Fung Shue Wo Road, outside Greenfield Garden",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001737_3f026073b2__493c9e7217_002,20001737,"Tsing Yi Road, outside Ching Tao House, Cheung Ching Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001737_3f026073b2__67ac506075_001,20001737,"Tsing Yi Road, outside Ching Tao House, Cheung Ching Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001737_3f026073b2__77efa0097c_004,20001737,"Tsing Yi Road, outside Ching Tao House, Cheung Ching Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001737_3f026073b2__d53bfa2b43_006,20001737,"Tsing Yi Road, outside Ching Tao House, Cheung Ching Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001740_8130d8c5a8__f3dbaf0394_004,20001740,"CHUNG MEI ROAD, near Hong Shun House, CHEUNG HONG ESTATE",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001740_abedbd7cd5__690546a046_002,20001740,"Chung Mei Road, outside Hong Shun House",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001742_d16e286e6f__113ff125cc_014,20001742,"Tsing Luk Street, near Tsing Yi Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001742_d16e286e6f__556839d68d_014,20001742,"Tsing Luk Street, near Tsing Yi Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001742_d16e286e6f__9a861063ff_013,20001742,"Tsing Luk Street, near Tsing Yi Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001742_d16e286e6f__de15ac7be1_011,20001742,"Tsing Luk Street, near Tsing Yi Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001746_191bba732c__0c9f4507fa_001,20001746,"Tsing Yi Road, opposite Cheung Ching Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001746_191bba732c__24d4aad9f8_003,20001746,"Tsing Yi Road, opposite Cheung Ching Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001746_191bba732c__27fb3e434f_001,20001746,"Tsing Yi Road, opposite Cheung Ching Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001746_191bba732c__493c9e7217_008,20001746,"Tsing Yi Road, opposite Cheung Ching Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001746_191bba732c__7ed2080b5d_003,20001746,"Tsing Yi Road, opposite Cheung Ching Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001746_191bba732c__80d3799303_002,20001746,"Tsing Yi Road, opposite Cheung Ching Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001746_191bba732c__d9e06678e5_003,20001746,"Tsing Yi Road, opposite Cheung Ching Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001754_a93034a473__15d24e5ec3_003,20001754,"Tsing Yi Road, outside Cheung Ching Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001754_a93034a473__27fb3e434f_002,20001754,"Tsing Yi Road, outside Cheung Ching Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001754_a93034a473__493c9e7217_001,20001754,"Tsing Yi Road, outside Cheung Ching Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001754_a93034a473__4f9e43e7a1_003,20001754,"Tsing Yi Road, outside Cheung Ching Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001754_a93034a473__80d3799303_003,20001754,"Tsing Yi Road, outside Cheung Ching Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001754_a93034a473__cc2db47341_001,20001754,"Tsing Yi Road, outside Cheung Ching Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001754_a93034a473__f01ecc180e_001,20001754,"Tsing Yi Road, outside Cheung Ching Shopping Centre",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001755_d2213bf3d9__855bae6eae_012,20001755,"Fung Shue Wo Road, outside Yee Yat House, Tsing Yi Estate",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001756_cc9fb96a9f__855bae6eae_013,20001756,"Fung Shue Wo Road, outside Tsuen Wan Trade Association Primary School",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001756_cc9fb96a9f__de15ac7be1_012,20001756,"Fung Shue Wo Road, outside Tsuen Wan Trade Association Primary School",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
pt_gmb_20001757_9735454c4f__2b519afd06_001,20001757,"Fung Shue Wo Road, outside Greenview Villa",True,True,1,1,one,exact,A,official_stop_id_encoded_in_matsim_facility_id,"{""facility_id_regex"":""^pt_gmb_(official_stop_id)_"",""gtfs_stop_id_exact"":true,""json_stop_id_exact"":true}",
