matsim_line_id,matsim_route_id,official_route_id,matsim_route_suffix,official_json_route_sequence,schedule_stop_count,official_pattern_stop_count,candidate_count,candidate_cardinality,complete_stop_sequence_exact,route_suffix_matches_routeSeq,route_suffix_used_as_evidence,direction_status,prior_direction_status,prior_mapping_status,prior_mapping_quality,current_mapping_status,current_mapping_quality,upgrade_status,matching_method,evidence,unresolved_reason
line_gmb_2000410,gmb_2000410_1,2000410,1,1,43,43,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20003337"",""20007719"",""20002491"",""20002492"",""20004115"",""20002493"",""20000369"",""20007449"",""20002494"",""20002391"",""20006936"",""20000239"",""20000240"",""20002495"",""20000378"",""20000211"",""20005085"",""20005086"",""20000215"",""20002787"",""20005087"",""20005088"",""20005089"",""20005090"",""20002501"",""20004116"",""20003457"",""20003075"",""20004583"",""20002502"",""20003110"",""20000267"",""20020920"",""20000057"",""20002735"",""20000361"",""20000169"",""20000328"",""20000329"",""20004117"",""20004118"",""20003338"",""20003337""],""schedule_stop_ids"":[""20003337"",""20007719"",""20002491"",""20002492"",""20004115"",""20002493"",""20000369"",""20007449"",""20002494"",""20002391"",""20006936"",""20000239"",""20000240"",""20002495"",""20000378"",""20000211"",""20005085"",""20005086"",""20000215"",""20002787"",""20005087"",""20005088"",""20005089"",""20005090"",""20002501"",""20004116"",""20003457"",""20003075"",""20004583"",""20002502"",""20003110"",""20000267"",""20020920"",""20000057"",""20002735"",""20000361"",""20000169"",""20000328"",""20000329"",""20004117"",""20004118"",""20003338"",""20003337""]}",
line_gmb_2000511,gmb_2000511_1,2000511,1,1,15,15,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20003337"",""20007719"",""20002491"",""20002492"",""20004115"",""20002493"",""20000369"",""20007449"",""20002494"",""20002391"",""20002495"",""20000048"",""20000049"",""20000021"",""20006944""],""schedule_stop_ids"":[""20003337"",""20007719"",""20002491"",""20002492"",""20004115"",""20002493"",""20000369"",""20007449"",""20002494"",""20002391"",""20002495"",""20000048"",""20000049"",""20000021"",""20006944""]}",
line_gmb_2000511,gmb_2000511_2,2000511,2,2,8,8,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20006944"",""20000361"",""20000169"",""20000328"",""20000329"",""20004118"",""20003338"",""20003337""],""schedule_stop_ids"":[""20006944"",""20000361"",""20000169"",""20000328"",""20000329"",""20004118"",""20003338"",""20003337""]}",
line_gmb_2000819,gmb_2000819_1,2000819,1,1,10,10,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20003337"",""20002491"",""20002492"",""20004115"",""20007448"",""20000369"",""20007449"",""20002494"",""20011613"",""20011235""],""schedule_stop_ids"":[""20003337"",""20002491"",""20002492"",""20004115"",""20007448"",""20000369"",""20007449"",""20002494"",""20011613"",""20011235""]}",
line_gmb_2000819,gmb_2000819_2,2000819,2,2,12,12,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20011235"",""20015542"",""20020921"",""20000169"",""20007450"",""20000329"",""20002790"",""20007451"",""20004117"",""20004118"",""20003338"",""20003337""],""schedule_stop_ids"":[""20011235"",""20015542"",""20020921"",""20000169"",""20007450"",""20000329"",""20002790"",""20007451"",""20004117"",""20004118"",""20003338"",""20003337""]}",
line_gmb_2000961,gmb_2000961_1,2000961,1,1,15,15,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20003337"",""20007719"",""20002491"",""20002492"",""20004115"",""20000177"",""20000369"",""20007449"",""20002494"",""20002391"",""20002495"",""20000048"",""20000049"",""20000021"",""20006944""],""schedule_stop_ids"":[""20003337"",""20007719"",""20002491"",""20002492"",""20004115"",""20000177"",""20000369"",""20007449"",""20002494"",""20002391"",""20002495"",""20000048"",""20000049"",""20000021"",""20006944""]}",
line_gmb_2000961,gmb_2000961_2,2000961,2,2,10,10,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20006944"",""20000057"",""20000361"",""20000169"",""20000328"",""20000329"",""20000363"",""20004118"",""20003338"",""20003337""],""schedule_stop_ids"":[""20006944"",""20000057"",""20000361"",""20000169"",""20000328"",""20000329"",""20000363"",""20004118"",""20003338"",""20003337""]}",
line_gmb_2000964,gmb_2000964_1,2000964,1,1,7,7,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20007153"",""20007154"",""20007155"",""20007156"",""20001872"",""20001873"",""20001661""],""schedule_stop_ids"":[""20007153"",""20007154"",""20007155"",""20007156"",""20001872"",""20001873"",""20001661""]}",
line_gmb_2000964,gmb_2000964_2,2000964,2,2,4,4,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20001661"",""20001942"",""20007223"",""20007153""],""schedule_stop_ids"":[""20001661"",""20001942"",""20007223"",""20007153""]}",
line_gmb_2000967,gmb_2000967_1,2000967,1,1,7,7,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000093"",""20000311"",""20000121"",""20000124"",""20000123"",""20000122"",""20000093""],""schedule_stop_ids"":[""20000093"",""20000311"",""20000121"",""20000124"",""20000123"",""20000122"",""20000093""]}",
line_gmb_2000968,gmb_2000968_1,2000968,1,1,14,14,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000093"",""20000311"",""20000121"",""20003496"",""20003354"",""20003492"",""20003493"",""20000125"",""20003494"",""20003495"",""20003355"",""20003491"",""20000122"",""20000093""],""schedule_stop_ids"":[""20000093"",""20000311"",""20000121"",""20003496"",""20003354"",""20003492"",""20003493"",""20000125"",""20003494"",""20003495"",""20003355"",""20003491"",""20000122"",""20000093""]}",
line_gmb_2000970,gmb_2000970_1,2000970,1,1,16,16,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000093"",""20004100"",""20004101"",""20004102"",""20004103"",""20003493"",""20000094"",""20000095"",""20000096"",""20000097"",""20003485"",""20000098"",""20003486"",""20003142"",""20003504"",""20000093""],""schedule_stop_ids"":[""20000093"",""20004100"",""20004101"",""20004102"",""20004103"",""20003493"",""20000094"",""20000095"",""20000096"",""20000097"",""20003485"",""20000098"",""20003486"",""20003142"",""20003504"",""20000093""]}",
line_gmb_2000971,gmb_2000971_1,2000971,1,1,13,13,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000093"",""20004100"",""20004101"",""20004102"",""20004103"",""20003494"",""20000094"",""20000095"",""20000096"",""20000097"",""20003142"",""20003504"",""20000093""],""schedule_stop_ids"":[""20000093"",""20004100"",""20004101"",""20004102"",""20004103"",""20003494"",""20000094"",""20000095"",""20000096"",""20000097"",""20003142"",""20003504"",""20000093""]}",
line_gmb_2000972,gmb_2000972_1,2000972,1,1,5,5,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20002655"",""20004100"",""20004101"",""20003504"",""20002655""],""schedule_stop_ids"":[""20002655"",""20004100"",""20004101"",""20003504"",""20002655""]}",
line_gmb_2000973,gmb_2000973_1,2000973,1,1,4,4,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20002655"",""20004100"",""20003504"",""20002655""],""schedule_stop_ids"":[""20002655"",""20004100"",""20003504"",""20002655""]}",
line_gmb_2000974,gmb_2000974_1,2000974,1,1,18,18,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20007864"",""20007399"",""20013719"",""20013429"",""20003282"",""20007481"",""20001154"",""20016234"",""20007435"",""20014147"",""20007401"",""20015122"",""20007402"",""20001020"",""20007203"",""20007204"",""20007437"",""20007019""],""schedule_stop_ids"":[""20007864"",""20007399"",""20013719"",""20013429"",""20003282"",""20007481"",""20001154"",""20016234"",""20007435"",""20014147"",""20007401"",""20015122"",""20007402"",""20001020"",""20007203"",""20007204"",""20007437"",""20007019""]}",
line_gmb_2000974,gmb_2000974_2,2000974,2,2,15,15,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20007019"",""20003070"",""20007670"",""20003072"",""20014136"",""20007405"",""20002031"",""20007878"",""20014772"",""20007334"",""20007329"",""20007886"",""20020029"",""20007863"",""20007864""],""schedule_stop_ids"":[""20007019"",""20003070"",""20007670"",""20003072"",""20014136"",""20007405"",""20002031"",""20007878"",""20014772"",""20007334"",""20007329"",""20007886"",""20020029"",""20007863"",""20007864""]}",
line_gmb_2000976,gmb_2000976_1,2000976,1,1,12,12,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000620"",""20000866"",""20000867"",""20006101"",""20000868"",""20008380"",""20000870"",""20019996"",""20007073"",""20000872"",""20006102"",""20000620""],""schedule_stop_ids"":[""20000620"",""20000866"",""20000867"",""20006101"",""20000868"",""20008380"",""20000870"",""20019996"",""20007073"",""20000872"",""20006102"",""20000620""]}",
line_gmb_2000977,gmb_2000977_1,2000977,1,1,9,9,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20003373"",""20009140"",""20000868"",""20008380"",""20000870"",""20007073"",""20000872"",""20006102"",""20000620""],""schedule_stop_ids"":[""20003373"",""20009140"",""20000868"",""20008380"",""20000870"",""20007073"",""20000872"",""20006102"",""20000620""]}",
line_gmb_2000978,gmb_2000978_1,2000978,1,1,7,7,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20003373"",""20000868"",""20008380"",""20000870"",""20007073"",""20000872"",""20003373""],""schedule_stop_ids"":[""20003373"",""20000868"",""20008380"",""20000870"",""20007073"",""20000872"",""20003373""]}",
line_gmb_2000981,gmb_2000981_1,2000981,1,1,5,5,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20009140"",""20000868"",""20008380"",""20000872"",""20003373""],""schedule_stop_ids"":[""20009140"",""20000868"",""20008380"",""20000872"",""20003373""]}",
line_gmb_2000982,gmb_2000982_1,2000982,1,1,9,9,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20003373"",""20009140"",""20000868"",""20007072"",""20008380"",""20000870"",""20007073"",""20000872"",""20003373""],""schedule_stop_ids"":[""20003373"",""20009140"",""20000868"",""20007072"",""20008380"",""20000870"",""20007073"",""20000872"",""20003373""]}",
line_gmb_2000983,gmb_2000983_1,2000983,1,1,3,3,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20007072"",""20008380"",""20007072""],""schedule_stop_ids"":[""20007072"",""20008380"",""20007072""]}",
line_gmb_2000985,gmb_2000985_1,2000985,1,1,4,4,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20009140"",""20000868"",""20008380"",""20013363""],""schedule_stop_ids"":[""20009140"",""20000868"",""20008380"",""20013363""]}",
line_gmb_2000986,gmb_2000986_1,2000986,1,1,3,3,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20007724"",""20008380"",""20000872""],""schedule_stop_ids"":[""20007724"",""20008380"",""20000872""]}",
line_gmb_2000987,gmb_2000987_1,2000987,1,1,18,18,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20007558"",""20018052"",""20018082"",""20007562"",""20018017"",""20007563"",""20007564"",""20007565"",""20007566"",""20007567"",""20007568"",""20007569"",""20007570"",""20007571"",""20007572"",""20007561"",""20018016"",""20007574""],""schedule_stop_ids"":[""20007558"",""20018052"",""20018082"",""20007562"",""20018017"",""20007563"",""20007564"",""20007565"",""20007566"",""20007567"",""20007568"",""20007569"",""20007570"",""20007571"",""20007572"",""20007561"",""20018016"",""20007574""]}",
line_gmb_2000988,gmb_2000988_1,2000988,1,1,11,11,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000243"",""20000268"",""20003543"",""20003085"",""20000142"",""20000143"",""20000266"",""20003546"",""20003547"",""20000267"",""20000243""],""schedule_stop_ids"":[""20000243"",""20000268"",""20003543"",""20003085"",""20000142"",""20000143"",""20000266"",""20003546"",""20003547"",""20000267"",""20000243""]}",
line_gmb_2000989,gmb_2000989_1,2000989,1,1,12,12,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000243"",""20000268"",""20003543"",""20003085"",""20000142"",""20000143"",""20003545"",""20000266"",""20003546"",""20003547"",""20000267"",""20000243""],""schedule_stop_ids"":[""20000243"",""20000268"",""20003543"",""20003085"",""20000142"",""20000143"",""20003545"",""20000266"",""20003546"",""20003547"",""20000267"",""20000243""]}",
line_gmb_2000990,gmb_2000990_1,2000990,1,1,10,10,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20007726"",""20003550"",""20003551"",""20003552"",""20016060"",""20003553"",""20000380"",""20000271"",""20000383"",""20007726""],""schedule_stop_ids"":[""20007726"",""20003550"",""20003551"",""20003552"",""20016060"",""20003553"",""20000380"",""20000271"",""20000383"",""20007726""]}",
line_gmb_2000992,gmb_2000992_1,2000992,1,1,7,7,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000758"",""20004009"",""20006915"",""20000519"",""20000752"",""20004016"",""20000758""],""schedule_stop_ids"":[""20000758"",""20004009"",""20006915"",""20000519"",""20000752"",""20004016"",""20000758""]}",
line_gmb_2000993,gmb_2000993_1,2000993,1,1,20,20,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20006977"",""20003049"",""20003050"",""20007075"",""20003051"",""20003052"",""20004514"",""20003176"",""20002602"",""20006978"",""20003174"",""20005021"",""20005022"",""20005023"",""20001973"",""20001171"",""20001162"",""20001163"",""20003054"",""20001161""],""schedule_stop_ids"":[""20006977"",""20003049"",""20003050"",""20007075"",""20003051"",""20003052"",""20004514"",""20003176"",""20002602"",""20006978"",""20003174"",""20005021"",""20005022"",""20005023"",""20001973"",""20001171"",""20001162"",""20001163"",""20003054"",""20001161""]}",
line_gmb_2000993,gmb_2000993_2,2000993,2,2,17,17,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20001161"",""20001172"",""20001162"",""20001163"",""20001164"",""20016201"",""20004514"",""20003045"",""20002603"",""20003225"",""20008083"",""20003049"",""20003175"",""20003055"",""20007074"",""20003056"",""20006977""],""schedule_stop_ids"":[""20001161"",""20001172"",""20001162"",""20001163"",""20001164"",""20016201"",""20004514"",""20003045"",""20002603"",""20003225"",""20008083"",""20003049"",""20003175"",""20003055"",""20007074"",""20003056"",""20006977""]}",
line_gmb_2000995,gmb_2000995_1,2000995,1,1,6,6,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000753"",""20004009"",""20006915"",""20000519"",""20000752"",""20000753""],""schedule_stop_ids"":[""20000753"",""20004009"",""20006915"",""20000519"",""20000752"",""20000753""]}",
line_gmb_2000996,gmb_2000996_1,2000996,1,1,7,7,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000745"",""20004009"",""20003357"",""20000746"",""20000747"",""20000748"",""20000409""],""schedule_stop_ids"":[""20000745"",""20004009"",""20003357"",""20000746"",""20000747"",""20000748"",""20000409""]}",
line_gmb_2000996,gmb_2000996_2,2000996,2,2,8,8,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000409"",""20003094"",""20006961"",""20020030"",""20000749"",""20006915"",""20000752"",""20000745""],""schedule_stop_ids"":[""20000409"",""20003094"",""20006961"",""20020030"",""20000749"",""20006915"",""20000752"",""20000745""]}",
line_gmb_2000997,gmb_2000997_1,2000997,1,1,28,28,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000126"",""20004559"",""20004560"",""20004561"",""20004114"",""20007066"",""20000174"",""20000013"",""20000012"",""20000015"",""20000303"",""20000016"",""20007067"",""20007068"",""20004105"",""20000173"",""20000017"",""20000018"",""20000019"",""20007069"",""20007409"",""20007070"",""20004552"",""20004553"",""20004571"",""20000296"",""20000295"",""20006979""],""schedule_stop_ids"":[""20000126"",""20004559"",""20004560"",""20004561"",""20004114"",""20007066"",""20000174"",""20000013"",""20000012"",""20000015"",""20000303"",""20000016"",""20007067"",""20007068"",""20004105"",""20000173"",""20000017"",""20000018"",""20000019"",""20007069"",""20007409"",""20007070"",""20004552"",""20004553"",""20004571"",""20000296"",""20000295"",""20006979""]}",
line_gmb_2000997,gmb_2000997_2,2000997,2,2,19,19,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20006979"",""20000026"",""20004563"",""20004545"",""20004544"",""20004106"",""20004542"",""20004541"",""20002406"",""20002407"",""20000008"",""20000009"",""20000010"",""20004546"",""20004547"",""20004564"",""20004565"",""20000367"",""20000126""],""schedule_stop_ids"":[""20006979"",""20000026"",""20004563"",""20004545"",""20004544"",""20004106"",""20004542"",""20004541"",""20002406"",""20002407"",""20000008"",""20000009"",""20000010"",""20004546"",""20004547"",""20004564"",""20004565"",""20000367"",""20000126""]}",
line_gmb_2000998,gmb_2000998_1,2000998,1,1,16,16,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000704"",""20007535"",""20000706"",""20000707"",""20000709"",""20000710"",""20007352"",""20000714"",""20000467"",""20000468"",""20000716"",""20000717"",""20000718"",""20000719"",""20000628"",""20000720""],""schedule_stop_ids"":[""20000704"",""20007535"",""20000706"",""20000707"",""20000709"",""20000710"",""20007352"",""20000714"",""20000467"",""20000468"",""20000716"",""20000717"",""20000718"",""20000719"",""20000628"",""20000720""]}",
line_gmb_2000998,gmb_2000998_2,2000998,2,2,11,11,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000720"",""20000912"",""20000721"",""20000472"",""20000723"",""20000724"",""20007740"",""20000726"",""20000727"",""20000731"",""20000704""],""schedule_stop_ids"":[""20000720"",""20000912"",""20000721"",""20000472"",""20000723"",""20000724"",""20007740"",""20000726"",""20000727"",""20000731"",""20000704""]}",
line_gmb_2000999,gmb_2000999_1,2000999,1,1,28,28,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000126"",""20004559"",""20004560"",""20004561"",""20004114"",""20007066"",""20000174"",""20000013"",""20000012"",""20000015"",""20000303"",""20000016"",""20007067"",""20007068"",""20004105"",""20000173"",""20000017"",""20000018"",""20000019"",""20007069"",""20007409"",""20007070"",""20004552"",""20004553"",""20004571"",""20000296"",""20000295"",""20000284""],""schedule_stop_ids"":[""20000126"",""20004559"",""20004560"",""20004561"",""20004114"",""20007066"",""20000174"",""20000013"",""20000012"",""20000015"",""20000303"",""20000016"",""20007067"",""20007068"",""20004105"",""20000173"",""20000017"",""20000018"",""20000019"",""20007069"",""20007409"",""20007070"",""20004552"",""20004553"",""20004571"",""20000296"",""20000295"",""20000284""]}",
line_gmb_2000999,gmb_2000999_2,2000999,2,2,18,18,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000284"",""20000026"",""20004545"",""20004544"",""20004106"",""20004542"",""20004541"",""20002406"",""20002407"",""20000008"",""20000009"",""20000010"",""20004546"",""20004547"",""20004564"",""20004565"",""20000367"",""20000126""],""schedule_stop_ids"":[""20000284"",""20000026"",""20004545"",""20004544"",""20004106"",""20004542"",""20004541"",""20002406"",""20002407"",""20000008"",""20000009"",""20000010"",""20004546"",""20004547"",""20004564"",""20004565"",""20000367"",""20000126""]}",
line_gmb_2001000,gmb_2001000_1,2001000,1,1,16,16,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000704"",""20007535"",""20000706"",""20000707"",""20000709"",""20000710"",""20007352"",""20000714"",""20000467"",""20000468"",""20000627"",""20007744"",""20000718"",""20000719"",""20000628"",""20000720""],""schedule_stop_ids"":[""20000704"",""20007535"",""20000706"",""20000707"",""20000709"",""20000710"",""20007352"",""20000714"",""20000467"",""20000468"",""20000627"",""20007744"",""20000718"",""20000719"",""20000628"",""20000720""]}",
line_gmb_2001001,gmb_2001001_1,2001001,1,1,21,21,1,one,True,True,False,official_route_sequence_exact_full_pattern,direction_not_encoded,partial,B,exact,A,upgraded_with_official_complete_pattern_evidence,official_json_routeId_routeSeq_stopSeq_complete_sequence,"{""candidate_count"":1,""official_stop_ids"":[""20000720"",""20000912"",""20000721"",""20000472"",""20000723"",""20007008"",""20006077"",""20000724"",""20007740"",""20004184"",""20008381"",""20007352"",""20000714"",""20000467"",""20000468"",""20000716"",""20000717"",""20000718"",""20000719"",""20000628"",""20000720""],""schedule_stop_ids"":[""20000720"",""20000912"",""20000721"",""20000472"",""20000723"",""20007008"",""20006077"",""20000724"",""20007740"",""20004184"",""20008381"",""20007352"",""20000714"",""20000467"",""20000468"",""20000716"",""20000717"",""20000718"",""20000719"",""20000628"",""20000720""]}",
