station_id,amap_stop_id,station_name,lon,lat,line_ids,line_names,occurrence_count,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,x_epsg32650,y_epsg32650,coord_source,mode
BV11339278,BV11339278,盖山,119.329926,26.008613,900000139163;900000139164,滨海快线(文岭--福州火车站);滨海快线(福州火车站--文岭),2,119.329926,26.008613,119.32507025193384,26.011614554665247,732704.2990551653,2879041.4976411555,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV11505098,BV11505098,盖山竹榄,119.320584,25.993747,900000088653;900000088654,地铁5号线(福州火车南站--荆溪厚屿);地铁5号线(荆溪厚屿--福州火车南站),2,119.320584,25.993747,119.31574743151536,25.99675622322676,731800.0998540311,2877378.610150328,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10961098,BV10961098,盘屿,119.292994,25.999391,900000088653;900000088654,地铁5号线(福州火车南站--荆溪厚屿);地铁5号线(荆溪厚屿--福州火车南站),2,119.292994,25.999391,119.2882051659879,26.002451441938465,729031.2254848243,2877961.038599148,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10972435,BV10972435,省立医院,119.307142,26.086704,900000090236;900000090237,地铁4号线(半洲--帝封江);地铁4号线(帝封江--半洲),2,119.307142,26.086704,119.30232346122925,26.089800618602773,730273.9668646844,2887664.142481781,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10210919,BV10210919,祥坂,119.286022,26.060749,350100020745;350100020746,地铁2号线(洋里--苏洋);地铁2号线(苏洋--洋里),2,119.286022,26.060749,119.28123816764668,26.06386058084247,728214.694329964,2884752.879967331,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV11339273,BV11339273,祥谦,119.386657,25.930472,900000139163;900000139164,滨海快线(文岭--福州火车站);滨海快线(福州火车站--文岭),2,119.386657,25.930472,119.38172769778743,25.933337082954697,738534.8388138394,2870470.385389666,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10604609,BV10604609,福州大学,119.20348,26.058382,350100020745;350100020746,地铁2号线(洋里--苏洋);地铁2号线(苏洋--洋里),2,119.20348,26.058382,119.19867453468065,26.061478165057206,719956.9407752933,2884346.925948824,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10603792,BV10603792,福州火车南站,119.391878,25.986372,350100020612;350100020613;900000088653;900000088654,地铁1号线(三江口--象峰);地铁1号线(象峰--三江口);地铁5号线(福州火车南站--荆溪厚屿);地铁5号线(荆溪厚屿--福州火车南站),4,119.391878,25.986372,119.38694263780597,25.989272324790527,738944.2164938654,2876677.679969687,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10687408,BV10687408,福州火车站,119.318133,26.112978,350100020612;350100020613;900000139163;900000139164,地铁1号线(三江口--象峰);地铁1号线(象峰--三江口);滨海快线(文岭--福州火车站);滨海快线(福州火车站--文岭),4,119.318133,26.112978,119.31329214003162,26.116071892546024,731319.6622687534,2890594.4755757875,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10687406,BV10687406,秀山,119.321016,26.133785,350100020612;350100020613,地铁1号线(三江口--象峰);地铁1号线(象峰--三江口),2,119.321016,26.133785,119.31616804011482,26.13688686651353,731566.2588542905,2892905.9228364937,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10972423,BV10972423,竹屿,119.337675,26.09304,900000090236;900000090237,地铁4号线(半洲--帝封江);地铁4号线(帝封江--半洲),2,119.337675,26.09304,119.33279804197888,26.096083680589462,733310.5353432298,2888414.58536356,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10604608,BV10604608,紫阳,119.327173,26.076378,350100020745;350100020746,地铁2号线(洋里--苏洋);地铁2号线(苏洋--洋里),2,119.327173,26.076378,119.32231746643991,26.079430618680554,732294.8910528702,2886550.6584701426,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10687407,BV10687407,罗汉山,119.318365,26.126091,350100020612;350100020613,地铁1号线(三江口--象峰);地铁1号线(象峰--三江口),2,119.318365,26.126091,119.31352270688649,26.129192935584722,731316.8646915396,2892048.71352377,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10210905,BV10210905,胪雷,119.380086,25.984504,350100020612;350100020613,地铁1号线(三江口--象峰);地铁1号线(象峰--三江口),2,119.380086,25.984504,119.37515659509982,25.987411048308136,737767.7061211637,2876449.9402068974,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10877568,BV10877568,航城,119.491172,25.951756,900000076581;900000076583,地铁6号线(万寿--潘墩);地铁6号线(潘墩--万寿),2,119.491172,25.951756,119.48644449160489,25.954788332709573,748981.2881090292,2873042.388455805,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10972430,BV10972430,花海公园,119.350335,26.040098,900000090236;900000090237,地铁4号线(半洲--帝封江);地铁4号线(帝封江--半洲),2,119.350335,26.040098,119.34543925931283,26.04308334842893,734680.9634703574,2882564.7618108303,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10210910,BV10210910,苏洋,119.15963,26.098509,350100020745;350100020746,地铁2号线(洋里--苏洋);地铁2号线(苏洋--洋里),2,119.15963,26.098509,119.1547337744164,26.10155310624314,715486.3352987354,2888713.534303705,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10687399,BV10687399,茶亭,119.304376,26.069167,350100020612;350100020613,地铁1号线(三江口--象峰);地铁1号线(象峰--三江口),2,119.304376,26.069167,119.2995636302829,26.072256707712945,730032.1604894407,2885715.3972790483,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10961087,BV10961087,荆溪厚屿,119.231542,26.109727,900000088653;900000088654,地铁5号线(福州火车南站--荆溪厚屿);地铁5号线(荆溪厚屿--福州火车南站),2,119.231542,26.109727,119.22676904927947,26.112888828287502,722671.0075508242,2890090.7822486493,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10877571,BV10877571,莲花,119.571059,25.91924,900000076581;900000076583,地铁6号线(万寿--潘墩);地铁6号线(潘墩--万寿),2,119.571059,25.91924,119.56658644956265,25.922445420003157,757079.8951855949,2869613.4529295717,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV11339271,BV11339271,莲花山,119.557451,25.914093,900000139163;900000139164,滨海快线(文岭--福州火车站);滨海快线(福州火车站--文岭),2,119.557451,25.914093,119.55294959132313,25.917274765646212,755724.5741564971,2869013.782076834,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10877576,BV10877576,营前,119.474237,25.956739,900000076581;900000076583,地铁6号线(万寿--潘墩);地铁6号线(潘墩--万寿),2,119.474237,25.956739,119.46944847369129,25.959725875273566,747268.3991587126,2873557.2557065296,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10210913,BV10210913,董屿·福建师大,119.207305,26.041328,350100020745;350100020746,地铁2号线(洋里--苏洋);地铁2号线(苏洋--洋里),2,119.207305,26.041328,119.20250718174273,26.04441829027744,720372.406158671,2882463.2502086,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10208456,BV10208456,葫芦阵,119.343548,26.017116,350100020612;350100020613,地铁1号线(三江口--象峰);地铁1号线(象峰--三江口),2,119.343548,26.017116,119.33866591823316,26.020097765755335,734048.648480602,2880005.7555282074,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
BV10961096,BV10961096,螺洲古镇,119.35138,25.986273,900000088653;900000088654,地铁5号线(福州火车南站--荆溪厚屿);地铁5号线(荆溪厚屿--福州火车南站),2,119.35138,25.986273,119.34648658059749,25.98921988860903,734893.0620349981,2876598.496545324,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
