occurrence_id,line_id,line_name,direction_start,direction_end,sequence,station_id,amap_stop_id,station_name,lon,lat,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,x_epsg32650,y_epsg32650,coord_source,mode
350100020745_019_d296f84f,350100020745,地铁2号线(苏洋--洋里),苏洋,洋里,19,BV10208537,BV10208537,前屿,119.350588,26.07256,119.350588,26.07256,119.34568936798208,26.075566751314422,734641.2288402892,2886164.437617693,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
350100020745_020_75b3df53,350100020745,地铁2号线(苏洋--洋里),苏洋,洋里,20,BV10208603,BV10208603,上洋,119.363035,26.066498,119.363035,26.066498,119.35811767881745,26.069480939356207,735897.0802978617,2885512.564847923,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
350100020745_021_df757507,350100020745,地铁2号线(苏洋--洋里),苏洋,洋里,21,BV10210924,BV10210924,鼓山,119.375054,26.053312,119.375054,26.053312,119.37012364329179,26.056270846967752,737125.1514769297,2884070.642237786,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
350100020745_022_2762ac7d,350100020745,地铁2号线(苏洋--洋里),苏洋,洋里,22,BV10744868,BV10744868,洋里,119.372233,26.045254,119.372233,26.045254,119.36730609256139,26.04821058550104,736859.3787575224,2883172.41766102,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_001_53fadfdf,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,1,BV10972437,BV10972437,半洲,119.237833,26.056572,119.237833,26.056572,119.2330683638963,26.059702116612293,723402.1635641169,2884208.6557195615,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_002_51f8c049,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,2,BV10972425,BV10972425,建新,119.237864,26.064362,119.237864,26.064362,119.23309879979654,26.067497363189865,723390.4117239492,2885072.3952157446,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_003_14432173,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,3,BV11352892,BV11352892,洪塘,119.248816,26.073328,119.248816,26.073328,119.24405390112442,26.07647201149165,724469.5370660587,2886085.5928449165,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_004_138c13d2,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,4,BV10972432,BV10972432,金牛山,119.261723,26.076302,119.261723,26.076302,119.25695884555266,26.079445285825766,725755.1042738802,2886437.332080212,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_005_41bca9a4,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,5,BV10972420,BV10972420,凤凰池,119.27271,26.078389,119.27271,26.078389,119.26793891378063,26.081526517706173,726849.7377557468,2886687.011237092,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_006_3fdbbc59,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,6,BV10972429,BV10972429,陆庄,119.283452,26.082467,119.283452,26.082467,119.27866971522425,26.08559624631174,727915.5417562249,2887156.672645656,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_007_02b70e0f,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,7,BV10972428,BV10972428,西门,119.290055,26.0847,119.290055,26.0847,119.28526398959477,26.087822231420173,728570.9974064749,2887414.871383679,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_008_f654cbb6,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,8,BV10687403,BV10687403,东街口,119.299259,26.08596,119.299259,26.08596,119.29445395917679,26.08906932896125,729488.0418643352,2887569.218025013,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_009_822424c1,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,9,BV10972435,BV10972435,省立医院,119.307142,26.086704,119.307142,26.086704,119.30232346122925,26.089800618602773,730273.9668646844,2887664.142481781,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_010_b7e8a913,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,10,BV11352891,BV11352891,东门,119.315019,26.08759,119.315019,26.08759,119.31018595590292,26.090673031289526,731058.9061725012,2887774.739269805,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_011_7974138a,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,11,BV10972421,BV10972421,三角池,119.326262,26.090976,119.326262,26.090976,119.32140712933972,26.094040045400806,732174.9459181374,2888167.7761855978,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_012_7754235e,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,12,BV10972423,BV10972423,竹屿,119.337675,26.09304,119.337675,26.09304,119.33279804197888,26.096083680589462,733310.5353432298,2888414.58536356,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_013_95876114,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,13,BV10972422,BV10972422,横屿,119.352237,26.089831,119.352237,26.089831,119.34733430032645,26.09284642071647,734771.3207209824,2888082.0309933745,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_014_962e6daf,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,14,BV10972434,BV10972434,后屿,119.352461,26.081212,119.352461,26.081212,119.34755858560865,26.084221332432534,734810.9899439606,2887126.754659016,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_015_f809d435,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,15,BV10208537,BV10208537,前屿,119.350356,26.071935,119.350356,26.071935,119.34545780768825,26.074941732408664,734619.3044933587,2886094.766970033,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_016_9c23f60e,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,16,BV10972431,BV10972431,光明港,119.346742,26.064404,119.346742,26.064404,119.34185062533335,26.06741201422367,734273.3441842035,2885253.966062697,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_017_c8ebd053,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,17,BV10972424,BV10972424,鳌峰洲,119.344516,26.054747,119.344516,26.054747,119.33962932065552,26.057752516293686,734070.266072438,2884179.68408935,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_018_3fb5729f,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,18,BV10972430,BV10972430,花海公园,119.350335,26.040098,119.350335,26.040098,119.34543925931283,26.04308334842893,734680.9634703574,2882564.7618108303,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_019_813355a5,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,19,BV10972426,BV10972426,会展中心,119.359563,26.029607,119.359563,26.029607,119.35465341226359,26.03257019827527,735624.2639828902,2881416.4998663156,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_020_719ed633,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,20,BV10877575,BV10877575,林浦,119.365369,26.015993,119.365369,26.015993,119.36045241067049,26.018938486485133,736232.0770993867,2879916.5640268372,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_021_b9adb293,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,21,BV10208691,BV10208691,城门,119.36022,25.996158,119.36022,25.996158,119.35531199214243,25.999097398591246,735757.1009351484,2877708.8397996477,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_022_253ac21a,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,22,BV10972427,BV10972427,螺洲温泉,119.349023,25.990339,119.349023,25.990339,119.34413326740827,25.99329272616123,734649.3083625998,2877045.5417789486,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090237_023_b861383e,900000090237,地铁4号线(半洲--帝封江),半洲,帝封江,23,BV11506304,BV11506304,帝封江,119.33544,25.987382,119.33544,25.987382,119.33057526631745,25.99035854974562,733297.476429377,2876696.1473702323,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_001_b861383e,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,1,BV11506304,BV11506304,帝封江,119.33544,25.987382,119.33544,25.987382,119.33057526631745,25.99035854974562,733297.476429377,2876696.1473702323,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_002_253ac21a,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,2,BV10972427,BV10972427,螺洲温泉,119.349023,25.990339,119.349023,25.990339,119.34413326740827,25.99329272616123,734649.3083625998,2877045.5417789486,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_003_b9adb293,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,3,BV10208691,BV10208691,城门,119.36022,25.996158,119.36022,25.996158,119.35531199214243,25.999097398591246,735757.1009351484,2877708.8397996477,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_004_719ed633,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,4,BV10877575,BV10877575,林浦,119.365369,26.015993,119.365369,26.015993,119.36045241067049,26.018938486485133,736232.0770993867,2879916.5640268372,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_005_813355a5,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,5,BV10972426,BV10972426,会展中心,119.359563,26.029607,119.359563,26.029607,119.35465341226359,26.03257019827527,735624.2639828902,2881416.4998663156,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_006_3fb5729f,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,6,BV10972430,BV10972430,花海公园,119.350335,26.040098,119.350335,26.040098,119.34543925931283,26.04308334842893,734680.9634703574,2882564.7618108303,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_007_c8ebd053,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,7,BV10972424,BV10972424,鳌峰洲,119.344516,26.054747,119.344516,26.054747,119.33962932065552,26.057752516293686,734070.266072438,2884179.68408935,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_008_9c23f60e,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,8,BV10972431,BV10972431,光明港,119.346742,26.064404,119.346742,26.064404,119.34185062533335,26.06741201422367,734273.3441842035,2885253.966062697,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_009_f809d435,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,9,BV10208537,BV10208537,前屿,119.350356,26.071935,119.350356,26.071935,119.34545780768825,26.074941732408664,734619.3044933587,2886094.766970033,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_010_962e6daf,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,10,BV10972434,BV10972434,后屿,119.352461,26.081212,119.352461,26.081212,119.34755858560865,26.084221332432534,734810.9899439606,2887126.754659016,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_011_95876114,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,11,BV10972422,BV10972422,横屿,119.352237,26.089831,119.352237,26.089831,119.34733430032645,26.09284642071647,734771.3207209824,2888082.0309933745,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_012_7754235e,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,12,BV10972423,BV10972423,竹屿,119.337675,26.09304,119.337675,26.09304,119.33279804197888,26.096083680589462,733310.5353432298,2888414.58536356,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_013_7974138a,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,13,BV10972421,BV10972421,三角池,119.326262,26.090976,119.326262,26.090976,119.32140712933972,26.094040045400806,732174.9459181374,2888167.7761855978,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_014_b7e8a913,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,14,BV11352891,BV11352891,东门,119.315019,26.08759,119.315019,26.08759,119.31018595590292,26.090673031289526,731058.9061725012,2887774.739269805,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_015_822424c1,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,15,BV10972435,BV10972435,省立医院,119.307142,26.086704,119.307142,26.086704,119.30232346122925,26.089800618602773,730273.9668646844,2887664.142481781,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_016_f654cbb6,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,16,BV10687403,BV10687403,东街口,119.299259,26.08596,119.299259,26.08596,119.29445395917679,26.08906932896125,729488.0418643352,2887569.218025013,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_017_02b70e0f,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,17,BV10972428,BV10972428,西门,119.290055,26.0847,119.290055,26.0847,119.28526398959477,26.087822231420173,728570.9974064749,2887414.871383679,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_018_3fdbbc59,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,18,BV10972429,BV10972429,陆庄,119.283452,26.082467,119.283452,26.082467,119.27866971522425,26.08559624631174,727915.5417562249,2887156.672645656,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_019_41bca9a4,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,19,BV10972420,BV10972420,凤凰池,119.27271,26.078389,119.27271,26.078389,119.26793891378063,26.081526517706173,726849.7377557468,2886687.011237092,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_020_138c13d2,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,20,BV10972432,BV10972432,金牛山,119.261723,26.076302,119.261723,26.076302,119.25695884555266,26.079445285825766,725755.1042738802,2886437.332080212,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_021_14432173,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,21,BV11352892,BV11352892,洪塘,119.248816,26.073328,119.248816,26.073328,119.24405390112442,26.07647201149165,724469.5370660587,2886085.5928449165,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_022_51f8c049,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,22,BV10972425,BV10972425,建新,119.237864,26.064362,119.237864,26.064362,119.23309879979654,26.067497363189865,723390.4117239492,2885072.3952157446,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000090236_023_53fadfdf,900000090236,地铁4号线(帝封江--半洲),帝封江,半洲,23,BV10972437,BV10972437,半洲,119.237833,26.056572,119.237833,26.056572,119.2330683638963,26.059702116612293,723402.1635641169,2884208.6557195615,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_001_661d67a9,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,1,BV10603792,BV10603792,福州火车南站,119.391878,25.986372,119.391878,25.986372,119.38694263780597,25.989272324790527,738944.2164938654,2876677.679969687,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_002_a43a88c7,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,2,BV11623385,BV11623385,龙江,119.372382,25.984442,119.372382,25.984442,119.36745956060517,25.987357000184094,736997.0218784403,2876429.965331814,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_003_e1bd7445,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,3,BV11623384,BV11623384,前锦,119.362402,25.984426,119.362402,25.984426,119.35749178647173,25.987354138693668,735998.843032504,2876411.603540544,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_004_a7ce8e81,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,4,BV10961096,BV10961096,螺洲古镇,119.35138,25.986273,119.35138,25.986273,119.34648658059749,25.98921988860903,734893.0620349981,2876598.496545324,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_005_b861383e,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,5,BV11506304,BV11506304,帝封江,119.33544,25.987382,119.33544,25.987382,119.33057526631745,25.99035854974562,733297.476429377,2876696.1473702323,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_006_7ef4092a,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,6,BV11505097,BV11505097,义序,119.32743,25.986895,119.32743,25.986895,119.32258071873112,25.989886494316718,732497.8558291318,2876629.5902683605,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_007_534e9558,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,7,BV11505098,BV11505098,盖山竹榄,119.320584,25.993747,119.320584,25.993747,119.31574743151536,25.99675622322676,731800.0998540311,2877378.610150328,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_008_aa49c784,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,8,BV10961090,BV10961090,吴山,119.311356,25.997459,119.311356,25.997459,119.3065365481824,26.000487863247606,730870.50552243,2877775.757652517,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_009_70dd9986,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,9,BV10961098,BV10961098,盘屿,119.292994,25.999391,119.292994,25.999391,119.2882051659879,26.002451441938465,729031.2254848243,2877961.038599148,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_010_be874954,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,10,BV10961089,BV10961089,台屿,119.281334,26.005975,119.281334,26.005975,119.27655989315835,26.00905505283447,727852.4909919888,2878672.33151637,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_011_81732063,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,11,BV10961085,BV10961085,东岭,119.277347,26.013371,119.277347,26.013371,119.27257656046172,26.0164603421021,727439.403809351,2879485.8754527187,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_012_73cd936d,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,12,BV10961097,BV10961097,霞镜,119.276478,26.025311,119.276478,26.025311,119.2717075162704,26.028409330654657,727329.3599863917,2880808.284688932,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_013_2faa29a3,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,13,BV10961091,BV10961091,浦上大道,119.272675,26.034091,119.272675,26.034091,119.26790725296839,26.03719875034927,726932.0184009485,2881775.5173005783,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_014_a3f6b2a0,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,14,BV10961083,BV10961083,凤岗里,119.266951,26.038708,119.266951,26.038708,119.26218700851291,26.041823142291644,726350.5678675158,2882277.9484050204,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_015_8d806ffb,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,15,BV10210917,BV10210917,金山,119.262331,26.047449,119.262331,26.047449,119.2575687479596,26.050572639803818,725871.5434214587,2883239.363072673,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_016_faf74e67,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,16,BV10961093,BV10961093,马榕,119.258374,26.055436,119.258374,26.055436,119.25361252859906,26.058566613817185,725460.2844949791,2884118.2263965993,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_017_93b4b3e4,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,17,BV10961084,BV10961084,阵坂,119.251769,26.065387,119.251769,26.065387,119.2470076735788,26.068525637427108,724780.2758283677,2885210.249371204,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_018_2648a7c0,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,18,BV11352892,BV11352892,洪塘,119.250149,26.073332,119.250149,26.073332,119.24538702608513,26.07647602675406,724602.9221731683,2886088.3361253063,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_019_7aece28c,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,19,BV10961088,BV10961088,农林大学,119.247234,26.084851,119.247234,26.084851,119.24247079732642,26.088002574543047,724289.1363242418,2887360.421003964,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088654_020_29150a4e,900000088654,地铁5号线(福州火车南站--荆溪厚屿),福州火车南站,荆溪厚屿,20,BV10961087,BV10961087,荆溪厚屿,119.231542,26.109727,119.231542,26.109727,119.22676904927947,26.112888828287502,722671.0075508242,2890090.7822486493,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_001_29150a4e,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,1,BV10961087,BV10961087,荆溪厚屿,119.231542,26.109727,119.231542,26.109727,119.22676904927947,26.112888828287502,722671.0075508242,2890090.7822486493,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_002_7aece28c,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,2,BV10961088,BV10961088,农林大学,119.247234,26.084851,119.247234,26.084851,119.24247079732642,26.088002574543047,724289.1363242418,2887360.421003964,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_003_2648a7c0,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,3,BV11352892,BV11352892,洪塘,119.250149,26.073332,119.250149,26.073332,119.24538702608513,26.07647602675406,724602.9221731683,2886088.3361253063,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_004_93b4b3e4,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,4,BV10961084,BV10961084,阵坂,119.251769,26.065387,119.251769,26.065387,119.2470076735788,26.068525637427108,724780.2758283677,2885210.249371204,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_005_faf74e67,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,5,BV10961093,BV10961093,马榕,119.258374,26.055436,119.258374,26.055436,119.25361252859906,26.058566613817185,725460.2844949791,2884118.2263965993,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_006_8d806ffb,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,6,BV10210917,BV10210917,金山,119.262331,26.047449,119.262331,26.047449,119.2575687479596,26.050572639803818,725871.5434214587,2883239.363072673,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_007_a3f6b2a0,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,7,BV10961083,BV10961083,凤岗里,119.266951,26.038708,119.266951,26.038708,119.26218700851291,26.041823142291644,726350.5678675158,2882277.9484050204,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_008_2faa29a3,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,8,BV10961091,BV10961091,浦上大道,119.272675,26.034091,119.272675,26.034091,119.26790725296839,26.03719875034927,726932.0184009485,2881775.5173005783,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_009_73cd936d,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,9,BV10961097,BV10961097,霞镜,119.276478,26.025311,119.276478,26.025311,119.2717075162704,26.028409330654657,727329.3599863917,2880808.284688932,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_010_81732063,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,10,BV10961085,BV10961085,东岭,119.277347,26.013371,119.277347,26.013371,119.27257656046172,26.0164603421021,727439.403809351,2879485.8754527187,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_011_be874954,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,11,BV10961089,BV10961089,台屿,119.281334,26.005975,119.281334,26.005975,119.27655989315835,26.00905505283447,727852.4909919888,2878672.33151637,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_012_70dd9986,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,12,BV10961098,BV10961098,盘屿,119.292994,25.999391,119.292994,25.999391,119.2882051659879,26.002451441938465,729031.2254848243,2877961.038599148,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_013_aa49c784,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,13,BV10961090,BV10961090,吴山,119.311356,25.997459,119.311356,25.997459,119.3065365481824,26.000487863247606,730870.50552243,2877775.757652517,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_014_534e9558,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,14,BV11505098,BV11505098,盖山竹榄,119.320584,25.993747,119.320584,25.993747,119.31574743151536,25.99675622322676,731800.0998540311,2877378.610150328,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_015_7ef4092a,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,15,BV11505097,BV11505097,义序,119.32743,25.986895,119.32743,25.986895,119.32258071873112,25.989886494316718,732497.8558291318,2876629.5902683605,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_016_b861383e,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,16,BV11506304,BV11506304,帝封江,119.33544,25.987382,119.33544,25.987382,119.33057526631745,25.99035854974562,733297.476429377,2876696.1473702323,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_017_a7ce8e81,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,17,BV10961096,BV10961096,螺洲古镇,119.35138,25.986273,119.35138,25.986273,119.34648658059749,25.98921988860903,734893.0620349981,2876598.496545324,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
900000088653_018_e1bd7445,900000088653,地铁5号线(荆溪厚屿--福州火车南站),荆溪厚屿,福州火车南站,18,BV11623384,BV11623384,前锦,119.362402,25.984426,119.362402,25.984426,119.35749178647173,25.987354138693668,735998.843032504,2876411.603540544,AMap GCJ-02 converted to WGS84/EPSG:32650 by coordinate unification,metro
