destination_facility_id,tcs_zone,dcca,study_area_id,assignment_method,source_note
work_mobile_poi_igeocom:538057,10,2521,dc_25,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:538069,3,1314,dc_13,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:538232,9,2601,dc_26,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:538309,3,1309,dc_13,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:538471,8,2422,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:538945,10,2514,dc_25,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:539267,15,3401,nt_yuen_long,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:539344,4,1417,dc_14,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:539399,4,1417,dc_14,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:539812,7,2318,dc_23,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:540000,4,1416,dc_14,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:540006,4,1416,dc_14,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:540030,13,3128,nt_tsuen_wan_tsing_yi_area,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:540157,17,3601,nt_tai_po,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:540498,4,1417,dc_14,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:540587,25,3709,nt_other_dc_37,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:540923,2,1208,dc_12,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:541120,12,3119,nt_tsuen_wan_kwai_chung_area,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:541232,14,3311,nt_tuen_mun,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:541481,7,2313,dc_23,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:541612,9,2631,dc_26,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:541673,8,2424,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:541723,13,3129,nt_tsuen_wan_tsing_yi_area,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:541749,23,3436,nt_other_dc_34,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:541856,9,2604,dc_26,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:541881,2,1213,dc_12,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:541932,6,2710,dc_27,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:542391,23,3434,nt_other_dc_34,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:542413,5,2717,dc_27,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:542964,3,1313,dc_13,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:543100,9,2620,dc_26,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:543181,2,1208,dc_12,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:543354,4,1408,dc_14,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:543477,5,2717,dc_27,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:543544,23,3412,nt_other_dc_34,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:543646,6,2710,dc_27,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:543648,17,3611,nt_tai_po,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:543795,23,3412,nt_other_dc_34,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:544154,2,1202,dc_12,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:544663,14,3320,nt_tuen_mun,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:544826,18,3515,nt_fanling_sheung_shui_kwu_tung,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:545080,19,3706,nt_sha_tin_sha_tin_area,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:545142,8,2404,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:545201,8,2401,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:545206,4,1410,dc_14,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:545256,23,3415,nt_hung_shui_kiu_ha_tsuen,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:545822,24,3518,nt_other_dc_35,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:545929,6,2714,dc_27,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:545947,23,3434,nt_other_dc_34,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:546063,9,2609,dc_26,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:546148,4,1417,dc_14,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:546279,18,3503,nt_fanling_sheung_shui_kwu_tung,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:546630,8,2408,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:546700,7,2301,dc_23,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:546709,10,2523,dc_25,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:546788,5,2718,dc_27,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:546796,10,2518,dc_25,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:546996,10,2520,dc_25,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:547000,3,1308,dc_13,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:547007,7,2314,dc_23,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:547140,7,2324,dc_23,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:547141,21,3805,nt_tseung_kwan_o,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:547418,23,3436,nt_other_dc_34,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:547575,15,3405,nt_yuen_long,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:547664,26,3211,nt_other_dc_32,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:548293,2,1210,dc_12,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:548658,10,2512,dc_25,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:548697,7,2302,dc_23,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:548787,5,2717,dc_27,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:548794,4,1417,dc_14,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:549144,19,3720,nt_sha_tin_sha_tin_area,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:549536,3,1308,dc_13,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:549655,7,2324,dc_23,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:550148,3,1329,dc_13,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:550416,8,2410,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:550782,23,3415,nt_hung_shui_kiu_ha_tsuen,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:550816,23,3438,nt_other_dc_34,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:551090,5,2717,dc_27,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:551253,23,3412,nt_other_dc_34,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:551562,10,2524,dc_25,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:551581,17,3616,nt_tai_po,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:551700,4,1417,dc_14,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:551840,8,2418,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:552369,23,3313,nt_other_dc_33,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:552491,18,3506,nt_fanling_sheung_shui_kwu_tung,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:553154,8,2409,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:553582,5,2701,dc_27,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:553607,10,2514,dc_25,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:553632,10,2519,dc_25,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:553702,23,3411,nt_other_dc_34,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:554010,3,1301,dc_13,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:554408,23,3412,nt_other_dc_34,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:554526,9,2629,dc_26,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:554608,12,3120,nt_tsuen_wan_kwai_chung_area,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:554617,23,3415,nt_hung_shui_kiu_ha_tsuen,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:554716,9,2626,dc_26,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:554923,6,2707,dc_27,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:554969,23,3436,nt_other_dc_34,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:555723,7,2315,dc_23,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:556159,4,1413,dc_14,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:556488,7,2317,dc_23,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:556516,8,2405,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:556569,10,2514,dc_25,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:556763,18,3511,nt_fanling_sheung_shui_kwu_tung,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:557123,9,2601,dc_26,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:557146,17,3603,nt_tai_po,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:557446,26,3214,nt_other_dc_32,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:557647,14,3313,nt_tuen_mun,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:557670,9,2613,dc_26,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:558012,16,3425,nt_tin_shui_wai,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:558042,2,1211,dc_12,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:558104,9,2609,dc_26,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:558161,9,2628,dc_26,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:559156,3,1313,dc_13,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:559375,25,3804,nt_other_dc_38,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:559544,8,2405,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:559709,15,3434,nt_yuen_long,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:559784,11,3204,nt_tsuen_wan_tsuen_wan_area,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:560034,20,3735,nt_sha_tin_ma_on_shan_area,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:560110,8,2414,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:560197,8,2414,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:560320,10,2517,dc_25,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:560720,8,2403,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:560980,6,2708,dc_27,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:561172,18,3506,nt_fanling_sheung_shui_kwu_tung,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:561371,8,2414,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:562012,4,1417,dc_14,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:563139,24,3613,nt_other_dc_36,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:563354,2,1208,dc_12,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:563465,3,1313,dc_13,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:563638,16,3430,nt_tin_shui_wai,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_igeocom:563789,19,3739,nt_sha_tin_sha_tin_area,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:10033854941:36636,7,2302,dc_23,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:10166973359:37055,8,2414,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:10166973366:37062,8,2414,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:10177771906:37090,8,2414,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:10256441377:37321,6,2711,dc_27,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:10591984198:37705,8,2409,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:10660654905:37819,17,3610,nt_tai_po,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:11092653920:39661,5,2701,dc_27,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:11285246688:41488,9,2608,dc_26,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:11292277100:41495,25,3802,nt_other_dc_38,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:11589742042:42450,9,2607,dc_26,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:11807236354:42921,3,1324,dc_13,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:1184146290:1679,24,3518,nt_other_dc_35,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:12298238842:44180,23,3438,nt_other_dc_34,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:12309628378:44257,8,2425,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:12428705675:44569,8,2414,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:12473295468:44836,1,1105,dc_11,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:12579188976:45080,1,1114,dc_11,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:12600386109:45154,12,3106,nt_tsuen_wan_kwai_chung_area,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:1270753710:1922,2,1208,dc_12,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:1278215861:2014,1,1104,dc_11,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:12873347048:45900,8,2414,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:1298704599:2216,1,1101,dc_11,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:13124407020:46537,1,1104,dc_11,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:13152202809:46564,10,2514,dc_25,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:13255792820:46776,23,3435,nt_other_dc_34,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:13381888215:47209,18,3501,nt_fanling_sheung_shui_kwu_tung,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:13736294127:47867,4,1417,dc_14,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:13865049556:48059,1,1110,dc_11,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:1407779289:2507,3,1315,dc_13,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:1429671780:2539,2,1208,dc_12,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:159543531:48791,14,3319,nt_tuen_mun,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:1649290235:2890,1,1104,dc_11,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:1649800466:2897,3,1313,dc_13,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:1839446468:4266,2,1208,dc_12,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:205674760:48968,1,1110,dc_11,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:219993825:49164,26,3211,nt_other_dc_32,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:2328065649:6123,26,3901,nt_other_dc_39,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:2441266984:6814,5,2717,dc_27,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:253798885:49514,9,2626,dc_26,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:261811237:49550,9,2626,dc_26,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:2701442894:8633,10,2504,dc_25,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:2730671449:8798,3,1324,dc_13,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:2734094866:8815,4,1417,dc_14,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:2862784:51564,7,2310,dc_23,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
work_mobile_poi_osm:3008675289:9683,8,2421,dc_24,point_within_adopted_study_area_and_dcca_classification,census_study_areas+2021_DCCA+student_school_TCS_classifier
