correction_status,departure_count,direction_from,direction_index,direction_tab_label,direction_to,directions_collected,expand_action,fare,fix_full_line_query,latest_departure_text,merge_source,message,note,observed_line,query,rule_count,scrolls,service_end,service_start,snapshot_file,source_query,status,target_end_stop,target_line_id,target_line_name,target_query,target_start_stop
,0,左海公园西门,1.0,左海公园西门→高新海西中科院东门,高新海西中科院东门,2.0,no_period_sections_single_dump,票价: 1元,172路(高新大道--左海公园西门),,remaining_capture_parse_20260708,opened_schedule;search_phrase=172路(高新大道--左海公园西门);entry=visible_result,,172路,172路,4,2,20:00,07:00,dir_1_pre_00.xml,172路,ok,左海公园西门,350100000000.0,172路(高新大道--左海公园西门),172路,高新大道
,0,高新大道,2.0,高新大道→左海公园西门,左海公园西门,2.0,no_period_sections_single_dump,票价: 1元,172路(高新大道--左海公园西门),,remaining_capture_parse_20260708,opened_schedule;search_phrase=172路(高新大道--左海公园西门);entry=visible_result,,172路,172路,4,2,20:00,07:00,dir_2_pre_00.xml,172路,ok,左海公园西门,350100000000.0,172路(高新大道--左海公园西门),172路,高新大道
,0,,,,,,,,766路区间(省卫生职业技术学校--荆溪厚屿地铁站),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=766路区间(省卫生职业技术学校--荆溪厚屿地铁站);expected_line=766路区间,,,766路区间,0,0,,,,766路区间,navigation_failed,荆溪厚屿地铁站,900000000000.0,766路区间(省卫生职业技术学校--荆溪厚屿地铁站),766路区间,省卫生职业技术学校
,30,火车站南广场,1.0,火车站南广场→马尾青洲公交总站,马尾青洲公交总站,2.0,expanded:20:00-24:00;expanded:16:00-20:00;expanded:10:00-16:00;expanded:06:00-10:00,票价: 2元,178路(马尾青洲公交总站--火车站南广场),第1班次预计,remaining_capture_parse_20260708,opened_schedule;search_phrase=178路(马尾青洲公交总站--火车站南广场);entry=visible_result,时刻表基于历史数据统计，仅供参考，请提前候车,178路,178路,0,8,,,dir_1_dump_00.xml,178路,ok,火车站南广场,350100000000.0,178路(马尾青洲公交总站--火车站南广场),178路,马尾青洲公交总站
,30,马尾青洲公交总站,2.0,马尾青洲公交总站→火车站南广场,火车站南广场,2.0,visible_times_no_expand,票价: 2元,178路(马尾青洲公交总站--火车站南广场),第1班次预计,remaining_capture_parse_20260708,opened_schedule;search_phrase=178路(马尾青洲公交总站--火车站南广场);entry=visible_result,时刻表基于历史数据统计，仅供参考，请提前候车,178路,178路,0,8,,,dir_2_pre_00.xml,178路,ok,火车站南广场,350100000000.0,178路(马尾青洲公交总站--火车站南广场),178路,马尾青洲公交总站
,0,泮野公交首末站,1.0,泮野公交首末站→鼓山公交总站,鼓山公交总站,2.0,no_period_sections_single_dump,票价: 3.5元,216路快线(鼓山公交总站--泮野公交首末站),,remaining_capture_parse_20260708,opened_schedule;search_phrase=216路快线(鼓山公交总站--泮野公交首末站);entry=visible_result,,216路快线,216路快线,6,2,17:30,08:30,dir_1_pre_00.xml,216路快线,ok,泮野公交首末站,900000000000.0,216路快线(鼓山公交总站--泮野公交首末站),216路快线,鼓山公交总站
,0,鼓山公交总站,2.0,鼓山公交总站→泮野公交首末站,泮野公交首末站,2.0,no_period_sections_single_dump,票价: 3.5元,216路快线(鼓山公交总站--泮野公交首末站),,remaining_capture_parse_20260708,opened_schedule;search_phrase=216路快线(鼓山公交总站--泮野公交首末站);entry=visible_result,,216路快线,216路快线,7,2,16:00,07:00,dir_2_pre_00.xml,216路快线,ok,泮野公交首末站,900000000000.0,216路快线(鼓山公交总站--泮野公交首末站),216路快线,鼓山公交总站
,108,福建理工大学,1.0,福建理工大学→福建理工大学鼓山校区(北行),福建理工大学鼓山校区(北行),2.0,expanded:20:00-24:00;expanded:16:00-20:00;expanded:10:00-16:00;expanded:06:00-10:00,票价: 1元,327路(福建理工大学鼓山校区--福建理工大学),第1班次预计,remaining_capture_parse_20260708,opened_schedule;search_phrase=327路(福建理工大学鼓山校区--福建理工大学);entry=visible_result,时刻表基于历史数据统计，仅供参考，请提前候车,327路,327路,0,10,,,dir_1_dump_00.xml,327路,ok,福建理工大学,350100000000.0,327路(福建理工大学鼓山校区--福建理工大学),327路,福建理工大学鼓山校区
,106,福建理工大学鼓山校区,2.0,福建理工大学鼓山校区→福建理工大学,福建理工大学,2.0,visible_times_no_expand,票价: 1元,327路(福建理工大学鼓山校区--福建理工大学),第1班次预计,remaining_capture_parse_20260708,opened_schedule;search_phrase=327路(福建理工大学鼓山校区--福建理工大学);entry=visible_result,时刻表基于历史数据统计，仅供参考，请提前候车,327路,327路,0,10,,,dir_2_pre_00.xml,327路,ok,福建理工大学,350100000000.0,327路(福建理工大学鼓山校区--福建理工大学),327路,福建理工大学鼓山校区
,0,,,,,,,,东部17号线(郭厝里专线)(阵北洪塘路口--东部办公区(东部专线北侧上下点)),,remaining_capture_parse_20260708,schedule_button_not_found_from_visible_results;search_phrase=东部17号线(郭厝里专线)(阵北洪塘路口--东部办公区(东部专线北侧上下点)),,,东部17号线,0,0,,,,东部17号线,navigation_failed,东部办公区(东部专线北侧上下点),900000000000.0,东部17号线(郭厝里专线)(阵北洪塘路口--东部办公区(东部专线北侧上下点)),东部17号线,阵北洪塘路口
,0,大樟村,1.0,大樟村→海峡奥体公交枢纽站,海峡奥体公交枢纽站,2.0,no_period_sections_single_dump,票价: 2元,148路(海峡奥体公交枢纽站--大樟村),,remaining_capture_parse_20260708,opened_schedule;search_phrase=148路(海峡奥体公交枢纽站--大樟村);entry=visible_result,,148路,148路,3,2,18:00,06:15,dir_1_pre_00.xml,148路,ok,大樟村,350100000000.0,148路(海峡奥体公交枢纽站--大樟村),148路,海峡奥体公交枢纽站
,0,海峡奥体公交枢纽站,2.0,海峡奥体公交枢纽站→大樟村,大樟村,2.0,no_period_sections_single_dump,票价: 2元,148路(海峡奥体公交枢纽站--大樟村),,remaining_capture_parse_20260708,opened_schedule;search_phrase=148路(海峡奥体公交枢纽站--大樟村);entry=visible_result,,148路,148路,3,2,18:00,06:00,dir_2_pre_00.xml,148路,ok,大樟村,350100000000.0,148路(海峡奥体公交枢纽站--大樟村),148路,海峡奥体公交枢纽站
,0,,,,,,,,鼓山下院至长乐机场直通车(鼓山下院--长乐机场),,remaining_capture_parse_20260708,uri_search_failed_for_query=鼓山下院至长乐机场直通车(鼓山下院--长乐机场): adb pull /sdcard/amap_mobile_timetable_dump.xml data\transit\fuzhou_bus_amap_mobile_timetables_remaining_capture_20260708\0054_鼓山下院至长乐机场直通车(鼓山下院--长乐机场)\visible_result_0.xml failed: adb: error: cannot create file/directory 'data\transit\fuzhou_bus_amap_mobile_timetables_remaining_capture_20260708\0054_鼓山下院至长乐机场直通车(鼓山下院--长乐机场)\visible_result_0.xml': No such file or directory,,,鼓山下院至长乐机场直通车,0,0,,,,鼓山下院至长乐机场直通车,navigation_failed,长乐机场,900000000000.0,鼓山下院至长乐机场直通车(鼓山下院--长乐机场),鼓山下院至长乐机场直通车,鼓山下院
,0,公交海峡国际会展中心西站,1.0,公交海峡国际会展中心西站→福州温泉博物馆,福州温泉博物馆,2.0,no_period_sections_single_dump,票价: 1元,177路(福州温泉博物馆--公交海峡国际会展中心西站),,remaining_capture_parse_20260708,opened_schedule;search_phrase=177路(福州温泉博物馆--公交海峡国际会展中心西站);entry=visible_result,,177路,177路,3,2,21:30,06:30,dir_1_pre_00.xml,177路,ok,公交海峡国际会展中心西站,350100000000.0,177路(福州温泉博物馆--公交海峡国际会展中心西站),177路,福州温泉博物馆
,0,福州温泉博物馆,2.0,福州温泉博物馆→公交海峡国际会展中心西站,公交海峡国际会展中心西站,2.0,no_period_sections_single_dump,票价: 1元,177路(福州温泉博物馆--公交海峡国际会展中心西站),,remaining_capture_parse_20260708,opened_schedule;search_phrase=177路(福州温泉博物馆--公交海峡国际会展中心西站);entry=visible_result,,177路,177路,3,2,20:30,06:30,dir_2_pre_00.xml,177路,ok,公交海峡国际会展中心西站,350100000000.0,177路(福州温泉博物馆--公交海峡国际会展中心西站),177路,福州温泉博物馆
,0,,,,,,,,地铁烟台山接驳环线(上藤地铁口--上藤地铁口),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=地铁烟台山接驳环线(上藤地铁口--上藤地铁口);expected_line=地铁烟台山接驳环线,,,地铁烟台山接驳环线,0,0,,,,地铁烟台山接驳环线,navigation_failed,上藤地铁口,900000000000.0,地铁烟台山接驳环线(上藤地铁口--上藤地铁口),地铁烟台山接驳环线,上藤地铁口
,0,,,,,,,,M6路高峰快线(快安公交站--福州理工学院马尾校区),,remaining_capture_parse_20260708,schedule_button_not_found_from_visible_results;search_phrase=M6路高峰快线(快安公交站--福州理工学院马尾校区),,,M6路高峰快线,0,0,,,,M6路高峰快线,navigation_failed,福州理工学院马尾校区,900000000000.0,M6路高峰快线(快安公交站--福州理工学院马尾校区),M6路高峰快线,快安公交站
,0,,,,,,,,空港快线火车站专线(福州长乐国际机场--火车站北广场站),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=空港快线火车站专线(福州长乐国际机场--火车站北广场站);expected_line=空港快线火车站专线,,,空港快线火车站专线,0,0,,,,空港快线火车站专线,navigation_failed,火车站北广场站,350100000000.0,空港快线火车站专线(福州长乐国际机场--火车站北广场站),空港快线火车站专线,福州长乐国际机场
,0,,,,,,,,空港快线火车南站专线(福州南站西广场--空港快线长乐机场站),,remaining_capture_parse_20260708,schedule_button_not_found_from_visible_results;search_phrase=空港快线火车南站专线(福州南站西广场--空港快线长乐机场站),,,空港快线火车南站专线,0,0,,,,空港快线火车南站专线,navigation_failed,空港快线长乐机场站,350100000000.0,空港快线火车南站专线(福州南站西广场--空港快线长乐机场站),空港快线火车南站专线,福州南站西广场
,0,,,,,,,,通勤快线7路(鑫图光电--软件园鲲鹏大厦),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=通勤快线7路(鑫图光电--软件园鲲鹏大厦);expected_line=通勤快线7路,,,通勤快线7路,0,0,,,,通勤快线7路,navigation_failed,软件园鲲鹏大厦,900000000000.0,通勤快线7路(鑫图光电--软件园鲲鹏大厦),通勤快线7路,鑫图光电
,0,高新大道,1.0,高新大道→王庄公交总站,王庄公交总站,2.0,no_period_sections_single_dump,票价: 1元,173路(王庄公交总站--高新海西中科院东门),,remaining_capture_parse_20260708,opened_schedule;search_phrase=173路(王庄公交总站--高新海西中科院东门);entry=visible_result,,173路,173路,4,2,20:00,07:00,dir_1_pre_00.xml,173路,ok,高新海西中科院东门,900000000000.0,173路(王庄公交总站--高新海西中科院东门),173路,王庄公交总站
,0,王庄公交总站,2.0,王庄公交总站→高新海西中科院东门,高新海西中科院东门,2.0,no_period_sections_single_dump,票价: 1元,173路(王庄公交总站--高新海西中科院东门),,remaining_capture_parse_20260708,opened_schedule;search_phrase=173路(王庄公交总站--高新海西中科院东门);entry=visible_result,,173路,173路,4,2,20:00,07:00,dir_2_pre_00.xml,173路,ok,高新海西中科院东门,900000000000.0,173路(王庄公交总站--高新海西中科院东门),173路,王庄公交总站
,0,,,,,,,,鼓岭旅游度假区公交专线(鼓山公交总站--鼓岭柳杉王公园),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=鼓岭旅游度假区公交专线(鼓山公交总站--鼓岭柳杉王公园);expected_line=鼓岭旅游度假区公交专线,,,鼓岭旅游度假区公交专线,0,0,,,,鼓岭旅游度假区公交专线,navigation_failed,鼓岭柳杉王公园,900000000000.0,鼓岭旅游度假区公交专线(鼓山公交总站--鼓岭柳杉王公园),鼓岭旅游度假区公交专线,鼓山公交总站
,15,闽侯客运中心,1.0,闽侯客运中心→三叠井,三叠井,2.0,expanded:16:00-20:00;expanded:10:00-16:00;expanded:06:00-10:00,票价: 2元,607路(三叠井--闽侯客运中心),,remaining_capture_parse_20260708,opened_schedule;search_phrase=607路(三叠井--闽侯客运中心);entry=visible_result,,607路,607路,0,6,,,dir_1_dump_00.xml,607路,ok,闽侯客运中心,900000000000.0,607路(三叠井--闽侯客运中心),607路,三叠井
,14,三叠井,2.0,三叠井→闽侯客运中心,闽侯客运中心,2.0,visible_times_no_expand,票价: 2元,607路(三叠井--闽侯客运中心),,remaining_capture_parse_20260708,opened_schedule;search_phrase=607路(三叠井--闽侯客运中心);entry=visible_result,,607路,607路,0,6,,,dir_2_pre_00.xml,607路,ok,闽侯客运中心,900000000000.0,607路(三叠井--闽侯客运中心),607路,三叠井
,0,,,,,,,,772路(地铁苏洋站--岚口桥头),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=772路(地铁苏洋站--岚口桥头);expected_line=772路,,,772路,0,0,,,,772路,navigation_failed,岚口桥头,900000000000.0,772路(地铁苏洋站--岚口桥头),772路,地铁苏洋站
,0,,,,,,,,711路(大义--龙福机电交易市场),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=711路(大义--龙福机电交易市场);expected_line=711路,,,711路,0,0,,,,711路,navigation_failed,龙福机电交易市场,900000000000.0,711路(大义--龙福机电交易市场),711路,大义
,0,,,,,,,,地铁接驳3号专线(洪塘公交总站--金山金桔站),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=地铁接驳3号专线(洪塘公交总站--金山金桔站);expected_line=地铁接驳3号专线,,,地铁接驳3号专线,0,0,,,,地铁接驳3号专线,navigation_failed,金山金桔站,900000000000.0,地铁接驳3号专线(洪塘公交总站--金山金桔站),地铁接驳3号专线,洪塘公交总站
,0,,,,,,,,181路(敬老线路)(尤溪洲(西)公交站--淮安科贡),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=181路(敬老线路)(尤溪洲(西)公交站--淮安科贡);expected_line=181路,,,181路,0,0,,,,181路,navigation_failed,淮安科贡,900000000000.0,181路(敬老线路)(尤溪洲(西)公交站--淮安科贡),181路,尤溪洲(西)公交站
,32,马榕地铁站,1.0,马榕地铁站→洪塘公交总站,洪塘公交总站,2.0,expanded:20:00-24:00;expanded:16:00-20:00;expanded:10:00-16:00;expanded:06:00-10:00,票价: 1元,地铁接驳13号专线(洪塘公交总站--马榕地铁站),,remaining_capture_parse_20260708,opened_schedule;search_phrase=地铁接驳13号专线(洪塘公交总站--马榕地铁站);entry=visible_result,,地铁接驳13号专线,地铁接驳13号专线,0,8,,,dir_1_dump_00.xml,地铁接驳13号专线,ok,马榕地铁站,900000000000.0,地铁接驳13号专线(洪塘公交总站--马榕地铁站),地铁接驳13号专线,洪塘公交总站
,30,洪塘公交总站,2.0,洪塘公交总站→马榕地铁站,马榕地铁站,2.0,visible_times_no_expand,票价: 1元,地铁接驳13号专线(洪塘公交总站--马榕地铁站),,remaining_capture_parse_20260708,opened_schedule;search_phrase=地铁接驳13号专线(洪塘公交总站--马榕地铁站);entry=visible_result,,地铁接驳13号专线,地铁接驳13号专线,0,8,,,dir_2_pre_00.xml,地铁接驳13号专线,ok,马榕地铁站,900000000000.0,地铁接驳13号专线(洪塘公交总站--马榕地铁站),地铁接驳13号专线,洪塘公交总站
,44,金山浦上公交枢纽站,1.0,金山浦上公交枢纽站→公交海峡国际会展中心西站,公交海峡国际会展中心西站,2.0,expanded:16:00-20:00;expanded:10:00-16:00;expanded:06:00-10:00,票价: 1元,175路(公交海峡国际会展中心西站--金山浦上公交枢纽站),第1班次预计,remaining_capture_parse_20260708,opened_schedule;search_phrase=175路(公交海峡国际会展中心西站--金山浦上公交枢纽站);entry=visible_result,时刻表基于历史数据统计，仅供参考，请提前候车,175路,175路,0,7,,,dir_1_dump_00.xml,175路,ok,金山浦上公交枢纽站,900000000000.0,175路(公交海峡国际会展中心西站--金山浦上公交枢纽站),175路,公交海峡国际会展中心西站
,0,公交海峡国际会展中心西站,2.0,公交海峡国际会展中心西站→金山浦上公交枢纽站,金山浦上公交枢纽站,2.0,no_period_sections_single_dump,票价: 1元,175路(公交海峡国际会展中心西站--金山浦上公交枢纽站),,remaining_capture_parse_20260708,opened_schedule;search_phrase=175路(公交海峡国际会展中心西站--金山浦上公交枢纽站);entry=visible_result,,175路,175路,3,7,19:30,06:30,dir_2_pre_00.xml,175路,ok,金山浦上公交枢纽站,900000000000.0,175路(公交海峡国际会展中心西站--金山浦上公交枢纽站),175路,公交海峡国际会展中心西站
,0,,,,,,,,地铁熊猫世界接驳环线(陆庄地铁站B口站--陆庄地铁站B口),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=地铁熊猫世界接驳环线(陆庄地铁站B口站--陆庄地铁站B口);expected_line=地铁熊猫世界接驳环线,,,地铁熊猫世界接驳环线,0,0,,,,地铁熊猫世界接驳环线,navigation_failed,陆庄地铁站B口,900000000000.0,地铁熊猫世界接驳环线(陆庄地铁站B口站--陆庄地铁站B口),地铁熊猫世界接驳环线,陆庄地铁站B口站
,24,贵安新天地,1.0,贵安新天地→尤溪洲(西)公交站,尤溪洲(西)公交站,2.0,expanded:16:00-20:00;expanded:10:00-16:00;expanded:06:00-10:00,票价: 5元,贵安旅游2号专线(汽车南站)(贵安新天地--尤溪洲(西)公交站),第1班次预计,remaining_capture_parse_20260708,opened_schedule;search_phrase=贵安旅游2号专线(汽车南站)(贵安新天地--尤溪洲(西)公交站);entry=visible_result,时刻表基于历史数据统计，仅供参考，请提前候车,贵安旅游2号专线(汽车南站),贵安旅游2号专线,1,7,,,dir_1_dump_00.xml,贵安旅游2号专线,ok,尤溪洲(西)公交站,900000000000.0,贵安旅游2号专线(汽车南站)(贵安新天地--尤溪洲(西)公交站),贵安旅游2号专线,贵安新天地
,23,尤溪洲(西)公交站,2.0,尤溪洲(西)公交站→贵安新天地,贵安新天地,2.0,visible_times_no_expand,票价: 5元,贵安旅游2号专线(汽车南站)(贵安新天地--尤溪洲(西)公交站),,remaining_capture_parse_20260708,opened_schedule;search_phrase=贵安旅游2号专线(汽车南站)(贵安新天地--尤溪洲(西)公交站);entry=visible_result,,贵安旅游2号专线(汽车南站),贵安旅游2号专线,1,7,,,dir_2_pre_00.xml,贵安旅游2号专线,ok,尤溪洲(西)公交站,900000000000.0,贵安旅游2号专线(汽车南站)(贵安新天地--尤溪洲(西)公交站),贵安旅游2号专线,贵安新天地
,0,,,,,,,,通勤快线17路(软件园公交总站--软件园E区),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=通勤快线17路(软件园公交总站--软件园E区);expected_line=通勤快线17路,,,通勤快线17路,0,0,,,,通勤快线17路,navigation_failed,软件园E区,900000000000.0,通勤快线17路(软件园公交总站--软件园E区),通勤快线17路,软件园公交总站
,0,,,,,,,,323路快线(公交大学城总站--火车站南广场),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=323路快线(公交大学城总站--火车站南广场);expected_line=323路快线,,,323路快线,0,0,,,,323路快线,navigation_failed,火车站南广场,900000000000.0,323路快线(公交大学城总站--火车站南广场),323路快线,公交大学城总站
,0,,,,,,,,地铁江南水都接驳专线(横江路东--金山体育场),,remaining_capture_parse_20260708,schedule_button_not_found_from_visible_results;search_phrase=地铁江南水都接驳专线(横江路东--金山体育场),,,地铁江南水都接驳专线,0,0,,,,地铁江南水都接驳专线,navigation_failed,金山体育场,900000000000.0,地铁江南水都接驳专线(横江路东--金山体育场),地铁江南水都接驳专线,横江路东
,0,,,,,,,,182路(敬老线路)(火车站北广场--动物园),,remaining_capture_parse_20260708,schedule_button_not_found_from_visible_results;search_phrase=182路(敬老线路)(火车站北广场--动物园),,,182路,0,0,,,,182路,navigation_failed,动物园,900000000000.0,182路(敬老线路)(火车站北广场--动物园),182路,火车站北广场
,0,,,,,,,,通学专线2路(东山村--茶会小区),,remaining_capture_parse_20260708,schedule_button_not_found_from_visible_results;search_phrase=通学专线2路(东山村--茶会小区),,,通学专线2路,0,0,,,,通学专线2路,navigation_failed,茶会小区,900000000000.0,通学专线2路(东山村--茶会小区),通学专线2路,东山村
,0,,,,,,,,螺洲吴石故居接驳专线(螺洲古镇--杜园山),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=螺洲吴石故居接驳专线(螺洲古镇--杜园山);expected_line=螺洲吴石故居接驳专线,,,螺洲吴石故居接驳专线,0,0,,,,螺洲吴石故居接驳专线,navigation_failed,杜园山,900000000000.0,螺洲吴石故居接驳专线(螺洲古镇--杜园山),螺洲吴石故居接驳专线,螺洲古镇
,20,猴屿乡政府,1.0,猴屿乡政府→长乐公交枢纽站,长乐公交枢纽站,2.0,expanded:16:00-20:00;expanded:10:00-16:00;expanded:06:00-10:00,票价: 1元,长乐614路(长乐公交枢纽站--猴屿乡政府),,remaining_capture_parse_20260708,opened_schedule;search_phrase=长乐614路(长乐公交枢纽站--猴屿乡政府);entry=visible_result,,长乐614路,长乐614路,0,4,,,dir_1_dump_00.xml,长乐614路,ok,猴屿乡政府,900000000000.0,长乐614路(长乐公交枢纽站--猴屿乡政府),长乐614路,长乐公交枢纽站
,0,长乐公交枢纽站,2.0,长乐公交枢纽站→猴屿乡政府,猴屿乡政府,2.0,no_period_sections_single_dump,票价: 1元,长乐614路(长乐公交枢纽站--猴屿乡政府),,remaining_capture_parse_20260708,opened_schedule;search_phrase=长乐614路(长乐公交枢纽站--猴屿乡政府);entry=visible_result,,长乐614路,长乐614路,3,4,21:00,06:20,dir_2_pre_00.xml,长乐614路,ok,猴屿乡政府,900000000000.0,长乐614路(长乐公交枢纽站--猴屿乡政府),长乐614路,长乐公交枢纽站
,0,,,,,,,,琅岐公交旅游专线(火车站南广场--红蟳公社),,remaining_capture_parse_20260708,uri_search_failed_for_query=琅岐公交旅游专线(火车站南广场--红蟳公社): adb pull /sdcard/amap_mobile_timetable_dump.xml data\transit\fuzhou_bus_amap_mobile_timetables_remaining_capture_20260708\0067_琅岐公交旅游专线(火车站南广场--红蟳公社)\visible_result_0.xml failed: adb: error: cannot create file/directory 'data\transit\fuzhou_bus_amap_mobile_timetables_remaining_capture_20260708\0067_琅岐公交旅游专线(火车站南广场--红蟳公社)\visible_result_0.xml': No such file or directory,,,琅岐公交旅游专线,0,0,,,,琅岐公交旅游专线,navigation_failed,红蟳公社,900000000000.0,琅岐公交旅游专线(火车站南广场--红蟳公社),琅岐公交旅游专线,火车站南广场
,32,东安,1.0,东安→长乐公交枢纽站,长乐公交枢纽站,2.0,expanded:20:00-24:00;expanded:16:00-20:00;expanded:10:00-16:00;expanded:06:00-10:00,票价: 1元,长乐616路(长乐公交枢纽站--东安),第1班次预计,remaining_capture_parse_20260708,opened_schedule;search_phrase=长乐616路(长乐公交枢纽站--东安);entry=visible_result,时刻表基于历史数据统计，仅供参考，请提前候车,长乐616路,长乐616路,0,8,,,dir_1_dump_00.xml,长乐616路,ok,东安,900000000000.0,长乐616路(长乐公交枢纽站--东安),长乐616路,长乐公交枢纽站
,32,长乐公交枢纽站,2.0,长乐公交枢纽站→东安,东安,2.0,visible_times_no_expand,票价: 1元,长乐616路(长乐公交枢纽站--东安),第1班次预计,remaining_capture_parse_20260708,opened_schedule;search_phrase=长乐616路(长乐公交枢纽站--东安);entry=visible_result,时刻表基于历史数据统计，仅供参考，请提前候车,长乐616路,长乐616路,0,8,,,dir_2_pre_00.xml,长乐616路,ok,东安,900000000000.0,长乐616路(长乐公交枢纽站--东安),长乐616路,长乐公交枢纽站
,0,,,,,,,,东部18号线(金山金桔(金桔路)--东部办公区),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=东部18号线(金山金桔(金桔路)--东部办公区);expected_line=东部18号线,,,东部18号线,0,0,,,,东部18号线,navigation_failed,东部办公区,900000000000.0,东部18号线(金山金桔(金桔路)--东部办公区),东部18号线,金山金桔(金桔路)
,0,,,,,,,,长乐617路(洞湖西店--融信上江城),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=长乐617路(洞湖西店--融信上江城);expected_line=长乐617路,,,长乐617路,0,0,,,,长乐617路,navigation_failed,融信上江城,900000000000.0,长乐617路(洞湖西店--融信上江城),长乐617路,洞湖西店
,0,,,,,,,,东部38号专线(东部办公区(江边洲路)--市政府加洋路停靠点),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=东部38号专线(东部办公区(江边洲路)--市政府加洋路停靠点);expected_line=东部38号专线,,,东部38号专线,0,0,,,,东部38号专线,navigation_failed,市政府加洋路停靠点,900000000000.0,东部38号专线(东部办公区(江边洲路)--市政府加洋路停靠点),东部38号专线,东部办公区(江边洲路)
,17,泮野公交首末站,1.0,泮野公交首末站→闽运金峰车站,闽运金峰车站,2.0,expanded:16:00-20:00;expanded:10:00-16:00;expanded:06:00-10:00,票价: 2元,长乐619路(闽运金峰车站--泮野公交首末站),,remaining_capture_parse_20260708,opened_schedule;search_phrase=长乐619路(闽运金峰车站--泮野公交首末站);entry=visible_result,,长乐619路,长乐619路,0,4,,,dir_1_dump_00.xml,长乐619路,ok,泮野公交首末站,900000000000.0,长乐619路(闽运金峰车站--泮野公交首末站),长乐619路,闽运金峰车站
,0,闽运金峰车站,2.0,闽运金峰车站→泮野公交首末站,泮野公交首末站,2.0,no_period_sections_single_dump,票价: 2元,长乐619路(闽运金峰车站--泮野公交首末站),,remaining_capture_parse_20260708,opened_schedule;search_phrase=长乐619路(闽运金峰车站--泮野公交首末站);entry=visible_result,,长乐619路,长乐619路,3,4,19:00,07:10,dir_2_pre_00.xml,长乐619路,ok,泮野公交首末站,900000000000.0,长乐619路(闽运金峰车站--泮野公交首末站),长乐619路,闽运金峰车站
,0,,,,,,,,东部37号线(福州规划馆--古三座),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=东部37号线(福州规划馆--古三座);expected_line=东部37号线,,,东部37号线,0,0,,,,东部37号线,navigation_failed,古三座,900000000000.0,东部37号线(福州规划馆--古三座),东部37号线,福州规划馆
,0,永泰动车站,1.0,永泰动车站→金山公交总站,金山公交总站,2.0,no_period_sections_single_dump,票价: 2-13元,樟13路(金山公交站--永泰动车站),,remaining_capture_parse_20260708,opened_schedule;search_phrase=樟13路(金山公交站--永泰动车站);entry=visible_result,,樟13路,樟13路,3,2,18:00,06:00,dir_1_pre_00.xml,樟13路,ok,永泰动车站,900000000000.0,樟13路(金山公交站--永泰动车站),樟13路,金山公交站
,0,金山公交站,2.0,金山公交站→永泰动车站,永泰动车站,2.0,no_period_sections_single_dump,票价: 2-13元,樟13路(金山公交站--永泰动车站),,remaining_capture_parse_20260708,opened_schedule;search_phrase=樟13路(金山公交站--永泰动车站);entry=visible_result,,樟13路,樟13路,3,2,18:00,06:00,dir_2_pre_00.xml,樟13路,ok,永泰动车站,900000000000.0,樟13路(金山公交站--永泰动车站),樟13路,金山公交站
,0,,,,,,,,325路(桔园洲港湾站--公交福湾站),,remaining_capture_parse_20260708,schedule_button_not_found_from_visible_results;search_phrase=325路(桔园洲港湾站--公交福湾站),,,325路,0,0,,,,325路,navigation_failed,公交福湾站,900000000000.0,325路(桔园洲港湾站--公交福湾站),325路,桔园洲港湾站
,0,,,,,,,,东部2号线(东部办公区--东部办公区上车点(西洋)),,remaining_capture_parse_20260708,target_line_not_found_in_bus_stop_card_after_scroll;search_phrase=东部2号线(东部办公区--东部办公区上车点(西洋));expected_line=东部2号线,,,东部2号线,0,0,,,,东部2号线,navigation_failed,东部办公区上车点(西洋),900000000000.0,东部2号线(东部办公区--东部办公区上车点(西洋)),东部2号线,东部办公区
