poi_id,name,normalized_name,type,typecode,address,pname,cityname,adname,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,x_epsg32650,y_epsg32650,inside_boundary,inside_boundary_500m_buffer,source_tile_ids,source_pages,duplicate_count,stop_cluster_id,saturation_warning,inside_boundary_2km_buffer,distance_to_boundary_m
BV09020981,闽江之心(台江步行街)(公交站),闽江之心(台江步行街),交通设施服务;公交车站;公交车站相关,150700,(停运)7686闽江之心环线;105路;10路;12路;136路;13路(敬老线路);149路;14路;15路;1路;25路(敬老线路);2路;309路;30路;312路;319路;31路;320路;321路;335路;37路;3路;50路;51路(敬老线路);71路;7686路船政文化城旅游专线;83路;K1路;马尾快线2号线;高峰快线1路;高峰快线2路,福建省,福州市,台江区,119.317408,26.053112,119.312573,26.05616361,731365.605,2883955.315,TRUE,TRUE,L0_007_003,2,1,闽江之心(台江步行街)_00001,FALSE,TRUE,4684.22858
BV09022105,江福路(交警大队)(公交站),江福路(交警大队),交通设施服务;公交车站;公交车站相关,150700,761路;761路(上放学期间),福建省,福州市,闽侯县,119.137042,26.144122,119.1321012,26.14715411,713139.467,2893728.519,TRUE,TRUE,L0_001_007,1,1,江福路(交警大队)_00002,FALSE,TRUE,304.0398689
BV09022444,洲尾(公交站),洲尾,交通设施服务;公交车站;公交车站相关,150700,地铁接驳27号专线,福建省,福州市,仓山区,119.357685,25.98107,119.3527819,25.98399923,735533.8831,2876031.375,TRUE,TRUE,L0_009_000,1,1,洲尾_00003,FALSE,TRUE,443.0091514
BV09022446,城门龙江(公交站),城门龙江,交通设施服务;公交车站;公交车站相关,150700,地铁接驳27号专线,福建省,福州市,仓山区,119.37668,25.979988,119.3717537,25.98289151,737436.0251,2875942.976,TRUE,TRUE,L0_009_000;L0_010_000,1,2,城门龙江_00004,FALSE,TRUE,304.2385538
BV09022447,天福洲(公交站),天福洲,交通设施服务;公交车站;公交车站相关,150700,地铁接驳27号专线,福建省,福州市,仓山区,119.366918,25.980412,119.3620021,25.98332734,736458.5788,2875973.582,TRUE,TRUE,L0_009_000,1,1,天福洲_00005,FALSE,TRUE,61.56545207
BV09022449,方岐洲路西(公交站),方岐洲路西,交通设施服务;公交车站;公交车站相关,150700,3路;90路;地铁接驳27号专线,福建省,福州市,仓山区,119.346647,25.987339,119.3417616,25.99029106,734417.7844,2876708.696,TRUE,TRUE,L0_008_001,1,1,方岐洲路西_00006,FALSE,TRUE,775.3494243
BV09022450,螺洲古镇地铁站(公交站),螺洲古镇地铁站,交通设施服务;公交车站;公交车站相关,150700,3路;90路;地铁接驳27号专线;螺洲吴石故居接驳专线,福建省,福州市,仓山区,119.350279,25.986562,119.3453874,25.98950718,734782.4211,2876628.353,TRUE,TRUE,L0_008_001;L0_009_001,1,2,螺洲古镇地铁站_00007,FALSE,TRUE,795.9989002
BV09023163,闽运汽车北站2站台(公交站),闽运汽车北站2站台,交通设施服务;公交车站;公交车站相关,150700,(停运)夜班2号线,福建省,福州市,晋安区,119.317855,26.109444,119.3130149,26.1125321,731298.907,2890201.77,TRUE,TRUE,L0_007_005;L0_007_006,3,2,闽运汽车北站2站台_00008,FALSE,TRUE,1856.379495
BV09023763,万科紫台(公交站),万科紫台,交通设施服务;公交车站;公交车站相关,150700,58路区间,福建省,福州市,马尾区,119.464927,26.01243,119.4601037,26.01542648,746216.1425,2879711.625,TRUE,TRUE,L0_013_002,1,1,万科紫台_00009,FALSE,TRUE,50.25831537
BV09025187,潭桥公交总站(公交站),潭桥公交总站,交通设施服务;公交车站;公交车站相关,150700,130路;310路;333路;335路;46路;62路(敬老线路);地铁接驳23号专线,福建省,福州市,晋安区,119.355607,26.098923,119.3506982,26.10193494,735089.6931,2889095.135,TRUE,TRUE,L0_009_005,1,1,潭桥公交总站_00010,FALSE,TRUE,851.1455671
BV09025199,横屿路板桥路口(公交站),横屿路板桥路口,交通设施服务;公交车站;公交车站相关,150700,130路;335路,福建省,福州市,晋安区,119.34967,26.093583,119.3447713,26.09660137,734507.4003,2888493.468,TRUE,TRUE,L0_008_005;L0_009_005,2,2,横屿路板桥路口_00011,FALSE,TRUE,1423.217537
BV09025200,省儿童医院西门(公交站),省儿童医院西门,交通设施服务;公交车站;公交车站相关,150700,130路;335路;61路,福建省,福州市,晋安区,119.356875,26.096018,119.3519644,26.099026,735222.1964,2888775.105,TRUE,TRUE,L0_009_005,1,1,省儿童医院西门_00012,FALSE,TRUE,1194.26087
BV09025201,洋头尾路东(公交站),洋头尾路东,交通设施服务;公交车站;公交车站相关,150700,335路,福建省,福州市,晋安区,119.343587,26.091,119.3386992,26.09402747,733905.0288,2888197.346,TRUE,TRUE,L0_008_005,1,1,洋头尾路东_00013,FALSE,TRUE,1775.271586
BV09025203,福州第十一中学(横屿校区)(公交站),福州第十一中学(横屿校区),交通设施服务;公交车站;公交车站相关,150700,130路;335路,福建省,福州市,晋安区,119.354755,26.094282,119.3498479,26.09729227,735013.9136,2888579.18,TRUE,TRUE,L0_009_005,1,1,福州第十一中学(横屿校区)_00014,FALSE,TRUE,1349.911781
BV09026471,横屿路(公交站),横屿路,交通设施服务;公交车站;公交车站相关,150700,130路;地铁接驳23号专线;通学专线6路,福建省,福州市,晋安区,119.333505,26.093337,119.328636,26.09638481,732893.5334,2888440.496,TRUE,TRUE,L0_008_005,1,1,横屿路_00016,FALSE,TRUE,1680.69232
BV09026590,阳岐严复故里(公交站),阳岐严复故里,交通设施服务;公交车站;公交车站相关,150700,311路,福建省,福州市,仓山区,119.281062,25.996828,119.2762889,25.99989816,727843.0394,2877657.293,TRUE,TRUE,L0_006_001,1,1,阳岐严复故里_00017,FALSE,TRUE,702.3394048
BV09026925,横屿路潭桥路口(公交站),横屿路潭桥路口,交通设施服务;公交车站;公交车站相关,150700,130路;335路;通学专线6路;通学专线7路,福建省,福州市,晋安区,119.347267,26.093349,119.3423725,26.09637142,734267.8629,2888463.668,TRUE,TRUE,L0_008_005,2,1,横屿路潭桥路口_00018,FALSE,TRUE,1453.249035
BV09029245,九〇〇医院(原总院)(公交站),九〇〇医院(原总院),交通设施服务;公交车站;公交车站相关,150700,10路;132路;172路;23路;87路;98路;通勤快线5路,福建省,福州市,鼓楼区,119.282044,26.088521,119.2772629,26.09165185,727763.0521,2887825.166,TRUE,TRUE,L0_006_005,1,1,九〇〇医院(原总院)_00019,FALSE,TRUE,4114.69121
BV09045881,清华附中福州学校(公交站),清华附中福州学校,交通设施服务;公交车站;公交车站相关,150700,57路,福建省,福州市,仓山区,119.377767,26.014924,119.3728371,26.01785024,737474.1589,2879818.462,TRUE,TRUE,L0_009_002;L0_010_002,2,2,清华附中福州学校_00023,FALSE,TRUE,461.2109619
BV09048611,樟岚公交总站(公交站),樟岚公交总站,交通设施服务;公交车站;公交车站相关,150700,地铁接驳29号专线;地铁接驳29号专线内环,福建省,福州市,仓山区,119.378968,26.01304,119.3740373,26.0159638,737598.1148,2879611.624,TRUE,TRUE,L0_010_002,2,1,樟岚公交总站_00024,FALSE,TRUE,439.6055692
BV09049764,闽江之心(公交站),闽江之心,交通设施服务;公交车站;公交车站相关,150700,83路,福建省,福州市,台江区,119.317222,26.053163,119.3123874,26.05621499,731346.924,2883960.679,TRUE,TRUE,L0_007_003,2,1,闽江之心_00025,FALSE,TRUE,4703.659461
BV09052934,福州市妇幼保健院(公交站),福州市妇幼保健院,交通设施服务;公交车站;公交车站相关,150700,永泰旅游专线(新国线);永泰旅游专线(闽运线),福建省,福州市,仓山区,119.289795,26.020013,119.2850092,26.02308806,728671.215,2880241.943,TRUE,TRUE,L0_006_002,1,1,福州市妇幼保健院_00026,FALSE,TRUE,2955.680077
BV09054029,亭下(公交站),亭下,交通设施服务;公交车站;公交车站相关,150700,38路;511路;602路;606路;905路,福建省,福州市,闽侯县,119.146451,26.147666,119.1415257,26.15071478,714075.3773,2894138.514,TRUE,TRUE,L0_001_007,1,1,亭下_00028,FALSE,TRUE,720.8853012
BV09055732,秀山地铁站B口(公交站),秀山地铁站B口,交通设施服务;公交车站;公交车站相关,150700,160路;贵安旅游6号线,福建省,福州市,晋安区,119.321367,26.134198,119.3165183,26.13729544,731600.4855,2892951.817,TRUE,TRUE,L0_007_006;L0_007_007,2;3,2,秀山地铁站B口_00030,FALSE,TRUE,2015.188911
BV09057177,北门(公交站),北门,交通设施服务;公交车站;公交车站相关,150700,102路;111路;159路;19路;328路;54路;65路;78路;9路;马尾快线3号线,福建省,福州市,鼓楼区,119.293015,26.10079,119.2882185,26.1039146,728835.267,2889203.091,TRUE,TRUE,L0_006_005,2,1,北门_00031,FALSE,TRUE,3330.439686
BV09058362,秀山地铁站D口(公交站),秀山地铁站D口,交通设施服务;公交车站;公交车站相关,150700,160路;贵安旅游6号线,福建省,福州市,晋安区,119.320302,26.132961,119.3154555,26.13605966,731496.6267,2892812.998,TRUE,TRUE,L0_007_006,3,1,秀山地铁站D口_00032,FALSE,TRUE,2019.476725
BV09059673,盘屿地铁站A口(公交站),盘屿地铁站A口,交通设施服务;公交车站;公交车站相关,150700,156路;188路(敬老线路);25路(敬老线路),福建省,福州市,仓山区,119.294389,25.999003,119.2895981,26.00205719,729171.4604,2877919.8,TRUE,TRUE,L0_006_001;L0_007_001,1,2,盘屿地铁站A口_00033,FALSE,TRUE,902.2757257
BV09060730,市政务服务中心(公交站),市政务服务中心,交通设施服务;公交车站;公交车站相关,150700,2路;64路;6路(敬老线路);79路;83路;89路,福建省,福州市,台江区,119.307055,26.070462,119.3022378,26.07354397,730297.238,2885862.752,TRUE,TRUE,L0_007_004,1,1,市政务服务中心_00037,FALSE,TRUE,5222.298633
BV09060917,水头白塔里(公交站),水头白塔里,交通设施服务;公交车站;公交车站相关,150700,23路;332路,福建省,福州市,晋安区,119.320891,26.102755,119.3160456,26.10583303,731615.2859,2889464.898,TRUE,TRUE,L0_007_005,2,1,水头白塔里_00038,FALSE,TRUE,1847.193256
BV09062488,温泉小学(公交站),温泉小学,交通设施服务;公交车站;公交车站相关,150700,121路(敬老线路);22路;53路(敬老线路);东部24号线,福建省,福州市,鼓楼区,119.310799,26.099644,119.3059729,26.10273866,730613.7038,2889104.145,TRUE,TRUE,L0_007_005,1,1,温泉小学_00039,FALSE,TRUE,2909.727939
BV09062503,迎飞花园西门(公交站),迎飞花园西门,交通设施服务;公交车站;公交车站相关,150700,149路;50路,福建省,福州市,仓山区,119.325805,26.014457,119.3209568,26.01746654,732280.9377,2879682.573,TRUE,TRUE,L0_008_002,2,1,迎飞花园西门_00040,FALSE,TRUE,3366.922154
BV09062504,福州环保职专跨洋校区(公交站),福州环保职专跨洋校区,交通设施服务;公交车站;公交车站相关,150700,149路,福建省,福州市,仓山区,119.324516,26.016834,119.3196701,26.01984762,732147.435,2879944.107,TRUE,TRUE,L0_008_002,2,1,福州环保职专跨洋校区_00041,FALSE,TRUE,3581.060274
BV09063064,福道7号口(公交站),福道7号口,交通设施服务;公交车站;公交车站相关,150700,113路;14路;16路;303路;307路;320路;538路;86路;东部28号线;东部7号线(洪山梁厝专线);东部8号线(洪山梁厝专线),福建省,福州市,鼓楼区,119.254185,26.080965,119.2494224,26.08410966,724992.0964,2886941.091,TRUE,TRUE,L0_005_004,1,1,福道7号口_00042,FALSE,TRUE,2234.156501
BV09067687,福建船政交通职业学院(公交站),福建船政交通职业学院,交通设施服务;公交车站;公交车站相关,150700,106路(敬老线路);167路;190路(敬老线路);194路;20路;319路;50路;60路;66路;7686烟台山公园专线;87路,福建省,福州市,仓山区,119.313407,26.027723,119.3085815,26.03076484,731015.9403,2881134.053,TRUE,TRUE,L0_007_002,1,1,福建船政交通职业学院_00043,FALSE,TRUE,4377.283697
BV09069208,三江口生态公园(公交站),三江口生态公园,交通设施服务;公交车站;公交车站相关,150700,67路,福建省,福州市,仓山区,119.393169,26.008031,119.3882317,26.01094183,739029.4087,2879081.092,FALSE,TRUE,L0_010_001,1,1,三江口生态公园_00044,FALSE,TRUE,74.46501423
BV09070880,八中三江口校区(公交站),八中三江口校区,交通设施服务;公交车站;公交车站相关,150700,35路(敬老线路);地铁接驳24号专线,福建省,福州市,仓山区,119.419078,25.974799,119.4141556,25.97769167,741693.0617,2875444.555,FALSE,TRUE,L0_011_000,1,1,八中三江口校区_00045,FALSE,TRUE,143.0919427
BV09070916,乐西(东)西侧(公交站),乐西(东)西侧,交通设施服务;公交车站;公交车站相关,150700,地铁接驳18号专线(敬老线路),福建省,福州市,晋安区,119.326898,26.074896,119.3220431,26.07794421,732270.3747,2886385.473,TRUE,TRUE,L0_008_004,1,1,乐西(东)西侧_00046,FALSE,TRUE,3822.976131
BV09073123,马尾区老年大学(公交站),马尾区老年大学,交通设施服务;公交车站;公交车站相关,150700,530路;532路,福建省,福州市,马尾区,119.455861,25.985905,119.4510124,25.98886177,745361.1536,2876750.96,TRUE,TRUE,L0_012_001,2,1,马尾区老年大学_00047,FALSE,TRUE,679.1579321
BV09073271,东江滨儿童公园(公交站),东江滨儿童公园,交通设施服务;公交车站;公交车站相关,150700,139快线;140路;59路;7686路船政文化城旅游专线,福建省,福州市,马尾区,119.406384,26.015248,119.4014483,26.01816232,740337.9648,2879905.423,TRUE,TRUE,L0_011_002,2,1,东江滨儿童公园_00048,FALSE,TRUE,128.0070966
BV09073272,快安路南(公交站),快安路南,交通设施服务;公交车站;公交车站相关,150700,59路;M3路,福建省,福州市,马尾区,119.41888,26.015,119.4139544,26.01791994,741590.534,2879901.659,TRUE,TRUE,L0_011_002,1,1,快安路南_00049,FALSE,TRUE,380.8495063
BV09073273,葆桢路南(公交站),葆桢路南,交通设施服务;公交车站;公交车站相关,150700,170路;37路;56路,福建省,福州市,马尾区,119.405134,26.017908,119.4001975,26.02082394,740207.3188,2880198.038,TRUE,TRUE,L0_010_002;L0_011_002,2,2,葆桢路南_00050,FALSE,TRUE,418.3752312
BV09073274,宗棠路口(公交站),宗棠路口,交通设施服务;公交车站;公交车站相关,150700,137路;139快线;139路快线;140路;37路;56路;59路,福建省,福州市,马尾区,119.39876,26.015911,119.393822,26.01882567,739573.0982,2879964.901,TRUE,TRUE,L0_010_002,1,1,宗棠路口_00051,FALSE,TRUE,132.8006237
BV09073400,朏头路南(公交站),朏头路南,交通设施服务;公交车站;公交车站相关,150700,179路;532路;58路,福建省,福州市,马尾区,119.433755,26.004526,119.4288525,26.0074548,743103.6773,2878769.731,TRUE,TRUE,L0_012_001,1,1,朏头路南_00052,FALSE,TRUE,184.7920628
BV09074411,员工公寓西门(公交站),员工公寓西门,交通设施服务;公交车站;公交车站相关,150700,767路支线,福建省,福州市,闽侯县,119.1429,26.142298,119.1379689,26.14533771,713729.522,2893536.913,TRUE,TRUE,L0_001_007,1,1,员工公寓西门_00053,FALSE,TRUE,451.527945
BV09074412,江福路(公交站),江福路,交通设施服务;公交车站;公交车站相关,150700,606路;761路;761路(上放学期间);767路,福建省,福州市,闽侯县,119.137218,26.144548,119.1322774,26.14758063,713156.3149,2893776.064,TRUE,TRUE,L0_001_007,1,1,江福路_00054,FALSE,TRUE,354.0933947
BV09078848,马榕地铁站(公交站),马榕地铁站,交通设施服务;公交车站;公交车站相关,150700,118路;15路;329路;45路;地铁接驳13号专线;地铁接驳2号专线,福建省,福州市,仓山区,119.258105,26.055743,119.2533436,26.05886986,725432.7881,2884151.36,TRUE,TRUE,L0_005_003,2,1,马榕地铁站_00055,FALSE,TRUE,2572.406777
BV09078849,鼓楼工业园(公交站),鼓楼工业园,交通设施服务;公交车站;公交车站相关,150700,175路;329路,福建省,福州市,仓山区,119.265869,26.029129,119.2611064,26.03223431,726260.8188,2881213.653,TRUE,TRUE,L0_005_002;L0_006_002,2;3,2,鼓楼工业园_00056,FALSE,TRUE,1602.523299
BV09079791,新后坂停车场(公交站),新后坂停车场,交通设施服务;公交车站;公交车站相关,150700,14路;210路,福建省,福州市,仓山区,119.341111,26.019157,119.3362332,26.02214078,733801.0543,2880227.762,TRUE,TRUE,L0_008_002,1,1,新后坂停车场_00057,FALSE,TRUE,2263.110235
BV09082209,怡馨苑(公交站),怡馨苑,交通设施服务;公交车站;公交车站相关,150700,28路(敬老线路);68路,福建省,福州市,晋安区,119.312355,26.116285,119.3075248,26.11938769,730736.2388,2890951.623,TRUE,TRUE,L0_007_006,1,1,怡馨苑_00058,FALSE,TRUE,2375.899893
BV09089780,屏西·武警总院(公交站),屏西武警总院,交通设施服务;公交车站;公交车站相关,150700,马尾快线3号线,福建省,福州市,鼓楼区,119.288915,26.10476,119.2841241,26.10789293,728417.9241,2889636.694,TRUE,TRUE,L0_006_005,1,1,屏西武警总院_00060,FALSE,TRUE,2810.423513
BV09089781,马尾区图书馆(公交站),马尾区图书馆,交通设施服务;公交车站;公交车站相关,150700,马尾快线3号线,福建省,福州市,马尾区,119.459853,25.984164,119.4550162,25.9871288,745765.7138,2876566.463,TRUE,TRUE,L0_012_001;L0_013_000;L0_013_001,1;2,3,马尾区图书馆_00061,FALSE,TRUE,307.7376294
BV09089997,泉头新店外环路南(公交站),泉头新店外环路南,交通设施服务;公交车站;公交车站相关,150700,211路,福建省,福州市,晋安区,119.344824,26.131689,119.3399309,26.13474065,733947.1193,2892710.679,TRUE,TRUE,L0_008_006,1,1,泉头新店外环路南_00062,FALSE,TRUE,184.1839556
BV09091861,埔顶(汇达广场)站(公交站),埔顶(汇达广场)站,交通设施服务;公交车站;公交车站相关,150700,202路,福建省,福州市,仓山区,119.322044,26.041441,119.317201,26.04447601,731851.79,2882668.548,TRUE,TRUE,L0_007_003;L0_008_003,3;4,2,埔顶(汇达广场)站_00063,FALSE,TRUE,3987.718128
BV09091862,三环淮安路口(西侧)(公交站),三环淮安路口(西侧),交通设施服务;公交车站;公交车站相关,150700,193路;地铁接驳5号专线,福建省,福州市,仓山区,119.227622,26.090404,119.222847,26.09354615,722315.2946,2887940.969,FALSE,TRUE,L0_004_005,1,1,三环淮安路口(西侧)_00064,FALSE,TRUE,135.5134824
BV09091863,赤星路南(公交站),赤星路南,交通设施服务;公交车站;公交车站相关,150700,108路,福建省,福州市,晋安区,119.29027,26.12856,119.2854754,26.13170648,728506.7452,2892277.606,TRUE,TRUE,L0_006_006,1,1,赤星路南_00065,FALSE,TRUE,523.5960224
BV09091864,茶亭(附一医院)(公交站),茶亭(附一医院),交通设施服务;公交车站;公交车站相关,150700,133路,福建省,福州市,台江区,119.304188,26.069905,119.2993759,26.07299152,730011.9381,2885796.483,TRUE,TRUE,L0_007_004,1,1,茶亭(附一医院)_00066,FALSE,TRUE,5447.687536
BV09091866,交通南路(原县劳动局)(公交站),交通南路(原县劳动局),交通设施服务;公交车站;公交车站相关,150700,511路;606路;905路,福建省,福州市,闽侯县,119.133909,26.148746,119.1289631,26.1517767,712817.2849,2894235.526,TRUE,TRUE,L0_001_007,2,1,交通南路(原县劳动局)_00067,FALSE,TRUE,497.3117554
BV09091872,三环淮安路口(东侧)(公交站),三环淮安路口(东侧),交通设施服务;公交车站;公交车站相关,150700,193路;地铁接驳5号专线,福建省,福州市,仓山区,119.228134,26.091163,119.2233594,26.09430606,722365.1227,2888026.04,FALSE,TRUE,L0_004_005,1,1,三环淮安路口(东侧)_00068,FALSE,TRUE,42.23379357
BV09091878,员工公寓(南)(公交站),员工公寓(南),交通设施服务;公交车站;公交车站相关,150700,606路,福建省,福州市,闽侯县,119.14357,26.140391,119.1386402,26.14343055,713800.1268,2893326.718,TRUE,TRUE,L0_001_007,1,1,员工公寓(南)_00069,FALSE,TRUE,338.0727223
BV09091880,铁岭工业区一期路口(公交站),铁岭工业区一期路口,交通设施服务;公交车站;公交车站相关,150700,602路,福建省,福州市,闽侯县,119.175386,26.141844,119.1705192,26.14494166,716985.2195,2893546.986,TRUE,TRUE,L0_002_007,1,1,铁岭工业区一期路口_00070,FALSE,TRUE,1349.248159
BV09092464,凤里巷口(公交站),凤里巷口,交通设施服务;公交车站;公交车站相关,150700,100路(敬老线路);112路;113路;118路;75路(敬老线路);91路,福建省,福州市,鼓楼区,119.274709,26.08157,119.269936,26.08470381,727043.4201,2887042.532,TRUE,TRUE,L0_006_004,2,1,凤里巷口_00071,FALSE,TRUE,4224.53004
BV09092465,凤凰池新村北门(公交站),凤凰池新村北门,交通设施服务;公交车站;公交车站相关,150700,100路(敬老线路);112路;113路;118路;75路(敬老线路);91路,福建省,福州市,鼓楼区,119.276141,26.082351,119.2713666,26.08548399,727185.0521,2887131.47,TRUE,TRUE,L0_006_004,2,1,凤凰池新村北门_00072,FALSE,TRUE,4354.708399
BV09092466,八一六花园(公交站),八一六花园,交通设施服务;公交车站;公交车站相关,150700,100路(敬老线路);118路;75路(敬老线路);91路;东部28号线,福建省,福州市,鼓楼区,119.276869,26.082265,119.2720939,26.08539723,727257.9896,2887123.126,TRUE,TRUE,L0_006_004,2,1,八一六花园_00073,FALSE,TRUE,4428.1192
BV09092648,昌宇五金顺邦纺织(公交站),昌宇五金顺邦纺织,交通设施服务;公交车站;公交车站相关,150700,602路,福建省,福州市,闽侯县,119.184293,26.141765,119.1794448,26.1448792,717877.8766,2893555.004,TRUE,TRUE,L0_002_007,2,1,昌宇五金顺邦纺织_00074,FALSE,TRUE,862.8666963
BV09093281,省妇产医院(下张)(公交站),省妇产医院(下张),交通设施服务;公交车站;公交车站相关,150700,128路;182路(敬老线路);331路;382路;贵安旅游2号专线;贵安旅游2号专线(汽车南站);贵安旅游7号专线(火车站南广场);通勤快线12路,福建省,福州市,晋安区,119.312425,26.137097,119.3075931,26.14021291,730702.1199,2893259.2,TRUE,TRUE,L0_007_007,1,1,省妇产医院(下张)_00075,FALSE,TRUE,1471.316763
BV09094539,闽侯经开区管委会(公交站),闽侯经开区管委会,交通设施服务;公交车站;公交车站相关,150700,766路,福建省,福州市,闽侯县,119.161038,26.155077,119.1561403,26.15815602,715523.0566,2894987.128,TRUE,TRUE,L0_002_007,2,1,闽侯经开区管委会_00076,FALSE,TRUE,571.4770678
BV09094649,洪湾地铁站(公交站),洪湾地铁站,交通设施服务;公交车站;公交车站相关,150700,100路(敬老线路);通勤快线23,福建省,福州市,仓山区,119.249843,26.046299,119.245083,26.04942084,724624.1371,2883090.172,TRUE,TRUE,L0_005_003,1,1,洪湾地铁站_00077,FALSE,TRUE,1536.744772
BV09094701,泉头路西(北侧)(公交站),泉头路西(北侧),交通设施服务;公交车站;公交车站相关,150700,211路,福建省,福州市,晋安区,119.346607,26.134981,119.3417105,26.13803156,734118.5343,2893078.526,TRUE,TRUE,L0_008_006;L0_008_007,2,2,泉头路西(北侧)_00078,FALSE,TRUE,348.4131272
BV09094702,泉头路西(南侧)(公交站),泉头路西(南侧),交通设施服务;公交车站;公交车站相关,150700,211路,福建省,福州市,晋安区,119.348111,26.135074,119.3432119,26.13812197,734268.5074,2893091.249,TRUE,TRUE,L0_008_006;L0_008_007,2,2,泉头路西(南侧)_00079,FALSE,TRUE,214.9874509
BV09096054,方圆机电(公交站),方圆机电,交通设施服务;公交车站;公交车站相关,150700,606路,福建省,福州市,闽侯县,119.161191,26.152362,119.1562939,26.1554396,715543.4019,2894686.419,TRUE,TRUE,L0_002_007,1,1,方圆机电_00080,FALSE,TRUE,790.1413367
BV09096384,北园路南台路口(公交站),北园路南台路口,交通设施服务;公交车站;公交车站相关,150700,162路;202路;353路,福建省,福州市,仓山区,119.322426,26.024063,119.3175836,26.02708551,731924.3117,2880742.356,TRUE,TRUE,L0_007_002;L0_008_002,1;2,2,北园路南台路口_00081,FALSE,TRUE,3961.179473
BV09098371,齐安高架桥(公交站),齐安高架桥,交通设施服务;公交车站;公交车站相关,150700,190路(敬老线路),福建省,福州市,仓山区,119.301956,26.021237,119.2971514,26.02429444,729884.3856,2880396.944,TRUE,TRUE,L0_007_002,1,1,齐安高架桥_00082,FALSE,TRUE,3380.836984
BV09101867,福源机械(东)(公交站),福源机械(东),交通设施服务;公交车站;公交车站相关,150700,602路,福建省,福州市,闽侯县,119.172427,26.153395,119.1675532,26.15649433,716667.2627,2894822.013,TRUE,TRUE,L0_002_007,1,1,福源机械(东)_00083,FALSE,TRUE,273.4171644
BV09103121,燎原路水岸路口(公交站),燎原路水岸路口,交通设施服务;公交车站;公交车站相关,150700,192路;209路;42路;东部10号线;地铁江南水都接驳专线,福建省,福州市,仓山区,119.283461,26.045336,119.2786815,26.04843634,727988.7114,2883039.418,TRUE,TRUE,L0_006_003,1,1,燎原路水岸路口_00084,FALSE,TRUE,4100.052491
BV09103244,金山地铁站F口(公交站),金山地铁站F口,交通设施服务;公交车站;公交车站相关,150700,(停运)317路;111路;121路(敬老线路);133路;163路;167路;313路;K3路;地铁接驳2号专线;滨海三号线,福建省,福州市,仓山区,119.26249,26.046285,119.2577278,26.04940375,725889.7008,2883110.128,TRUE,TRUE,L0_005_003,2,1,金山地铁站F口_00085,FALSE,TRUE,2722.920249
BV09103511,地铁葫芦阵(东侧)(公交站),地铁葫芦阵(东侧),交通设施服务;公交车站;公交车站相关,150700,14路;210路,福建省,福州市,仓山区,119.342743,26.018181,119.3378623,26.02116112,733966.0864,2880122.135,TRUE,TRUE,L0_008_002,2,1,地铁葫芦阵(东侧)_00086,FALSE,TRUE,2159.637766
BV09103514,闽越水镇(中埕村)(公交站),闽越水镇(中埕村),交通设施服务;公交车站;公交车站相关,150700,32路;518路;518路支线;772路,福建省,福州市,闽侯县,119.114532,26.129648,119.1095662,26.13264674,710912.171,2892084.444,FALSE,FALSE,L0_000_006,1,1,闽越水镇(中埕村)_00087,FALSE,TRUE,1992.307311
BV09105369,地铁葫芦阵(公交站),地铁葫芦阵,交通设施服务;公交车站;公交车站相关,150700,(停运)681路;101路;124路;161路;167路;199路(敬老线路);205路;28路(敬老线路);305路;30路;31路;353路;35路(敬老线路);3路;4路;57路;711路;77路;83路;K2路,福建省,福州市,仓山区,119.342743,26.018181,119.3378623,26.02116112,733966.0864,2880122.135,TRUE,TRUE,L0_008_002,1,1,地铁葫芦阵_00088,FALSE,TRUE,2159.637766
BV09106156,海军医院(马尾快线停车场)(公交站),海军医院(马尾快线停车场),交通设施服务;公交车站;公交车站相关,150700,马尾快线4号线,福建省,福州市,马尾区,119.459171,25.98461,119.4543321,25.98757349,745696.2827,2876614.451,TRUE,TRUE,L0_012_000;L0_012_001;L0_013_001,1;2,3,海军医院(马尾快线停车场)_00089,FALSE,TRUE,385.0231631
BV09107759,金牛山公园(江滨西大道)(公交站),金牛山公园(江滨西大道),交通设施服务;公交车站;公交车站相关,150700,东部7号线(洪山梁厝专线),福建省,福州市,鼓楼区,119.261467,26.075195,119.256703,26.0783336,725731.6417,2886313.716,TRUE,TRUE,L0_005_004,1,1,金牛山公园(江滨西大道)_00090,FALSE,TRUE,3016.466686
BV09107761,孟超肝胆医院金山院区西门(公交站),孟超肝胆医院金山院区西门,交通设施服务;公交车站;公交车站相关,150700,100路(敬老线路);172路,福建省,福州市,仓山区,119.241533,26.059113,119.23677,26.06224218,723767.7718,2884496.438,TRUE,TRUE,L0_005_003,4,1,孟超肝胆医院金山院区西门_00091,FALSE,TRUE,926.7849543
BV09108376,杨廷(公交站),杨廷,交通设施服务;公交车站;公交车站相关,150700,527路,福建省,福州市,晋安区,119.340868,26.140068,119.3359815,26.14313221,733535.4098,2893633.381,TRUE,TRUE,L0_008_007,1,1,杨廷_00092,FALSE,TRUE,854.0580607
BV09108887,鹤林生态公园(西行)(公交站),鹤林生态公园(西行),交通设施服务;公交车站;公交车站相关,150700,333路,福建省,福州市,晋安区,119.346506,26.089323,119.3416132,26.09234411,734199.9174,2888016.067,TRUE,TRUE,L0_008_005,2,1,鹤林生态公园(西行)_00093,FALSE,TRUE,1904.596204
