fare_scope,operator,official_route_id,official_route_sequence,official_direction,official_stop_ids_json,route_name,full_fare_hkd,currency,passenger_type,payment_medium,service_class,vessel_service_type,day_type,fare_amount_role,eligible_for_default_quote,in_current_schedule_exact_scope,gtfs_rule_count,gtfs_distinct_price_count,gtfs_price_equal_full_fare_count,gtfs_full_fare_correspondence,source_record_last_update,source_record_id,source_file,source_sha256,cost_effective_date,cost_effective_date_status,source_revision_cutoff_date,source_download_date,unresolved_reason
route_level_full_fare_reference_only,FERRY,7027,1,1,"[""101134"",""80000013"",""101130""]",Tap Mun - Wong Shek Pier,16.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,3,1,0,none_equal,2022-07-13T00:00:00,json:feature_indices:103;104;105,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7027,2,2,"[""101130"",""80000013"",""101134""]",Tap Mun - Wong Shek Pier,16.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,3,1,0,none_equal,2022-07-13T00:00:00,json:feature_indices:106;107;108,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7030,1,1,"[""101119"",""101339""]",Tsim Sha Tsui - Central,6.5,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,True,1,1,0,none_equal,2023-03-31T00:00:00,json:feature_indices:109;110,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7030,2,2,"[""101339"",""101119""]",Tsim Sha Tsui - Central,6.5,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,True,1,1,0,none_equal,2023-03-31T00:00:00,json:feature_indices:111;112,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7031,1,1,"[""101119"",""101118""]",Tsim Sha Tsui - Wan Chai,6.5,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,True,1,1,0,none_equal,2023-03-31T00:00:00,json:feature_indices:113;114,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7031,2,2,"[""101118"",""101119""]",Tsim Sha Tsui - Wan Chai,6.5,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,True,1,1,0,none_equal,2023-03-31T00:00:00,json:feature_indices:115;116,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7032,1,1,"[""101356"",""101340"",""101128""]",Peng Chau - Trappist Monastery - Discovery Bay,9.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,3,1,3,all_equal,2025-01-17T00:00:00,json:feature_indices:117;118;119,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7032,2,2,"[""101128"",""101340"",""101356""]",Peng Chau - Trappist Monastery - Discovery Bay,9.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,3,1,3,all_equal,2025-01-17T00:00:00,json:feature_indices:120;121;122,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7035,1,1,"[""101322"",""101352""]",Sam Ka Tsuen - Tung Lung Island,22.5,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,1,all_equal,2026-02-10T00:00:00,json:feature_indices:123;124,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7035,2,2,"[""101352"",""101322""]",Sam Ka Tsuen - Tung Lung Island,22.5,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,1,all_equal,2026-02-10T00:00:00,json:feature_indices:125;126,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7036,1,1,"[""101343"",""101342""]",Sha Tau Kok - Lai Chi Wo/Kat O/Ap Chau,40.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,1,all_equal,2026-02-11T00:00:00,json:feature_indices:127;128,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7041,1,1,"[""101128"",""101350""]",Discovery Bay - Mui Wo,15.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,0,none_equal,2023-01-26T00:00:00,json:feature_indices:129;130,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7041,2,2,"[""101350"",""101128""]",Discovery Bay - Mui Wo,15.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,0,none_equal,2023-01-26T00:00:00,json:feature_indices:131;132,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7051,1,1,"[""101332"",""101331""]",Aberdeen - Ap Lei Chau,3.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,True,1,1,1,all_equal,2026-01-30T00:00:00,json:feature_indices:133;134,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7051,2,2,"[""101331"",""101332""]",Aberdeen - Ap Lei Chau,3.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,True,1,1,1,all_equal,2026-01-30T00:00:00,json:feature_indices:135;136,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7052,1,1,"[""101333"",""101331""]",Aberdeen - Ap Lei Chau,3.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,True,1,1,1,all_equal,2026-01-30T00:00:00,json:feature_indices:137;138,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7052,2,2,"[""101331"",""101333""]",Aberdeen - Ap Lei Chau,3.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,True,1,1,1,all_equal,2026-01-30T00:00:00,json:feature_indices:139;140,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7053,1,1,"[""101351"",""101352"",""101327""]",Sai Wan Ho - Tung Lung Island,60.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,3,1,3,all_equal,2026-05-12T00:00:00,json:feature_indices:141;142;143,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7053,2,2,"[""101327"",""101352"",""101351""]",Sai Wan Ho - Tung Lung Island,60.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,3,1,0,none_equal,2026-05-12T00:00:00,json:feature_indices:144;145;146,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7055,1,1,"[""80000023"",""101354""]",Ma Liu Shui – Lai Chi Wo,45.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,1,all_equal,2025-01-02T00:00:00,json:feature_indices:147;148,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7055,2,2,"[""101354"",""80000023""]",Ma Liu Shui – Lai Chi Wo,45.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,1,all_equal,2025-01-02T00:00:00,json:feature_indices:149;150,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7056,1,1,"[""101349"",""101320""]",North Point - Kwun Tong,8.3,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,True,1,1,1,all_equal,2024-04-11T00:00:00,json:feature_indices:151;152,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7056,2,2,"[""101320"",""101349""]",North Point - Kwun Tong,8.3,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,True,1,1,1,all_equal,2024-04-11T00:00:00,json:feature_indices:153;154,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7057,1,1,"[""101125"",""101326""]",Aberdeen - Po Toi Island,30.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,1,all_equal,2026-01-12T00:00:00,json:feature_indices:155;156,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7057,2,2,"[""101326"",""101125""]",Aberdeen - Po Toi Island,30.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,1,all_equal,2026-01-12T00:00:00,json:feature_indices:157;158,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7058,1,1,"[""101336"",""101326""]",Stanley - Po Toi Island,30.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,1,all_equal,2024-09-02T00:00:00,json:feature_indices:159;160,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7058,2,2,"[""101326"",""101336""]",Stanley - Po Toi Island,30.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,1,all_equal,2024-09-02T00:00:00,json:feature_indices:161;162,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7059,1,1,"[""101358"",""101357""]",Central - Hung Hom,10.7,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,True,1,1,1,all_equal,2023-09-04T00:00:00,json:feature_indices:163;164,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7059,2,2,"[""101357"",""101358""]",Central - Hung Hom,10.7,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,True,1,1,1,all_equal,2023-09-04T00:00:00,json:feature_indices:165;166,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7000003,1,1,"[""101113"",""101114""]",Tuen Mun - Tung Chung,16.2,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,True,1,1,1,all_equal,2026-02-03T00:00:00,json:feature_indices:167;168,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7000003,2,2,"[""101114"",""101113""]",Tuen Mun - Tung Chung,16.2,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,True,1,1,1,all_equal,2026-02-03T00:00:00,json:feature_indices:169;170,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7000004,1,1,"[""101114"",""101117"",""101120""]",Tung Chung - Sha Lo Wan - Tai O,27.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,3,3,0,none_equal,2025-12-12T00:00:00,json:feature_indices:171;172;173,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7000004,2,2,"[""101120"",""101117"",""101114""]",Tung Chung - Sha Lo Wan - Tai O,27.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,3,3,0,none_equal,2025-12-12T00:00:00,json:feature_indices:174;175;176,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7000005,1,1,"[""80000006"",""80000007""]",Sai Kung - Fo Tau Fan Chau,80.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,1,all_equal,2025-01-02T00:00:00,json:feature_indices:177;178,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7000005,2,2,"[""80000007"",""80000006""]",Sai Kung - Fo Tau Fan Chau,80.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,1,all_equal,2025-01-02T00:00:00,json:feature_indices:179;180,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7000006,1,1,"[""80000023"",""101342"",""80000008""]",Ma Liu Shui – Kat O,45.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,3,1,3,all_equal,2025-01-02T00:00:00,json:feature_indices:181;182;183,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7000006,2,2,"[""80000008"",""101342"",""80000023""]",Ma Liu Shui – Kat O,45.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,3,1,3,all_equal,2025-01-02T00:00:00,json:feature_indices:184;185;186,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7000008,1,1,"[""101109"",""101107"",""101101""]",Peng Chau - Mui Wo - Cheung Chau,16.3,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,3,1,3,all_equal,2026-03-31T00:00:00,json:feature_indices:187;188;189,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7000008,2,2,"[""101101"",""101107"",""101109""]",Peng Chau - Mui Wo - Cheung Chau,16.3,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,3,1,3,all_equal,2026-03-31T00:00:00,json:feature_indices:190;191;192,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7000009,1,1,"[""101107"",""101101""]",Mui Wo - Cheung Chau,14.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,1,all_equal,2021-11-26T00:00:00,json:feature_indices:193;194,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7000010,1,1,"[""101109"",""101107""]",Peng Chau - Mui Wo,16.3,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,1,all_equal,2026-03-31T00:00:00,json:feature_indices:195;196,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7000013,1,1,"[""101356"",""101128""]",Peng Chau - Discovery Bay,9.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,1,all_equal,2026-02-03T00:00:00,json:feature_indices:197;198,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
route_level_full_fare_reference_only,FERRY,7000013,2,2,"[""101128"",""101356""]",Peng Chau - Discovery Bay,9.0,HKD,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,route_level_full_fare_reference_only,False,False,1,1,1,all_equal,2026-02-03T00:00:00,json:feature_indices:199;200,data/transit/hongkong/API_Supplements/static/routes_fares_route_stop_points/ferry_route_stop_points.json,dbfa4d9525aa72d5eeb8da58b1ac2fd77fea8ca1ba65df0ca9555cff9912944c,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,not_stop_od_and_source_conditions_unspecified
