fare_scope,operator,matsim_line_id,matsim_route_id,official_route_id,official_route_sequence,official_direction,boarding_stop_id,alighting_stop_id,passenger_type,payment_medium,service_class,vessel_service_type,day_type,time_period,published_fare_hkd,currency,fare_amount_role,cost_component,cost_source,cost_effective_date,cost_effective_date_status,source_revision_cutoff_date,source_download_date,source_record_id,source_file,source_sha256,record_status,candidate_records_json,mapping_status,mapping_quality,cost_quality,cost_applicability_status,matching_method,unresolved_reason
exact_route_direction_stop_od,FERRY,ferry_line_7006,ferry_7006_177d80ab26,7006,1,1,101108,101107,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,33.5,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872439|fare_attributes.txt:872439|fare_id:7006-1-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872439,""fare_id"":""7006-1-1-2"",""fare_rule_line"":872439,""price"":33.5}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7006,ferry_7006_594c0a18b0,7006,2,2,101107,101108,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,33.5,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872440|fare_attributes.txt:872440|fare_id:7006-2-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872440,""fare_id"":""7006-2-1-2"",""fare_rule_line"":872440,""price"":33.5}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7010,ferry_7010_114138a3d0,7010,2,2,101127,101337,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,55.8,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872448|fare_attributes.txt:872448|fare_id:7010-2-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872448,""fare_id"":""7010-2-1-2"",""fare_rule_line"":872448,""price"":55.8}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7010,ferry_7010_241d0e6607,7010,1,1,101337,101127,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,55.8,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872447|fare_attributes.txt:872447|fare_id:7010-1-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872447,""fare_id"":""7010-1-1-2"",""fare_rule_line"":872447,""price"":55.8}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7017,ferry_7017_6cc4882382,7017,1,1,101103,101104,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,36.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872469|fare_attributes.txt:872469|fare_id:7017-1-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872469,""fare_id"":""7017-1-1-2"",""fare_rule_line"":872469,""price"":36.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7017,ferry_7017_ae428b07dc,7017,2,2,101104,101103,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,36.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872470|fare_attributes.txt:872470|fare_id:7017-2-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872470,""fare_id"":""7017-2-1-2"",""fare_rule_line"":872470,""price"":36.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7018,ferry_7018_3ed79bae83,7018,1,1,101103,101105,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,12.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872471|fare_attributes.txt:872471|fare_id:7018-1-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872471,""fare_id"":""7018-1-1-2"",""fare_rule_line"":872471,""price"":12.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7018,ferry_7018_9a42f441bb,7018,2,2,101105,101103,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,12.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872472|fare_attributes.txt:872472|fare_id:7018-2-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872472,""fare_id"":""7018-2-1-2"",""fare_rule_line"":872472,""price"":12.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7019,ferry_7019_b148016210,7019,2,2,101111,101110,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,10.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872474|fare_attributes.txt:872474|fare_id:7019-2-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872474,""fare_id"":""7019-2-1-2"",""fare_rule_line"":872474,""price"":10.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7019,ferry_7019_e22d2b1e47,7019,1,1,101110,101111,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,10.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872473|fare_attributes.txt:872473|fare_id:7019-1-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872473,""fare_id"":""7019-1-1-2"",""fare_rule_line"":872473,""price"":10.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7020,ferry_7020_8fb3659e7d,7020,1,1,101110,101112,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,10.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872475|fare_attributes.txt:872475|fare_id:7020-1-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872475,""fare_id"":""7020-1-1-2"",""fare_rule_line"":872475,""price"":10.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7020,ferry_7020_a93ef4f400,7020,2,2,101112,101110,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,10.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872476|fare_attributes.txt:872476|fare_id:7020-2-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872476,""fare_id"":""7020-2-1-2"",""fare_rule_line"":872476,""price"":10.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7022,ferry_7022_4b93a86e1f,7022,1,1,101321,101320,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,9.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872483|fare_attributes.txt:872483|fare_id:7022-1-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872483,""fare_id"":""7022-1-1-2"",""fare_rule_line"":872483,""price"":9.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7022,ferry_7022_c7439f8927,7022,2,2,101320,101321,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,9.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872484|fare_attributes.txt:872484|fare_id:7022-2-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872484,""fare_id"":""7022-2-1-2"",""fare_rule_line"":872484,""price"":9.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7023,ferry_7023_3c10fa845b,7023,1,1,101321,101322,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,9.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872485|fare_attributes.txt:872485|fare_id:7023-1-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872485,""fare_id"":""7023-1-1-2"",""fare_rule_line"":872485,""price"":9.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7023,ferry_7023_82c4fc4c88,7023,2,2,101322,101321,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,9.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872486|fare_attributes.txt:872486|fare_id:7023-2-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872486,""fare_id"":""7023-2-1-2"",""fare_rule_line"":872486,""price"":9.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7025,ferry_7025_1f7df70f69,7025,1,1,101113,101114,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,16.2,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872487|fare_attributes.txt:872487|fare_id:7025-1-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872487,""fare_id"":""7025-1-1-2"",""fare_rule_line"":872487,""price"":16.2}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7025,ferry_7025_1f7df70f69,7025,1,1,101113,101117,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,18.4,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872488|fare_attributes.txt:872488|fare_id:7025-1-1-3,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872488,""fare_id"":""7025-1-1-3"",""fare_rule_line"":872488,""price"":18.4}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7025,ferry_7025_1f7df70f69,7025,1,1,101113,101120,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,21.6,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872489|fare_attributes.txt:872489|fare_id:7025-1-1-4,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872489,""fare_id"":""7025-1-1-4"",""fare_rule_line"":872489,""price"":21.6}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7025,ferry_7025_1f7df70f69,7025,1,1,101114,101117,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,15.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872490|fare_attributes.txt:872490|fare_id:7025-1-2-3,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872490,""fare_id"":""7025-1-2-3"",""fare_rule_line"":872490,""price"":15.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7025,ferry_7025_1f7df70f69,7025,1,1,101114,101120,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,21.6,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872491|fare_attributes.txt:872491|fare_id:7025-1-2-4,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872491,""fare_id"":""7025-1-2-4"",""fare_rule_line"":872491,""price"":21.6}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7025,ferry_7025_1f7df70f69,7025,1,1,101117,101120,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,16.2,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872492|fare_attributes.txt:872492|fare_id:7025-1-3-4,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872492,""fare_id"":""7025-1-3-4"",""fare_rule_line"":872492,""price"":16.2}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7025,ferry_7025_a84f20059d,7025,2,2,101114,101113,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,16.2,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872498|fare_attributes.txt:872498|fare_id:7025-2-3-4,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872498,""fare_id"":""7025-2-3-4"",""fare_rule_line"":872498,""price"":16.2}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7025,ferry_7025_a84f20059d,7025,2,2,101117,101113,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,18.4,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872497|fare_attributes.txt:872497|fare_id:7025-2-2-4,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872497,""fare_id"":""7025-2-2-4"",""fare_rule_line"":872497,""price"":18.4}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7025,ferry_7025_a84f20059d,7025,2,2,101117,101114,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,15.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872496|fare_attributes.txt:872496|fare_id:7025-2-2-3,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872496,""fare_id"":""7025-2-2-3"",""fare_rule_line"":872496,""price"":15.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7025,ferry_7025_a84f20059d,7025,2,2,101120,101113,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,21.6,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872495|fare_attributes.txt:872495|fare_id:7025-2-1-4,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872495,""fare_id"":""7025-2-1-4"",""fare_rule_line"":872495,""price"":21.6}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7025,ferry_7025_a84f20059d,7025,2,2,101120,101114,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,21.6,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872494|fare_attributes.txt:872494|fare_id:7025-2-1-3,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872494,""fare_id"":""7025-2-1-3"",""fare_rule_line"":872494,""price"":21.6}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7025,ferry_7025_a84f20059d,7025,2,2,101120,101117,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,16.2,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872493|fare_attributes.txt:872493|fare_id:7025-2-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872493,""fare_id"":""7025-2-1-2"",""fare_rule_line"":872493,""price"":16.2}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7030,ferry_7030_2d66424e12,7030,1,1,101119,101339,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,5.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872517|fare_attributes.txt:872517|fare_id:7030-1-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872517,""fare_id"":""7030-1-1-2"",""fare_rule_line"":872517,""price"":5.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7030,ferry_7030_9bd5abcda9,7030,2,2,101339,101119,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,5.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872518|fare_attributes.txt:872518|fare_id:7030-2-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872518,""fare_id"":""7030-2-1-2"",""fare_rule_line"":872518,""price"":5.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
exact_route_direction_stop_od,FERRY,ferry_line_7031,ferry_7031_6c6de89769,7031,1,1,101119,101118,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,unspecified_in_source,5.0,HKD,published_fare_passenger_and_payment_basis_unspecified,pt_fare,td_gtfs_20260720,,not_encoded_in_source_revision_cutoff_only,2026-07-14,2026-07-20,gtfs:fare_rules.txt:872519|fare_attributes.txt:872519|fare_id:7031-1-1-2,data/transit/hongkong/PublicTransportGTFS/gtfs.zip,e5ad020b79d0020625a4e8eb5428c2253a07705b71bfb809d8a3fa178032ce06,available,"[{""fare_attribute_line"":872519,""fare_id"":""7031-1-1-2"",""fare_rule_line"":872519,""price"":5.0}]",exact,A,B,published_amount_only_passenger_payment_class_vessel_day_and_effective_period_unspecified,route_direction_exact_json_pattern_plus_ordered_gtfs_stop_od,
