fare_network_scope,boarding_station_id,alighting_station_id,boarding_station_name_en,alighting_station_name_en,matsim_line_id,matsim_route_id,official_line_id,official_direction,record_status,unresolved_reason
airport_express_station_od,45,44,Kowloon,Hong Kong,line_mtr_AEL,mtr_AEL_DT,AEL,DT,unresolved,official_airport_express_ordered_od_record_missing
airport_express_station_od,46,44,Tsing Yi,Hong Kong,line_mtr_AEL,mtr_AEL_DT,AEL,DT,unresolved,official_airport_express_ordered_od_record_missing
airport_express_station_od,46,45,Tsing Yi,Kowloon,line_mtr_AEL,mtr_AEL_DT,AEL,DT,unresolved,official_airport_express_ordered_od_record_missing
airport_express_station_od,44,45,Hong Kong,Kowloon,line_mtr_AEL,mtr_AEL_UT,AEL,UT,unresolved,official_airport_express_ordered_od_record_missing
airport_express_station_od,44,46,Hong Kong,Tsing Yi,line_mtr_AEL,mtr_AEL_UT,AEL,UT,unresolved,official_airport_express_ordered_od_record_missing
airport_express_station_od,45,46,Kowloon,Tsing Yi,line_mtr_AEL,mtr_AEL_UT,AEL,UT,unresolved,official_airport_express_ordered_od_record_missing
