taxi_type,fare_effective_date,flagfall_distance_m,flagfall_hkd,first_tier_end_fare_hkd,first_tier_end_distance_m,first_tier_increment_distance_m,first_tier_increment_hkd,second_tier_increment_distance_m,second_tier_increment_hkd,waiting_increment_seconds,waiting_increment_hkd,second_tier_waiting_increment_hkd,booking_fee_hkd,baggage_fee_hkd,source_file,source_url,source_download_date,currency,discrete_rule_note
urban_taxi,2024-07-14,2000,29.0,102.5,9000,200,2.1,200,1.4,60,2.1,1.4,5.0,6.0,td_taxi_fare_of_hong_kong.html,https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/taxi/taxi_fare_of_hong_kong/index.html,2026-07-27,HKD,First 2 kilometres or any part thereof are covered by flagfall; each subsequent 200 metres or part thereof is charged by ceiling.
new_territories_taxi,2024-07-14,2000,25.5,82.5,8000,200,1.9,200,1.4,60,1.9,1.4,5.0,6.0,td_taxi_fare_of_hong_kong.html,https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/taxi/taxi_fare_of_hong_kong/index.html,2026-07-27,HKD,First 2 kilometres or any part thereof are covered by flagfall; each subsequent 200 metres or part thereof is charged by ceiling.
lantau_taxi,2024-07-14,2000,24.0,195.0,20000,200,1.9,200,1.6,60,1.9,1.6,5.0,6.0,td_taxi_fare_of_hong_kong.html,https://www.td.gov.hk/en/transport_in_hong_kong/public_transport/taxi/taxi_fare_of_hong_kong/index.html,2026-07-27,HKD,First 2 kilometres or any part thereof are covered by flagfall; each subsequent 200 metres or part thereof is charged by ceiling.
