scenario,origin_tcs_zone,destination_tcs_zone,legs_5pct,expanded_legs,total_fare_hkd_5pct,expanded_total_fare_hkd,mean_hkd,median_hkd,p10_hkd,p25_hkd,p75_hkd,p90_hkd,p95_hkd,within_flagfall_share,tolled_tunnel_share,taxi_type_unresolved_share,route_distance_unavailable_share,congestion_proxy_unavailable_share
low,15,11,22.0,440.0,3816.0,76320.0,173.45454545454547,167.60000000000002,162.84,164.1,174.60000000000002,179.36,186.15,0.0,0.0,0.0,0.0,1.0
low,15,12,14.0,280.0,2619.4,52388.0,187.1,187.2,173.34,177.75,191.05,204.7,206.66,0.0,0.0,0.0,0.0,1.0
low,15,13,8.0,160.0,1363.2,27264.0,170.4,169.7,166.06,166.9,173.9,175.16,176.63,0.0,0.0,0.0,0.0,1.0
low,15,14,62.0,1240.0,6276.799999999999,125535.99999999999,101.23870967741934,100.7,86.7,93.7,108.75,116.0,118.9,0.0,0.0,0.016129032258064516,0.0,1.0
low,15,15,120.0,2400.0,3347.2,66944.0,27.89333333333333,25.5,25.5,25.5,29.0,33.1,35.015,0.7333333333333333,0.0,0.008333333333333333,0.0,1.0
low,15,16,56.0,1120.0,3070.0,61400.0,54.82142857142857,55.05,39.75,48.3,59.7,71.1,72.52499999999999,0.0,0.0,0.0,0.0,1.0
low,15,17,21.0,420.0,4330.7,86614.0,206.2238095238095,202.9,191.7,195.9,210.3,222.5,243.5,0.0,0.0,0.0,0.0,1.0
low,15,18,21.0,420.0,3005.5,60110.0,143.11904761904762,142.7,127.3,138.5,151.1,156.7,160.9,0.0,0.0,0.0,0.0,1.0
low,15,19,17.0,340.0,3742.7,74854.0,220.15882352941176,218.3,209.62,212.7,223.9,229.1,238.21999999999997,0.0,0.0,0.0,0.0,1.0
low,15,20,11.0,220.0,3045.7000000000003,60914.00000000001,276.88181818181823,275.7,271.5,272.9,280.79999999999995,284.1,286.20000000000005,0.0,0.0,0.0,0.0,1.0
low,15,21,4.0,80.0,1205.0,24100.0,301.25,303.0,293.20000000000005,296.35,307.9,307.9,307.9,0.0,0.0,0.0,0.0,1.0
low,15,22,10.0,200.0,2461.4,49228.0,246.14000000000001,236.9,229.34,230.95,265.95,269.1,269.1,0.0,0.0,1.0,0.0,1.0
low,15,23,87.0,1740.0,7005.7,140114.0,80.52528735632184,73.0,38.04,48.099999999999994,116.8,136.1,136.1,0.011494252873563218,0.0,0.11494252873563218,0.0,1.0
low,15,24,13.0,260.0,2352.5000000000005,47050.00000000001,180.9615384615385,160.9,120.58000000000001,144.1,183.3,259.18,310.1399999999998,0.0,0.0,0.07692307692307693,0.0,1.0
low,15,25,4.0,80.0,1346.8000000000002,26936.000000000004,336.70000000000005,338.20000000000005,281.56,298.75,376.15000000000003,390.64000000000004,395.47,0.0,0.0,0.0,0.0,1.0
low,15,26,4.0,80.0,916.8,18336.0,229.2,228.5,211.56,219.75,237.95,247.4,250.54999999999998,0.0,0.0,1.0,0.0,1.0
low,16,1,6.0,120.0,1784.0,35680.0,297.3333333333333,285.9,281.7,285.9,312.15,324.4,326.15,0.0,0.0,0.0,0.0,1.0
low,16,2,7.0,140.0,2128.7,42574.0,304.09999999999997,308.3,291.78,295.0,312.5,313.62,314.46,0.0,0.0,0.0,0.0,1.0
low,16,3,8.0,160.0,2782.8,55656.0,347.85,347.5,326.08,337.0,364.65,367.8,370.25,0.0,0.0,0.0,0.0,1.0
low,16,4,9.0,180.0,3004.3,60086.0,333.81111111111113,336.3,319.78,332.1,341.9,343.58,344.14,0.0,0.0,0.0,0.0,1.0
low,16,5,26.0,520.0,6884.599999999999,137692.0,264.79230769230765,267.7,257.9,263.5,268.75,269.1,269.1,0.0,0.0,0.15384615384615385,0.0,1.0
low,16,6,4.0,80.0,991.0,19820.0,247.75,247.39999999999998,240.12,240.75,254.39999999999998,255.66,256.08,0.0,0.0,0.0,0.0,1.0
low,16,7,14.0,280.0,3423.0,68460.0,244.5,243.9,234.94,239.0,251.60000000000002,258.46000000000004,259.79,0.0,0.0,0.0,0.0,1.0
low,16,8,9.0,180.0,2384.1000000000004,47682.00000000001,264.90000000000003,263.5,249.5,259.3,274.7,277.5,280.3,0.0,0.0,0.0,0.0,1.0
low,16,9,7.0,140.0,2111.9,42238.0,301.7,301.3,284.78,290.1,314.6,316.42,317.26,0.0,0.0,0.0,0.0,1.0
low,16,10,4.0,80.0,1128.2,22564.0,282.05,277.5,261.68,267.35,292.2,306.06,310.68,0.0,0.0,0.0,0.0,1.0
low,16,11,15.0,300.0,2850.7000000000003,57014.00000000001,190.04666666666668,186.5,180.34,185.1,196.3,202.18,204.56,0.0,0.0,0.0,0.0,1.0
low,16,12,13.0,260.0,2656.9,53138.0,204.37692307692308,204.7,192.38,200.5,211.7,213.1,215.89999999999998,0.0,0.0,0.0,0.0,1.0
low,16,13,10.0,200.0,1920.9999999999998,38419.99999999999,192.09999999999997,191.39999999999998,184.96,189.65,195.60000000000002,198.11999999999998,200.01,0.0,0.0,0.0,0.0,1.0
low,16,14,53.0,1060.0,5444.099999999999,108881.99999999999,102.7188679245283,96.5,84.18,89.5,114.7,130.1,144.1,0.0,0.0,0.0,0.0,1.0
low,16,15,51.0,1020.0,2825.7000000000003,56514.00000000001,55.405882352941184,57.8,42.6,48.3,59.7,65.4,72.05000000000001,0.0,0.0,0.0196078431372549,0.0,1.0
low,16,16,159.0,3180.0,4316.3,86326.0,27.146540880503146,25.5,25.5,25.5,27.4,33.1,35.0,0.7484276729559748,0.0,0.0,0.0,1.0
low,16,17,7.0,140.0,1595.3000000000002,31906.000000000004,227.90000000000003,226.7,223.06,226.0,231.60000000000002,232.86,233.28,0.0,0.0,0.0,0.0,1.0
low,16,18,9.0,180.0,1528.3,30566.0,169.8111111111111,172.1,155.57999999999998,160.9,176.7,183.02,185.26,0.0,0.0,0.0,0.0,1.0
low,16,19,12.0,240.0,3227.0,64540.0,268.9166666666667,257.0,241.26,249.45,302.65,308.74,312.45,0.0,0.0,0.0,0.0,1.0
low,16,20,4.0,80.0,1198.4,23968.0,299.6,294.6,293.9,293.9,300.3,309.3,312.3,0.0,0.0,0.0,0.0,1.0
low,16,21,3.0,60.0,976.9,19538.0,325.6333333333333,324.7,322.46,323.29999999999995,327.5,329.18,329.74,0.0,0.0,0.0,0.0,1.0
low,16,22,7.0,140.0,1659.6999999999998,33194.0,237.09999999999997,238.3,228.78,231.3,241.8,245.58,246.84,0.0,0.0,1.0,0.0,1.0
low,16,23,43.0,860.0,4791.5,95830.0,111.43023255813954,127.3,50.42,67.3,147.6,162.7,162.7,0.023255813953488372,0.0,0.046511627906976744,0.0,1.0
low,16,24,9.0,180.0,2383.2999999999997,47665.99999999999,264.8111111111111,211.3,178.82,201.5,330.3,378.18,415.14,0.0,0.0,0.0,0.0,1.0
low,16,25,3.0,60.0,962.9,19258.0,320.96666666666664,331.7,266.74,291.1,356.2,370.9,375.8,0.0,0.0,0.0,0.0,1.0
low,16,26,6.0,120.0,1604.8,32096.0,267.46666666666664,267.0,218.7,241.45000000000002,303.05,316.7,320.2,0.0,0.0,1.0,0.0,1.0
low,17,1,20.0,400.0,4774.4,95488.0,238.71999999999997,238.3,228.5,234.1,241.45,254.26,259.93,0.0,0.0,0.0,0.0,1.0
low,17,2,12.0,240.0,2711.2000000000003,54224.00000000001,225.93333333333337,226.39999999999998,210.3,223.95000000000002,231.3,238.02,239.56,0.0,0.0,0.0,0.0,1.0
low,17,3,21.0,420.0,5173.7,103474.0,246.36666666666665,243.9,222.9,238.3,263.5,270.5,274.7,0.0,0.0,0.0,0.0,1.0
low,17,4,8.0,160.0,2099.6000000000004,41992.00000000001,262.45000000000005,267.0,232.14000000000001,235.5,277.85,291.5,301.3,0.0,0.0,0.0,0.0,1.0
low,17,5,20.0,400.0,4176.6,83532.0,208.83,208.9,200.5,206.1,213.1,223.04000000000002,225.42000000000002,0.0,0.0,0.0,0.0,1.0
low,17,6,47.0,940.0,9017.5,180350.0,191.86170212765958,187.9,182.3,183.7,192.1,215.89999999999998,224.3,0.0,0.0,0.0,0.0,1.0
low,17,7,42.0,840.0,7975.8,159516.0,189.9,187.9,179.78,182.65,193.15,211.7,222.40999999999997,0.0,0.0,0.023809523809523808,0.0,1.0
low,17,8,29.0,580.0,5384.7,107694.0,185.67931034482757,185.1,175.02,179.5,190.7,197.7,199.38,0.0,0.0,0.0,0.0,1.0
low,17,9,31.0,620.0,5980.299999999999,119605.99999999999,192.91290322580642,192.1,165.5,180.2,206.1,215.9,235.5,0.0,0.0,0.0,0.0,1.0
low,17,10,30.0,600.0,5058.8,101176.0,168.62666666666667,169.7,160.74,164.1,173.55,180.06,185.87,0.0,0.0,0.0,0.0,1.0
low,17,11,19.0,380.0,3746.5000000000005,74930.00000000001,197.1842105263158,192.1,168.85999999999999,183.7,217.3,231.02,236.61999999999998,0.0,0.0,0.0,0.0,1.0
low,17,12,15.0,300.0,2969.7,59394.0,197.98,194.9,186.22,191.4,199.8,209.46,220.37999999999997,0.0,0.0,0.0,0.0,1.0
low,17,13,13.0,260.0,2697.5,53950.0,207.5,208.9,190.98000000000002,206.1,213.1,220.1,222.06,0.0,0.0,0.0,0.0,1.0
low,17,14,17.0,340.0,4598.099999999999,91961.99999999999,270.47647058823526,268.7,241.26,264.5,277.1,297.82,303.97999999999996,0.0,0.0,0.058823529411764705,0.0,1.0
low,17,15,18.0,360.0,3666.2,73324.0,203.67777777777778,202.2,190.01999999999998,198.7,206.4,220.54,226.06999999999996,0.0,0.0,0.0,0.0,1.0
low,17,16,10.0,200.0,2363.4,47268.0,236.34,233.2,228.1,229.85,246.25,252.4,252.85000000000002,0.0,0.0,0.0,0.0,1.0
low,17,17,143.0,2860.0,5459.700000000001,109194.00000000001,38.179720279720286,27.4,25.5,25.5,46.4,71.1,81.41000000000001,0.5244755244755245,0.0,0.006993006993006993,0.0,1.0
low,17,18,46.0,920.0,4623.5,92470.0,100.51086956521739,97.2,82.25,88.44999999999999,109.8,129.6,131.25,0.0,0.0,0.0,0.0,1.0
low,17,19,60.0,1200.0,7038.8,140776.0,117.31333333333333,116.1,99.3,106.3,127.7,133.18,137.72999999999996,0.0,0.0,0.0,0.0,1.0
low,17,20,35.0,700.0,3906.4999999999995,78129.99999999999,111.6142857142857,106.3,97.9,100.0,120.3,132.02,135.14,0.0,0.0,0.0,0.0,1.0
low,17,21,16.0,320.0,3577.3999999999996,71548.0,223.58749999999998,221.3,188.9,208.85,236.1,257.0,261.1,0.0,0.0,0.0,0.0,1.0
low,17,22,2.0,40.0,716.0,14320.0,358.0,358.0,345.12,349.95,366.05,370.88,372.49,0.0,0.0,1.0,0.0,1.0
low,17,23,37.0,740.0,6719.499999999999,134389.99999999997,181.60810810810807,166.9,161.14,166.9,179.1,235.1,241.81999999999996,0.0,0.0,0.24324324324324326,0.0,1.0
low,17,24,43.0,860.0,5156.1,103122.0,119.90930232558141,120.3,71.1,90.2,150.39999999999998,160.9,165.32,0.0,0.0,0.0,0.0,1.0
low,17,25,4.0,80.0,839.0,16780.0,209.75,208.7,199.66,201.1,217.35,220.68,221.79,0.0,0.0,0.0,0.0,1.0
low,17,26,4.0,80.0,1426.4,28528.0,356.6,347.5,347.5,347.5,356.6,372.98,378.43999999999994,0.0,0.0,1.0,0.0,1.0
low,18,1,8.0,160.0,2417.4,48348.0,302.175,302.7,290.1,297.45,307.59999999999997,311.38,313.34,0.0,0.0,0.0,0.0,1.0
low,18,2,5.0,100.0,1474.3000000000002,29486.000000000004,294.86,291.5,287.58,290.1,292.9,305.5,309.7,0.0,0.0,0.0,0.0,1.0
low,18,3,9.0,180.0,2844.7,56894.0,316.0777777777778,311.1,295.7,302.7,320.9,346.09999999999997,348.9,0.0,0.0,0.0,0.0,1.0
low,18,4,11.0,220.0,3669.8999999999996,73398.0,333.62727272727267,334.9,319.5,328.6,337.0,337.7,353.79999999999995,0.0,0.0,0.0,0.0,1.0
low,18,5,20.0,400.0,5313.400000000001,106268.00000000001,265.67,266.3,255.66,259.3,271.2,277.92,281.84,0.0,0.0,0.05,0.0,1.0
low,18,6,30.0,600.0,7490.600000000001,149812.00000000003,249.6866666666667,248.1,241.1,241.1,255.1,255.1,258.95,0.0,0.0,0.03333333333333333,0.0,1.0
low,18,7,38.0,760.0,9462.800000000001,189256.00000000003,249.02105263157898,248.1,239.7,240.39999999999998,255.1,256.78000000000003,262.1,0.0,0.0,0.0,0.0,1.0
low,18,8,10.0,200.0,2551.0000000000005,51020.00000000001,255.10000000000005,255.10000000000002,246.7,249.5,267.35,267.84,268.47,0.0,0.0,0.0,0.0,1.0
low,18,9,13.0,260.0,3264.5,65290.0,251.1153846153846,248.1,236.34,243.9,260.7,276.65999999999997,281.7,0.0,0.0,0.0,0.0,1.0
low,18,10,7.0,140.0,1598.1,31962.0,228.29999999999998,224.3,216.45999999999998,221.5,237.6,241.66,242.07999999999998,0.0,0.0,0.0,0.0,1.0
low,18,11,21.0,420.0,5053.3,101066.0,240.63333333333335,242.5,225.7,235.5,246.7,252.3,255.1,0.0,0.0,0.0,0.0,1.0
low,18,12,13.0,260.0,3232.3,64646.0,248.63846153846154,252.3,238.86,242.5,255.1,261.54,263.78000000000003,0.0,0.0,0.0,0.0,1.0
low,18,13,2.0,40.0,503.20000000000005,10064.0,251.60000000000002,251.60000000000002,251.04000000000002,251.25,251.95000000000002,252.16000000000003,252.23000000000002,0.0,0.0,0.0,0.0,1.0
low,18,14,6.0,120.0,1272.0,25440.0,212.0,209.2,179.1,196.95,238.25,247.7,248.4,0.0,0.0,0.0,0.0,1.0
low,18,15,26.0,520.0,3664.4,73288.0,140.93846153846155,140.60000000000002,125.19999999999999,135.0,149.0,156.0,161.25,0.0,0.0,0.038461538461538464,0.0,1.0
low,18,16,9.0,180.0,1502.7,30054.0,166.96666666666667,166.5,159.5,160.9,170.7,176.58,179.94,0.0,0.0,0.0,0.0,1.0
low,18,17,51.0,1020.0,5346.1,106922.0,104.82549019607843,102.1,83.9,90.2,112.1,138.5,139.2,0.0,0.0,0.0,0.0,1.0
low,18,18,121.0,2420.0,3933.3,78666.0,32.506611570247934,27.4,25.5,25.5,36.9,43.7,50.2,0.4214876033057851,0.0,0.0,0.0,1.0
low,18,19,20.0,400.0,3543.6,70872.0,177.18,182.8,149.7,166.85,189.6,195.9,196.18,0.0,0.0,0.0,0.0,1.0
low,18,20,10.0,200.0,1734.3999999999999,34688.0,173.44,174.2,163.84,172.1,179.55,183.34,183.52,0.0,0.0,0.0,0.0,1.0
low,18,21,3.0,60.0,817.6999999999999,16353.999999999998,272.56666666666666,272.9,263.14,266.79999999999995,278.5,281.86,282.98,0.0,0.0,0.0,0.0,1.0
low,18,22,2.0,40.0,689.4000000000001,13788.000000000002,344.70000000000005,344.70000000000005,343.58000000000004,344.0,345.40000000000003,345.82000000000005,345.96000000000004,0.0,0.0,1.0,0.0,1.0
low,18,23,28.0,560.0,4001.2,80024.0,142.9,120.30000000000001,102.1,109.9,180.15,204.72,207.51999999999998,0.0,0.0,0.17857142857142858,0.0,1.0
low,18,24,30.0,600.0,2482.8999999999996,49657.99999999999,82.76333333333332,68.25,25.5,43.55,93.69999999999999,157.96000000000004,191.90999999999994,0.13333333333333333,0.0,0.0,0.0,1.0
low,18,25,7.0,140.0,1692.2999999999997,33845.99999999999,241.7571428571428,249.1,210.18,237.9,259.1,270.34,274.41999999999996,0.0,0.0,0.0,0.0,1.0
low,18,26,7.0,140.0,2398.8999999999996,47977.99999999999,342.69999999999993,344.7,283.94,316.7,361.5,398.74,423.5199999999999,0.0,0.0,1.0,0.0,1.0
low,19,-1,2.0,40.0,354.8,7096.0,177.4,177.4,141.0,154.65,200.15,213.8,218.35,0.0,0.0,1.0,0.0,1.0
low,19,1,44.0,880.0,7331.000000000001,146620.00000000003,166.61363636363637,165.5,143.1,152.2,172.5,193.5,203.44,0.0,0.0,0.0,0.0,1.0
low,19,2,66.0,1320.0,10090.0,201800.0,152.87878787878788,148.0,134.0,141.7,155.7,178.1,181.95000000000002,0.0,0.0,0.0,0.0,1.0
low,19,3,73.0,1460.0,13051.7,261034.0,178.79041095890412,173.9,155.7,165.5,192.1,206.1,214.21999999999997,0.0,0.0,0.0,0.0,1.0
low,19,4,29.0,580.0,5895.7,117914.0,203.29999999999998,201.9,171.94,186.5,221.5,244.18,245.3,0.0,0.0,0.0,0.0,1.0
low,19,5,110.0,2200.0,13928.700000000003,278574.00000000006,126.62454545454548,125.6,110.76,115.44999999999999,134.35,144.64000000000001,155.07,0.0,0.0,0.01818181818181818,0.0,1.0
low,19,6,82.0,1640.0,9539.699999999999,190793.99999999997,116.33780487804877,113.7,102.5,105.3,124.9,134.56,141.63,0.0,0.0,0.024390243902439025,0.0,1.0
low,19,7,137.0,2740.0,15818.400000000001,316368.0,115.46277372262774,115.1,95.36,106.7,123.5,133.3,138.33999999999995,0.0,0.0,0.021897810218978103,0.0,1.0
low,19,8,85.0,1700.0,9769.5,195390.0,114.93529411764706,113.7,98.3,106.7,124.9,132.74,140.02,0.0,0.0,0.0,0.0,1.0
low,19,9,90.0,1800.0,11409.699999999999,228193.99999999997,126.77444444444443,123.5,109.36,115.1,135.75,148.7,152.27,0.0,0.0,0.0,0.0,1.0
low,19,10,95.0,1900.0,9339.900000000001,186798.00000000003,98.31473684210528,96.2,79.4,86.75,105.3,124.34000000000002,129.94,0.0,0.0,0.010526315789473684,0.0,1.0
low,19,11,63.0,1260.0,7886.2,157724.0,125.17777777777778,116.5,102.5,106.7,125.6,171.1,181.74,0.0,0.0,0.0,0.0,1.0
low,19,12,49.0,980.0,5821.2,116424.0,118.8,117.9,101.66,109.5,126.3,139.18,143.94,0.0,0.0,0.02040816326530612,0.0,1.0
low,19,13,23.0,460.0,3054.7,61094.0,132.81304347826085,127.7,119.58,122.8,134.0,161.86,170.54,0.0,0.0,0.043478260869565216,0.0,1.0
low,19,14,15.0,300.0,3687.3,73746.0,245.82000000000002,247.7,219.58,230.4,254.0,263.62,280.59999999999997,0.0,0.0,0.0,0.0,1.0
low,19,15,18.0,360.0,4067.8,81356.0,225.9888888888889,220.4,206.68,210.95,226.35,257.06,264.54999999999995,0.0,0.0,0.0,0.0,1.0
low,19,16,11.0,220.0,2875.2999999999993,57505.999999999985,261.390909090909,254.7,246.3,249.1,268.7,282.7,292.5,0.0,0.0,0.0,0.0,1.0
low,19,17,60.0,1200.0,7260.2,145204.0,121.00333333333333,118.9,104.62,109.1,130.1,145.5,150.04999999999995,0.0,0.0,0.0,0.0,1.0
low,19,18,21.0,420.0,3755.7000000000003,75114.0,178.84285714285716,183.3,153.9,167.9,193.1,200.1,200.1,0.0,0.0,0.0,0.0,1.0
low,19,19,353.0,7060.0,17272.4,345448.0,48.93031161473088,42.6,25.5,29.3,61.6,78.32000000000002,92.11999999999999,0.21529745042492918,0.0,0.0028328611898017,0.0,1.0
low,19,20,48.0,960.0,4023.9000000000005,80478.00000000001,83.83125000000001,83.6,62.93,69.2,92.65,105.44000000000001,107.7,0.0,0.0,0.0,0.0,1.0
low,19,21,59.0,1180.0,9289.9,185798.0,157.45593220338984,152.5,142.42,148.3,167.2,176.38000000000002,183.93999999999997,0.0,0.0,0.0,0.0,1.0
low,19,22,5.0,100.0,1409.9,28198.0,281.98,281.7,278.62,280.3,283.1,285.62,286.46000000000004,0.0,0.0,1.0,0.0,1.0
low,19,23,18.0,360.0,4479.8,89596.0,248.8777777777778,250.7,215.9,231.95,256.55,286.2,301.10999999999996,0.0,0.0,0.05555555555555555,0.0,1.0
low,19,24,18.0,360.0,3384.0,67680.0,188.0,181.9,142.0,165.8,210.20000000000002,237.9,238.38,0.0,0.0,0.0,0.0,1.0
low,19,25,19.0,380.0,2837.0,56740.0,149.31578947368422,146.9,82.10000000000001,134.3,170.89999999999998,207.94,231.9199999999999,0.0,0.0,0.0,0.0,1.0
low,19,26,6.0,120.0,1562.7999999999997,31255.999999999993,260.46666666666664,277.5,222.89999999999998,275.05,279.95,281.0,281.35,0.0,0.0,1.0,0.0,1.0
low,20,1,8.0,160.0,1704.8000000000002,34096.0,213.10000000000002,213.1,201.20000000000002,207.5,219.04999999999998,223.46,227.38,0.0,0.0,0.0,0.0,1.0
low,20,2,16.0,320.0,3023.2,60464.0,188.95,189.3,181.60000000000002,183.35,192.45,197.7,201.2,0.0,0.0,0.0,0.0,1.0
low,20,3,23.0,460.0,4677.299999999999,93545.99999999999,203.36086956521737,201.9,185.1,194.2,213.1,218.42,223.74,0.0,0.0,0.0,0.0,1.0
low,20,4,8.0,160.0,2042.2000000000003,40844.00000000001,255.27500000000003,267.70000000000005,215.76,236.55,275.4,279.6,282.05,0.0,0.0,0.0,0.0,1.0
low,20,5,35.0,700.0,5607.699999999999,112153.99999999997,160.21999999999997,158.5,144.5,152.2,167.60000000000002,176.14,181.17999999999998,0.0,0.0,0.02857142857142857,0.0,1.0
low,20,6,29.0,580.0,4663.7,93274.0,160.81724137931033,157.1,155.42,157.1,166.9,169.7,173.06,0.0,0.0,0.0,0.0,1.0
low,20,7,34.0,680.0,5346.999999999999,106939.99999999999,157.26470588235293,159.9,145.9,154.3,159.9,166.9,170.26,0.0,0.0,0.058823529411764705,0.0,1.0
low,20,8,18.0,360.0,2706.0,54120.0,150.33333333333334,149.39999999999998,140.44,144.5,155.0,164.24,171.73,0.0,0.0,0.0,0.0,1.0
low,20,9,36.0,720.0,5252.400000000001,105048.00000000001,145.9,140.3,131.9,134.7,155.7,166.9,170.75,0.0,0.0,0.0,0.0,1.0
low,20,10,20.0,400.0,2555.4,51108.0,127.77000000000001,127.0,119.16,124.55000000000001,132.6,136.1,136.45,0.0,0.0,0.0,0.0,1.0
low,20,11,7.0,140.0,1130.5,22610.0,161.5,164.1,150.94,155.0,167.60000000000002,169.42000000000002,170.26,0.0,0.0,0.0,0.0,1.0
low,20,12,12.0,240.0,2042.0,40840.0,170.16666666666666,169.7,158.64000000000001,163.05,179.15,186.08,187.13,0.0,0.0,0.0,0.0,1.0
low,20,13,2.0,40.0,364.6,7292.0,182.3,182.3,182.3,182.3,182.3,182.3,182.3,0.0,0.0,0.0,0.0,1.0
low,20,14,5.0,100.0,1426.1,28522.0,285.21999999999997,277.1,273.18,275.7,277.1,305.66,315.18,0.0,0.0,0.0,0.0,1.0
low,20,15,12.0,240.0,3382.0,67640.0,281.8333333333333,281.29999999999995,277.1,278.15,284.45000000000005,288.38,290.59,0.0,0.0,0.0,0.0,1.0
low,20,16,2.0,40.0,600.4,12008.0,300.2,300.2,299.64,299.85,300.54999999999995,300.76,300.83,0.0,0.0,0.0,0.0,1.0
low,20,17,38.0,760.0,4356.799999999999,87135.99999999999,114.65263157894735,110.5,100.7,105.25,122.5,130.36,134.72,0.0,0.0,0.02631578947368421,0.0,1.0
low,20,18,10.0,200.0,1790.4,35808.0,179.04000000000002,174.9,171.82,173.85,181.9,191.26,193.78,0.0,0.0,0.0,0.0,1.0
low,20,19,58.0,1160.0,5015.999999999999,100319.99999999999,86.48275862068964,83.75,66.73,73.475,98.95,107.42000000000002,109.71,0.0,0.0,0.0,0.0,1.0
low,20,20,55.0,1100.0,1833.0,36660.0,33.32727272727273,27.4,25.5,25.5,36.099999999999994,53.24,60.269999999999996,0.4909090909090909,0.0,0.0,0.0,1.0
low,20,21,24.0,480.0,4358.200000000001,87164.00000000001,181.5916666666667,182.10000000000002,171.12,175.95000000000002,186.8,197.57999999999998,198.89,0.0,0.0,0.0,0.0,1.0
low,20,23,12.0,240.0,3184.9999999999995,63699.99999999999,265.41666666666663,255.4,195.51999999999998,233.05,304.05,321.47999999999996,339.53999999999996,0.0,0.0,0.08333333333333333,0.0,1.0
low,20,24,11.0,220.0,1680.4,33608.0,152.76363636363638,167.9,48.3,149.2,174.89999999999998,208.5,218.3,0.0,0.0,0.0,0.0,1.0
low,20,25,7.0,140.0,951.0999999999999,19022.0,135.87142857142857,133.3,109.10000000000001,118.4,154.6,164.98,165.94,0.0,0.0,0.0,0.0,1.0
low,21,-1,1.0,20.0,172.5,3450.0,172.5,172.5,172.5,172.5,172.5,172.5,172.5,0.0,0.0,1.0,0.0,1.0
low,21,1,44.0,880.0,7037.0,140740.0,159.9318181818182,161.3,142.11999999999998,155.35,165.85,171.66,176.7,0.0,0.0,0.0,0.0,1.0
low,21,2,77.0,1540.0,10383.099999999999,207661.99999999997,134.84545454545452,136.1,122.94,129.1,138.9,144.5,150.38,0.0,0.0,0.0,0.0,1.0
low,21,3,119.0,2380.0,14211.4,284228.0,119.4235294117647,117.9,106.7,110.9,124.9,137.78,143.1,0.0,0.0,0.0,0.0,1.0
low,21,4,51.0,1020.0,9074.699999999999,181493.99999999997,177.93529411764703,178.1,159.9,171.8,183.7,189.3,197.7,0.0,0.0,0.0,0.0,1.0
low,21,5,92.0,1840.0,12617.799999999996,252355.9999999999,137.14999999999995,137.5,129.23999999999998,134.7,140.3,143.1,146.53,0.0,0.0,0.010869565217391304,0.0,1.0
low,21,6,34.0,680.0,4673.6,93472.0,137.45882352941177,138.9,125.74000000000001,135.04999999999998,142.75,146.88,148.28,0.0,0.0,0.0,0.0,1.0
low,21,7,53.0,1060.0,8180.7,163614.0,154.35283018867923,151.5,140.58,147.3,164.1,169.42,173.06,0.0,0.0,0.0,0.0,1.0
low,21,8,56.0,1120.0,6960.1,139202.0,124.28750000000001,124.2,112.3,118.95,130.85,134.7,137.85,0.0,0.0,0.0,0.0,1.0
low,21,9,155.0,3100.0,12431.600000000002,248632.00000000006,80.20387096774195,79.4,61.34,68.9,92.0,103.9,105.3,0.0064516129032258064,0.0,0.0064516129032258064,0.0,1.0
low,21,10,57.0,1140.0,7163.400000000001,143268.0,125.67368421052633,123.5,115.94,119.3,127.7,137.5,149.25999999999996,0.0,0.0,0.0,0.0,1.0
low,21,11,19.0,380.0,3927.100000000001,78542.00000000001,206.68947368421058,206.1,196.02,201.9,211.7,216.18,218.0,0.0,0.0,0.0,0.0,1.0
low,21,12,12.0,240.0,2264.6,45292.0,188.71666666666667,191.39999999999998,166.2,180.89999999999998,199.8,205.68,207.99,0.0,0.0,0.0,0.0,1.0
low,21,13,12.0,240.0,2466.2000000000003,49324.00000000001,205.51666666666668,204.0,197.84,201.2,209.95,214.36,217.65,0.0,0.0,0.0,0.0,1.0
low,21,14,10.0,200.0,3229.6000000000004,64592.00000000001,322.96000000000004,324.0,312.94,315.59999999999997,326.9,336.54,337.62,0.0,0.0,0.0,0.0,1.0
low,21,15,8.0,160.0,2476.0,49520.0,309.5,308.79999999999995,298.1,304.4,316.7,318.38,320.34,0.0,0.0,0.0,0.0,1.0
low,21,16,2.0,40.0,670.4000000000001,13408.000000000002,335.20000000000005,335.20000000000005,331.28000000000003,332.75,337.65000000000003,339.12,339.61,0.0,0.0,0.0,0.0,1.0
low,21,17,12.0,240.0,2582.6,51652.0,215.21666666666667,213.39999999999998,190.72,194.5,224.0,249.14000000000001,251.76,0.0,0.0,0.0,0.0,1.0
low,21,18,5.0,100.0,1432.9,28658.0,286.58000000000004,290.1,272.62,274.3,295.7,299.06,300.18,0.0,0.0,0.0,0.0,1.0
low,21,19,61.0,1220.0,9596.100000000004,191922.0000000001,157.31311475409842,155.3,144.1,149.7,165.1,171.1,182.3,0.0,0.0,0.0,0.0,1.0
low,21,20,22.0,440.0,4020.0,80400.0,182.72727272727272,181.9,164.12,179.45,186.4,196.26000000000002,204.27999999999997,0.0,0.0,0.0,0.0,1.0
low,21,21,220.0,4400.0,8456.8,169136.0,38.44,32.15,25.5,27.4,40.7,65.58999999999999,80.6,0.36818181818181817,0.0,0.00909090909090909,0.0,1.0
low,21,22,3.0,60.0,1022.9,20458.0,340.96666666666664,337.7,336.58,337.0,343.29999999999995,346.65999999999997,347.78,0.0,0.0,1.0,0.0,1.0
