scenario,origin_tcs_zone,destination_tcs_zone,legs_5pct,expanded_legs,total_fare_hkd_5pct,expanded_total_fare_hkd,mean_hkd,median_hkd,p10_hkd,p25_hkd,p75_hkd,p90_hkd,p95_hkd,within_flagfall_share,tolled_tunnel_share,taxi_type_unresolved_share,route_distance_unavailable_share,congestion_proxy_unavailable_share
base,13,7,55.0,1100.0,5461.799999999999,109235.99999999999,99.30545454545454,102.5,86.54,93.05,106.0,106.7,108.52,0.0,0.0,0.09090909090909091,0.0,1.0
base,13,8,24.0,480.0,3061.3,61226.0,127.55416666666667,125.6,119.3,121.39999999999999,130.85,139.46,145.06,0.0,0.0,0.0,0.0,1.0
base,13,9,18.0,360.0,2928.6,58572.0,162.7,163.39999999999998,147.44,157.45,165.5,182.3,183.14000000000001,0.0,0.0,0.0,0.0,1.0
base,13,10,20.0,400.0,2659.0,53180.0,132.95,130.5,121.96,129.1,138.55,141.98,144.64000000000001,0.0,0.0,0.0,0.0,1.0
base,13,11,54.0,1080.0,3547.7000000000003,70954.0,65.69814814814815,64.7,47.9,52.1,73.1,99.77000000000001,102.5,0.018518518518518517,0.0,0.018518518518518517,0.0,1.0
base,13,12,30.0,600.0,1735.2,34704.0,57.84,56.3,43.49,50.0,68.375,71.63000000000001,77.3,0.0,0.0,0.0,0.0,1.0
base,13,13,34.0,680.0,1172.9,23458.0,34.497058823529414,29.0,29.0,29.0,37.4,43.91,56.3,0.5294117647058824,0.0,0.0,0.0,1.0
base,13,14,18.0,360.0,3239.3999999999996,64787.99999999999,179.96666666666664,182.3,156.26,173.55,191.75,195.32000000000002,198.39999999999998,0.0,0.0,0.0,0.0,1.0
base,13,15,11.0,220.0,1886.3,37726.0,171.48181818181817,172.5,165.5,169.0,174.60000000000002,175.3,175.3,0.0,0.0,0.0,0.0,1.0
base,13,16,8.0,160.0,1597.0,31940.0,199.625,199.1,195.88000000000002,197.35,201.2,204.14000000000001,205.12,0.0,0.0,0.0,0.0,1.0
base,13,17,12.0,240.0,2573.9999999999995,51479.99999999999,214.49999999999997,212.39999999999998,203.44,205.75,222.9,230.46,232.56,0.0,0.0,0.0,0.0,1.0
base,13,18,4.0,80.0,1012.0,20240.0,253.0,255.1,243.48,249.15,258.95,260.84000000000003,261.47,0.0,0.0,0.0,0.0,1.0
base,13,19,20.0,400.0,2720.6,54412.0,136.03,131.2,118.74,121.75,148.70000000000002,164.38,166.97,0.0,0.0,0.0,0.0,1.0
base,13,20,2.0,40.0,332.4,6648.0,166.2,166.2,158.92,161.65,170.75,173.48000000000002,174.39000000000001,0.0,0.0,0.0,0.0,1.0
base,13,21,7.0,140.0,1448.3000000000002,28966.000000000004,206.90000000000003,203.3,198.82,201.2,212.4,218.14000000000001,219.82,0.0,0.0,0.0,0.0,1.0
base,13,22,7.0,140.0,1341.9,26838.0,191.70000000000002,190.7,184.54,186.5,195.6,201.62,202.46,0.0,0.0,1.0,0.0,1.0
base,13,23,5.0,100.0,900.3,18006.0,180.06,183.7,168.29999999999998,176.7,186.5,189.01999999999998,189.85999999999999,0.0,0.0,0.0,0.0,1.0
base,13,24,4.0,80.0,988.2,19764.0,247.05,248.1,216.88,228.85,266.3,276.38,279.74,0.0,0.0,0.0,0.0,1.0
base,13,25,3.0,60.0,664.5,13290.0,221.5,236.9,195.46,211.0,239.7,241.38,241.94,0.0,0.0,0.0,0.0,1.0
base,13,26,4.0,80.0,1034.3999999999999,20687.999999999996,258.59999999999997,255.1,192.52,193.15,320.55,327.48,329.79,0.0,0.0,1.0,0.0,1.0
base,14,1,23.0,460.0,6266.3,125326.0,272.4478260869565,276.1,238.86,260.7,283.8,299.62,309.0,0.0,0.0,0.0,0.0,1.0
base,14,2,7.0,140.0,2044.6999999999998,40894.0,292.09999999999997,290.1,276.94,285.20000000000005,299.20000000000005,308.02000000000004,313.06,0.0,0.0,0.14285714285714285,0.0,1.0
base,14,3,25.0,500.0,8236.7,164734.0,329.468,327.9,289.82,320.9,346.1,356.74,364.02,0.0,0.0,0.0,0.0,1.0
base,14,4,19.0,380.0,6188.099999999999,123761.99999999999,325.6894736842105,325.1,292.62,312.5,337.0,357.86,379.9799999999999,0.0,0.0,0.0,0.0,1.0
base,14,5,73.0,1460.0,18163.1,363262.0,248.80958904109588,249.5,235.5,246.7,256.5,263.5,264.9,0.0,0.0,0.136986301369863,0.0,1.0
base,14,6,11.0,220.0,2541.5000000000005,50830.00000000001,231.0454545454546,231.3,211.7,223.60000000000002,234.8,245.3,256.5,0.0,0.0,0.0,0.0,1.0
base,14,7,63.0,1260.0,14503.3,290066.0,230.2111111111111,227.1,220.38,227.1,237.60000000000002,245.02,247.95999999999998,0.0,0.0,0.07936507936507936,0.0,1.0
base,14,8,22.0,440.0,5696.2,113924.0,258.91818181818184,256.5,246.84,251.25,269.45,276.94,278.83,0.0,0.0,0.0,0.0,1.0
base,14,9,17.0,340.0,4973.7,99474.0,292.5705882352941,291.5,281.98,284.5,298.5,301.58,308.3,0.0,0.0,0.0,0.0,1.0
base,14,10,12.0,240.0,3138.2000000000003,62764.00000000001,261.5166666666667,262.1,252.58,258.25,274.7,275.96000000000004,276.73,0.0,0.0,0.0,0.0,1.0
base,14,11,36.0,720.0,6235.200000000001,124704.00000000001,173.20000000000002,173.2,150.8,169.7,186.5,190.7,194.9,0.0,0.0,0.0,0.0,1.0
base,14,12,27.0,540.0,5169.9,103398.0,191.47777777777776,193.5,179.78,186.5,198.39999999999998,207.22,212.82,0.0,0.0,0.037037037037037035,0.0,1.0
base,14,13,25.0,500.0,4407.7,88154.0,176.308,179.5,155.42000000000002,176.7,185.1,189.58,197.41999999999996,0.0,0.0,0.04,0.0,1.0
base,14,14,469.0,9380.0,20720.300000000003,414406.00000000006,44.17974413646056,38.8,25.5,29.0,50.2,71.47999999999998,92.3,0.24307036247334754,0.0,0.021321961620469083,0.0,1.0
base,14,15,71.0,1420.0,7247.199999999999,144943.99999999997,102.0732394366197,100.7,85.7,92.3,109.1,120.3,124.5,0.0,0.0,0.028169014084507043,0.0,1.0
base,14,16,61.0,1220.0,6135.9,122718.0,100.58852459016393,95.1,89.5,90.9,110.9,121.7,130.1,0.0,0.0,0.01639344262295082,0.0,1.0
base,14,17,18.0,360.0,4947.599999999999,98951.99999999999,274.8666666666666,272.20000000000005,253.01999999999998,257.85,284.8,302.58,316.78000000000003,0.0,0.0,0.0,0.0,1.0
base,14,18,14.0,280.0,2900.2000000000003,58004.00000000001,207.15714285714287,208.5,189.32000000000002,199.75,212.3,230.62000000000003,238.95,0.0,0.0,0.07142857142857142,0.0,1.0
base,14,19,16.0,320.0,3885.0,77700.0,242.8125,246.7,212.0,227.85,252.25,264.5,279.3,0.0,0.0,0.0625,0.0,1.0
base,14,20,8.0,160.0,2306.4,46128.0,288.3,279.9,268.42,270.1,307.55,317.0,319.45,0.0,0.0,0.0,0.0,1.0
base,14,21,7.0,140.0,2247.7,44954.0,321.09999999999997,321.9,310.42,313.5,323.3,331.70000000000005,338.0,0.0,0.0,0.0,0.0,1.0
base,14,22,36.0,720.0,6015.4,120308.0,167.09444444444443,171.1,152.2,160.25,173.9,176.7,177.39999999999998,0.0,0.0,1.0,0.0,1.0
base,14,23,72.0,1440.0,9609.2,192184.0,133.4611111111111,130.1,73.0,89.5,174.55,202.52,215.9,0.013888888888888888,0.0,0.08333333333333333,0.0,1.0
base,14,24,6.0,120.0,1449.8000000000002,28996.000000000004,241.63333333333335,247.0,184.7,196.25,286.2,293.20000000000005,295.65000000000003,0.0,0.0,0.0,0.0,1.0
base,14,25,2.0,40.0,676.0,13520.0,338.0,338.0,336.32,336.95,339.05,339.68,339.89000000000004,0.0,0.0,0.0,0.0,1.0
base,14,26,12.0,240.0,2191.8,43836.0,182.65,178.1,134.84,136.1,191.04999999999998,266.44,290.45,0.0,0.0,1.0,0.0,1.0
base,15,-1,1.0,20.0,192.1,3842.0,192.1,192.1,192.1,192.1,192.1,192.1,192.1,0.0,0.0,1.0,0.0,1.0
base,15,1,9.0,180.0,2308.5,46170.0,256.5,252.3,247.82,250.9,263.5,264.62,266.86,0.0,0.0,0.1111111111111111,0.0,1.0
base,15,2,7.0,140.0,1934.1000000000001,38682.0,276.3,274.7,271.06,273.3,277.5,283.38,286.74,0.0,0.0,0.0,0.0,1.0
base,15,3,12.0,240.0,3670.2,73404.0,305.84999999999997,311.1,270.5,296.75,316.7,327.62,336.71999999999997,0.0,0.0,0.0,0.0,1.0
base,15,4,9.0,180.0,2811.1,56222.0,312.34444444444443,306.9,298.22,305.5,313.9,327.06,342.18,0.0,0.0,0.0,0.0,1.0
base,15,5,61.0,1220.0,14568.500000000002,291370.00000000006,238.82786885245903,239.7,231.3,238.3,241.1,242.5,243.9,0.0,0.0,0.09836065573770492,0.0,1.0
base,15,6,8.0,160.0,1790.1999999999998,35804.0,223.77499999999998,224.3,215.06,218.0,229.55,232.7,232.7,0.0,0.0,0.0,0.0,1.0
base,15,7,24.0,480.0,5167.6,103352.0,215.3166666666667,218.0,201.9,208.55,222.9,224.85999999999999,226.89,0.0,0.0,0.125,0.0,1.0
base,15,8,12.0,240.0,3024.8,60496.0,252.0666666666667,250.2,237.04000000000002,239.35,261.05,267.56,270.84999999999997,0.0,0.0,0.0,0.0,1.0
base,15,9,9.0,180.0,2552.1000000000004,51042.00000000001,283.5666666666667,285.9,264.90000000000003,278.9,290.1,300.46,301.58,0.0,0.0,0.0,0.0,1.0
base,15,10,10.0,200.0,2483.7999999999997,49675.99999999999,248.37999999999997,249.5,240.54,241.8,253.35,255.79999999999998,258.95,0.0,0.0,0.0,0.0,1.0
base,15,11,27.0,540.0,4695.3,93906.0,173.9,168.3,163.54,164.1,177.39999999999998,181.46,185.24,0.0,0.0,0.0,0.0,1.0
base,15,12,15.0,300.0,2814.3,56286.0,187.62,187.9,175.86,180.2,190.0,204.7,206.38,0.0,0.0,0.0,0.0,1.0
base,15,13,7.0,140.0,1187.9,23758.0,169.70000000000002,169.7,166.62,168.3,171.8,173.06,173.48,0.0,0.0,0.0,0.0,1.0
base,15,14,71.0,1420.0,7099.299999999999,141986.0,99.99014084507041,100.4,85.3,93.7,107.2,114.7,116.8,0.0,0.0,0.014084507042253521,0.0,1.0
base,15,15,129.0,2580.0,3578.1,71562.0,27.73720930232558,25.5,25.5,25.5,29.0,33.1,35.0,0.751937984496124,0.0,0.007751937984496124,0.0,1.0
base,15,16,59.0,1180.0,3248.0000000000005,64960.00000000001,55.05084745762713,54.2,40.32,48.3,59.7,71.1,71.66999999999996,0.0,0.0,0.0,0.0,1.0
base,15,17,25.0,500.0,5131.099999999999,102621.99999999999,205.24399999999997,201.5,190.86,195.9,209.9,221.94,239.29999999999995,0.0,0.0,0.0,0.0,1.0
base,15,18,22.0,440.0,3184.6,63692.0,144.75454545454545,144.1,129.12,140.25,153.2,156.56,160.69,0.0,0.0,0.0,0.0,1.0
base,15,19,16.0,320.0,3622.4,72448.0,226.4,219.9,211.3,213.75,228.2,256.8,272.55,0.0,0.0,0.0,0.0,1.0
base,15,20,12.0,240.0,3320.0000000000005,66400.00000000001,276.6666666666667,275.0,271.64,272.9,280.34999999999997,283.86,285.99,0.0,0.0,0.0,0.0,1.0
base,15,21,4.0,80.0,1205.0,24100.0,301.25,303.0,293.20000000000005,296.35,307.9,307.9,307.9,0.0,0.0,0.0,0.0,1.0
base,15,22,10.0,200.0,2461.4,49228.0,246.14000000000001,236.9,229.34,230.95,265.95,269.1,269.1,0.0,0.0,1.0,0.0,1.0
base,15,23,91.0,1820.0,7355.8,147116.0,80.83296703296703,71.1,38.8,48.099999999999994,123.8,136.1,136.1,0.01098901098901099,0.0,0.12087912087912088,0.0,1.0
base,15,24,14.0,280.0,2525.0000000000005,50500.00000000001,180.3571428571429,160.9,120.16,144.45,181.65,255.82000000000002,304.60999999999996,0.0,0.0,0.07142857142857142,0.0,1.0
base,15,25,4.0,80.0,1346.8000000000002,26936.000000000004,336.70000000000005,338.20000000000005,281.56,298.75,376.15000000000003,390.64000000000004,395.47,0.0,0.0,0.0,0.0,1.0
base,15,26,4.0,80.0,916.8,18336.0,229.2,228.5,211.56,219.75,237.95,247.4,250.54999999999998,0.0,0.0,1.0,0.0,1.0
base,16,1,6.0,120.0,1784.0,35680.0,297.3333333333333,285.9,281.7,285.9,312.15,324.4,326.15,0.0,0.0,0.0,0.0,1.0
base,16,2,6.0,120.0,1831.6,36632.0,305.26666666666665,310.4,291.5,296.75,312.5,313.9,314.6,0.0,0.0,0.0,0.0,1.0
base,16,3,9.0,180.0,3121.8999999999996,62437.99999999999,346.87777777777774,346.1,327.62,339.1,364.3,367.09999999999997,369.9,0.0,0.0,0.0,0.0,1.0
base,16,4,9.0,180.0,3004.3,60086.0,333.81111111111113,336.3,319.78,332.1,341.9,343.58,344.14,0.0,0.0,0.0,0.0,1.0
base,16,5,27.0,540.0,7138.3,142766.0,264.3814814814815,266.3,257.9,260.7,267.7,269.1,269.1,0.0,0.0,0.18518518518518517,0.0,1.0
base,16,6,3.0,60.0,734.5,14690.0,244.83333333333334,241.1,239.98,240.39999999999998,247.39999999999998,251.17999999999998,252.44,0.0,0.0,0.0,0.0,1.0
base,16,7,16.0,320.0,3923.4,78468.0,245.2125,245.3,235.5,240.4,252.3,257.9,259.65,0.0,0.0,0.0,0.0,1.0
base,16,8,9.0,180.0,2384.1000000000004,47682.00000000001,264.90000000000003,263.5,249.5,259.3,274.7,277.5,280.3,0.0,0.0,0.0,0.0,1.0
base,16,9,8.0,160.0,2414.6000000000004,48292.00000000001,301.82500000000005,302.0,285.06,292.2,314.25,316.14,317.12,0.0,0.0,0.0,0.0,1.0
base,16,10,3.0,60.0,870.3,17406.0,290.09999999999997,284.5,273.3,277.5,299.9,309.14,312.22,0.0,0.0,0.0,0.0,1.0
base,16,11,17.0,340.0,3250.2999999999997,65005.99999999999,191.19411764705882,189.3,182.29999999999998,186.5,197.7,201.62,204.14000000000001,0.0,0.0,0.0,0.0,1.0
base,16,12,12.0,240.0,2466.2,49324.0,205.51666666666665,205.39999999999998,199.24,200.5,212.04999999999998,213.1,216.25,0.0,0.0,0.0,0.0,1.0
base,16,13,9.0,180.0,1730.3,34606.0,192.25555555555556,192.1,184.82,189.3,196.3,198.54,200.22,0.0,0.0,0.0,0.0,1.0
base,16,14,53.0,1060.0,5375.099999999999,107501.99999999999,101.41698113207546,96.5,85.58,90.9,107.7,128.98000000000002,144.1,0.0,0.0,0.0,0.0,1.0
base,16,15,55.0,1100.0,3037.4,60748.0,55.22545454545455,57.8,42.6,49.25,59.7,64.22,69.22999999999998,0.0,0.0,0.01818181818181818,0.0,1.0
base,16,16,171.0,3420.0,4627.4,92548.0,27.060818713450292,25.5,25.5,25.5,27.4,31.2,35.0,0.7602339181286549,0.0,0.005847953216374269,0.0,1.0
base,16,17,9.0,180.0,2066.9,41338.0,229.65555555555557,229.5,224.18,226.7,232.3,235.38,238.73999999999998,0.0,0.0,0.0,0.0,1.0
base,16,18,13.0,260.0,2199.8999999999996,43997.99999999999,169.2230769230769,169.3,157.54,160.9,176.7,181.34,184.14,0.0,0.0,0.0,0.0,1.0
base,16,19,13.0,260.0,3474.7000000000003,69494.0,267.2846153846154,254.7,241.82,247.7,302.3,308.18,312.1,0.0,0.0,0.0,0.0,1.0
base,16,20,4.0,80.0,1198.4,23968.0,299.6,294.6,293.9,293.9,300.3,309.3,312.3,0.0,0.0,0.0,0.0,1.0
base,16,21,3.0,60.0,976.9,19538.0,325.6333333333333,324.7,322.46,323.29999999999995,327.5,329.18,329.74,0.0,0.0,0.0,0.0,1.0
base,16,22,8.0,160.0,1878.4,37568.0,234.8,235.5,224.57999999999998,229.2,240.75,245.16,246.63,0.0,0.0,1.0,0.0,1.0
base,16,23,51.0,1020.0,5887.1,117742.0,115.43333333333334,144.1,52.1,78.7,145.5,162.7,162.7,0.0196078431372549,0.0,0.0392156862745098,0.0,1.0
base,16,24,9.0,180.0,2383.2999999999997,47665.99999999999,264.8111111111111,211.3,178.82,201.5,330.3,378.18,415.14,0.0,0.0,0.0,0.0,1.0
base,16,25,3.0,60.0,962.9,19258.0,320.96666666666664,331.7,266.74,291.1,356.2,370.9,375.8,0.0,0.0,0.0,0.0,1.0
base,16,26,9.0,180.0,2230.1,44602.0,247.7888888888889,238.3,198.26,211.7,283.1,312.5,318.09999999999997,0.0,0.0,1.0,0.0,1.0
base,17,1,20.0,400.0,4778.6,95572.0,238.93,238.3,215.76000000000002,234.1,242.85,258.03999999999996,259.93,0.0,0.0,0.0,0.0,1.0
base,17,2,18.0,360.0,4078.0,81560.0,226.55555555555554,225.7,216.74,224.3,229.9,239.14000000000001,241.1,0.0,0.0,0.0,0.0,1.0
base,17,3,18.0,360.0,4442.0,88840.0,246.77777777777777,243.2,219.96,238.65,265.6,271.76,275.75,0.0,0.0,0.0,0.0,1.0
base,17,4,8.0,160.0,2099.6000000000004,41992.00000000001,262.45000000000005,267.0,232.14000000000001,235.5,277.85,291.5,301.3,0.0,0.0,0.0,0.0,1.0
base,17,5,20.0,400.0,4211.6,84232.0,210.58,208.9,200.5,206.1,213.1,226.54000000000005,246.76999999999998,0.0,0.0,0.0,0.0,1.0
base,17,6,50.0,1000.0,9609.199999999999,192183.99999999997,192.18399999999997,187.9,182.3,183.7,192.1,224.3,224.3,0.0,0.0,0.02,0.0,1.0
base,17,7,46.0,920.0,8713.399999999998,174267.99999999994,189.42173913043473,187.9,180.9,182.3,192.1,206.1,220.45,0.0,0.0,0.021739130434782608,0.0,1.0
base,17,8,32.0,640.0,5961.0,119220.0,186.28125,185.1,175.3,179.5,191.39999999999998,197.7,203.01999999999998,0.0,0.0,0.0,0.0,1.0
base,17,9,32.0,640.0,5972.2,119444.0,186.63125,185.8,165.5,173.2,201.2,211.14000000000001,214.5,0.0,0.0,0.0,0.0,1.0
base,17,10,37.0,740.0,6283.1,125662.0,169.81351351351353,169.7,161.3,164.1,176.7,181.73999999999998,187.06,0.0,0.0,0.0,0.0,1.0
base,17,11,22.0,440.0,4266.8,85336.0,193.94545454545457,188.60000000000002,176.84,182.65,193.15,224.3,234.94,0.0,0.0,0.0,0.0,1.0
base,17,12,18.0,360.0,3515.2,70304.0,195.2888888888889,194.2,185.1,188.25,198.75,203.16,210.29999999999995,0.0,0.0,0.0,0.0,1.0
base,17,13,11.0,220.0,2325.9,46518.0,211.44545454545457,210.3,197.7,206.8,218.0,222.9,228.5,0.0,0.0,0.0,0.0,1.0
base,17,14,20.0,400.0,5422.399999999999,108447.99999999997,271.11999999999995,271.5,237.62,264.5,279.15,296.98,300.62,0.0,0.0,0.05,0.0,1.0
base,17,15,21.0,420.0,4272.1,85442.0,203.43333333333334,202.9,190.3,198.7,207.1,219.7,222.5,0.0,0.0,0.0,0.0,1.0
base,17,16,11.0,220.0,2613.5,52270.0,237.5909090909091,230.9,229.5,230.2,250.9,253.3,254.0,0.0,0.0,0.0,0.0,1.0
base,17,17,154.0,3080.0,5937.4,118748.0,38.554545454545455,27.4,25.5,25.5,46.4,71.1,82.82999999999998,0.512987012987013,0.0,0.006493506493506494,0.0,1.0
base,17,18,56.0,1120.0,5690.9,113818.0,101.62321428571428,97.9,81.55,85.3,111.9,130.5,137.1,0.0,0.0,0.0,0.0,1.0
base,17,19,66.0,1320.0,7687.599999999999,153752.0,116.47878787878787,117.5,100.0,106.3,127.25,132.9,136.0,0.0,0.0,0.0,0.0,1.0
base,17,20,39.0,780.0,4391.900000000001,87838.00000000001,112.61282051282053,109.1,97.9,102.1,120.3,133.5,137.94,0.0,0.0,0.0,0.0,1.0
base,17,21,18.0,360.0,4007.0,80140.0,222.61111111111111,221.3,188.9,208.5,235.15,256.8,259.65999999999997,0.0,0.0,0.0,0.0,1.0
base,17,22,2.0,40.0,716.0,14320.0,358.0,358.0,345.12,349.95,366.05,370.88,372.49,0.0,0.0,1.0,0.0,1.0
base,17,23,41.0,820.0,7319.499999999999,146389.99999999997,178.52439024390242,166.9,156.7,166.9,173.9,226.7,239.3,0.0,0.0,0.21951219512195122,0.0,1.0
base,17,24,46.0,920.0,5569.900000000001,111398.00000000001,121.08478260869566,121.0,71.1,89.85,151.1,164.6,174.2,0.0,0.0,0.0,0.0,1.0
base,17,25,4.0,80.0,839.0,16780.0,209.75,208.7,199.66,201.1,217.35,220.68,221.79,0.0,0.0,0.0,0.0,1.0
base,17,26,5.0,100.0,1773.9,35478.0,354.78000000000003,347.5,347.5,347.5,347.5,369.34,376.61999999999995,0.0,0.0,1.0,0.0,1.0
base,18,1,7.0,140.0,2107.7,42154.0,301.09999999999997,299.9,290.1,295.0,306.2,310.26,312.78,0.0,0.0,0.0,0.0,1.0
base,18,2,6.0,120.0,1765.8000000000002,35316.0,294.3,291.5,288.0,290.45000000000005,292.54999999999995,303.4,308.65,0.0,0.0,0.0,0.0,1.0
base,18,3,10.0,200.0,3141.7999999999993,62835.999999999985,314.17999999999995,309.0,295.7,298.5,319.5,345.4,348.54999999999995,0.0,0.0,0.0,0.0,1.0
base,18,4,12.0,240.0,3997.7999999999997,79956.0,333.15,333.5,320.2,327.54999999999995,336.65,337.7,352.18999999999994,0.0,0.0,0.0,0.0,1.0
base,18,5,20.0,400.0,5317.6,106352.0,265.88,267.0,255.66,259.3,271.2,277.92,281.84,0.0,0.0,0.05,0.0,1.0
base,18,6,33.0,660.0,8230.699999999999,164613.99999999997,249.41515151515148,248.1,241.1,241.1,255.1,255.1,259.58,0.0,0.0,0.030303030303030304,0.0,1.0
base,18,7,36.0,720.0,8948.4,178968.0,248.56666666666666,246.7,239.7,239.7,255.1,257.9,262.1,0.0,0.0,0.0,0.0,1.0
base,18,8,12.0,240.0,3026.2000000000003,60524.00000000001,252.18333333333337,250.2,231.44,248.45,266.65,267.7,268.33,0.0,0.0,0.0,0.0,1.0
base,18,9,17.0,340.0,4293.299999999999,85865.99999999999,252.54705882352937,248.1,238.01999999999998,243.9,260.7,276.38,280.29999999999995,0.0,0.0,0.0,0.0,1.0
base,18,10,8.0,160.0,1884.0,37680.0,235.5,229.2,217.01999999999998,222.9,241.45,255.51999999999998,270.71,0.0,0.0,0.0,0.0,1.0
base,18,11,21.0,420.0,5040.700000000001,100814.00000000001,240.03333333333336,242.5,224.3,234.1,246.7,252.3,255.1,0.0,0.0,0.0,0.0,1.0
base,18,12,15.0,300.0,3731.3000000000006,74626.00000000001,248.7533333333334,252.3,237.46,241.8,257.2,262.1,263.36,0.0,0.0,0.0,0.0,1.0
base,18,13,4.0,80.0,1003.6000000000001,20072.000000000004,250.90000000000003,251.60000000000002,246.98000000000002,249.5,253.0,254.26,254.68,0.0,0.0,0.0,0.0,1.0
base,18,14,10.0,200.0,2106.0,42120.0,210.6,211.3,191.42,198.0,215.15,246.58,247.84,0.0,0.0,0.0,0.0,1.0
base,18,15,26.0,520.0,3731.6,74632.0,143.52307692307693,142.7,129.4,137.45,150.75,156.0,161.25,0.0,0.0,0.038461538461538464,0.0,1.0
base,18,16,11.0,220.0,1848.3000000000002,36966.0,168.02727272727273,166.5,160.9,161.60000000000002,172.10000000000002,181.9,182.60000000000002,0.0,0.0,0.0,0.0,1.0
base,18,17,59.0,1180.0,6023.9,120478.0,102.1,99.3,80.22,86.0,111.9,134.02,138.5,0.0,0.0,0.0,0.0,1.0
base,18,18,128.0,2560.0,4259.700000000001,85194.00000000001,33.278906250000006,29.3,25.5,25.5,36.9,44.5,55.80499999999995,0.3828125,0.0,0.0,0.0,1.0
base,18,19,22.0,440.0,3907.7999999999997,78156.0,177.62727272727273,182.8,150.95999999999998,166.85,188.55,195.9,201.22,0.0,0.0,0.0,0.0,1.0
base,18,20,10.0,200.0,1720.3999999999999,34408.0,172.04,172.8,163.84,167.9,176.25,183.34,183.52,0.0,0.0,0.0,0.0,1.0
base,18,21,4.0,80.0,1097.6,21952.0,274.4,276.4,264.36,269.84999999999997,280.95,282.84000000000003,283.47,0.0,0.0,0.0,0.0,1.0
base,18,22,1.0,20.0,346.1,6922.0,346.1,346.1,346.1,346.1,346.1,346.1,346.1,0.0,0.0,1.0,0.0,1.0
base,18,23,32.0,640.0,4629.4,92588.0,144.66875,127.30000000000001,102.1,109.9,180.15,204.02,206.95999999999998,0.0,0.0,0.15625,0.0,1.0
base,18,24,32.0,640.0,2611.6,52232.0,81.6125,63.5,26.07,41.65,96.5,155.3,190.08999999999997,0.125,0.0,0.0,0.0,1.0
base,18,25,7.0,140.0,1692.2999999999997,33845.99999999999,241.7571428571428,249.1,210.18,237.9,259.1,270.34,274.41999999999996,0.0,0.0,0.0,0.0,1.0
base,18,26,7.0,140.0,2398.8999999999996,47977.99999999999,342.69999999999993,344.7,283.94,316.7,361.5,398.74,423.5199999999999,0.0,0.0,1.0,0.0,1.0
base,19,-1,2.0,40.0,354.8,7096.0,177.4,177.4,141.0,154.65,200.15,213.8,218.35,0.0,0.0,1.0,0.0,1.0
base,19,1,48.0,960.0,8099.400000000001,161988.0,168.7375,165.5,144.08,152.2,172.85,193.92000000000002,215.40999999999997,0.0,0.0,0.0,0.0,1.0
base,19,2,76.0,1520.0,11631.6,232632.0,153.04736842105262,149.39999999999998,133.3,141.7,156.04999999999998,178.1,182.3,0.0,0.0,0.0,0.0,1.0
base,19,3,83.0,1660.0,14855.099999999999,297102.0,178.9771084337349,173.9,155.7,165.5,193.5,205.82,212.67999999999995,0.0,0.0,0.0,0.0,1.0
base,19,4,29.0,580.0,5915.299999999999,118305.99999999999,203.97586206896548,201.9,174.74,189.3,221.5,244.18,245.3,0.0,0.0,0.0,0.0,1.0
base,19,5,122.0,2440.0,15420.500000000002,308410.00000000006,126.39754098360658,124.9,110.9,115.1,133.3,143.1,155.62999999999997,0.0,0.0,0.02459016393442623,0.0,1.0
base,19,6,102.0,2040.0,11813.0,236260.0,115.81372549019608,113.7,100.61000000000001,105.3,124.55000000000001,133.3,141.62999999999997,0.0,0.0,0.0196078431372549,0.0,1.0
base,19,7,155.0,3100.0,17977.699999999997,359553.99999999994,115.98516129032257,115.1,94.1,107.4,124.9,134.7,142.11999999999998,0.0,0.0,0.03870967741935484,0.0,1.0
base,19,8,93.0,1860.0,10599.3,211986.0,113.97096774193548,110.9,98.3,106.7,120.7,131.9,142.25999999999993,0.0,0.0,0.0,0.0,1.0
base,19,9,95.0,1900.0,12024.4,240488.0,126.57263157894737,122.1,107.26,114.4,137.5,148.7,151.92,0.0,0.0,0.0,0.0,1.0
base,19,10,105.0,2100.0,10223.499999999998,204469.99999999997,97.36666666666665,94.1,77.3,85.7,105.3,121.82000000000004,131.34,0.0,0.0,0.009523809523809525,0.0,1.0
base,19,11,72.0,1440.0,8994.900000000001,179898.00000000003,124.92916666666669,115.8,102.5,107.75,128.4,171.1,179.22000000000003,0.0,0.0,0.0,0.0,1.0
base,19,12,54.0,1080.0,6379.199999999999,127583.99999999997,118.13333333333331,117.2,101.03,109.5,126.3,138.06,143.58999999999997,0.0,0.0,0.018518518518518517,0.0,1.0
base,19,13,26.0,520.0,3586.2,71724.0,137.93076923076922,129.8,120.0,123.5,151.5,170.39999999999998,178.45,0.0,0.0,0.038461538461538464,0.0,1.0
base,19,14,14.0,280.0,3442.4,68848.0,245.8857142857143,248.39999999999998,219.26000000000002,230.15,254.35,264.64,282.75,0.0,0.0,0.0,0.0,1.0
base,19,15,18.0,360.0,4171.4,83428.0,231.7444444444444,224.10000000000002,209.06,213.04999999999998,240.0,273.04,282.05999999999995,0.0,0.0,0.0,0.0,1.0
base,19,16,13.0,260.0,3369.7,67394.0,259.2076923076923,252.3,245.5,247.7,261.7,281.3,290.53999999999996,0.0,0.0,0.0,0.0,1.0
base,19,17,66.0,1320.0,7942.599999999999,158852.0,120.34242424242423,118.9,104.9,109.1,130.1,141.0,145.5,0.0,0.0,0.0,0.0,1.0
