scenario,person_id,taxi_legs_5pct,daily_total_fare_hkd_5pct,expanded_daily_total_fare_hkd
low,hk_person_03007025,2,200.1,4002.0
low,hk_person_03007093,2,112.6,2252.0
low,hk_person_03007616,2,228.8,4576.0
low,hk_person_03007737,3,147.9,2958.0
low,hk_person_03008457,3,310.3,6206.0
low,hk_person_03012354,2,60.1,1202.0
low,hk_person_03012364,3,231.9,4638.0
low,hk_person_03013410,3,535.7,10714.0
low,hk_person_03015523,3,377.5,7550.0
low,hk_person_03015665,3,101.7,2034.0
low,hk_person_03018669,2,213.39999999999998,4268.0
low,hk_person_03019403,2,233.0,4660.0
low,hk_person_03019889,2,315.6,6312.0
low,hk_person_03020759,3,289.3,5786.0
low,hk_person_03021701,3,225.6,4512.0
low,hk_person_03022060,2,163.0,3260.0
low,hk_person_03023528,3,362.09999999999997,7241.999999999999
low,hk_person_03024731,2,169.3,3386.0
low,hk_person_03025417,3,612.7,12254.0
low,hk_person_03026902,2,251.2,5024.0
low,hk_person_03027472,3,262.7,5254.0
low,hk_person_03027912,2,219.0,4380.0
low,hk_person_03028120,2,242.8,4856.0
low,hk_person_03028236,3,160.5,3210.0
low,hk_person_03028561,3,192.0,3840.0
low,hk_person_03030170,2,74.80000000000001,1496.0000000000002
low,hk_person_03030339,3,451.7,9034.0
low,hk_person_03031082,2,95.80000000000001,1916.0000000000002
low,hk_person_03033700,2,338.0,6760.0
low,hk_person_03034757,2,194.5,3890.0
low,hk_person_03034898,3,357.20000000000005,7144.000000000001
low,hk_person_03035175,2,116.8,2336.0
low,hk_person_03035691,2,74.8,1496.0
low,hk_person_03036945,2,190.3,3806.0
low,hk_person_03037423,2,83.2,1664.0
low,hk_person_03037505,2,252.60000000000002,5052.0
low,hk_person_03038341,2,220.4,4408.0
low,hk_person_03038732,2,151.10000000000002,3022.0000000000005
low,hk_person_03038737,2,605.4000000000001,12108.000000000002
low,hk_person_03043075,3,616.9000000000001,12338.000000000002
low,hk_person_03043240,2,413.6,8272.0
low,hk_person_03043254,2,287.6,5752.0
low,hk_person_03043279,3,263.4,5268.0
low,hk_person_03044912,3,332.70000000000005,6654.000000000001
low,hk_person_03045527,3,171.0,3420.0
low,hk_person_03046969,3,220.0,4400.0
low,hk_person_03047500,3,387.3,7746.0
low,hk_person_03047811,2,328.2,6564.0
low,hk_person_03048409,2,216.2,4324.0
low,hk_person_03048410,2,93.7,1874.0
low,hk_person_03048657,3,332.7,6654.0
low,hk_person_03050335,2,104.19999999999999,2084.0
low,hk_person_03051470,2,213.4,4268.0
low,hk_person_03051471,2,144.1,2882.0
low,hk_person_03053538,2,297.4,5948.0
low,hk_person_03053815,2,60.1,1202.0
low,hk_person_03055308,2,235.8,4716.0
low,hk_person_03056154,2,146.2,2924.0
low,hk_person_03056501,2,227.4,4548.0
low,hk_person_03057617,2,76.9,1538.0
low,hk_person_03057891,2,293.20000000000005,5864.000000000001
low,hk_person_03059873,2,68.5,1370.0
low,hk_person_03060316,3,192.0,3840.0
low,hk_person_03061213,3,196.2,3924.0
low,hk_person_03061214,2,228.8,4576.0
low,hk_person_03061734,2,58.0,1160.0
low,hk_person_03061908,3,200.4,4008.0
low,hk_person_03062168,2,104.2,2084.0
low,hk_person_03062920,2,188.2,3764.0
low,hk_person_03063265,3,324.3,6486.0
low,hk_person_03064896,3,213.0,4260.0
low,hk_person_03065898,2,259.6,5192.0
low,hk_person_03066123,2,219.0,4380.0
low,hk_person_03066686,2,91.6,1832.0
low,hk_person_03067534,3,266.2,5324.0
low,hk_person_03067895,2,154.60000000000002,3092.0000000000005
low,hk_person_03068759,2,152.5,3050.0
low,hk_person_03068916,2,169.3,3386.0
low,hk_person_03069143,2,307.20000000000005,6144.000000000001
low,hk_person_03069188,2,127.30000000000001,2546.0
low,hk_person_03069601,2,68.5,1370.0
low,hk_person_03069648,3,158.4,3168.0
low,hk_person_03070850,2,58.0,1160.0
low,hk_person_03072686,3,541.3,10826.0
low,hk_person_03072738,2,471.0,9420.0
low,hk_person_03073541,2,206.4,4128.0
low,hk_person_03074394,3,269.0,5380.0
low,hk_person_03074775,3,308.9,6178.0
low,hk_person_03074821,3,173.1,3462.0
low,hk_person_03074885,3,158.4,3168.0
low,hk_person_03076881,3,185.7,3714.0
low,hk_person_03077220,2,146.2,2924.0
low,hk_person_03077771,3,208.8,4176.0
low,hk_person_03077778,3,147.9,2958.0
low,hk_person_03077841,3,397.1,7942.0
low,hk_person_03079116,2,58.0,1160.0
low,hk_person_03079871,3,644.2,12884.0
low,hk_person_03080445,3,215.1,4302.0
low,hk_person_03080610,2,213.39999999999998,4268.0
low,hk_person_03080623,3,126.9,2538.0
low,hk_person_03080697,3,87.0,1740.0
low,hk_person_03081126,3,208.8,4176.0
low,hk_person_03082530,2,194.5,3890.0
low,hk_person_03082638,3,181.5,3630.0
low,hk_person_03083508,3,283.0,5660.0
low,hk_person_03083727,2,129.4,2588.0
low,hk_person_03083985,3,206.7,4134.0
low,hk_person_03084008,3,95.4,1908.0
low,hk_person_03084075,2,228.8,4576.0
low,hk_person_03084851,2,234.4,4688.0
low,hk_person_03084854,2,85.3,1706.0
low,hk_person_03085247,3,194.1,3882.0
low,hk_person_03085278,3,276.0,5520.0
low,hk_person_03085802,2,192.4,3848.0
low,hk_person_03087189,2,190.3,3806.0
low,hk_person_03087425,2,430.4,8608.0
low,hk_person_03087585,3,187.8,3756.0
low,hk_person_03087586,2,72.69999999999999,1453.9999999999998
low,hk_person_03087784,2,62.2,1244.0
low,hk_person_03088052,2,62.2,1244.0
low,hk_person_03089631,3,150.0,3000.0
low,hk_person_03089696,2,163.0,3260.0
low,hk_person_03090790,2,179.8,3596.0
low,hk_person_03091292,2,177.7,3554.0
low,hk_person_03091691,2,148.3,2966.0
low,hk_person_03091769,3,366.29999999999995,7325.999999999999
low,hk_person_03092031,3,135.3,2706.0
low,hk_person_03092033,2,72.7,1454.0
low,hk_person_03092719,3,377.5,7550.0
low,hk_person_03092964,3,150.0,3000.0
low,hk_person_03093028,3,260.6,5212.0
low,hk_person_03094726,2,146.2,2924.0
low,hk_person_03095118,2,91.6,1832.0
low,hk_person_03095712,2,62.2,1244.0
low,hk_person_03095737,3,277.4,5548.0
low,hk_person_03096409,3,295.6,5912.0
low,hk_person_03096410,2,150.39999999999998,3007.9999999999995
low,hk_person_03097651,2,81.1,1622.0
low,hk_person_03098658,2,58.0,1160.0
low,hk_person_03099093,2,112.6,2252.0
low,hk_person_03099344,2,131.5,2630.0
low,hk_person_03100543,3,194.1,3882.0
low,hk_person_03100602,2,64.3,1286.0
low,hk_person_03101009,3,126.9,2538.0
low,hk_person_03101853,2,116.80000000000001,2336.0
low,hk_person_03101968,2,235.8,4716.0
low,hk_person_03102072,2,227.4,4548.0
low,hk_person_03102990,2,209.2,4184.0
low,hk_person_03104186,2,58.0,1160.0
low,hk_person_03104346,3,171.0,3420.0
low,hk_person_03104974,2,167.2,3344.0
low,hk_person_03105177,3,259.2,5184.0
low,hk_person_03105334,2,79.0,1580.0
low,hk_person_03105925,3,299.1,5982.0
low,hk_person_03105964,2,227.39999999999998,4548.0
low,hk_person_03106393,2,459.8,9196.0
low,hk_person_03106870,2,144.10000000000002,2882.0000000000005
low,hk_person_03106885,3,565.1,11302.0
low,hk_person_03107515,3,175.2,3504.0
low,hk_person_03109026,2,72.69999999999999,1453.9999999999998
low,hk_person_03109412,3,572.1,11442.0
low,hk_person_03109553,3,190.6,3812.0
low,hk_person_03109555,2,140.6,2812.0
low,hk_person_03111223,3,281.6,5632.0
low,hk_person_03111520,2,58.0,1160.0
low,hk_person_03111522,2,520.0,10400.0
low,hk_person_03112044,2,228.8,4576.0
low,hk_person_03112547,3,310.3,6206.0
low,hk_person_03112996,3,131.10000000000002,2622.0000000000005
low,hk_person_03114004,2,58.0,1160.0
low,hk_person_03114321,3,156.3,3126.0
low,hk_person_03114441,2,58.0,1160.0
low,hk_person_03115081,3,467.1,9342.0
low,hk_person_03115086,3,278.1,5562.0
low,hk_person_03115145,3,250.1,5002.0
low,hk_person_03116323,2,564.8,11296.0
low,hk_person_03116519,2,58.0,1160.0
low,hk_person_03116620,2,66.4,1328.0
low,hk_person_03116889,2,194.5,3890.0
low,hk_person_03117114,2,524.2,10484.0
low,hk_person_03117119,3,389.4,7788.0
low,hk_person_03117224,3,381.0,7620.0
low,hk_person_03117824,2,322.6,6452.0
low,hk_person_03118014,2,154.60000000000002,3092.0000000000005
low,hk_person_03118101,2,196.6,3932.0
low,hk_person_03119129,3,112.2,2244.0
low,hk_person_03119946,3,496.5,9930.0
low,hk_person_03120032,3,189.9,3798.0
low,hk_person_03120039,2,85.3,1706.0
low,hk_person_03120263,2,112.6,2252.0
low,hk_person_03120751,2,68.5,1370.0
low,hk_person_03121400,2,58.0,1160.0
low,hk_person_03121760,3,110.1,2202.0
low,hk_person_03121763,2,258.2,5164.0
low,hk_person_03121900,3,582.6,11652.0
low,hk_person_03122860,3,413.9,8278.0
low,hk_person_03123008,2,490.6,9812.0
low,hk_person_03123086,2,165.1,3302.0
low,hk_person_03123838,2,268.0,5360.0
low,hk_person_03123975,2,493.4,9868.0
low,hk_person_03125067,2,163.0,3260.0
low,hk_person_03125257,3,278.1,5562.0
low,hk_person_03125435,2,251.2,5024.0
low,hk_person_03125914,3,175.2,3504.0
low,hk_person_03126212,2,248.4,4968.0
low,hk_person_03126382,3,181.5,3630.0
low,hk_person_03127131,3,110.1,2202.0
low,hk_person_03127910,3,255.0,5100.0
low,hk_person_03128531,3,287.9,5758.0
low,hk_person_03128678,2,187.5,3750.0
low,hk_person_03128870,3,114.30000000000001,2286.0
low,hk_person_03128927,3,681.3,13626.0
low,hk_person_03128982,2,58.0,1160.0
low,hk_person_03129334,2,129.4,2588.0
low,hk_person_03129510,3,385.9,7718.0
low,hk_person_03129526,2,184.0,3680.0
low,hk_person_03129527,3,519.6,10392.0
low,hk_person_03129792,3,234.0,4680.0
low,hk_person_03130697,2,307.20000000000005,6144.000000000001
low,hk_person_03130847,3,276.0,5520.0
low,hk_person_03131930,3,273.9,5478.0
low,hk_person_03132209,2,68.5,1370.0
low,hk_person_03132368,3,192.0,3840.0
low,hk_person_03132534,5,187.0,3740.0
low,hk_person_03132654,2,249.8,4996.0
low,hk_person_03132920,2,74.80000000000001,1496.0000000000002
low,hk_person_03133999,3,346.7,6934.0
low,hk_person_03134757,2,68.5,1370.0
low,hk_person_03134783,3,353.0,7060.0
low,hk_person_03135082,3,350.9,7018.0
low,hk_person_03135734,2,240.0,4800.0
low,hk_person_03135830,2,116.8,2336.0
low,hk_person_03135843,2,287.6,5752.0
low,hk_person_03137296,3,272.5,5450.0
low,hk_person_03137920,2,79.0,1580.0
low,hk_person_03137982,2,158.8,3176.0
low,hk_person_03138268,2,678.2,13564.0
low,hk_person_03138407,3,219.3,4386.0
low,hk_person_03138572,3,267.6,5352.0
low,hk_person_03138713,2,66.4,1328.0
low,hk_person_03139222,3,198.3,3966.0
low,hk_person_03139223,2,79.0,1580.0
low,hk_person_03140161,2,177.7,3554.0
low,hk_person_03140434,3,95.4,1908.0
low,hk_person_03140497,3,356.5,7130.0
low,hk_person_03140620,2,89.5,1790.0
low,hk_person_03141334,2,72.69999999999999,1453.9999999999998
low,hk_person_03141495,2,266.6,5332.0
low,hk_person_03141615,2,207.10000000000002,4142.0
low,hk_person_03143715,2,158.8,3176.0
low,hk_person_03143737,2,200.10000000000002,4002.0000000000005
low,hk_person_03144401,2,494.8,9896.0
low,hk_person_03144561,2,66.4,1328.0
low,hk_person_03146116,2,68.5,1370.0
low,hk_person_03146396,2,167.2,3344.0
low,hk_person_03147145,2,58.0,1160.0
low,hk_person_03147297,2,235.8,4716.0
low,hk_person_03149729,3,303.3,6066.0
low,hk_person_03149732,3,120.6,2412.0
low,hk_person_03150451,2,146.2,2924.0
low,hk_person_03151203,2,146.2,2924.0
low,hk_person_03151614,2,224.6,4492.0
low,hk_person_03151709,2,83.2,1664.0
low,hk_person_03153979,2,58.0,1160.0
low,hk_person_03154511,2,198.7,3974.0
low,hk_person_03155237,2,123.10000000000001,2462.0
low,hk_person_03155696,3,114.3,2286.0
low,hk_person_03155698,2,112.6,2252.0
low,hk_person_03156190,2,58.0,1160.0
low,hk_person_03158021,3,426.5,8530.0
low,hk_person_03161123,2,129.4,2588.0
low,hk_person_03161168,2,62.2,1244.0
low,hk_person_03161170,2,160.9,3218.0
low,hk_person_03161456,2,58.0,1160.0
low,hk_person_03161477,3,234.0,4680.0
low,hk_person_03161539,3,432.79999999999995,8656.0
low,hk_person_03162012,3,173.1,3462.0
low,hk_person_03162232,2,212.0,4240.0
low,hk_person_03162810,3,329.9,6598.0
low,hk_person_03164885,2,208.5,4170.0
low,hk_person_03166358,3,189.9,3798.0
low,hk_person_03167012,2,74.80000000000001,1496.0000000000002
low,hk_person_03167013,3,366.3,7326.0
low,hk_person_03167231,2,100.0,2000.0
low,hk_person_03167539,3,124.8,2496.0
low,hk_person_03169791,3,276.0,5520.0
low,hk_person_03174306,3,246.60000000000002,4932.0
low,hk_person_03174697,2,58.0,1160.0
low,hk_person_03174700,3,208.8,4176.0
low,hk_person_03175954,2,64.30000000000001,1286.0000000000002
low,hk_person_03176973,2,68.5,1370.0
low,hk_person_03177869,3,231.2,4624.0
low,hk_person_03178352,3,280.2,5604.0
low,hk_person_03178610,3,660.3,13206.0
low,hk_person_03179768,3,278.8,5576.0
low,hk_person_03180015,2,198.7,3974.0
low,hk_person_03180797,3,208.8,4176.0
low,hk_person_03182363,2,79.0,1580.0
low,hk_person_03182364,2,135.7,2714.0
low,hk_person_03182599,3,262.0,5240.0
low,hk_person_03182600,2,85.30000000000001,1706.0000000000002
low,hk_person_03182742,2,234.39999999999998,4688.0
low,hk_person_03183524,3,288.6,5772.0
low,hk_person_03184559,2,135.7,2714.0
low,hk_person_03185551,3,629.5,12590.0
low,hk_person_03185807,2,60.1,1202.0
low,hk_person_03185973,3,381.7,7634.0
low,hk_person_03188540,2,58.0,1160.0
low,hk_person_03189405,2,176.3,3526.0
low,hk_person_03190084,2,152.5,3050.0
low,hk_person_03190249,3,286.5,5730.0
low,hk_person_03191149,3,126.9,2538.0
low,hk_person_03191285,2,188.2,3764.0
low,hk_person_03191499,3,141.6,2832.0
low,hk_person_03191500,3,99.6,1992.0
low,hk_person_03192759,2,118.9,2378.0
low,hk_person_03193143,3,278.1,5562.0
low,hk_person_03195677,2,261.0,5220.0
low,hk_person_03196070,3,200.39999999999998,4007.9999999999995
low,hk_person_03196958,2,58.0,1160.0
low,hk_person_03196959,2,58.0,1160.0
low,hk_person_03197864,2,557.8,11156.0
low,hk_person_03200234,3,547.6,10952.0
low,hk_person_03200896,2,342.20000000000005,6844.000000000001
low,hk_person_03201099,3,383.1,7662.0
low,hk_person_03201612,3,116.4,2328.0
low,hk_person_03202206,2,58.0,1160.0
low,hk_person_03202414,2,72.69999999999999,1453.9999999999998
low,hk_person_03203556,3,173.1,3462.0
low,hk_person_03204107,3,110.1,2202.0
low,hk_person_03204108,2,268.0,5360.0
low,hk_person_03205318,2,135.7,2714.0
low,hk_person_03206526,2,74.8,1496.0
low,hk_person_03206976,2,62.2,1244.0
low,hk_person_03207129,2,216.2,4324.0
low,hk_person_03209874,2,123.1,2462.0
low,hk_person_03211038,2,58.0,1160.0
low,hk_person_03211385,2,192.4,3848.0
low,hk_person_03211544,3,337.6,6752.0
low,hk_person_03212318,3,227.7,4554.0
low,hk_person_03212800,3,99.6,1992.0
low,hk_person_03214068,3,183.6,3672.0
low,hk_person_03214653,2,85.30000000000001,1706.0000000000002
low,hk_person_03214981,2,204.3,4086.0
low,hk_person_03215044,3,93.30000000000001,1866.0000000000002
low,hk_person_03215574,2,436.0,8720.0
low,hk_person_03216166,3,236.1,4722.0
low,hk_person_03217127,3,87.0,1740.0
low,hk_person_03218403,2,430.4,8608.0
low,hk_person_03218792,2,93.7,1874.0
low,hk_person_03218893,2,213.39999999999998,4268.0
low,hk_person_03220920,2,256.8,5136.0
low,hk_person_03223248,2,175.6,3512.0
low,hk_person_03223250,2,97.9,1958.0
low,hk_person_03225976,2,58.0,1160.0
low,hk_person_03226652,2,83.2,1664.0
low,hk_person_03227148,3,246.6,4932.0
low,hk_person_03227280,3,198.3,3966.0
low,hk_person_03227775,2,169.3,3386.0
low,hk_person_03228199,3,329.20000000000005,6584.000000000001
low,hk_person_03228406,3,349.5,6990.0
low,hk_person_03228449,2,79.0,1580.0
low,hk_person_03229065,2,291.8,5836.0
low,hk_person_03229432,3,87.0,1740.0
low,hk_person_03229663,2,241.4,4828.0
low,hk_person_03229743,2,95.8,1916.0
low,hk_person_03230296,2,97.9,1958.0
low,hk_person_03230297,3,160.5,3210.0
low,hk_person_03230601,3,266.9,5338.0
low,hk_person_03230704,3,93.3,1866.0
low,hk_person_03230705,2,482.2,9644.0
low,hk_person_03230946,2,89.5,1790.0
low,hk_person_03231720,2,254.0,5080.0
low,hk_person_03231883,3,314.5,6290.0
low,hk_person_03232541,2,146.2,2924.0
low,hk_person_03234613,2,181.9,3638.0
low,hk_person_03235465,3,267.6,5352.0
low,hk_person_03236041,2,413.6,8272.0
low,hk_person_03236687,3,422.3,8446.0
low,hk_person_03237833,3,385.9,7718.0
low,hk_person_03238974,2,116.8,2336.0
low,hk_person_03239252,2,188.2,3764.0
low,hk_person_03239693,2,110.5,2210.0
low,hk_person_03240115,2,188.2,3764.0
low,hk_person_03240666,2,312.8,6256.0
low,hk_person_03240853,2,58.0,1160.0
low,hk_person_03240917,3,116.4,2328.0
low,hk_person_03241027,2,204.3,4086.0
low,hk_person_03241079,3,310.29999999999995,6205.999999999999
low,hk_person_03241516,2,375.79999999999995,7515.999999999999
low,hk_person_03241532,3,241.0,4820.0
low,hk_person_03243290,2,97.9,1958.0
low,hk_person_03244447,2,214.8,4296.0
low,hk_person_03244570,3,231.2,4624.0
low,hk_person_03244929,2,58.0,1160.0
low,hk_person_03245121,3,236.10000000000002,4722.0
low,hk_person_03245243,2,245.6,4912.0
low,hk_person_03245523,2,74.8,1496.0
low,hk_person_03246379,2,186.1,3722.0
low,hk_person_03248130,3,380.29999999999995,7605.999999999999
low,hk_person_03248412,2,89.5,1790.0
low,hk_person_03248578,2,108.4,2168.0
low,hk_person_03248983,2,270.8,5416.0
low,hk_person_03249815,2,110.5,2210.0
low,hk_person_03249847,3,192.0,3840.0
low,hk_person_03250202,2,83.2,1664.0
low,hk_person_03250733,2,191.0,3820.0
low,hk_person_03250835,2,79.0,1580.0
low,hk_person_03252052,3,270.4,5408.0
low,hk_person_03252059,3,87.0,1740.0
low,hk_person_03255614,3,131.1,2622.0
low,hk_person_03256534,3,112.19999999999999,2244.0
low,hk_person_03256542,2,167.2,3344.0
low,hk_person_03257301,2,58.0,1160.0
low,hk_person_03257708,2,186.1,3722.0
low,hk_person_03258268,2,58.0,1160.0
low,hk_person_03259623,3,694.6,13892.0
low,hk_person_03259764,2,450.0,9000.0
low,hk_person_03259856,3,194.1,3882.0
low,hk_person_03261195,2,64.3,1286.0
low,hk_person_03261203,2,58.0,1160.0
low,hk_person_03261940,2,261.0,5220.0
low,hk_person_03262816,2,462.6,9252.0
low,hk_person_03263031,2,81.1,1622.0
low,hk_person_03263320,2,535.4,10708.0
low,hk_person_03264388,3,213.0,4260.0
low,hk_person_03264796,2,163.0,3260.0
low,hk_person_03265133,2,196.6,3932.0
low,hk_person_03265161,2,116.8,2336.0
low,hk_person_03265245,3,189.9,3798.0
low,hk_person_03265505,2,465.4,9308.0
low,hk_person_03265767,2,68.5,1370.0
low,hk_person_03265768,2,194.5,3890.0
low,hk_person_03266207,2,252.6,5052.0
low,hk_person_03266464,3,350.9,7018.0
low,hk_person_03267650,3,177.3,3546.0
low,hk_person_03267758,2,277.79999999999995,5555.999999999999
low,hk_person_03268168,2,291.8,5836.0
low,hk_person_03269931,2,424.8,8496.0
low,hk_person_03271573,3,331.3,6626.0
low,hk_person_03271904,3,187.8,3756.0
low,hk_person_03271905,2,81.1,1622.0
low,hk_person_03272271,3,124.8,2496.0
low,hk_person_03272272,2,104.2,2084.0
low,hk_person_03273001,2,70.6,1412.0
low,hk_person_03274193,2,114.69999999999999,2294.0
low,hk_person_03274394,2,194.5,3890.0
low,hk_person_03276048,2,177.7,3554.0
low,hk_person_03276051,2,93.69999999999999,1873.9999999999998
low,hk_person_03276242,3,168.9,3378.0
low,hk_person_03277135,3,219.3,4386.0
low,hk_person_03277984,3,261.3,5226.0
low,hk_person_03278591,2,473.8,9476.0
low,hk_person_03279472,3,200.4,4008.0
low,hk_person_03279889,3,332.0,6640.0
low,hk_person_03280585,2,146.2,2924.0
low,hk_person_03280601,2,58.0,1160.0
low,hk_person_03281236,3,279.5,5590.0
low,hk_person_03281728,2,58.0,1160.0
low,hk_person_03282944,3,374.7,7494.0
low,hk_person_03283322,3,185.7,3714.0
low,hk_person_03283937,2,273.6,5472.0
low,hk_person_03284960,2,177.7,3554.0
low,hk_person_03285172,2,527.0,10540.0
low,hk_person_03285425,2,110.5,2210.0
low,hk_person_03286117,2,146.2,2924.0
low,hk_person_03286126,2,58.0,1160.0
low,hk_person_03286169,2,121.0,2420.0
low,hk_person_03286210,3,95.4,1908.0
low,hk_person_03288970,3,120.6,2412.0
low,hk_person_03288971,2,72.7,1454.0
low,hk_person_03290146,3,87.0,1740.0
low,hk_person_03290681,3,525.9,10518.0
low,hk_person_03290890,2,210.6,4212.0
low,hk_person_03292262,2,262.4,5248.0
low,hk_person_03292383,2,207.10000000000002,4142.0
low,hk_person_03295126,2,62.2,1244.0
low,hk_person_03295441,3,304.0,6080.0
low,hk_person_03295442,2,169.3,3386.0
low,hk_person_03296001,2,227.4,4548.0
low,hk_person_03296977,2,245.6,4912.0
low,hk_person_03297179,2,258.2,5164.0
low,hk_person_03298411,2,62.2,1244.0
low,hk_person_03298792,2,181.89999999999998,3637.9999999999995
low,hk_person_03298916,2,221.8,4436.0
low,hk_person_03299403,2,181.9,3638.0
low,hk_person_03299470,2,64.3,1286.0
low,hk_person_03299701,3,369.1,7382.0
low,hk_person_03301957,3,108.0,2160.0
low,hk_person_03302362,2,70.6,1412.0
low,hk_person_03303040,2,247.0,4940.0
low,hk_person_03304319,2,234.4,4688.0
low,hk_person_03304331,2,322.6,6452.0
low,hk_person_03304664,2,303.0,6060.0
low,hk_person_03304717,3,250.10000000000002,5002.0
low,hk_person_03305282,3,147.89999999999998,2957.9999999999995
low,hk_person_03306094,2,156.7,3134.0
low,hk_person_03306513,3,304.0,6080.0
low,hk_person_03307653,3,500.7,10014.0
low,hk_person_03307654,3,171.0,3420.0
low,hk_person_03308426,3,371.9,7438.0
low,hk_person_03309686,3,181.5,3630.0
low,hk_person_03310046,2,148.3,2966.0
low,hk_person_03310316,2,276.4,5528.0
low,hk_person_03310982,3,223.5,4470.0
low,hk_person_03311053,2,158.8,3176.0
low,hk_person_03311210,2,256.8,5136.0
low,hk_person_03311703,2,68.5,1370.0
low,hk_person_03311704,3,129.0,2580.0
low,hk_person_03311767,3,293.5,5870.0
low,hk_person_03312438,2,58.0,1160.0
low,hk_person_03312452,2,497.6,9952.0
low,hk_person_03312571,2,165.1,3302.0
low,hk_person_03312622,2,276.4,5528.0
low,hk_person_03312678,3,395.0,7900.0
low,hk_person_03312960,3,274.6,5492.0
low,hk_person_03312968,2,213.4,4268.0
low,hk_person_03313461,3,353.70000000000005,7074.000000000001
low,hk_person_03314476,3,446.1,8922.0
low,hk_person_03314623,3,112.2,2244.0
low,hk_person_03314842,2,156.7,3134.0
low,hk_person_03315765,3,347.40000000000003,6948.000000000001
low,hk_person_03315902,2,64.30000000000001,1286.0000000000002
low,hk_person_03316858,2,198.7,3974.0
low,hk_person_03317433,2,234.39999999999998,4688.0
low,hk_person_03319202,2,114.7,2294.0
low,hk_person_03319237,2,169.3,3386.0
low,hk_person_03320155,2,224.6,4492.0
low,hk_person_03320722,2,244.2,4884.0
low,hk_person_03320874,2,518.6,10372.0
low,hk_person_03321766,3,264.8,5296.0
low,hk_person_03321839,2,89.5,1790.0
low,hk_person_03321849,2,345.0,6900.0
low,hk_person_03322460,2,485.0,9700.0
low,hk_person_03322497,3,448.9,8978.0
low,hk_person_03323488,2,150.39999999999998,3007.9999999999995
low,hk_person_03324078,3,87.0,1740.0
low,hk_person_03324132,2,135.7,2714.0
low,hk_person_03324148,2,104.2,2084.0
low,hk_person_03324181,3,143.7,2874.0
low,hk_person_03324585,3,173.1,3462.0
low,hk_person_03325590,3,234.0,4680.0
low,hk_person_03326081,2,135.7,2714.0
low,hk_person_03326576,2,219.0,4380.0
low,hk_person_03326985,2,72.69999999999999,1453.9999999999998
low,hk_person_03327009,2,163.0,3260.0
low,hk_person_03328124,3,223.5,4470.0
low,hk_person_03328147,3,545.5,10910.0
low,hk_person_03328303,2,146.2,2924.0
low,hk_person_03328639,3,262.0,5240.0
low,hk_person_03328899,2,58.0,1160.0
low,hk_person_03329342,2,83.2,1664.0
low,hk_person_03329954,3,124.80000000000001,2496.0
low,hk_person_03329956,2,135.7,2714.0
low,hk_person_03330821,2,131.5,2630.0
low,hk_person_03331260,2,58.0,1160.0
low,hk_person_03331643,3,103.80000000000001,2076.0
low,hk_person_03333128,2,235.8,4716.0
low,hk_person_03333318,3,91.2,1824.0
low,hk_person_03333344,3,181.5,3630.0
low,hk_person_03333873,2,58.0,1160.0
low,hk_person_03334909,3,259.2,5184.0
low,hk_person_03334910,3,177.29999999999998,3545.9999999999995
low,hk_person_03334946,3,318.70000000000005,6374.000000000001
low,hk_person_03336700,2,287.6,5752.0
low,hk_person_03336760,2,146.2,2924.0
low,hk_person_03337030,3,522.4,10448.0
low,hk_person_03337265,2,249.8,4996.0
low,hk_person_03337379,2,58.0,1160.0
low,hk_person_03337794,2,81.1,1622.0
low,hk_person_03338140,3,366.3,7326.0
low,hk_person_03338295,2,381.4,7628.0
low,hk_person_03338357,2,208.5,4170.0
low,hk_person_03338428,3,262.0,5240.0
low,hk_person_03338429,2,58.0,1160.0
low,hk_person_03338738,3,231.20000000000002,4624.0
low,hk_person_03339303,3,368.4,7368.0
low,hk_person_03339715,2,58.0,1160.0
low,hk_person_03339831,2,135.7,2714.0
low,hk_person_03340049,2,171.4,3428.0
low,hk_person_03340274,2,520.0,10400.0
low,hk_person_03340591,2,58.0,1160.0
low,hk_person_03340823,2,240.0,4800.0
low,hk_person_03341214,3,336.2,6724.0
low,hk_person_03341492,3,521.0,10420.0
low,hk_person_03343259,3,152.1,3042.0
low,hk_person_03344353,3,166.8,3336.0
low,hk_person_03344526,2,137.8,2756.0
low,hk_person_03344821,3,91.2,1824.0
low,hk_person_03344822,2,102.1,2042.0
low,hk_person_03345502,2,139.9,2798.0
low,hk_person_03345532,3,362.1,7242.0
low,hk_person_03345700,2,68.5,1370.0
low,hk_person_03346198,2,423.4,8468.0
low,hk_person_03346230,3,87.0,1740.0
low,hk_person_03347121,2,202.2,4044.0
low,hk_person_03347343,2,58.0,1160.0
low,hk_person_03347384,2,118.9,2378.0
low,hk_person_03347703,2,58.0,1160.0
low,hk_person_03347770,3,357.2,7144.0
low,hk_person_03348718,2,58.0,1160.0
low,hk_person_03349081,3,289.3,5786.0
low,hk_person_03349512,2,79.0,1580.0
low,hk_person_03349634,3,397.8,7956.0
low,hk_person_03350249,2,58.0,1160.0
low,hk_person_03350498,2,68.5,1370.0
low,hk_person_03350501,2,268.0,5360.0
low,hk_person_03351210,3,303.3,6066.0
low,hk_person_03351935,2,135.7,2714.0
low,hk_person_03352304,3,269.0,5380.0
low,hk_person_03352406,2,226.0,4520.0
low,hk_person_03352444,2,58.0,1160.0
low,hk_person_03352952,2,83.2,1664.0
low,hk_person_03353076,2,338.0,6760.0
