edge_id,from_lat_wgs84,from_lon_wgs84,from_sequence,from_station_id,from_station_name,line_id,line_name,to_lat_wgs84,to_lon_wgs84,to_sequence,to_station_id,to_station_name
350100010003_020_021,26.034197903546783,119.32513641745614,20,BV10208403,三叉街新村,350100010003,1路(西门--白湖亭),26.030210793600936,119.32902022817747,21,BV10906645,则徐大道盖山路口
350100010003_021_022,26.030210793600936,119.32902022817747,21,BV10906645,则徐大道盖山路口,350100010003,1路(西门--白湖亭),26.027257957085556,119.33157257817314,22,BV10208406,白湖亭
350100010004_001_002,26.03031571490695,119.32909906900579,1,BV10906645,则徐大道盖山路口,350100010004,1路(则徐大道盖山路口--西门),26.034023168768933,119.32545880645468,2,BV10208403,三叉街新村
350100010004_002_003,26.034023168768933,119.32545880645468,2,BV10208403,三叉街新村,350100010004,1路(则徐大道盖山路口--西门),26.03767719254053,119.32203517061332,3,BV10906644,三叉街
350100010004_003_004,26.03767719254053,119.32203517061332,3,BV10906644,三叉街,350100010004,1路(则徐大道盖山路口--西门),26.038731502519845,119.31910577614796,4,BV09365533,三叉街地铁站B口
350100010004_004_005,26.038731502519845,119.31910577614796,4,BV09365533,三叉街地铁站B口,350100010004,1路(则徐大道盖山路口--西门),26.039952849028698,119.31778224730394,5,BV10965141,龙津
350100010004_005_006,26.039952849028698,119.31778224730394,5,BV10965141,龙津,350100010004,1路(则徐大道盖山路口--西门),26.0444760094424,119.31720102984376,6,BV10902716,埔顶
350100010004_006_007,26.0444760094424,119.31720102984376,6,BV10902716,埔顶,350100010004,1路(则徐大道盖山路口--西门),26.047230755169693,119.31673372462359,7,BV10208401,桥南
350100010004_007_008,26.047230755169693,119.31673372462359,7,BV10208401,桥南,350100010004,1路(则徐大道盖山路口--西门),26.0562427805372,119.31250915120006,8,BV09020981,闽江之心(台江步行街)
350100010004_008_009,26.0562427805372,119.31250915120006,8,BV09020981,闽江之心(台江步行街),350100010004,1路(则徐大道盖山路口--西门),26.05624178736667,119.3081753184429,9,BV10606654,台江天华
350100010004_009_010,26.05624178736667,119.3081753184429,9,BV10606654,台江天华,350100010004,1路(则徐大道盖山路口--西门),26.058768264961614,119.30608898608786,10,BV10886756,台江后洲
350100010004_010_011,26.058768264961614,119.30608898608786,10,BV10886756,台江后洲,350100010004,1路(则徐大道盖山路口--西门),26.059617678349273,119.30449882400973,11,BV10208398,达道
350100010004_011_012,26.059617678349273,119.30449882400973,11,BV10208398,达道,350100010004,1路(则徐大道盖山路口--西门),26.06043280926187,119.30189044117331,12,BV09188578,文化宫
350100010004_012_013,26.06043280926187,119.30189044117331,12,BV09188578,文化宫,350100010004,1路(则徐大道盖山路口--西门),26.06427311319215,119.30088991750983,13,BV10208397,省人民医院
350100010004_013_014,26.06427311319215,119.30088991750983,13,BV10208397,省人民医院,350100010004,1路(则徐大道盖山路口--西门),26.069113839096005,119.30060605101735,14,BV10208409,洋头口
350100010004_014_015,26.069113839096005,119.30060605101735,14,BV10208409,洋头口,350100010004,1路(则徐大道盖山路口--西门),26.072991524963392,119.29937589954146,15,BV10208395,茶亭
350100010004_015_016,26.072991524963392,119.29937589954146,15,BV10208395,茶亭,350100010004,1路(则徐大道盖山路口--西门),26.07756285697041,119.29801588912228,16,BV10208394,南门
350100010004_016_017,26.07756285697041,119.29801588912228,16,BV10208394,南门,350100010004,1路(则徐大道盖山路口--西门),26.08261617806868,119.29622153203867,17,BV10809101,道山路口
