YR_MTH,MODE,TTD_PTO_CODE,AVG_DAILY_PAX,avg_daily_pax_actual,PAX,monthly_pax_actual,NO_FLEET,no_fleet,PAX_CAP,pax_cap,daily_pax_per_taxi,pax_cap_per_fleet_vehicle,model_5pct_daily_pax_target,requested_period,available_official_control_months,missing_official_control_months,unit_note
202601,TAX,TAX,722.236967741935,722236.967741935,22389.346,22389346.0,17730,17730,73706,73706,40.735305569201074,4.1571347997743935,36111.848387096754,202601-202606,"202601,202602,202603,202604","202605,202606",AVG_DAILY_PAX and PAX source units are thousand passenger journeys; actual columns multiply by 1000. NO_FLEET is month-end operating fleet.
202602,TAX,TAX,850.199821428571,850199.821428571,23805.595,23805595.0,17743,17743,73829,73829,47.91747852271718,4.16102124781604,42509.99107142855,202601-202606,"202601,202602,202603,202604","202605,202606",AVG_DAILY_PAX and PAX source units are thousand passenger journeys; actual columns multiply by 1000. NO_FLEET is month-end operating fleet.
202603,TAX,TAX,725.289451612903,725289.451612903,22483.973,22483973.0,17778,17778,74128,74128,40.79702169045466,4.1696478794015075,36264.47258064515,202601-202606,"202601,202602,202603,202604","202605,202606",AVG_DAILY_PAX and PAX source units are thousand passenger journeys; actual columns multiply by 1000. NO_FLEET is month-end operating fleet.
202604,TAX,TAX,685.1356,685135.6,20554.068,20554068.0,17831,17831,74423,74423,38.42384611070607,4.173798440917503,34256.78,202601-202606,"202601,202602,202603,202604","202605,202606",AVG_DAILY_PAX and PAX source units are thousand passenger journeys; actual columns multiply by 1000. NO_FLEET is month-end operating fleet.
