"YR_MTH","VEHICLE_CLASS_CODE","GOODS_VEHICLE_TYPE_CODE","GOV_VEHICLE_TYPE_CODE","MOTOR_CYCLE_TYPE_CODE","TAXIS_TYPE_CODE","TTD_PTO_CODE","BUS_TYPE_CODE","FRANCHISED_TYPE","FIRST_REG","TOTAL_REG","TOTAL_LIC"
"201912","12","","","","","LWB","DD","",0,275,275
"201912","11","","","","","OTHERS","SD","",23,6872,6836
"201912","11","","","","","OTHERS","DD","",0,171,171
"201912","4","","","","","","SD","",10,705,702
"201912","4","","","","","","DD","",0,29,27
"201912","9","","","","","RMB","","",1,1044,1021
"201912","9","","","","","GMB","","",37,3302,3294
"201912","10","","","","","","","",18,3489,3457
"201912","5","1","","","","","","",472,74146,71610
"201912","5","2","","","","","","",154,36410,35322
"201912","5","3","","","","","","",11,6643,6393
"201912","6","","","","","","","",25,2009,1828
"201912","7","","MC","","","","","",0,615,615
"201912","2","","","COMBO","","","","",6,111,83
"202001","12","","","","","CTB","DD","2",5,246,239
"202001","7","","OTHERS","","","","","",36,5775,5775
"202001","9","","","","","RMB","","",12,1046,1023
"202001","9","","","","","GMB","","",9,3304,3299
"202001","10","","","","","","","",19,3492,3464
"202001","5","1","","","","","","",342,74376,71667
"202001","5","2","","","","","","",71,36428,35278
"202001","5","3","","","","","","",15,6654,6377
"202001","11","","","","","OTHERS","SD","",13,6878,6819
"202001","11","","","","","OTHERS","DD","",0,171,171
"202001","4","","","","","","SD","",13,714,712
"202001","4","","","","","","DD","",0,29,27
"202001","12","","","","","NWFB","SD","",0,17,17
"202001","12","","","","","NWFB","DD","",0,686,667
"202001","12","","","","","LWB","SD","",0,4,4
"202001","12","","","","","LWB","DD","",0,275,272
"202001","12","","","","","KMB","SD","",0,144,141
"202001","12","","","","","KMB","DD","",16,4038,3926
"202001","12","","","","","CTB","SD","1",0,38,37
"202001","12","","","","","NLB","SD","",0,98,97
"202001","12","","","","","NLB","DD","",0,58,58
"202001","11","","","","","LRB","SD","",0,11,11
"202001","11","","","","","LRB","DD","",0,133,133
"202001","12","","","","","CTB","DD","1",6,740,723
"202001","12","","","","","CTB","SD","2",0,0,0
"202001","1","","","","","","","",2323,628633,573571
"202001","3","","","","Urban","TAX","","",51,15250,15229
"202001","3","","","","NT","TAX","","",4,2838,2827
"202001","3","","","","Lantau","TAX","","",0,75,75
"202001","2","","","SOLO","","","","",423,83783,58054
"202001","2","","","COMBO","","","","",1,112,83
"202001","2","","","MTRI","","","","",3,805,741
"202001","6","","","","","","","",14,2013,1816
"202001","7","","MC","","","","","",0,614,614
"202002","6","","","","","","","",11,2021,1823
"202002","7","","MC","","","","","",0,613,613
"202002","7","","OTHERS","","","","","",9,5774,5774
"202002","5","2","","","","","","",59,36467,35179
"202002","5","3","","","","","","",10,6662,6335
"202002","9","","","","","RMB","","",2,1028,1003
"202002","9","","","","","GMB","","",16,3322,3305
"202002","10","","","","","","","",11,3496,3449
"202002","5","1","","","","","","",192,74512,71348
"202002","11","","","","","OTHERS","SD","",6,6879,6800
"202002","11","","","","","OTHERS","DD","",0,171,171
"202002","4","","","","","","SD","",4,717,707
"202002","4","","","","","","DD","",0,29,27
"202002","12","","","","","CTB","SD","1",0,38,37
"202002","12","","","","","CTB","DD","1",0,740,709
"202002","12","","","","","CTB","SD","2",0,0,0
"202002","12","","","","","CTB","DD","2",4,250,237
"202002","12","","","","","NWFB","SD","",0,17,17
"202002","12","","","","","NWFB","DD","",0,686,667
"202002","12","","","","","LWB","SD","",0,4,4
"202002","12","","","","","LWB","DD","",0,275,272
"202002","12","","","","","KMB","SD","",0,144,139
"202002","12","","","","","KMB","DD","",0,4032,3920
"202002","12","","","","","NLB","SD","",0,98,97
"202002","12","","","","","NLB","DD","",0,58,58
"202002","11","","","","","LRB","SD","",0,11,11
"202002","11","","","","","LRB","DD","",0,133,132
"202002","2","","","MTRI","","","","",13,819,737
"202002","1","","","","","","","",1930,629909,565103
"202002","3","","","","Urban","TAX","","",42,15250,15194
"202002","3","","","","NT","TAX","","",4,2838,2824
"202002","3","","","","Lantau","TAX","","",0,75,75
"202002","2","","","SOLO","","","","",477,84271,57436
"202002","2","","","COMBO","","","","",0,112,82
"202003","2","","","SOLO","","","","",703,84972,57710
"202003","2","","","COMBO","","","","",0,113,84
"202003","2","","","MTRI","","","","",11,830,748
"202003","1","","","","","","","",2884,631808,564391
"202003","3","","","","Urban","TAX","","",74,15250,15183
"202003","3","","","","NT","TAX","","",0,2838,2814
"202003","3","","","","Lantau","TAX","","",0,75,75
"202003","6","","","","","","","",19,2038,1824
"202003","7","","MC","","","","","",0,610,610
"202003","7","","OTHERS","","","","","",40,5787,5787
"202003","5","1","","","","","","",288,74742,71318
"202003","5","2","","","","","","",84,36523,35095
"202003","5","3","","","","","","",14,6674,6362
"202003","9","","","","","RMB","","",1,1008,975
"202003","9","","","","","GMB","","",8,3341,3315
"202003","10","","","","","","","",6,3500,3447
"202003","11","","","","","OTHERS","SD","",2,6876,6731
"202003","11","","","","","OTHERS","DD","",0,171,170
"202003","4","","","","","","SD","",2,718,704
"202003","4","","","","","","DD","",0,29,27
"202003","12","","","","","NLB","SD","",0,97,97
"202003","12","","","","","NLB","DD","",0,58,58
"202003","11","","","","","LRB","SD","",0,11,11
"202003","11","","","","","LRB","DD","",0,133,132
"202003","12","","","","","KMB","SD","",0,144,140
"202003","12","","","","","KMB","DD","",0,4026,3877
"202003","12","","","","","CTB","SD","1",0,38,37
"202003","12","","","","","CTB","DD","1",12,752,736
"202003","12","","","","","CTB","SD","2",0,0,0
"202003","12","","","","","CTB","DD","2",6,256,241
"202003","12","","","","","NWFB","SD","",0,17,17
"202003","12","","","","","NWFB","DD","",0,674,664
"202003","12","","","","","LWB","SD","",0,4,4
"202003","12","","","","","LWB","DD","",0,275,270
"202004","5","1","","","","","","",247,74900,72224
"202004","5","2","","","","","","",75,36559,35512
"202004","5","3","","","","","","",22,6695,6423
"202004","6","","","","","","","",13,2049,1834
"202004","7","","MC","","","","","",0,609,609
"202004","7","","OTHERS","","","","","",20,5805,5805
"202004","11","","","","","OTHERS","SD","",8,6880,6733
"202004","11","","","","","OTHERS","DD","",0,171,170
"202004","4","","","","","","SD","",0,717,706
"202004","4","","","","","","DD","",0,29,27
"202004","9","","","","","RMB","","",1,1008,977
"202004","9","","","","","GMB","","",7,3342,3304
"202004","10","","","","","","","",15,3514,3458
"202004","12","","","","","NWFB","SD","",0,17,17
"202004","12","","","","","NWFB","DD","",0,670,668
"202004","12","","","","","LWB","SD","",0,4,3
"202004","12","","","","","LWB","DD","",0,275,268
"202004","12","","","","","NLB","SD","",0,95,94
"202004","12","","","","","NLB","DD","",0,58,58
"202004","11","","","","","LRB","SD","",0,11,11
"202004","11","","","","","LRB","DD","",0,133,132
"202004","12","","","","","CTB","SD","1",0,38,36
"202004","12","","","","","CTB","DD","1",5,756,733
"202004","12","","","","","CTB","SD","2",0,0,0
"202004","12","","","","","CTB","DD","2",3,256,239
"202004","3","","","","Lantau","TAX","","",0,75,75
"202004","12","","","","","KMB","SD","",0,144,140
"202004","12","","","","","KMB","DD","",0,3974,3831
"202004","2","","","SOLO","","","","",743,85714,58355
"202004","2","","","COMBO","","","","",1,114,84
"202004","2","","","MTRI","","","","",7,837,749
"202004","1","","","","","","","",2293,633312,565764
"202004","3","","","","Urban","TAX","","",42,15250,15133
"202004","3","","","","NT","TAX","","",8,2838,2808
"202005","1","","","","","","","",2840,635237,569987
"202005","2","","","SOLO","","","","",811,86521,59645
"202005","2","","","COMBO","","","","",1,115,85
"202005","2","","","MTRI","","","","",18,856,790
"202005","12","","","","","NLB","SD","",0,93,92
"202005","12","","","","","NLB","DD","",0,58,58
"202005","11","","","","","LRB","SD","",0,11,11
"202005","11","","","","","LRB","DD","",0,133,132
"202005","12","","","","","CTB","SD","1",0,38,37
"202005","12","","","","","CTB","DD","1",3,759,745
"202005","12","","","","","CTB","SD","2",0,0,0
"202005","12","","","","","CTB","DD","2",2,258,247
"202005","12","","","","","NWFB","SD","",0,17,17
"202005","12","","","","","NWFB","DD","",0,670,664
"202005","12","","","","","LWB","SD","",0,4,4
"202005","12","","","","","LWB","DD","",0,275,270
"202005","3","","","","Urban","TAX","","",58,15250,15139
"202005","3","","","","NT","TAX","","",9,2838,2810
"202005","3","","","","Lantau","TAX","","",1,75,75
"202005","12","","","","","KMB","SD","",0,144,136
"202005","12","","","","","KMB","DD","",10,3960,3849
"202005","6","","","","","","","",4,2052,1835
"202005","7","","MC","","","","","",15,609,609
"202005","4","","","","","","SD","",2,716,706
"202005","4","","","","","","DD","",0,29,27
"202005","9","","","","","RMB","","",2,1004,973
"202005","9","","","","","GMB","","",9,3346,3304
"202005","10","","","","","","","",13,3519,3480
"202005","11","","","","","OTHERS","SD","",18,6890,6704
"202005","11","","","","","OTHERS","DD","",0,171,171
"202005","7","","OTHERS","","","","","",18,5802,5802
"202005","5","1","","","","","","",336,75134,72964
"202005","5","2","","","","","","",61,36568,35635
"202005","5","3","","","","","","",21,6714,6468
"202006","1","","","","","","","",2715,636832,572211
"202006","3","","","","Urban","TAX","","",67,15250,15173
"202006","3","","","","NT","TAX","","",6,2838,2819
"202006","2","","","SOLO","","","","",801,87304,60674
"202006","2","","","COMBO","","","","",0,115,86
"202006","2","","","MTRI","","","","",22,879,814
"202006","9","","","","","RMB","","",8,1009,990
"202006","9","","","","","GMB","","",26,3340,3315
"202006","10","","","","","","","",10,3519,3485
"202006","11","","","","","OTHERS","SD","",12,6896,6713
"202006","11","","","","","OTHERS","DD","",0,171,171
"202006","4","","","","","","SD","",2,715,706
"202006","4","","","","","","DD","",0,29,25
"202006","12","","","","","NLB","SD","",0,93,92
"202006","12","","","","","NLB","DD","",0,58,58
"202006","11","","","","","LRB","SD","",0,11,11
"202006","11","","","","","LRB","DD","",0,133,132
"202006","3","","","","Lantau","TAX","","",0,75,75
"202006","5","1","","","","","","",408,75265,73293
"202006","5","2","","","","","","",109,36564,35663
"202006","5","3","","","","","","",21,6729,6487
"202006","6","","","","","","","",7,2059,1844
"202006","7","","MC","","","","","",0,608,608
"202006","7","","OTHERS","","","","","",17,5794,5794
"202006","12","","","","","CTB","SD","1",0,38,37
"202006","12","","","","","CTB","DD","1",0,759,734
"202006","12","","","","","CTB","SD","2",0,0,0
"202006","12","","","","","CTB","DD","2",0,257,246
"202006","12","","","","","NWFB","SD","",0,17,17
"202006","12","","","","","NWFB","DD","",4,675,664
"202006","12","","","","","LWB","SD","",0,4,4
"202006","12","","","","","LWB","DD","",0,275,273
"202006","12","","","","","KMB","SD","",0,144,136
"202006","12","","","","","KMB","DD","",82,3999,3912
"202007","12","","","","","NLB","SD","",0,93,92
"202007","12","","","","","NLB","DD","",0,58,58
"202007","11","","","","","LRB","SD","",0,11,11
"202007","11","","","","","LRB","DD","",0,133,132
"202007","5","3","","","","","","",14,6742,6513
"202007","4","","","","","","SD","",2,718,711
"202007","4","","","","","","DD","",0,25,23
"202007","9","","","","","RMB","","",2,1012,992
"202007","9","","","","","GMB","","",7,3338,3305
"202007","10","","","","","","","",13,3530,3498
"202007","11","","","","","OTHERS","SD","",19,6914,6685
"202007","11","","","","","OTHERS","DD","",2,173,173
"202007","12","","","","","KMB","SD","",0,143,138
"202007","12","","","","","KMB","DD","",39,3985,3884
"202007","2","","","SOLO","","","","",923,88217,61516
"202007","2","","","COMBO","","","","",2,117,86
"202007","2","","","MTRI","","","","",13,892,818
"202007","1","","","","","","","",3086,638452,572615
"202007","3","","","","Urban","TAX","","",74,15250,15178
"202007","3","","","","NT","TAX","","",5,2838,2825
"202007","3","","","","Lantau","TAX","","",0,75,75
"202007","6","","","","","","","",7,2068,1853
"202007","7","","MC","","","","","",0,606,606
"202007","7","","OTHERS","","","","","",31,5806,5806
"202007","5","1","","","","","","",524,75763,73770
"202007","5","2","","","","","","",114,36669,35777
"202007","12","","","","","CTB","SD","1",0,34,33
"202007","12","","","","","CTB","DD","1",17,775,740
"202007","12","","","","","CTB","SD","2",0,0,0
"202007","12","","","","","CTB","DD","2",0,249,247
"202007","12","","","","","NWFB","SD","",0,17,17
"202007","12","","","","","NWFB","DD","",0,683,667
"202007","12","","","","","LWB","SD","",0,4,4
"202007","12","","","","","LWB","DD","",0,275,273
"202008","6","","","","","","","",5,2066,1838
"202008","5","3","","","","","","",16,6758,6542
"202008","7","","OTHERS","","","","","",47,5830,5830
"202008","12","","","","","CTB","SD","1",0,34,33
"202008","12","","","","","CTB","DD","1",0,768,734
"202008","12","","","","","CTB","SD","2",0,0,0
"202008","12","","","","","CTB","DD","2",0,249,243
"202008","12","","","","","NWFB","SD","",0,17,17
"202008","12","","","","","NWFB","DD","",0,683,666
"202008","12","","","","","LWB","SD","",0,4,4
"202008","12","","","","","LWB","DD","",0,275,273
"202008","3","","","","Urban","TAX","","",35,15250,15177
"202008","3","","","","NT","TAX","","",4,2838,2814
"202008","3","","","","Lantau","TAX","","",0,75,75
"202008","12","","","","","KMB","SD","",0,143,137
"202008","12","","","","","KMB","DD","",0,3965,3866
"202008","11","","","","","OTHERS","SD","",16,6929,6593
"202008","11","","","","","OTHERS","DD","",0,173,173
"202008","4","","","","","","SD","",1,718,704
"202008","4","","","","","","DD","",0,25,22
"202008","2","","","SOLO","","","","",834,89042,61731
"202008","2","","","COMBO","","","","",0,117,80
"202008","2","","","MTRI","","","","",16,908,826
"202008","1","","","","","","","",3550,640758,570579
"202008","9","","","","","RMB","","",1,1012,989
"202008","9","","","","","GMB","","",4,3338,3300
"202008","10","","","","","","","",13,3538,3446
"202008","12","","","","","NLB","SD","",0,93,92
"202008","12","","","","","NLB","DD","",0,58,58
"202008","11","","","","","LRB","SD","",0,11,11
"202008","11","","","","","LRB","DD","",0,133,132
"202008","5","1","","","","","","",579,76333,74137
"202008","5","2","","","","","","",58,36728,35799
"202008","7","","MC","","","","","",57,648,648
"202009","12","","","","","CTB","SD","1",0,34,31
"202009","12","","","","","CTB","DD","1",1,765,740
"202009","12","","","","","CTB","SD","2",0,0,0
"202009","12","","","","","CTB","DD","2",0,249,246
"202009","4","","","","","","SD","",2,720,707
"202009","4","","","","","","DD","",0,25,24
"202009","9","","","","","RMB","","",1,1015,994
"202009","9","","","","","GMB","","",7,3335,3296
"202009","10","","","","","","","",20,3557,3506
"202009","11","","","","","OTHERS","SD","",29,6957,6599
"202009","11","","","","","OTHERS","DD","",0,173,173
"202009","6","","","","","","","",8,2073,1846
"202009","7","","MC","","","","","",22,671,671
"202009","7","","OTHERS","","","","","",40,5842,5842
"202009","5","1","","","","","","",206,76530,74534
"202009","5","2","","","","","","",125,36852,35932
"202009","5","3","","","","","","",30,6788,6587
"202009","1","","","","","","","",3839,643422,574045
"202009","3","","","","Urban","TAX","","",94,15250,15176
"202009","3","","","","NT","TAX","","",10,2838,2816
"202009","3","","","","Lantau","TAX","","",0,75,75
"202009","12","","","","","KMB","SD","",0,143,139
"202009","12","","","","","KMB","DD","",3,3882,3836
"202009","2","","","SOLO","","","","",1072,90107,63050
"202009","2","","","COMBO","","","","",0,117,84
"202009","2","","","MTRI","","","","",18,926,849
"202009","12","","","","","NLB","SD","",0,92,92
"202009","12","","","","","NLB","DD","",0,58,58
"202009","11","","","","","LRB","SD","",0,11,11
"202009","11","","","","","LRB","DD","",0,133,132
"202009","12","","","","","NWFB","SD","",0,17,17
"202009","12","","","","","NWFB","DD","",0,673,673
"202009","12","","","","","LWB","SD","",0,4,4
"202009","12","","","","","LWB","DD","",0,275,273
"202010","12","","","","","NLB","SD","",0,92,92
"202010","2","","","MTRI","","","","",2,928,843
"202010","11","","","","","LRB","SD","",0,11,11
"202010","11","","","","","LRB","DD","",0,133,132
"202010","12","","","","","NWFB","SD","",0,17,17
"202010","12","","","","","NWFB","DD","",0,673,673
"202010","12","","","","","LWB","SD","",0,4,4
"202010","12","","","","","LWB","DD","",0,275,273
"202010","12","","","","","CTB","SD","1",0,34,28
"202010","12","","","","","CTB","DD","1",0,760,737
"202010","12","","","","","CTB","SD","2",0,0,0
"202010","12","","","","","CTB","DD","2",0,249,236
"202010","4","","","","","","SD","",3,719,709
"202010","4","","","","","","DD","",0,25,24
"202010","11","","","","","OTHERS","SD","",14,6937,6576
"202010","11","","","","","OTHERS","DD","",0,173,173
"202010","6","","","","","","","",10,2083,1853
"202010","7","","MC","","","","","",53,689,689
"202010","7","","OTHERS","","","","","",24,5846,5846
"202010","9","","","","","RMB","","",2,1015,992
"202010","9","","","","","GMB","","",8,3335,3290
"202010","10","","","","","","","",12,3568,3517
"202010","5","1","","","","","","",257,76347,74453
"202010","5","2","","","","","","",85,36654,35783
"202010","5","3","","","","","","",26,6790,6595
"202010","1","","","","","","","",3458,645812,574547
"202010","3","","","","Urban","TAX","","",68,15250,15183
"202010","3","","","","NT","TAX","","",8,2838,2821
"202010","3","","","","Lantau","TAX","","",0,75,75
"202010","12","","","","","KMB","SD","",0,143,138
"202010","12","","","","","KMB","DD","",29,3881,3846
"202010","2","","","SOLO","","","","",815,90914,63616
"202010","2","","","COMBO","","","","",0,117,84
"202010","12","","","","","NLB","DD","",0,58,58
"202011","2","","","COMBO","","","","",0,117,81
"202011","2","","","MTRI","","","","",21,949,864
"202011","12","","","","","NLB","SD","",0,92,92
"202011","12","","","","","NLB","DD","",0,58,58
"202011","11","","","","","LRB","SD","",0,11,11
"202011","11","","","","","LRB","DD","",0,133,132
"202011","12","","","","","NWFB","SD","",0,17,17
"202011","12","","","","","NWFB","DD","",0,673,673
"202011","12","","","","","LWB","SD","",0,4,4
"202011","12","","","","","LWB","DD","",0,275,273
"202011","12","","","","","CTB","SD","1",0,34,26
"202011","12","","","","","CTB","DD","1",0,755,735
"202011","12","","","","","CTB","SD","2",0,0,0
"202011","12","","","","","CTB","DD","2",0,249,227
"202011","4","","","","","","SD","",1,718,707
"202011","4","","","","","","DD","",0,25,24
"202011","11","","","","","OTHERS","SD","",14,6900,6559
"202011","11","","","","","OTHERS","DD","",0,173,173
"202011","5","2","","","","","","",132,36277,35502
"202011","5","3","","","","","","",31,6793,6617
"202011","6","","","","","","","",9,2089,1860
"202011","7","","MC","","","","","",31,687,687
"202011","7","","OTHERS","","","","","",31,5849,5849
"202011","9","","","","","RMB","","",0,1009,989
"202011","9","","","","","GMB","","",12,3341,3294
"202011","10","","","","","","","",9,3576,3522
"202011","5","1","","","","","","",346,75998,74320
"202011","1","","","","","","","",4153,648195,575309
"202011","3","","","","Urban","TAX","","",72,15250,15196
"202011","3","","","","NT","TAX","","",6,2838,2819
"202011","3","","","","Lantau","TAX","","",0,75,75
"202011","12","","","","","KMB","SD","",0,143,138
"202011","12","","","","","KMB","DD","",42,3886,3858
"202011","2","","","SOLO","","","","",862,91762,64515
"202012","2","","","SOLO","","","","",748,92505,64608
"202012","12","","","","","KMB","DD","",0,3885,3857
"202012","2","","","MTRI","","","","",7,956,864
"202012","12","","","","","NLB","SD","",0,92,92
"202012","12","","","","","NLB","DD","",0,58,58
"202012","11","","","","","LRB","SD","",0,11,11
"202012","11","","","","","LRB","DD","",0,133,131
"202012","12","","","","","NWFB","SD","",0,17,17
"202012","12","","","","","NWFB","DD","",0,673,673
"202012","12","","","","","LWB","SD","",0,4,4
"202012","12","","","","","LWB","DD","",0,237,234
"202012","12","","","","","CTB","SD","1",0,34,29
"202012","4","","","","","","SD","",3,720,705
"202012","4","","","","","","DD","",0,25,24
"202012","11","","","","","OTHERS","SD","",19,6877,6522
"202012","11","","","","","OTHERS","DD","",0,173,167
"202012","5","1","","","","","","",384,76079,74275
"202012","5","2","","","","","","",88,36154,35380
"202012","5","3","","","","","","",37,6810,6634
"202012","6","","","","","","","",12,2101,1861
"202012","7","","MC","","","","","",34,687,687
"202012","7","","OTHERS","","","","","",35,5857,5857
"202012","9","","","","","RMB","","",2,1009,986
"202012","9","","","","","GMB","","",12,3341,3281
"202012","10","","","","","","","",3,3569,3501
"202012","12","","","","","CTB","DD","1",0,754,715
"202012","12","","","","","CTB","SD","2",0,0,0
"202012","12","","","","","CTB","DD","2",0,248,223
"202012","1","","","","","","","",3965,651358,573003
"202012","3","","","","Urban","TAX","","",57,15250,15191
"202012","3","","","","NT","TAX","","",6,2838,2818
"202012","3","","","","Lantau","TAX","","",0,75,75
"202012","12","","","","","KMB","SD","",0,143,140
"202012","2","","","COMBO","","","","",0,117,75
"202101","5","1","","","","","","",298,76051,74240
"202101","5","2","","","","","","",79,35999,35274
"202101","5","3","","","","","","",26,6816,6641
"202101","6","","","","","","","",6,2106,1854
"202101","7","","MC","","","","","",5,683,683
"202101","7","","OTHERS","","","","","",56,5869,5869
"202101","9","","","","","RMB","","",0,1007,983
"202101","9","","","","","GMB","","",6,3343,3279
"202101","10","","","","","","","",3,3558,3499
"202101","11","","","","","OTHERS","SD","",30,6873,6484
"202101","11","","","","","OTHERS","DD","",0,173,165
"202101","4","","","","","","SD","",3,721,703
"202101","4","","","","","","DD","",0,25,24
"202101","12","","","","","CTB","DD","1",0,751,680
"202101","12","","","","","CTB","SD","2",0,0,0
"202101","2","","","MTRI","","","","",4,960,866
"202101","1","","","","","","","",2622,653207,572568
"202101","3","","","","Urban","TAX","","",44,15250,15191
"202101","3","","","","NT","TAX","","",1,2838,2815
"202101","3","","","","Lantau","TAX","","",0,75,75
"202101","12","","","","","KMB","SD","",0,143,141
"202101","2","","","SOLO","","","","",603,93083,64877
"202101","2","","","COMBO","","","","",0,117,76
"202101","12","","","","","NLB","SD","",0,92,92
"202101","12","","","","","NLB","DD","",0,58,58
"202101","11","","","","","LRB","SD","",0,11,11
"202101","11","","","","","LRB","DD","",0,133,131
"202101","12","","","","","CTB","DD","2",0,248,216
"202101","12","","","","","NWFB","SD","",0,17,17
"202101","12","","","","","NWFB","DD","",0,673,673
"202101","12","","","","","LWB","SD","",0,4,4
"202101","12","","","","","LWB","DD","",0,237,235
"202101","12","","","","","KMB","DD","",0,3836,3811
"202101","12","","","","","CTB","SD","1",0,34,30
"202102","12","","","","","NWFB","SD","",0,17,17
"202102","12","","","","","NWFB","DD","",0,673,672
"202102","12","","","","","LWB","SD","",0,4,4
"202102","12","","","","","LWB","DD","",0,237,235
"202102","2","","","SOLO","","","","",589,93664,65837
"202102","2","","","COMBO","","","","",0,117,83
"202102","2","","","MTRI","","","","",5,965,875
"202102","3","","","","Urban","TAX","","",70,15250,15175
"202102","1","","","","","","","",2517,654317,576201
"202102","3","","","","NT","TAX","","",8,2838,2818
"202102","3","","","","Lantau","TAX","","",0,75,75
"202102","12","","","","","KMB","SD","",0,143,141
"202102","12","","","","","KMB","DD","",69,3900,3879
"202102","11","","","","","OTHERS","SD","",56,6873,6509
"202102","11","","","","","OTHERS","DD","",1,173,165
"202102","4","","","","","","SD","",14,732,718
"202102","4","","","","","","DD","",0,25,24
"202102","9","","","","","RMB","","",0,1008,990
"202102","9","","","","","GMB","","",9,3342,3276
"202102","10","","","","","","","",12,3560,3509
"202102","5","1","","","","","","",291,76038,74461
"202102","5","2","","","","","","",64,35897,35190
"202102","5","3","","","","","","",30,6839,6672
"202102","12","","","","","NLB","SD","",0,92,90
"202102","12","","","","","NLB","DD","",0,58,58
"202102","11","","","","","LRB","SD","",0,11,11
"202102","11","","","","","LRB","DD","",0,133,131
"202102","12","","","","","CTB","SD","1",0,34,33
"202102","12","","","","","CTB","DD","1",0,748,727
"202102","12","","","","","CTB","SD","2",0,0,0
"202102","12","","","","","CTB","DD","2",0,248,214
"202102","6","","","","","","","",6,2113,1860
"202102","7","","MC","","","","","",0,676,676
"202102","7","","OTHERS","","","","","",73,5879,5879
"202103","12","","","","","KMB","DD","",0,3898,3879
"202103","2","","","SOLO","","","","",786,94425,66731
"202103","2","","","COMBO","","","","",2,119,86
"202103","2","","","MTRI","","","","",9,974,897
"202103","1","","","","","","","",3518,656453,578262
"202103","3","","","","Urban","TAX","","",108,15250,15178
"202103","3","","","","NT","TAX","","",15,2838,2814
"202103","3","","","","Lantau","TAX","","",0,75,75
"202103","4","","","","","","SD","",16,744,734
"202103","4","","","","","","DD","",0,25,24
"202103","9","","","","","RMB","","",2,1010,990
"202103","9","","","","","GMB","","",7,3340,3271
"202103","10","","","","","","","",7,3552,3502
"202103","5","1","","","","","","",445,76119,74499
"202103","5","2","","","","","","",113,35793,35025
"202103","5","3","","","","","","",42,6861,6705
"202103","12","","","","","NLB","SD","",0,91,89
"202103","12","","","","","NLB","DD","",0,58,58
"202103","11","","","","","LRB","SD","",0,11,11
"202103","11","","","","","LRB","DD","",4,137,135
"202103","12","","","","","NWFB","SD","",0,17,17
"202103","12","","","","","NWFB","DD","",0,673,672
"202103","12","","","","","LWB","SD","",0,4,4
"202103","12","","","","","LWB","DD","",0,237,235
"202103","12","","","","","CTB","SD","1",0,34,33
"202103","12","","","","","CTB","DD","1",0,747,723
"202103","12","","","","","CTB","SD","2",0,0,0
"202103","12","","","","","CTB","DD","2",0,245,207
"202103","12","","","","","KMB","SD","",0,143,141
"202103","6","","","","","","","",12,2120,1866
"202103","7","","MC","","","","","",0,657,657
"202103","7","","OTHERS","","","","","",43,5858,5858
"202103","11","","","","","OTHERS","SD","",12,6862,6454
"202103","11","","","","","OTHERS","DD","",0,173,162
"202104","2","","","SOLO","","","","",827,93785,67390
"202104","2","","","COMBO","","","","",2,121,89
"202104","2","","","MTRI","","","","",6,976,903
"202104","1","","","","","","","",3091,657609,578843
"202104","12","","","","","NWFB","SD","",0,17,17
"202104","12","","","","","NWFB","DD","",0,673,672
"202104","12","","","","","LWB","SD","",0,4,4
"202104","12","","","","","LWB","DD","",0,237,235
"202104","12","","","","","CTB","SD","1",0,34,33
"202104","12","","","","","CTB","DD","1",12,758,727
"202104","12","","","","","CTB","SD","2",0,0,0
"202104","12","","","","","CTB","DD","2",0,245,202
"202104","12","","","","","KMB","SD","",0,143,140
"202104","12","","","","","KMB","DD","",23,3890,3871
"202104","3","","","","Urban","TAX","","",87,15250,15169
"202104","3","","","","NT","TAX","","",12,2838,2809
"202104","3","","","","Lantau","TAX","","",4,75,75
"202104","6","","","","","","","",9,2128,1869
"202104","7","","MC","","","","","",0,642,642
"202104","5","1","","","","","","",436,76260,74602
"202104","5","2","","","","","","",111,35733,34949
"202104","5","3","","","","","","",29,6877,6713
"202104","9","","","","","RMB","","",1,1015,991
"202104","9","","","","","GMB","","",10,3335,3267
"202104","10","","","","","","","",6,3551,3504
"202104","4","","","","","","DD","",0,25,24
"202104","11","","","","","OTHERS","SD","",3,6852,6406
"202104","11","","","","","OTHERS","DD","",0,172,163
"202104","4","","","","","","SD","",1,744,734
"202104","12","","","","","NLB","SD","",0,91,90
"202104","12","","","","","NLB","DD","",0,58,58
"202104","11","","","","","LRB","SD","",0,11,11
"202104","11","","","","","LRB","DD","",0,137,135
"202104","7","","OTHERS","","","","","",55,5848,5848
"202105","6","","","","","","","",10,2141,1881
"202105","7","","MC","","","","","",0,635,635
"202105","7","","OTHERS","","","","","",75,5857,5857
"202105","5","1","","","","","","",453,76466,74794
"202105","5","2","","","","","","",210,35792,34998
"202105","5","3","","","","","","",49,6913,6735
"202105","9","","","","","RMB","","",4,1013,984
"202105","9","","","","","GMB","","",14,3337,3265
"202105","10","","","","","","","",12,3552,3499
"202105","4","","","","","","SD","",1,745,738
"202105","4","","","","","","DD","",0,25,24
"202105","12","","","","","NWFB","SD","",0,17,17
"202105","12","","","","","NWFB","DD","",0,673,672
"202105","12","","","","","LWB","SD","",0,4,4
"202105","12","","","","","LWB","DD","",5,241,239
"202105","12","","","","","KMB","SD","",0,143,140
"202105","12","","","","","KMB","DD","",21,3886,3867
"202105","12","","","","","CTB","SD","1",0,34,32
"202105","12","","","","","CTB","DD","1",0,758,727
"202105","12","","","","","CTB","SD","2",0,0,0
