"YR_MTH","VEHICLE_CLASS_CODE","GOODS_VEHICLE_TYPE_CODE","GOV_VEHICLE_TYPE_CODE","MOTOR_CYCLE_TYPE_CODE","TAXIS_TYPE_CODE","TTD_PTO_CODE","BUS_TYPE_CODE","FRANCHISED_TYPE","FIRST_REG","TOTAL_REG","TOTAL_LIC"
"201508","1","","","","","","","",3624,557364,512432
"201508","11","","","","","OTHERS","SD","",134,6808,6782
"201508","4","","","","","","SD","",2,542,536
"201508","9","","","","","RMB","","",10,1168,1163
"201508","12","","","","","CTB","SD","1",0,45,34
"201508","2","","","MTRI","","","","",18,200,177
"201508","7","","MC","","","","","",17,697,697
"201508","12","","","","","NWFB","SD","",0,37,35
"201508","10","","","","","","","",147,3109,3088
"201508","12","","","","","NLB","SD","",4,117,116
"201508","5","3","","","","","","",75,5403,5333
"201508","12","","","","","KMB","SD","",1,171,171
"201508","12","","","","","LWB","DD","",0,185,184
"201508","12","","","","","CTB","DD","1",0,721,711
"201508","3","","","","Lantau","TAX","","",0,50,50
"201508","7","","OTHERS","","","","","",21,5575,5575
"201508","11","","","","","LRB","DD","",3,117,116
"201508","5","1","","","","","","",657,72576,70832
"201508","12","","","","","NWFB","DD","",19,703,681
"201508","2","","","SOLO","","","","",541,66682,46451
"201508","11","","","","","LRB","SD","",0,11,11
"201508","2","","","COMBO","","","","",0,58,44
"201508","12","","","","","KMB","DD","",54,3687,3679
"201508","11","","","","","OTHERS","DD","",12,102,102
"201508","5","2","","","","","","",346,37276,36484
"201508","3","","","","Urban","TAX","","",174,15250,15177
"201508","12","","","","","LWB","SD","",0,0,0
"201508","4","","","","","","DD","",0,61,60
"201508","6","","","","","","","",16,1780,1563
"201508","9","","","","","GMB","","",5,3182,3181
"201508","12","","","","","NLB","DD","",0,2,2
"201508","12","","","","","CTB","SD","2",0,11,9
"201508","12","","","","","CTB","DD","2",0,184,173
"201508","3","","","","NT","TAX","","",23,2838,2825
"201509","11","","","","","OTHERS","DD","",5,102,102
"201509","12","","","","","KMB","SD","",1,172,172
"201509","10","","","","","","","",16,3105,3086
"201509","9","","","","","GMB","","",4,3187,3187
"201509","12","","","","","KMB","DD","",65,3715,3702
"201509","2","","","COMBO","","","","",1,59,45
"201509","4","","","","","","SD","",0,542,536
"201509","2","","","SOLO","","","","",570,67122,46797
"201509","11","","","","","LRB","SD","",0,11,11
"201509","4","","","","","","DD","",0,61,60
"201509","11","","","","","OTHERS","SD","",37,6808,6782
"201509","6","","","","","","","",6,1777,1554
"201509","3","","","","Lantau","TAX","","",0,50,50
"201509","3","","","","Urban","TAX","","",157,15250,15203
"201509","12","","","","","LWB","DD","",4,189,186
"201509","12","","","","","CTB","SD","2",0,10,9
"201509","12","","","","","NLB","SD","",2,119,118
"201509","5","1","","","","","","",720,72497,70786
"201509","11","","","","","LRB","DD","",3,119,118
"201509","7","","MC","","","","","",6,692,692
"201509","12","","","","","LWB","SD","",0,0,0
"201509","5","2","","","","","","",325,37157,36385
"201509","12","","","","","CTB","DD","1",2,723,708
"201509","12","","","","","NLB","DD","",0,2,2
"201509","12","","","","","CTB","DD","2",0,183,173
"201509","2","","","MTRI","","","","",14,213,190
"201509","12","","","","","NWFB","DD","",17,713,683
"201509","1","","","","","","","",4295,559699,514328
"201509","5","3","","","","","","",87,5445,5377
"201509","12","","","","","NWFB","SD","",0,35,33
"201509","12","","","","","CTB","SD","1",0,39,33
"201509","3","","","","NT","TAX","","",19,2838,2825
"201509","9","","","","","RMB","","",2,1163,1159
"201509","7","","OTHERS","","","","","",31,5571,5571
"201510","12","","","","","KMB","SD","",0,171,171
"201510","11","","","","","LRB","SD","",0,11,11
"201510","12","","","","","KMB","DD","",42,3697,3687
"201510","4","","","","","","SD","",3,541,534
"201510","5","2","","","","","","",301,37012,36215
"201510","12","","","","","CTB","DD","2",0,180,173
"201510","3","","","","Lantau","TAX","","",2,50,50
"201510","7","","MC","","","","","",0,675,675
"201510","11","","","","","OTHERS","SD","",39,6814,6781
"201510","12","","","","","NLB","DD","",0,2,2
"201510","12","","","","","CTB","DD","1",13,734,714
"201510","3","","","","NT","TAX","","",25,2838,2821
"201510","9","","","","","RMB","","",2,1154,1149
"201510","1","","","","","","","",4727,562274,516812
"201510","12","","","","","CTB","SD","2",0,10,9
"201510","3","","","","Urban","TAX","","",148,15250,15207
"201510","12","","","","","NWFB","DD","",12,708,676
"201510","12","","","","","LWB","DD","",0,189,186
"201510","7","","OTHERS","","","","","",41,5574,5574
"201510","4","","","","","","DD","",0,61,60
"201510","5","1","","","","","","",670,72405,70653
"201510","2","","","SOLO","","","","",505,67492,46941
"201510","12","","","","","LWB","SD","",0,0,0
"201510","12","","","","","CTB","SD","1",0,35,33
"201510","6","","","","","","","",4,1772,1539
"201510","12","","","","","NLB","SD","",3,119,119
"201510","9","","","","","GMB","","",6,3196,3195
"201510","12","","","","","NWFB","SD","",0,34,33
"201510","11","","","","","OTHERS","DD","",5,103,103
"201510","2","","","MTRI","","","","",21,234,214
"201510","10","","","","","","","",10,3090,3072
"201510","5","3","","","","","","",98,5487,5415
"201510","11","","","","","LRB","DD","",3,119,118
"201510","2","","","COMBO","","","","",0,59,43
"201511","4","","","","","","SD","",6,545,539
"201511","12","","","","","NWFB","DD","",2,706,677
"201511","11","","","","","LRB","SD","",0,11,11
"201511","10","","","","","","","",16,3094,3078
"201511","5","2","","","","","","",348,36937,36182
"201511","12","","","","","LWB","SD","",0,0,0
"201511","12","","","","","NWFB","SD","",0,34,32
"201511","5","3","","","","","","",111,5528,5445
"201511","12","","","","","NLB","SD","",1,120,118
"201511","12","","","","","CTB","SD","1",2,37,35
"201511","12","","","","","CTB","DD","2",0,179,173
"201511","9","","","","","RMB","","",1,1151,1147
"201511","12","","","","","CTB","DD","1",9,743,715
"201511","11","","","","","LRB","DD","",0,119,118
"201511","12","","","","","CTB","SD","2",0,10,9
"201511","7","","MC","","","","","",3,666,666
"201511","11","","","","","OTHERS","DD","",1,103,103
"201511","7","","OTHERS","","","","","",45,5572,5572
"201511","3","","","","NT","TAX","","",18,2838,2826
"201511","9","","","","","GMB","","",7,3199,3199
"201511","1","","","","","","","",4499,564738,519226
"201511","5","1","","","","","","",738,72290,70639
"201511","12","","","","","KMB","DD","",74,3690,3683
"201511","3","","","","Urban","TAX","","",143,15250,15202
"201511","12","","","","","KMB","SD","",1,172,172
"201511","2","","","MTRI","","","","",15,248,228
"201511","6","","","","","","","",9,1769,1543
"201511","2","","","SOLO","","","","",509,67848,47268
"201511","4","","","","","","DD","",0,61,60
"201511","12","","","","","NLB","DD","",5,7,7
"201511","11","","","","","OTHERS","SD","",42,6804,6775
"201511","12","","","","","LWB","DD","",0,189,189
"201511","2","","","COMBO","","","","",0,59,45
"201511","3","","","","Lantau","TAX","","",0,50,50
"201512","12","","","","","NLB","SD","",0,120,116
"201512","11","","","","","OTHERS","DD","",2,103,103
"201512","12","","","","","NWFB","DD","",11,712,688
"201512","3","","","","NT","TAX","","",32,2838,2831
"201512","12","","","","","CTB","DD","2",0,176,173
"201512","12","","","","","NWFB","SD","",2,36,32
"201512","12","","","","","LWB","SD","",0,0,0
"201512","11","","","","","OTHERS","SD","",49,6808,6780
"201512","1","","","","","","","",5283,567886,521852
"201512","5","1","","","","","","",729,71997,70431
"201512","2","","","COMBO","","","","",0,58,39
"201512","12","","","","","CTB","DD","1",9,750,726
"201512","12","","","","","CTB","SD","2",0,10,9
"201512","12","","","","","CTB","SD","1",1,36,36
"201512","5","3","","","","","","",94,5485,5398
"201512","4","","","","","","SD","",18,556,549
"201512","5","2","","","","","","",402,36712,36001
"201512","12","","","","","KMB","SD","",0,172,172
"201512","2","","","MTRI","","","","",10,257,236
"201512","9","","","","","GMB","","",11,3204,3203
"201512","11","","","","","LRB","SD","",0,11,11
"201512","7","","OTHERS","","","","","",42,5569,5569
"201512","12","","","","","NLB","DD","",0,7,7
"201512","7","","MC","","","","","",70,682,682
"201512","10","","","","","","","",22,3081,3066
"201512","3","","","","Lantau","TAX","","",0,50,50
"201512","4","","","","","","DD","",1,61,61
"201512","12","","","","","KMB","DD","",50,3718,3716
"201512","6","","","","","","","",14,1777,1552
"201512","12","","","","","LWB","DD","",1,190,190
"201512","2","","","SOLO","","","","",340,68053,47484
"201512","9","","","","","RMB","","",1,1146,1141
"201512","3","","","","Urban","TAX","","",103,15250,15237
"201512","11","","","","","LRB","DD","",7,123,122
"201601","4","","","","","","SD","",7,559,551
"201601","10","","","","","","","",10,3080,3064
"201601","2","","","MTRI","","","","",6,263,242
"201601","1","","","","","","","",3292,569264,522799
"201601","12","","","","","NLB","SD","",0,120,116
"201601","5","2","","","","","","",274,36796,36055
"201601","5","3","","","","","","",75,5546,5455
"201601","12","","","","","CTB","DD","1",8,758,725
"201601","2","","","COMBO","","","","",0,58,40
"201601","12","","","","","KMB","SD","",0,171,170
"201601","12","","","","","LWB","DD","",0,190,190
"201601","3","","","","Lantau","TAX","","",0,50,50
"201601","6","","","","","","","",7,1779,1554
"201601","7","","OTHERS","","","","","",35,5575,5575
"201601","9","","","","","RMB","","",2,1146,1141
"201601","2","","","SOLO","","","","",349,68270,47415
"201601","12","","","","","LWB","SD","",0,0,0
"201601","12","","","","","KMB","DD","",46,3698,3695
"201601","11","","","","","LRB","DD","",2,123,122
"201601","4","","","","","","DD","",0,61,61
"201601","5","1","","","","","","",590,72223,70633
"201601","11","","","","","LRB","SD","",0,11,11
"201601","12","","","","","CTB","DD","2",0,176,170
"201601","9","","","","","GMB","","",9,3204,3203
"201601","12","","","","","CTB","SD","1",0,36,36
"201601","7","","MC","","","","","",60,715,715
"201601","3","","","","Urban","TAX","","",115,15250,15244
"201601","12","","","","","CTB","SD","2",0,10,9
"201601","11","","","","","OTHERS","SD","",37,6808,6782
"201601","12","","","","","NWFB","DD","",5,711,688
"201601","12","","","","","NLB","DD","",2,7,7
"201601","3","","","","NT","TAX","","",22,2838,2832
"201601","12","","","","","NWFB","SD","",0,36,33
"201601","11","","","","","OTHERS","DD","",0,103,103
"201602","12","","","","","CTB","DD","1",5,763,726
"201602","10","","","","","","","",15,3080,3066
"201602","12","","","","","KMB","SD","",0,170,170
"201602","12","","","","","NLB","DD","",2,9,9
"201602","5","3","","","","","","",48,5575,5487
"201602","4","","","","","","SD","",9,565,557
"201602","12","","","","","CTB","DD","2",8,184,173
"201602","12","","","","","CTB","SD","2",0,10,9
"201602","2","","","MTRI","","","","",9,271,250
"201602","11","","","","","LRB","SD","",0,11,11
"201602","12","","","","","NWFB","SD","",0,35,20
"201602","2","","","COMBO","","","","",0,58,36
"201602","3","","","","NT","TAX","","",26,2838,2832
"201602","12","","","","","NLB","SD","",0,120,116
"201602","12","","","","","LWB","SD","",0,0,0
"201602","1","","","","","","","",2907,570347,523960
"201602","7","","OTHERS","","","","","",17,5578,5578
"201602","7","","MC","","","","","",43,747,747
"201602","5","1","","","","","","",471,72382,70788
"201602","5","2","","","","","","",199,36829,36073
"201602","6","","","","","","","",5,1777,1562
"201602","12","","","","","LWB","DD","",0,190,189
"201602","3","","","","Urban","TAX","","",100,15250,15246
"201602","9","","","","","GMB","","",6,3208,3208
"201602","4","","","","","","DD","",0,61,61
"201602","11","","","","","OTHERS","DD","",0,103,103
"201602","12","","","","","CTB","SD","1",0,36,36
"201602","2","","","SOLO","","","","",319,68482,47575
"201602","12","","","","","NWFB","DD","",10,706,691
"201602","9","","","","","RMB","","",1,1142,1136
"201602","11","","","","","OTHERS","SD","",25,6806,6778
"201602","12","","","","","KMB","DD","",22,3714,3711
"201602","11","","","","","LRB","DD","",2,120,119
"201602","3","","","","Lantau","TAX","","",0,50,50
"201603","12","","","","","NWFB","DD","",11,717,687
"201603","12","","","","","CTB","SD","2",0,9,4
"201603","10","","","","","","","",21,3090,3071
"201603","5","1","","","","","","",894,72634,70854
"201603","12","","","","","CTB","DD","1",24,758,734
"201603","4","","","","","","SD","",1,566,553
"201603","5","3","","","","","","",70,5618,5531
"201603","12","","","","","LWB","DD","",0,190,189
"201603","12","","","","","NLB","SD","",0,120,114
"201603","3","","","","Lantau","TAX","","",0,50,50
"201603","11","","","","","OTHERS","DD","",0,103,103
"201603","9","","","","","GMB","","",21,3212,3210
"201603","12","","","","","CTB","DD","2",5,186,177
"201603","7","","OTHERS","","","","","",16,5565,5565
"201603","11","","","","","LRB","DD","",6,123,122
"201603","2","","","SOLO","","","","",497,68836,47723
"201603","9","","","","","RMB","","",6,1138,1134
"201603","2","","","COMBO","","","","",0,58,38
"201603","12","","","","","KMB","SD","",0,169,169
"201603","6","","","","","","","",10,1782,1562
"201603","2","","","MTRI","","","","",5,276,259
"201603","5","2","","","","","","",266,36827,36001
"201603","12","","","","","NWFB","SD","",0,34,19
"201603","7","","MC","","","","","",57,759,759
"201603","12","","","","","NLB","DD","",1,10,10
"201603","3","","","","NT","TAX","","",15,2838,2833
"201603","3","","","","Urban","TAX","","",177,15250,15250
"201603","1","","","","","","","",3397,571723,525193
"201603","11","","","","","OTHERS","SD","",63,6809,6774
"201603","12","","","","","CTB","SD","1",0,36,36
"201603","12","","","","","LWB","SD","",0,0,0
"201603","4","","","","","","DD","",0,61,61
"201603","11","","","","","LRB","SD","",0,11,11
"201603","12","","","","","KMB","DD","",33,3703,3699
"201604","5","2","","","","","","",337,36895,36098
"201604","12","","","","","LWB","SD","",0,0,0
"201604","2","","","SOLO","","","","",528,69222,48057
"201604","12","","","","","CTB","SD","2",0,9,0
"201604","10","","","","","","","",12,3091,3074
"201604","11","","","","","OTHERS","SD","",49,6809,6769
"201604","11","","","","","LRB","SD","",0,11,11
"201604","3","","","","Lantau","TAX","","",14,64,57
"201604","12","","","","","NLB","DD","",0,10,10
"201604","12","","","","","KMB","SD","",0,168,168
"201604","12","","","","","CTB","DD","1",31,774,734
"201604","3","","","","Urban","TAX","","",126,15250,15250
"201604","4","","","","","","SD","",0,564,552
"201604","12","","","","","NLB","SD","",0,117,114
"201604","12","","","","","NWFB","DD","",1,718,684
"201604","5","3","","","","","","",70,5657,5576
"201604","11","","","","","OTHERS","DD","",0,103,103
"201604","12","","","","","CTB","DD","2",6,192,183
"201604","9","","","","","RMB","","",7,1133,1127
"201604","6","","","","","","","",13,1786,1559
"201604","5","1","","","","","","",500,72528,70907
"201604","4","","","","","","DD","",0,61,60
"201604","7","","OTHERS","","","","","",58,5556,5556
"201604","7","","MC","","","","","",40,761,761
"201604","9","","","","","GMB","","",16,3217,3215
"201604","2","","","COMBO","","","","",1,59,38
"201604","1","","","","","","","",3392,572941,526684
"201604","11","","","","","LRB","DD","",3,123,122
"201604","12","","","","","CTB","SD","1",0,36,35
"201604","12","","","","","NWFB","SD","",0,34,19
"201604","3","","","","NT","TAX","","",34,2838,2833
"201604","12","","","","","LWB","DD","",0,190,189
"201604","2","","","MTRI","","","","",15,291,269
"201604","12","","","","","KMB","DD","",25,3677,3674
"201605","9","","","","","GMB","","",13,3230,3227
"201605","1","","","","","","","",3206,573925,527631
"201605","12","","","","","KMB","DD","",70,3639,3636
"201605","12","","","","","NLB","SD","",0,114,114
"201605","12","","","","","CTB","SD","1",2,37,37
"201605","12","","","","","KMB","SD","",0,168,168
"201605","12","","","","","NWFB","SD","",1,35,20
"201605","12","","","","","NWFB","DD","",6,718,689
"201605","5","1","","","","","","",455,72386,70810
"201605","6","","","","","","","",15,1792,1555
"201605","12","","","","","CTB","SD","2",0,9,0
"201605","9","","","","","RMB","","",4,1120,1116
"201605","5","3","","","","","","",79,5697,5608
"201605","2","","","SOLO","","","","",586,69694,48511
"201605","12","","","","","CTB","DD","1",21,754,727
"201605","11","","","","","LRB","SD","",0,11,11
"201605","11","","","","","OTHERS","SD","",53,6814,6775
"201605","7","","MC","","","","","",21,769,769
"201605","11","","","","","OTHERS","DD","",1,103,103
"201605","7","","OTHERS","","","","","",37,5580,5580
"201605","12","","","","","LWB","SD","",0,0,0
"201605","4","","","","","","SD","",3,566,554
"201605","12","","","","","CTB","DD","2",7,196,185
"201605","3","","","","Lantau","TAX","","",12,75,70
"201605","12","","","","","LWB","DD","",3,188,187
"201605","5","2","","","","","","",351,36958,36167
"201605","2","","","COMBO","","","","",0,60,40
"201605","3","","","","Urban","TAX","","",122,15250,15250
"201605","2","","","MTRI","","","","",6,297,276
"201605","4","","","","","","DD","",0,61,61
"201605","11","","","","","LRB","DD","",0,123,122
"201605","3","","","","NT","TAX","","",9,2838,2832
"201605","10","","","","","","","",20,3087,3068
"201605","12","","","","","NLB","DD","",0,10,10
"201606","12","","","","","KMB","SD","",0,168,168
"201606","11","","","","","OTHERS","SD","",50,6805,6767
"201606","12","","","","","NLB","DD","",0,10,10
"201606","12","","","","","NWFB","SD","",1,22,20
"201606","5","1","","","","","","",492,72236,70673
"201606","12","","","","","LWB","DD","",30,193,193
"201606","1","","","","","","","",3365,575110,528849
"201606","12","","","","","LWB","SD","",0,0,0
"201606","3","","","","Urban","TAX","","",131,15250,15250
"201606","9","","","","","RMB","","",3,1117,1114
"201606","4","","","","","","DD","",0,61,61
"201606","10","","","","","","","",21,3093,3075
"201606","3","","","","NT","TAX","","",19,2838,2832
"201606","11","","","","","OTHERS","DD","",0,103,103
"201606","4","","","","","","SD","",10,572,560
"201606","2","","","SOLO","","","","",506,70078,48783
"201606","12","","","","","CTB","DD","1",9,736,715
"201606","6","","","","","","","",28,1815,1563
"201606","9","","","","","GMB","","",10,3233,3229
"201606","12","","","","","NWFB","DD","",5,708,690
"201606","12","","","","","CTB","SD","2",0,9,0
"201606","5","2","","","","","","",311,36990,36185
"201606","12","","","","","CTB","SD","1",1,38,38
"201606","3","","","","Lantau","TAX","","",0,75,74
"201606","12","","","","","CTB","DD","2",4,197,185
"201606","12","","","","","KMB","DD","",67,3642,3636
"201606","5","3","","","","","","",63,5731,5633
"201606","11","","","","","LRB","DD","",2,123,122
"201606","2","","","MTRI","","","","",2,299,273
"201606","7","","OTHERS","","","","","",37,5580,5580
"201606","7","","MC","","","","","",2,764,764
"201606","11","","","","","LRB","SD","",0,11,11
"201606","2","","","COMBO","","","","",2,61,42
"201606","12","","","","","NLB","SD","",0,114,114
"201607","12","","","","","NWFB","DD","",5,705,687
"201607","12","","","","","NWFB","SD","",0,22,19
"201607","5","3","","","","","","",57,5760,5662
"201607","2","","","SOLO","","","","",420,70376,48797
"201607","12","","","","","NLB","SD","",0,114,114
"201607","4","","","","","","SD","",7,576,566
"201607","12","","","","","KMB","SD","",0,168,168
"201607","4","","","","","","DD","",0,61,61
"201607","5","2","","","","","","",253,37004,36175
"201607","12","","","","","NLB","DD","",0,10,10
"201607","1","","","","","","","",3292,576205,529023
"201607","12","","","","","CTB","SD","2",0,9,0
"201607","11","","","","","OTHERS","SD","",77,6791,6756
"201607","10","","","","","","","",27,3060,3033
"201607","11","","","","","LRB","DD","",3,123,122
"201607","12","","","","","CTB","SD","1",0,38,38
"201607","2","","","MTRI","","","","",21,320,291
"201607","3","","","","Lantau","TAX","","",0,75,74
"201607","3","","","","Urban","TAX","","",116,15250,15240
"201607","12","","","","","CTB","DD","2",2,199,185
"201607","9","","","","","RMB","","",0,1114,1111
"201607","2","","","COMBO","","","","",0,61,44
"201607","6","","","","","","","",23,1824,1578
"201607","11","","","","","LRB","SD","",0,11,11
"201607","5","1","","","","","","",513,72168,70503
"201607","7","","OTHERS","","","","","",14,5587,5587
"201607","3","","","","NT","TAX","","",20,2838,2833
"201607","12","","","","","LWB","DD","",11,204,204
"201607","7","","MC","","","","","",1,765,765
"201607","11","","","","","OTHERS","DD","",0,103,103
"201607","12","","","","","KMB","DD","",47,3669,3662
"201607","12","","","","","CTB","DD","1",9,730,722
"201607","12","","","","","LWB","SD","",0,0,0
"201607","9","","","","","GMB","","",16,3236,3235
"201608","6","","","","","","","",12,1823,1578
"201608","11","","","","","LRB","DD","",6,123,122
"201608","2","","","COMBO","","","","",3,64,46
"201608","12","","","","","NWFB","SD","",0,22,19
"201608","12","","","","","CTB","SD","2",0,9,0
"201608","12","","","","","LWB","SD","",0,0,0
"201608","7","","MC","","","","","",0,756,756
"201608","12","","","","","LWB","DD","",15,219,219
"201608","11","","","","","OTHERS","DD","",0,103,103
"201608","3","","","","NT","TAX","","",19,2838,2832
"201608","12","","","","","NLB","DD","",0,10,10
"201608","4","","","","","","DD","",0,61,60
"201608","9","","","","","RMB","","",0,1107,1104
"201608","1","","","","","","","",3441,577280,530434
"201608","12","","","","","CTB","SD","1",0,38,38
"201608","9","","","","","GMB","","",20,3243,3242
"201608","12","","","","","CTB","DD","2",4,198,185
"201608","5","3","","","","","","",73,5801,5711
"201608","5","1","","","","","","",552,72094,70505
"201608","7","","OTHERS","","","","","",37,5574,5574
"201608","2","","","MTRI","","","","",21,341,316
"201608","12","","","","","KMB","DD","",51,3704,3699
"201608","3","","","","Urban","TAX","","",117,15250,15243
"201608","5","2","","","","","","",272,37018,36223
"201608","12","","","","","KMB","SD","",0,165,165
"201608","11","","","","","OTHERS","SD","",145,6806,6773
"201608","12","","","","","NLB","SD","",0,114,112
"201608","4","","","","","","SD","",15,579,570
"201608","12","","","","","CTB","DD","1",4,728,723
"201608","11","","","","","LRB","SD","",0,11,11
"201608","12","","","","","NWFB","DD","",12,717,691
"201608","10","","","","","","","",120,3123,3095
"201608","3","","","","Lantau","TAX","","",1,75,75
"201608","2","","","SOLO","","","","",470,70693,49070
"201609","12","","","","","CTB","DD","1",0,728,716
"201609","11","","","","","LRB","SD","",0,11,11
"201609","11","","","","","LRB","DD","",4,123,122
"201609","5","1","","","","","","",490,72046,70457
"201609","12","","","","","CTB","DD","2",8,206,185
"201609","12","","","","","CTB","SD","1",0,38,38
"201609","11","","","","","OTHERS","SD","",81,6809,6774
"201609","12","","","","","NWFB","SD","",0,22,19
"201609","4","","","","","","DD","",0,61,61
"201609","4","","","","","","SD","",2,578,572
"201609","12","","","","","LWB","DD","",1,220,220
"201609","2","","","MTRI","","","","",4,345,318
"201609","1","","","","","","","",3990,579104,532137
"201609","12","","","","","LWB","SD","",0,0,0
"201609","12","","","","","KMB","SD","",0,164,164
"201609","9","","","","","RMB","","",3,1100,1098
"201609","10","","","","","","","",5,3122,3098
"201609","11","","","","","OTHERS","DD","",0,103,103
"201609","5","2","","","","","","",276,37037,36229
"201609","2","","","COMBO","","","","",1,65,45
"201609","9","","","","","GMB","","",12,3250,3250
"201609","3","","","","Urban","TAX","","",114,15250,15243
"201609","12","","","","","NLB","DD","",0,10,10
"201609","12","","","","","KMB","DD","",54,3741,3735
"201609","3","","","","Lantau","TAX","","",1,75,75
"201609","7","","MC","","","","","",9,759,759
"201609","3","","","","NT","TAX","","",14,2838,2832
"201609","7","","OTHERS","","","","","",43,5566,5566
"201609","5","3","","","","","","",71,5833,5753
"201609","6","","","","","","","",30,1840,1608
"201609","12","","","","","NLB","SD","",0,113,113
"201609","2","","","SOLO","","","","",484,71066,49322
"201609","12","","","","","NWFB","DD","",8,708,691
"201609","12","","","","","CTB","SD","2",0,9,0
"201610","12","","","","","CTB","SD","2",0,9,0
"201610","12","","","","","NLB","DD","",0,10,10
"201610","11","","","","","OTHERS","SD","",54,6807,6771
"201610","4","","","","","","SD","",12,582,575
"201610","12","","","","","CTB","DD","2",4,201,185
"201610","5","3","","","","","","",54,5858,5776
"201610","3","","","","Lantau","TAX","","",0,75,75
"201610","12","","","","","NLB","SD","",0,114,114
"201610","9","","","","","RMB","","",2,1098,1096
"201610","6","","","","","","","",6,1833,1603
"201610","3","","","","Urban","TAX","","",131,15250,15249
"201610","12","","","","","CTB","SD","1",0,38,38
"201610","3","","","","NT","TAX","","",28,2838,2832
"201610","12","","","","","KMB","SD","",0,164,164
"201610","9","","","","","GMB","","",14,3252,3249
"201610","12","","","","","CTB","DD","1",0,728,714
"201610","11","","","","","LRB","SD","",0,11,11
"201610","12","","","","","LWB","DD","",0,220,220
"201610","7","","OTHERS","","","","","",38,5549,5549
"201610","1","","","","","","","",3540,580366,532816
"201610","5","1","","","","","","",547,72030,70374
"201610","5","2","","","","","","",210,37036,36171
"201610","10","","","","","","","",21,3122,3101
"201610","12","","","","","KMB","DD","",27,3755,3752
"201610","4","","","","","","DD","",0,61,61
"201610","12","","","","","LWB","SD","",0,0,0
"201610","2","","","COMBO","","","","",1,66,47
"201610","7","","MC","","","","","",0,750,750
"201610","11","","","","","LRB","DD","",6,123,122
"201610","12","","","","","NWFB","SD","",0,22,19
"201610","2","","","MTRI","","","","",19,364,335
"201610","2","","","SOLO","","","","",390,71313,49378
"201610","12","","","","","NWFB","DD","",9,711,691
"201610","11","","","","","OTHERS","DD","",0,103,102
"201611","12","","","","","CTB","DD","1",0,728,712
"201611","2","","","MTRI","","","","",16,380,357
"201611","12","","","","","CTB","DD","2",1,196,182
"201611","12","","","","","NWFB","SD","",0,22,19
"201611","2","","","SOLO","","","","",497,71674,49636
"201611","1","","","","","","","",3699,581755,534836
"201611","4","","","","","","SD","",10,583,578
"201611","11","","","","","LRB","DD","",3,123,122
"201611","4","","","","","","DD","",0,61,61
"201611","10","","","","","","","",21,3130,3110
"201611","12","","","","","CTB","SD","2",0,1,0
"201611","7","","MC","","","","","",8,744,744
"201611","9","","","","","RMB","","",3,1099,1095
"201611","9","","","","","GMB","","",19,3251,3249
"201611","11","","","","","OTHERS","SD","",58,6810,6774
"201611","3","","","","Lantau","TAX","","",0,75,75
"201611","12","","","","","NWFB","DD","",7,702,692
"201611","12","","","","","LWB","DD","",10,230,230
"201611","12","","","","","KMB","SD","",0,164,164
"201611","12","","","","","NLB","SD","",0,112,112
"201611","3","","","","NT","TAX","","",23,2838,2832
"201611","12","","","","","NLB","DD","",0,10,10
"201611","11","","","","","LRB","SD","",0,11,11
"201611","6","","","","","","","",11,1837,1611
"201611","2","","","COMBO","","","","",0,66,46
"201611","3","","","","Urban","TAX","","",158,15250,15249
"201611","12","","","","","LWB","SD","",0,0,0
"201611","7","","OTHERS","","","","","",76,5556,5556
"201611","12","","","","","CTB","SD","1",0,38,38
"201611","12","","","","","KMB","DD","",28,3764,3760
"201611","11","","","","","OTHERS","DD","",0,103,102
"201611","5","1","","","","","","",651,72089,70583
"201611","5","3","","","","","","",69,5881,5796
"201611","5","2","","","","","","",273,37071,36280
"201612","1","","","","","","","",3661,583037,536025
"201612","11","","","","","LRB","SD","",0,11,11
"201612","4","","","","","","DD","",0,61,60
"201612","9","","","","","GMB","","",21,3254,3254
"201612","12","","","","","KMB","DD","",13,3757,3752
"201612","12","","","","","CTB","SD","1",0,38,38
"201612","12","","","","","NWFB","SD","",0,22,13
"201612","2","","","COMBO","","","","",1,67,47
"201612","2","","","SOLO","","","","",355,71875,49817
"201612","3","","","","Urban","TAX","","",135,15250,15244
"201612","2","","","MTRI","","","","",10,390,363
"201612","5","1","","","","","","",582,71856,70336
"201612","11","","","","","OTHERS","SD","",64,6806,6773
"201612","12","","","","","CTB","SD","2",0,1,0
"201612","12","","","","","NWFB","DD","",12,712,678
"201612","12","","","","","LWB","DD","",12,242,242
"201612","12","","","","","KMB","SD","",0,164,164
"201612","3","","","","NT","TAX","","",22,2838,2833
"201612","12","","","","","NLB","SD","",0,113,111
"201612","10","","","","","","","",30,3122,3102
"201612","7","","OTHERS","","","","","",32,5539,5539
"201612","11","","","","","OTHERS","DD","",0,103,103
"201612","12","","","","","CTB","DD","1",12,739,729
"201612","9","","","","","RMB","","",6,1096,1093
"201612","4","","","","","","SD","",12,590,586
"201612","3","","","","Lantau","TAX","","",1,75,75
"201612","5","3","","","","","","",62,5891,5816
"201612","11","","","","","LRB","DD","",9,123,122
"201612","5","2","","","","","","",248,37010,36200
"201612","7","","MC","","","","","",6,748,748
"201612","6","","","","","","","",13,1840,1614
"201612","12","","","","","CTB","DD","2",3,188,179
"201612","12","","","","","LWB","SD","",0,0,0
