"YR_MTH","MODE","TTD_PTO_CODE","FRANCHISE_TYPE","RAIL_LINE","BUS_TYPE_CODE","KM","KM_INDI","KM_CROSS_HARBOUR","KM_CROSS_HARBOUR_INDI","NO_FLEET","NO_FLEET_INDI","PAX_CAP","PAX_CAP_INDI"
"201301","RS","RS","","","",3608.873,"",,"",1094,"",55030,""
"201301","TAX","TAX","","","",,"",,"",18133,"",89401,""
"201301","Fran_Bus","KMB","","","",26388.568,"",3095.829,"",3827,"",472792,""
"201301","Fran_Bus","KMB","","","DD",,"",,"",3660,"",,""
"201301","Fran_Bus","KMB","","","SD",,"",,"",167,"",,""
"201301","Fran_Bus","CTB","1","","",4685.9079,"",2082.9212,"",778,"",94946,""
"201301","Fran_Bus","CTB","1","","DD",,"",,"",714,"",,""
"201301","Fran_Bus","CTB","1","","SD",,"",,"",64,"",,""
"201301","Fran_Bus","CTB","2","","",2293.9684,"",670.9643,"",170,"",17993,""
"201301","Fran_Bus","CTB","2","","DD",,"",,"",152,"",,""
"201301","Fran_Bus","CTB","2","","SD",,"",,"",18,"",,""
"201301","Fran_Bus","NWFB","","","",4068.7949,"",1611.9617,"",700,"",86004,""
"201301","Fran_Bus","NWFB","","","DD",,"",,"",664,"",,""
"201301","Fran_Bus","NWFB","","","SD",,"",,"",36,"",,""
"201301","Fran_Bus","LWB","","","",2156.262,"",,"",166,"",19638,""
"201301","Fran_Bus","LWB","","","DD",,"",,"",166,"",,""
"201301","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201301","Fran_Bus","NLB","","","",606.353,"",,"",108,"",7019,""
"201301","Fran_Bus","NLB","","","DD",,"",,"",0,"",,""
"201301","Fran_Bus","NLB","","","SD",,"",,"",108,"",,""
"201301","Railways","MTRC","","Local","",2718.556,"",,"",1740,"",548214,""
"201301","Railways","MTRC","","Airport","",246.145,"",,"",77,"",7700,""
"201301","Railways","MTRC","","LRT","",662.61,"",,"",139,"",32665,""
"201301","Railways","HKT","","","",426.42619,"",,"",161,"",18515,""
"201301","PLB","GMB","","","",28014.241,"",,"",3074,"",49184,""
"201301","PLB","RMB","","","",,"",,"",1274,"",20384,""
"201301","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201301","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201301","Ferries","LFS","","","",0,"",,"",36,"",10676,""
"201301","LRB","LRB","","","",502.9998,"",,"",117,"",13052,""
"201301","LRB","LRB","","","DD",,"",,"",109,"",,""
"201301","LRB","LRB","","","SD",,"",,"",8,"",,""
"201302","Fran_Bus","KMB","","","",23473.307,"",2747.878,"",3818,"",471547,""
"201302","Fran_Bus","KMB","","","DD",,"",,"",3651,"",,""
"201302","Fran_Bus","KMB","","","SD",,"",,"",167,"",,""
"201302","Fran_Bus","CTB","1","","",4203.3679,"",1863.7907,"",777,"",94551,""
"201302","Fran_Bus","CTB","1","","DD",,"",,"",713,"",,""
"201302","Fran_Bus","CTB","1","","SD",,"",,"",64,"",,""
"201302","Fran_Bus","CTB","2","","",2065.8547,"",608.222,"",168,"",17747,""
"201302","Fran_Bus","CTB","2","","DD",,"",,"",150,"",,""
"201302","Fran_Bus","CTB","2","","SD",,"",,"",18,"",,""
"201302","Fran_Bus","NWFB","","","",3578.3335,"",1407.1402,"",705,"",86639,""
"201302","Fran_Bus","NWFB","","","DD",,"",,"",669,"",,""
"201302","Fran_Bus","NWFB","","","SD",,"",,"",36,"",,""
"201302","Fran_Bus","LWB","","","",1953.934,"",,"",167,"",19756,""
"201302","Fran_Bus","LWB","","","DD",,"",,"",167,"",,""
"201302","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201302","Fran_Bus","NLB","","","",635.571,"",,"",108,"",7019,""
"201302","Fran_Bus","NLB","","","DD",,"",,"",0,"",,""
"201302","Fran_Bus","NLB","","","SD",,"",,"",108,"",,""
"201302","Railways","MTRC","","Local","",2447.049,"",,"",1740,"",548214,""
"201302","Railways","MTRC","","Airport","",223.275,"",,"",77,"",7700,""
"201302","Railways","MTRC","","LRT","",594.423,"",,"",139,"",32665,""
"201302","Railways","HKT","","","",381.46478,"",,"",161,"",18515,""
"201302","PLB","GMB","","","",25251.568,"",,"",3075,"",49200,""
"201302","PLB","RMB","","","",,"",,"",1273,"",20368,""
"201302","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201302","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201302","Ferries","LFS","","","",0,"",,"",36,"",10903,""
"201302","LRB","LRB","","","",444.6325,"",,"",117,"",13052,""
"201302","LRB","LRB","","","DD",,"",,"",109,"",,""
"201302","LRB","LRB","","","SD",,"",,"",8,"",,""
"201302","RS","RS","","","",3156.534,"",,"",1083,"",54213,""
"201302","TAX","TAX","","","",,"",,"",18128,"",89376,""
"201303","Fran_Bus","NLB","","","",670.941,"",,"",108,"",7019,""
"201303","Fran_Bus","NLB","","","DD",,"",,"",0,"",,""
"201303","Fran_Bus","NLB","","","SD",,"",,"",108,"",,""
"201303","Railways","MTRC","","Local","",2686.223,"",,"",1740,"",548214,""
"201303","Railways","MTRC","","Airport","",246.784,"",,"",77,"",7700,""
"201303","Railways","MTRC","","LRT","",659.704,"",,"",139,"",32665,""
"201303","Railways","HKT","","","",432.31764,"",,"",161,"",18515,""
"201303","PLB","GMB","","","",27946.916,"",,"",3084,"",49344,""
"201303","PLB","RMB","","","",,"",,"",1264,"",20224,""
"201303","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201303","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201303","Ferries","LFS","","","",0,"",,"",37,"",10899,""
"201303","LRB","LRB","","","",501.6553,"",,"",117,"",13052,""
"201303","LRB","LRB","","","DD",,"",,"",109,"",,""
"201303","LRB","LRB","","","SD",,"",,"",8,"",,""
"201303","RS","RS","","","",3508.459,"",,"",1076,"",53860,""
"201303","TAX","TAX","","","",,"",,"",18123,"",89289,""
"201303","Fran_Bus","KMB","","","",26186.146,"",3052.536,"",3773,"",465581,""
"201303","Fran_Bus","KMB","","","DD",,"",,"",3606,"",,""
"201303","Fran_Bus","KMB","","","SD",,"",,"",167,"",,""
"201303","Fran_Bus","CTB","1","","",4613.2443,"",2052.9924,"",772,"",93757,""
"201303","Fran_Bus","CTB","1","","DD",,"",,"",708,"",,""
"201303","Fran_Bus","CTB","1","","SD",,"",,"",64,"",,""
"201303","Fran_Bus","CTB","2","","",2292.3932,"",674.9369,"",172,"",18234,""
"201303","Fran_Bus","CTB","2","","DD",,"",,"",154,"",,""
"201303","Fran_Bus","CTB","2","","SD",,"",,"",18,"",,""
"201303","Fran_Bus","NWFB","","","",4016.0174,"",1581.0047,"",711,"",87438,""
"201303","Fran_Bus","NWFB","","","DD",,"",,"",675,"",,""
"201303","Fran_Bus","NWFB","","","SD",,"",,"",36,"",,""
"201303","Fran_Bus","LWB","","","",2161.969,"",,"",167,"",19756,""
"201303","Fran_Bus","LWB","","","DD",,"",,"",167,"",,""
"201303","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201304","Fran_Bus","KMB","","","",25185.39,"",2940.848,"",3772,"",465256,""
"201304","Fran_Bus","KMB","","","DD",,"",,"",3605,"",,""
"201304","Fran_Bus","KMB","","","SD",,"",,"",167,"",,""
"201304","Fran_Bus","CTB","1","","",4483.5243,"",1995.2571,"",768,"",93236,""
"201304","Fran_Bus","CTB","1","","DD",,"",,"",705,"",,""
"201304","Fran_Bus","CTB","1","","SD",,"",,"",63,"",,""
"201304","Fran_Bus","CTB","2","","",2206.9637,"",650.9834,"",169,"",17946,""
"201304","Fran_Bus","CTB","2","","DD",,"",,"",152,"",,""
"201304","Fran_Bus","CTB","2","","SD",,"",,"",17,"",,""
"201304","Fran_Bus","NWFB","","","",3895.797,"",1545.2052,"",722,"",88836,""
"201304","Fran_Bus","NWFB","","","DD",,"",,"",686,"",,""
"201304","Fran_Bus","NWFB","","","SD",,"",,"",36,"",,""
"201304","Fran_Bus","LWB","","","",2108.86,"",,"",168,"",19874,""
"201304","Fran_Bus","LWB","","","DD",,"",,"",168,"",,""
"201304","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201304","Fran_Bus","NLB","","","",616.864,"",,"",108,"",7019,""
"201304","Fran_Bus","NLB","","","DD",,"",,"",0,"",,""
"201304","Fran_Bus","NLB","","","SD",,"",,"",108,"",,""
"201304","Railways","MTRC","","Local","",2613.503,"",,"",1740,"",548214,""
"201304","Railways","MTRC","","Airport","",238.486,"",,"",77,"",7700,""
"201304","Railways","MTRC","","LRT","",635.065,"",,"",139,"",32665,""
"201304","Railways","HKT","","","",424.363,"",,"",161,"",18515,""
"201304","PLB","GMB","","","",27077.105,"",,"",3086,"",49376,""
"201304","PLB","RMB","","","",,"",,"",1262,"",20192,""
"201304","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201304","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201304","Ferries","LFS","","","",0,"",,"",37,"",10899,""
"201304","LRB","LRB","","","",486.6349,"",,"",117,"",13052,""
"201304","LRB","LRB","","","DD",,"",,"",109,"",,""
"201304","LRB","LRB","","","SD",,"",,"",8,"",,""
"201304","RS","RS","","","",3425.211,"",,"",1084,"",54330,""
"201304","TAX","TAX","","","",,"",,"",18118,"",89264,""
"201305","Fran_Bus","NLB","","","",631.728,"",,"",108,"",7019,""
"201305","Fran_Bus","NLB","","","DD",,"",,"",0,"",,""
"201305","Fran_Bus","NLB","","","SD",,"",,"",108,"",,""
"201305","Railways","MTRC","","Local","",2704.257,"",,"",1740,"",548214,""
"201305","Railways","MTRC","","Airport","",246.459,"",,"",77,"",7700,""
"201305","Railways","MTRC","","LRT","",658.622,"",,"",139,"",32665,""
"201305","Railways","HKT","","","",445.56716,"",,"",161,"",18515,""
"201305","PLB","GMB","","","",27917.046,"",,"",3078,"",49248,""
"201305","PLB","RMB","","","",,"",,"",1263,"",20208,""
"201305","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201305","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201305","Ferries","LFS","","","",0,"",,"",36,"",10474,""
"201305","LRB","LRB","","","",505.7442,"",,"",118,"",13166,""
"201305","LRB","LRB","","","DD",,"",,"",110,"",,""
"201305","LRB","LRB","","","SD",,"",,"",8,"",,""
"201305","RS","RS","","","",3525.985,"",,"",1092,"",54549,""
"201305","TAX","TAX","","","",,"",,"",18138,"",89270,""
"201305","Fran_Bus","KMB","","","",25786.885,"",3010.494,"",3784,"",466895,""
"201305","Fran_Bus","KMB","","","DD",,"",,"",3617,"",,""
"201305","Fran_Bus","KMB","","","SD",,"",,"",167,"",,""
"201305","Fran_Bus","CTB","1","","",4611.9139,"",2055.3758,"",771,"",93487,""
"201305","Fran_Bus","CTB","1","","DD",,"",,"",708,"",,""
"201305","Fran_Bus","CTB","1","","SD",,"",,"",63,"",,""
"201305","Fran_Bus","CTB","2","","",2274.6166,"",671.0846,"",170,"",18066,""
"201305","Fran_Bus","CTB","2","","DD",,"",,"",153,"",,""
"201305","Fran_Bus","CTB","2","","SD",,"",,"",17,"",,""
"201305","Fran_Bus","NWFB","","","",4015.0785,"",1595.2068,"",724,"",89165,""
"201305","Fran_Bus","NWFB","","","DD",,"",,"",689,"",,""
"201305","Fran_Bus","NWFB","","","SD",,"",,"",35,"",,""
"201305","Fran_Bus","LWB","","","",2201.071,"",,"",168,"",19874,""
"201305","Fran_Bus","LWB","","","DD",,"",,"",168,"",,""
"201305","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201306","Fran_Bus","KMB","","","",24598.111,"",2873.016,"",3777,"",466063,""
"201306","Fran_Bus","KMB","","","DD",,"",,"",3610,"",,""
"201306","TAX","TAX","","","",,"",,"",18111,"",89071,""
"201306","RS","RS","","","",3407.138,"",,"",1092,"",54549,""
"201306","LRB","LRB","","","SD",,"",,"",8,"",,""
"201306","LRB","LRB","","","DD",,"",,"",110,"",,""
"201306","LRB","LRB","","","",488.0029,"",,"",118,"",13166,""
"201306","Ferries","LFS","","","",0,"",,"",36,"",10474,""
"201306","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201306","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201306","PLB","RMB","","","",,"",,"",1262,"",20192,""
"201306","PLB","GMB","","","",27122.749,"",,"",3086,"",49376,""
"201306","Railways","HKT","","","",427.03203,"",,"",161,"",18515,""
"201306","Railways","MTRC","","LRT","",637.887,"",,"",139,"",32665,""
"201306","Railways","MTRC","","Airport","",238.268,"",,"",77,"",7700,""
"201306","Railways","MTRC","","Local","",2617.919,"",,"",1740,"",548214,""
"201306","Fran_Bus","NLB","","","SD",,"",,"",108,"",,""
"201306","Fran_Bus","NLB","","","DD",,"",,"",0,"",,""
"201306","Fran_Bus","NLB","","","",612.679,"",,"",108,"",7019,""
"201306","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201306","Fran_Bus","LWB","","","DD",,"",,"",167,"",,""
"201306","Fran_Bus","LWB","","","",2128.105,"",,"",167,"",19777,""
"201306","Fran_Bus","NWFB","","","SD",,"",,"",35,"",,""
"201306","Fran_Bus","NWFB","","","DD",,"",,"",687,"",,""
"201306","Fran_Bus","NWFB","","","",3854.7286,"",1525.6936,"",722,"",88911,""
"201306","Fran_Bus","CTB","2","","SD",,"",,"",17,"",,""
"201306","Fran_Bus","CTB","2","","DD",,"",,"",153,"",,""
"201306","Fran_Bus","CTB","2","","",2204.6844,"",649.0456,"",170,"",18171,""
"201306","Fran_Bus","CTB","1","","SD",,"",,"",59,"",,""
"201306","Fran_Bus","CTB","1","","DD",,"",,"",713,"",,""
"201306","Fran_Bus","CTB","1","","",4453.1869,"",1982.2733,"",772,"",93788,""
"201306","Fran_Bus","KMB","","","SD",,"",,"",167,"",,""
"201307","Fran_Bus","KMB","","","",25660.881,"",3023.097,"",3780,"",466689,""
"201307","TAX","TAX","","","",,"",,"",18118,"",89029,""
"201307","LRB","LRB","","","SD",,"",,"",8,"",,""
"201307","LRB","LRB","","","DD",,"",,"",110,"",,""
"201307","LRB","LRB","","","",504.1693,"",,"",118,"",13166,""
"201307","Ferries","LFS","","","",0,"",,"",36,"",10474,""
"201307","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201307","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201307","PLB","RMB","","","",,"",,"",1256,"",20096,""
"201307","PLB","GMB","","","",28106.509,"",,"",3092,"",49472,""
"201307","Railways","HKT","","","",443.06635,"",,"",161,"",18515,""
"201307","Railways","MTRC","","LRT","",643.401,"",,"",139,"",32665,""
"201307","Railways","MTRC","","Airport","",246.214,"",,"",77,"",7700,""
"201307","Railways","MTRC","","Local","",2717.765,"",,"",1740,"",548214,""
"201307","Fran_Bus","NLB","","","SD",,"",,"",107,"",,""
"201307","Fran_Bus","NLB","","","DD",,"",,"",0,"",,""
"201307","Fran_Bus","NLB","","","",628.622,"",,"",107,"",6962,""
"201307","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201307","Fran_Bus","LWB","","","DD",,"",,"",168,"",,""
"201307","Fran_Bus","LWB","","","",2215.793,"",,"",168,"",19915,""
"201307","Fran_Bus","NWFB","","","SD",,"",,"",35,"",,""
"201307","Fran_Bus","NWFB","","","DD",,"",,"",684,"",,""
"201307","Fran_Bus","NWFB","","","",3994.6458,"",1590.8941,"",719,"",88516,""
"201307","Fran_Bus","CTB","2","","SD",,"",,"",17,"",,""
"201307","Fran_Bus","CTB","2","","DD",,"",,"",155,"",,""
"201307","Fran_Bus","CTB","2","","",2270.9542,"",671.9995,"",172,"",18441,""
"201307","Fran_Bus","CTB","1","","SD",,"",,"",59,"",,""
"201307","Fran_Bus","CTB","1","","DD",,"",,"",715,"",,""
"201307","Fran_Bus","CTB","1","","",4664.3617,"",2074.4289,"",774,"",94057,""
"201307","Fran_Bus","KMB","","","SD",,"",,"",167,"",,""
"201307","Fran_Bus","KMB","","","DD",,"",,"",3613,"",,""
"201307","RS","RS","","","",3594.318,"",,"",1075,"",53344,""
"201308","Fran_Bus","KMB","","","",25000.323,"",2968.633,"",3779,"",466553,""
"201308","Fran_Bus","KMB","","","DD",,"",,"",3608,"",,""
"201308","Fran_Bus","KMB","","","SD",,"",,"",171,"",,""
"201308","Fran_Bus","CTB","1","","",4586.9962,"",2041.5298,"",777,"",94554,""
"201308","Fran_Bus","CTB","1","","DD",,"",,"",720,"",,""
"201308","Fran_Bus","CTB","1","","SD",,"",,"",57,"",,""
"201308","Fran_Bus","CTB","2","","",2242.5136,"",663.4011,"",170,"",18322,""
"201308","Fran_Bus","CTB","2","","DD",,"",,"",154,"",,""
"201308","Fran_Bus","CTB","2","","SD",,"",,"",16,"",,""
"201308","Fran_Bus","NWFB","","","",3899.8265,"",1557.5247,"",717,"",88176,""
"201308","Fran_Bus","NWFB","","","DD",,"",,"",681,"",,""
"201308","Fran_Bus","NWFB","","","SD",,"",,"",36,"",,""
"201308","Fran_Bus","LWB","","","",2200.233,"",,"",168,"",19915,""
"201308","Fran_Bus","LWB","","","DD",,"",,"",168,"",,""
"201308","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201308","Fran_Bus","NLB","","","",630.802,"",,"",107,"",7014,""
"201308","Fran_Bus","NLB","","","DD",,"",,"",0,"",,""
"201308","Fran_Bus","NLB","","","SD",,"",,"",107,"",,""
"201308","Railways","MTRC","","Local","",2724.083,"",,"",1748,"",550718,""
"201308","Railways","MTRC","","Airport","",246.562,"",,"",77,"",7700,""
"201308","Railways","MTRC","","LRT","",634.189,"",,"",139,"",32665,""
"201308","Railways","HKT","","","",445.37052,"",,"",161,"",18515,""
"201308","PLB","GMB","","","",27942.811,"",,"",3102,"",49632,""
"201308","PLB","RMB","","","",,"",,"",1246,"",19936,""
"201308","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201308","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201308","Ferries","LFS","","","",0,"",,"",36,"",10474,""
"201308","LRB","LRB","","","",498.9495,"",,"",124,"",13898,""
"201308","LRB","LRB","","","DD",,"",,"",116,"",,""
"201308","LRB","LRB","","","SD",,"",,"",8,"",,""
"201308","RS","RS","","","",3637.896,"",,"",1080,"",53865,""
"201308","TAX","TAX","","","",,"",,"",18106,"",88890,""
"201309","Fran_Bus","KMB","","","",23954.811,"",2880.857,"",3799,"",468322,""
"201309","TAX","TAX","","","",,"",,"",18100,"",88779,""
"201309","Fran_Bus","KMB","","","SD",,"",,"",178,"",,""
"201309","Fran_Bus","CTB","1","","",4384.93,"",1952.6804,"",777,"",94589,""
"201309","Fran_Bus","CTB","1","","DD",,"",,"",721,"",,""
"201309","Fran_Bus","CTB","1","","SD",,"",,"",56,"",,""
"201309","Fran_Bus","CTB","2","","",2162.3412,"",640.2395,"",174,"",18897,""
"201309","Fran_Bus","CTB","2","","DD",,"",,"",159,"",,""
"201309","Fran_Bus","CTB","2","","SD",,"",,"",15,"",,""
"201309","Fran_Bus","NWFB","","","",3739.7771,"",1483.9739,"",715,"",87906,""
"201309","Fran_Bus","NWFB","","","DD",,"",,"",679,"",,""
"201309","Fran_Bus","NWFB","","","SD",,"",,"",36,"",,""
"201309","Fran_Bus","LWB","","","",2116.103,"",,"",169,"",20048,""
"201309","Fran_Bus","LWB","","","DD",,"",,"",169,"",,""
"201309","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201309","Fran_Bus","NLB","","","",648.549,"",,"",108,"",7079,""
"201309","Fran_Bus","NLB","","","DD",,"",,"",0,"",,""
"201309","Fran_Bus","NLB","","","SD",,"",,"",108,"",,""
"201309","Railways","MTRC","","Local","",2632.15,"",,"",1748,"",550718,""
"201309","Railways","MTRC","","Airport","",237.916,"",,"",77,"",7700,""
"201309","Railways","MTRC","","LRT","",639.035,"",,"",139,"",32665,""
"201309","Railways","HKT","","","",430.47468,"",,"",161,"",18515,""
"201309","PLB","GMB","","","",27327.402,"",,"",3102,"",49632,""
"201309","PLB","RMB","","","",,"",,"",1246,"",19936,""
"201309","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201309","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201309","Ferries","LFS","","","",0,"",,"",35,"",10340,""
"201309","LRB","LRB","","","",496.2397,"",,"",124,"",13898,""
"201309","LRB","LRB","","","DD",,"",,"",116,"",,""
"201309","LRB","LRB","","","SD",,"",,"",8,"",,""
"201309","RS","RS","","","",3473.135,"",,"",1073,"",53572,""
"201309","Fran_Bus","KMB","","","DD",,"",,"",3621,"",,""
"201310","Fran_Bus","KMB","","","",25198.593,"",3087.838,"",3811,"",469942,""
"201310","TAX","TAX","","","",,"",,"",18101,"",88687,""
"201310","Fran_Bus","KMB","","","SD",,"",,"",178,"",,""
"201310","Fran_Bus","CTB","1","","",4648.568,"",2061.0679,"",780,"",95081,""
"201310","Fran_Bus","CTB","1","","DD",,"",,"",725,"",,""
"201310","Fran_Bus","CTB","1","","SD",,"",,"",55,"",,""
"201310","Fran_Bus","CTB","2","","",2277.9912,"",672.0778,"",174,"",18881,""
"201310","Fran_Bus","CTB","2","","DD",,"",,"",159,"",,""
"201310","Fran_Bus","CTB","2","","SD",,"",,"",15,"",,""
"201310","Fran_Bus","NWFB","","","",3995.453,"",1596.3396,"",715,"",87906,""
"201310","Fran_Bus","NWFB","","","DD",,"",,"",679,"",,""
"201310","Fran_Bus","NWFB","","","SD",,"",,"",36,"",,""
"201310","Fran_Bus","LWB","","","",2213.609,"",,"",169,"",20062,""
"201310","Fran_Bus","LWB","","","DD",,"",,"",169,"",,""
"201310","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201310","Fran_Bus","NLB","","","",672.679,"",,"",108,"",7079,""
"201310","Fran_Bus","NLB","","","DD",,"",,"",0,"",,""
"201310","Fran_Bus","NLB","","","SD",,"",,"",108,"",,""
"201310","Railways","MTRC","","Local","",2711.052,"",,"",1748,"",550718,""
"201310","Railways","MTRC","","Airport","",246.319,"",,"",77,"",7700,""
"201310","Railways","MTRC","","LRT","",661.352,"",,"",139,"",32665,""
"201310","Railways","HKT","","","",453.34777,"",,"",161,"",18515,""
"201310","PLB","GMB","","","",28289.498,"",,"",3100,"",49600,""
"201310","PLB","RMB","","","",,"",,"",1244,"",19904,""
"201310","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201310","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201310","Ferries","LFS","","","",0,"",,"",35,"",10340,""
"201310","LRB","LRB","","","",511.0437,"",,"",124,"",13898,""
"201310","LRB","LRB","","","DD",,"",,"",116,"",,""
"201310","LRB","LRB","","","SD",,"",,"",8,"",,""
"201310","RS","RS","","","",3526.833,"",,"",1073,"",53548,""
"201310","Fran_Bus","KMB","","","DD",,"",,"",3633,"",,""
"201311","Fran_Bus","KMB","","","",24299.274,"",2991.353,"",3813,"",470229,""
"201311","Fran_Bus","KMB","","","DD",,"",,"",3635,"",,""
"201311","Fran_Bus","KMB","","","SD",,"",,"",178,"",,""
"201311","Fran_Bus","CTB","1","","",4484.4813,"",1996.5532,"",785,"",95708,""
"201311","Fran_Bus","CTB","1","","DD",,"",,"",730,"",,""
"201311","Fran_Bus","CTB","1","","SD",,"",,"",55,"",,""
"201311","Fran_Bus","CTB","2","","",2210.8706,"",647.9633,"",175,"",19142,""
"201311","Fran_Bus","CTB","2","","DD",,"",,"",162,"",,""
"201311","Fran_Bus","CTB","2","","SD",,"",,"",13,"",,""
"201311","Fran_Bus","NWFB","","","",3836.3275,"",1538.9434,"",714,"",87773,""
"201311","Fran_Bus","NWFB","","","DD",,"",,"",678,"",,""
"201311","Fran_Bus","NWFB","","","SD",,"",,"",36,"",,""
"201311","Fran_Bus","LWB","","","",2150.277,"",,"",169,"",20059,""
"201311","Fran_Bus","LWB","","","DD",,"",,"",169,"",,""
"201311","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201311","Fran_Bus","NLB","","","",652.345,"",,"",108,"",7079,""
"201311","Fran_Bus","NLB","","","DD",,"",,"",0,"",,""
"201311","Fran_Bus","NLB","","","SD",,"",,"",108,"",,""
"201311","Railways","MTRC","","Local","",2652.508,"",,"",1748,"",550718,""
"201311","Railways","MTRC","","Airport","",238.52,"",,"",77,"",7700,""
"201311","Railways","MTRC","","LRT","",641.056,"",,"",139,"",32665,""
"201311","Railways","HKT","","","",431.46611,"",,"",161,"",18515,""
"201311","PLB","GMB","","","",27467.814,"",,"",3106,"",49696,""
"201311","PLB","RMB","","","",,"",,"",1239,"",19824,""
"201311","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201311","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201311","Ferries","LFS","","","",0,"",,"",34,"",9938,""
"201311","LRB","LRB","","","",505.3412,"",,"",124,"",13898,""
"201311","LRB","LRB","","","DD",,"",,"",116,"",,""
"201311","LRB","LRB","","","SD",,"",,"",8,"",,""
"201311","RS","RS","","","",3441.462,"",,"",1077,"",53620,""
"201311","TAX","TAX","","","",,"",,"",18094,"",88583,""
"201312","Fran_Bus","KMB","","","",24928.458,"",3030.494,"",3844,"",474528,""
"201312","TAX","TAX","","","",,"",,"",18083,"",88444,""
"201312","Fran_Bus","KMB","","","SD",,"",,"",177,"",,""
"201312","Fran_Bus","CTB","1","","",4626.7947,"",2054.4927,"",777,"",94720,""
"201312","Fran_Bus","CTB","1","","DD",,"",,"",723,"",,""
"201312","Fran_Bus","CTB","1","","SD",,"",,"",54,"",,""
"201312","Fran_Bus","CTB","2","","",2275.7426,"",670.7897,"",175,"",19151,""
"201312","Fran_Bus","CTB","2","","DD",,"",,"",161,"",,""
"201312","Fran_Bus","CTB","2","","SD",,"",,"",14,"",,""
"201312","Fran_Bus","NWFB","","","",3905.3106,"",1544.3903,"",715,"",87954,""
"201312","Fran_Bus","NWFB","","","DD",,"",,"",680,"",,""
"201312","Fran_Bus","NWFB","","","SD",,"",,"",35,"",,""
"201312","Fran_Bus","LWB","","","",2211.84,"",,"",172,"",20280,""
"201312","Fran_Bus","LWB","","","DD",,"",,"",172,"",,""
"201312","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201312","Fran_Bus","NLB","","","",691.246,"",,"",108,"",7079,""
"201312","Fran_Bus","NLB","","","DD",,"",,"",0,"",,""
"201312","Fran_Bus","NLB","","","SD",,"",,"",108,"",,""
"201312","Railways","MTRC","","Local","",2753.027,"",,"",1748,"",550718,""
"201312","Railways","MTRC","","Airport","",247.019,"",,"",77,"",7700,""
"201312","Railways","MTRC","","LRT","",657.575,"",,"",139,"",32665,""
"201312","Railways","HKT","","","",449.62823,"",,"",161,"",18515,""
"201312","PLB","GMB","","","",28236.79,"",,"",3107,"",49712,""
"201312","PLB","RMB","","","",,"",,"",1239,"",19824,""
"201312","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201312","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201312","Ferries","LFS","","","",0,"",,"",35,"",10340,""
"201312","LRB","LRB","","","",512.0783,"",,"",124,"",13898,""
"201312","LRB","LRB","","","DD",,"",,"",116,"",,""
"201312","LRB","LRB","","","SD",,"",,"",8,"",,""
"201312","RS","RS","","","",3502.821,"",,"",1089,"",53959,""
"201312","Fran_Bus","KMB","","","DD",,"",,"",3667,"",,""
"201401","Fran_Bus","KMB","","","",25045.304,"",3059.502,"",3867,"",477753,""
"201401","Fran_Bus","KMB","","","DD",,"",,"",3690,"",,""
"201401","Fran_Bus","KMB","","","SD",,"",,"",177,"",,""
"201401","Fran_Bus","CTB","1","","",4689.4845,"",2079.6113,"",778,"",94845,""
"201401","Fran_Bus","CTB","1","","DD",,"",,"",724,"",,""
"201401","Fran_Bus","CTB","1","","SD",,"",,"",54,"",,""
