"YR_MTH","MODE","TTD_PTO_CODE","FRANCHISE_TYPE","RAIL_LINE","BUS_TYPE_CODE","KM","KM_INDI","KM_CROSS_HARBOUR","KM_CROSS_HARBOUR_INDI","NO_FLEET","NO_FLEET_INDI","PAX_CAP","PAX_CAP_INDI"
"201512","Ferries","LFS","","","",0,"",,"",42,"",12047,""
"201512","LRB","LRB","","","",514.2617,"",,"",133,"",15025,""
"201512","LRB","LRB","","","DD",,"",,"",122,"",,""
"201512","LRB","LRB","","","SD",,"",,"",11,"",,""
"201512","RS","RS","","","",3415.042,"",,"",1085,"",53457,""
"201512","Fran_Bus","KMB","","","DD",,"",,"",3716,"",,""
"201601","Railways","MTRC","","Local","",2873.166,"",,"",1804,"",568422,""
"201601","Railways","MTRC","","Airport","",246.562,"",,"",77,"",7700,""
"201601","Railways","MTRC","","LRT","",685.706,"",,"",138,"",33810,""
"201601","Railways","HKT","","","",423.34683,"",,"",161,"",18515,""
"201601","PLB","GMB","","","",27735.37,"",,"",3203,"",51248,""
"201601","PLB","RMB","","","",,"",,"",1141,"",18256,""
"201601","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201601","Ferries","STF","","","",0,"",,"",11,"",5955,""
"201601","Ferries","LFS","","","",0,"",,"",41,"",11733,""
"201601","LRB","LRB","","","",509.8529,"",,"",133,"",15053,""
"201601","LRB","LRB","","","DD",,"",,"",122,"",,""
"201601","LRB","LRB","","","SD",,"",,"",11,"",,""
"201601","RS","RS","","","",3387.058,"",,"",1093,"",53679,""
"201601","TAX","TAX","","","",,"",,"",18126,"",84627,""
"201601","Fran_Bus","KMB","","","",24149.418,"",3016.833,"",3865,"",487651,""
"201601","Fran_Bus","KMB","","","DD",,"",,"",3695,"",,""
"201601","Fran_Bus","KMB","","","SD",,"",,"",170,"",,""
"201601","Fran_Bus","CTB","1","","",4486.0868,"",2046.8662,"",761,"",94365,""
"201601","Fran_Bus","CTB","1","","DD",,"",,"",725,"",,""
"201601","Fran_Bus","CTB","1","","SD",,"",,"",36,"",,""
"201601","Fran_Bus","CTB","2","","",2292.9479,"",653.0584,"",179,"",20916,""
"201601","Fran_Bus","CTB","2","","DD",,"",,"",170,"",,""
"201601","Fran_Bus","CTB","2","","SD",,"",,"",9,"",,""
"201601","Fran_Bus","NWFB","","","",3686.4722,"",1489.3983,"",721,"",89598,""
"201601","Fran_Bus","NWFB","","","DD",,"",,"",688,"",,""
"201601","Fran_Bus","NWFB","","","SD",,"",,"",33,"",,""
"201601","Fran_Bus","LWB","","","",2463.164,"",,"",190,"",22897,""
"201601","Fran_Bus","LWB","","","DD",,"",,"",190,"",,""
"201601","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201601","Fran_Bus","NLB","","","",716.1962,"",,"",123,"",8429,""
"201601","Fran_Bus","NLB","","","DD",,"",,"",7,"",,""
"201601","Fran_Bus","NLB","","","SD",,"",,"",116,"",,""
"201602","Fran_Bus","KMB","","","",22585.866,"",2798.538,"",3881,"",489982,""
"201602","Fran_Bus","KMB","","","DD",,"",,"",3711,"",,""
"201602","Fran_Bus","KMB","","","SD",,"",,"",170,"",,""
"201602","Fran_Bus","CTB","1","","",4189.9766,"",1912.5095,"",762,"",94530,""
"201602","Fran_Bus","CTB","1","","DD",,"",,"",726,"",,""
"201602","Fran_Bus","CTB","1","","SD",,"",,"",36,"",,""
"201602","Fran_Bus","CTB","2","","",2138.8959,"",612.5861,"",182,"",21461,""
"201602","Fran_Bus","CTB","2","","DD",,"",,"",173,"",,""
"201602","Fran_Bus","CTB","2","","SD",,"",,"",9,"",,""
"201602","Fran_Bus","NWFB","","","",3468.0653,"",1402.8587,"",711,"",89229,""
"201602","Fran_Bus","NWFB","","","DD",,"",,"",691,"",,""
"201602","Fran_Bus","NWFB","","","SD",,"",,"",20,"",,""
"201602","Fran_Bus","LWB","","","",2346.602,"",,"",189,"",22766,""
"201602","Fran_Bus","LWB","","","DD",,"",,"",189,"",,""
"201602","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201602","Fran_Bus","NLB","","","",726.6226,"",,"",125,"",8683,""
"201602","Fran_Bus","NLB","","","DD",,"",,"",9,"",,""
"201602","Fran_Bus","NLB","","","SD",,"",,"",116,"",,""
"201602","Railways","MTRC","","Local","",2691.247,"",,"",1804,"",568422,""
"201602","Railways","MTRC","","Airport","",231.352,"",,"",77,"",7700,""
"201602","Railways","MTRC","","LRT","",641.269,"",,"",138,"",33810,""
"201602","Railways","HKT","","","",380.4327,"",,"",161,"",18515,""
"201602","PLB","GMB","","","",25751.937,"",,"",3208,"",51328,""
"201602","PLB","RMB","","","",,"",,"",1136,"",18176,""
"201602","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201602","Ferries","STF","","","",0,"",,"",11,"",5955,""
"201602","Ferries","LFS","","","",0,"",,"",42,"",12047,""
"201602","LRB","LRB","","","",470.0281,"",,"",130,"",14730,""
"201602","LRB","LRB","","","DD",,"",,"",119,"",,""
"201602","LRB","LRB","","","SD",,"",,"",11,"",,""
"201602","RS","RS","","","",3136.085,"",,"",1082,"",53258,""
"201602","TAX","TAX","","","",,"",,"",18128,"",84507,""
"201603","RS","RS","","","",3366.035,"",,"",1095,"",53701,""
"201603","TAX","TAX","","","",,"",,"",18133,"",84370,""
"201603","Fran_Bus","KMB","","","",24114.583,"",3009.239,"",3868,"",488613,""
"201603","Fran_Bus","KMB","","","DD",,"",,"",3699,"",,""
"201603","Fran_Bus","KMB","","","SD",,"",,"",169,"",,""
"201603","Fran_Bus","CTB","1","","",4493.3559,"",2052.7539,"",770,"",95795,""
"201603","Fran_Bus","CTB","1","","DD",,"",,"",734,"",,""
"201603","Fran_Bus","CTB","1","","SD",,"",,"",36,"",,""
"201603","Fran_Bus","CTB","2","","",2316.1857,"",658.6183,"",181,"",21798,""
"201603","Fran_Bus","CTB","2","","DD",,"",,"",177,"",,""
"201603","Fran_Bus","CTB","2","","SD",,"",,"",4,"",,""
"201603","Fran_Bus","NWFB","","","",3716.5718,"",1501.8584,"",706,"",88630,""
"201603","Fran_Bus","NWFB","","","DD",,"",,"",687,"",,""
"201603","Fran_Bus","NWFB","","","SD",,"",,"",19,"",,""
"201603","Fran_Bus","LWB","","","",2523.276,"",,"",189,"",22766,""
"201603","Fran_Bus","LWB","","","DD",,"",,"",189,"",,""
"201603","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201603","Fran_Bus","NLB","","","",735.1692,"",,"",124,"",8684,""
"201603","Fran_Bus","NLB","","","DD",,"",,"",10,"",,""
"201603","Fran_Bus","NLB","","","SD",,"",,"",114,"",,""
"201603","Railways","MTRC","","Local","",2857.632,"",,"",1804,"",568422,""
"201603","Railways","MTRC","","Airport","",247.257,"",,"",77,"",7700,""
"201603","Railways","MTRC","","LRT","",683.056,"",,"",138,"",33810,""
"201603","Railways","HKT","","","",417.51411,"",,"",161,"",18515,""
"201603","PLB","GMB","","","",27703.853,"",,"",3210,"",51360,""
"201603","PLB","RMB","","","",,"",,"",1134,"",18144,""
"201603","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201603","Ferries","STF","","","",0,"",,"",11,"",5955,""
"201603","Ferries","LFS","","","",0,"",,"",42,"",12047,""
"201603","LRB","LRB","","","",504.8829,"",,"",133,"",15164,""
"201603","LRB","LRB","","","DD",,"",,"",122,"",,""
"201603","LRB","LRB","","","SD",,"",,"",11,"",,""
"201604","Fran_Bus","KMB","","","",23268.302,"",2902.987,"",3842,"",485377,""
"201604","Fran_Bus","KMB","","","DD",,"",,"",3674,"",,""
"201604","Fran_Bus","KMB","","","SD",,"",,"",168,"",,""
"201604","Fran_Bus","CTB","1","","",4331.9798,"",1984.5846,"",769,"",96107,""
"201604","Fran_Bus","CTB","1","","DD",,"",,"",734,"",,""
"201604","Fran_Bus","CTB","1","","SD",,"",,"",35,"",,""
"201604","Fran_Bus","CTB","2","","",2226.3408,"",633.8598,"",183,"",22454,""
"201604","Fran_Bus","CTB","2","","DD",,"",,"",183,"",,""
"201604","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"201604","Fran_Bus","NWFB","","","",3569.232,"",1441.5306,"",703,"",88235,""
"201604","Fran_Bus","NWFB","","","DD",,"",,"",684,"",,""
"201604","Fran_Bus","NWFB","","","SD",,"",,"",19,"",,""
"201604","Fran_Bus","LWB","","","",2464.4,"",,"",189,"",22766,""
"201604","Fran_Bus","LWB","","","DD",,"",,"",189,"",,""
"201604","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201604","Fran_Bus","NLB","","","",701.2564,"",,"",124,"",8684,""
"201604","Fran_Bus","NLB","","","DD",,"",,"",10,"",,""
"201604","Fran_Bus","NLB","","","SD",,"",,"",114,"",,""
"201604","Railways","MTRC","","Local","",2786.305,"",,"",1804,"",558422,""
"201604","Railways","MTRC","","Airport","",238.764,"",,"",77,"",7700,""
"201604","Railways","MTRC","","LRT","",663.082,"",,"",138,"",33810,""
"201604","Railways","HKT","","","",402.37471,"",,"",161,"",18515,""
"201604","PLB","GMB","","","",26944.162,"",,"",3215,"",51440,""
"201604","PLB","RMB","","","",,"",,"",1127,"",18032,""
"201604","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201604","Ferries","STF","","","",0,"",,"",11,"",5955,""
"201604","Ferries","LFS","","","",0,"",,"",42,"",12047,""
"201604","LRB","LRB","","","",491.1779,"",,"",133,"",15199,""
"201604","LRB","LRB","","","DD",,"",,"",122,"",,""
"201604","LRB","LRB","","","SD",,"",,"",11,"",,""
"201604","RS","RS","","","",3289.816,"",,"",1092,"",53815,""
"201604","TAX","TAX","","","",,"",,"",18140,"",84231,""
"201605","RS","RS","","","",3353.98,"",,"",1090,"",53688,""
"201605","TAX","TAX","","","",,"",,"",18152,"",84130,""
"201605","Fran_Bus","KMB","","","",23901.669,"",2963.769,"",3804,"",481082,""
"201605","Fran_Bus","KMB","","","DD",,"",,"",3636,"",,""
"201605","Fran_Bus","KMB","","","SD",,"",,"",168,"",,""
"201605","Fran_Bus","CTB","1","","",4432.8628,"",2037.6044,"",764,"",95455,""
"201605","Fran_Bus","CTB","1","","DD",,"",,"",727,"",,""
"201605","Fran_Bus","CTB","1","","SD",,"",,"",37,"",,""
"201605","Fran_Bus","CTB","2","","",2299.6966,"",653.0971,"",185,"",22884,""
"201605","Fran_Bus","CTB","2","","DD",,"",,"",185,"",,""
"201605","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"201605","Fran_Bus","NWFB","","","",3644.8465,"",1463.1523,"",709,"",88911,""
"201605","Fran_Bus","NWFB","","","DD",,"",,"",689,"",,""
"201605","Fran_Bus","NWFB","","","SD",,"",,"",20,"",,""
"201605","Fran_Bus","LWB","","","",2525.277,"",,"",187,"",22514,""
"201605","Fran_Bus","LWB","","","DD",,"",,"",187,"",,""
"201605","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201605","Fran_Bus","NLB","","","",740.7586,"",,"",124,"",8684,""
"201605","Fran_Bus","NLB","","","DD",,"",,"",10,"",,""
"201605","Fran_Bus","NLB","","","SD",,"",,"",114,"",,""
"201605","Railways","MTRC","","Local","",2856.313,"",,"",1804,"",568422,""
"201605","Railways","MTRC","","Airport","",246.25,"",,"",77,"",7700,""
"201605","Railways","MTRC","","LRT","",686.867,"",,"",138,"",33810,""
"201605","Railways","HKT","","","",421.14887,"",,"",161,"",18515,""
"201605","PLB","GMB","","","",27743.543,"",,"",3227,"",51632,""
"201605","PLB","RMB","","","",,"",,"",1116,"",17856,""
"201605","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201605","Ferries","STF","","","",0,"",,"",11,"",5955,""
"201605","Ferries","LFS","","","",0,"",,"",42,"",12047,""
"201605","LRB","LRB","","","",504.6802,"",,"",133,"",15199,""
"201605","LRB","LRB","","","DD",,"",,"",122,"",,""
"201605","LRB","LRB","","","SD",,"",,"",11,"",,""
"201606","Fran_Bus","KMB","","","",23136.427,"",2874.067,"",3804,"",481858,""
"201606","Fran_Bus","KMB","","","DD",,"",,"",3636,"",,""
"201606","Fran_Bus","KMB","","","SD",,"",,"",168,"",,""
"201606","Fran_Bus","CTB","1","","",4282.1486,"",1979.2024,"",753,"",94128,""
"201606","Fran_Bus","CTB","1","","DD",,"",,"",715,"",,""
"201606","Fran_Bus","CTB","1","","SD",,"",,"",38,"",,""
"201606","Fran_Bus","CTB","2","","",2214.4064,"",630.1431,"",185,"",23004,""
"201606","Fran_Bus","CTB","2","","DD",,"",,"",185,"",,""
"201606","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"201606","Fran_Bus","NWFB","","","",3525.1987,"",1410.9751,"",710,"",89076,""
"201606","Fran_Bus","NWFB","","","DD",,"",,"",690,"",,""
"201606","Fran_Bus","NWFB","","","SD",,"",,"",20,"",,""
"201606","Fran_Bus","LWB","","","",2448.534,"",,"",193,"",23649,""
"201606","Fran_Bus","LWB","","","DD",,"",,"",193,"",,""
"201606","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201606","Fran_Bus","NLB","","","",695.9336,"",,"",124,"",8684,""
"201606","Fran_Bus","NLB","","","DD",,"",,"",10,"",,""
"201606","Fran_Bus","NLB","","","SD",,"",,"",114,"",,""
"201606","Railways","MTRC","","Local","",2786.183,"",,"",1804,"",568422,""
"201606","Railways","MTRC","","Airport","",238.521,"",,"",77,"",7700,""
"201606","Railways","MTRC","","LRT","",665.371,"",,"",138,"",33810,""
"201606","Railways","HKT","","","",407.81338,"",,"",161,"",18515,""
"201606","PLB","GMB","","","",27019.668,"",,"",3229,"",51664,""
"201606","PLB","RMB","","","",,"",,"",1114,"",17824,""
"201606","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201606","Ferries","STF","","","",0,"",,"",11,"",5955,""
"201606","Ferries","LFS","","","",0,"",,"",42,"",12175,""
"201606","LRB","LRB","","","",492.7183,"",,"",133,"",15221,""
"201606","LRB","LRB","","","DD",,"",,"",122,"",,""
"201606","LRB","LRB","","","SD",,"",,"",11,"",,""
"201606","RS","RS","","","",3307.68,"",,"",1085,"",53481,""
"201606","TAX","TAX","","","",,"",,"",18156,"",84013,""
"201607","Fran_Bus","KMB","","","",23862.765,"",2992.438,"",3830,"",486081,""
"201607","Fran_Bus","KMB","","","DD",,"",,"",3662,"",,""
"201607","Fran_Bus","KMB","","","SD",,"",,"",168,"",,""
"201607","Fran_Bus","CTB","1","","",4453.17,"",2049.6212,"",760,"",95202,""
"201607","Fran_Bus","CTB","1","","DD",,"",,"",722,"",,""
"201607","Fran_Bus","CTB","1","","SD",,"",,"",38,"",,""
"201607","Fran_Bus","CTB","2","","",2311.2413,"",658.5802,"",185,"",23064,""
"201607","Fran_Bus","CTB","2","","DD",,"",,"",185,"",,""
"201607","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"201607","Fran_Bus","NWFB","","","",3662.454,"",1469.8937,"",706,"",88716,""
"201607","Fran_Bus","NWFB","","","DD",,"",,"",687,"",,""
"201607","Fran_Bus","NWFB","","","SD",,"",,"",19,"",,""
"201607","Fran_Bus","LWB","","","",2579.023,"",,"",204,"",25072,""
"201607","Fran_Bus","LWB","","","DD",,"",,"",204,"",,""
"201607","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201607","Fran_Bus","NLB","","","",735.743,"",,"",124,"",8684,""
"201607","Fran_Bus","NLB","","","DD",,"",,"",10,"",,""
"201607","Fran_Bus","NLB","","","SD",,"",,"",114,"",,""
"201607","Railways","MTRC","","Local","",2870.773,"",,"",1804,"",568422,""
"201607","Railways","MTRC","","Airport","",246.493,"",,"",77,"",7700,""
"201607","Railways","MTRC","","LRT","",674.326,"",,"",138,"",33810,""
"201607","Railways","HKT","","","",418.87527,"",,"",161,"",18515,""
"201607","PLB","GMB","","","",27776.298,"",,"",3235,"",51760,""
"201607","PLB","RMB","","","",,"",,"",1111,"",17776,""
"201607","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201607","Ferries","STF","","","",0,"",,"",11,"",5955,""
"201607","Ferries","LFS","","","",0,"",,"",42,"",12175,""
"201607","LRB","LRB","","","",506.7429,"",,"",133,"",15260,""
"201607","LRB","LRB","","","DD",,"",,"",122,"",,""
"201607","LRB","LRB","","","SD",,"",,"",11,"",,""
"201607","RS","RS","","","",3363.435,"",,"",1081,"",53298,""
"201607","TAX","TAX","","","",,"",,"",18147,"",83830,""
"201608","RS","RS","","","",3424.856,"",,"",1088,"",53450,""
"201608","TAX","TAX","","","",,"",,"",18150,"",83691,""
"201608","LRB","LRB","","","DD",,"",,"",122,"",,""
"201608","LRB","LRB","","","",508.054,"",,"",133,"",15316,""
"201608","Ferries","LFS","","","",0,"",,"",42,"",12175,""
"201608","Ferries","STF","","","",0,"",,"",11,"",5955,""
"201608","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201608","PLB","RMB","","","",,"",,"",1104,"",17664,""
"201608","PLB","GMB","","","",27570.391,"",,"",3242,"",51872,""
"201608","Railways","HKT","","","",403.74943,"",,"",161,"",18515,""
"201608","Railways","MTRC","","LRT","",667.835,"",,"",138,"",33810,""
"201608","Railways","MTRC","","Airport","",245.478,"",,"",77,"",7700,""
"201608","Railways","MTRC","","Local","",2904.272,"",,"",1804,"",568422,""
"201608","Fran_Bus","NLB","","","SD",,"",,"",112,"",,""
"201608","Fran_Bus","NLB","","","DD",,"",,"",10,"",,""
"201608","Fran_Bus","NLB","","","",689.06,"",,"",122,"",8558,""
"201608","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201608","Fran_Bus","LWB","","","DD",,"",,"",219,"",,""
"201608","Fran_Bus","LWB","","","",2783.518,"",,"",219,"",27007,""
"201608","Fran_Bus","NWFB","","","SD",,"",,"",19,"",,""
"201608","Fran_Bus","NWFB","","","DD",,"",,"",691,"",,""
"201608","Fran_Bus","NWFB","","","",3584.496,"",1443.5418,"",710,"",89341,""
"201608","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"201608","Fran_Bus","CTB","2","","DD",,"",,"",185,"",,""
"201608","Fran_Bus","CTB","2","","",2268.23,"",649.9522,"",185,"",23181,""
"201608","Fran_Bus","CTB","1","","SD",,"",,"",38,"",,""
"201608","Fran_Bus","CTB","1","","DD",,"",,"",723,"",,""
"201608","Fran_Bus","CTB","1","","",4394.5396,"",2027.8835,"",761,"",95392,""
"201608","Fran_Bus","KMB","","","SD",,"",,"",165,"",,""
"201608","Fran_Bus","KMB","","","DD",,"",,"",3699,"",,""
"201608","Fran_Bus","KMB","","","",23608.345,"",2980.195,"",3864,"",491399,""
"201608","LRB","LRB","","","SD",,"",,"",11,"",,""
"201609","TAX","TAX","","","",,"",,"",18150,"",83569,""
"201609","RS","RS","","","",3319.433,"",,"",1092,"",53883,""
"201609","LRB","LRB","","","SD",,"",,"",11,"",,""
"201609","LRB","LRB","","","DD",,"",,"",122,"",,""
"201609","LRB","LRB","","","",490.9354,"",,"",133,"",15368,""
"201609","Ferries","LFS","","","",0,"",,"",42,"",12175,""
"201609","Ferries","STF","","","",0,"",,"",11,"",5955,""
"201609","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201609","PLB","RMB","","","",,"",,"",1098,"",17568,""
"201609","PLB","GMB","","","",27089.645,"",,"",3250,"",52000,""
"201609","Railways","HKT","","","",410.71434,"",,"",161,"",18515,""
"201609","Railways","MTRC","","LRT","",667.231,"",,"",138,"",33810,""
"201609","Railways","MTRC","","Airport","",238.729,"",,"",77,"",7700,""
"201609","Railways","MTRC","","Local","",2862.499,"",,"",1804,"",568422,""
"201609","Fran_Bus","NLB","","","SD",,"",,"",113,"",,""
"201609","Fran_Bus","NLB","","","DD",,"",,"",10,"",,""
"201609","Fran_Bus","NLB","","","",690.488,"",,"",123,"",8655,""
"201609","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201609","Fran_Bus","LWB","","","DD",,"",,"",220,"",,""
"201609","Fran_Bus","LWB","","","",2902.583,"",,"",220,"",27140,""
"201609","Fran_Bus","NWFB","","","SD",,"",,"",19,"",,""
"201609","Fran_Bus","NWFB","","","DD",,"",,"",691,"",,""
"201609","Fran_Bus","NWFB","","","",3478.7441,"",1391.9145,"",710,"",89204,""
"201609","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"201609","Fran_Bus","CTB","2","","DD",,"",,"",185,"",,""
"201609","Fran_Bus","CTB","2","","",2195.9593,"",630.4114,"",185,"",23418,""
"201609","Fran_Bus","CTB","1","","SD",,"",,"",38,"",,""
"201609","Fran_Bus","CTB","1","","DD",,"",,"",716,"",,""
"201609","Fran_Bus","CTB","1","","",4299.5547,"",1990.037,"",754,"",94447,""
"201609","Fran_Bus","KMB","","","SD",,"",,"",164,"",,""
"201609","Fran_Bus","KMB","","","",23081.843,"",2875.987,"",3899,"",496387,""
"201609","Fran_Bus","KMB","","","DD",,"",,"",3735,"",,""
"201610","Fran_Bus","KMB","","","",23243.539,"",2888.171,"",3916,"",498763,""
"201610","TAX","TAX","","","",,"",,"",18156,"",83457,""
"201610","Fran_Bus","KMB","","","SD",,"",,"",164,"",,""
"201610","Fran_Bus","CTB","1","","",4322.1522,"",1992.8641,"",752,"",94237,""
"201610","Fran_Bus","CTB","1","","DD",,"",,"",714,"",,""
"201610","Fran_Bus","CTB","1","","SD",,"",,"",38,"",,""
"201610","Fran_Bus","CTB","2","","",2217.7902,"",635.7496,"",185,"",23526,""
"201610","Fran_Bus","CTB","2","","DD",,"",,"",185,"",,""
"201610","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"201610","Fran_Bus","NWFB","","","",3508.3843,"",1401.5199,"",710,"",89224,""
"201610","Fran_Bus","NWFB","","","DD",,"",,"",691,"",,""
"201610","Fran_Bus","NWFB","","","SD",,"",,"",19,"",,""
"201610","Fran_Bus","LWB","","","",2940.639,"",,"",220,"",27140,""
"201610","Fran_Bus","LWB","","","DD",,"",,"",220,"",,""
"201610","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201610","Fran_Bus","NLB","","","",722.848,"",,"",124,"",8728,""
"201610","Fran_Bus","NLB","","","DD",,"",,"",10,"",,""
"201610","Fran_Bus","NLB","","","SD",,"",,"",114,"",,""
"201610","Railways","MTRC","","Local","",2839.394,"",,"",1804,"",568422,""
"201610","Railways","MTRC","","Airport","",244.609,"",,"",77,"",7700,""
"201610","Railways","MTRC","","LRT","",683.419,"",,"",138,"",33810,""
"201610","Railways","HKT","","","",417.21578,"",,"",161,"",18515,""
"201610","PLB","GMB","","","",27570.861,"",,"",3249,"",51984,""
"201610","PLB","RMB","","","",,"",,"",1096,"",17536,""
"201610","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201610","Ferries","STF","","","",0,"",,"",11,"",5955,""
"201610","Ferries","LFS","","","",0,"",,"",42,"",12187,""
"201610","LRB","LRB","","","",500.8355,"",,"",133,"",15445,""
"201610","LRB","LRB","","","DD",,"",,"",122,"",,""
"201610","LRB","LRB","","","SD",,"",,"",11,"",,""
"201610","RS","RS","","","",3347.986,"",,"",1059,"",52311,""
"201610","Fran_Bus","KMB","","","DD",,"",,"",3752,"",,""
"201611","Fran_Bus","KMB","","","",23304.391,"",2950.866,"",3924,"",499875,""
"201611","Fran_Bus","KMB","","","DD",,"",,"",3760,"",,""
"201611","Fran_Bus","KMB","","","SD",,"",,"",164,"",,""
"201611","Fran_Bus","CTB","1","","",4297.213,"",1985.0835,"",750,"",93960,""
"201611","Fran_Bus","CTB","1","","DD",,"",,"",712,"",,""
"201611","Fran_Bus","CTB","1","","SD",,"",,"",38,"",,""
"201611","Fran_Bus","CTB","2","","",2205.7792,"",631.8377,"",182,"",23217,""
"201611","Fran_Bus","CTB","2","","DD",,"",,"",182,"",,""
"201611","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"201611","Fran_Bus","NWFB","","","",3469.1437,"",1399.444,"",711,"",89378,""
"201611","Fran_Bus","NWFB","","","DD",,"",,"",692,"",,""
"201611","Fran_Bus","NWFB","","","SD",,"",,"",19,"",,""
"201611","Fran_Bus","LWB","","","",2931.525,"",,"",230,"",28330,""
"201611","Fran_Bus","LWB","","","DD",,"",,"",230,"",,""
"201611","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201611","Fran_Bus","NLB","","","",692.208,"",,"",122,"",8606,""
"201611","Fran_Bus","NLB","","","DD",,"",,"",10,"",,""
"201611","Fran_Bus","NLB","","","SD",,"",,"",112,"",,""
"201611","Railways","MTRC","","Local","",2856.395,"",,"",1804,"",568422,""
"201611","Railways","MTRC","","Airport","",238.277,"",,"",77,"",7700,""
"201611","Railways","MTRC","","LRT","",666.215,"",,"",138,"",33810,""
"201611","Railways","HKT","","","",412.00538,"",,"",161,"",18515,""
"201611","PLB","GMB","","","",27124.992,"",,"",3249,"",51984,""
"201611","PLB","RMB","","","",,"",,"",1095,"",17520,""
"201611","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201611","Ferries","STF","","","",0,"",,"",11,"",5955,""
"201611","Ferries","LFS","","","",0,"",,"",42,"",12175,""
"201611","LRB","LRB","","","",493.2176,"",,"",133,"",15484,""
"201611","LRB","LRB","","","DD",,"",,"",122,"",,""
"201611","LRB","LRB","","","SD",,"",,"",11,"",,""
"201611","RS","RS","","","",3340.304,"",,"",1079,"",53213,""
"201611","TAX","TAX","","","",,"",,"",18156,"",83276,""
"201612","Fran_Bus","KMB","","","",24238.595,"",3059.778,"",3916,"",498860,""
"201612","TAX","TAX","","","",,"",,"",18152,"",83099,""
"201612","Fran_Bus","KMB","","","SD",,"",,"",164,"",,""
"201612","Fran_Bus","CTB","1","","",4465.3794,"",2049.9508,"",767,"",96323,""
"201612","Fran_Bus","CTB","1","","DD",,"",,"",729,"",,""
"201612","Fran_Bus","CTB","1","","SD",,"",,"",38,"",,""
"201612","Fran_Bus","CTB","2","","",2287.9812,"",652.4475,"",179,"",22896,""
"201612","Fran_Bus","CTB","2","","DD",,"",,"",179,"",,""
"201612","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"201612","Fran_Bus","NWFB","","","",3639.0261,"",1470.9318,"",691,"",86950,""
"201612","Fran_Bus","NWFB","","","DD",,"",,"",678,"",,""
"201612","Fran_Bus","NWFB","","","SD",,"",,"",13,"",,""
"201612","Fran_Bus","LWB","","","",3102.727,"",,"",242,"",29788,""
"201612","Fran_Bus","LWB","","","DD",,"",,"",242,"",,""
"201612","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201612","Fran_Bus","NLB","","","",730.415,"",,"",121,"",8557,""
"201612","Fran_Bus","NLB","","","DD",,"",,"",10,"",,""
"201612","Fran_Bus","NLB","","","SD",,"",,"",111,"",,""
"201612","Railways","MTRC","","Local","",2986.497,"",,"",1875,"",590989,""
"201612","Railways","MTRC","","Airport","",247.226,"",,"",77,"",7700,""
"201612","Railways","MTRC","","LRT","",686.284,"",,"",139,"",34055,""
"201612","Railways","HKT","","","",430.11311,"",,"",161,"",18515,""
"201612","PLB","GMB","","","",27861.957,"",,"",3254,"",52064,""
"201612","PLB","RMB","","","",,"",,"",1093,"",17488,""
"201612","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201612","Ferries","STF","","","",0,"",,"",11,"",5955,""
"201612","Ferries","LFS","","","",0,"",,"",42,"",12180,""
"201612","LRB","LRB","","","",506.7727,"",,"",133,"",15600,""
"201612","LRB","LRB","","","DD",,"",,"",122,"",,""
"201612","LRB","LRB","","","SD",,"",,"",11,"",,""
"201612","RS","RS","","","",3357.718,"",,"",1079,"",53369,""
"201612","Fran_Bus","KMB","","","DD",,"",,"",3752,"",,""
"201701","Fran_Bus","CTB","1","","DD",,"",,"",732,"",,""
