matsim_stop_facility_id,official_stop_id,gtfs_stop_exists,bus_json_stop_exists,route_usage_count,matsim_route_ids_json,official_operators_json,candidate_count,mapping_status,mapping_quality,matching_method,evidence,unresolved_reason
pt_bus_10000001_4556fe5dbb__eea781c91f_015,10000001,True,True,1,"[""bus_8229_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000001_9972d35a87__008e89d206_021,10000001,True,True,1,"[""bus_8195_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000001_9972d35a87__1672c71972_008,10000001,True,True,1,"[""bus_8509_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000001_9972d35a87__299e12b796_010,10000001,True,True,1,"[""bus_1000294_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000001_9972d35a87__351dd4fe2f_010,10000001,True,True,1,"[""bus_8787_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000001_9972d35a87__69cc25171d_027,10000001,True,True,1,"[""bus_1350_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000001_9972d35a87__78e56e4aeb_002,10000001,True,True,1,"[""bus_1000420_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000001_9972d35a87__99927093b2_003,10000001,True,True,1,"[""bus_8788_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000001_9972d35a87__afde6b1546_002,10000001,True,True,1,"[""bus_1000421_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000001_9972d35a87__b6201950a0_029,10000001,True,True,1,"[""bus_8459_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000001_9972d35a87__c7a0bc5fab_012,10000001,True,True,1,"[""bus_1337_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000001_9972d35a87__d4f13b03ba_026,10000001,True,True,1,"[""bus_1000535_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000001_9972d35a87__e809d09283_025,10000001,True,True,1,"[""bus_8196_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000001_9972d35a87__f73a2d1455_018,10000001,True,True,1,"[""bus_1000288_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000001_9972d35a87__f7b381261e_018,10000001,True,True,1,"[""bus_1621_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_162484c61e__eea781c91f_016,10000002,True,True,1,"[""bus_8229_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_d063e33f37__351dd4fe2f_011,10000002,True,True,1,"[""bus_8787_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__008e89d206_022,10000002,True,True,1,"[""bus_8195_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__0dcb94e765_000,10000002,True,True,1,"[""bus_1350_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__1672c71972_009,10000002,True,True,1,"[""bus_8509_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__351dd4fe2f_000,10000002,True,True,1,"[""bus_8787_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__3f2fcf6e51_000,10000002,True,True,1,"[""bus_1621_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__4fe4e614c6_002,10000002,True,True,1,"[""bus_1000269_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__5dd987048c_000,10000002,True,True,1,"[""bus_1000327_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__5f8e90d6c3_000,10000002,True,True,1,"[""bus_1000015_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__68a4a2a1ee_002,10000002,True,True,1,"[""bus_8196_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__69cc25171d_028,10000002,True,True,1,"[""bus_1350_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__71806060e9_000,10000002,True,True,1,"[""bus_8459_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__78e56e4aeb_003,10000002,True,True,1,"[""bus_1000420_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__7aa2aab53d_000,10000002,True,True,1,"[""bus_1000662_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__99927093b2_000,10000002,True,True,1,"[""bus_8788_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__99927093b2_004,10000002,True,True,1,"[""bus_8788_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__afde6b1546_003,10000002,True,True,1,"[""bus_1000421_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__b6201950a0_030,10000002,True,True,1,"[""bus_8459_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__d4f13b03ba_027,10000002,True,True,1,"[""bus_1000535_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__ddd22025f0_002,10000002,True,True,1,"[""bus_8229_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__e809d09283_026,10000002,True,True,1,"[""bus_8196_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__e8b45fce4a_002,10000002,True,True,1,"[""bus_8195_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__f73a2d1455_019,10000002,True,True,1,"[""bus_1000288_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__f7b381261e_019,10000002,True,True,1,"[""bus_1621_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000002_dce1eca81a__f8db1162b1_000,10000002,True,True,1,"[""bus_1000288_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__003468216f_018,10000003,True,True,1,"[""bus_1000079_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__00fd928b71_015,10000003,True,True,1,"[""bus_8791_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__16b0fc5086_012,10000003,True,True,1,"[""bus_1619_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__1f359cf68e_019,10000003,True,True,1,"[""bus_8512_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__2472fd46e8_031,10000003,True,True,1,"[""bus_8428_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__2a01b03279_015,10000003,True,True,1,"[""bus_1620_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__3cde8ffcfb_016,10000003,True,True,1,"[""bus_1680_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__3f2fcf6e51_008,10000003,True,True,1,"[""bus_1621_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__415318ce4b_011,10000003,True,True,1,"[""bus_8277_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__4f9a9693ff_025,10000003,True,True,1,"[""bus_1000256_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__572faa2a13_013,10000003,True,True,1,"[""bus_1000285_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__5ac41ab6f4_008,10000003,True,True,1,"[""bus_1157_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__6557136a1f_025,10000003,True,True,1,"[""bus_1000412_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__77870b7ade_010,10000003,True,True,1,"[""bus_1000287_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__7949725015_016,10000003,True,True,1,"[""bus_8267_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__7aa2aab53d_008,10000003,True,True,1,"[""bus_1000662_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__7cd96afcf0_026,10000003,True,True,1,"[""bus_1679_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__8eef76eeff_036,10000003,True,True,1,"[""bus_1893_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__903377cef4_013,10000003,True,True,1,"[""bus_1000192_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__9e75528fc9_017,10000003,True,True,1,"[""bus_1161_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__a152ea8963_011,10000003,True,True,1,"[""bus_1419_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__a5bc5631c9_020,10000003,True,True,1,"[""bus_1289_2""]","[""KMB+CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__a6f7c29a13_020,10000003,True,True,1,"[""bus_1589_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__a7fa2ee1bc_018,10000003,True,True,1,"[""bus_1421_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__a9e2eb6c53_015,10000003,True,True,1,"[""bus_8090_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__b4866bb655_012,10000003,True,True,1,"[""bus_1000286_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__bac6f267ac_021,10000003,True,True,1,"[""bus_1000691_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__c8fc0e5e21_022,10000003,True,True,1,"[""bus_1683_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__d44581dab5_027,10000003,True,True,1,"[""bus_1158_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__e0b915f344_015,10000003,True,True,1,"[""bus_1000223_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__f84e465ded_003,10000003,True,True,1,"[""bus_8299_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_00f10a96cc__f8db1162b1_008,10000003,True,True,1,"[""bus_1000288_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_4ad763be7d__cd92617730_029,10000003,True,True,1,"[""bus_8794_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_adaab34ad2__568ab0745a_049,10000003,True,True,1,"[""bus_8545_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000003_c845b11c4d__8a36c427d1_029,10000003,True,True,1,"[""bus_8795_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000004_f2f3da749b__1c9caf8960_000,10000004,True,True,1,"[""bus_1000199_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000004_f2f3da749b__3a9ba8ae90_036,10000004,True,True,1,"[""bus_1802_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000004_f2f3da749b__462e36a692_034,10000004,True,True,1,"[""bus_1801_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000004_f2f3da749b__6ded33e7b0_025,10000004,True,True,1,"[""bus_1000199_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000004_f2f3da749b__786934bbb3_000,10000004,True,True,1,"[""bus_1802_2""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000004_f2f3da749b__a32f73acec_000,10000004,True,True,1,"[""bus_8792_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000004_f2f3da749b__a5f9e1c34f_028,10000004,True,True,1,"[""bus_8606_1""]","[""CTB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000005_23eaea0348__fc650da1b2_004,10000005,True,True,1,"[""bus_8354_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000005_472a3dfd8d__15fa4fbf7e_002,10000005,True,True,1,"[""bus_8309_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000005_472a3dfd8d__8e4c5dc70c_024,10000005,True,True,1,"[""bus_1213_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000005_472a3dfd8d__d23eba09f3_018,10000005,True,True,1,"[""bus_1180_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000006_09af07accc__15ce78e34f_019,10000006,True,True,1,"[""bus_8092_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000006_09af07accc__283a59089f_000,10000006,True,True,1,"[""bus_1000551_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000006_09af07accc__2f9e7cf0cb_032,10000006,True,True,1,"[""bus_1040_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000006_09af07accc__340b0392fb_028,10000006,True,True,1,"[""bus_1000551_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000006_09af07accc__475f99f7d7_022,10000006,True,True,1,"[""bus_1000519_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000006_09af07accc__573654523d_053,10000006,True,True,1,"[""bus_1435_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000006_09af07accc__e4713202a0_000,10000006,True,True,1,"[""bus_8353_2""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000006_09af07accc__f81a476cf5_038,10000006,True,True,1,"[""bus_8353_1""]","[""KMB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__00820081d8_002,10000007,True,True,1,"[""bus_8349_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__23ceeddac6_002,10000007,True,True,1,"[""bus_8805_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__2fe3f5de7d_014,10000007,True,True,1,"[""bus_1000026_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__30f95e9f98_002,10000007,True,True,1,"[""bus_1000310_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__3906fecef7_002,10000007,True,True,1,"[""bus_8372_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__41cca7ac95_004,10000007,True,True,1,"[""bus_8778_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__4246a579bf_003,10000007,True,True,1,"[""bus_8302_1""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__4bc99d070b_010,10000007,True,True,1,"[""bus_1460_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__51d8a764ab_010,10000007,True,True,1,"[""bus_1000028_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__54e9389b6c_010,10000007,True,True,1,"[""bus_1474_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__596193a2f3_004,10000007,True,True,1,"[""bus_8779_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__618417dbbf_007,10000007,True,True,1,"[""bus_1000574_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__709f796b64_007,10000007,True,True,1,"[""bus_1000209_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__80dcb3be8f_010,10000007,True,True,1,"[""bus_1466_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__8891cac0c1_001,10000007,True,True,1,"[""bus_1000309_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__8a31394067_002,10000007,True,True,1,"[""bus_8803_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__8f1fe5b25c_004,10000007,True,True,1,"[""bus_1000047_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__a23572288a_003,10000007,True,True,1,"[""bus_1000221_1""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__a31560da4c_002,10000007,True,True,1,"[""bus_8295_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
pt_bus_10000007_9da8417447__ab8affd7eb_003,10000007,True,True,1,"[""bus_8764_2""]","[""LWB""]",1,exact,A,official_stop_id_explicitly_encoded_in_facility_id,facility_token_equals_GTFS_stop_id_and_bus_JSON_stopId,
