matsim_line_id,matsim_route_id,service_scope,operator_scope_status,route_franchise_scope_status,official_operator,official_operator_components_json,official_route_id,official_route_sequence,route_identifier_status,direction_status,stop_mapping_status,required_forward_pair_count,unique_candidate_pair_count,duplicate_pair_count,conflict_pair_count,missing_pair_count,forward_candidate_coverage,fare_readiness,mapping_status,mapping_quality,unresolved_reason
line_bus_1000312,bus_1000312_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000312,2,exact_official_route_id,exact,exact,120,120,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000313,bus_1000313_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000313,1,exact_official_route_id,exact,exact,300,287,0,13,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000313,bus_1000313_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000313,2,exact_official_route_id,exact,exact,231,218,0,13,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000314,bus_1000314_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000314,1,exact_official_route_id,exact,exact,780,780,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000314,bus_1000314_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000314,2,exact_official_route_id,exact,exact,741,741,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000315,bus_1000315_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000315,1,exact_official_route_id,exact,exact,435,435,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000315,bus_1000315_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000315,2,exact_official_route_id,exact,exact,378,378,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000316,bus_1000316_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000316,1,exact_official_route_id,exact,exact,465,465,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000316,bus_1000316_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000316,2,exact_official_route_id,exact,exact,435,435,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000322,bus_1000322_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000322,1,exact_official_route_id,exact,exact,325,325,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000322,bus_1000322_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000322,2,exact_official_route_id,exact,exact,351,351,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000323,bus_1000323_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000323,1,exact_official_route_id,exact,exact,496,496,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000323,bus_1000323_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000323,2,exact_official_route_id,exact,exact,496,496,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000324,bus_1000324_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000324,1,exact_official_route_id,exact,exact,78,78,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000324,bus_1000324_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000324,2,exact_official_route_id,exact,exact,171,171,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000325,bus_1000325_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000325,1,exact_official_route_id,exact,exact,1431,1429,0,2,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000325,bus_1000325_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000325,2,exact_official_route_id,exact,exact,1176,1174,0,2,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000326,bus_1000326_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000326,1,exact_official_route_id,exact,exact,171,171,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000327,bus_1000327_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000327,1,exact_official_route_id,exact,exact,55,55,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000329,bus_1000329_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000329,1,exact_official_route_id,exact,exact,206,204,2,0,0,1.0,partial_duplicate_records,exact,A,partial_duplicate_records
line_bus_1000330,bus_1000330_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000330,1,exact_official_route_id,exact,exact,105,105,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000331,bus_1000331_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000331,1,exact_official_route_id,exact,exact,66,66,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000332,bus_1000332_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000332,1,exact_official_route_id,exact,exact,253,253,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000333,bus_1000333_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000333,1,exact_official_route_id,exact,exact,120,120,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000334,bus_1000334_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000334,1,exact_official_route_id,exact,exact,276,276,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000334,bus_1000334_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000334,2,exact_official_route_id,exact,exact,276,276,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000335,bus_1000335_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000335,1,exact_official_route_id,exact,exact,253,253,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000337,bus_1000337_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000337,1,exact_official_route_id,exact,exact,91,91,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000338,bus_1000338_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB+CTB,"[""KMB"",""CTB""]",1000338,1,exact_official_route_id,exact,exact,351,351,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000339,bus_1000339_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000339,1,exact_official_route_id,exact,exact,45,45,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000339,bus_1000339_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000339,2,exact_official_route_id,exact,exact,36,36,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000340,bus_1000340_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000340,1,exact_official_route_id,exact,exact,105,105,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000340,bus_1000340_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000340,2,exact_official_route_id,exact,exact,105,105,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000341,bus_1000341_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000341,1,exact_official_route_id,exact,exact,10,10,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000341,bus_1000341_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000341,2,exact_official_route_id,exact,exact,6,6,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000342,bus_1000342_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000342,1,exact_official_route_id,exact,exact,528,528,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000343,bus_1000343_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000343,1,exact_official_route_id,exact,exact,55,55,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000344,bus_1000344_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000344,1,exact_official_route_id,exact,exact,351,351,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000345,bus_1000345_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000345,1,exact_official_route_id,exact,exact,210,210,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000346,bus_1000346_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000346,1,exact_official_route_id,exact,exact,210,210,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000349,bus_1000349_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000349,1,exact_official_route_id,exact,exact,78,78,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000350,bus_1000350_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000350,1,exact_official_route_id,exact,exact,55,55,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000351,bus_1000351_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000351,1,exact_official_route_id,exact,exact,6,6,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000352,bus_1000352_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000352,1,exact_official_route_id,exact,exact,231,231,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000353,bus_1000353_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000353,1,exact_official_route_id,exact,exact,231,231,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000354,bus_1000354_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000354,1,exact_official_route_id,exact,exact,528,528,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000354,bus_1000354_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000354,2,exact_official_route_id,exact,exact,561,561,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000355,bus_1000355_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB+CTB,"[""KMB"",""CTB""]",1000355,1,exact_official_route_id,exact,exact,105,105,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000355,bus_1000355_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB+CTB,"[""KMB"",""CTB""]",1000355,2,exact_official_route_id,exact,exact,231,231,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000356,bus_1000356_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000356,1,exact_official_route_id,exact,exact,91,91,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000357,bus_1000357_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000357,1,exact_official_route_id,exact,exact,171,171,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000358,bus_1000358_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,NLB,"[""NLB""]",1000358,1,exact_official_route_id,exact,exact,65,65,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000359,bus_1000359_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,NLB,"[""NLB""]",1000359,1,exact_official_route_id,exact,exact,59,54,5,0,0,1.0,partial_duplicate_records,exact,A,partial_duplicate_records
line_bus_1000360,bus_1000360_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000360,1,exact_official_route_id,exact,exact,351,351,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000360,bus_1000360_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000360,2,exact_official_route_id,exact,exact,325,325,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000365,bus_1000365_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000365,1,exact_official_route_id,exact,exact,300,300,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000366,bus_1000366_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000366,1,exact_official_route_id,exact,exact,300,300,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000367,bus_1000367_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000367,1,exact_official_route_id,exact,exact,276,276,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000368,bus_1000368_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000368,1,exact_official_route_id,exact,exact,496,496,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000368,bus_1000368_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000368,2,exact_official_route_id,exact,exact,666,666,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000369,bus_1000369_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000369,1,exact_official_route_id,exact,exact,435,435,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000370,bus_1000370_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000370,1,exact_official_route_id,exact,exact,528,528,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000371,bus_1000371_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000371,1,exact_official_route_id,exact,exact,231,231,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000372,bus_1000372_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000372,1,exact_official_route_id,exact,exact,231,231,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000372,bus_1000372_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000372,2,exact_official_route_id,exact,exact,231,231,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000373,bus_1000373_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000373,1,exact_official_route_id,exact,exact,153,153,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000374,bus_1000374_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000374,1,exact_official_route_id,exact,exact,78,78,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000376,bus_1000376_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000376,1,exact_official_route_id,exact,exact,120,120,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000377,bus_1000377_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000377,1,exact_official_route_id,exact,exact,120,120,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000378,bus_1000378_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000378,1,exact_official_route_id,exact,exact,1221,1220,0,1,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000381,bus_1000381_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000381,1,exact_official_route_id,exact,exact,153,153,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000382,bus_1000382_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000382,1,exact_official_route_id,exact,exact,66,66,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000383,bus_1000383_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,LWB,"[""LWB""]",1000383,1,exact_official_route_id,exact,exact,153,125,0,28,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000383,bus_1000383_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,LWB,"[""LWB""]",1000383,2,exact_official_route_id,exact,exact,231,203,0,28,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000384,bus_1000384_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,LWB,"[""LWB""]",1000384,1,exact_official_route_id,exact,exact,190,161,1,28,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000384,bus_1000384_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,LWB,"[""LWB""]",1000384,2,exact_official_route_id,exact,exact,276,247,1,28,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000385,bus_1000385_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000385,1,exact_official_route_id,exact,exact,406,406,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000386,bus_1000386_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000386,1,exact_official_route_id,exact,exact,300,299,1,0,0,1.0,partial_duplicate_records,exact,A,partial_duplicate_records
line_bus_1000386,bus_1000386_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000386,2,exact_official_route_id,exact,exact,435,434,1,0,0,1.0,partial_duplicate_records,exact,A,partial_duplicate_records
line_bus_1000388,bus_1000388_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000388,1,exact_official_route_id,exact,exact,55,55,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000389,bus_1000389_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000389,1,exact_official_route_id,exact,exact,45,45,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000390,bus_1000390_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000390,1,exact_official_route_id,exact,exact,495,495,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000392,bus_1000392_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000392,1,exact_official_route_id,exact,exact,153,153,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000392,bus_1000392_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000392,2,exact_official_route_id,exact,exact,171,171,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000393,bus_1000393_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000393,1,exact_official_route_id,exact,exact,351,351,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000394,bus_1000394_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000394,1,exact_official_route_id,exact,exact,465,465,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000395,bus_1000395_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000395,1,exact_official_route_id,exact,exact,21,21,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000396,bus_1000396_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000396,1,exact_official_route_id,exact,exact,28,28,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000397,bus_1000397_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000397,1,exact_official_route_id,exact,exact,78,78,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000398,bus_1000398_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000398,1,exact_official_route_id,exact,exact,45,45,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000399,bus_1000399_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000399,1,exact_official_route_id,exact,exact,55,55,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000402,bus_1000402_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000402,1,exact_official_route_id,exact,exact,276,275,0,1,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000402,bus_1000402_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000402,2,exact_official_route_id,exact,exact,301,277,23,1,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000403,bus_1000403_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000403,1,exact_official_route_id,exact,exact,406,405,0,1,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000403,bus_1000403_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000403,2,exact_official_route_id,exact,exact,562,529,32,1,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000405,bus_1000405_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000405,1,exact_official_route_id,exact,exact,630,624,0,6,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000405,bus_1000405_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000405,2,exact_official_route_id,exact,exact,666,660,0,6,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000406,bus_1000406_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000406,1,exact_official_route_id,exact,exact,666,660,0,6,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000406,bus_1000406_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000406,2,exact_official_route_id,exact,exact,703,697,0,6,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000408,bus_1000408_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000408,1,exact_official_route_id,exact,exact,45,45,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000409,bus_1000409_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000409,1,exact_official_route_id,exact,exact,300,300,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000410,bus_1000410_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000410,1,exact_official_route_id,exact,exact,91,91,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000412,bus_1000412_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000412,1,exact_official_route_id,exact,exact,666,666,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000412,bus_1000412_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000412,2,exact_official_route_id,exact,exact,703,703,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000413,bus_1000413_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000413,1,exact_official_route_id,exact,exact,561,561,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000418,bus_1000418_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000418,1,exact_official_route_id,exact,exact,455,447,4,4,0,1.0,partial_conflicting_amounts,exact,A,partial_conflicting_amounts
line_bus_1000419,bus_1000419_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000419,1,exact_official_route_id,exact,exact,120,120,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000420,bus_1000420_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000420,1,exact_official_route_id,exact,exact,9,9,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000421,bus_1000421_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000421,1,exact_official_route_id,exact,exact,6,6,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000425,bus_1000425_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000425,1,exact_official_route_id,exact,exact,325,289,36,0,0,1.0,partial_duplicate_records,exact,A,partial_duplicate_records
line_bus_1000425,bus_1000425_2,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000425,2,exact_official_route_id,exact,exact,406,370,36,0,0,1.0,partial_duplicate_records,exact,A,partial_duplicate_records
line_bus_1000437,bus_1000437_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,CTB,"[""CTB""]",1000437,1,exact_official_route_id,exact,exact,135,135,0,0,0,1.0,ready_all_pairs_unique,exact,A,
line_bus_1000439,bus_1000439_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000439,1,exact_official_route_id,exact,exact,244,239,5,0,0,1.0,partial_duplicate_records,exact,A,partial_duplicate_records
line_bus_1000441,bus_1000441_1,confirmed_franchised_route,confirmed_franchised_operator,confirmed_franchised_route,KMB,"[""KMB""]",1000441,1,exact_official_route_id,exact,exact,253,253,0,0,0,1.0,ready_all_pairs_unique,exact,A,
